path_class,n_events,n_dates,med_breadth,med_dispersion,med_vol,med_btc7,med_stablecoin_chg7,med_tvl_chg7,p_HH,p_LL,med_age,verdict,spread_p_HH,spread_med_breadth
AMBIGUOUS,765,595,0.392,0.3260169835998091,0.04864439405532334,0.007371399919466004,0.005985981188197487,0.00904608944896479,0.4134453781512605,0.33613445378151263,8.0,FIELD_CONTEXT_DISTINCT,0.12028576903073929,0.162
ASSET_REJOINS_PEERS,262,242,0.285,0.3109585333675485,0.05094615138618228,0.009378586918507903,0.004658202233066566,0.007390583239523907,0.3305785123966942,0.371900826446281,7.0,FIELD_CONTEXT_DISTINCT,0.12028576903073929,0.162
BOTH_NORMALIZE,595,473,0.296,0.3074909752378171,0.05017759268069999,0.010630286191175009,0.005423983817132383,0.0042347769049353445,0.3382663847780127,0.36363636363636365,7.0,FIELD_CONTEXT_DISTINCT,0.12028576903073929,0.162
LOCAL_CONTAGION,348,307,0.23,0.28834922556316894,0.05084295608293948,0.0076241674306716245,0.004822175348298874,-0.003048794812323785,0.2931596091205212,0.3973941368078176,7.0,FIELD_CONTEXT_DISTINCT,0.12028576903073929,0.162
PERSISTENT_DECOUPLING,492,426,0.313,0.2964331590697621,0.04857747404370479,0.01375503079435103,0.005167910206864024,0.009575430089551529,0.3474178403755869,0.38967136150234744,7.5,FIELD_CONTEXT_DISTINCT,0.12028576903073929,0.162
