amplitude_cell,n,p_fwd1_pos,p_fwd7_pos,p_fwd14_pos,med_fwd7,p_reversal_7d,delta_logloss_abs_adds,delta_auc_abs_adds
HIGH_SIGMA_HIGH_ABS,59055,0.3969011938023876,0.4676488019642706,0.5071035475404284,-0.015544603578746319,0.5949707899415799,1.1771965302553866e-07,0.011701681932967278
HIGH_SIGMA_LOW_ABS,29878,0.45662360265077984,0.4595689135818997,0.46539259655934134,-0.006198321469128132,0.5328669924359061,1.1771965302553866e-07,0.011701681932967278
LOW_SIGMA_HIGH_ABS,29878,0.449595019746971,0.5302229064863779,0.5605796907423523,0.021231742575764656,0.5914385166343129,1.1771965302553866e-07,0.011701681932967278
LOW_SIGMA_LOW_ABS,59055,0.46746253492506984,0.46714080094826854,0.4719498772330878,-0.005745046306401491,0.5276267885869105,1.1771965302553866e-07,0.011701681932967278
