patch,bands,n_days,internal_coherence,false_loner_rate,true_loner_rate,tail_share,median_abs_ret,med_ret_dispersion,mean_ppos
UPPER_CORE,26-50;51-100,2195,0.9766197735691936,0.3743455497382199,0.6230366492146597,0.03260165268688596,0.02804616093635559,0.04024219140410423,0.48982856228032734
UPPER_MID,101-150;151-250,2195,0.9718608306224215,0.25618374558303886,0.734982332155477,0.04276503113870081,0.026109933853149414,0.03811904788017273,0.4878186379772452
MID,251-350;351-500,2195,0.9816144524418327,0.1787709497206704,0.8175046554934823,0.05311266316548743,0.023855948820710182,0.0353078618645668,0.4801687818933465
LOWER_MID,501-625;626-750,2195,0.9802441386926284,0.13978494623655913,0.8580645161290322,0.06190176342874611,0.020982448011636734,0.0318632610142231,0.46922530708901944
TRANSITION,751-875;876-1000,2195,0.9762946273362699,0.0925,0.905,0.07318243329003432,0.01867033541202545,0.0291401669383049,0.46247174226176707
