stage,chain_atom,n_days_reached,prop_within_14d_given_stage,lift_vs_base,verdict
PARTICIPATION_CAPACITY,BREADTH_EXPANDS,2144,0.4808768656716418,1.0242537313432836,LOCAL_CONVERSION_PATH
CAPITAL_DECONCENTRATION,CONCENTRATION_RELEASES,1397,0.4574087329992842,0.9742672916260214,LOCAL_CONVERSION_PATH
DIFFERENTIATED_MOVEMENT,DISPERSION_EXPANDS,638,0.5877742946708464,1.2519421446141403,LOCAL_CONVERSION_PATH
TAIL_ACTIVATION,TAIL_UP_ACTIVATES,328,0.6585365853658537,1.4026637647559794,LOCAL_CONVERSION_PATH
RANK_RECRUITMENT,RANK_RECRUITS,318,0.660377358490566,1.406584557948868,LOCAL_CONVERSION_PATH
PROPAGATION,PROPAGATION_CONFIRMS,128,1.0,2.1299709020368573,LOCAL_CONVERSION_PATH
