cell,age_band,n_days,horizon_d,p_stay,p_exit,p_reentry,p_propagate,p_tail_activation,p_rank_recruitment,p_local_stress,p_local_recovery,p_trans_HIGH_BREADTH_HIGH_DISP,p_trans_HIGH_BREADTH_LOW_DISP,p_trans_LOW_BREADTH_HIGH_DISP,p_trans_LOW_BREADTH_LOW_DISP
HIGH_BREADTH_HIGH_DISP,AGE_2_3,101,7,0.4158415841584159,0.5841584158415841,0.6633663366336634,0.48514851485148514,0.9702970297029703,0.8514851485148515,0.9702970297029703,0.2376237623762376,0.9306930693069307,0.24752475247524752,0.2079207920792079,0.22772277227722773
HIGH_BREADTH_HIGH_DISP,AGE_2_3,101,10,0.29702970297029707,0.7029702970297029,0.6732673267326733,0.5346534653465347,0.9900990099009901,0.8712871287128713,0.9900990099009901,0.32673267326732675,0.9306930693069307,0.26732673267326734,0.25742574257425743,0.33663366336633666
HIGH_BREADTH_HIGH_DISP,AGE_2_3,101,14,0.27722772277227725,0.7227722772277227,0.6831683168316832,0.5742574257425742,0.9900990099009901,0.9405940594059405,0.9900990099009901,0.4158415841584158,0.9405940594059405,0.297029702970297,0.27722772277227725,0.43564356435643564
HIGH_BREADTH_HIGH_DISP,AGE_2_3,101,21,0.19801980198019797,0.801980198019802,0.7128712871287128,0.6534653465346535,0.9900990099009901,0.9702970297029703,0.9900990099009901,0.5247524752475248,0.9405940594059405,0.40594059405940597,0.33663366336633666,0.5643564356435643
HIGH_BREADTH_HIGH_DISP,AGE_2_3,101,30,0.17821782178217827,0.8217821782178217,0.7128712871287128,0.7524752475247525,0.9900990099009901,0.9702970297029703,0.9900990099009901,0.594059405940594,0.9603960396039604,0.42574257425742573,0.42574257425742573,0.693069306930693
HIGH_BREADTH_HIGH_DISP,AGE_4_7,125,1,0.896,0.104,0.456,0.36,0.968,0.32,0.896,0.024,0.896,0.032,0.04,0.032
HIGH_BREADTH_HIGH_DISP,AGE_4_7,125,2,0.8,0.2,0.496,0.4,0.968,0.488,0.968,0.056,0.968,0.064,0.072,0.064
HIGH_BREADTH_HIGH_DISP,AGE_4_7,125,3,0.72,0.28,0.504,0.432,0.968,0.584,0.968,0.088,0.984,0.096,0.088,0.104
HIGH_BREADTH_HIGH_DISP,AGE_4_7,125,5,0.5760000000000001,0.424,0.52,0.488,0.976,0.728,0.976,0.144,0.984,0.144,0.112,0.216
HIGH_BREADTH_HIGH_DISP,AGE_4_7,125,7,0.48,0.52,0.536,0.544,0.992,0.808,0.992,0.2,0.984,0.152,0.144,0.312
HIGH_BREADTH_HIGH_DISP,AGE_4_7,125,10,0.43200000000000005,0.568,0.552,0.624,1.0,0.904,1.0,0.288,0.984,0.168,0.16,0.384
HIGH_BREADTH_HIGH_DISP,AGE_4_7,125,14,0.352,0.648,0.608,0.64,1.0,0.952,1.0,0.328,0.992,0.232,0.216,0.424
HIGH_BREADTH_HIGH_DISP,AGE_4_7,125,21,0.28800000000000003,0.712,0.672,0.8,1.0,1.0,1.0,0.424,0.992,0.296,0.272,0.56
HIGH_BREADTH_HIGH_DISP,AGE_4_7,125,30,0.24,0.76,0.672,0.856,1.0,1.0,1.0,0.592,0.992,0.328,0.344,0.664
HIGH_BREADTH_HIGH_DISP,AGE_8_14,124,1,0.9193548387096774,0.08064516129032258,0.43548387096774194,0.3790322580645161,0.9758064516129032,0.46774193548387094,0.8629032258064516,0.0,0.9193548387096774,0.024193548387096774,0.016129032258064516,0.04032258064516129
HIGH_BREADTH_HIGH_DISP,AGE_8_14,124,2,0.8548387096774194,0.14516129032258066,0.47580645161290325,0.45161290322580644,0.9838709677419355,0.5967741935483871,0.967741935483871,0.0,0.9596774193548387,0.03225806451612903,0.03225806451612903,0.0967741935483871
HIGH_BREADTH_HIGH_DISP,AGE_8_14,124,3,0.8064516129032258,0.1935483870967742,0.47580645161290325,0.5080645161290323,0.9919354838709677,0.6774193548387096,0.9919354838709677,0.024193548387096774,0.9596774193548387,0.03225806451612903,0.04838709677419355,0.13709677419354838
HIGH_BREADTH_HIGH_DISP,AGE_8_14,124,5,0.7419354838709677,0.25806451612903225,0.5080645161290323,0.5967741935483871,1.0,0.7983870967741935,1.0,0.056451612903225805,0.967741935483871,0.04838709677419355,0.06451612903225806,0.1935483870967742
HIGH_BREADTH_HIGH_DISP,AGE_8_14,124,7,0.6774193548387097,0.3225806451612903,0.5241935483870968,0.6532258064516129,1.0,0.8790322580645161,1.0,0.0967741935483871,0.967741935483871,0.0967741935483871,0.06451612903225806,0.23387096774193547
HIGH_BREADTH_HIGH_DISP,AGE_8_14,124,10,0.5725806451612903,0.4274193548387097,0.5806451612903226,0.717741935483871,1.0,0.9193548387096774,1.0,0.12903225806451613,0.967741935483871,0.1532258064516129,0.0967741935483871,0.2903225806451613
HIGH_BREADTH_HIGH_DISP,AGE_8_14,124,14,0.5080645161290323,0.49193548387096775,0.6209677419354839,0.8387096774193549,1.0,0.9758064516129032,1.0,0.1774193548387097,0.9758064516129032,0.1774193548387097,0.12903225806451613,0.3709677419354839
HIGH_BREADTH_HIGH_DISP,AGE_8_14,124,21,0.47580645161290325,0.5241935483870968,0.6290322580645161,0.8870967741935484,1.0,0.9919354838709677,1.0,0.3387096774193548,0.9838709677419355,0.18548387096774194,0.1935483870967742,0.43548387096774194
HIGH_BREADTH_HIGH_DISP,AGE_8_14,124,30,0.3306451612903226,0.6693548387096774,0.6532258064516129,0.9516129032258065,1.0,1.0,1.0,0.5161290322580645,0.9919354838709677,0.20161290322580644,0.27419354838709675,0.5161290322580645
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,341,1,0.9589442815249267,0.04105571847507331,0.1378299120234604,0.7155425219941349,1.0,0.5161290322580645,0.8826979472140762,0.03812316715542522,0.9589442815249267,0.008797653958944282,0.020527859237536656,0.011730205278592375
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,341,2,0.9208211143695014,0.07917888563049853,0.16129032258064516,0.782991202346041,1.0,0.6627565982404692,0.9765395894428153,0.07624633431085044,0.9794721407624634,0.017595307917888565,0.04398826979472141,0.02346041055718475
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,341,3,0.8826979472140762,0.11730205278592376,0.17888563049853373,0.8123167155425219,1.0,0.7419354838709677,0.9970674486803519,0.11436950146627566,0.9824046920821115,0.026392961876832845,0.06744868035190615,0.03812316715542522
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,341,5,0.8123167155425219,0.187683284457478,0.20821114369501467,0.8563049853372434,1.0,0.841642228739003,1.0,0.17302052785923755,0.9853372434017595,0.03812316715542522,0.11436950146627566,0.06744868035190615
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,341,7,0.7536656891495601,0.24633431085043989,0.2404692082111437,0.8973607038123167,1.0,0.9149560117302052,1.0,0.21994134897360704,0.9853372434017595,0.04398826979472141,0.16129032258064516,0.09090909090909091
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,341,10,0.6744868035190617,0.3255131964809384,0.28152492668621704,0.9296187683284457,1.0,0.9794721407624634,1.0,0.2903225806451613,0.9853372434017595,0.05278592375366569,0.2404692082111437,0.12609970674486803
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,341,14,0.5689149560117301,0.4310850439882698,0.30498533724340177,0.9442815249266863,1.0,1.0,1.0,0.36950146627565983,0.9882697947214076,0.06451612903225806,0.33724340175953077,0.17595307917888564
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,341,21,0.39589442815249265,0.6041055718475073,0.36363636363636365,0.9442815249266863,1.0,1.0,1.0,0.4838709677419355,0.9912023460410557,0.08504398826979472,0.4897360703812317,0.3020527859237537
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,341,30,0.23460410557184752,0.7653958944281525,0.4398826979472141,0.9442815249266863,1.0,1.0,1.0,0.5982404692082112,0.9941348973607038,0.13196480938416422,0.6510263929618768,0.44868035190615835
HIGH_BREADTH_LOW_DISP,AGE_1,83,1,0.6746987951807228,0.3253012048192771,0.3855421686746988,0.1686746987951807,1.0,0.5662650602409639,0.927710843373494,0.04819277108433735,0.08433734939759036,0.6746987951807228,0.03614457831325301,0.20481927710843373
HIGH_BREADTH_LOW_DISP,AGE_1,83,2,0.4698795180722891,0.5301204819277109,0.5180722891566265,0.1927710843373494,1.0,0.6746987951807228,1.0,0.10843373493975904,0.20481927710843373,0.7469879518072289,0.04819277108433735,0.3132530120481928
HIGH_BREADTH_LOW_DISP,AGE_1,83,3,0.40963855421686746,0.5903614457831325,0.5662650602409639,0.1927710843373494,1.0,0.7831325301204819,1.0,0.1686746987951807,0.24096385542168675,0.8072289156626506,0.08433734939759036,0.37349397590361444
HIGH_BREADTH_LOW_DISP,AGE_1,83,5,0.2530120481927711,0.7469879518072289,0.6385542168674698,0.25301204819277107,1.0,0.8795180722891566,1.0,0.26506024096385544,0.30120481927710846,0.8433734939759037,0.10843373493975904,0.5180722891566265
HIGH_BREADTH_LOW_DISP,AGE_1,83,7,0.1325301204819277,0.8674698795180723,0.6626506024096386,0.3253012048192771,1.0,0.9397590361445783,1.0,0.3373493975903614,0.3855421686746988,0.8554216867469879,0.1686746987951807,0.5903614457831325
HIGH_BREADTH_LOW_DISP,AGE_1,83,10,0.048192771084337394,0.9518072289156626,0.7228915662650602,0.37349397590361444,1.0,0.963855421686747,1.0,0.5180722891566265,0.5180722891566265,0.891566265060241,0.20481927710843373,0.6144578313253012
HIGH_BREADTH_LOW_DISP,AGE_1,83,14,0.012048192771084376,0.9879518072289156,0.7469879518072289,0.42168674698795183,1.0,0.9879518072289156,1.0,0.6385542168674698,0.6024096385542169,0.891566265060241,0.24096385542168675,0.7349397590361446
HIGH_BREADTH_LOW_DISP,AGE_1,83,21,0.012048192771084376,0.9879518072289156,0.7590361445783133,0.4939759036144578,1.0,0.9879518072289156,1.0,0.7710843373493976,0.6867469879518072,0.927710843373494,0.3614457831325301,0.7951807228915663
HIGH_BREADTH_LOW_DISP,AGE_1,83,30,0.0,1.0,0.7831325301204819,0.5783132530120482,1.0,0.9879518072289156,1.0,0.8192771084337349,0.7469879518072289,0.9397590361445783,0.4457831325301205,0.8674698795180723
HIGH_BREADTH_LOW_DISP,AGE_2_3,95,1,0.7684210526315789,0.23157894736842105,0.45263157894736844,0.2,1.0,0.5684210526315789,0.9157894736842105,0.06315789473684211,0.11578947368421053,0.7684210526315789,0.010526315789473684,0.10526315789473684
HIGH_BREADTH_LOW_DISP,AGE_2_3,95,2,0.6421052631578947,0.35789473684210527,0.5578947368421052,0.24210526315789474,1.0,0.6842105263157895,0.9894736842105263,0.11578947368421053,0.15789473684210525,0.8210526315789474,0.042105263157894736,0.2
HIGH_BREADTH_LOW_DISP,AGE_2_3,95,3,0.5052631578947369,0.49473684210526314,0.5789473684210527,0.2736842105263158,1.0,0.7578947368421053,1.0,0.16842105263157894,0.21052631578947367,0.8421052631578947,0.042105263157894736,0.30526315789473685
HIGH_BREADTH_LOW_DISP,AGE_2_3,95,5,0.2947368421052632,0.7052631578947368,0.6,0.3684210526315789,1.0,0.8631578947368421,1.0,0.28421052631578947,0.3473684210526316,0.8842105263157894,0.09473684210526316,0.4105263157894737
HIGH_BREADTH_LOW_DISP,AGE_2_3,95,7,0.12631578947368416,0.8736842105263158,0.6736842105263158,0.3894736842105263,1.0,0.9052631578947369,1.0,0.42105263157894735,0.47368421052631576,0.9157894736842105,0.16842105263157894,0.4842105263157895
HIGH_BREADTH_LOW_DISP,AGE_2_3,95,10,0.06315789473684208,0.9368421052631579,0.6842105263157895,0.42105263157894735,1.0,0.9052631578947369,1.0,0.5473684210526316,0.6105263157894737,0.9157894736842105,0.18947368421052632,0.5052631578947369
HIGH_BREADTH_LOW_DISP,AGE_2_3,95,14,0.021052631578947323,0.9789473684210527,0.7157894736842105,0.4421052631578947,1.0,0.9578947368421052,1.0,0.6421052631578947,0.6526315789473685,0.9263157894736842,0.25263157894736843,0.6526315789473685
HIGH_BREADTH_LOW_DISP,AGE_2_3,95,21,0.021052631578947323,0.9789473684210527,0.7368421052631579,0.5052631578947369,1.0,0.9789473684210527,1.0,0.7052631578947368,0.7052631578947368,0.9473684210526315,0.3368421052631579,0.7368421052631579
HIGH_BREADTH_LOW_DISP,AGE_2_3,95,30,0.0,1.0,0.7473684210526316,0.5368421052631579,1.0,0.9894736842105263,1.0,0.7578947368421053,0.7263157894736842,0.9473684210526315,0.4,0.8315789473684211
HIGH_BREADTH_LOW_DISP,AGE_4_7,99,1,0.7676767676767677,0.23232323232323232,0.41414141414141414,0.2222222222222222,1.0,0.40404040404040403,0.8585858585858586,0.10101010101010101,0.08080808080808081,0.7676767676767676,0.0,0.15151515151515152
HIGH_BREADTH_LOW_DISP,AGE_4_7,99,2,0.5656565656565656,0.43434343434343436,0.5050505050505051,0.2828282828282828,1.0,0.5656565656565656,0.9696969696969697,0.18181818181818182,0.1919191919191919,0.8181818181818182,0.0,0.25252525252525254
HIGH_BREADTH_LOW_DISP,AGE_4_7,99,3,0.4040404040404041,0.5959595959595959,0.5555555555555556,0.32323232323232326,1.0,0.6767676767676768,0.98989898989899,0.24242424242424243,0.29292929292929293,0.8787878787878788,0.020202020202020204,0.31313131313131315
HIGH_BREADTH_LOW_DISP,AGE_4_7,99,5,0.19191919191919193,0.8080808080808081,0.6262626262626263,0.3838383838383838,1.0,0.7676767676767676,1.0,0.3838383838383838,0.46464646464646464,0.8888888888888888,0.06060606060606061,0.37373737373737376
HIGH_BREADTH_LOW_DISP,AGE_4_7,99,7,0.12121212121212122,0.8787878787878788,0.6464646464646465,0.40404040404040403,1.0,0.8686868686868687,1.0,0.45454545454545453,0.5454545454545454,0.9090909090909091,0.08080808080808081,0.42424242424242425
HIGH_BREADTH_LOW_DISP,AGE_4_7,99,10,0.0505050505050505,0.9494949494949495,0.6767676767676768,0.45454545454545453,1.0,0.9494949494949495,1.0,0.5454545454545454,0.5858585858585859,0.9292929292929293,0.13131313131313133,0.5757575757575758
HIGH_BREADTH_LOW_DISP,AGE_4_7,99,14,0.04040404040404044,0.9595959595959596,0.7070707070707071,0.5151515151515151,1.0,0.9494949494949495,1.0,0.6363636363636364,0.6565656565656566,0.9292929292929293,0.21212121212121213,0.6161616161616161
HIGH_BREADTH_LOW_DISP,AGE_4_7,99,21,0.04040404040404044,0.9595959595959596,0.7676767676767676,0.5252525252525253,1.0,1.0,1.0,0.7272727272727273,0.6565656565656566,0.9292929292929293,0.2828282828282828,0.6767676767676768
HIGH_BREADTH_LOW_DISP,AGE_4_7,99,30,0.0,1.0,0.7676767676767676,0.5454545454545454,1.0,1.0,1.0,0.8282828282828283,0.696969696969697,0.9393939393939394,0.40404040404040403,0.8181818181818182
HIGH_BREADTH_LOW_DISP,AGE_8_14,35,1,0.7142857142857143,0.2857142857142857,0.2,0.2857142857142857,1.0,0.37142857142857144,0.8571428571428571,0.17142857142857143,0.2,0.7142857142857143,0.0,0.08571428571428572
HIGH_BREADTH_LOW_DISP,AGE_8_14,35,2,0.5428571428571429,0.45714285714285713,0.2857142857142857,0.34285714285714286,1.0,0.5714285714285714,0.9714285714285714,0.34285714285714286,0.3142857142857143,0.8285714285714286,0.02857142857142857,0.14285714285714285
HIGH_BREADTH_LOW_DISP,AGE_8_14,35,3,0.4285714285714286,0.5714285714285714,0.37142857142857144,0.4,1.0,0.7142857142857143,1.0,0.4857142857142857,0.37142857142857144,0.8571428571428571,0.05714285714285714,0.2
HIGH_BREADTH_LOW_DISP,AGE_8_14,35,5,0.2857142857142857,0.7142857142857143,0.5714285714285714,0.42857142857142855,1.0,0.8857142857142857,1.0,0.6285714285714286,0.4,0.9142857142857143,0.11428571428571428,0.34285714285714286
HIGH_BREADTH_LOW_DISP,AGE_8_14,35,7,0.19999999999999996,0.8,0.6285714285714286,0.42857142857142855,1.0,1.0,1.0,0.6857142857142857,0.4,0.9142857142857143,0.17142857142857143,0.4857142857142857
HIGH_BREADTH_LOW_DISP,AGE_8_14,35,10,0.19999999999999996,0.8,0.6285714285714286,0.42857142857142855,1.0,1.0,1.0,0.7428571428571429,0.42857142857142855,0.9142857142857143,0.2571428571428571,0.5428571428571428
HIGH_BREADTH_LOW_DISP,AGE_8_14,35,14,0.19999999999999996,0.8,0.6571428571428571,0.42857142857142855,1.0,1.0,1.0,0.7714285714285715,0.42857142857142855,0.9142857142857143,0.2571428571428571,0.5714285714285714
HIGH_BREADTH_LOW_DISP,AGE_8_14,35,21,0.02857142857142858,0.9714285714285714,0.6571428571428571,0.42857142857142855,1.0,1.0,1.0,0.8,0.42857142857142855,0.9142857142857143,0.2857142857142857,0.8285714285714286
HIGH_BREADTH_LOW_DISP,AGE_8_14,35,30,0.0,1.0,0.6571428571428571,0.42857142857142855,1.0,1.0,1.0,0.8857142857142857,0.5714285714285714,0.9142857142857143,0.4857142857142857,0.9428571428571428
LOW_BREADTH_HIGH_DISP,AGE_1,66,1,0.5303030303030303,0.4696969696969697,0.24242424242424243,0.045454545454545456,1.0,0.4696969696969697,0.9242424242424242,0.10606060606060606,0.24242424242424243,0.045454545454545456,0.5303030303030303,0.18181818181818182
LOW_BREADTH_HIGH_DISP,AGE_1,66,2,0.31818181818181823,0.6818181818181818,0.30303030303030304,0.10606060606060606,1.0,0.6515151515151515,0.9545454545454546,0.16666666666666666,0.30303030303030304,0.09090909090909091,0.6060606060606061,0.3181818181818182
LOW_BREADTH_HIGH_DISP,AGE_1,66,3,0.24242424242424243,0.7575757575757576,0.36363636363636365,0.15151515151515152,1.0,0.7121212121212122,1.0,0.24242424242424243,0.3333333333333333,0.12121212121212122,0.6818181818181818,0.4090909090909091
LOW_BREADTH_HIGH_DISP,AGE_1,66,5,0.21212121212121215,0.7878787878787878,0.4393939393939394,0.18181818181818182,1.0,0.7878787878787878,1.0,0.42424242424242425,0.36363636363636365,0.15151515151515152,0.7121212121212122,0.45454545454545453
LOW_BREADTH_HIGH_DISP,AGE_1,66,7,0.18181818181818177,0.8181818181818182,0.5454545454545454,0.18181818181818182,1.0,0.8333333333333334,1.0,0.5303030303030303,0.36363636363636365,0.18181818181818182,0.7424242424242424,0.5454545454545454
LOW_BREADTH_HIGH_DISP,AGE_1,66,10,0.12121212121212122,0.8787878787878788,0.6060606060606061,0.22727272727272727,1.0,0.8939393939393939,1.0,0.5909090909090909,0.3939393939393939,0.21212121212121213,0.7878787878787878,0.6060606060606061
LOW_BREADTH_HIGH_DISP,AGE_1,66,14,0.0757575757575758,0.9242424242424242,0.6212121212121212,0.25757575757575757,1.0,0.9545454545454546,1.0,0.7424242424242424,0.42424242424242425,0.22727272727272727,0.803030303030303,0.6818181818181818
LOW_BREADTH_HIGH_DISP,AGE_1,66,21,0.030303030303030276,0.9696969696969697,0.696969696969697,0.3181818181818182,1.0,1.0,1.0,0.7878787878787878,0.4696969696969697,0.30303030303030304,0.803030303030303,0.7575757575757576
LOW_BREADTH_HIGH_DISP,AGE_1,66,30,0.0,1.0,0.803030303030303,0.4696969696969697,1.0,1.0,1.0,0.8181818181818182,0.5606060606060606,0.5,0.8181818181818182,0.8333333333333334
LOW_BREADTH_HIGH_DISP,AGE_2_3,56,1,0.6607142857142857,0.3392857142857143,0.19642857142857142,0.10714285714285714,1.0,0.4107142857142857,0.9107142857142857,0.08928571428571429,0.08928571428571429,0.03571428571428571,0.6607142857142857,0.21428571428571427
LOW_BREADTH_HIGH_DISP,AGE_2_3,56,2,0.5535714285714286,0.44642857142857145,0.26785714285714285,0.16071428571428573,1.0,0.5535714285714286,0.9642857142857143,0.23214285714285715,0.125,0.05357142857142857,0.75,0.30357142857142855
LOW_BREADTH_HIGH_DISP,AGE_2_3,56,3,0.5178571428571428,0.48214285714285715,0.2857142857142857,0.16071428571428573,1.0,0.625,0.9821428571428571,0.35714285714285715,0.16071428571428573,0.07142857142857142,0.7857142857142857,0.3392857142857143
LOW_BREADTH_HIGH_DISP,AGE_2_3,56,5,0.4464285714285714,0.5535714285714286,0.375,0.16071428571428573,1.0,0.7857142857142857,1.0,0.5714285714285714,0.17857142857142858,0.08928571428571429,0.8392857142857143,0.42857142857142855
LOW_BREADTH_HIGH_DISP,AGE_2_3,56,7,0.375,0.625,0.44642857142857145,0.21428571428571427,1.0,0.8214285714285714,1.0,0.5714285714285714,0.17857142857142858,0.125,0.8392857142857143,0.5178571428571429
LOW_BREADTH_HIGH_DISP,AGE_2_3,56,10,0.2678571428571429,0.7321428571428571,0.48214285714285715,0.23214285714285715,1.0,0.9285714285714286,1.0,0.6428571428571429,0.21428571428571427,0.16071428571428573,0.8392857142857143,0.625
LOW_BREADTH_HIGH_DISP,AGE_2_3,56,14,0.1607142857142857,0.8392857142857143,0.5535714285714286,0.30357142857142855,1.0,0.9821428571428571,1.0,0.8214285714285714,0.26785714285714285,0.17857142857142858,0.875,0.7142857142857143
LOW_BREADTH_HIGH_DISP,AGE_2_3,56,21,0.0535714285714286,0.9464285714285714,0.6607142857142857,0.35714285714285715,1.0,1.0,1.0,0.8392857142857143,0.39285714285714285,0.26785714285714285,0.8928571428571429,0.8035714285714286
LOW_BREADTH_HIGH_DISP,AGE_2_3,56,30,0.0,1.0,0.7678571428571429,0.44642857142857145,1.0,1.0,1.0,0.875,0.4642857142857143,0.48214285714285715,0.8928571428571429,0.8571428571428571
LOW_BREADTH_HIGH_DISP,AGE_4_7,58,1,0.9310344827586207,0.06896551724137931,0.06896551724137931,0.06896551724137931,1.0,0.3793103448275862,0.896551724137931,0.1724137931034483,0.0,0.0,0.9310344827586207,0.06896551724137931
LOW_BREADTH_HIGH_DISP,AGE_4_7,58,2,0.8620689655172413,0.13793103448275862,0.13793103448275862,0.08620689655172414,1.0,0.4482758620689655,0.9655172413793104,0.3103448275862069,0.0,0.017241379310344827,0.9482758620689655,0.1206896551724138
LOW_BREADTH_HIGH_DISP,AGE_4_7,58,3,0.7931034482758621,0.20689655172413793,0.1896551724137931,0.10344827586206896,1.0,0.5,0.9655172413793104,0.3448275862068966,0.0,0.034482758620689655,0.9482758620689655,0.1896551724137931
LOW_BREADTH_HIGH_DISP,AGE_4_7,58,5,0.6379310344827587,0.3620689655172414,0.27586206896551724,0.1724137931034483,1.0,0.6551724137931034,0.9827586206896551,0.39655172413793105,0.034482758620689655,0.06896551724137931,0.9482758620689655,0.3103448275862069
LOW_BREADTH_HIGH_DISP,AGE_4_7,58,7,0.5,0.5,0.27586206896551724,0.1896551724137931,1.0,0.8793103448275862,1.0,0.5172413793103449,0.08620689655172414,0.06896551724137931,0.9482758620689655,0.43103448275862066
LOW_BREADTH_HIGH_DISP,AGE_4_7,58,10,0.3448275862068966,0.6551724137931034,0.3275862068965517,0.2413793103448276,1.0,0.9482758620689655,1.0,0.6896551724137931,0.15517241379310345,0.10344827586206896,0.9482758620689655,0.5689655172413793
LOW_BREADTH_HIGH_DISP,AGE_4_7,58,14,0.22413793103448276,0.7758620689655172,0.5172413793103449,0.27586206896551724,1.0,1.0,1.0,0.7241379310344828,0.20689655172413793,0.15517241379310345,0.9655172413793104,0.6379310344827587
LOW_BREADTH_HIGH_DISP,AGE_4_7,58,21,0.0,1.0,0.6379310344827587,0.3448275862068966,1.0,1.0,1.0,0.7413793103448276,0.41379310344827586,0.3275862068965517,0.9827586206896551,0.8620689655172413
LOW_BREADTH_HIGH_DISP,AGE_4_7,58,30,0.0,1.0,0.7241379310344828,0.39655172413793105,1.0,1.0,1.0,0.8103448275862069,0.43103448275862066,0.46551724137931033,0.9827586206896551,0.8620689655172413
LOW_BREADTH_HIGH_DISP,AGE_8_14,62,1,0.8870967741935484,0.11290322580645161,0.0967741935483871,0.08064516129032258,1.0,0.5161290322580645,0.8548387096774194,0.06451612903225806,0.016129032258064516,0.016129032258064516,0.8870967741935484,0.08064516129032258
