prefix,n_branches,n_events,branch_entropy,dominant_share,top_branches
BREADTH_CONTRACTS,16,14230,3.9524256853449367,0.0747013352073085,TAIL_UP_ACTIVATES:1063;TAIL_DOWN_ACTIVATES:1063;DISPERSION_CONTRACTS:1058;DISPERSION_EXPANDS:1058;BREADTH_EXPANDS:1052
BREADTH_EXPANDS,16,13717,3.9589163185072502,0.07399577167019028,DISPERSION_EXPANDS:1015;TAIL_UP_ACTIVATES:1015;TAIL_DOWN_ACTIVATES:1015;DISPERSION_CONTRACTS:1011;BREADTH_CONTRACTS:1008
CONCENTRATION_REBUILDS,16,444,3.880901742987623,0.1036036036036036,STABLECOIN_ACTIVITY_UP:46;TAIL_UP_ACTIVATES:43;TAIL_DOWN_ACTIVATES:43;TVL_VELOCITY_UP:38;VOL_CONTRACTS:33
CONCENTRATION_RELEASES,16,385,3.7850391064404993,0.12987012987012986,STABLECOIN_ACTIVITY_UP:50;TVL_VELOCITY_UP:47;TAIL_UP_ACTIVATES:34;TAIL_DOWN_ACTIVATES:34;VOL_EXPANDS:31
