currency,breadth_count_mean,breadth_fraction_mean,weighted_breadth_mean
EUR,2.8719314497452526,0.7179828624363132,0.7179828624363132
GBP,3.3925428439092173,0.8481357109773043,0.8481357109773043
USD,3.5285433070866143,0.8821358267716536,0.8821358267716536
CHF,3.4143121815655397,0.8535780453913849,0.8535780453913849
JPY,3.4139069013432146,0.8534767253358037,0.8534767253358037
