currency,vol_4h_mean,vol_12h_mean,vol_24h_mean
EUR,0.0003354839137756193,0.0003607706005128662,0.0003724089459203117
GBP,0.0004078056026443205,0.00044253923836651575,0.0004595180964944503
USD,0.0005427764097472597,0.0006007912364698924,0.0006278793126053386
CHF,0.00037580383956023906,0.00040431066151872403,0.0004195298193240622
JPY,0.0005170563919543514,0.0005512907511535022,0.0005729018402357135
