entry_z,exit_target,model,n_trades,completion_rate_pct,timeout_rate_pct,stop_rate_pct,expectancy_pips,profit_factor,win_rate_pct,net_pips,avg_win_pips,avg_loss_pips,mfe_median_pips,mae_median_pips,realized_mfe_frac_median,hold_median_min,capital_hours,pips_per_capital_hour,max_dd_pips,break_even_mult,break_even_bound
2.5,1.0,TB-A,426,87.32394366197182,12.206572769953052,0.4694835680751174,2.1993462244631865,1.4996144312294115,64.31924882629107,936.9214916213175,10.263542265259439,-12.337428217498479,4.464841390366477,-15.46599790354368,0.9993675143813644,110.0,857.6666666666667,1.0924074912024688,-176.53103223676464,1.2156221788689399,1.22x
2.5,1.0,TB-B,426,87.32394366197182,12.206572769953052,0.4694835680751174,7.442658537479172,5.503521078434708,76.29107981220658,3170.5725369661272,11.921825668949108,-6.9705030241815145,6.514058593874605,-14.654609935934964,0.9993925921616982,110.0,857.6666666666667,3.6967421729103696,-59.011413900492244,1.7296724056352129,1.73x
2.5,1.0,TB-C-2.5%,426,87.32394366197182,12.206572769953052,0.4694835680751174,7.11968207218449,5.241491806500032,76.76056338028168,3032.9845627505924,11.46195571183659,-7.222979343636086,6.266226809839978,-14.713751875512175,0.9993847518271896,110.0,857.6666666666667,3.536320904878265,-58.14774436477046,1.698008046292597,1.70x
2.5,1.0,TB-C-5%,426,87.32394366197182,12.206572769953052,0.4694835680751174,6.803000924077338,4.972230523160802,76.52582159624414,2898.078393656946,11.127800730191124,-7.2958464438536,6.12242096708577,-14.661448913562332,0.9993864050301082,110.0,857.6666666666667,3.379026498628386,-57.420918180797344,1.666960874909543,1.67x
2.5,1.0,TB-C-10%,426,87.32394366197182,12.206572769953052,0.4694835680751174,6.156680715557792,4.263427991969841,72.53521126760563,2622.7459848276194,11.088751457200914,-6.869044576474043,5.915629239930359,-14.755475693687483,0.9994768155863278,110.0,857.6666666666667,3.0580015369152185,-55.967265812850655,1.6035961485840975,1.60x
2.5,0.75,TB-A,415,81.44578313253012,18.072289156626507,0.48192771084337355,4.0419206229965905,1.9688745853741467,69.39759036144578,1677.3970585435852,11.835698087254347,-13.632157406186348,6.229046480771878,-16.12800141392462,0.9992654798476361,135.0,987.4166666666667,1.6987732890980691,-157.80858085963973,1.396266727744764,1.40x
2.5,0.75,TB-B,415,81.44578313253012,18.072289156626507,0.48192771084337355,10.428222962095894,7.817257963616823,82.65060240963855,4327.7125292697965,14.468016667970018,-8.816905386721103,9.07081789016745,-15.279173697755123,0.9992492123711233,135.0,987.4166666666667,4.382863562430378,-35.42934684982856,2.02237480020548,2.02x
2.5,0.75,TB-C-2.5%,415,81.44578313253012,18.072289156626507,0.48192771084337355,10.018044633772812,7.424805004034822,82.40963855421687,4157.488523015717,14.04850318119368,-8.864377602089338,8.930511201739815,-15.315210599956387,0.9992562220143484,135.0,987.4166666666667,4.210470273963085,-36.73910760322178,1.982161238605178,1.98x
2.5,0.75,TB-C-5%,415,81.44578313253012,18.072289156626507,0.48192771084337355,9.61540869902535,7.028805133206524,81.92771084337349,3990.39461009552,13.68318455620418,-8.825175186852015,8.684048466897949,-15.413101867918623,0.9993284808734932,135.0,987.4166666666667,4.0412469677733345,-39.86452005414202,1.9426871273554267,1.94x
2.5,0.75,TB-C-10%,415,81.44578313253012,18.072289156626507,0.48192771084337355,8.798554285034198,6.139545017437647,80.72289156626506,3651.400028289192,13.020453810886973,-8.880649979474303,8.36407597125378,-15.578670509130593,0.9993627325130765,135.0,987.4166666666667,3.6979323436129885,-46.97947642270026,1.8626033612778625,1.86x
2.5,0.5,TB-A,410,76.58536585365854,22.926829268292686,0.4878048780487805,5.528189284263945,2.3137659822751635,70.97560975609755,2266.5576065482173,13.717507041735802,-14.497789433587403,8.649080625432351,-16.67972192156795,0.99904378672118,160.0,1113.1666666666667,2.036134996150517,-143.16441498740642,1.5419793415945044,1.54x
2.5,0.5,TB-B,410,76.58536585365854,22.926829268292686,0.4878048780487805,13.048309508787142,9.541601795214687,84.6341463414634,5349.806898602728,17.2222781318979,-9.941644653426106,12.101455585681023,-15.470294173757473,0.9991449351173394,160.0,1113.1666666666667,4.805935228569601,-35.42934684982811,2.2792460302732493,2.28x
2.5,0.5,TB-C-2.5%,410,76.58536585365854,22.926829268292686,0.4878048780487805,12.545484459457835,8.945884608422489,84.39024390243902,5143.648628377712,16.736946690182343,-10.114608225396527,11.689931864207233,-15.446411516751098,0.999170124283385,160.0,1113.1666666666667,4.620735405040615,-36.73910760322178,2.229949456809592,2.23x
2.5,0.5,TB-C-5%,410,76.58536585365854,22.926829268292686,0.4878048780487805,12.04862727648114,8.389576569047362,84.14634146341463,4939.937183357268,16.256341720013324,-10.28462630842045,11.588704727983096,-15.569614508053627,0.999189847915322,160.0,1113.1666666666667,4.437733657754695,-39.86452005414196,2.1812379682824647,2.18x
2.5,0.5,TB-C-10%,410,76.58536585365854,22.926829268292686,0.4878048780487805,11.034907220464566,7.213880390908999,83.17073170731707,4524.311960390472,15.40296085245018,-10.552140439058528,10.589297656892995,-15.817291942360075,0.9991992880049663,160.0,1113.1666666666667,4.064361695215276,-46.97947642270026,2.081853649065154,2.08x
2.5,0.25,TB-A,406,70.6896551724138,28.817733990147783,0.49261083743842365,7.0864865385787335,2.557227010900232,72.41379310344827,2877.113534662966,16.070412500878092,-16.49631911245708,10.273771765882671,-17.461251392775615,0.9989909331277915,185.0,1253.3333333333335,2.295569309571515,-132.96268678784645,1.6947535822136015,1.69x
2.5,0.25,TB-B,406,70.6896551724138,28.817733990147783,0.49261083743842365,15.54820481109778,11.574531315206537,85.4679802955665,6312.571153305698,19.91219323632916,-10.117964401703722,15.010372594453697,-15.536173115052764,0.9989477656498857,185.0,1253.3333333333335,5.036625920190716,-35.42934684982811,2.524333805009586,2.52x
2.5,0.25,TB-C-2.5%,406,70.6896551724138,28.817733990147783,0.49261083743842365,14.987101247032612,10.671358543285738,84.97536945812809,6084.7631062952405,19.460626054807438,-10.313981682185675,14.606543653996841,-15.538806914386447,0.9990017413557937,185.0,1253.3333333333335,4.854864180554713,-36.73910760322178,2.469323651669864,2.47x
2.5,0.25,TB-C-5%,406,70.6896551724138,28.817733990147783,0.49261083743842365,14.427891759535214,9.846545255508715,84.72906403940887,5857.724054371297,18.953117030750942,-10.67980974527464,14.34763218042857,-15.608839013144264,0.9990400219055945,185.0,1253.3333333333335,4.673716000828162,-39.86452005414196,2.4144991921112955,2.41x
2.5,0.25,TB-C-10%,406,70.6896551724138,28.817733990147783,0.49261083743842365,13.303685316213349,8.199814500495574,83.2512315270936,5401.29623838262,18.199691122759365,-11.03234354573596,13.17189810321596,-16.028335991368856,0.9990538650523711,185.0,1253.3333333333335,4.309544871049962,-46.97947642270026,2.304282874138564,2.30x
2.5,0.0,TB-A,405,65.92592592592592,33.58024691358025,0.49382716049382713,8.740298448073808,2.8734227340195813,70.61728395061728,3539.820871469892,18.983618163097756,-15.878100194756865,11.861357445223614,-17.600799048012,0.9988764173211946,200.0,1375.75,2.573011718313569,-132.96268678784645,1.8568920047131185,1.86x
2.5,0.0,TB-B,405,65.92592592592592,33.58024691358025,0.49382716049382713,17.861715162922984,12.415090240310063,85.92592592592592,7233.9946409838085,22.608381359608927,-11.117931090528042,17.69600923378128,-15.682475508679317,0.998818775046779,200.0,1375.75,5.258218892228827,-35.42934684982811,2.751148545384606,2.75x
