entry_time,direction,entry_abs_z,max_abs_z,further_ext,time_to_max_ext_min,duration_min,result,path_class,pnl_tba,pnl_tbb,pnl_tbc5,vol_tercile,session_third,reached_2.75,reached_3,reached_3.25,reached_3.5,reached_4,reached_4.5,reached_5,reached_6,TB-A_mfe,TB-A_mae,TB-B_mfe,TB-B_mae,TB-C-5%_mfe,TB-C-5%_mae
2022-09-14 15:20:00,SHORT,2.749357364525676,1.9251158211275843,0.0,20,100.0,TIMEOUT,IMMEDIATE_PERSISTED,2.2009029531118536,6.182414525407065,5.77214493759552,NA,late,False,False,False,False,False,False,False,False,7.078332716195366,-10.2,12.546029281417763,-10.2,11.853147504574984,-10.2
2022-09-19 12:50:00,SHORT,2.5352587065069194,3.6073227522138227,1.0720640457069033,40,250.0,TIMEOUT,DEEP_FAILED,-15.01290990209814,16.89844128408812,11.772405594872307,NA,mid,True,True,True,True,False,False,False,False,-4.713914903015155,-43.446816123704934,19.33915449757099,-31.33358139400671,14.576564318044795,-33.455259891328296
2022-09-20 10:45:00,SHORT,2.599212361132095,2.4084048088415093,0.0,5,115.0,TP_HIT,IMMEDIATE_CONVERGENCE,30.404489633756857,50.612970098661776,48.16203234820672,NA,early,False,False,False,False,False,False,False,False,30.354436910658134,-10.2,50.527013341234635,-10.2,48.08060964656724,-10.2
2022-09-21 09:55:00,SHORT,2.722143896846763,3.5181799292359717,0.7960360323892086,60,190.0,TP_HIT,SHALLOW_CONVERGED,22.5448165075984,7.670368515478014,9.14302760481938,NA,early,True,True,True,True,False,False,False,False,22.569210738508733,-28.34503918586912,7.687762238266366,-20.737429901851023,9.161122867321172,-21.459656673069556
2022-09-22 15:55:00,SHORT,2.760818903449817,2.0416090506111266,0.0,60,65.0,TIMEOUT,IMMEDIATE_PERSISTED,-8.73859704480451,-1.87621166028773,-2.484151060691615,NA,late,False,False,False,False,False,False,False,False,-1.6796966433308764,-10.57780522955293,12.010545890368562,-10.2,10.785146859254525,-10.2
2022-09-23 13:00:00,LONG,2.7883883381878922,2.6577400152640873,0.0,25,120.0,TP_HIT,IMMEDIATE_CONVERGENCE,37.03352816126065,21.77297005868818,22.430876221466708,NA,mid,False,False,False,False,False,False,False,False,39.900024382853886,-10.2,21.79125133551042,-14.411334625023514,22.445167322980122,-13.633369551661495
2022-09-26 15:00:00,SHORT,3.2463310067472313,3.722800208670917,0.4764692019236856,25,120.0,TIMEOUT,SHALLOW_FAILED,-38.673151715642774,-9.657595045306572,-11.986156061341656,NA,late,True,True,True,True,False,False,False,False,-10.2,-46.592552969411415,21.60332453686459,-29.80882596157386,17.885050060098813,-31.152243798669364
2022-10-06 08:55:00,SHORT,2.5463586641058678,2.746632344053437,0.20027367994756906,10,355.0,TP_HIT,SHALLOW_CONVERGED,67.06865744182339,81.51612899760705,76.15438201694826,NA,early,False,False,False,False,False,False,False,False,66.81985521430103,-21.589687417068426,84.45204105436578,-25.6517884271967,76.73839114655686,-24.459015389006417
2022-10-07 15:25:00,SHORT,5.791077043333814,0.37683134850613015,0.0,5,5.0,TP_HIT,IMMEDIATE_CONVERGENCE,52.85112231975904,97.09978303256035,91.83562712260829,NA,late,False,False,False,False,False,False,False,False,52.794571380865705,-10.2,96.97098143181873,-10.2,91.71346673413497,-10.2
2022-10-11 09:05:00,LONG,2.8147290677535013,3.375091347063972,0.5603622793104708,125,235.0,TP_HIT,SHALLOW_CONVERGED,33.485683287713485,44.54961663101899,42.53908144054982,NA,early,True,True,True,False,False,False,False,False,33.47208324107589,-38.76933946104651,44.53381321661318,-30.576894296162113,42.523711190529625,-32.02682843142512
2022-10-11 13:55:00,SHORT,2.9793273382247145,3.204659697277242,0.22533235905252758,25,185.0,TIMEOUT,SHALLOW_FAILED,40.6157633724285,38.40794483395047,38.731304539841275,NA,mid,True,True,False,False,False,False,False,False,47.681404911631645,-16.08402386243462,38.41677336407977,-29.78305300606782,38.742020700987766,-28.113871942264105
2022-10-13 15:55:00,LONG,2.656954875697612,2.1196561936735163,0.0,10,65.0,TIMEOUT,IMMEDIATE_PERSISTED,-4.353261398718098,22.495743854984166,19.65197065082275,NA,late,False,False,False,False,False,False,False,False,13.673404241652197,-10.2,30.73056380185678,-10.2,28.780796588225737,-10.2
2022-10-17 14:55:00,SHORT,2.500069596819932,3.02539209673413,0.5253224999141981,70,125.0,TIMEOUT,SHALLOW_FAILED,-13.503604857594597,-24.202826991556208,-23.140654428873095,NA,late,True,True,False,False,False,False,False,False,-3.4005901874320354,-24.596090929269643,1.1923710130921954,-25.033865764371477,0.9388066250018348,-24.951603163507293
2022-10-18 09:15:00,SHORT,2.5303318470731475,2.9098660735849524,0.3795342265118049,10,210.0,TP_HIT,SHALLOW_CONVERGED,57.79414977831432,58.664743479774415,58.17910260568185,NA,early,True,False,False,False,False,False,False,False,57.85864555712105,-19.40952407023832,58.73069596273626,-23.35816481033173,58.24432874615478,-22.786422287492105
2022-10-19 08:15:00,LONG,3.0841769860454082,2.3996007099663186,0.0,110,155.0,TP_HIT,IMMEDIATE_CONVERGENCE,16.522330602536496,14.92775689360171,16.824821666423002,NA,early,False,False,False,False,False,False,False,False,16.482198301534698,-10.71479795199537,14.901455954425671,-14.652450304128532,16.795304822580075,-12.680429438250954
2022-10-19 12:10:00,SHORT,2.8194728089599,4.135071815894583,1.3155990069346828,5,80.0,TP_HIT,DEEP_CONVERGED,31.122904693267575,19.611466254246466,20.70069702844876,NA,mid,True,True,True,True,True,False,False,False,31.150948032074826,-20.03418593593414,19.62585573233717,-29.81886151040221,20.716376055235212,-28.546414308970437
2022-10-19 14:30:00,LONG,2.8914773962486136,2.5381762081113424,0.0,25,150.0,TIMEOUT,IMMEDIATE_PERSISTED,3.3779205138298067,0.9481477636629556,1.306996287091426,NA,late,False,False,False,False,False,False,False,False,3.9521651093898633,-10.219809038711741,3.7091305900446816,-18.066778328345436,3.670379791997293,-16.577149292642186
2022-10-20 11:20:00,LONG,2.529336950979883,2.1361702895524055,0.0,5,135.0,TP_HIT,IMMEDIATE_CONVERGENCE,29.4944773695478,28.60200187697482,27.44806417434098,NA,mid,False,False,False,False,False,False,False,False,29.551128050446867,-10.2,28.71871973672592,-10.91608763167174,27.553913846766573,-10.243564258747348
2022-10-21 15:10:00,LONG,3.3492993064210137,4.150267538315413,0.8009682318943994,5,45.0,TP_HIT,SHALLOW_CONVERGED,20.834935274935386,22.092973857771806,22.13058614298915,NA,late,True,True,True,True,True,False,False,False,20.838760477091398,-20.078519929644493,22.1033263823082,-21.71425315735361,22.139274439625414,-21.188543575214727
2022-10-24 09:10:00,SHORT,2.931292932195097,3.492927700813534,0.5616347686184371,105,255.0,TP_HIT,SHALLOW_CONVERGED,10.27887445741225,45.66079807170479,40.91086621801827,NA,early,True,True,True,False,False,False,False,False,10.186786567553373,-66.15576524694391,45.49706762705817,-44.08094193393235,40.756701472618374,-46.6568398840046
2022-10-25 08:00:00,SHORT,2.9654325342630146,3.6255482927244853,0.6601157584614707,30,200.0,TP_HIT,SHALLOW_CONVERGED,28.115896554795814,41.369309706116,39.348969712370874,NA,early,True,True,True,True,False,False,False,False,28.075189918402042,-34.994119516754544,41.30467585972569,-28.153516541385518,39.2879280268007,-29.061750875313965
2022-10-26 09:05:00,SHORT,3.174942563865266,3.2181290124919566,0.04318644862669041,15,95.0,TP_HIT,IMMEDIATE_CONVERGENCE,23.924705773098363,30.98919119109763,30.007743547238984,NA,early,True,True,False,False,False,False,False,False,23.895453729430084,-13.991491723060857,30.937099874203053,-12.333603980170976,29.958981157450186,-12.597923241724335
2022-10-26 11:20:00,LONG,2.597611583355494,3.0953228129613515,0.4977112296058577,120,340.0,TIMEOUT,SHALLOW_FAILED,-31.618850902593284,-0.16053786270909498,-3.208346795915233,NA,mid,True,True,False,False,False,False,False,False,-0.9740519794877436,-46.76315770922275,4.486855140982355,-36.18559185006494,1.2059784705920258,-37.09820271468967
2022-10-27 09:10:00,SHORT,2.6109119172071384,2.493368692198467,0.0,105,205.0,TP_HIT,IMMEDIATE_CONVERGENCE,38.73628507797996,33.426243550072144,33.99102014007006,NA,early,False,False,False,False,False,False,False,False,38.73026409308204,-17.442174592487596,33.384739593412746,-26.99766523645524,33.95584232429475,-25.64825964526291
2022-11-02 08:40:00,LONG,2.5867294875856057,2.798049498316842,0.21132001073123607,5,130.0,TP_HIT,SHALLOW_CONVERGED,26.92475773990073,33.204720941476296,30.987339406360814,NA,early,True,False,False,False,False,False,False,False,26.963858573478216,-13.128696309988243,33.25143159314598,-11.618531711999555,31.031424580050153,-12.146567923555148
2022-11-03 14:40:00,LONG,3.0857138923773597,3.96006911988628,0.8743552275089201,10,140.0,TIMEOUT,SHALLOW_FAILED,-13.53900137006855,5.0197438990569765,1.175917309713597,NA,late,True,True,True,True,False,False,False,False,-10.2,-33.67362292396399,5.183628072719637,-25.481607170112866,1.3192959281863086,-25.79077241166134
2022-11-04 10:20:00,SHORT,2.6563641229127226,3.2847188782758043,0.6283547553630817,65,65.0,TP_HIT,SHALLOW_CONVERGED,56.25252301615305,37.979580480809815,41.67337650051192,NA,early,True,True,True,False,False,False,False,False,56.37317630444447,-10.2,38.062231750292355,-10.2,41.76270771979624,-10.2
2022-11-04 11:40:00,SHORT,2.7250706852735718,5.250212653573047,2.525141968299475,20,135.0,TP_HIT,DEEP_CONVERGED,20.52352715235263,18.624789381041435,18.748043521085272,NA,mid,True,True,True,True,True,True,True,False,20.605275974721696,-43.23733983891371,18.710933154272094,-43.483536109438106,18.831672822590225,-43.34395400734188
2022-11-04 15:55:00,LONG,2.6364948172950657,2.946689328859368,0.3101945115643021,5,65.0,TIMEOUT,SHALLOW_FAILED,-7.401141771877031,-1.6439664792349475,-2.125742912803629,NA,late,True,False,False,False,False,False,False,False,-3.0347784253229966,-14.702853932454637,-1.643559204062539,-18.826576526554724,-2.1253649902826055,-18.491579947867713
2022-11-09 08:05:00,SHORT,2.510437746391711,2.24095207053913,0.0,60,145.0,TP_HIT,IMMEDIATE_CONVERGENCE,25.474140235459583,23.787623932632012,24.043798227128196,NA,early,False,False,False,False,False,False,False,False,25.47723770274825,-10.2,23.786861438274453,-12.181948053971507,24.044370790153568,-11.979479000141723
2022-11-09 12:45:00,LONG,2.7578116679209606,3.935376374590595,1.1775647066696346,85,255.0,TIMEOUT,DEEP_FAILED,-51.20982792846608,-20.60452545630723,-24.066589929942232,MED,mid,True,True,True,True,False,False,False,False,-10.2,-60.75487314334353,-4.274593364751853,-36.619693490168956,-5.799473138807426,-39.0025394283049
2022-11-10 09:50:00,SHORT,2.5345591430745924,2.684491527740259,0.1499323846656666,5,95.0,TP_HIT,SHALLOW_CONVERGED,25.90564997099874,18.020174281583873,19.069768401476292,LOW,early,False,False,False,False,False,False,False,False,25.92235268936057,-11.838466535660089,25.260957127655058,-12.478485664214475,23.55218935576254,-12.335591805774886
2022-11-10 11:30:00,SHORT,3.284204005452666,3.832648218939395,0.5484442134867287,110,315.0,TP_HIT,SHALLOW_CONVERGED,8.50464072281041,28.104819555231888,24.278422658093692,HIGH,mid,True,True,True,True,False,False,False,False,9.31494245461515,-39.05466030120395,28.0146088151749,-26.880918604409214,24.19392220075304,-28.98653953987368
2022-11-11 10:55:00,LONG,3.0186041518890403,4.033175100140482,1.0145709482514413,150,365.0,TIMEOUT,DEEP_FAILED,-92.2602666942107,-32.68347553708496,-39.864520054142005,MED,early,True,True,True,True,True,False,False,False,6.672907045146815,-101.10760097463414,2.9795040281652234,-84.89318542453512,3.3633642570626296,-86.88541754334304
2022-11-15 08:10:00,SHORT,2.609458144898068,2.3944959127655,0.0,5,120.0,TP_HIT,IMMEDIATE_CONVERGENCE,37.07207191989393,31.010069808054585,32.46640467555011,MED,early,False,False,False,False,False,False,False,False,37.13303432694592,-10.2,31.067550054282865,-10.2,32.524465672273294,-10.2
2022-11-16 14:45:00,LONG,2.5899826586939976,2.365381795770232,0.0,5,135.0,TIMEOUT,IMMEDIATE_PERSISTED,2.3059131992594697,18.32071169262493,15.683746328199696,LOW,late,False,False,False,False,False,False,False,False,10.786882282679382,-10.335002260576958,21.089034146393683,-10.2,19.44951272608621,-10.2
2022-11-18 15:55:00,SHORT,2.8009895181222224,4.956940926683235,2.155951408561013,50,65.0,TIMEOUT,DEEP_FAILED,-15.275321115637228,-16.920972932891733,-17.521505488450437,LOW,late,True,True,True,True,True,True,False,False,-9.453462081275191,-37.48261332338471,-4.811923652981269,-42.94977328781869,-5.399900155156068,-42.94343400910576
2022-11-24 08:00:00,LONG,2.627235111269925,2.8420588188312363,0.2148237075613113,15,240.0,TP_HIT,SHALLOW_CONVERGED,27.424343804005265,31.348705351152294,31.297058382374093,LOW,early,True,False,False,False,False,False,False,False,27.385729507349428,-17.756069323969662,31.2992078281691,-21.172536649397454,31.248781314580892,-19.947097545624853
2022-11-28 11:40:00,SHORT,2.612060637867935,2.7055578472408515,0.0934972093729165,5,320.0,TIMEOUT,IMMEDIATE_PERSISTED,-3.773728088541283,27.265631919153517,24.2951948907856,MED,mid,False,False,False,False,False,False,False,False,9.610373073204673,-30.048897022251527,27.339729995046998,-12.690724588193413,24.400614588832465,-14.602403431549192
2022-11-29 11:45:00,SHORT,2.828248111135639,2.463301884781856,0.0,5,130.0,TP_HIT,IMMEDIATE_CONVERGENCE,28.783476327784296,24.53740252003369,25.365554583064988,MED,mid,False,False,False,False,False,False,False,False,28.814777443101146,-13.054376501532259,24.567980304911362,-10.2,25.396445959517973,-10.2
2022-11-30 08:00:00,SHORT,2.539880795670585,2.3992225384720953,0.0,5,285.0,TP_HIT,IMMEDIATE_CONVERGENCE,28.40288556532018,32.1906785728397,31.26317360427795,MED,early,False,False,False,False,False,False,False,False,30.82838442965868,-10.598533559999263,34.784077861868184,-10.2,33.994218928010156,-10.2
2022-12-01 08:00:00,LONG,3.146521061608402,3.608054995067905,0.4615339334595032,30,330.0,TP_HIT,SHALLOW_CONVERGED,32.42089220753114,66.65095229921039,60.84992519620269,MED,early,True,True,True,True,False,False,False,False,31.997925550390708,-45.66831773370522,66.1365890926267,-45.95019601043529,60.34947331919875,-45.98681918540528
2022-12-05 12:20:00,SHORT,2.6685146384918443,3.2275195557894056,0.5590049172975613,10,195.0,TP_HIT,SHALLOW_CONVERGED,28.331404582611075,8.500100717325612,11.921137417091046,HIGH,mid,True,True,False,False,False,False,False,False,28.421080254496847,-26.052805707384792,8.567525396358114,-33.26443163641393,11.99308451390932,-32.033423454620774
