entry_time,direction,entry_abs_z,max_abs_z,further_ext,time_to_max_ext_min,duration_min,result,path_class,pnl_tba,pnl_tbb,pnl_tbc5,vol_tercile,session_third,reached_2.75,reached_3,reached_3.25,reached_3.5,reached_4,reached_4.5,reached_5,reached_6,TB-A_mfe,TB-A_mae,TB-B_mfe,TB-B_mae,TB-C-5%_mfe,TB-C-5%_mae
2022-12-07 14:55:00,SHORT,2.868231700956247,2.8730114432381693,0.004779742281922239,60,125.0,TIMEOUT,IMMEDIATE_PERSISTED,-17.40391894614933,12.444661737671783,10.48050752186635,LOW,late,True,False,False,False,False,False,False,False,9.221196159367434,-23.105149018960322,20.300226702612623,-14.837647771324466,18.431656235688912,-15.206334340260518
2022-12-13 11:10:00,SHORT,2.525218714584394,3.82041173674645,1.295193022162056,5,30.0,TP_HIT,DEEP_CONVERGED,17.361000561161642,12.868145552587468,16.8677767161597,HIGH,mid,True,True,True,True,False,False,False,False,17.35342521953955,-21.308872409259326,12.863025067438485,-22.053938382745905,16.86058462473401,-21.428996176121256
2022-12-15 12:05:00,LONG,2.5844931284315975,3.1397653576966182,0.5552722292650207,20,290.0,TP_HIT,SHALLOW_CONVERGED,36.0335172952077,60.55827576639793,56.55812340418137,MED,mid,True,True,False,False,False,False,False,False,36.072086881602445,-28.571077900229756,60.614642594737134,-30.287141617491024,56.61087355911867,-28.815673238434
2022-12-16 11:05:00,LONG,2.562932979837065,2.210666573864776,0.0,5,350.0,TP_HIT,IMMEDIATE_CONVERGENCE,-1.7163507751069247,42.826938286774364,39.63902434526159,LOW,mid,False,False,False,False,False,False,False,False,24.740819469758147,-28.387820635546984,43.572471436488,-10.2,39.500286679507155,-10.2
2022-12-21 13:15:00,SHORT,2.5128849886918965,2.8647548320038196,0.35186984331192317,5,50.0,TP_HIT,SHALLOW_CONVERGED,35.76894390288403,32.26505272609768,32.720960079283685,MED,mid,True,False,False,False,False,False,False,False,35.80246032720916,-13.928688519104844,32.29509337798012,-18.424238061555652,32.75144032787142,-17.788141351960846
2022-12-22 13:15:00,LONG,2.6063940877894707,3.073868044978254,0.4674739571887834,65,225.0,TIMEOUT,SHALLOW_FAILED,-14.6133784732057,0.5867379646313502,-0.27343835864310684,LOW,mid,True,True,False,False,False,False,False,False,3.3460764316289495,-42.75178564496008,5.595111789889481,-36.614896286924136,6.022849795937027,-36.12788995141847
2022-12-27 08:00:00,LONG,2.8681840408136483,3.1997492457633885,0.3315652049497402,10,155.0,TP_HIT,SHALLOW_CONVERGED,54.642135349355115,41.65229643857772,43.648616958053694,MED,early,True,True,False,False,False,False,False,False,54.59225321092637,-21.576074398274997,41.62872854689036,-20.37058530877175,43.61305223060472,-20.907054058886708
2022-12-30 11:10:00,LONG,2.5797677661394376,3.099386324159629,0.5196185580201913,30,145.0,TP_HIT,SHALLOW_CONVERGED,60.24173840940195,32.37452439278424,35.201180173562264,LOW,mid,True,True,False,False,False,False,False,False,60.13819807638998,-36.701481210808794,32.321552385130346,-27.95776876055166,35.14319142797332,-28.952945939251542
2023-01-06 11:40:00,LONG,3.4713955267526875,3.1487545867814624,0.0,95,210.0,TP_HIT,IMMEDIATE_CONVERGENCE,39.604250144867336,44.49840987501483,43.105280564410634,HIGH,mid,True,True,False,False,False,False,False,False,39.602589639993184,-19.672685759986464,44.499540914970936,-19.9925818778224,43.10559664906391,-19.919285026231304
2023-01-09 12:05:00,SHORT,2.9616190547835277,3.943801090435522,0.9821820356519941,15,275.0,TP_HIT,SHALLOW_CONVERGED,13.167907902013035,22.842661060742703,21.268954347745403,MED,mid,True,True,True,True,False,False,False,False,13.150285344005617,-23.48435871860815,22.81599753730033,-28.104764692710308,21.243759152183983,-26.35934516623425
2023-01-10 12:10:00,SHORT,2.537288456492562,2.554611440437585,0.017322983945022852,45,290.0,TIMEOUT,IMMEDIATE_PERSISTED,-16.97931350942877,-13.408402784172594,-14.029705489706782,HIGH,mid,False,False,False,False,False,False,False,False,-3.856425876380116,-26.111836831721973,6.7875094873383475,-22.170390509450442,4.07793749791119,-22.65813242863598
2023-01-12 10:30:00,SHORT,2.5959749813133866,2.855715338902781,0.2597403575893944,90,285.0,TP_HIT,SHALLOW_CONVERGED,26.282512644889334,23.53741489256402,23.621290903674865,HIGH,early,True,False,False,False,False,False,False,False,26.35580697839084,-15.284040589912182,26.349322943054556,-15.523104026720882,24.540820567797414,-15.109072074044521
2023-01-12 15:25:00,SHORT,4.862423167175353,2.019289228519046,0.0,5,5.0,TP_HIT,IMMEDIATE_CONVERGENCE,40.85480767000483,95.86704836925122,90.5881002971656,HIGH,late,False,False,False,False,False,False,False,False,40.78357202237176,-10.2,95.69700234209832,-10.2,90.4272604080753,-10.2
2023-01-20 08:55:00,LONG,2.721336197893215,2.076462547139913,0.0,25,75.0,TP_HIT,IMMEDIATE_CONVERGENCE,16.182850164848556,16.022225602238823,14.85333260524585,LOW,early,False,False,False,False,False,False,False,False,16.220354434500557,-10.2,16.070454382621968,-10.2,14.89808453820013,-10.2
2023-01-20 12:50:00,LONG,2.786341526311455,2.933747458823655,0.1474059325121999,5,250.0,TIMEOUT,SHALLOW_FAILED,-3.4168164999107073,5.927392029678288,4.602280901403887,LOW,mid,True,False,False,False,False,False,False,False,5.37952736540705,-21.090530693439412,12.834718875047805,-14.781793876521423,11.760392221340027,-15.657119519311866
2023-01-23 13:15:00,SHORT,2.6864949160891523,3.2796531179188197,0.5931582018296675,5,195.0,TP_HIT,SHALLOW_CONVERGED,26.67602576921981,26.7083099609041,25.258507966885578,HIGH,mid,True,True,True,False,False,False,False,False,26.586466963965375,-21.659911855417104,26.598328148585626,-22.786945989038042,25.155914885291917,-22.271888669782797
2023-01-26 08:45:00,SHORT,2.6887535938735345,2.8185636514180423,0.1298100575445078,10,35.0,TP_HIT,SHALLOW_CONVERGED,17.675651388220174,11.350513750033766,12.268613183460783,LOW,early,True,False,False,False,False,False,False,False,17.68749904674997,-12.144215577510444,11.354491126548503,-12.751587045339928,12.27390528093477,-12.709326080862821
2023-01-26 10:30:00,SHORT,2.9267900534024314,2.428125363273089,0.0,30,50.0,TP_HIT,IMMEDIATE_CONVERGENCE,16.03908769727266,12.801465823370098,13.291984072916634,HIGH,early,False,False,False,False,False,False,False,False,16.050477421785452,-10.2,12.810740033009534,-10.2,13.301573345912093,-10.2
2023-01-26 13:05:00,LONG,3.2042285230323353,2.930248107418849,0.0,15,215.0,TP_HIT,IMMEDIATE_CONVERGENCE,16.80199475540729,22.203507572126288,21.383190098743317,LOW,mid,True,False,False,False,False,False,False,False,16.805346528768467,-10.2,22.211408668153037,-12.905830834103922,21.390403470742875,-11.91735999341752
2023-01-27 08:50:00,SHORT,3.303211423451388,3.29175557921431,0.0,30,240.0,TP_HIT,IMMEDIATE_CONVERGENCE,16.613386145527965,17.689253259269858,17.45916246660933,LOW,early,True,True,True,False,False,False,False,False,16.62062709140241,-17.480328193063635,17.69600923378128,-16.090569113244058,17.46599301076215,-16.291363645668042
2023-01-30 12:00:00,SHORT,2.561163029634813,2.7233942239506463,0.16223119431583344,20,300.0,TIMEOUT,SHALLOW_FAILED,7.345200483598546,10.84648150933377,10.550818242605907,MED,mid,False,False,False,False,False,False,False,False,7.913432338432372,-13.898362985346036,20.759978446120495,-15.417484320794067,19.08535251916076,-15.208674728221105
2023-01-31 13:25:00,SHORT,2.9445990533352173,3.5780975800432597,0.6334985267080424,75,215.0,TIMEOUT,SHALLOW_FAILED,-12.510566761862744,-6.59077605071848,-7.434699735816036,HIGH,mid,True,True,True,True,False,False,False,False,-1.9485280879011846,-29.657515521588945,0.42638399058284016,-23.670266143841427,-0.8407039894197901,-25.325832137595086
2023-02-03 12:10:00,SHORT,2.94690144102717,3.5077024509199064,0.5608010098927365,20,290.0,TIMEOUT,SHALLOW_FAILED,-26.425012298183873,-6.95289878309659,-10.92165030311632,HIGH,mid,True,True,True,True,False,False,False,False,-1.9795333726241964,-65.46453727451063,17.42127325830435,-64.47484287005257,12.925465803045046,-64.44399793486396
2023-02-08 08:50:00,LONG,2.6018832988679996,2.7166745930719554,0.11479129420395573,5,490.0,TIMEOUT,SHALLOW_FAILED,-27.979703098191184,-9.157076043882576,-12.523836654298616,LOW,early,False,False,False,False,False,False,False,False,15.547072960926396,-28.148462639863432,18.677857702582006,-12.403225112996935,17.61024656303948,-14.785703794361234
2023-02-09 09:25:00,SHORT,2.5669229542997973,2.557228290636505,0.0,5,275.0,TP_HIT,IMMEDIATE_CONVERGENCE,15.795578259602056,15.204520929656471,14.717911701923551,LOW,early,False,False,False,False,False,False,False,False,15.776111442922808,-13.712973191109683,15.169275698354319,-11.15189290864168,14.68546576515407,-10.555978578800259
2023-02-20 09:50:00,LONG,2.6162942740153294,2.6318548989657224,0.01556062495039301,115,430.0,TIMEOUT,IMMEDIATE_PERSISTED,-0.8734826096460004,15.309571613915281,13.885458024303976,LOW,early,False,False,False,False,False,False,False,False,14.549573990787337,-25.34141658526202,26.87337989166637,-35.05478518301855,25.44239889207626,-32.72934800647408
2023-02-21 08:40:00,LONG,3.3223937033745012,3.660563951048441,0.3381702476739399,20,185.0,TP_HIT,SHALLOW_CONVERGED,43.529369006994784,49.7317343100014,48.2134542246947,MED,early,True,True,True,True,False,False,False,False,43.370285252357306,-27.079142327281698,49.542809098009,-28.431116191491316,48.03172034124553,-27.4970821273093
2023-02-23 15:25:00,LONG,2.5389209749099817,2.428311449785027,0.0,25,95.0,TIMEOUT,IMMEDIATE_PERSISTED,7.047845982624462,13.210005651567737,12.395040758002757,LOW,late,False,False,False,False,False,False,False,False,8.777363477573612,-15.085538786790092,18.66221022646229,-10.2,17.55429153524091,-10.318874906043579
2023-02-24 09:20:00,SHORT,3.2933165821895223,1.7962680472073087,0.0,30,60.0,TP_HIT,IMMEDIATE_CONVERGENCE,22.71027989948165,10.241761597683364,10.99508980751251,MED,early,False,False,False,False,False,False,False,False,22.706675145250205,-10.2,10.241769024964341,-10.2,10.99764979216808,-10.2
2023-02-24 11:30:00,SHORT,2.6635255114488507,2.3441725607144783,0.0,130,170.0,TP_HIT,IMMEDIATE_CONVERGENCE,22.117745226261274,32.966779868780506,31.211006007806684,LOW,mid,False,False,False,False,False,False,False,False,22.090414257125335,-10.813533304284242,32.924137268574,-15.889608548379607,31.170804375441353,-15.018718657801276
2023-02-27 15:25:00,SHORT,3.2581886478543245,2.6627636663906373,0.0,95,95.0,TIMEOUT,IMMEDIATE_PERSISTED,-9.870929159558264,-5.94873513938291,-6.5352265371937035,LOW,late,False,False,False,False,False,False,False,False,5.121013154766468,-10.2,10.524374962614747,-10.2,9.758806914074992,-10.2
2023-02-28 11:40:00,LONG,2.639925764392515,3.161736627566058,0.5218108631735432,60,320.0,TIMEOUT,SHALLOW_FAILED,-23.443414684491945,18.097192762189188,13.074684400210106,MED,mid,True,True,False,False,False,False,False,False,-5.058721414398763,-53.35319280247349,18.072944771637896,-20.25551027985945,13.047067048270268,-22.979793141733357
2023-03-03 11:45:00,SHORT,2.560444998506514,4.167217361218844,1.6067723627123303,40,250.0,TP_HIT,DEEP_CONVERGED,-7.78692535667914,8.963459214876753,6.284564716386168,LOW,mid,True,True,True,True,True,False,False,False,-7.825936675875352,-44.64906472795276,8.89371863821949,-23.573768402353842,6.219500825920914,-26.40584356284096
2023-03-10 12:20:00,LONG,2.660366482580315,2.3961065839824904,0.0,30,185.0,TP_HIT,IMMEDIATE_CONVERGENCE,49.534039795650315,66.27322807241049,62.70098725058428,MED,mid,False,False,False,False,False,False,False,False,49.63657195597854,-10.2,66.41778768934621,-10.2,62.836981043417936,-10.2
2023-03-14 13:15:00,SHORT,2.806192613609853,2.890989483719492,0.08479687010963888,5,90.0,TP_HIT,IMMEDIATE_CONVERGENCE,30.297680742581935,35.231251810139,35.63596604652855,MED,mid,True,False,False,False,False,False,False,False,30.346332230158584,-17.82762462068139,35.29592505816018,-14.471170600103584,35.69949876685601,-13.989301308697733
2023-03-15 08:40:00,LONG,2.5313424037202985,3.185502223686159,0.6541598199658605,35,280.0,TP_HIT,SHALLOW_CONVERGED,35.93544767899269,48.29827148759286,44.22632425928806,LOW,early,True,True,False,False,False,False,False,False,35.92002366249628,-42.11946310939392,48.27770553738067,-39.155828955691206,44.20580229096733,-39.27349384697358
2023-03-17 13:50:00,LONG,2.611360841685343,2.2509649540830665,0.0,15,160.0,TP_HIT,IMMEDIATE_CONVERGENCE,38.74141155156818,43.05381428488137,42.55436304099146,MED,mid,False,False,False,False,False,False,False,False,38.715530199325,-10.2,43.027161774532686,-10.2,42.52759059207304,-10.2
2023-03-21 13:25:00,LONG,2.7713644557582415,2.6554909192598015,0.0,35,215.0,TIMEOUT,IMMEDIATE_PERSISTED,5.84780516339017,5.791447645198712,5.174759033993187,LOW,mid,False,False,False,False,False,False,False,False,19.77819147273272,-12.482690695209367,19.990286698961217,-11.76930605572904,19.186913093768368,-12.282601638097429
2023-03-24 09:20:00,LONG,2.505880546299684,2.6739735136992073,0.16809296739952329,95,200.0,TP_HIT,SHALLOW_CONVERGED,33.264829591916055,33.53197994455758,33.3729223449366,LOW,early,False,False,False,False,False,False,False,False,33.2554999247956,-24.891908054894646,33.524346857654606,-24.519675311309108,33.364313598417496,-25.534700081740336
