model,threshold,notional_usd,median_executable_residual_pct,rejection_rate_pct,median_weight_distortion_pct,median_pnl_ratio_exec_vs_model
TB-C-5%,3.0,25000,5.020085908548685,0.0,2.756167576780048,1.010413984128665
TB-C-5%,3.0,50000,5.590338777758176,0.0,2.340859362953015,1.0057470612159647
TB-C-5%,3.0,100000,5.271121686450055,0.0,1.106153282510218,0.9964809092558238
TB-C-5%,3.25,5000,16.68108558186553,0.0,16.20528598603436,0.8448775635237176
TB-C-5%,3.25,10000,7.778860027984589,0.0,6.457144221278067,0.898861977983407
TB-C-5%,3.25,25000,5.239956877866244,0.0,2.622842375819431,1.0061443871070632
TB-C-5%,3.25,50000,5.436322411861907,0.0,2.249623691127786,1.0050714140924066
TB-C-5%,3.25,100000,5.264571330684456,0.0,1.1125435053157693,0.997670690002991
TB-C-5%,3.5,5000,16.998021620848057,0.0,16.44044938575708,0.8472909107718598
TB-C-5%,3.5,10000,7.599344187625593,0.0,6.532740203983814,0.9404199722394527
TB-C-5%,3.5,25000,4.7537925583810985,0.0,2.714033028188376,1.002849178614159
TB-C-5%,3.5,50000,5.4177480001244085,0.0,2.0047333171265653,1.0075312613957947
TB-C-5%,3.5,100000,5.259712136109652,0.0,1.015288606998225,0.9988273133116228
TB-C-5%,3.75,5000,17.022950444003875,0.0,16.529346310252496,0.8402950639700497
TB-C-5%,3.75,10000,7.597484349290388,0.0,6.532740203983814,0.9404199722394527
TB-C-5%,3.75,25000,4.748297727609925,0.0,2.79294519178563,1.0075312613957947
TB-C-5%,3.75,50000,5.5798423304033635,0.0,2.0370009543264236,1.0069851450035905
TB-C-5%,3.75,100000,5.258470974031231,0.0,1.014200926428658,0.999164233972663
TB-C-5%,4.0,5000,16.59598305527765,0.0,16.34974282581032,0.8364881280850411
TB-C-5%,4.0,10000,7.989311986781128,0.0,6.768374647950051,0.913083969621541
TB-C-5%,4.0,25000,4.647120842719774,0.0,2.972095631018206,1.0106748045697374
TB-C-5%,4.0,50000,6.034749610665099,0.0,2.176717861823122,1.006362956599543
TB-C-5%,4.0,100000,5.275652307999422,0.0,1.160946297334556,0.9981550154904897
