threshold,model,break_even_mult,ev_1x,pf_1x,ev_1.25x,pf_1.25x,ev_1.5x,pf_1.5x,ev_2x,pf_2x,ev_2.5x,pf_2.5x,ev_3x,pf_3x
1.5,TB-A,1.4140452157075838,4.223261200217354,1.8740239354696837,1.6732612002173528,1.2909372581810308,-0.8767387997826457,0.8723366966563499,-5.976738799782646,0.3872930002315597,-11.076738799782648,0.17672347913611974,-16.176738799782644,0.08396331782712284
1.5,TB-B,2.0161396529642803,10.364624460235659,5.267610912487683,7.814624460235658,3.546546076270248,5.26462446023566,2.3580914315473436,0.16462446023566016,1.026826357649449,-4.935375539764342,0.46277938604267244,-10.035375539764338,0.22395174725676126
1.5,TB-C-2.5%,1.9733146590044126,9.927809521845008,4.99966446353501,7.377809521845008,3.358341448850391,4.827809521845008,2.2243570086022495,-0.2721904781549922,0.9563233387323892,-5.372190478154994,0.4238659440565079,-10.47219047815499,0.20277460801007088
1.5,TB-C-5%,1.9303601915124338,9.489673953426824,4.714562027120441,6.939673953426823,3.1653086413767206,4.389673953426825,2.0906694065837588,-0.7103260465731757,0.8880501978974416,-5.810326046573177,0.38737614513161145,-10.910326046573175,0.1836640461767564
1.5,TB-C-7.5%,1.8874789515764672,9.052285306079963,4.434335622267588,6.502285306079963,2.977016854439764,3.9522853060799648,1.9588717512471268,-1.147714693920036,0.8227752085790689,-6.247714693920037,0.35402473146959695,-11.347714693920036,0.16610916581136298
1.5,TB-C-10%,1.845391657243752,8.622994903886271,4.16336676506096,6.07299490388627,2.795781904527985,3.5229949038862705,1.8309829670948867,-1.5770050961137285,0.7620212448804424,-6.67700509611373,0.3247527394287048,-11.777005096113728,0.15075103484164662
1.75,TB-A,1.5653940234092398,5.767019038774246,2.233144180801251,3.217019038774246,1.5830300544723028,0.6670190387742471,1.1022082611495816,-4.432980961225753,0.5158781217809414,-9.532980961225753,0.2443795048052734,-14.632980961225753,0.11934838982629217
1.75,TB-B,2.2499583749367886,12.749575424355243,6.817384539757034,10.19957542435524,4.730749766592296,7.649575424355243,3.230354057627974,2.549575424355243,1.4743859872778036,-2.5504245756447586,0.6822797231758353,-7.650424575644756,0.3318755117835559
1.75,TB-C-2.5%,2.201595980059333,12.256278996605197,6.452538300994277,9.706278996605194,4.468781091362766,7.156278996605198,3.042500771695841,2.056278996605197,1.3753335209075321,-3.043721003394805,0.6277053876757955,-8.143721003394804,0.30185024688505807
1.75,TB-C-5%,2.1529138512787753,11.759721283043506,6.080967977447235,9.209721283043505,4.197265249356704,6.659721283043507,2.8524208995320652,1.5597212830435072,1.278677881543642,-3.5402787169564935,0.5762434529733912,-8.640278716956493,0.27429506888218474
