kind,label,model,N,expectancy_pips,profit_factor,win_rate_pct,net_pips,max_dd_pips
quarter,quarter=2023-Q2,TB-B,28,22.92173247901605,26.26283184141371,89.28571428571429,641.8085094124494,-25.405248051420898
quarter,quarter=2023-Q2,TB-C-2.5%,28,22.387146855512118,25.38100377003638,89.28571428571429,626.8401119543392,-25.710184776096412
quarter,quarter=2023-Q2,TB-C-5%,28,21.861737450247666,24.607186307333286,89.28571428571429,612.1286486069347,-25.929758872483006
quarter,quarter=2023-Q2,TB-C-7.5%,28,21.358409357597196,24.85419810677666,89.28571428571429,598.0354620127215,-25.07044920712835
quarter,quarter=2023-Q2,TB-C-10%,28,20.826954744700846,24.70656286810468,89.28571428571429,583.1547328516236,-24.59887315154458
quarter,quarter=2023-Q3,TB-A,36,11.776450487376506,4.898969982276014,75.0,423.9522175455542,-26.984117730663684
quarter,quarter=2023-Q3,TB-B,36,22.431898875242513,19.307331867570387,86.11111111111111,807.5483595087305,-12.55968771608432
quarter,quarter=2023-Q3,TB-C-2.5%,36,21.834047547342514,18.61214785827069,86.11111111111111,786.0257117043305,-12.79552617956218
quarter,quarter=2023-Q3,TB-C-5%,36,21.221328840446407,17.919694189533253,86.11111111111111,763.9678382560706,-13.038162974005802
quarter,quarter=2023-Q3,TB-C-7.5%,36,20.610735047870826,17.244277398535683,86.11111111111111,741.9864617233497,-13.279916118390831
quarter,quarter=2023-Q3,TB-C-10%,36,19.963701827027815,16.55528675404397,86.11111111111111,718.6932657730014,-13.528505255910867
quarter,quarter=2023-Q4,TB-A,25,2.2373432825403587,1.3090897062541667,60.0,55.93358206350897,-68.89761064953271
quarter,quarter=2023-Q4,TB-B,25,11.095737875656042,11.02497737787093,80.0,277.393446891401,-10.903077043988418
quarter,quarter=2023-Q4,TB-C-2.5%,25,10.651843575435405,9.721666673208817,80.0,266.2960893858851,-11.8144592103136
quarter,quarter=2023-Q4,TB-C-5%,25,10.201399956808995,8.502296952015003,76.0,255.03499892022487,-12.745251604582108
quarter,quarter=2023-Q4,TB-C-7.5%,25,9.742258864684654,7.406528108044366,76.0,243.55647161711636,-13.679859562700258
quarter,quarter=2023-Q4,TB-C-10%,25,9.313819368844532,6.37279479407114,72.0,232.8454842211133,-14.615453509347695
quarter,quarter=2024-Q1,TB-A,19,8.635936985040908,9.09876065021977,89.47368421052632,164.08280271577726,-20.260236078383755
quarter,quarter=2024-Q1,TB-B,19,12.907534772481315,54.80616673209619,84.21052631578947,245.24316067714497,-3.6683936192894464
quarter,quarter=2024-Q1,TB-C-2.5%,19,12.686501459954197,45.21408587161229,84.21052631578947,241.04352773912976,-4.808256637702755
quarter,quarter=2024-Q1,TB-C-5%,19,12.459122094076251,38.09512490573259,89.47368421052632,236.7233197874488,-5.9443278704652585
quarter,quarter=2024-Q1,TB-C-7.5%,19,12.226472593240375,31.549557088539782,89.47368421052632,232.30297927156712,-7.0821770137767714
quarter,quarter=2024-Q1,TB-C-10%,19,11.994548718788,26.81499391017162,89.47368421052632,227.89642565697199,-8.21565094654963
quarter,quarter=2024-Q2,TB-A,21,10.194562000208064,9.408442248799654,71.42857142857143,214.08580200436936,-18.8268970581643
quarter,quarter=2024-Q2,TB-B,21,15.987816595306045,20.19568560590338,95.23809523809523,335.74414850142693,-17.49060468036491
quarter,quarter=2024-Q2,TB-C-2.5%,21,15.536362666641574,20.3470545760924,95.23809523809523,326.2636159994731,-16.863735754518643
quarter,quarter=2024-Q2,TB-C-5%,21,15.07942931581203,20.51160399482445,95.23809523809523,316.66801563205263,-16.229727485041735
quarter,quarter=2024-Q2,TB-C-7.5%,21,14.636036161420012,20.70345202648591,95.23809523809523,307.35675938982024,-15.599132526455932
quarter,quarter=2024-Q2,TB-C-10%,21,14.175158427818232,20.88786956944115,95.23809523809523,297.6783269841829,-14.967833831813877
quarter,quarter=2024-Q3,TB-A,31,7.844696551012354,2.9403233261865838,70.96774193548387,243.18559308138296,-74.99606832701626
quarter,quarter=2024-Q3,TB-B,31,21.072237167487028,86.45117261347606,96.7741935483871,653.2393521920978,-7.644592019198058
quarter,quarter=2024-Q3,TB-C-2.5%,31,20.155177801526264,78.27549688621092,96.7741935483871,624.8105118473142,-8.085493293784396
quarter,quarter=2024-Q3,TB-C-5%,31,19.252438607404084,71.09499479765017,96.7741935483871,596.8255968295266,-8.514525160497385
quarter,quarter=2024-Q3,TB-C-7.5%,31,18.39706047126255,64.92439503829307,96.7741935483871,570.308874609139,-8.921615515758958
quarter,quarter=2024-Q3,TB-C-10%,31,17.57378802351089,57.55729987844481,93.54838709677419,544.7874287288375,-8.723469560506885
quarter,quarter=2024-Q4,TB-A,21,2.008648150255554,1.4176991830234245,52.38095238095239,42.18161115536664,-58.95311020136724
quarter,quarter=2024-Q4,TB-B,21,13.259038390690954,14.397698579235733,90.47619047619048,278.43980620451003,-13.152521440830895
quarter,quarter=2024-Q4,TB-C-2.5%,21,12.583594389637895,13.691439850777254,90.47619047619048,264.2554821823958,-13.877145816305244
quarter,quarter=2024-Q4,TB-C-5%,21,11.905965120456338,12.982952742041448,90.47619047619048,250.0252675295831,-14.740602711769412
quarter,quarter=2024-Q4,TB-C-7.5%,21,11.230516070298544,12.280281280335537,90.47619047619048,235.8408374762694,-15.602653085542244
quarter,quarter=2024-Q4,TB-C-10%,21,10.552920809217301,11.580602820076237,90.47619047619048,221.61133699356333,-16.455528354055673
quarter,quarter=2025-Q1,TB-A,26,2.641561445427457,1.4426767397435671,65.38461538461539,68.68059758111389,-84.11124565225134
quarter,quarter=2025-Q1,TB-B,26,8.017264325628531,5.031531462138807,80.76923076923077,208.4488724663418,-31.092098259794767
quarter,quarter=2025-Q1,TB-C-2.5%,26,7.6560042129514505,4.473098291926321,76.92307692307693,199.05610953673772,-31.78549512573514
quarter,quarter=2025-Q1,TB-C-5%,26,7.300514624446953,4.009353901435186,76.92307692307693,189.8133802356208,-32.673121179852956
quarter,quarter=2025-Q1,TB-C-7.5%,26,6.945892051889407,3.623440263133783,76.92307692307693,180.5931933491246,-33.56592200292664
quarter,quarter=2025-Q1,TB-C-10%,26,6.612014740653105,3.3041493898102337,76.92307692307693,171.91238325698075,-34.461343931310324
quarter,quarter=2025-Q2,TB-A,15,3.5525928002572016,1.341000036542468,66.66666666666666,53.288892003858024,-41.61993559882286
quarter,quarter=2025-Q2,TB-B,15,31.590349103134372,12.727614721727193,80.0,473.8552365470156,-17.087467913218575
quarter,quarter=2025-Q2,TB-C-2.5%,15,30.181745721495222,11.984525843479283,80.0,452.7261858224283,-16.66739007550325
quarter,quarter=2025-Q2,TB-C-5%,15,28.776512844530927,11.274219271417728,80.0,431.6476926679639,-16.23993028182531
quarter,quarter=2025-Q2,TB-C-7.5%,15,27.35381389810691,10.58411782120267,80.0,410.30720847160364,-15.812250974148355
quarter,quarter=2025-Q2,TB-C-10%,15,25.92278952023836,9.916397802705113,80.0,388.8418428035754,-15.383566410231708
quarter,quarter=2025-Q3,TB-A,26,4.775471849865713,2.1375178633451646,73.07692307692307,124.16226809650856,-41.88232724609935
quarter,quarter=2025-Q3,TB-B,26,11.942524195500209,10.523027195537873,88.46153846153845,310.50562908300543,-22.571135109667978
quarter,quarter=2025-Q3,TB-C-2.5%,26,11.447711820672156,9.798320784447366,88.46153846153845,297.64050733747604,-22.390913396595806
quarter,quarter=2025-Q3,TB-C-5%,26,10.95573239011966,9.125387297110207,88.46153846153845,284.84904214311115,-22.214231232029732
quarter,quarter=2025-Q3,TB-C-7.5%,26,10.466179201129865,8.090816702445137,84.61538461538461,272.1206592293765,-22.038097356564407
quarter,quarter=2025-Q3,TB-C-10%,26,9.993915074059071,7.139936281041341,84.61538461538461,259.84179192553586,-21.861495184089023
quarter,quarter=2025-Q4,TB-A,24,6.308520968037534,2.1681203954236112,62.5,151.40450323290082,-62.61423842510924
quarter,quarter=2025-Q4,TB-B,24,13.815381239285466,6.719748332959147,87.5,331.5691497428512,-35.429346968661186
quarter,quarter=2025-Q4,TB-C-2.5%,24,13.219845135503286,6.339821106391209,87.5,317.2762832520789,-36.73444130432829
quarter,quarter=2025-Q4,TB-C-5%,24,12.638336035321055,5.983823948326025,87.5,303.32006484770534,-38.036704213509054
quarter,quarter=2025-Q4,TB-C-7.5%,24,12.072794317973395,5.651260087925145,87.5,289.74706363136147,-39.33504938665152
quarter,quarter=2025-Q4,TB-C-10%,24,11.488919125299658,5.240348737208355,79.16666666666666,275.7340590071918,-40.63129939479387
quarter,quarter=2026-Q1,TB-A,28,8.248825921584436,2.289747033188178,71.42857142857143,230.96712580436417,-54.72860106607086
quarter,quarter=2026-Q1,TB-B,28,16.200971013345146,7.724533172950662,85.71428571428571,453.6271883736641,-30.610856686046134
quarter,quarter=2026-Q1,TB-C-2.5%,28,15.584355725077838,7.190885778536194,82.14285714285714,436.36196030217945,-30.151208217626674
quarter,quarter=2026-Q1,TB-C-5%,28,14.955390733868798,6.671740473373998,82.14285714285714,418.75094054832635,-29.77214063499997
quarter,quarter=2026-Q1,TB-C-7.5%,28,14.324365229325283,6.028413841159997,78.57142857142857,401.0822264211079,-29.370636992030313
quarter,quarter=2026-Q1,TB-C-10%,28,13.69687864866147,5.45171245983636,78.57142857142857,383.51260216252115,-28.968866940492376
quarter,quarter=2026-Q2,TB-A,16,5.38252760713625,1.83146574248696,68.75,86.12044171418,-47.018140015278036
quarter,quarter=2026-Q2,TB-B,16,10.57747716971185,3.271494199004438,68.75,169.2396347153896,-29.74312651257513
quarter,quarter=2026-Q2,TB-C-2.5%,16,9.998270463602353,3.0615979921370107,68.75,159.97232741763764,-32.87714342272646
quarter,quarter=2026-Q2,TB-C-5%,16,9.560194349430805,2.908628353156549,68.75,152.96310959089288,-33.82613450326944
quarter,quarter=2026-Q2,TB-C-7.5%,16,9.119537778663286,2.766197710014656,68.75,145.91260445861258,-34.019246800669094
quarter,quarter=2026-Q2,TB-C-10%,16,8.67891290791295,2.6325228604239617,68.75,138.8626065266072,-34.190509534101764
month,month=2022-09,TB-A,7,4.2512969418834485,1.4767199249587672,57.14285714285714,29.759078593184142,-38.67315171564293
month,month=2022-09,TB-B,7,13.086194404886399,8.942162810820586,71.42857142857143,91.60336083420479,-9.657593768842943
month,month=2022-09,TB-C-2.5%,7,12.471881963716351,7.751138885591028,71.42857142857143,87.30317374601445,-10.75241697942974
month,month=2022-09,TB-C-5%,7,11.83045954953072,6.723316689848238,71.42857142857143,82.81321684671505,-11.985510724503897
month,month=2022-09,TB-C-7.5%,7,11.189499356835396,5.893262122179899,71.42857142857143,78.32649549784777,-13.21929376349729
month,month=2022-09,TB-C-10%,7,10.548684645828738,5.210146287037215,71.42857142857143,73.84079252080116,-14.448273863917692
month,month=2022-10,TB-A,17,23.808705256384112,9.18074022168391,82.35294117647058,404.7479893585299,-31.618850902594545
month,month=2022-10,TB-B,17,32.70579376506899,23.821087870599577,88.23529411764706,555.9984940061728,-24.202827131087872
month,month=2022-10,TB-C-2.5%,17,32.081574042349416,22.498209434064055,88.23529411764706,545.3867587199401,-23.684772708268298
month,month=2022-10,TB-C-5%,17,31.37655571910302,21.247858324027025,88.23529411764706,533.4014472247513,-23.14184251682775
month,month=2022-10,TB-C-7.5%,17,30.63917019174837,20.060127328113502,88.23529411764706,520.8658932597223,-22.59752372811016
month,month=2022-10,TB-C-10%,17,29.846576172389767,18.923894124574257,88.23529411764706,507.391794930626,-22.054690787340974
month,month=2022-11,TB-A,17,6.1243907461846945,1.5675081616492106,64.70588235294117,104.11464268513981,-109.05980392886462
month,month=2022-11,TB-B,17,15.150689040737962,4.584567496683616,76.47058823529412,257.56171369254537,-32.68347531022003
month,month=2022-11,TB-C-2.5%,17,14.518295179566293,4.173775413385339,76.47058823529412,246.81101805262696,-36.30733600750311
month,month=2022-11,TB-C-5%,17,13.928601488765759,3.833520105790001,76.47058823529412,236.7862253090179,-39.85788571179884
month,month=2022-11,TB-C-7.5%,17,13.3376720950806,3.5206640527182413,70.58823529411765,226.7404256163702,-43.414959939097784
month,month=2022-11,TB-C-10%,17,12.748113939303412,3.222925805794895,70.58823529411765,216.717936968158,-46.97258907537447
month,month=2022-12,TB-A,10,23.10659841136804,7.849718203665855,70.0,231.0659841136804,-17.403918946152864
month,month=2022-12,TB-B,10,31.072767041913075,inf,100.0,310.72767041913073,0.0
month,month=2022-12,TB-C-2.5%,10,30.92832357402448,inf,100.0,309.2832357402448,0.0
month,month=2022-12,TB-C-5%,10,30.760240401665378,1118.4987505417794,90.0,307.6024040166538,-0.27525972970218504
month,month=2022-12,TB-C-7.5%,10,30.44700210155863,414.17622460470415,90.0,304.4700210155863,-0.7369011159993022
month,month=2022-12,TB-C-10%,10,30.07861103747215,251.7974849259807,90.0,300.7861103747215,-1.199318687200929
month,month=2023-01,TB-A,14,14.595498428191004,7.209586438147154,78.57142857142857,204.33697799467404,-16.979313509428863
month,month=2023-01,TB-B,14,20.7353934459832,15.5153703890389,85.71428571428571,290.2955082437648,-13.408402799074324
month,month=2023-01,TB-C-2.5%,14,20.23756245934859,14.624679370566627,85.71428571428571,283.3258744308803,-13.718766568151644
month,month=2023-01,TB-C-5%,14,19.771283649147644,13.890971164414543,85.71428571428571,276.797971088067,-14.029522700103698
month,month=2023-01,TB-C-7.5%,14,19.382245685785342,13.255348229618797,85.71428571428571,271.3514396009948,-14.339582080269224
month,month=2023-01,TB-C-10%,14,18.983962539602654,12.659338409809918,85.71428571428571,265.77547555443715,-14.650360832250641
month,month=2023-02,TB-A,10,2.260827652490092,1.255193902926544,50.0,22.60827652490092,-33.31434384404827
month,month=2023-02,TB-B,10,13.270285522600247,7.01589381251318,70.0,132.70285522600247,-9.157077018921143
month,month=2023-02,TB-C-2.5%,10,12.378405436102206,5.772740711441093,70.0,123.78405436102206,-10.78325116852239
month,month=2023-02,TB-C-5%,10,11.451179271555343,4.813780815054175,70.0,114.51179271555343,-12.52113584738547
month,month=2023-02,TB-C-7.5%,10,10.399327518072072,3.9256220832208024,70.0,103.99327518072072,-14.229349169811524
month,month=2023-02,TB-C-10%,10,9.408667949672346,3.2435985313999685,70.0,94.08667949672345,-15.987869250721221
month,month=2023-03,TB-A,14,17.88809080593963,16.820091834068613,85.71428571428571,250.4332712831548,-8.043151605574309
month,month=2023-03,TB-B,14,29.174464627420093,36.201132800877446,92.85714285714286,408.4425047838813,-11.603106840178157
month,month=2023-03,TB-C-2.5%,14,28.18656223248732,36.00367977688164,92.85714285714286,394.61187125482246,-11.273439643207041
month,month=2023-03,TB-C-5%,14,27.199744172066683,35.74052466021812,92.85714285714286,380.79641840893356,-10.961159111249373
month,month=2023-03,TB-C-7.5%,14,26.232953685017623,35.49466499932374,92.85714285714286,367.2613515902467,-10.646902980430355
month,month=2023-03,TB-C-10%,14,25.268249563326048,35.23447648046662,92.85714285714286,353.7554938865647,-10.33331104357356
month,month=2023-04,TB-A,6,22.13304381584288,inf,100.0,132.79826289505726,0.0
month,month=2023-04,TB-B,6,32.37325680419598,inf,100.0,194.23954082517588,0.0
month,month=2023-04,TB-C-2.5%,6,31.842657433926835,inf,100.0,191.05594460356102,0.0
month,month=2023-04,TB-C-5%,6,31.346966058289127,inf,100.0,188.08179634973476,0.0
month,month=2023-04,TB-C-7.5%,6,30.771565810111458,inf,100.0,184.62939486066875,0.0
month,month=2023-04,TB-C-10%,6,30.181568375474807,inf,100.0,181.08941025284884,0.0
month,month=2023-05,TB-A,10,8.180745736001656,3.9455003912774704,60.0,81.80745736001656,-22.33179449268699
month,month=2023-05,TB-B,10,12.189012963851116,5.797832691568384,70.0,121.89012963851117,-25.405248051420898
month,month=2023-05,TB-C-2.5%,10,11.855536437988054,5.611221794489207,70.0,118.55536437988053,-25.71018477609644
month,month=2023-05,TB-C-5%,10,11.514412242587776,5.440616782906921,70.0,115.14412242587775,-25.929758872483013
month,month=2023-05,TB-C-7.5%,10,11.285142255208577,5.501372178046113,70.0,112.85142255208577,-25.070449207128345
month,month=2023-05,TB-C-10%,10,11.030701887581674,5.48423056602048,70.0,110.30701887581674,-24.598873151544577
month,month=2023-06,TB-A,12,18.34195780522155,307.07438791568933,91.66666666666666,220.10349366265862,-0.7191176470580274
month,month=2023-06,TB-B,12,27.139903245730196,inf,100.0,325.67883894876235,0.0
month,month=2023-06,TB-C-2.5%,12,26.43573358090814,inf,100.0,317.2288029708977,0.0
month,month=2023-06,TB-C-5%,12,25.74189415261019,inf,100.0,308.9027298313223,0.0
month,month=2023-06,TB-C-7.5%,12,25.046220383330578,inf,100.0,300.55464459996693,0.0
month,month=2023-06,TB-C-10%,12,24.31319197691317,inf,100.0,291.75830372295803,0.0
month,month=2023-07,TB-A,11,21.603365546617997,13.36506630059966,81.81818181818183,237.63702101279796,-10.54366368860328
month,month=2023-07,TB-B,11,30.46513975212882,16.44569193545455,81.81818181818183,335.116537273417,-12.55968771608432
month,month=2023-07,TB-C-2.5%,11,29.669435892720745,15.847159542559657,81.81818181818183,326.3637948199282,-12.79552617956218
month,month=2023-07,TB-C-5%,11,28.863615458748846,15.24898017227978,81.81818181818183,317.4997700462373,-13.038162974005802
month,month=2023-07,TB-C-7.5%,11,28.037892880304106,14.657006885137822,81.81818181818183,308.4168216833452,-13.279916118390831
month,month=2023-07,TB-C-10%,11,27.219912797322834,14.080320222698385,81.81818181818183,299.4190407705512,-13.528505255910867
month,month=2023-08,TB-A,13,7.723742638929225,3.7954604070861464,76.92307692307693,100.40865430607992,-17.55129871365853
month,month=2023-08,TB-B,13,19.51360109879605,28.647043925172795,92.3076923076923,253.67681428434867,-9.175549290945149
month,month=2023-08,TB-C-2.5%,13,19.125603308974863,27.017096305344158,92.3076923076923,248.6328430166732,-9.556517764267248
month,month=2023-08,TB-C-5%,13,18.69026371053243,25.49536014967211,92.3076923076923,242.97342823692162,-9.919161292273301
month,month=2023-08,TB-C-7.5%,13,18.26456699396974,24.092243741252467,92.3076923076923,237.43937092160664,-10.28221309207126
month,month=2023-08,TB-C-10%,13,17.701089395859064,22.621866257063793,92.3076923076923,230.11416214616784,-10.642659584067601
month,month=2023-09,TB-A,12,7.15887851888969,2.602807917826686,66.66666666666666,85.90654222667628,-26.984117730663698
month,month=2023-09,TB-B,12,18.22958399591374,17.5239502869413,83.33333333333334,218.75500795096485,-7.810932186074538
month,month=2023-09,TB-C-2.5%,12,17.585756155644102,17.11934539004771,83.33333333333334,211.0290738677292,-7.844437541044492
month,month=2023-09,TB-C-5%,12,16.957886664409312,16.712491065116325,83.33333333333334,203.49463997291173,-7.889643372907329
month,month=2023-09,TB-C-7.5%,12,16.344189093199834,16.308885790425435,83.33333333333334,196.130269118398,-7.934256802814417
month,month=2023-09,TB-C-10%,12,15.76333857135687,15.9308854923324,83.33333333333334,189.16006285628245,-7.978552248935344
month,month=2023-10,TB-A,8,-6.902113820252606,0.4916719396412286,50.0,-55.21691056202085,-68.89761064953271
month,month=2023-10,TB-B,8,8.222083912829552,6.60015137154481,75.0,65.77667130263642,-10.903077043988418
month,month=2023-10,TB-C-2.5%,8,7.450691996900634,5.441611183121313,75.0,59.60553597520507,-11.8144592103136
month,month=2023-10,TB-C-5%,8,6.670301201054235,4.39898252739888,62.5,53.36240960843388,-12.745251604582108
month,month=2023-10,TB-C-7.5%,8,5.891035891870563,3.5415749265902674,62.5,47.1282871349645,-13.679859562700258
month,month=2023-10,TB-C-10%,8,5.1100573654850505,2.802015287623361,50.0,40.880458923880404,-14.615453509347695
month,month=2023-11,TB-A,14,6.420779816011617,2.47870310321174,64.28571428571429,89.89091742416264,-27.544577296323155
month,month=2023-11,TB-B,14,13.921378904838816,17.94391370246968,85.71428571428571,194.89930466774342,-6.748885224365161
month,month=2023-11,TB-C-2.5%,14,13.5360509446184,16.10935194019366,85.71428571428571,189.50471322465762,-6.6524155339460975
month,month=2023-11,TB-C-5%,14,13.145525940325665,14.506436391417497,85.71428571428571,184.0373631645593,-7.023073523383559
month,month=2023-11,TB-C-7.5%,14,12.738677695414825,13.122514994676326,85.71428571428571,178.34148773580756,-8.164479973338985
month,month=2023-11,TB-C-10%,14,12.388343692225959,11.981085200263536,85.71428571428571,173.43681169116343,-9.30204449247411
month,month=2024-01,TB-A,6,13.472460730829487,inf,100.0,80.83476438497692,0.0
month,month=2024-01,TB-B,6,14.876025308473288,146.26238310739654,83.33333333333334,89.25615185083973,-0.6144478008793897
month,month=2024-01,TB-C-2.5%,6,14.820183590842063,303.2585374713074,83.33333333333334,88.92110154505238,-0.29418888309645297
month,month=2024-01,TB-C-5%,6,14.762623783050316,inf,100.0,88.5757426983019,0.0
month,month=2024-01,TB-C-7.5%,6,14.70498871789601,inf,100.0,88.22993230737606,0.0
month,month=2024-01,TB-C-10%,6,14.648429155117979,inf,100.0,87.89057493070787,0.0
month,month=2024-02,TB-A,5,4.886996336525683,2.3211942133048407,80.0,24.434981682628415,-18.49461754869986
month,month=2024-02,TB-B,5,12.329060591873947,17.804440678127204,80.0,61.64530295936974,-3.6683936192894393
month,month=2024-02,TB-C-2.5%,5,11.70144234594069,13.168071743703017,80.0,58.50721172970345,-4.808256637702762
month,month=2024-02,TB-C-5%,5,11.088880859187096,10.327278963095955,80.0,55.444404295935485,-5.944327870465244
month,month=2024-02,TB-C-7.5%,5,10.476225026332203,8.396189763368714,80.0,52.381125131661015,-7.0821770137767786
month,month=2024-02,TB-C-10%,5,9.86468720211668,7.0035943994551,80.0,49.3234360105834,-8.215650946549637
month,month=2024-03,TB-A,8,7.351632081021488,34.31017185161819,87.5,58.8130566481719,0.0
month,month=2024-03,TB-B,8,11.792713233366939,343.9869138055091,87.5,94.34170586693551,-0.27505919925688715
month,month=2024-03,TB-C-2.5%,8,11.701901808046742,269.015291775519,87.5,93.61521446437393,-0.3492905716095578
