threshold,model,n_trades,coverage_pct,win_rate_pct,expectancy_pips,profit_factor,net_pips,median_trade_pips,avg_win_pips,avg_loss_pips,payoff_ratio,max_dd_pips,sharpe_ann,sortino_ann,mfe_median_pips,mae_median_pips,time_to_mfe_median_min,time_to_mae_median_min,median_convergence_min,failure_rate_pct,cost_share_of_gross_edge_pct,median_residual_pct
2.5,TB-B,405,100.0,85.92592592592592,17.861715162922984,12.415090240310063,7233.9946409838085,15.894830143002906,22.608381359608927,-11.117931090528042,2.033506160050786,-35.42934684982811,14.736516255977147,36.249706133469964,17.69600923378128,-15.682475508679317,180.0,35.0,195.0,34.074074074074076,36.348455327053294,0.020455031274879687
2.5,TB-C-2.5%,405,100.0,85.4320987654321,17.25627995753863,11.493062884258157,6988.7933828031455,15.405453850462013,22.123794190666754,-11.288803511314441,1.9597997403792806,-36.73910760322178,14.485245921194954,34.569469656926074,17.007030982443183,-15.583318578593094,175.0,35.0,195.0,34.074074074074076,37.14997084737767,2.4999999999999964
2.5,TB-C-5%,405,100.0,85.18518518518519,16.654718570383938,10.647386096902334,6745.161021005495,14.755063803887989,21.577770499607446,-11.652830022651228,1.8517193212004062,-39.86452005414196,14.214005291438477,33.019182179555045,16.488519698127238,-15.85478403092198,180.0,35.0,195.0,34.074074074074076,37.982151901039906,5.00000000000001
2.5,TB-C-7.5%,405,100.0,84.44444444444444,16.053648565474482,9.798897385809093,6501.727669017166,14.385280252208918,21.17149983581282,-11.728972616362217,1.8050600447543066,-43.42199823842111,13.896741517072961,31.51418566251003,15.87999928207795,-16.0103643236133,170.0,35.0,195.0,34.074074074074076,38.85174273801229,7.500000000000001
2.5,TB-C-10%,405,100.0,83.4567901234568,15.449942212249942,8.971075904523847,6257.226595961227,13.898702678646458,20.834964693747217,-11.716290604855722,1.778290194092005,-46.97947642270026,13.53038262726297,29.6497490005699,15.963172231398463,-16.458424251318238,170.0,35.0,195.0,34.074074074074076,39.76617146189385,10.000000000000014
2.75,TB-A,272,67.1604938271605,70.95588235294117,10.069862097967887,2.915155557230526,2739.0024906472654,12.523471136555125,21.60194208955624,-18.103447248570745,1.1932502021824434,-150.24077501550363,7.006829764335562,9.920861246796873,13.423210750040177,-16.95513992038733,145.0,35.0,200.0,34.55882352941176,50.32101328909672,34.42882136611499
2.75,TB-B,272,67.1604938271605,85.29411764705883,20.070624077628956,13.87387584317051,5459.209749115076,17.46012736358511,25.35889252474176,-10.601332915625296,2.3920475591673296,-49.60444846997666,14.573275929762385,40.83573046047493,19.066599782332315,-15.419823254989051,185.0,30.0,200.0,34.55882352941176,33.696034722779814,0.021665293342584824
2.75,TB-C-2.5%,272,67.1604938271605,85.29411764705883,19.41968192684001,12.743532883824962,5282.153484100482,17.1801077798353,24.70666389687888,-11.244813499385463,2.1971608420387865,-53.53666074520197,14.3151655094491,38.90293765072528,18.379386552609336,-15.584238230151456,185.0,30.0,200.0,34.55882352941176,34.43656155793227,2.4999999999999964
2.75,TB-C-5%,272,67.1604938271605,85.29411764705883,18.764381179267094,11.745918147355576,5103.91168076065,16.66467276675174,24.046872885812412,-11.874070718695759,2.025158301268203,-57.38602554259245,14.04333041609779,36.79322290735245,17.657301181531786,-15.910843536025805,185.0,30.0,200.0,34.55882352941176,35.2156669147181,5.00000000000001
2.75,TB-C-7.5%,272,67.1604938271605,84.19117647058823,18.104858109256202,10.73672759551178,4924.521405717687,16.30892327718624,23.71305245267418,-11.76203734755116,2.0160667537423866,-64.68892885146101,13.731711273918638,34.16100034427202,17.289781737602922,-15.863444831406328,185.0,30.0,200.0,34.55882352941176,36.036216682762365,7.500000000000001
2.75,TB-C-10%,272,67.1604938271605,82.72058823529412,17.44996798117769,9.732896250074832,4746.391290880331,16.109909277825075,23.5106596042909,-11.563981278406846,2.0330938833489647,-72.20366488848106,13.38155350664849,31.385319628455033,16.69645566437439,-16.135335833743838,185.0,30.0,200.0,34.55882352941176,36.889735304371776,10.000000000000014
3.0,TB-A,194,47.901234567901234,73.71134020618557,11.46458243925376,3.3120322930874444,2224.1289932152295,13.590139571456074,22.28048297790257,-18.862354365192893,1.1812143143179,-162.38905577485184,7.573358330359516,10.41796282862851,14.494541713681192,-16.45020894810869,150.0,25.0,205.0,35.051546391752574,47.08145208244937,33.21154067429444
3.0,TB-B,194,47.901234567901234,88.14432989690721,23.06889402717199,18.049054616216495,4475.365441271366,20.852385344628196,27.70681153729466,-11.413014417653061,2.427650620894616,-35.42934684982856,15.86077050553174,42.74919786351066,21.747294786150885,-14.918533556026018,190.0,25.0,205.0,35.051546391752574,30.659269862320237,0.024195584282100564
3.0,TB-C-2.5%,194,47.901234567901234,87.11340206185567,22.340797194219572,16.791985259624656,4334.114655678597,20.467368582271472,27.269614958834314,-10.978010894576052,2.4840214881101566,-36.73910760322178,15.624862024815915,39.58136873957383,21.018484701244674,-14.75650814028242,185.0,25.0,205.0,35.051546391752574,31.34526772384018,2.4999999999999964
3.0,TB-C-5%,194,47.901234567901234,86.5979381443299,21.60663600886684,15.524165409612829,4191.687385720167,20.381540830140153,26.66838272553587,-11.100035083456094,2.4025494086305565,-39.86452005414202,15.346428812285431,36.804530627071,20.71302212487958,-15.026432761573318,187.5,25.0,205.0,35.051546391752574,32.06877960044725,5.00000000000001
3.0,TB-C-7.5%,194,47.901234567901234,84.5360824742268,20.873091267712958,14.066239691888203,4049.3797059363137,19.752650988909473,26.58104476167675,-10.330387832622453,2.5730926265649154,-43.42199823842111,15.029347614242266,34.63829678744258,20.182232487720306,-15.124554991445864,190.0,25.0,205.0,35.051546391752574,32.82582962898992,7.500000000000001
3.0,TB-C-10%,194,47.901234567901234,83.50515463917526,20.152132671206296,12.598418095260183,3909.5137382140215,18.668104876969053,26.213498466844545,-10.533531669212305,2.4885764138785547,-47.807901953330884,14.676768228204015,32.76511647348672,19.66851182690725,-15.274261184990298,190.0,25.0,205.0,35.051546391752574,33.605546307051696,10.000000000000014
3.25,TB-A,134,33.086419753086425,76.11940298507463,11.60139121103837,3.4273225067446416,1554.5864222791415,13.796006061667088,21.519996116725707,-20.01416192584002,1.0752384334885152,-100.74235344188713,8.046478952602618,11.738963177488726,14.68586399985624,-14.567928083190692,135.0,15.0,185.0,38.059701492537314,46.78600508226093,32.83762065929315
3.25,TB-B,134,33.086419753086425,88.05970149253731,22.94295434850949,17.63879223987965,3074.3558827002716,20.743815210488222,27.61971404881193,-11.548148441221041,2.391700642695546,-49.3513811013695,16.164881060816043,44.879761090765655,22.02844614797757,-13.101576156982516,177.5,15.0,185.0,38.059701492537314,30.77577180580679,0.02456073108010881
3.25,TB-C-2.5%,134,33.086419753086425,88.05970149253731,22.248112819200884,16.386399677778364,2981.2471177729185,19.842112011324275,26.906828038049103,-12.109911919804702,2.2218847020716423,-49.27043537915188,15.951405359473764,43.187309745568285,20.924700556258475,-13.018464669902464,175.0,15.0,185.0,38.059701492537314,31.434801946214385,2.4999999999999964
3.25,TB-C-5%,134,33.086419753086425,87.31343283582089,21.53066924235359,15.195369245544649,2885.109678475381,19.63595001893768,26.39617688776579,-11.955471611365752,2.207874163882556,-49.273789444826434,15.704990343258578,40.38653950881499,20.432780538213148,-13.186618326012518,177.5,15.0,185.0,38.059701492537314,32.14555584092504,5.00000000000001
3.25,TB-C-7.5%,134,33.086419753086425,85.07462686567165,20.81022871994082,13.85506477322758,2788.57064847207,19.08818233732395,26.36398717388965,-10.846194467567548,2.430713118110102,-49.27714351050054,15.416312512896834,37.60728673106356,20.06806616680533,-13.268985945014622,177.5,15.0,185.0,38.059701492537314,32.89237268166613,7.500000000000001
3.25,TB-C-10%,134,33.086419753086425,83.5820895522388,20.10465156709848,12.386217281862486,2694.023309991196,18.091881995951002,26.16631429247141,-10.754722307527343,2.4330069660801312,-48.03768240663385,15.09105917347021,35.77914935687565,19.54836401875831,-13.4298264349138,177.5,15.0,185.0,38.059701492537314,33.65819922864271,10.000000000000012
3.5,TB-A,79,19.50617283950617,73.41772151898735,9.79400124921399,2.7694304387321336,773.7260986879052,11.994598253147114,20.879313732271928,-20.822576084946036,1.0027248140237035,-95.00936968091162,6.97720906421796,9.564485002823842,14.593633610932994,-16.12009817086769,125.0,25.0,175.0,44.303797468354425,51.01530140396978,36.744878757966795
3.5,TB-B,79,19.50617283950617,87.34177215189874,24.73358807342043,13.922335636935422,1953.9534578002142,22.873184054869565,30.509578416640828,-15.120745294800292,2.017729802454409,-49.35138110136904,15.621983966169076,45.58037192744558,24.739764899487692,-13.31549823817382,170.0,20.0,175.0,44.303797468354425,29.198260363528966,0.029256833432195206
3.5,TB-C-2.5%,79,19.50617283950617,87.34177215189874,23.86269872011046,12.97851648903163,1885.1531988887261,22.93078329037883,29.601899292717018,-15.73778523087483,1.8809444187002362,-49.270435379152104,15.427993779537136,43.863398010936876,24.190337278079706,-13.070624331237878,170.0,20.0,175.0,44.303797468354425,29.944779431049508,2.4999999999999964
3.5,TB-C-5%,79,19.50617283950617,87.34177215189874,22.97492546690395,12.09108091756047,1815.019111885412,22.182874267341123,28.676316532810173,-16.364672887848997,1.752330567762387,-49.273789444826434,15.225155584569157,41.38600961469443,23.480960061029496,-13.325348160127193,170.0,25.0,175.0,44.303797468354425,30.746112783812425,5.00000000000001
3.5,TB-C-7.5%,79,19.50617283950617,86.07594936708861,22.08491058431713,11.264865565008337,1744.707936161053,21.51360181973946,28.15701233578161,-15.451718424736013,1.8222576649278193,-49.277143510500764,14.990274313268245,36.13737438886387,22.899935129344865,-12.8533630796474,170.0,25.0,175.0,44.303797468354425,31.5937068289568,7.500000000000001
3.5,TB-C-10%,79,19.50617283950617,84.81012658227847,21.171702721763086,10.414237619972184,1672.5645150192838,21.495312757606673,27.615340510739177,-14.805274933353424,1.8652365886517346,-48.03768240663362,14.706686673940355,32.821529182121026,22.13785254176125,-13.435489164902087,170.0,20.0,175.0,44.303797468354425,32.513377072530034,10.000000000000012
3.75,TB-A,49,12.098765432098766,67.3469387755102,11.474102366887875,3.1339271652527003,562.2310159775059,14.568741337242653,25.021317117132984,-16.467028055492655,1.5194798376982788,-86.40678062734321,8.636891797759615,14.345991715944749,15.216338956203032,-16.01716586871217,120.0,20.0,190.0,42.857142857142854,47.060772470941274,35.05969142728243
3.75,TB-B,49,12.098765432098766,89.79591836734694,27.741290275472693,14.34922722442335,1359.323223498162,25.40412340019076,33.20797914075732,-20.365571739031974,1.6305940027753807,-39.834725615560956,17.419037863640874,59.983336875346666,27.94943455333897,-12.349305321249577,170.0,15.0,190.0,42.857142857142854,26.883640292522763,0.03071869421590323
3.75,TB-C-2.5%,49,12.098765432098766,89.79591836734694,26.838247247435817,13.754762132029338,1315.074115124355,24.998059944346526,32.23133348563404,-20.62091164870859,1.5630411513669702,-40.188355197993815,17.2499346160829,52.53333679971183,26.23886937048771,-12.729126843026176,170.0,10.0,190.0,42.857142857142854,27.53910014115517,2.4999999999999964
3.75,TB-C-5%,49,12.098765432098766,89.79591836734694,25.923043252456257,13.16073965569052,1270.2291193703566,23.536041771572894,31.242781757349846,-20.89065559060732,1.4955385972375592,-40.623514969327516,17.091134398087256,47.164035571033175,26.139904563411317,-12.742458076196689,170.0,20.0,190.0,42.857142857142854,28.23682359405428,5.000000000000009
3.75,TB-C-7.5%,49,12.098765432098766,89.79591836734694,25.00422520194516,12.60544016425604,1225.207034895313,22.860407306644294,30.244973181483644,-21.114357017993452,1.432436382301823,-41.05867474066099,16.908236071236512,42.88253446718296,25.252662827023745,-12.615378288061533,170.0,10.0,190.0,42.857142857142854,28.973794882542713,7.500000000000001
3.75,TB-C-10%,49,12.098765432098766,87.75510204081633,24.036443303320755,12.029659178232242,1177.785721862717,22.184772841715688,29.873703068066277,-17.797251677355465,1.678557094637057,-41.493834511994464,16.63213357583125,33.5724289963135,24.649857859258976,-12.769120542537731,170.0,10.0,190.0,42.857142857142854,29.792814369273728,10.000000000000014
4.0,TB-A,32,7.901234567901234,68.75,14.196541609602855,4.006177232672169,454.28933150729137,17.649175669981034,27.518542896974985,-15.111861222615834,1.8209896512146224,-49.443292404839895,11.199697182175319,22.22102448169998,18.176555942056876,-14.64576065167592,147.5,25.0,210.0,40.625,41.80920461277643,38.09472581840166
4.0,TB-B,32,7.901234567901234,93.75,34.44490763405962,18.854238839211106,1102.2370442899078,29.247616512414805,38.799078615862335,-30.86765709298113,1.2569492559474071,-35.429346849828335,20.68295872283207,inf,31.979994752940122,-11.706122113167337,200.0,20.0,210.0,40.625,22.846950616644158,0.032120966764431144
4.0,TB-C-2.5%,32,7.901234567901234,93.75,33.25496730267173,17.74411298260553,1064.1589536854954,28.118621645659456,37.59043895061841,-31.777107416528636,1.1829408655070353,-36.739107603221555,20.42113087489708,inf,30.18524543734869,-11.806450268327017,200.0,15.0,210.0,40.625,23.472575480163517,2.4999999999999964
4.0,TB-C-5%,32,7.901234567901234,93.75,32.04036342358491,16.685319669651776,1025.291629554717,27.012765996496384,36.355264995200514,-32.68316015064929,1.1123546446434516,-38.038588917660945,20.201487996120576,inf,28.661364439614328,-11.948150018515843,200.0,20.0,210.0,40.625,24.14751951282888,5.000000000000009
4.0,TB-C-7.5%,32,7.901234567901234,93.75,30.836121149205805,15.688582911420378,986.7558767745858,25.182664450882683,35.13114341813752,-33.589212884769935,1.0459055274280251,-39.338070232100335,19.969541725831085,inf,26.67234408457607,-11.78150804161764,200.0,15.0,210.0,40.625,24.856150421510794,7.500000000000001
4.0,TB-C-10%,32,7.901234567901234,93.75,29.615404993821443,14.736565624288199,947.6929598022862,23.791311007233183,33.88944970133557,-34.495265618890585,0.98243770828588,-40.637551546539726,19.64519819354865,inf,25.510895995482255,-12.247532900590175,200.0,15.0,210.0,40.625,25.61822490963695,10.000000000000014
