threshold,model,n_trades,coverage_pct,win_rate_pct,expectancy_pips,profit_factor,net_pips,median_trade_pips,avg_win_pips,avg_loss_pips,payoff_ratio,max_dd_pips,sharpe_ann,sortino_ann,mfe_median_pips,mae_median_pips,time_to_mfe_median_min,time_to_mae_median_min,median_convergence_min,failure_rate_pct,cost_share_of_gross_edge_pct,median_residual_pct
1.5,TB-A,1341,331.1111111111111,67.48695003728561,4.223261200217354,1.8740239354696837,5663.393269491471,5.840165037591934,13.417757807377713,-14.861645748131558,0.9028446805135714,-381.7426550674163,4.60515261443363,7.075975707384843,7.009353547903029,-17.711876750599384,105.0,45.0,140.0,27.14392244593587,70.71909645404112,37.001405839030056
1.5,TB-B,1341,331.1111111111111,78.15063385533185,10.364624460235659,5.267610912487683,13898.961401176019,9.26239742973717,16.370047437257963,-11.115523252799743,1.4727194631287128,-61.51126107148593,11.597401882479518,27.397090735566437,10.615138829859461,-17.045337598308773,125.0,35.0,140.0,27.14392244593587,49.599738715010375,0.014320957653612965
1.5,TB-C-2.5%,1341,331.1111111111111,78.29977628635348,9.927809521845008,4.99966446353501,13313.192568794155,9.09786680750518,15.84930469120252,-11.438410161403745,1.3856212941797028,-62.750454590599475,11.325087314890158,26.136213547145804,10.317598724393715,-17.053277206482857,125.0,40.0,140.0,27.14392244593587,50.67615524148215,2.4999999999999964
1.5,TB-C-5%,1341,331.1111111111111,77.9269202087994,9.489673953426824,4.714562027120441,12725.65277154537,8.87307413459964,15.456014543761647,-11.573927117180911,1.335416612466651,-65.74792996461292,11.005119233322475,25.063719181153576,10.25781559061485,-17.071068879185205,125.0,35.0,140.0,27.14392244593587,51.80380347651605,5.00000000000001
1.5,TB-C-7.5%,1341,331.1111111111111,77.9269202087994,9.052285306079963,4.434335622267588,12139.11459545323,8.829499423053981,14.998801128828974,-11.941326297881915,1.2560414776949338,-68.9714537162672,10.647594386580336,23.844153231132953,10.01130052502894,-17.03511947331034,125.0,40.0,140.0,27.14392244593587,52.980723263948256,7.500000000000001
1.5,TB-C-10%,1341,331.1111111111111,77.25577926920208,8.622994903886271,4.16336676506096,11563.436166111489,8.654290498923128,14.690016222486872,-11.984985706180042,1.2257016055440086,-72.51851617587636,10.255495145683991,22.529291229505894,9.608779865158567,-17.057552960965406,125.0,40.0,140.0,27.14392244593587,54.18903873736941,10.000000000000014
1.75,TB-A,1054,260.2469135802469,69.73434535104364,5.767019038774246,2.233144180801251,6078.438066868056,7.003354691707978,14.9764045489752,-15.452098045858047,0.9692149573817674,-158.38065021014245,5.627869907923605,7.8332338155219,8.734227732963246,-17.226751760102594,110.0,45.0,150.0,27.893738140417458,63.8816799505929,36.766971925393285
1.75,TB-B,1054,260.2469135802469,81.11954459203035,12.749575424355243,6.817384539757034,13438.052497270426,12.074806863549142,18.41875358151629,-11.607948818723633,1.5867362846919884,-64.36358393133014,12.9301647806085,29.055217186017195,13.223128122621052,-16.32024238264849,130.0,30.0,150.0,27.893738140417458,44.445266683126725,0.015817634664710978
1.75,TB-C-2.5%,1054,260.2469135802469,81.11954459203035,12.256278996605197,6.452538300994277,12918.118062421878,11.9937785314455,17.8798965130137,-11.905494754798173,1.5018188560208903,-66.16373342293446,12.667381006433937,27.502309522148426,12.802877349164255,-16.235242385359513,132.5,30.0,150.0,27.893738140417458,45.42159456400579,2.4999999999999964
1.75,TB-C-5%,1054,260.2469135802469,80.55028462998102,11.759721283043506,6.080967977447235,12394.746232327856,11.486302338186603,17.47254661899352,-11.899735839988494,1.468313822587377,-68.0072445383139,12.355904902233515,25.92068299159442,12.371194130541298,-16.210272350773664,130.0,30.0,150.0,27.893738140417458,46.44867695964824,5.00000000000001
1.75,TB-C-7.5%,1054,260.2469135802469,79.69639468690703,11.266658043357642,5.704641286325791,11875.057577698955,11.099610575726953,17.141872606519414,-11.79493183073529,1.453325280087761,-69.85075565369152,12.002880865713536,24.431039013057465,12.171486251066845,-16.265702511117038,130.0,30.0,150.0,27.893738140417458,47.51554703763566,7.500000000000001
1.75,TB-C-10%,1054,260.2469135802469,78.4629981024668,10.78683858470242,5.33708914084084,11369.32786827635,10.599437173573163,16.917469003531448,-11.548101311207738,1.4649567532900492,-71.69426676907096,11.607900874486436,22.998486837992072,11.738383481276317,-16.202697034007414,130.0,35.0,150.0,27.893738140417458,48.60188903075146,10.000000000000014
2.0,TB-A,787,194.320987654321,69.6315120711563,6.414215653091158,2.2986009914235908,5047.987718982741,8.51178545653966,16.30517974570818,-16.264647622030722,1.0024920382303615,-166.5980574093005,5.716020511672076,7.7130330835874465,9.941292328524025,-16.94036425420253,115.0,45.0,160.0,29.60609911054638,61.393208159677634,36.13289875307732
2.0,TB-B,787,194.320987654321,83.2274459974587,14.35812641535496,8.193107876120697,11299.845488884353,13.709031459343795,19.650033933531045,-11.900960133170301,1.6511301368670719,-51.70813356826693,13.222833548123447,28.540076951104876,14.749283509501502,-16.21526969698346,140.0,30.0,160.0,29.60609911054638,41.53411309757919,0.017370478404310497
2.0,TB-C-2.5%,787,194.320987654321,82.84625158831004,13.804789351744352,7.6751677258647115,10864.369219822805,13.416920827308239,19.159431257297364,-12.056147851370937,1.5891835015210678,-53.81723085517842,12.955520291615374,27.27121487498605,14.60800523539885,-16.098738045653093,140.0,30.0,160.0,29.60609911054638,42.49152054841422,2.4999999999999964
2.0,TB-C-5%,787,194.320987654321,82.33799237611181,13.253458678376038,7.160283635350477,10430.471979881942,12.829443927077374,18.709340210166367,-12.181154505797586,1.5359250390643768,-55.937098991140374,12.648795802890582,26.02780044490804,14.289263077634843,-16.09510802553137,140.0,35.0,160.0,29.60609911054638,43.49038723829822,5.00000000000001
2.0,TB-C-7.5%,787,194.320987654321,81.8297331639136,12.705197177307964,6.660531275074588,9998.990178541368,12.469122661163109,18.269301879655508,-12.352728894802663,1.4789689011423386,-58.056967127100506,12.30186659199114,24.79775425276698,13.840761121365343,-16.019931383163435,140.0,35.0,160.0,29.60609911054638,44.53137827647725,7.500000000000001
2.0,TB-C-10%,787,194.320987654321,80.6861499364676,12.16447941877603,6.175127869851691,9573.445302576736,12.009560671640436,17.989512936227126,-12.170364552154547,1.4781408444369402,-60.444388528681884,11.911642344989886,23.356179629668897,13.550800461377364,-16.118712936552317,140.0,35.0,160.0,29.60609911054638,45.608036784601474,10.000000000000014
2.25,TB-A,576,142.22222222222223,70.13888888888889,7.358474509589233,2.5679125719712976,4238.4813175233985,9.140498285504012,17.182537451420593,-15.716650074712334,1.0932697088590675,-132.86604517361394,6.141737039291579,8.097061340279126,10.451989838391267,-17.692386050482227,125.0,45.0,175.0,32.8125,58.091606958391864,36.028312210583216
2.25,TB-B,576,142.22222222222223,84.54861111111111,16.049456977986495,10.178502080609624,9244.48721932022,14.816364613589364,21.05067005336069,-11.316731423218394,1.860136930542621,-51.70813356826693,13.56223298700305,31.287947726388563,15.738110572274296,-15.564393762007814,155.0,35.0,175.0,32.8125,38.85794669411255,0.01904535292432119
2.25,TB-C-2.5%,576,142.22222222222223,84.02777777777779,15.451013444481703,9.504271631552497,8899.78374402146,14.68195086266167,20.550188447714604,-11.375081137743537,1.8065970869893173,-53.81723085517842,13.3020943505269,29.650006670059252,15.372254180888133,-15.688197178625929,155.0,32.5,175.0,32.8125,39.7645107553999,2.4999999999999964
2.25,TB-C-5%,576,142.22222222222223,83.50694444444444,14.855174096645035,8.84393631509838,8556.58027966754,14.274956180462619,20.05703353231998,-11.482661572403893,1.7467233886368945,-55.937098991139464,13.010107699678791,28.059559326665664,15.23644824309271,-15.771906566176712,155.0,32.5,175.0,32.8125,40.710154160795916,5.00000000000001
2.25,TB-C-7.5%,576,142.22222222222223,82.8125,14.262313694376884,8.187864302965611,8215.092687961085,13.704281992981915,19.618457392510955,-11.544560487541823,1.6993680628796553,-58.056967127100506,12.678443040876177,26.453256686523734,15.079271869165341,-15.771285116375662,155.0,35.0,175.0,32.8125,41.69679175663853,7.500000000000001
2.25,TB-C-10%,576,142.22222222222223,82.29166666666666,13.680346490446958,7.546102372949823,7879.879578497448,13.434435466905589,19.163778333328512,-11.801483838237903,1.6238448144322404,-60.17683526306155,12.302284655870949,24.854630900793133,14.37334717664676,-16.109682985623422,155.0,35.0,175.0,32.8125,42.71294808925987,10.000000000000014
2.5,TB-A,405,100.0,70.61728395061728,8.740298448073808,2.8734227340195813,3539.820871469892,10.591712295674004,18.983618163097756,-15.878100194756865,1.19558498373542,-132.96268678784645,6.9275595432452155,10.262494198799342,11.861357445223614,-17.600799048012,135.0,40.0,195.0,34.074074074074076,53.85342806484298,34.83805407003355
