entry_z,model,result,best_pnl,final_pnl,giveback,capture_ratio,conv_min,speed,prev_profitable_loser
2.5,TB-C-10%,TP_HIT,26.25728470343301,26.22605954516199,0.031225158271020348,0.9988108001789333,130.0,early,False
2.5,TB-B,TP_HIT,34.784077861868184,32.1906785728397,2.5933992890284827,0.9254429196218112,285.0,slow,False
2.5,TB-C-2.5%,TP_HIT,34.3507748346739,31.703483894992512,2.647290939681387,0.9229335887640825,285.0,slow,False
2.5,TB-C-5%,TP_HIT,33.994218928010156,31.26317360427795,2.731045323732207,0.9196614774554531,285.0,slow,False
2.5,TB-C-10%,TP_HIT,33.281107114682655,30.38255302284878,2.8985540918338764,0.9129069209793469,285.0,slow,False
2.5,TB-B,TP_HIT,66.1365890926267,66.65095229921039,-0.5143632065836812,1.0077772865767736,330.0,slow,False
2.5,TB-C-2.5%,TP_HIT,63.398858099998534,63.90674677819338,-0.5078886781948455,1.008011006718666,330.0,slow,False
2.5,TB-C-5%,TP_HIT,60.34947331919875,60.84992519620269,-0.5004518770039397,1.008292564118281,330.0,slow,False
2.5,TB-C-10%,TP_HIT,54.16938216539508,54.65469361870076,-0.4853114533056839,1.0089591469185284,330.0,slow,False
2.5,TB-B,TP_HIT,8.567525396358114,8.500100717325612,0.06742467903250215,0.9921302037737567,195.0,early,False
2.5,TB-C-2.5%,TP_HIT,10.296668191067862,10.226994807223143,0.06967338384471944,0.9932334049663599,195.0,early,False
2.5,TB-C-5%,TP_HIT,11.99308451390932,11.921137417091046,0.07194709681827405,0.9940009514037168,195.0,early,False
2.5,TB-C-10%,TP_HIT,15.385917159592193,15.309422636826845,0.07649452276534774,0.9950282767044759,195.0,early,False
2.5,TB-B,TIMEOUT,20.300226702612623,12.444661737671783,7.8555649649408394,0.613030677931797,125.0,early,False
2.5,TB-C-2.5%,TIMEOUT,19.291687721574792,11.395029907236005,7.896657814338788,0.5906704520461635,125.0,early,False
2.5,TB-C-5%,TIMEOUT,18.431656235688912,10.48050752186635,7.951148713822562,0.5686145286050375,125.0,early,False
2.5,TB-C-10%,TIMEOUT,16.711593263917255,8.65146275112718,8.060130512790074,0.5176922759248179,125.0,early,False
2.5,TB-B,TP_HIT,12.863025067438485,12.868145552587468,-0.005120485148982112,1.0003980778333352,30.0,early,False
2.5,TB-C-2.5%,TP_HIT,14.915947008178538,14.92199071558731,-0.006043707408771581,1.0004051842907096,30.0,early,False
2.5,TB-C-5%,TP_HIT,16.86058462473401,16.8677767161597,-0.007192091425689995,1.0004265623989774,30.0,early,False
2.5,TB-C-10%,TP_HIT,17.35342521953955,17.361000561161642,-0.00757534162209339,1.0004365329337728,30.0,early,False
2.5,TB-B,TP_HIT,60.614642594737134,60.55827576639793,0.056366828339207586,0.999070079011831,290.0,slow,False
2.5,TB-C-2.5%,TP_HIT,58.58269160410832,58.528208703991396,0.05448290011692336,0.9990699829825999,290.0,slow,False
