entry_z,model,result,best_pnl,final_pnl,giveback,capture_ratio,conv_min,speed,prev_profitable_loser
2.5,TB-C-10%,TP_HIT,6.529556822225697,6.522722879315683,0.006833942910013491,0.9989533833465157,205.0,slow,False
2.5,TB-B,TP_HIT,10.996113945226195,10.974244765415289,0.021869179810906303,0.9980111901422775,190.0,early,False
2.5,TB-C-2.5%,TP_HIT,10.751085019492908,10.729620597206878,0.02146442228603007,0.9980035110645007,190.0,early,False
2.5,TB-C-5%,TP_HIT,10.51876565085118,10.49769776850249,0.021067882348688727,0.9979971145809314,190.0,early,False
2.5,TB-C-10%,TP_HIT,10.05412691356769,10.033852111093694,0.02027480247399538,0.9979834347976416,190.0,early,False
2.5,TB-B,TP_HIT,29.251220001911182,29.235659757772044,0.015560244139138035,0.9994680480288302,120.0,early,False
2.5,TB-C-2.5%,TP_HIT,28.570729169947594,28.555720475036384,0.015008694911209375,0.9994746828188412,120.0,early,False
2.5,TB-C-5%,TP_HIT,27.908563290590056,27.894088116704697,0.014475173885358572,0.9994813357558165,120.0,early,False
2.5,TB-C-10%,TP_HIT,26.584231531874945,26.570823400041316,0.013408131833628545,0.9994956359066632,120.0,early,False
2.5,TB-B,TP_HIT,33.88238295690492,33.82578008158269,0.056602875322226964,0.9983294305068737,285.0,slow,False
2.5,TB-C-2.5%,TP_HIT,30.839626306890647,30.781420835049868,0.058205471840778955,0.9981126401707476,285.0,slow,False
2.5,TB-C-5%,TP_HIT,27.79990335543832,27.740059922433307,0.059843433005013935,0.9978473510414809,285.0,slow,False
2.5,TB-C-10%,TP_HIT,21.720457452533655,21.657338097200178,0.06311935533347679,0.9970940135367125,285.0,slow,False
2.5,TB-B,TIMEOUT,9.288986662626346,1.683057672965436,7.60592898966091,0.181188512169698,365.0,slow,False
2.5,TB-C-2.5%,TIMEOUT,8.174353254085169,0.5690524334197651,7.605300820665404,0.06961436773427655,365.0,slow,False
2.5,TB-C-5%,TIMEOUT,7.057020860143208,-0.5395641173699222,7.59658497751313,-0.07645777560574943,365.0,slow,True
2.5,TB-C-10%,TIMEOUT,4.8223560722593,-2.7567972189493073,7.579153291208607,-0.5716701914252742,365.0,slow,True
2.5,TB-B,TIMEOUT,7.695769972095434,-0.8424393334341929,8.538209305529627,-0.10946784226774521,290.0,slow,True
2.5,TB-C-2.5%,TIMEOUT,6.797564096460075,-1.60852570573401,8.406089802194085,-0.2366326647175967,290.0,slow,True
2.5,TB-C-5%,TIMEOUT,5.893440001448802,-2.4136935964834603,8.307133597932262,-0.4095559801898543,290.0,slow,True
2.5,TB-C-10%,TIMEOUT,4.186744018716205,-4.02402937798232,8.210773396698524,-0.9611357560895785,290.0,slow,True
2.5,TB-B,TIMEOUT,12.610834950564211,5.850823035583243,6.760011914980968,0.4639520744279883,440.0,slow,False
2.5,TB-C-2.5%,TIMEOUT,11.21433250492645,4.103897382575969,7.110435122350481,0.36595110594171604,440.0,slow,False
2.5,TB-C-5%,TIMEOUT,9.801353462941993,2.3064639246033565,7.4948895383386365,0.23532096187775314,440.0,slow,False
2.5,TB-C-10%,TIMEOUT,6.975395378973094,-1.288402991341922,8.263798370315016,-0.18470680461006334,440.0,slow,True
2.5,TB-B,TP_HIT,15.202496804137947,15.185059750714167,0.017437053423780213,0.9988530138405269,15.0,early,False
2.5,TB-C-2.5%,TP_HIT,15.28576118493012,15.268466086672746,0.01729509825737452,0.9988685484453057,15.0,early,False
2.5,TB-C-5%,TP_HIT,15.384125355158897,15.366964471752237,0.017160883406660332,0.9988845070479807,15.0,early,False
2.5,TB-C-10%,TP_HIT,15.580853695616469,15.563961241911226,0.016892453705242616,0.998915819759607,15.0,early,False
2.5,TB-B,TP_HIT,22.178892423531057,22.18169932273226,-0.002806899201203805,1.0001265572305236,240.0,slow,False
2.5,TB-C-2.5%,TP_HIT,21.33873535901762,21.34153795748768,-0.0028025984700619233,1.0001313385457435,240.0,slow,False
2.5,TB-C-5%,TP_HIT,20.497868345387687,20.50065881260617,-0.0027904672184817514,1.0001361345078164,240.0,slow,False
2.5,TB-C-10%,TP_HIT,18.816134318127855,18.818900522843162,-0.0027662047153071967,1.0001470123814242,240.0,slow,False
2.5,TB-B,TP_HIT,11.547148714400969,11.549487285560812,-0.002338571159842928,1.0002025236894132,225.0,slow,False
2.5,TB-C-2.5%,TP_HIT,11.754213993923454,11.756882961945038,-0.0026689680215845613,1.000227064780594,225.0,slow,False
2.5,TB-C-5%,TP_HIT,11.963735925812145,11.966734531561386,-0.0029986057492408236,1.0002506412518493,225.0,slow,False
2.5,TB-C-10%,TP_HIT,12.382779789589524,12.386437670794084,-0.0036578812045604536,1.0002954006504772,225.0,slow,False
2.5,TB-B,TP_HIT,21.122927520630682,21.0720617148323,0.05086580579838085,0.9975919149583456,315.0,slow,False
2.5,TB-C-2.5%,TP_HIT,20.03392850448799,19.98397275276666,0.0499557517213276,0.9975064425476942,315.0,slow,False
2.5,TB-C-5%,TP_HIT,18.970375269896255,18.921304788612655,0.04907048128360003,0.9974133099326997,315.0,slow,False
2.5,TB-C-10%,TP_HIT,16.843268800712806,16.795968860304637,0.04729994040816976,0.997191760045641,315.0,slow,False
2.5,TB-B,TIMEOUT,2.3361749945837254,-10.903077096365063,13.239252090948789,-4.667063521201606,295.0,slow,True
2.5,TB-C-2.5%,TIMEOUT,2.1982560069120716,-11.815533655828634,14.013789662740706,-5.3749579751751115,295.0,slow,True
2.5,TB-C-5%,TIMEOUT,2.053582219101674,-12.74960668705846,14.803188906160134,-6.2084715033399975,295.0,slow,True
2.5,TB-C-10%,TIMEOUT,1.7642346434808616,-14.617752749518152,16.381987392999015,-8.285605774454755,295.0,slow,True
2.5,TB-B,TP_HIT,35.2360387136728,35.038926768866446,0.19711194480635186,0.9944059561743567,280.0,slow,False
2.5,TB-C-2.5%,TP_HIT,34.29773588275053,34.32112267568179,-0.023386792931262335,1.000681875707808,280.0,slow,False
2.5,TB-C-5%,TP_HIT,33.56107026655326,33.58403327928585,-0.02296301273258905,1.0006842157461073,280.0,slow,False
2.5,TB-C-10%,TP_HIT,32.765773182952444,32.78814259569967,-0.02236941274722426,1.000682706695866,280.0,slow,False
2.5,TB-B,TIMEOUT,-0.7558915548648528,-6.748884933210023,5.9929933783451705,,240.0,slow,False
2.5,TB-C-2.5%,TIMEOUT,-1.237181527559672,-6.653467085431982,5.41628555787231,,240.0,slow,False
2.5,TB-C-5%,TIMEOUT,-1.7311172229354987,-6.598870279976173,4.867753057040674,,240.0,slow,False
2.5,TB-C-10%,TIMEOUT,-2.718988613687122,-6.489676669064508,3.770688055377386,,240.0,slow,False
2.5,TB-B,TIMEOUT,12.060085144567804,0.48348990593796515,11.576595238629839,0.0400900905874402,190.0,early,False
2.5,TB-C-2.5%,TIMEOUT,11.784259484388997,0.446308457191412,11.337951027197585,0.03787327135681726,190.0,early,False
2.5,TB-C-5%,TIMEOUT,11.516261687721215,0.4104183837245863,11.105843303996629,0.03563816061614678,190.0,early,False
2.5,TB-C-10%,TIMEOUT,10.980266094385655,0.3386382367909331,10.641627857594722,0.030840622065077546,190.0,early,False
2.5,TB-B,TP_HIT,6.222956303986468,6.215037883445646,0.007918420540821813,0.9987275468195479,5.0,early,False
2.5,TB-C-2.5%,TP_HIT,6.793103456584646,6.78474527613912,0.008358180445526386,0.9987696079562244,5.0,early,False
2.5,TB-C-5%,TP_HIT,7.359484053947693,7.350685527383838,0.00879852656385438,0.9988044642125239,5.0,early,False
2.5,TB-C-10%,TP_HIT,8.49224524867379,8.482566029873272,0.009679218800517475,0.9988602285359071,5.0,early,False
2.5,TB-B,TP_HIT,18.378994517337826,18.33947584096663,0.03951867637119477,0.9978497911660013,5.0,early,False
2.5,TB-C-2.5%,TP_HIT,19.847084397670102,19.80558535644826,0.04149904122184367,0.997909061079686,5.0,early,False
2.5,TB-C-5%,TP_HIT,21.32076066024445,21.27727989723133,0.04348076301311821,0.997960637347513,5.0,early,False
2.5,TB-C-10%,TP_HIT,23.86640295394454,23.819766867078027,0.04663608686651344,0.9980459524228888,5.0,early,False
2.5,TB-B,TP_HIT,26.537825900626192,26.447090286145436,0.09073561448075651,0.9965808949527167,150.0,early,False
2.5,TB-C-2.5%,TP_HIT,25.355841947968255,25.267931575719697,0.08791037224855813,0.9965329342078659,150.0,early,False
2.5,TB-C-5%,TP_HIT,24.227758901410173,24.142594984087086,0.08516391732308648,0.9964848619441178,150.0,early,False
2.5,TB-C-10%,TP_HIT,21.971592808294073,21.89192180082191,0.07967100747216449,0.9963739084295204,150.0,early,False
2.5,TB-B,TIMEOUT,5.624199678443421,2.352555748946269,3.271643929497152,0.4182916474255361,505.0,slow,False
2.5,TB-C-2.5%,TIMEOUT,5.00937220162745,1.8395770184397904,3.1697951831876594,0.36722705848093035,505.0,slow,False
2.5,TB-C-5%,TIMEOUT,4.407083429070317,1.3414616383654057,3.0656217907049115,0.3043876205103722,505.0,slow,False
2.5,TB-C-10%,TIMEOUT,3.202505883956146,0.3452308782167748,2.857275005739371,0.1078002322950618,505.0,slow,False
2.5,TB-B,TP_HIT,25.63750541853207,25.75291335154436,-0.11540793301229257,1.0045015273962212,300.0,slow,False
2.5,TB-C-2.5%,TP_HIT,25.55429644772435,25.668095316924653,-0.11379886920030202,1.0044532186371515,300.0,slow,False
2.5,TB-C-5%,TP_HIT,25.392623889131922,25.504671284397308,-0.11204739526538532,1.004412596183624,300.0,slow,False
2.5,TB-C-10%,TP_HIT,25.069278771947214,25.177823219342745,-0.1085444473955306,1.00432977942377,300.0,slow,False
2.5,TB-B,TIMEOUT,6.8380625466408596,-4.753729112074364,11.591791658715223,-0.6951865502326523,410.0,slow,True
2.5,TB-C-2.5%,TIMEOUT,6.145665852138709,-5.890489774231595,12.036155626370304,-0.9584786931072226,410.0,slow,True
2.5,TB-C-5%,TIMEOUT,5.44871181900913,-7.028132144433176,12.476843963442306,-1.2898704093532458,410.0,slow,True
2.5,TB-C-10%,TIMEOUT,4.054803752749962,-9.303416884836343,13.358220637586305,-2.2944185346890786,410.0,slow,True
2.5,TB-B,TP_HIT,36.43876806855279,36.449909653915086,-0.011141585362295814,1.0003057618562003,150.0,early,False
2.5,TB-C-2.5%,TP_HIT,35.20781644065927,35.218609386979054,-0.010792946319782004,1.000306549721366,150.0,early,False
2.5,TB-C-5%,TP_HIT,33.96384479265018,33.974257453025544,-0.01041266037536559,1.0003065807313316,150.0,early,False
2.5,TB-C-10%,TP_HIT,31.475901496632016,31.485553585118556,-0.009652088486539867,1.000306650104607,150.0,early,False
2.5,TB-B,TP_HIT,9.813552907519849,9.804843806337804,0.008709101182045487,0.999112543513637,75.0,early,False
2.5,TB-C-2.5%,TP_HIT,9.191007065247305,9.182548464322014,0.008458600925290938,0.9990796872567671,75.0,early,False
2.5,TB-C-5%,TP_HIT,8.578025820498777,8.569812676908391,0.008213143590385386,0.9990425368537876,75.0,early,False
2.5,TB-C-10%,TP_HIT,7.352063331001727,7.344341102081149,0.007722228920577834,0.9989496514688584,75.0,early,False
2.5,TB-B,TP_HIT,2.945652806712591,2.94616682813556,-0.0005140214229690798,1.0001745017001995,60.0,early,False
2.5,TB-C-2.5%,TP_HIT,3.1515868911485843,3.1516776520245653,-9.0760875981033e-05,1.0000287984685543,60.0,early,False
2.5,TB-C-5%,TP_HIT,3.3520932780239683,3.351757540216214,0.0003357378077541995,0.9998998423433038,60.0,early,False
2.5,TB-C-10%,TP_HIT,3.753106051774745,3.7519173165995134,0.0011887351752317699,0.9996832662976124,60.0,early,False
2.5,TB-B,TP_HIT,28.615850272333734,28.592484395590123,0.023365876743611125,0.9991834638313648,95.0,early,False
2.5,TB-C-2.5%,TP_HIT,27.56018751611862,27.537495819334378,0.022691696784242765,0.9991766494051983,95.0,early,False
2.5,TB-C-5%,TP_HIT,26.52083971011557,26.49880514406487,0.02203456605069931,0.999169160317262,95.0,early,False
2.5,TB-C-10%,TP_HIT,24.442144098109477,24.42142379352588,0.020720304583598192,0.9991522714005601,95.0,early,False
2.5,TB-B,TIMEOUT,13.994029772974326,13.979025139936134,0.015004633038191884,0.9989277832560304,315.0,slow,False
2.5,TB-C-2.5%,TIMEOUT,12.837354002688876,12.822934887760162,0.014419114928713839,0.9988767845051485,315.0,slow,False
2.5,TB-C-5%,TIMEOUT,11.690249065206718,11.676407977653557,0.013841087553160492,0.9988160143144977,315.0,slow,False
2.5,TB-C-10%,TIMEOUT,9.396039190242409,9.383354157440348,0.012685032802060903,0.9986499595685772,315.0,slow,False
2.5,TB-B,TP_HIT,13.46288339080482,13.4803079116238,-0.017424520818980938,1.0012942636664952,95.0,early,False
2.5,TB-C-2.5%,TP_HIT,13.41200352810952,13.428509301349802,-0.016505773240282906,1.0012306717043198,95.0,early,False
2.5,TB-C-5%,TP_HIT,13.33097148961323,13.346533553794913,-0.015562064181683155,1.0011673615980508,95.0,early,False
2.5,TB-C-10%,TP_HIT,13.168907412620587,13.182582058685096,-0.013674646064508522,1.001038403994807,95.0,early,False
2.5,TB-B,TIMEOUT,7.633588509537567,7.659263761483171,-0.025675251945603605,1.0033634576861885,185.0,early,False
2.5,TB-C-2.5%,TIMEOUT,8.304349022789573,8.330277628367849,-0.02592860557827592,1.0031222923683867,185.0,early,False
2.5,TB-C-5%,TIMEOUT,8.929407030851618,8.955528944004516,-0.026121913152898912,1.0029253804942082,185.0,early,False
2.5,TB-C-10%,TIMEOUT,10.179523046975575,10.206031575277716,-0.026508528302141343,1.0026041031765254,185.0,early,False
2.5,TB-B,TIMEOUT,-3.328624231931986,-4.422100282067,1.0934760501350143,,180.0,early,False
2.5,TB-C-2.5%,TIMEOUT,-3.4140385159123854,-4.5712269988512695,1.157188482938884,,180.0,early,False
2.5,TB-C-5%,TIMEOUT,-3.4563230951679547,-4.667475903558141,1.2111528083901861,,180.0,early,False
2.5,TB-C-10%,TIMEOUT,-3.5408922536791643,-4.859973712971971,1.319081459292807,,180.0,early,False
2.5,TB-B,TP_HIT,31.816418554284613,23.409151577287336,8.407266976997278,0.7357569657737263,530.0,slow,False
2.5,TB-C-2.5%,TP_HIT,31.629802859102146,23.547798622303706,8.08200423679844,0.7444813591535657,530.0,slow,False
2.5,TB-C-5%,TP_HIT,31.436631033753475,23.711979509080297,7.7246515246731775,0.7542786465770067,530.0,slow,False
2.5,TB-C-10%,TP_HIT,31.05028738305614,24.04034128263348,7.00994610042266,0.7742389300960891,530.0,slow,False
2.5,TB-B,TP_HIT,14.738487520407293,14.763304134348363,-0.02481661394106993,1.0016837965162102,75.0,early,False
2.5,TB-C-2.5%,TP_HIT,14.602846019016805,14.62643506178102,-0.023589042764214696,1.0016153729713713,75.0,early,False
2.5,TB-C-5%,TP_HIT,14.443451679685314,14.465789112341952,-0.0223374326566379,1.0015465439392202,75.0,early,False
2.5,TB-C-10%,TP_HIT,14.124663001022302,14.144497213463794,-0.019834212441491417,1.0014042255337388,75.0,early,False
2.5,TB-B,TP_HIT,24.29407802529929,24.30267563282945,-0.008597607530163032,1.000353897255175,235.0,slow,False
2.5,TB-C-2.5%,TP_HIT,23.80826327553817,23.816512825718807,-0.008249550180636334,1.0003464994521087,235.0,slow,False
2.5,TB-C-5%,TP_HIT,23.314166978740854,23.32206105551457,-0.007894076773716563,1.000338595703673,235.0,slow,False
2.5,TB-C-10%,TP_HIT,22.32597438514622,22.333157515106098,-0.0071831299598770215,1.0003217386993266,235.0,slow,False
2.5,TB-B,TP_HIT,14.863935182654426,14.869425092830365,-0.005489910175938917,1.000369344329646,300.0,slow,False
2.5,TB-C-2.5%,TP_HIT,14.555155726226424,14.560415600257024,-0.005259874030599576,1.0003613753181027,300.0,slow,False
2.5,TB-C-5%,TP_HIT,14.24159869030969,14.246625866935819,-0.0050271766261289486,1.0003529924368357,300.0,slow,False
2.5,TB-C-10%,TP_HIT,13.614484618476222,13.619046400293417,-0.004561781817194799,1.0003350682706713,300.0,slow,False
2.5,TB-B,TP_HIT,12.534862028204717,12.526042826705346,0.008819201499370877,0.9992964261210433,205.0,slow,False
2.5,TB-C-2.5%,TP_HIT,12.67319017552903,12.664306749173793,0.008883426355236423,0.9992990378719014,205.0,slow,False
2.5,TB-C-5%,TP_HIT,12.81917640256296,12.810226118182076,0.008950284380883744,0.9993018050380292,205.0,slow,False
2.5,TB-C-10%,TP_HIT,13.111148856630816,13.102064856198648,0.009084000432167727,0.9993071545040407,205.0,slow,False
2.5,TB-B,TIMEOUT,7.361974546913036,-0.6144477713866845,7.97642231829972,-0.08346236019578876,150.0,early,True
2.5,TB-C-2.5%,TIMEOUT,7.518751200259782,-0.2933310414612009,7.812082241720983,-0.03901326611938775,150.0,early,True
2.5,TB-C-5%,TIMEOUT,7.669930588557651,0.021272242278822517,7.648658346278829,0.0027734595552347512,150.0,early,False
2.5,TB-C-10%,TIMEOUT,7.972289365153397,0.6504788097588694,7.321810555394528,0.0815924736252161,150.0,early,False
2.5,TB-B,TP_HIT,10.127081619951795,10.118958802901997,0.00812281704979867,0.999197911367299,210.0,slow,False
2.5,TB-C-2.5%,TP_HIT,9.625276021119195,9.617389724394329,0.007886296724866071,0.9991806679925269,210.0,slow,False
2.5,TB-C-5%,TP_HIT,9.13301511900152,9.125360663651318,0.007654455350202483,0.9991618917465408,210.0,slow,False
2.5,TB-C-10%,TP_HIT,8.148493314766153,8.141302542165285,0.0071907726008682005,0.9991175334723736,210.0,slow,False
2.5,TB-B,TP_HIT,29.427351059440607,29.39394111706501,0.03340994237559869,0.998864663614876,280.0,slow,False
2.5,TB-C-2.5%,TP_HIT,28.520396497662954,28.48798313790562,0.03241335975733506,0.9988635024846169,280.0,slow,False
2.5,TB-C-5%,TP_HIT,27.640281122480037,27.60883947780582,0.03144164467421717,0.9988624701559694,280.0,slow,False
2.5,TB-C-10%,TP_HIT,25.880050372114187,25.850552157606213,0.029498214507974296,0.9988601948572805,280.0,slow,False
2.5,TB-B,TP_HIT,4.783733789342424,4.781856107028794,0.001877682313629947,0.9996074860357378,220.0,slow,False
2.5,TB-C-2.5%,TP_HIT,5.056252478437425,5.054066647860569,0.0021858305768560626,0.999567697502018,220.0,slow,False
2.5,TB-C-5%,TP_HIT,5.32580271130986,5.323307916806488,0.0024947945033719776,0.9995315646037594,220.0,slow,False
2.5,TB-C-10%,TP_HIT,5.864903177054725,5.861790454698326,0.0031127223563984785,0.9994692627887573,220.0,slow,False
2.5,TB-B,TP_HIT,21.067141916212783,21.018939912093416,0.048202004119367814,0.9977119818003279,170.0,early,False
2.5,TB-C-2.5%,TP_HIT,20.201766589558176,20.155072764477868,0.046693825080307505,0.9976886266419669,170.0,early,False
2.5,TB-C-5%,TP_HIT,19.37434813323686,19.329123848500487,0.04522428473637419,0.9976657648337189,170.0,early,False
2.5,TB-C-10%,TP_HIT,17.719511220594267,17.67722601654574,0.042285204048525316,0.9976136359788875,170.0,early,False
2.5,TB-B,TIMEOUT,0.6648923733074845,-3.668393626304127,4.333285999611611,-5.517274334274323,355.0,slow,True
2.5,TB-C-2.5%,TIMEOUT,-0.5596906978983771,-4.809926521963716,4.250235824065339,,355.0,slow,False
2.5,TB-C-5%,TIMEOUT,-1.7798885117905847,-5.946113499200015,4.16622498740943,,355.0,slow,False
2.5,TB-C-10%,TIMEOUT,-4.220284139574993,-8.218487453672598,3.998203314097605,,355.0,slow,False
2.5,TB-B,TIMEOUT,4.236843799706486,3.8828995028433884,0.3539442968630979,0.9164603857032403,245.0,slow,False
2.5,TB-C-2.5%,TIMEOUT,3.545359226950037,3.5082521502980164,0.03710707665202051,0.989533620071571,245.0,slow,False
2.5,TB-C-5%,TIMEOUT,3.185929092473266,3.168168919359836,0.017760173113430255,0.9944254336496727,245.0,slow,False
2.5,TB-C-10%,TIMEOUT,2.5051821282091566,2.488002457483459,0.017179670725697704,0.9931423466053629,245.0,slow,False
2.5,TB-B,TP_HIT,11.446027138251882,11.447104624310928,-0.0010774860590458957,1.0000941362488514,185.0,early,False
2.5,TB-C-2.5%,TP_HIT,11.172563678402831,11.173555780357493,-0.000992101954661706,1.0000887980577438,185.0,early,False
2.5,TB-C-5%,TP_HIT,10.897581679176614,10.898487007993651,-0.0009053288170370877,1.0000830761212616,185.0,early,False
2.5,TB-C-10%,TP_HIT,10.34761768072418,10.34834946326598,-0.0007317825417985091,1.0000707199052359,185.0,early,False
2.5,TB-B,TP_HIT,22.236935039397007,22.135902857650922,0.10103218174608486,0.9954565599275671,270.0,slow,False
2.5,TB-C-2.5%,TP_HIT,21.723481602626357,21.62411696772237,0.0993646349039885,0.9954259341701481,270.0,slow,False
2.5,TB-C-5%,TP_HIT,21.287370766157284,21.189551109042217,0.09781965711506757,0.9954048032427479,270.0,slow,False
2.5,TB-C-10%,TP_HIT,20.415149093219178,20.320419391682,0.09472970153717597,0.9953598329796847,270.0,slow,False
2.5,TB-B,TP_HIT,23.972505101187576,24.01548854672996,-0.04298344554238298,1.0017930310312146,320.0,slow,False
2.5,TB-C-2.5%,TP_HIT,23.445879033718274,23.488059004315357,-0.04217997059708267,1.0017990355804711,320.0,slow,False
2.5,TB-C-5%,TP_HIT,22.893755352563776,22.93510943309226,-0.041354080528485326,1.0018063476215078,320.0,slow,False
2.5,TB-C-10%,TP_HIT,21.78950799025478,21.82921029064607,-0.039702300391290635,1.0018220833810956,320.0,slow,False
2.5,TB-B,TP_HIT,18.610766330964225,18.54643531522475,0.06433101573947653,0.9965433440732399,135.0,early,False
2.5,TB-C-2.5%,TP_HIT,18.672508736237454,18.609060618289966,0.0634481179474875,0.9966020571288123,135.0,early,False
2.5,TB-C-5%,TP_HIT,18.80787615014754,18.74520636201788,0.06266978812966073,0.9966678965966517,135.0,early,False
2.5,TB-C-10%,TP_HIT,19.078610977967752,19.01749784947376,0.061113128493992974,0.9967967726495096,135.0,early,False
2.5,TB-B,TIMEOUT,4.113395016417499,-0.2750593406994497,4.388454357116949,-0.06686917731013556,125.0,early,True
2.5,TB-C-2.5%,TIMEOUT,3.623422188089638,-0.3494954966289434,3.972917684718581,-0.09645453344568895,125.0,early,True
2.5,TB-C-5%,TIMEOUT,3.097394502831568,-0.4375667107541297,3.5349612135856976,-0.14126928628371882,125.0,early,True
2.5,TB-C-10%,TIMEOUT,2.0453391323153927,-0.6137091390045164,2.659048271319909,-0.3000525092920786,125.0,early,True
2.5,TB-B,TP_HIT,5.494967179636955,3.504367957443046,1.990599222193909,0.637741380954813,100.0,early,False
2.5,TB-C-2.5%,TP_HIT,5.556636452877342,4.247107815578683,1.3095286372986585,0.7643306974634705,100.0,early,False
2.5,TB-C-5%,TP_HIT,5.612740365774123,4.997080178980948,0.6156601867931748,0.890310232315857,100.0,early,False
2.5,TB-C-10%,TP_HIT,6.484247798539574,6.497024905785484,-0.012777107245909747,1.0019704841090107,100.0,early,False
2.5,TB-B,TP_HIT,11.084908565897177,11.084568790793334,0.00033977510384275433,0.9999693479561133,55.0,early,False
2.5,TB-C-2.5%,TP_HIT,11.335618773582308,11.33482208467301,0.0007966889092969609,0.9999297180925708,55.0,early,False
2.5,TB-C-5%,TP_HIT,11.211341042587826,11.210060983400172,0.0012800591876533929,0.9998858246143087,55.0,early,False
2.5,TB-C-10%,TP_HIT,10.807317486026154,10.805060983400018,0.002256502626135415,0.999791206038959,55.0,early,False
2.5,TB-B,TP_HIT,18.81431912884316,18.81885439374397,-0.004535264900809466,1.0002410538946296,80.0,early,False
2.5,TB-C-2.5%,TP_HIT,19.180259457836325,19.185555641777203,-0.005296183940878052,1.0002761268142655,80.0,early,False
2.5,TB-C-5%,TP_HIT,19.55738652491907,19.563439243766563,-0.0060527188474921445,1.0003094850551622,80.0,early,False
2.5,TB-C-10%,TP_HIT,20.311640659084564,20.319206447745287,-0.007565788660723882,1.0003724853539755,80.0,early,False
2.5,TB-B,TP_HIT,27.434260621295206,27.332825498329374,0.10143512296583168,0.9963026113819486,330.0,slow,False
2.5,TB-C-2.5%,TP_HIT,25.50750257969965,25.407271893384912,0.1002306863147382,0.9960705409711688,330.0,slow,False
2.5,TB-C-5%,TP_HIT,23.6090638148595,23.509999126403006,0.09906468845649385,0.9958039552422175,330.0,slow,False
2.5,TB-C-10%,TP_HIT,19.812186285179248,19.715453592439218,0.09673269274003005,0.9951175154852854,330.0,slow,False
2.5,TB-B,TP_HIT,3.2492543373738982,3.2549510643618333,-0.005696726987935108,1.0017532413275285,100.0,early,False
2.5,TB-C-2.5%,TP_HIT,3.7355435364999536,3.741508089444963,-0.005964552945009416,1.0015967028323267,100.0,early,False
2.5,TB-C-5%,TP_HIT,4.220585752504995,4.226817998466096,-0.006232245961101057,1.001476630573707,100.0,early,False
2.5,TB-C-10%,TP_HIT,5.190670184515074,5.1974378165083515,-0.006767631993277234,1.0013038069753433,100.0,early,False
2.5,TB-B,TP_HIT,11.958375883853975,11.949499238945926,0.008876644908049514,0.9992577048092263,120.0,early,False
2.5,TB-C-2.5%,TP_HIT,11.610754521533522,11.602052456638411,0.00870206489511105,0.9992505168480678,120.0,early,False
2.5,TB-C-5%,TP_HIT,11.270205088079912,11.261674002192631,0.00853108588728091,0.9992430407591869,120.0,early,False
2.5,TB-C-10%,TP_HIT,10.589106221172692,10.580917093301064,0.008189127871627733,0.9992266459793128,120.0,early,False
2.5,TB-B,TP_HIT,16.736026814008536,16.745252722013895,-0.009225908005358718,1.000551260350374,380.0,slow,False
2.5,TB-C-2.5%,TP_HIT,16.175535390093717,16.1045174663016,0.07101792379211602,0.9956095472527229,380.0,slow,False
2.5,TB-C-5%,TP_HIT,15.824967317928039,15.457113536125572,0.36785378180246653,0.9767548472984379,380.0,slow,False
2.5,TB-C-10%,TP_HIT,15.123831173596678,14.162305675773503,0.9615254978231746,0.936423153182124,380.0,slow,False
2.5,TB-B,TP_HIT,9.62056227335794,9.625275488361371,-0.004713215003430804,1.0004899105550704,110.0,early,False
2.5,TB-C-2.5%,TP_HIT,9.289162072406615,9.293725513287399,-0.004563440880783531,1.0004912650726958,110.0,early,False
2.5,TB-C-5%,TP_HIT,8.95330078872593,8.957712442491523,-0.004411653765593826,1.0004927404841741,110.0,early,False
2.5,TB-C-10%,TP_HIT,8.281578221364573,8.285686300899776,-0.004108079535203757,1.0004960503210132,110.0,early,False
2.5,TB-B,TP_HIT,23.327488130482035,23.26804606297654,0.05944206750549341,0.9974518444860841,300.0,slow,False
2.5,TB-C-2.5%,TP_HIT,21.48988239974712,21.432536686085555,0.057345713661565156,0.9973315017460385,300.0,slow,False
2.5,TB-C-5%,TP_HIT,19.686994211536017,19.63170509970872,0.05528911182729601,0.9971915920107856,300.0,slow,False
2.5,TB-C-10%,TP_HIT,16.08121783511383,16.03004192695509,0.05117590815873996,0.9968176596646184,300.0,slow,False
2.5,TB-B,TIMEOUT,-6.1677734297678,-17.49060467497299,11.322831245205188,,155.0,early,False
2.5,TB-C-2.5%,TIMEOUT,-5.6779589402930695,-16.86273692419217,11.1847779838991,,155.0,early,False
2.5,TB-C-5%,TIMEOUT,-5.183819347295819,-16.23001011105874,11.046190763762919,,155.0,early,False
2.5,TB-C-10%,TIMEOUT,-4.195540161301312,-14.964556484791874,10.769016323490561,,155.0,early,False
2.5,TB-B,TP_HIT,14.194088488803683,14.144646992584011,0.04944149621967142,0.9965167544038723,155.0,early,False
2.5,TB-C-2.5%,TP_HIT,14.080098192052919,14.031506284142697,0.04859190791022172,0.9965488942443848,155.0,early,False
2.5,TB-C-5%,TP_HIT,14.01175540616931,13.963958964339895,0.04779644182941567,0.9965888327019774,155.0,early,False
2.5,TB-C-10%,TP_HIT,13.875069834402076,13.82886432473429,0.046205509667785805,0.996669889937907,155.0,early,False
2.5,TB-B,TP_HIT,2.0251674684371963,2.0052246357913415,0.019942832645854836,0.9901525019749381,250.0,slow,False
