entry_time,exit_time,direction,basis_at_signal,entry_z,terminal_basis,convergence,max_extension_after_entry,time_to_max_ext_min,weekday,vol_regime,hours_since_prior_exit,time_to_t25_min,time_to_t50_min,time_to_t75_min,time_to_t100_min,TB-A_basis_pnl,TB-A_rot_pnl,TB-A_cost_pnl,TB-A_pnl,TB-A_mfe,TB-A_mae,TB-B_basis_pnl,TB-B_rot_pnl,TB-B_cost_pnl,TB-B_pnl,TB-B_mfe,TB-B_mae,TB-C-2.5%_basis_pnl,TB-C-2.5%_rot_pnl,TB-C-2.5%_cost_pnl,TB-C-2.5%_pnl,TB-C-2.5%_mfe,TB-C-2.5%_mae,TB-C-5%_basis_pnl,TB-C-5%_rot_pnl,TB-C-5%_cost_pnl,TB-C-5%_pnl,TB-C-5%_mfe,TB-C-5%_mae,TB-C-7.5%_basis_pnl,TB-C-7.5%_rot_pnl,TB-C-7.5%_cost_pnl,TB-C-7.5%_pnl,TB-C-7.5%_mfe,TB-C-7.5%_mae,TB-C-10%_basis_pnl,TB-C-10%_rot_pnl,TB-C-10%_cost_pnl,TB-C-10%_pnl,TB-C-10%_mfe,TB-C-10%_mae
2022-09-14 15:20:00,2022-09-14 17:00:00,SHORT,0.0017057039115114,2.749357364525697,0.0007117585220538,0.0009939453894576,0.001172246960635448,20.0,Wednesday,MED,,5.0,5.0,10.0,35.0,11.213822172670929,1.196546222842854,-10.2,2.2103683955137825,7.078332716195099,-10.200000000000434,18.710605129368375,-2.313440702616756,-10.2,6.19716442675162,12.54602927423937,-10.200000000000726,18.22299742283775,-2.0414289500957152,-10.2,5.981568472742037,12.200978809461933,-10.200000000000706,17.723207668877624,-1.7369511927016903,-10.2,5.786256476175934,11.8535212367056,-10.200000000000687,17.22378802377216,-1.433101138418051,-10.2,5.59068688535411,11.506223608485328,-10.200000000000669,16.723719868270045,-1.127700428438321,-10.2,5.396019439831724,11.158754833763957,-10.20000000000065
2022-09-19 12:50:00,2022-09-19 17:00:00,SHORT,0.0025838529042175,2.5352587065069074,0.0020709056843396,0.0005129472198779003,0.004500460233277409,50.0,Monday,HIGH,115.83333333333333,5.0,5.0,235.0,240.0,6.475257812884293,-11.344729868904897,-10.2,-15.069472056020604,-4.7139149030160485,-43.4468161237057,9.582070731458089,17.397986056790884,-10.2,16.780056788248974,19.33915480906114,-31.333581580172346,9.336221780958683,15.140151893639091,-10.2,14.276373674597775,16.99747493085901,-32.39791978505767,9.080787370869531,12.78639862458581,-10.2,11.667185995455345,14.579657949030182,-33.45360798383635,8.826378322883984,10.441516964292434,-10.2,9.06789528717642,12.172655348905401,-34.501391400543156,8.570972380943482,8.088012228030856,-10.2,6.458984608974337,9.755134347082514,-35.5568742541991
2022-09-20 10:45:00,2022-09-20 12:40:00,SHORT,0.0044634254035696,2.5992123611320883,0.0010883659129057,0.0033750594906639,0.0042667698142045685,5.0,Tuesday,HIGH,17.75,25.0,45.0,65.0,115.0,37.80150942840196,2.7529274822528707,-10.2,30.35443691065483,30.35443691065728,-10.200000000000484,63.72826728409624,-3.001253136242789,-10.2,50.52701414785345,50.527014147857585,-10.200000000000818,62.149466415208266,-2.5976318043019604,-10.2,49.35183461090631,49.351834610910345,-10.200000000000799,60.467326177732986,-2.1865773039277667,-10.2,48.08074887380522,48.08074887380913,-10.200000000000776,58.7783307913999,-1.771081151690684,-10.2,46.80724963970921,46.80724963971302,-10.200000000000754,57.09483872785585,-1.3604139562499953,-10.2,45.534424771605856,45.534424771609565,-10.200000000000733
2022-09-21 09:55:00,2022-09-21 13:05:00,SHORT,0.0011490057360823,2.7221438968466227,-0.0004442428053686,0.0015932485414509,0.0019601371270437373,60.0,Wednesday,MED,21.25,10.0,185.0,190.0,190.0,14.023565617295729,18.74564512121097,-10.2,22.5692107385067,22.569210738507213,-28.345039185871144,30.11767229879532,-12.229910128287337,-10.2,7.687762170507984,7.687762170509082,-20.737429990197995,29.334250901311357,-10.723619105844433,-10.2,8.410631795466923,8.410631795467992,-21.11109535404721,28.53727004164167,-9.176764425948768,-10.2,9.160505615692902,9.160505615693943,-21.459381430361923,27.740931650605873,-7.631737757115101,-10.2,9.90919389349077,9.909193893491786,-21.80866355027304,26.943969690767982,-6.0848821229707095,-10.2,10.659087567797275,10.659087567798256,-22.15685866336586
2022-09-22 15:55:00,2022-09-22 17:00:00,SHORT,0.0027320834043775,2.7608189034498185,0.0023229447138263,0.00040913869055119985,0.002393827012469485,60.0,Thursday,HIGH,26.833333333333332,5.0,5.0,5.0,5.0,3.375724424202139,-1.9140207599228547,-10.2,-8.738296335720715,-1.6796966433311091,-10.577805229552675,7.739765408114669,0.5843316806409409,-10.2,-1.8759029112443883,12.01054575340494,-10.200000000001575,7.544059168561417,0.4770450697243331,-10.2,-2.178895761714248,11.395335994385245,-10.200000000001534,7.3390312896864405,0.37734461333822106,-10.2,-2.483624096975338,10.785551612540893,-10.200000000001493,7.134458214481859,0.27813734626021336,-10.2,-2.7874044392579265,10.177863968448868,-10.20000000000145,6.930880235671008,0.1789355423535985,-10.2,-3.0901842219753926,9.571827240491995,-10.20000000000141
2022-09-23 13:00:00,2022-09-23 15:00:00,LONG,-0.0025517286510205,-2.7883883381878523,-0.0003591972265926,-0.0021925314244279,0.0026636262990787918,25.0,Friday,MED,20.0,50.0,65.0,75.0,,14.742955169120018,32.46630777262418,-10.2,37.0092629417442,39.90002438285374,-10.200000000000122,41.28517108224116,-9.293919057073328,-10.2,21.791252025167836,21.791252025167623,-14.411334486290082,40.15395587485742,-7.888434559195273,-10.2,22.065521315662142,22.065521315661936,-14.030520681980729,39.06708006671817,-6.422405974297872,-10.2,22.444674092420296,22.44467409242009,-13.634561353499137,37.972531211740005,-4.951797104658745,-10.2,22.82073410708126,22.82073410708107,-13.237307083820241,36.88200576840712,-3.483135849292007,-10.2,23.198869919115115,23.198869919114923,-12.840613733840033
2022-09-26 15:00:00,2022-09-26 17:00:00,SHORT,0.0053218150371548,3.2463310067470235,0.0059222205588594,-0.0006004055217046006,0.006992744070601575,25.0,Monday,HIGH,72.0,10.0,10.0,10.0,10.0,-4.063617743230005,-24.39713380419077,-10.2,-38.66075154742077,-10.20000000000273,-46.59255296941424,-11.128749344083877,11.653711929030852,-10.2,-9.675037415053026,21.603329021261125,-29.80882533422921,-10.85880649853485,10.290072634130226,-10.2,-10.768733864404624,19.952762501659883,-30.444817126173053,-10.56628481766981,8.765723922340788,-10.2,-12.000560895329023,17.885951114404484,-31.151865712715637,-10.273628675862142,7.240552157843149,-10.2,-13.233076518018992,15.81745998610754,-31.859286151946886,-9.98205254040922,5.7212584165073,-10.2,-14.46079412390192,13.75809069657343,-32.564000397516665
2022-10-06 08:55:00,2022-10-06 14:50:00,SHORT,0.00505350522961,2.546358664105862,0.0001817690791299,0.0048717361504801,0.005878340073217275,25.0,Thursday,HIGH,231.91666666666666,50.0,110.0,120.0,,79.77469895727019,-2.7548437429754338,-10.2,66.81985521429475,66.81985521429368,-21.58968741706654,93.46220753972605,-2.0397004992153605,-10.2,81.22250704051069,84.45204364926352,-25.651789872073685,91.13797346486997,-1.6785014303929726,-10.2,79.259472034477,81.28979887038368,-25.409274949623484,87.91891219285246,-1.842792883673905,-10.2,75.87611930917855,76.73618426906027,-24.457551861287186,84.34033094761614,-2.243269498787762,-10.2,71.89706144882838,71.89706144882726,-23.197666876144247,80.78448452201384,-2.6423879179895633,-10.2,67.94209660402427,67.94209660402319,-21.944686867249388
2022-10-07 15:25:00,2022-10-07 15:30:00,SHORT,0.0057113071743104,5.79107704333378,5.223946838309179e-05,0.005659067705927308,5.223946838278648e-05,5.0,Friday,HIGH,24.583333333333332,5.0,5.0,5.0,5.0,54.46051270213962,8.534058678721705,-10.2,52.79457138086133,52.794571380864255,-10.200000000001852,109.4259232499944,-2.2549414162708015,-10.2,96.9709818337236,96.9709818337295,-10.200000000003723,106.76680774662489,-2.169352223132941,-10.2,94.39745552349194,94.39745552349771,-10.200000000003632,103.8731783444735,-1.9565873179733717,-10.2,91.71659102650013,91.71659102650572,-10.200000000003534,100.96194717853096,-1.7227773705809724,-10.2,89.03916980794999,89.03916980795545,-10.200000000003435,98.0781048581559,-1.5268376119646712,-10.2,86.35126724619121,86.35126724619651,-10.200000000003337
2022-10-11 09:05:00,2022-10-11 13:00:00,LONG,-0.004368717479756,-2.8147290677535284,-0.0013048256935895,-0.0030638917861665,0.006069675303949876,125.0,Tuesday,HIGH,89.58333333333333,160.0,165.0,235.0,,41.127867644309575,2.5442155967657083,-10.2,33.47208324107528,33.472083241074344,-38.76933946104754,59.544016972049015,-4.810204286879249,-10.2,44.533812685169764,44.5338126851684,-30.576893815879355,57.85973539287917,-4.122945731126415,-10.2,43.53678966175276,43.53678966175143,-31.328110637241956,56.273423534523594,-3.548016625399955,-10.2,42.525406909123646,42.52540690912235,-32.02593856429935,54.69325603979983,-2.9700148937216073,-10.2,41.52324114607822,41.52324114607697,-32.721773498984284,53.09435123262796,-2.392839998352523,-10.2,40.50151123427544,40.50151123427422,-33.42483057001655
