family,pair,hold_h,n,mae_p50,mae_p75,mae_p90,mae_p95,mfe_p50,mfe_p75,mfe_p90,mfe_p95,median_time_to_mfe_h,median_time_to_mae_h,mean_time_to_mfe_h,mean_time_to_mae_h
EUR_ACCUMULATION_JPY_WEAKNESS,CHFJPY,4,213,-4.717927030410962,0.0,0.0,0.0,9.016645337043272,20.805823783023314,36.46246557860523,43.667794504360174,4.0,2.0,2.9295774647887325,2.3145539906103285
EUR_ACCUMULATION_JPY_WEAKNESS,CHFJPY,6,213,-5.316192764697192,0.0,0.0,0.0,16.130523810993225,30.038719496756627,50.95777892660181,62.311903274256494,5.0,3.0,4.103286384976526,2.8450704225352115
EUR_ACCUMULATION_JPY_WEAKNESS,CHFJPY,8,213,-6.8524443065065554,0.0,0.0,0.0,18.271757486436613,32.768873713653335,58.61588128599851,72.88049587587489,5.0,3.0,4.873239436619718,3.380281690140845
EUR_ACCUMULATION_JPY_WEAKNESS,CHFJPY,12,213,-8.299111899061629,0.0,0.0,0.0,20.804754068635134,37.172164876464464,69.25960491615514,89.9014981896346,6.0,3.0,6.582159624413146,4.741784037558685
EUR_ACCUMULATION_JPY_WEAKNESS,EURJPY,4,213,-4.557712107464695,0.0,0.0,0.0,4.024406531746294,11.407033920542986,24.662027055425646,34.76007906069256,3.0,3.0,2.4976525821596245,2.4460093896713615
EUR_ACCUMULATION_JPY_WEAKNESS,EURJPY,6,213,-6.801249218799654,0.0,0.0,0.0,6.064243260919255,15.966253594603685,34.32540753960822,45.10472759703354,3.0,3.0,3.3708920187793425,3.4178403755868545
EUR_ACCUMULATION_JPY_WEAKNESS,EURJPY,8,213,-9.548643716437155,-1.2085860512023316,0.0,0.0,9.554661089534733,19.646930249557215,39.510087561446056,49.270439070944846,4.0,4.0,4.39906103286385,4.211267605633803
EUR_ACCUMULATION_JPY_WEAKNESS,EURJPY,12,213,-11.690389992313754,-2.1204410596897816,0.0,0.0,11.147030470928243,28.99279114873643,45.04738164336963,59.213602192030905,6.0,5.0,6.333333333333333,5.661971830985915
EUR_ACCUMULATION_JPY_WEAKNESS,GBPJPY,4,213,-3.4476994783361192,0.0,0.0,0.0,12.105585794239815,23.449275904328104,49.42663566182049,73.60369674541012,4.0,2.0,3.112676056338028,2.140845070422535
EUR_ACCUMULATION_JPY_WEAKNESS,GBPJPY,6,213,-4.893122601208333,0.0,0.0,0.0,18.491028964380263,37.18186712116989,62.13281021254425,89.83675657642796,5.0,2.0,4.291079812206573,2.5868544600938965
EUR_ACCUMULATION_JPY_WEAKNESS,GBPJPY,8,213,-5.079311439244449,0.0,0.0,0.0,21.9572986952965,40.752819600697876,71.99726676378405,110.3486242431959,5.0,2.0,5.23943661971831,3.0187793427230045
EUR_ACCUMULATION_JPY_WEAKNESS,GBPJPY,12,213,-6.395365956262111,0.0,0.0,0.0,28.534383590859136,49.586381456219186,89.17528721342909,117.94705881408152,7.0,3.0,6.830985915492958,4.150234741784038
EUR_ACCUMULATION_JPY_WEAKNESS,USDJPY,4,213,-5.0767948713659194,0.0,0.0,0.0,7.998599019085617,21.14966126435469,46.29681525043772,58.93073336212492,3.0,2.0,2.807511737089202,2.276995305164319
EUR_ACCUMULATION_JPY_WEAKNESS,USDJPY,6,213,-6.407467954243629,0.0,0.0,0.0,13.607168540525905,34.44934259564825,60.03798551764563,81.76184628583447,5.0,3.0,4.070422535211268,2.84037558685446
EUR_ACCUMULATION_JPY_WEAKNESS,USDJPY,8,213,-8.173920377059218,0.0,0.0,0.0,14.76364067212188,39.40710895611765,64.65495437216619,94.18597929972863,5.0,3.0,4.948356807511737,3.431924882629108
EUR_ACCUMULATION_JPY_WEAKNESS,USDJPY,12,213,-8.910989335282338,-0.7251655523177192,0.0,0.0,21.692348947599527,47.3200330918111,88.57541024185528,113.63053545097473,7.0,3.0,6.92018779342723,5.032863849765258
EUR_LIQUIDATION_JPY_STRENGTH,CHFJPY,4,251,-5.33788845811678,-0.0,0.0,-0.0,8.30234826224796,21.37201889393925,39.37825036341991,56.575227962381014,2.0,3.0,2.402390438247012,2.8366533864541834
EUR_LIQUIDATION_JPY_STRENGTH,CHFJPY,6,251,-7.697152433765453,-0.0,0.0,-0.0,15.74431090683781,33.21134502426215,56.57525318201628,78.4635375234588,3.0,4.0,2.9641434262948207,3.8764940239043826
EUR_LIQUIDATION_JPY_STRENGTH,CHFJPY,8,251,-8.01327278210806,-0.0,0.0,-0.0,17.601506539151046,38.388833814186896,59.466703729427195,91.69781630981255,3.0,5.0,3.693227091633466,4.760956175298805
EUR_LIQUIDATION_JPY_STRENGTH,CHFJPY,12,251,-10.471174517929782,-0.9484343220611535,0.0,-0.0,21.196343484763958,45.383424588147925,66.93382960746064,106.50823153800282,4.0,6.0,5.051792828685259,6.3585657370517925
EUR_LIQUIDATION_JPY_STRENGTH,EURJPY,4,251,-5.399894039177511,-0.0,0.0,-0.0,4.230338950019785,13.302791133020797,28.053998985511086,41.52842283430491,3.0,2.0,2.462151394422311,2.2908366533864544
EUR_LIQUIDATION_JPY_STRENGTH,EURJPY,6,251,-7.330654254475988,-0.0,0.0,-0.0,6.999990652811761,18.661103268193813,39.77185356685453,51.08418824113503,3.0,3.0,3.414342629482072,3.2270916334661353
EUR_LIQUIDATION_JPY_STRENGTH,EURJPY,8,251,-9.554673844469619,-0.061093326166883344,0.0,-0.0,10.098460843046553,24.49098749459644,45.08708312347842,56.668851173475865,4.0,4.0,4.254980079681275,4.147410358565737
EUR_LIQUIDATION_JPY_STRENGTH,EURJPY,12,251,-12.700510997616377,-1.835208618841122,0.0,-0.0,12.514652350699151,30.796172387854703,50.856922876922894,71.32528416608608,6.0,5.0,6.047808764940239,5.573705179282869
EUR_LIQUIDATION_JPY_STRENGTH,GBPJPY,4,251,-4.006245405925313,-0.0,0.0,-0.0,11.840862179655076,27.059914545670694,52.35395643000018,70.36830721188548,2.0,4.0,2.1195219123505975,3.103585657370518
EUR_LIQUIDATION_JPY_STRENGTH,GBPJPY,6,251,-6.115564301261145,-0.0,0.0,-0.0,20.565862053754103,44.497095212649995,73.56302390355118,99.42758466045643,2.0,5.0,2.6693227091633465,4.302788844621514
EUR_LIQUIDATION_JPY_STRENGTH,GBPJPY,8,251,-7.843410200401024,-0.0,0.0,-0.0,23.277912425543335,48.21838023154612,85.70226108809642,109.71111649042965,3.0,5.0,3.3426294820717133,5.195219123505976
EUR_LIQUIDATION_JPY_STRENGTH,GBPJPY,12,251,-9.155234163324977,-0.15747273974575648,0.0,-0.0,26.30474190587151,57.60149147851834,95.89984606684254,147.3937061711128,3.0,7.0,4.916334661354582,6.836653386454183
EUR_LIQUIDATION_JPY_STRENGTH,USDJPY,4,251,-4.211694533911015,-0.0,0.0,-0.0,8.470183767288475,27.067132086591172,48.25107623481095,64.08295428219634,2.0,4.0,2.2948207171314743,2.8844621513944224
EUR_LIQUIDATION_JPY_STRENGTH,USDJPY,6,251,-6.736853483859662,-0.0,0.0,-0.0,16.016686924551493,37.79850061808698,68.49957939040863,109.13555796141506,3.0,4.0,3.00796812749004,3.952191235059761
EUR_LIQUIDATION_JPY_STRENGTH,USDJPY,8,251,-7.908047021460973,-0.0,0.0,-0.0,19.999091674938185,47.14867417768165,74.35582680435537,114.36749167472726,3.0,5.0,3.737051792828685,4.669322709163347
EUR_LIQUIDATION_JPY_STRENGTH,USDJPY,12,251,-11.055905404271371,-0.06648228911831922,0.0,-0.0,24.71072453483103,56.91863790222129,87.67060568983354,133.45093617346038,4.0,5.0,5.055776892430279,6.1673306772908365
JPY_LIQUIDATION_CHF_STRENGTH,CHFJPY,24,210,-14.723534904148572,-3.502751363084755,0.0,0.0,25.078815763599493,54.00260812780999,84.34827384107723,98.15608862232709,11.0,6.5,11.547619047619047,9.790476190476191
JPY_LIQUIDATION_CHF_STRENGTH,CHFJPY,36,211,-18.151622361450848,-4.011539178989665,0.0,0.0,29.046254871358812,65.04513698739612,93.74073760978874,120.4749212175571,14.0,7.0,16.459715639810426,12.687203791469194
JPY_LIQUIDATION_CHF_STRENGTH,CHFJPY,48,211,-21.94249991845254,-4.835985249616037,0.0,0.0,35.19970393588423,75.93326479593543,100.1603595547973,125.17883113237538,17.0,10.0,21.232227488151658,16.213270142180093
JPY_LIQUIDATION_CHF_STRENGTH,CHFJPY,60,215,-23.650167203816963,-6.163027463985671,0.0,0.0,37.13886761540941,80.70451213455954,116.33603466355602,139.89964429613886,18.0,11.0,24.70232558139535,19.26511627906977
JPY_LIQUIDATION_CHF_STRENGTH,CHFJPY,72,215,-29.11510539060025,-9.235733849357608,-0.31677208874469936,0.0,43.06856330440034,86.37847219958417,124.42632145809894,161.68138713913999,20.0,16.0,27.70232558139535,22.516279069767442
JPY_LIQUIDATION_CHF_STRENGTH,EURCHF,24,210,-11.582031439087565,-4.355605988124647,0.0,-0.0,12.30641787267006,29.234634561664617,45.936787693409755,65.65034823547511,9.0,9.0,10.785714285714286,10.657142857142857
JPY_LIQUIDATION_CHF_STRENGTH,EURCHF,36,211,-14.608012486217737,-4.8498843022371645,0.0,-0.0,14.12369162664795,35.894751470045975,52.27314752489401,74.49418658359724,13.0,12.0,14.895734597156398,14.516587677725118
JPY_LIQUIDATION_CHF_STRENGTH,EURCHF,48,211,-15.73613643119122,-5.584434421620939,0.0,-0.0,16.666670524692513,39.468090164512354,62.08785810403586,79.5388627600472,14.0,15.0,18.170616113744074,18.251184834123222
JPY_LIQUIDATION_CHF_STRENGTH,EURCHF,60,215,-17.94397021621083,-6.583737926488479,-0.0,0.0,17.589966530401764,39.769591280155865,71.13279892676752,103.33089387184825,14.0,15.0,20.53953488372093,20.344186046511627
JPY_LIQUIDATION_CHF_STRENGTH,EURCHF,72,215,-23.495263023213774,-8.263088266458745,-0.24899036016798387,0.0,22.959659039307883,44.7765273830059,75.04069795758225,106.50704663895738,17.0,18.0,23.888372093023257,23.01860465116279
JPY_LIQUIDATION_CHF_STRENGTH,GBPCHF,24,210,-17.030371828910056,-4.493102447950987,0.0,-0.0,16.7331997043417,36.60119809898755,70.52513988370413,83.70271157721919,9.0,8.0,10.714285714285714,10.314285714285715
JPY_LIQUIDATION_CHF_STRENGTH,GBPCHF,36,211,-20.578063570641238,-7.404965949023499,0.0,-0.0,20.62565186348439,41.37260357222561,75.5426513496328,96.91504375363168,13.0,10.0,15.398104265402843,14.421800947867299
JPY_LIQUIDATION_CHF_STRENGTH,GBPCHF,48,211,-23.854689707989706,-7.693680217147822,0.0,-0.0,23.485173645497596,53.50731032797755,91.31078578062626,114.79016049315109,14.0,12.0,17.838862559241708,18.113744075829384
JPY_LIQUIDATION_CHF_STRENGTH,GBPCHF,60,215,-25.026620532149074,-7.997596710038607,-0.0,0.0,25.103790405581332,60.1326943588186,101.46649254975799,127.7813008991675,16.0,12.0,20.711627906976744,19.869767441860464
JPY_LIQUIDATION_CHF_STRENGTH,GBPCHF,72,215,-26.83348205938629,-9.578558242932523,-0.0,0.0,27.673181105967586,62.73243383233692,108.84534522586647,134.859211409828,19.0,15.0,23.781395348837208,22.153488372093022
JPY_LIQUIDATION_CHF_STRENGTH,USDCHF,24,210,-16.537192672516355,-4.385332228300335,0.0,-0.0,17.775158353900977,41.09435636097305,65.46137494767578,81.35071455397379,8.0,9.0,10.723809523809523,10.852380952380953
JPY_LIQUIDATION_CHF_STRENGTH,USDCHF,36,211,-19.867293060841227,-5.184366574798593,0.0,-0.0,22.057569199657735,44.10025935216534,72.91214973732751,88.67500169695515,12.0,11.0,14.876777251184834,14.464454976303317
JPY_LIQUIDATION_CHF_STRENGTH,USDCHF,48,211,-22.29803001354197,-6.7736612787557,0.0,-0.0,25.025633181063046,51.71499090902289,74.09755814457658,93.08649473653688,15.0,12.0,18.023696682464454,17.938388625592417
JPY_LIQUIDATION_CHF_STRENGTH,USDCHF,60,215,-23.241083776369685,-7.46438509774558,-0.0,0.0,29.333474709080377,52.65869223788793,82.84227789694907,111.19297216824343,15.0,13.0,20.911627906976744,21.162790697674417
JPY_LIQUIDATION_CHF_STRENGTH,USDCHF,72,215,-25.073332741150228,-8.455852522938553,-0.0,0.0,32.31197531867,58.53966685479446,95.86752851332879,121.40039755526011,19.0,17.0,23.846511627906978,24.52093023255814
