policy_id,kind,cap_mult,treatment,w_A_pct,w_B_pct,partition_type,partition,N,N_rejected,reject_rate,mean_admitted_f,within_partition_max_dd,worst_episode_R,partition_net_R
H4-1.50-SCA,H4,1.5,SCALE,50.0,50.0,year,2026,118,12,0.1016949152542373,0.5,6.293751875035538,-1.967268405161442,11.225117774060415
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,split,RELATIONSHIP_CONFIRMED_OOS,280,2,0.007142857142857143,0.5,2.130590673411205,-1.967268405161442,46.08113078462078
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,split,inner_sel,461,4,0.008676789587852495,0.5,1.04680840141895,-3.0685232166139733,81.27312550412489
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,split,inner_val,149,1,0.006711409395973154,0.5,13.643643258899797,-1.8936078132111276,26.864425216554004
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,year,2023,150,2,0.013333333333333334,0.5,1.0085607855589738,-2.523088290993595,17.613723720752844
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,year,2024,311,2,0.006430868167202572,0.5,553.4849013836548,-3.0685232166139733,63.65940178337203
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,year,2025,311,1,0.003215434083601286,0.5,2299.1385959616546,-1.8936078132111276,60.328218325277106
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,year,2026,118,2,0.01694915254237288,0.5,3.6510688786817482,-1.967268405161442,12.617337675897671
H5-1.50-SCA,H5,1.5,SCALE,50.0,50.0,split,RELATIONSHIP_CONFIRMED_OOS,280,2,0.007142857142857143,0.5,2.130590673411205,-1.967268405161442,46.08113078462078
H5-1.50-SCA,H5,1.5,SCALE,50.0,50.0,split,inner_sel,461,4,0.008676789587852495,0.5,1.04680840141895,-3.0685232166139733,81.27312550412489
H5-1.50-SCA,H5,1.5,SCALE,50.0,50.0,split,inner_val,149,1,0.006711409395973154,0.5,13.643643258899797,-1.8936078132111276,26.864425216554004
H5-1.50-SCA,H5,1.5,SCALE,50.0,50.0,year,2023,150,2,0.013333333333333334,0.5,1.0085607855589738,-2.523088290993595,17.613723720752844
H5-1.50-SCA,H5,1.5,SCALE,50.0,50.0,year,2024,311,2,0.006430868167202572,0.5,553.4849013836548,-3.0685232166139733,63.65940178337203
H5-1.50-SCA,H5,1.5,SCALE,50.0,50.0,year,2025,311,1,0.003215434083601286,0.5,2299.1385959616546,-1.8936078132111276,60.328218325277106
H5-1.50-SCA,H5,1.5,SCALE,50.0,50.0,year,2026,118,2,0.01694915254237288,0.5,3.6510688786817482,-1.967268405161442,12.617337675897671
H5-2.00-REJ,H5,2.0,REJECT,50.0,50.0,split,RELATIONSHIP_CONFIRMED_OOS,280,0,0.0,0.5,2.1305906734112043,-1.967268405161442,46.93384862580961
H5-2.00-REJ,H5,2.0,REJECT,50.0,50.0,split,inner_sel,461,0,0.0,0.5,1.04680840141895,-3.0685232166139733,81.19791833594883
H5-2.00-REJ,H5,2.0,REJECT,50.0,50.0,split,inner_val,149,0,0.0,0.5,13.643643258899798,-1.8936078132111276,27.300460266804258
H5-2.00-REJ,H5,2.0,REJECT,50.0,50.0,year,2023,150,0,0.0,0.5,1.0085607855589738,-2.749008184280776,17.90586835892429
H5-2.00-REJ,H5,2.0,REJECT,50.0,50.0,year,2024,311,0,0.0,0.5,553.4849013836548,-3.0685232166139733,63.29204997702453
H5-2.00-REJ,H5,2.0,REJECT,50.0,50.0,year,2025,311,0,0.0,0.5,2299.138595961655,-1.8936078132111276,60.76425337552736
H5-2.00-REJ,H5,2.0,REJECT,50.0,50.0,year,2026,118,0,0.0,0.5,6.293751875035538,-1.967268405161442,13.470055517086498
H5-2.00-SCA,H5,2.0,SCALE,50.0,50.0,split,RELATIONSHIP_CONFIRMED_OOS,280,0,0.0,0.5,2.1305906734112043,-1.967268405161442,46.93384862580961
H5-2.00-SCA,H5,2.0,SCALE,50.0,50.0,split,inner_sel,461,0,0.0,0.5,1.04680840141895,-3.0685232166139733,81.19791833594883
H5-2.00-SCA,H5,2.0,SCALE,50.0,50.0,split,inner_val,149,0,0.0,0.5,13.643643258899798,-1.8936078132111276,27.300460266804258
H5-2.00-SCA,H5,2.0,SCALE,50.0,50.0,year,2023,150,0,0.0,0.5,1.0085607855589738,-2.749008184280776,17.90586835892429
H5-2.00-SCA,H5,2.0,SCALE,50.0,50.0,year,2024,311,0,0.0,0.5,553.4849013836548,-3.0685232166139733,63.29204997702453
H5-2.00-SCA,H5,2.0,SCALE,50.0,50.0,year,2025,311,0,0.0,0.5,2299.138595961655,-1.8936078132111276,60.76425337552736
H5-2.00-SCA,H5,2.0,SCALE,50.0,50.0,year,2026,118,0,0.0,0.5,6.293751875035538,-1.967268405161442,13.470055517086498
