regime,policy_id,f_pct,return,risk,status
historical_50,H5-1.50-SCA,2.0,1.8794895449841524,0.10169539210316005,DOMINATED
historical_50,H5-2.00-REJ,2.0,1.9031117903356587,0.10169539210315688,NON_DOMINATED
historical_50,H5-2.00-SCA,2.0,1.9031117903356587,0.10169539210315688,NON_DOMINATED
historical_70,H0,0.25,0.1506710415874839,0.017761746804763542,DOMINATED
historical_70,H1-1.00-REJ,0.25,0.1412295442072753,0.01256482025402586,DOMINATED
historical_70,H1-1.50-REJ,0.25,0.1506409958102939,0.01776174680476345,DOMINATED
historical_70,H1-2.00-REJ,0.25,0.15014240961329994,0.017761746804763747,DOMINATED
historical_70,H1-3.00-REJ,0.25,0.1506710415874839,0.017761746804763542,DOMINATED
historical_70,H1-1.00-SCA,0.25,0.14543221178928745,0.014762318048614685,NON_DOMINATED
historical_70,H1-1.50-SCA,0.25,0.1506393443225944,0.01776174680476383,DOMINATED
historical_70,H1-2.00-SCA,0.25,0.15059581244118236,0.01776174680476312,DOMINATED
historical_70,H2-1.00-REJ,0.25,0.14180648450454725,0.012564820254025008,NON_DOMINATED
historical_70,H2-1.50-REJ,0.25,0.15014240961329994,0.017761746804763747,DOMINATED
historical_70,H2-2.00-REJ,0.25,0.15014240961329994,0.017761746804763747,DOMINATED
historical_70,H2-1.00-SCA,0.25,0.14538197107419126,0.014762318048613807,DOMINATED
historical_70,H2-1.50-SCA,0.25,0.15021821812011504,0.01776174680476334,DOMINATED
historical_70,H3-0.50-REJ,0.25,0.14194472976698247,0.017378630347211845,DOMINATED
historical_70,H3-0.75-REJ,0.25,0.15017007936286775,0.01776174680476399,DOMINATED
historical_70,H3-1.00-REJ,0.25,0.1506710415874839,0.017761746804763542,DOMINATED
historical_70,H3-0.50-SCA,0.25,0.14742384436872902,0.017616347008506263,NON_DOMINATED
historical_70,H3-0.75-SCA,0.25,0.1504206070423626,0.01776174680476376,DOMINATED
historical_70,H4-1.00-REJ,0.25,0.10564541419989615,0.011196526030383526,NON_DOMINATED
historical_70,H4-1.50-REJ,0.25,0.1184604394852411,0.016454453304713446,DOMINATED
historical_70,H4-2.00-REJ,0.25,0.1319911928814239,0.016454453304713252,DOMINATED
historical_70,H4-3.00-REJ,0.25,0.1507452044787274,0.01776174680476333,NON_DOMINATED
historical_70,H4-1.00-SCA,0.25,0.11059353754219736,0.013300292493038237,DOMINATED
historical_70,H4-1.50-SCA,0.25,0.12650510884666666,0.016454453304713602,DOMINATED
historical_70,H5-1.50-REJ,0.25,0.14180648450454725,0.012564820254025008,NON_DOMINATED
historical_70,H5-1.50-SCA,0.25,0.14538197107419126,0.014762318048613807,DOMINATED
historical_70,H5-2.00-REJ,0.25,0.15014240961329994,0.017761746804763747,DOMINATED
historical_70,H5-2.00-SCA,0.25,0.15021821812011504,0.01776174680476334,DOMINATED
historical_70,H0,0.5,0.32311079832471723,0.03529560192190999,DOMINATED
historical_70,H1-1.00-REJ,0.5,0.30164744048761816,0.025049362151326287,DOMINATED
historical_70,H1-1.50-REJ,0.5,0.3230584388892499,0.03529560192190852,DOMINATED
historical_70,H1-2.00-REJ,0.5,0.32190998008252647,0.03529560192190782,DOMINATED
historical_70,H1-3.00-REJ,0.5,0.32311079832471723,0.03529560192190999,DOMINATED
