policy_id,kind,cap_mult,treatment,w_A_pct,w_B_pct,f_pct,dd_reduction_pp,cagr_reduction_pp,terminal_reduction_pct,worst_day_improvement_pp,worst_episode_improvement_pp,dd_reduction_per_cagr_pp
H2-1.50-REJ,H2,1.5,REJECT,50,50,1.5,0.0,0.0,0.0,0.0,0.0,0.0
H2-1.50-REJ,H2,1.5,REJECT,50,50,2.0,0.0,0.0,0.0,0.0,0.0,0.0
H2-2.00-REJ,H2,2.0,REJECT,50,50,0.25,0.0,0.0,0.0,0.0,0.0,0.0
H2-2.00-REJ,H2,2.0,REJECT,50,50,0.5,0.0,0.0,0.0,0.0,0.0,0.0
H2-2.00-REJ,H2,2.0,REJECT,50,50,0.75,0.0,0.0,0.0,0.0,0.0,0.0
H2-2.00-REJ,H2,2.0,REJECT,50,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0
H2-2.00-REJ,H2,2.0,REJECT,50,50,1.5,0.0,0.0,0.0,0.0,0.0,0.0
H2-2.00-REJ,H2,2.0,REJECT,50,50,2.0,0.0,0.0,0.0,0.0,0.0,0.0
H2-1.00-SCA,H2,1.0,SCALE,50,50,0.25,-6.123573870198129e-14,0.12065235785878592,0.3015725221761931,-0.056416047771610814,0.0,-5.075386821172024e-13
H2-1.00-SCA,H2,1.0,SCALE,50,50,0.5,1.457167719820518e-14,0.2747255965825701,0.5995377286739262,-0.11270166713069646,0.0,5.304084286090754e-14
H2-1.00-SCA,H2,1.0,SCALE,50,50,0.75,1.8735013540549517e-14,0.4688727309312579,0.8939259798408579,-0.16885301984469853,0.0,3.995756695711162e-14
H2-1.00-SCA,H2,1.0,SCALE,50,50,1.0,2.5673907444456745e-14,0.7108692631505598,1.1847671190918874,-0.22486630458744933,0.0,3.611621542148334e-14
H2-1.00-SCA,H2,1.0,SCALE,50,50,1.5,-4.0245584642661925e-14,1.3761569091654824,1.7559248934898237,-0.3364636488288386,0.0,-2.9244909773455496e-14
H2-1.00-SCA,H2,1.0,SCALE,50,50,2.0,-3.164135620181696e-13,2.3622245351506255,2.3132397275692087,-0.44746402383655304,0.0,-1.3394728456581447e-13
H2-1.50-SCA,H2,1.5,SCALE,50,50,0.25,0.0,0.0,0.0,0.0,0.0,0.0
H2-1.50-SCA,H2,1.5,SCALE,50,50,0.5,0.0,0.0,0.0,0.0,0.0,0.0
H2-1.50-SCA,H2,1.5,SCALE,50,50,0.75,0.0,0.0,0.0,0.0,0.0,0.0
H2-1.50-SCA,H2,1.5,SCALE,50,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0
H2-1.50-SCA,H2,1.5,SCALE,50,50,1.5,0.0,0.0,0.0,0.0,0.0,0.0
H2-1.50-SCA,H2,1.5,SCALE,50,50,2.0,0.0,0.0,0.0,0.0,0.0,0.0
H3-0.50-REJ,H3,0.5,REJECT,50,50,0.25,-6.227657278756737e-14,1.4414741960418809,3.5643517839062993,-9.280770596475918e-15,-0.07987875808329933,-4.32033906389525e-14
H3-0.50-REJ,H3,0.5,REJECT,50,50,0.5,2.2898349882893854e-14,3.267411388298891,6.9795506760018595,4.4929338027799304e-14,-0.15975751616659867,7.008101264779945e-15
H3-0.50-REJ,H3,0.5,REJECT,50,50,0.75,-7.840950111415168e-14,5.551606770907824,10.252504771971484,5.204170427930421e-15,-0.23963627424989814,-1.4123749096395348e-14
H3-0.50-REJ,H3,0.5,REJECT,50,50,1.0,6.938893903907228e-14,8.379880144216578,13.38977490302973,-1.6653345369377348e-14,-0.31951503233319734,8.28042141950699e-15
H3-0.50-REJ,H3,0.5,REJECT,50,50,1.5,-5.689893001203927e-14,16.08275361315532,19.28188133645109,1.1102230246251565e-14,-0.4792725484997963,-3.5378848287209513e-15
H3-0.50-REJ,H3,0.5,REJECT,50,50,2.0,0.028849798291605278,27.375274515594896,24.70209532656165,2.1510571102112408e-14,-0.6390300646663947,0.0010538633420888763
H3-0.75-REJ,H3,0.75,REJECT,50,50,0.25,-6.227657278756737e-14,1.4414741960418809,3.5643517839062993,-9.280770596475918e-15,-0.07987875808329933,-4.32033906389525e-14
H3-0.75-REJ,H3,0.75,REJECT,50,50,0.5,2.2898349882893854e-14,3.267411388298891,6.9795506760018595,4.4929338027799304e-14,-0.15975751616659867,7.008101264779945e-15
H3-0.75-REJ,H3,0.75,REJECT,50,50,0.75,-7.840950111415168e-14,5.551606770907824,10.252504771971484,5.204170427930421e-15,-0.23963627424989814,-1.4123749096395348e-14
H3-0.75-REJ,H3,0.75,REJECT,50,50,1.0,6.938893903907228e-14,8.379880144216578,13.38977490302973,-1.6653345369377348e-14,-0.31951503233319734,8.28042141950699e-15
H3-0.75-REJ,H3,0.75,REJECT,50,50,1.5,-5.689893001203927e-14,16.08275361315532,19.28188133645109,1.1102230246251565e-14,-0.4792725484997963,-3.5378848287209513e-15
H3-0.75-REJ,H3,0.75,REJECT,50,50,2.0,0.028849798291605278,27.375274515594896,24.70209532656165,2.1510571102112408e-14,-0.6390300646663947,0.0010538633420888763
H3-1.00-REJ,H3,1.0,REJECT,50,50,0.25,2.96637714392034e-14,0.08297715534002492,0.20746640065001778,0.0,0.0,3.5749323193410035e-13
H3-1.00-REJ,H3,1.0,REJECT,50,50,0.5,2.220446049250313e-14,0.18931988047676818,0.41340691388706285,0.0,0.0,1.1728541364269393e-13
H3-1.00-REJ,H3,1.0,REJECT,50,50,0.75,-1.3877787807814457e-15,0.3237676349475027,0.6178350667987708,0.0,0.0,-4.2863419038362714e-15
H3-1.00-REJ,H3,1.0,REJECT,50,50,1.0,4.85722573273506e-14,0.4918771290516988,0.820764215932483,0.0,0.0,9.874876154740955e-14
H3-1.00-REJ,H3,1.0,REJECT,50,50,1.5,-3.0531133177191805e-14,0.9561659566553082,1.2221780921716934,0.0,0.0,-3.193078875553199e-14
H3-1.00-REJ,H3,1.0,REJECT,50,50,2.0,-1.1796119636642288e-13,1.64821643517441,1.6177520833330743,0.0,0.0,-7.156899655228867e-14
H3-0.50-SCA,H3,0.5,SCALE,50,50,0.25,-6.227657278756737e-14,1.4414741960418809,3.5643517839062993,-9.280770596475918e-15,-0.07987875808329933,-4.32033906389525e-14
H3-0.50-SCA,H3,0.5,SCALE,50,50,0.5,2.2898349882893854e-14,3.267411388298891,6.9795506760018595,4.4929338027799304e-14,-0.15975751616659867,7.008101264779945e-15
H3-0.50-SCA,H3,0.5,SCALE,50,50,0.75,-7.840950111415168e-14,5.551606770907824,10.252504771971484,5.204170427930421e-15,-0.23963627424989814,-1.4123749096395348e-14
H3-0.50-SCA,H3,0.5,SCALE,50,50,1.0,6.938893903907228e-14,8.379880144216578,13.38977490302973,-1.6653345369377348e-14,-0.31951503233319734,8.28042141950699e-15
H3-0.50-SCA,H3,0.5,SCALE,50,50,1.5,-5.689893001203927e-14,16.08275361315532,19.28188133645109,1.1102230246251565e-14,-0.4792725484997963,-3.5378848287209513e-15
H3-0.50-SCA,H3,0.5,SCALE,50,50,2.0,0.028849798291605278,27.375274515594896,24.70209532656165,2.1510571102112408e-14,-0.6390300646663947,0.0010538633420888763
H3-0.75-SCA,H3,0.75,SCALE,50,50,0.25,-4.180683577104105e-14,0.7636006292477626,1.8986521342494271,2.2811613709095013e-14,-0.07987875808329933,-5.4749608852766074e-14
H3-0.75-SCA,H3,0.75,SCALE,50,50,0.5,4.649058915617843e-14,1.7345581078748395,3.746124202382333,1.700029006457271e-14,-0.15975751616659867,2.6802555039875926e-14
H3-0.75-SCA,H3,0.75,SCALE,50,50,0.75,2.3592239273284576e-14,2.9533654561462175,5.5439809936452065,2.7755575615628914e-14,-0.23963627424989814,7.988255982403742e-15
H3-0.75-SCA,H3,0.75,SCALE,50,50,1.0,9.298117831235686e-14,4.467223097635387,7.293732930616822,-1.0408340855860843e-14,-0.31951503233319734,2.081408881539275e-14
H3-0.75-SCA,H3,0.75,SCALE,50,50,1.5,-3.469446951953614e-14,8.608485964317047,10.654704403876915,3.2612801348363973e-14,-0.4792725484997963,-4.0302638191370535e-15
H3-0.75-SCA,H3,0.75,SCALE,50,50,2.0,0.028849798291515072,14.711044652491978,13.840111040938579,-4.85722573273506e-15,-0.6390300646663947,0.0019610978671475965
H4-1.00-REJ,H4,1.0,REJECT,50,50,0.25,-0.056894655495234696,3.133896327264063,7.6424153649793745,-0.056416047771623914,-0.1363587314050946,-0.018154606775044328
H4-1.00-REJ,H4,1.0,REJECT,50,50,0.5,-0.11701047381754079,7.057137557432558,14.66813479623349,-0.11270166713067617,-0.2727174628101892,-0.016580443964041153
H4-1.00-REJ,H4,1.0,REJECT,50,50,0.75,-0.1801808728580774,11.913099975292685,21.129284649785262,-0.16885301984469087,-0.409076194215284,-0.015124600081571184
H4-1.00-REJ,H4,1.0,REJECT,50,50,1.0,-0.2462429302411362,17.867313218464975,27.073401559368953,-0.22486630458746631,-0.5454349256203784,-0.013781754829632495
H4-1.00-REJ,H4,1.0,REJECT,50,50,1.5,-0.38640843146520026,33.862070347746574,37.580210273864076,-0.33646364882882684,-0.818152388430568,-0.011411246491929712
H4-1.00-REJ,H4,1.0,REJECT,50,50,2.0,-0.5074257337733104,56.93455604280615,46.49203099707629,-0.4474640238365767,-1.0908698512407569,-0.008912438579336655
H4-1.50-REJ,H4,1.5,REJECT,50,50,0.25,-6.74807432154978e-14,1.7073607420880377,4.212637580726561,1.0928757898653885e-14,0.0,-3.952342440120264e-14
H4-1.50-REJ,H4,1.5,REJECT,50,50,0.5,-1.491862189340054e-14,3.869774795668879,8.230563793406729,3.86843335142828e-14,0.0,-3.855165398797297e-15
H4-1.50-REJ,H4,1.5,REJECT,50,50,0.75,3.191891195797325e-14,6.574533384873971,12.063453314385418,2.5326962749261384e-14,0.0,4.854931915230531e-15
H4-1.50-REJ,H4,1.5,REJECT,50,50,1.0,1.6653345369377348e-14,9.923145316140536,15.720469830151677,-1.0408340855860843e-14,0.0,1.6782325400686993e-15
H4-1.50-REJ,H4,1.5,REJECT,50,50,1.5,-0.025849884550313562,19.041690783111733,22.54115280519301,4.0245584642661925e-14,0.0,-0.0013575414517937707
H4-1.50-REJ,H4,1.5,REJECT,50,50,2.0,-0.04667021624414486,32.40718154658371,28.756743517324534,2.8449465006019636e-14,0.0,-0.0014401195666170089
H4-2.00-REJ,H4,2.0,REJECT,50,50,0.25,-1.6653345369377348e-14,0.9493915843731715,2.3570333392656364,-1.925543058334256e-14,0.0,-1.7541071190738003e-14
H4-2.00-REJ,H4,2.0,REJECT,50,50,0.5,1.3183898417423734e-14,2.158339253531305,4.647253439110212,-6.2450045135165055e-15,0.0,6.108353168230284e-15
H4-2.00-REJ,H4,2.0,REJECT,50,50,0.75,-1.1102230246251565e-14,3.677918643249045,6.872788694077824,2.463307335887066e-14,0.0,-3.0186176811251974e-15
H4-2.00-REJ,H4,2.0,REJECT,50,50,1.0,1.1379786002407855e-13,5.567740741655713,9.035692907783346,-1.457167719820518e-14,0.0,2.043878573093146e-14
H4-2.00-REJ,H4,2.0,REJECT,50,50,1.5,1.0269562977782698e-13,10.74702580836151,13.18146735446038,3.400058012914542e-14,0.0,9.55572561274829e-15
H4-2.00-REJ,H4,2.0,REJECT,50,50,2.0,0.028849798291558093,18.39650076698156,17.09962019988342,1.457167719820518e-14,0.0,0.0015682220579327966
H4-3.00-REJ,H4,3.0,REJECT,50,50,0.25,3.642919299551295e-15,0.0272553260519226,0.06817697048830157,2.5587171270657905e-14,0.0,1.3365898806755688e-13
H4-3.00-REJ,H4,3.0,REJECT,50,50,0.5,6.938893903907228e-15,0.06159858433241183,0.13463163328798367,2.8796409701215e-14,0.0,1.126469703664299e-13
H4-3.00-REJ,H4,3.0,REJECT,50,50,0.75,1.3183898417423734e-14,0.1043331204927167,0.19936764293270326,4.5102810375396984e-15,0.0,1.2636350139976956e-13
H4-3.00-REJ,H4,3.0,REJECT,50,50,1.0,2.3592239273284576e-14,0.15696055964424804,0.26238854978763987,-6.21031004399697e-14,0.0,1.5030679889748428e-13
H4-3.00-REJ,H4,3.0,REJECT,50,50,1.5,-8.604228440844963e-14,0.29904947086834,0.38329873801021946,6.869504964868156e-14,0.0,-2.877192330707408e-13
H4-3.00-REJ,H4,3.0,REJECT,50,50,2.0,-9.71445146547012e-14,0.5048953484257712,0.49738853140960826,9.020562075079397e-15,0.0,-1.9240524785500813e-13
H4-1.00-SCA,H4,1.0,SCALE,50,50,0.25,-0.056894655495234696,3.133896327264063,7.6424153649793745,-0.056416047771623914,-0.1363587314050946,-0.018154606775044328
H4-1.00-SCA,H4,1.0,SCALE,50,50,0.5,-0.11701047381754079,7.057137557432558,14.66813479623349,-0.11270166713067617,-0.2727174628101892,-0.016580443964041153
H4-1.00-SCA,H4,1.0,SCALE,50,50,0.75,-0.1801808728580774,11.913099975292685,21.129284649785262,-0.16885301984469087,-0.409076194215284,-0.015124600081571184
H4-1.00-SCA,H4,1.0,SCALE,50,50,1.0,-0.2462429302411362,17.867313218464975,27.073401559368953,-0.22486630458746631,-0.5454349256203784,-0.013781754829632495
H4-1.00-SCA,H4,1.0,SCALE,50,50,1.5,-0.38640843146520026,33.862070347746574,37.580210273864076,-0.33646364882882684,-0.818152388430568,-0.011411246491929712
H4-1.00-SCA,H4,1.0,SCALE,50,50,2.0,-0.5074257337733104,56.93455604280615,46.49203099707629,-0.4474640238365767,-1.0908698512407569,-0.008912438579336655
H4-1.50-SCA,H4,1.5,SCALE,50,50,0.25,-6.74807432154978e-14,1.7073607420880377,4.212637580726561,1.0928757898653885e-14,0.0,-3.952342440120264e-14
H4-1.50-SCA,H4,1.5,SCALE,50,50,0.5,-1.491862189340054e-14,3.869774795668879,8.230563793406729,3.86843335142828e-14,0.0,-3.855165398797297e-15
H4-1.50-SCA,H4,1.5,SCALE,50,50,0.75,3.191891195797325e-14,6.574533384873971,12.063453314385418,2.5326962749261384e-14,0.0,4.854931915230531e-15
H4-1.50-SCA,H4,1.5,SCALE,50,50,1.0,1.6653345369377348e-14,9.923145316140536,15.720469830151677,-1.0408340855860843e-14,0.0,1.6782325400686993e-15
H4-1.50-SCA,H4,1.5,SCALE,50,50,1.5,-0.025849884550313562,19.041690783111733,22.54115280519301,4.0245584642661925e-14,0.0,-0.0013575414517937707
H4-1.50-SCA,H4,1.5,SCALE,50,50,2.0,-0.04667021624414486,32.40718154658371,28.756743517324534,2.8449465006019636e-14,0.0,-0.0014401195666170089
H5-1.50-REJ,H5,1.5,REJECT,50,50,0.25,-6.123573870198129e-14,0.12065235785878592,0.3015725221761931,-0.056416047771610814,0.0,-5.075386821172024e-13
H5-1.50-REJ,H5,1.5,REJECT,50,50,0.5,1.457167719820518e-14,0.2747255965825701,0.5995377286739262,-0.11270166713069646,0.0,5.304084286090754e-14
H5-1.50-REJ,H5,1.5,REJECT,50,50,0.75,1.8735013540549517e-14,0.4688727309312579,0.8939259798408579,-0.16885301984469853,0.0,3.995756695711162e-14
H5-1.50-REJ,H5,1.5,REJECT,50,50,1.0,2.5673907444456745e-14,0.7108692631505598,1.1847671190918874,-0.22486630458744933,0.0,3.611621542148334e-14
H5-1.50-REJ,H5,1.5,REJECT,50,50,1.5,-4.0245584642661925e-14,1.3761569091654824,1.7559248934898237,-0.3364636488288386,0.0,-2.9244909773455496e-14
H5-1.50-REJ,H5,1.5,REJECT,50,50,2.0,-3.164135620181696e-13,2.3622245351506255,2.3132397275692087,-0.44746402383655304,0.0,-1.3394728456581447e-13
H5-1.50-SCA,H5,1.5,SCALE,50,50,0.25,-6.123573870198129e-14,0.12065235785878592,0.3015725221761931,-0.056416047771610814,0.0,-5.075386821172024e-13
H5-1.50-SCA,H5,1.5,SCALE,50,50,0.5,1.457167719820518e-14,0.2747255965825701,0.5995377286739262,-0.11270166713069646,0.0,5.304084286090754e-14
H5-1.50-SCA,H5,1.5,SCALE,50,50,0.75,1.8735013540549517e-14,0.4688727309312579,0.8939259798408579,-0.16885301984469853,0.0,3.995756695711162e-14
H5-1.50-SCA,H5,1.5,SCALE,50,50,1.0,2.5673907444456745e-14,0.7108692631505598,1.1847671190918874,-0.22486630458744933,0.0,3.611621542148334e-14
H5-1.50-SCA,H5,1.5,SCALE,50,50,1.5,-4.0245584642661925e-14,1.3761569091654824,1.7559248934898237,-0.3364636488288386,0.0,-2.9244909773455496e-14
H5-1.50-SCA,H5,1.5,SCALE,50,50,2.0,-3.164135620181696e-13,2.3622245351506255,2.3132397275692087,-0.44746402383655304,0.0,-1.3394728456581447e-13
H5-2.00-REJ,H5,2.0,REJECT,50,50,0.25,0.0,0.0,0.0,0.0,0.0,0.0
H5-2.00-REJ,H5,2.0,REJECT,50,50,0.5,0.0,0.0,0.0,0.0,0.0,0.0
H5-2.00-REJ,H5,2.0,REJECT,50,50,0.75,0.0,0.0,0.0,0.0,0.0,0.0
H5-2.00-REJ,H5,2.0,REJECT,50,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0
H5-2.00-REJ,H5,2.0,REJECT,50,50,1.5,0.0,0.0,0.0,0.0,0.0,0.0
H5-2.00-REJ,H5,2.0,REJECT,50,50,2.0,0.0,0.0,0.0,0.0,0.0,0.0
H5-2.00-SCA,H5,2.0,SCALE,50,50,0.25,0.0,0.0,0.0,0.0,0.0,0.0
H5-2.00-SCA,H5,2.0,SCALE,50,50,0.5,0.0,0.0,0.0,0.0,0.0,0.0
H5-2.00-SCA,H5,2.0,SCALE,50,50,0.75,0.0,0.0,0.0,0.0,0.0,0.0
H5-2.00-SCA,H5,2.0,SCALE,50,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0
H5-2.00-SCA,H5,2.0,SCALE,50,50,1.5,0.0,0.0,0.0,0.0,0.0,0.0
H5-2.00-SCA,H5,2.0,SCALE,50,50,2.0,0.0,0.0,0.0,0.0,0.0,0.0
H1-1.00-REJ,H1,1.0,REJECT,70,30,0.25,0.5196926550737682,0.9441497380208608,2.3325188861664947,-0.31470363647111127,-0.32246072960384004,0.5504345700112726
H1-1.00-REJ,H1,1.0,REJECT,70,30,0.5,1.0246239770583703,2.1463357837099073,4.5769579563360185,-0.6266456548600167,-0.6449214592076801,0.4773828889379666
H1-1.00-REJ,H1,1.0,REJECT,70,30,0.75,1.5149832031740154,3.6569360871880674,6.73695330669436,-0.935828329569489,-0.9673821888115202,0.4142766422639159
H1-1.00-REJ,H1,1.0,REJECT,70,30,1.0,1.9909607153336735,5.534598299445848,8.815965430153199,-1.2422540496029775,-1.2898429184153601,0.3597299402077688
H1-1.00-REJ,H1,1.0,REJECT,70,30,1.5,2.900537265463092,10.674353353104493,12.744058302964106,-1.846844751777238,-1.9347643776230403,0.2717295530243534
H1-1.00-REJ,H1,1.0,REJECT,70,30,2.0,3.7548959045704713,18.24942900096671,16.38574318538226,-2.4404391471439615,-2.5796858368307203,0.20575415835594452
H1-1.50-REJ,H1,1.5,REJECT,70,30,0.25,9.367506770274758e-15,0.003004577719001311,0.007479700841632297,-0.0789592860524671,-0.07907196265051313,3.117744870113866e-12
H1-1.50-REJ,H1,1.5,REJECT,70,30,0.5,1.4710455076283324e-13,0.005235943546733068,0.011335619520574868,-0.15768609632137165,-0.15814392530102625,2.8095136903188755e-11
H1-1.50-REJ,H1,1.5,REJECT,70,30,0.75,-4.0245584642661925e-14,0.006137832596486703,0.0115644697934552,-0.23616984802807933,-0.23721588795153972,-6.5569700720900256e-12
H1-1.50-REJ,H1,1.5,REJECT,70,30,1.0,1.3322676295501878e-13,0.004974318937289723,0.008162348850413077,-0.3144000928839624,-0.3162878506020525,2.678291533666876e-11
H1-1.50-REJ,H1,1.5,REJECT,70,30,1.5,-1.8041124150158794e-13,-0.007659674787996451,-0.00955351753453914,-0.4700589389692589,-0.47443177590307944,-1.8041124150158792e-06
H1-1.50-REJ,H1,1.5,REJECT,70,30,2.0,1.4432899320127035e-13,-0.04402430526346812,-0.041855644604034556,-0.6245817230323386,-0.632575701204105,1.4432899320127035e-06
H1-2.00-REJ,H1,2.0,REJECT,70,30,0.25,-2.0469737016526324e-14,0.052863197418395735,0.13154633694606746,-0.0789592860524671,-0.07907196265051313,-3.872209403928925e-13
H1-2.00-REJ,H1,2.0,REJECT,70,30,0.5,2.1718737919229625e-13,0.12008182421907598,0.2597622742584588,-0.15768609632137165,-0.15814392530102625,1.80866155727333e-12
H1-2.00-REJ,H1,2.0,REJECT,70,30,0.75,-8.951173136040325e-14,0.20440293499954798,0.3846534804191723,-0.23616984802807933,-0.23721588795153972,-4.3791803361630397e-13
H1-2.00-REJ,H1,2.0,REJECT,70,30,1.0,-1.2906342661267445e-13,0.3090064661145364,0.5062251365037017,-0.3144000928839624,-0.3162878506020525,-4.1767225209078883e-13
