event_id,family,entry_time,exit_time,direction,return_R,episode_id,episode_start,episode_end,concurrent_position_count_at_entry,peak_concurrent_position_count,same_direction_active_count,opposite_direction_active_count,A_active_count,B_active_count,gross_active_R,net_directional_R,episode_peak_heat,episode_realized_R,episode_worst_CAE_R,episode_best_CFE_R
EUR_ORIGIN_202307190600,A,2023-07-19 08:00:00+00:00,2023-07-19 14:00:00+00:00,1.0,1.1970582987017302,7,2023-07-19 08:00:00+00:00,2023-07-19 20:00:00+00:00,0,1,0,0,0,0,0.0,1.0,1,1.3831150810635742,-0.5726903938717172,0.8438252775804577
EUR_ORIGIN_202307191300,B,2023-07-19 14:00:00+00:00,2023-07-19 20:00:00+00:00,-1.0,0.18605678236184398,7,2023-07-19 08:00:00+00:00,2023-07-19 20:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,1,1.3831150810635742,-0.5726903938717172,0.8438252775804577
EUR_ORIGIN_202307201500,B,2023-07-20 16:00:00+00:00,2023-07-20 22:00:00+00:00,-1.0,0.6458619038514406,8,2023-07-20 16:00:00+00:00,2023-07-20 22:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,1,0.6458619038514406,-0.24898395061989087,0.8342510081812272
EUR_ORIGIN_202307210600,A,2023-07-21 08:00:00+00:00,2023-07-21 14:00:00+00:00,1.0,1.257938882263128,9,2023-07-21 08:00:00+00:00,2023-07-21 14:00:00+00:00,0,1,0,0,0,0,0.0,1.0,1,1.257938882263128,-0.23139859816015784,0.9369954896998448
EUR_ORIGIN_202307240600,B,2023-07-24 07:00:00+00:00,2023-07-24 13:00:00+00:00,-1.0,2.5067603559140523,10,2023-07-24 07:00:00+00:00,2023-07-24 17:00:00+00:00,0,2,0,0,0,0,0.0,-1.0,2,2.8943877937672884,-0.6005526645414396,1.380316615636735
EUR_ORIGIN_202307241000,B,2023-07-24 11:00:00+00:00,2023-07-24 17:00:00+00:00,-1.0,0.38762743785323583,10,2023-07-24 07:00:00+00:00,2023-07-24 17:00:00+00:00,1,2,1,0,0,1,1.0,-2.0,2,2.8943877937672884,-0.6005526645414396,1.380316615636735
EUR_ORIGIN_202307262100,A,2023-07-26 23:00:00+00:00,2023-07-27 05:00:00+00:00,1.0,-0.761639401611665,11,2023-07-26 23:00:00+00:00,2023-07-28 20:00:00+00:00,0,1,0,0,0,0,0.0,1.0,3,2.1857486272900224,-0.855584318832071,1.0982272890856064
EUR_ORIGIN_202307270900,A,2023-07-27 11:00:00+00:00,2023-07-27 17:00:00+00:00,1.0,1.8231395495940967,11,2023-07-26 23:00:00+00:00,2023-07-28 20:00:00+00:00,0,3,0,0,0,0,0.0,1.0,3,2.1857486272900224,-0.855584318832071,1.0982272890856064
EUR_ORIGIN_202307271100,B,2023-07-27 12:00:00+00:00,2023-07-27 18:00:00+00:00,-1.0,-1.0448448595862103,11,2023-07-26 23:00:00+00:00,2023-07-28 20:00:00+00:00,1,3,0,1,1,0,1.0,0.0,3,2.1857486272900224,-0.855584318832071,1.0982272890856064
EUR_ORIGIN_202307271500,B,2023-07-27 16:00:00+00:00,2023-07-27 22:00:00+00:00,-1.0,1.469367543580514,11,2023-07-26 23:00:00+00:00,2023-07-28 20:00:00+00:00,2,3,1,1,1,1,2.0,-1.0,3,2.1857486272900224,-0.855584318832071,1.0982272890856064
EUR_ORIGIN_202307272300,A,2023-07-28 01:00:00+00:00,2023-07-28 07:00:00+00:00,1.0,-0.08924178824071775,11,2023-07-26 23:00:00+00:00,2023-07-28 20:00:00+00:00,0,2,0,0,0,0,0.0,1.0,3,2.1857486272900224,-0.855584318832071,1.0982272890856064
EUR_ORIGIN_202307280300,B,2023-07-28 04:00:00+00:00,2023-07-28 10:00:00+00:00,-1.0,-0.4136297421101231,11,2023-07-26 23:00:00+00:00,2023-07-28 20:00:00+00:00,1,2,0,1,1,0,1.0,0.0,3,2.1857486272900224,-0.855584318832071,1.0982272890856064
EUR_ORIGIN_202307281200,A,2023-07-28 14:00:00+00:00,2023-07-28 20:00:00+00:00,1.0,1.2025973256641278,11,2023-07-26 23:00:00+00:00,2023-07-28 20:00:00+00:00,0,1,0,0,0,0,0.0,1.0,3,2.1857486272900224,-0.855584318832071,1.0982272890856064
EUR_ORIGIN_202307311300,B,2023-07-31 14:00:00+00:00,2023-07-31 20:00:00+00:00,-1.0,0.3270160348517562,12,2023-07-31 14:00:00+00:00,2023-07-31 20:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,1,0.3270160348517562,-0.3756516876749876,0.7967726306625385
EUR_ORIGIN_202308021300,B,2023-08-02 14:00:00+00:00,2023-08-02 20:00:00+00:00,-1.0,-0.11390530590727155,13,2023-08-02 14:00:00+00:00,2023-08-02 20:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,1,-0.11390530590727155,-0.5525262111292841,0.6535790247194182
EUR_ORIGIN_202308030600,B,2023-08-03 07:00:00+00:00,2023-08-03 13:00:00+00:00,-1.0,0.7546762473218024,14,2023-08-03 07:00:00+00:00,2023-08-03 13:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,1,0.7546762473218024,-0.17621656637268532,0.9523523253816526
EUR_ORIGIN_202308081200,B,2023-08-08 13:00:00+00:00,2023-08-08 19:00:00+00:00,-1.0,-1.3852359492073536,15,2023-08-08 13:00:00+00:00,2023-08-08 19:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,1,-1.3852359492073536,-0.9188185419882005,0.36514107273099683
EUR_ORIGIN_202308090600,A,2023-08-09 08:00:00+00:00,2023-08-09 14:00:00+00:00,1.0,2.335105226770516,16,2023-08-09 08:00:00+00:00,2023-08-09 14:00:00+00:00,0,1,0,0,0,0,0.0,1.0,1,2.335105226770516,-0.1341883898494637,1.2124078231127944
EUR_ORIGIN_202308101100,A,2023-08-10 13:00:00+00:00,2023-08-10 19:00:00+00:00,1.0,2.127753228141297,17,2023-08-10 13:00:00+00:00,2023-08-11 22:00:00+00:00,0,1,0,0,0,0,0.0,1.0,2,-0.6552203019531944,-1.7634392677051174,1.0623973677082235
EUR_ORIGIN_202308102000,B,2023-08-10 21:00:00+00:00,2023-08-11 03:00:00+00:00,-1.0,-0.20194544666194228,17,2023-08-10 13:00:00+00:00,2023-08-11 22:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,2,-0.6552203019531944,-1.7634392677051174,1.0623973677082235
EUR_ORIGIN_202308110800,B,2023-08-11 09:00:00+00:00,2023-08-11 15:00:00+00:00,-1.0,-0.5289387888167613,17,2023-08-10 13:00:00+00:00,2023-08-11 22:00:00+00:00,0,2,0,0,0,0,0.0,-1.0,2,-0.6552203019531944,-1.7634392677051174,1.0623973677082235
EUR_ORIGIN_202308111200,B,2023-08-11 13:00:00+00:00,2023-08-11 19:00:00+00:00,-1.0,-1.2715764159502096,17,2023-08-10 13:00:00+00:00,2023-08-11 22:00:00+00:00,1,2,1,0,0,1,1.0,-2.0,2,-0.6552203019531944,-1.7634392677051174,1.0623973677082235
EUR_ORIGIN_202308111500,B,2023-08-11 16:00:00+00:00,2023-08-11 22:00:00+00:00,-1.0,-0.7805128786655782,17,2023-08-10 13:00:00+00:00,2023-08-11 22:00:00+00:00,1,2,1,0,0,1,1.0,-2.0,2,-0.6552203019531944,-1.7634392677051174,1.0623973677082235
EUR_ORIGIN_202308151300,B,2023-08-15 14:00:00+00:00,2023-08-15 20:00:00+00:00,-1.0,0.14490366557729284,18,2023-08-15 14:00:00+00:00,2023-08-15 20:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,1,0.14490366557729284,-0.5340374806396199,0.5333142352681577
EUR_ORIGIN_202308161300,B,2023-08-16 14:00:00+00:00,2023-08-16 20:00:00+00:00,-1.0,-1.199189263056808,19,2023-08-16 14:00:00+00:00,2023-08-16 20:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,1,-1.199189263056808,-0.8399364614735567,0.2670045030395896
EUR_ORIGIN_202308171800,B,2023-08-17 19:00:00+00:00,2023-08-18 01:00:00+00:00,-1.0,1.2812545689981027,20,2023-08-17 19:00:00+00:00,2023-08-18 01:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,1,1.2812545689981027,-0.22668979297090108,0.9866071033731407
EUR_ORIGIN_202308220700,B,2023-08-22 08:00:00+00:00,2023-08-22 14:00:00+00:00,-1.0,0.42543974926256317,21,2023-08-22 08:00:00+00:00,2023-08-22 19:00:00+00:00,0,2,0,0,0,0,0.0,-1.0,2,0.1672028176010935,-0.570525523595055,0.5918347043403474
EUR_ORIGIN_202308221200,B,2023-08-22 13:00:00+00:00,2023-08-22 19:00:00+00:00,-1.0,-0.25823693166146966,21,2023-08-22 08:00:00+00:00,2023-08-22 19:00:00+00:00,1,2,1,0,0,1,1.0,-2.0,2,0.1672028176010935,-0.570525523595055,0.5918347043403474
EUR_ORIGIN_202308230600,B,2023-08-23 07:00:00+00:00,2023-08-23 13:00:00+00:00,-1.0,0.692128953806038,22,2023-08-23 07:00:00+00:00,2023-08-24 00:00:00+00:00,0,2,0,0,0,0,0.0,-1.0,2,3.6636670674749747,-0.2276899018194931,2.0324322498376173
EUR_ORIGIN_202308231000,B,2023-08-23 11:00:00+00:00,2023-08-23 17:00:00+00:00,-1.0,0.9049604535084875,22,2023-08-23 07:00:00+00:00,2023-08-24 00:00:00+00:00,1,2,1,0,0,1,1.0,-2.0,2,3.6636670674749747,-0.2276899018194931,2.0324322498376173
EUR_ORIGIN_202308231200,B,2023-08-23 13:00:00+00:00,2023-08-23 19:00:00+00:00,-1.0,1.140825772963737,22,2023-08-23 07:00:00+00:00,2023-08-24 00:00:00+00:00,1,2,1,0,0,1,1.0,-2.0,2,3.6636670674749747,-0.2276899018194931,2.0324322498376173
EUR_ORIGIN_202308231600,A,2023-08-23 18:00:00+00:00,2023-08-24 00:00:00+00:00,1.0,0.9257518871967122,22,2023-08-23 07:00:00+00:00,2023-08-24 00:00:00+00:00,1,2,0,1,0,1,1.0,0.0,2,3.6636670674749747,-0.2276899018194931,2.0324322498376173
EUR_ORIGIN_202308240600,A,2023-08-24 08:00:00+00:00,2023-08-24 14:00:00+00:00,1.0,2.1057254786527904,23,2023-08-24 08:00:00+00:00,2023-08-24 14:00:00+00:00,0,1,0,0,0,0,0.0,1.0,1,2.1057254786527904,-0.07363401395571874,1.001793122031901
EUR_ORIGIN_202308281400,B,2023-08-28 15:00:00+00:00,2023-08-28 21:00:00+00:00,-1.0,0.047941541658377385,24,2023-08-28 15:00:00+00:00,2023-08-28 21:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,1,0.047941541658377385,-0.34842997018703753,0.7858790735146693
EUR_ORIGIN_202308291300,B,2023-08-29 14:00:00+00:00,2023-08-29 20:00:00+00:00,-1.0,2.17060556075599,25,2023-08-29 14:00:00+00:00,2023-08-29 20:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,1,2.17060556075599,-0.021802767623952533,1.214697013556387
EUR_ORIGIN_202308300800,A,2023-08-30 10:00:00+00:00,2023-08-30 16:00:00+00:00,1.0,-1.923193678767981,26,2023-08-30 10:00:00+00:00,2023-08-30 23:00:00+00:00,0,1,0,0,0,0,0.0,1.0,1,-0.3936171620582567,-1.070204466624021,0.87125673203992
EUR_ORIGIN_202308301500,A,2023-08-30 17:00:00+00:00,2023-08-30 23:00:00+00:00,1.0,1.5295765167097244,26,2023-08-30 10:00:00+00:00,2023-08-30 23:00:00+00:00,0,1,0,0,0,0,0.0,1.0,1,-0.3936171620582567,-1.070204466624021,0.87125673203992
EUR_ORIGIN_202308310600,B,2023-08-31 07:00:00+00:00,2023-08-31 13:00:00+00:00,-1.0,-0.09031564579749878,27,2023-08-31 07:00:00+00:00,2023-08-31 17:00:00+00:00,0,2,0,0,0,0,0.0,-1.0,2,0.34108340917421015,-0.6045940761961304,0.8203620060023822
EUR_ORIGIN_202308311000,B,2023-08-31 11:00:00+00:00,2023-08-31 17:00:00+00:00,-1.0,0.43139905497170894,27,2023-08-31 07:00:00+00:00,2023-08-31 17:00:00+00:00,1,2,1,0,0,1,1.0,-2.0,2,0.34108340917421015,-0.6045940761961304,0.8203620060023822
EUR_ORIGIN_202309011200,A,2023-09-01 14:00:00+00:00,2023-09-01 20:00:00+00:00,1.0,1.8984753107872847,28,2023-09-01 14:00:00+00:00,2023-09-01 20:00:00+00:00,0,1,0,0,0,0,0.0,1.0,1,1.8984753107872847,-0.07840405596882238,0.8963374813787245
EUR_ORIGIN_202309051300,B,2023-09-05 14:00:00+00:00,2023-09-05 20:00:00+00:00,-1.0,-1.747425219623192,29,2023-09-05 14:00:00+00:00,2023-09-05 20:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,1,-1.747425219623192,-0.9945807181483421,0.18932575285393582
EUR_ORIGIN_202309060400,B,2023-09-06 05:00:00+00:00,2023-09-06 11:00:00+00:00,-1.0,0.3045102871756624,30,2023-09-06 05:00:00+00:00,2023-09-06 11:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,1,0.3045102871756624,-0.4791605005939299,0.7021073331102226
EUR_ORIGIN_202309081200,A,2023-09-08 14:00:00+00:00,2023-09-08 20:00:00+00:00,1.0,0.8287732204806763,31,2023-09-08 14:00:00+00:00,2023-09-08 20:00:00+00:00,0,1,0,0,0,0,0.0,1.0,1,0.8287732204806763,-0.3845757372936584,0.7646023926703474
EUR_ORIGIN_202309110000,B,2023-09-11 01:00:00+00:00,2023-09-11 07:00:00+00:00,-1.0,4.380210047383264,32,2023-09-11 01:00:00+00:00,2023-09-11 15:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,1,4.910208623331285,-0.49478066697674805,1.3332230105678198
EUR_ORIGIN_202309110700,A,2023-09-11 09:00:00+00:00,2023-09-11 15:00:00+00:00,1.0,0.529998575948021,32,2023-09-11 01:00:00+00:00,2023-09-11 15:00:00+00:00,0,1,0,0,0,0,0.0,1.0,1,4.910208623331285,-0.49478066697674805,1.3332230105678198
EUR_ORIGIN_202309120600,B,2023-09-12 07:00:00+00:00,2023-09-12 13:00:00+00:00,-1.0,-0.6166067003479195,33,2023-09-12 07:00:00+00:00,2023-09-13 07:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,2,2.293712475781152,-0.6996901042880119,1.8548088048345324
EUR_ORIGIN_202309121200,A,2023-09-12 14:00:00+00:00,2023-09-12 20:00:00+00:00,1.0,0.47891204126396064,33,2023-09-12 07:00:00+00:00,2023-09-13 07:00:00+00:00,0,1,0,0,0,0,0.0,1.0,2,2.293712475781152,-0.6996901042880119,1.8548088048345324
EUR_ORIGIN_202309121900,A,2023-09-12 21:00:00+00:00,2023-09-13 03:00:00+00:00,1.0,0.8076029597039182,33,2023-09-12 07:00:00+00:00,2023-09-13 07:00:00+00:00,0,2,0,0,0,0,0.0,1.0,2,2.293712475781152,-0.6996901042880119,1.8548088048345324
EUR_ORIGIN_202309122300,A,2023-09-13 01:00:00+00:00,2023-09-13 07:00:00+00:00,1.0,1.6238041751611927,33,2023-09-12 07:00:00+00:00,2023-09-13 07:00:00+00:00,1,2,1,0,1,0,1.0,2.0,2,2.293712475781152,-0.6996901042880119,1.8548088048345324
EUR_ORIGIN_202309141100,B,2023-09-14 12:00:00+00:00,2023-09-14 18:00:00+00:00,-1.0,0.5786001754040777,34,2023-09-14 12:00:00+00:00,2023-09-14 22:00:00+00:00,0,2,0,0,0,0,0.0,-1.0,2,-1.4692130603845728,-1.1702125692936343,0.666691704970544
EUR_ORIGIN_202309141500,B,2023-09-14 16:00:00+00:00,2023-09-14 22:00:00+00:00,-1.0,-2.0478132357886505,34,2023-09-14 12:00:00+00:00,2023-09-14 22:00:00+00:00,1,2,1,0,0,1,1.0,-2.0,2,-1.4692130603845728,-1.1702125692936343,0.666691704970544
EUR_ORIGIN_202309200500,A,2023-09-20 07:00:00+00:00,2023-09-20 13:00:00+00:00,1.0,-0.18863122952307707,35,2023-09-20 07:00:00+00:00,2023-09-20 13:00:00+00:00,0,1,0,0,0,0,0.0,1.0,1,-0.18863122952307707,-0.387080283714765,0.7043950358878348
EUR_ORIGIN_202309201800,B,2023-09-20 19:00:00+00:00,2023-09-21 01:00:00+00:00,-1.0,-1.523517854237115,36,2023-09-20 19:00:00+00:00,2023-09-21 20:00:00+00:00,0,2,0,0,0,0,0.0,-1.0,2,-0.7785060211601961,-0.9219823144826302,0.988820002498911
EUR_ORIGIN_202309202100,B,2023-09-20 22:00:00+00:00,2023-09-21 04:00:00+00:00,-1.0,-0.010482939675168671,36,2023-09-20 19:00:00+00:00,2023-09-21 20:00:00+00:00,1,2,1,0,0,1,1.0,-2.0,2,-0.7785060211601961,-0.9219823144826302,0.988820002498911
EUR_ORIGIN_202309210600,A,2023-09-21 08:00:00+00:00,2023-09-21 14:00:00+00:00,1.0,-0.6748505058989771,36,2023-09-20 19:00:00+00:00,2023-09-21 20:00:00+00:00,0,2,0,0,0,0,0.0,1.0,2,-0.7785060211601961,-0.9219823144826302,0.988820002498911
EUR_ORIGIN_202309210900,B,2023-09-21 10:00:00+00:00,2023-09-21 16:00:00+00:00,-1.0,0.6060983376148138,36,2023-09-20 19:00:00+00:00,2023-09-21 20:00:00+00:00,1,2,0,1,1,0,1.0,0.0,2,-0.7785060211601961,-0.9219823144826302,0.988820002498911
EUR_ORIGIN_202309211300,B,2023-09-21 14:00:00+00:00,2023-09-21 20:00:00+00:00,-1.0,0.8242469410362511,36,2023-09-20 19:00:00+00:00,2023-09-21 20:00:00+00:00,1,2,1,0,0,1,1.0,-2.0,2,-0.7785060211601961,-0.9219823144826302,0.988820002498911
EUR_ORIGIN_202309220500,A,2023-09-22 07:00:00+00:00,2023-09-22 13:00:00+00:00,1.0,0.5676623205488425,37,2023-09-22 07:00:00+00:00,2023-09-22 22:00:00+00:00,0,1,0,0,0,0,0.0,1.0,2,2.1257249272144065,-0.6749661103885556,1.9221793293968708
EUR_ORIGIN_202309221100,A,2023-09-22 13:00:00+00:00,2023-09-22 19:00:00+00:00,1.0,0.059997918942776,37,2023-09-22 07:00:00+00:00,2023-09-22 22:00:00+00:00,0,2,0,0,0,0,0.0,1.0,2,2.1257249272144065,-0.6749661103885556,1.9221793293968708
EUR_ORIGIN_202309221400,A,2023-09-22 16:00:00+00:00,2023-09-22 22:00:00+00:00,1.0,1.4980646877227883,37,2023-09-22 07:00:00+00:00,2023-09-22 22:00:00+00:00,1,2,1,0,1,0,1.0,2.0,2,2.1257249272144065,-0.6749661103885556,1.9221793293968708
EUR_ORIGIN_202309271000,B,2023-09-27 11:00:00+00:00,2023-09-27 17:00:00+00:00,-1.0,-1.7140473572642112,38,2023-09-27 11:00:00+00:00,2023-09-27 19:00:00+00:00,0,2,0,0,0,0,0.0,-1.0,2,-4.122835967079224,-1.9994191200549312,0.1094111844649837
EUR_ORIGIN_202309271200,B,2023-09-27 13:00:00+00:00,2023-09-27 19:00:00+00:00,-1.0,-2.4087886098150126,38,2023-09-27 11:00:00+00:00,2023-09-27 19:00:00+00:00,1,2,1,0,0,1,1.0,-2.0,2,-4.122835967079224,-1.9994191200549312,0.1094111844649837
EUR_ORIGIN_202309281200,A,2023-09-28 14:00:00+00:00,2023-09-28 20:00:00+00:00,1.0,-0.28062942394350415,39,2023-09-28 14:00:00+00:00,2023-09-28 22:00:00+00:00,0,2,0,0,0,0,0.0,1.0,2,0.18322318893499678,-0.473711722190056,0.5021501751827144
EUR_ORIGIN_202309281500,B,2023-09-28 16:00:00+00:00,2023-09-28 22:00:00+00:00,-1.0,0.46385261287850094,39,2023-09-28 14:00:00+00:00,2023-09-28 22:00:00+00:00,1,2,0,1,1,0,1.0,0.0,2,0.18322318893499678,-0.473711722190056,0.5021501751827144
EUR_ORIGIN_202309290700,A,2023-09-29 09:00:00+00:00,2023-09-29 15:00:00+00:00,1.0,1.2751199941436309,40,2023-09-29 09:00:00+00:00,2023-09-29 15:00:00+00:00,0,1,0,0,0,0,0.0,1.0,1,1.2751199941436309,-0.1696163545603211,0.9716081872111607
EUR_ORIGIN_202310020600,B,2023-10-02 07:00:00+00:00,2023-10-02 13:00:00+00:00,-1.0,-0.5558948074982918,41,2023-10-02 07:00:00+00:00,2023-10-02 13:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,1,-0.5558948074982918,-0.870559073033397,0.290263908908458
EUR_ORIGIN_202310030600,A,2023-10-03 08:00:00+00:00,2023-10-03 14:00:00+00:00,1.0,3.407694542665662,42,2023-10-03 08:00:00+00:00,2023-10-03 20:00:00+00:00,0,1,0,0,0,0,0.0,1.0,1,4.481672823636837,-0.34482222058145845,1.4873719725388335
EUR_ORIGIN_202310031300,B,2023-10-03 14:00:00+00:00,2023-10-03 20:00:00+00:00,-1.0,1.0739782809711746,42,2023-10-03 08:00:00+00:00,2023-10-03 20:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,1,4.481672823636837,-0.34482222058145845,1.4873719725388335
EUR_ORIGIN_202310050600,A,2023-10-05 08:00:00+00:00,2023-10-05 14:00:00+00:00,1.0,-0.08689996157458268,43,2023-10-05 08:00:00+00:00,2023-10-05 14:00:00+00:00,0,1,0,0,0,0,0.0,1.0,1,-0.08689996157458268,-0.42096245510075947,0.7761489683495182
EUR_ORIGIN_202310061100,B,2023-10-06 12:00:00+00:00,2023-10-06 18:00:00+00:00,-1.0,-0.12424355254962023,44,2023-10-06 12:00:00+00:00,2023-10-06 22:00:00+00:00,0,2,0,0,0,0,0.0,-1.0,2,-0.2807026331665608,-0.7320549442587283,0.34803459213402443
EUR_ORIGIN_202310061400,A,2023-10-06 16:00:00+00:00,2023-10-06 22:00:00+00:00,1.0,-0.15645908061694058,44,2023-10-06 12:00:00+00:00,2023-10-06 22:00:00+00:00,1,2,0,1,0,1,1.0,0.0,2,-0.2807026331665608,-0.7320549442587283,0.34803459213402443
EUR_ORIGIN_202310090000,B,2023-10-09 01:00:00+00:00,2023-10-09 07:00:00+00:00,-1.0,-0.750519868718186,45,2023-10-09 01:00:00+00:00,2023-10-09 07:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,1,-0.750519868718186,-0.5156870730929966,0.5638469508963169
EUR_ORIGIN_202310091300,B,2023-10-09 14:00:00+00:00,2023-10-09 20:00:00+00:00,-1.0,1.2096400318041791,46,2023-10-09 14:00:00+00:00,2023-10-09 20:00:00+00:00,0,1,0,0,0,0,0.0,-1.0,1,1.2096400318041791,-0.3739149732618109,0.7822038513036278
EUR_ORIGIN_202310101100,A,2023-10-10 13:00:00+00:00,2023-10-10 19:00:00+00:00,1.0,-2.917853839338008,47,2023-10-10 13:00:00+00:00,2023-10-10 19:00:00+00:00,0,1,0,0,0,0,0.0,1.0,1,-2.917853839338008,-1.1859557286514666,0.049121372196434976
EUR_ORIGIN_202310121300,A,2023-10-12 15:00:00+00:00,2023-10-12 21:00:00+00:00,1.0,1.537203177585075,48,2023-10-12 15:00:00+00:00,2023-10-12 21:00:00+00:00,0,1,0,0,0,0,0.0,1.0,1,1.537203177585075,-0.15463347284085693,1.082207623473213
EUR_ORIGIN_202310130800,B,2023-10-13 09:00:00+00:00,2023-10-13 15:00:00+00:00,-1.0,0.9923404127711171,49,2023-10-13 09:00:00+00:00,2023-10-13 20:00:00+00:00,0,2,0,0,0,0,0.0,-1.0,2,0.6265323390374956,-0.6672872510194054,0.6329979305419169
EUR_ORIGIN_202310131300,B,2023-10-13 14:00:00+00:00,2023-10-13 20:00:00+00:00,-1.0,-0.36580807373362145,49,2023-10-13 09:00:00+00:00,2023-10-13 20:00:00+00:00,1,2,1,0,0,1,1.0,-2.0,2,0.6265323390374956,-0.6672872510194054,0.6329979305419169
EUR_ORIGIN_202310171400,A,2023-10-17 16:00:00+00:00,2023-10-17 22:00:00+00:00,1.0,0.6464039587406308,50,2023-10-17 16:00:00+00:00,2023-10-17 22:00:00+00:00,0,1,0,0,0,0,0.0,1.0,1,0.6464039587406308,-0.45130787000870853,0.7155454120809157
EUR_ORIGIN_202310180800,B,2023-10-18 09:00:00+00:00,2023-10-18 15:00:00+00:00,-1.0,-0.0285233083052854,51,2023-10-18 09:00:00+00:00,2023-10-18 19:00:00+00:00,0,2,0,0,0,0,0.0,-1.0,2,-1.2635036924984706,-1.0506880808959582,0.48698015827613494
EUR_ORIGIN_202310181200,B,2023-10-18 13:00:00+00:00,2023-10-18 19:00:00+00:00,-1.0,-1.2349803841931852,51,2023-10-18 09:00:00+00:00,2023-10-18 19:00:00+00:00,1,2,1,0,0,1,1.0,-2.0,2,-1.2635036924984706,-1.0506880808959582,0.48698015827613494
