policy_id,kind,cap_mult,treatment,A_weight,B_weight,events_total,events_full,events_scaled,events_rejected,rejection_rate,capital_deployed,mean_admitted_f,median_admitted_f,max_gross_heat,p95_gross_heat,max_same_direction_heat,max_opposing_heat,max_A_heat,max_B_heat,peak_episode_heat,winning_R_rejected,losing_R_rejected,net_R_missed,loss_R_avoided,positive_rejected,negative_rejected
H0,H0,,REJECT,0.5,0.5,890,890,0,0,0.0,445.0,0.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,1.5,0.0,0.0,0.0,-0.0,0,0
H0,H0,,REJECT,0.7,0.3,890,890,0,0,0.0,439.8,0.4941573033707865,0.3,2.0999999999999996,0.7,2.0999999999999996,0.6,2.0999999999999996,0.8999999999999999,2.0999999999999996,0.0,0.0,0.0,-0.0,0,0
H0,H0,,REJECT,1.0,0.0,890,890,0,0,0.0,432.0,1.0,1.0,3.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,-0.0,0,0
H1-1.00-REJ,H1,1.0,REJECT,0.5,0.5,890,876,0,14,0.015730337078651686,438.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,3.056151270374431,-1.92572041092334,1.1304308594510915,1.92572041092334,8,6
H1-1.00-REJ,H1,1.0,REJECT,0.7,0.3,890,826,0,64,0.07191011235955057,396.19999999999993,0.47966101694915253,0.3,1.0,0.7,0.8999999999999999,0.3,0.7,0.8999999999999999,1.0,27.80349688297339,-18.292230291191984,9.511266591781403,18.292230291191984,40,24
H1-1.00-REJ,H1,1.0,REJECT,1.0,0.0,890,829,0,61,0.06853932584269663,371.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,38.86191840718255,-26.10156484397186,12.760353563210687,26.10156484397186,38,23
H1-1.00-SCA,H1,1.0,SCALE,0.5,0.5,890,876,0,14,0.015730337078651686,438.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,3.056151270374431,-1.92572041092334,1.1304308594510915,1.92572041092334,8,6
H1-1.00-SCA,H1,1.0,SCALE,0.7,0.3,890,823,56,11,0.012359550561797753,412.1,0.46882821387940843,0.3,1.0000000000000002,0.7,1.0000000000000002,0.3,1.0000000000000002,0.8999999999999999,1.0000000000000002,2.3122966272212473,-1.6961149291468933,0.6161816980743537,1.6961149291468933,5,6
H1-1.00-SCA,H1,1.0,SCALE,1.0,0.0,890,829,0,61,0.06853932584269663,371.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,38.86191840718255,-26.10156484397186,12.760353563210687,26.10156484397186,38,23
H1-1.50-REJ,H1,1.5,REJECT,0.5,0.5,890,890,0,0,0.0,445.0,0.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,1.5,0.0,0.0,0.0,-0.0,0,0
H1-1.50-REJ,H1,1.5,REJECT,0.7,0.3,890,882,0,8,0.008988764044943821,435.4,0.4936507936507936,0.3,1.4,0.7,1.4,0.6,1.4,0.8999999999999999,1.4,1.7121426292756412,-1.674980028735209,0.03716260054043219,1.674980028735209,3,5
H1-1.50-REJ,H1,1.5,REJECT,1.0,0.0,890,829,0,61,0.06853932584269663,371.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,38.86191840718255,-26.10156484397186,12.760353563210687,26.10156484397186,38,23
H1-1.50-SCA,H1,1.5,SCALE,0.5,0.5,890,890,0,0,0.0,445.0,0.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,1.5,0.0,0.0,0.0,-0.0,0,0
H1-1.50-SCA,H1,1.5,SCALE,0.7,0.3,890,882,8,0,0.0,436.6,0.490561797752809,0.3,1.5,0.7,1.5,0.6,1.5,0.8999999999999999,1.5,0.0,0.0,0.0,-0.0,0,0
H1-1.50-SCA,H1,1.5,SCALE,1.0,0.0,890,829,57,4,0.0044943820224719105,399.5,0.9334112149532711,1.0,1.5,1.0,1.5,0.0,1.5,0.0,1.5,2.1129269805671225,-1.3517067064822241,0.7612202740848982,1.3517067064822241,2,2
H1-2.00-REJ,H1,2.0,REJECT,0.5,0.5,890,890,0,0,0.0,445.0,0.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,1.5,0.0,0.0,0.0,-0.0,0,0
H1-2.00-REJ,H1,2.0,REJECT,0.7,0.3,890,886,0,4,0.0044943820224719105,437.0,0.4932279909706546,0.3,1.7,0.7,1.4,0.6,1.4,0.8999999999999999,1.7,1.4790488863969855,-0.9461946945375568,0.5328541918594287,0.9461946945375568,2,2
