policy_id,kind,cap_mult,treatment,A_weight,B_weight,events_total,events_full,events_scaled,events_rejected,rejection_rate,capital_deployed,mean_admitted_f,median_admitted_f,max_gross_heat,p95_gross_heat,max_same_direction_heat,max_opposing_heat,max_A_heat,max_B_heat,peak_episode_heat,winning_R_rejected,losing_R_rejected,net_R_missed,loss_R_avoided,positive_rejected,negative_rejected
H1-2.00-REJ,H1,2.0,REJECT,1.0,0.0,890,886,0,4,0.0044943820224719105,428.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.1129269805671225,-1.3517067064822241,0.7612202740848982,1.3517067064822241,2,2
H1-2.00-SCA,H1,2.0,SCALE,0.5,0.5,890,890,0,0,0.0,445.0,0.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,1.5,0.0,0.0,0.0,-0.0,0,0
H1-2.00-SCA,H1,2.0,SCALE,0.7,0.3,890,886,4,0,0.0,439.4,0.4937078651685393,0.3,2.0,0.7,2.0,0.6,2.0,0.8999999999999999,2.0,0.0,0.0,0.0,-0.0,0,0
H1-2.00-SCA,H1,2.0,SCALE,1.0,0.0,890,886,0,4,0.0044943820224719105,428.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.1129269805671225,-1.3517067064822241,0.7612202740848982,1.3517067064822241,2,2
H1-3.00-REJ,H1,3.0,REJECT,0.5,0.5,890,890,0,0,0.0,445.0,0.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,1.5,0.0,0.0,0.0,-0.0,0,0
H1-3.00-REJ,H1,3.0,REJECT,0.7,0.3,890,890,0,0,0.0,439.8,0.4941573033707865,0.3,2.0999999999999996,0.7,2.0999999999999996,0.6,2.0999999999999996,0.8999999999999999,2.0999999999999996,0.0,0.0,0.0,-0.0,0,0
H1-3.00-REJ,H1,3.0,REJECT,1.0,0.0,890,890,0,0,0.0,432.0,1.0,1.0,3.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,-0.0,0,0
H2-1.00-REJ,H2,1.0,REJECT,0.5,0.5,890,883,0,7,0.007865168539325843,441.5,0.5,0.5,1.5,0.5,1.0,0.5,1.0,1.0,1.5,1.8893990765041433,-0.6758533532411121,1.2135457232630313,0.6758533532411121,5,2
H2-1.00-REJ,H2,1.0,REJECT,0.7,0.3,890,829,0,61,0.06853932584269663,397.0999999999999,0.47901085645355845,0.3,1.3,0.7,0.8999999999999999,0.6,0.7,0.8999999999999999,1.3,27.203342885027787,-18.271095390780303,8.932247494247479,18.271095390780303,38,23
H2-1.00-REJ,H2,1.0,REJECT,1.0,0.0,890,829,0,61,0.06853932584269663,371.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,38.86191840718255,-26.10156484397186,12.760353563210687,26.10156484397186,38,23
H2-1.00-SCA,H2,1.0,SCALE,0.5,0.5,890,883,0,7,0.007865168539325843,441.5,0.5,0.5,1.5,0.5,1.0,0.5,1.0,1.0,1.5,1.8893990765041433,-0.6758533532411121,1.2135457232630313,0.6758533532411121,5,2
H2-1.00-SCA,H2,1.0,SCALE,0.7,0.3,890,829,57,4,0.0044943820224719105,414.2,0.4674943566591422,0.3,1.3,0.7,1.0,0.6,1.0,0.8999999999999999,1.3,1.4790488863969855,-0.9461946945375568,0.5328541918594287,0.9461946945375568,2,2
H2-1.00-SCA,H2,1.0,SCALE,1.0,0.0,890,829,0,61,0.06853932584269663,371.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,38.86191840718255,-26.10156484397186,12.760353563210687,26.10156484397186,38,23
H2-1.50-REJ,H2,1.5,REJECT,0.5,0.5,890,890,0,0,0.0,445.0,0.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,1.5,0.0,0.0,0.0,-0.0,0,0
H2-1.50-REJ,H2,1.5,REJECT,0.7,0.3,890,886,0,4,0.0044943820224719105,437.0,0.4932279909706546,0.3,1.7,0.7,1.4,0.6,1.4,0.8999999999999999,1.7,1.4790488863969855,-0.9461946945375568,0.5328541918594287,0.9461946945375568,2,2
H2-1.50-REJ,H2,1.5,REJECT,1.0,0.0,890,829,0,61,0.06853932584269663,371.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,38.86191840718255,-26.10156484397186,12.760353563210687,26.10156484397186,38,23
H2-1.50-SCA,H2,1.5,SCALE,0.5,0.5,890,890,0,0,0.0,445.0,0.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,1.5,0.0,0.0,0.0,-0.0,0,0
H2-1.50-SCA,H2,1.5,SCALE,0.7,0.3,890,886,4,0,0.0,437.4,0.4914606741573033,0.3,1.7,0.7,1.5,0.6,1.5,0.8999999999999999,1.7,0.0,0.0,0.0,-0.0,0,0
H2-1.50-SCA,H2,1.5,SCALE,1.0,0.0,890,829,57,4,0.0044943820224719105,399.5,0.9334112149532711,1.0,1.5,1.0,1.5,0.0,1.5,0.0,1.5,2.1129269805671225,-1.3517067064822241,0.7612202740848982,1.3517067064822241,2,2
H2-2.00-REJ,H2,2.0,REJECT,0.5,0.5,890,890,0,0,0.0,445.0,0.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,1.5,0.0,0.0,0.0,-0.0,0,0
H2-2.00-REJ,H2,2.0,REJECT,0.7,0.3,890,886,0,4,0.0044943820224719105,437.0,0.4932279909706546,0.3,1.7,0.7,1.4,0.6,1.4,0.8999999999999999,1.7,1.4790488863969855,-0.9461946945375568,0.5328541918594287,0.9461946945375568,2,2
H2-2.00-REJ,H2,2.0,REJECT,1.0,0.0,890,886,0,4,0.0044943820224719105,428.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.1129269805671225,-1.3517067064822241,0.7612202740848982,1.3517067064822241,2,2
H3-0.50-REJ,H3,0.5,REJECT,0.5,0.5,890,817,0,73,0.08202247191011236,408.5,0.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,25.15761832916521,-10.592331650079046,14.565286679086167,10.592331650079046,48,25
H3-0.50-REJ,H3,0.5,REJECT,0.7,0.3,890,817,0,73,0.08202247191011236,417.9,0.5115055079559363,0.7,2.0999999999999996,0.7,2.0999999999999996,0.3,2.0999999999999996,0.3,2.0999999999999996,15.094570997499126,-6.355398990047426,8.7391720074517,6.355398990047426,48,25
H3-0.50-REJ,H3,0.5,REJECT,1.0,0.0,890,890,0,0,0.0,432.0,1.0,1.0,3.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,-0.0,0,0
H3-0.50-SCA,H3,0.5,SCALE,0.5,0.5,890,817,0,73,0.08202247191011236,408.5,0.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,25.15761832916521,-10.592331650079046,14.565286679086167,10.592331650079046,48,25
H3-0.50-SCA,H3,0.5,SCALE,0.7,0.3,890,817,70,3,0.0033707865168539327,431.9,0.4869222096956031,0.3,2.0999999999999996,0.7,2.0999999999999996,0.5,2.0999999999999996,0.5,2.0999999999999996,0.49976135173234926,0.0,0.49976135173234926,-0.0,3,0
H3-0.50-SCA,H3,0.5,SCALE,1.0,0.0,890,890,0,0,0.0,432.0,1.0,1.0,3.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,-0.0,0,0
H3-0.75-REJ,H3,0.75,REJECT,0.5,0.5,890,817,0,73,0.08202247191011236,408.5,0.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,25.15761832916521,-10.592331650079046,14.565286679086167,10.592331650079046,48,25
H3-0.75-REJ,H3,0.75,REJECT,0.7,0.3,890,887,0,3,0.0033707865168539327,438.9,0.49481397970687707,0.3,2.0999999999999996,0.7,2.0999999999999996,0.6,2.0999999999999996,0.6,2.0999999999999996,0.49976135173234926,0.0,0.49976135173234926,-0.0,3,0
H3-0.75-REJ,H3,0.75,REJECT,1.0,0.0,890,890,0,0,0.0,432.0,1.0,1.0,3.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,-0.0,0,0
H3-0.75-SCA,H3,0.75,SCALE,0.5,0.5,890,817,70,3,0.0033707865168539327,426.0,0.48027057497181513,0.5,1.5,0.5,1.5,0.5,1.5,0.75,1.5,0.8329355862205821,0.0,0.8329355862205821,-0.0,3,0
H3-0.75-SCA,H3,0.75,SCALE,0.7,0.3,890,887,3,0,0.0,439.35,0.49365168539325843,0.3,2.0999999999999996,0.7,2.0999999999999996,0.6,2.0999999999999996,0.75,2.0999999999999996,0.0,0.0,0.0,-0.0,0,0
H3-0.75-SCA,H3,0.75,SCALE,1.0,0.0,890,890,0,0,0.0,432.0,1.0,1.0,3.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,-0.0,0,0
H3-1.00-REJ,H3,1.0,REJECT,0.5,0.5,890,887,0,3,0.0033707865168539327,443.5,0.5,0.5,1.5,0.5,1.5,0.5,1.5,1.0,1.5,0.8329355862205821,0.0,0.8329355862205821,-0.0,3,0
H3-1.00-REJ,H3,1.0,REJECT,0.7,0.3,890,890,0,0,0.0,439.8,0.4941573033707865,0.3,2.0999999999999996,0.7,2.0999999999999996,0.6,2.0999999999999996,0.8999999999999999,2.0999999999999996,0.0,0.0,0.0,-0.0,0,0
H3-1.00-REJ,H3,1.0,REJECT,1.0,0.0,890,890,0,0,0.0,432.0,1.0,1.0,3.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,-0.0,0,0
H4-1.00-REJ,H4,1.0,REJECT,0.5,0.5,890,710,0,180,0.20224719101123595,355.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,61.0370482403019,-29.159539181987274,31.877509058314637,29.159539181987274,114,66
H4-1.00-REJ,H4,1.0,REJECT,0.7,0.3,890,685,0,205,0.2303370786516854,317.09999999999997,0.46291970802919713,0.3,1.0,0.7,0.8999999999999999,0.3,0.7,0.8999999999999999,1.0,88.37938915138669,-42.48981697689486,45.88957217449183,42.48981697689486,130,75
H4-1.00-REJ,H4,1.0,REJECT,1.0,0.0,890,755,0,135,0.15168539325842698,297.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,104.49033554918395,-50.93828212857643,53.55205342060755,50.93828212857643,88,47
H4-1.00-SCA,H4,1.0,SCALE,0.5,0.5,890,710,0,180,0.20224719101123595,355.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,61.0370482403019,-29.159539181987274,31.877509058314637,29.159539181987274,114,66
H4-1.00-SCA,H4,1.0,SCALE,0.7,0.3,890,667,77,146,0.16404494382022472,335.5,0.45094086021505375,0.3,1.0,0.7,1.0,0.3,1.0,0.8999999999999999,1.0,57.04847559853323,-23.211131341956623,33.837344256576614,23.211131341956623,95,51
H4-1.00-SCA,H4,1.0,SCALE,1.0,0.0,890,755,0,135,0.15168539325842698,297.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,104.49033554918395,-50.93828212857643,53.55205342060755,50.93828212857643,88,47
H4-1.50-REJ,H4,1.5,REJECT,0.5,0.5,890,806,0,84,0.09438202247191012,403.0,0.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,1.5,32.19105620561382,-14.937648640481958,17.25340756513187,14.937648640481958,57,27
H4-1.50-REJ,H4,1.5,REJECT,0.7,0.3,890,766,0,124,0.1393258426966292,370.59999999999997,0.4838120104438642,0.3,1.4,0.7,1.4,0.6,1.4,0.8999999999999999,1.4,54.644833833263334,-22.027557782880923,32.617276050382415,22.027557782880923,82,42
H4-1.50-REJ,H4,1.5,REJECT,1.0,0.0,890,755,0,135,0.15168539325842698,297.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,104.49033554918395,-50.93828212857643,53.55205342060755,50.93828212857643,88,47
H4-1.50-SCA,H4,1.5,SCALE,0.5,0.5,890,806,0,84,0.09438202247191012,403.0,0.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,1.5,32.19105620561382,-14.937648640481958,17.25340756513187,14.937648640481958,57,27
H4-1.50-SCA,H4,1.5,SCALE,0.7,0.3,890,759,69,62,0.0696629213483146,387.79999999999995,0.46835748792270526,0.3,1.5,0.7,1.5,0.6,1.5,0.8999999999999999,1.5,27.135178157098824,-11.877783998595888,15.257394158502933,11.877783998595888,42,20
H4-1.50-SCA,H4,1.5,SCALE,1.0,0.0,890,755,90,45,0.05056179775280899,342.0,0.8837209302325582,1.0,1.5,1.0,1.5,0.0,1.5,0.0,1.5,41.68566643725957,-15.292563975894584,26.39310246136499,15.292563975894584,31,14
H4-2.00-REJ,H4,2.0,REJECT,0.5,0.5,890,848,0,42,0.04719101123595506,424.0,0.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,1.5,18.33585867712822,-8.771184044412298,9.564674632715919,8.771184044412298,26,16
H4-2.00-REJ,H4,2.0,REJECT,0.7,0.3,890,831,0,59,0.06629213483146068,403.7,0.4858002406738869,0.3,1.7,0.7,1.4,0.6,1.4,0.8999999999999999,1.7,31.655882475862068,-12.845380319389788,18.810502156472282,12.845380319389788,39,20
H4-2.00-REJ,H4,2.0,REJECT,1.0,0.0,890,845,0,45,0.05056179775280899,387.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,41.68566643725957,-15.292563975894584,26.39310246136499,15.292563975894584,31,14
H4-3.00-REJ,H4,3.0,REJECT,0.5,0.5,890,880,0,10,0.011235955056179775,440.0,0.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,1.5,2.5807533068278907,-2.304595832323326,0.2761574745045646,2.304595832323326,6,4
H4-3.00-REJ,H4,3.0,REJECT,0.7,0.3,890,875,0,15,0.016853932584269662,431.7,0.4933714285714285,0.3,2.0999999999999996,0.7,2.0999999999999996,0.6,2.0999999999999996,0.8999999999999999,2.0999999999999996,4.417135594938691,-4.482961349335065,-0.06582575439637406,4.482961349335065,10,5
H4-3.00-REJ,H4,3.0,REJECT,1.0,0.0,890,878,0,12,0.01348314606741573,420.0,1.0,1.0,3.0,1.0,3.0,0.0,3.0,0.0,3.0,4.218587039192343,-6.404230499050094,-2.1856434598577517,6.404230499050094,7,5
H5-1.50-REJ,H5,1.5,REJECT,0.5,0.5,890,883,0,7,0.007865168539325843,441.5,0.5,0.5,1.5,0.5,1.0,0.5,1.0,1.0,1.5,1.8893990765041433,-0.6758533532411121,1.2135457232630313,0.6758533532411121,5,2
H5-1.50-REJ,H5,1.5,REJECT,0.7,0.3,890,829,0,61,0.06853932584269663,397.0999999999999,0.47901085645355845,0.3,1.3,0.7,0.8999999999999999,0.6,0.7,0.8999999999999999,1.3,27.203342885027787,-18.271095390780303,8.932247494247479,18.271095390780303,38,23
H5-1.50-REJ,H5,1.5,REJECT,1.0,0.0,890,829,0,61,0.06853932584269663,371.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,38.86191840718255,-26.10156484397186,12.760353563210687,26.10156484397186,38,23
H5-1.50-SCA,H5,1.5,SCALE,0.5,0.5,890,883,0,7,0.007865168539325843,441.5,0.5,0.5,1.5,0.5,1.0,0.5,1.0,1.0,1.5,1.8893990765041433,-0.6758533532411121,1.2135457232630313,0.6758533532411121,5,2
H5-1.50-SCA,H5,1.5,SCALE,0.7,0.3,890,829,57,4,0.0044943820224719105,414.2,0.4674943566591422,0.3,1.3,0.7,1.0,0.6,1.0,0.8999999999999999,1.3,1.4790488863969855,-0.9461946945375568,0.5328541918594287,0.9461946945375568,2,2
H5-1.50-SCA,H5,1.5,SCALE,1.0,0.0,890,829,0,61,0.06853932584269663,371.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,38.86191840718255,-26.10156484397186,12.760353563210687,26.10156484397186,38,23
H5-2.00-REJ,H5,2.0,REJECT,0.5,0.5,890,890,0,0,0.0,445.0,0.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,1.5,0.0,0.0,0.0,-0.0,0,0
H5-2.00-REJ,H5,2.0,REJECT,0.7,0.3,890,886,0,4,0.0044943820224719105,437.0,0.4932279909706546,0.3,1.7,0.7,1.4,0.6,1.4,0.8999999999999999,1.7,1.4790488863969855,-0.9461946945375568,0.5328541918594287,0.9461946945375568,2,2
H5-2.00-REJ,H5,2.0,REJECT,1.0,0.0,890,829,0,61,0.06853932584269663,371.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,38.86191840718255,-26.10156484397186,12.760353563210687,26.10156484397186,38,23
H5-2.00-SCA,H5,2.0,SCALE,0.5,0.5,890,890,0,0,0.0,445.0,0.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,1.5,0.0,0.0,0.0,-0.0,0,0
H5-2.00-SCA,H5,2.0,SCALE,0.7,0.3,890,886,4,0,0.0,437.4,0.4914606741573033,0.3,1.7,0.7,1.5,0.6,1.5,0.8999999999999999,1.7,0.0,0.0,0.0,-0.0,0,0
H5-2.00-SCA,H5,2.0,SCALE,1.0,0.0,890,829,57,4,0.0044943820224719105,399.5,0.9334112149532711,1.0,1.5,1.0,1.5,0.0,1.5,0.0,1.5,2.1129269805671225,-1.3517067064822241,0.7612202740848982,1.3517067064822241,2,2
