policy_id,kind,cap_mult,treatment,w_A_pct,w_B_pct,f_pct,variant,max_dd,terminal_equity,max_dd_ratio_vs_historical
H3-0.50-REJ,H3,0.5,REJECT,50.0,50.0,2.0,insert_p99_loss_cluster,0.1014068941202407,18.91996391305027,0.9999999999999988
H3-0.50-REJ,H3,0.5,REJECT,50.0,50.0,2.0,worstA_cluster,0.10140689412024088,15.926600491705141,1.0000000000000004
H3-0.50-REJ,H3,0.5,REJECT,50.0,50.0,2.0,worstB_cluster,0.10140689412024088,15.926600491705141,1.0000000000000004
H3-0.50-REJ,H3,0.5,REJECT,50.0,50.0,2.0,mixed_AB_cluster,0.10140689412024088,15.926600491705141,1.0000000000000004
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,0.5,historical,0.02624420189590209,2.016428219242724,1.0
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,0.5,worst5_x1_50,0.027917187856544335,1.9068110885992144,1.0637468789212245
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,0.5,worst5_x2_00,0.033216011789530486,1.8030489715689155,1.2656514349829404
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,0.5,insert_worst_1,0.02624420189590211,1.9980249318004752,1.0000000000000009
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,0.5,insert_p99_loss_cluster,0.026244201895902115,2.1047874210885658,1.0000000000000009
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,0.5,worstA_cluster,0.026244201895901712,2.0160315069361316,0.9999999999999856
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,0.5,worstB_cluster,0.026244201895901712,2.0160315069361316,0.9999999999999856
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,0.5,mixed_AB_cluster,0.026244201895901712,2.0160315069361316,0.9999999999999856
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,1.0,historical,0.05188579112735575,4.041633237997365,1.0
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,1.0,worst5_x1_50,0.05536847843338735,3.613043402262327,1.0671221779674362
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,1.0,worst5_x2_00,0.06557669461925913,3.2291522490911024,1.2638661412774552
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,1.0,insert_worst_1,0.05188579112735607,3.9679554960337047,1.0000000000000062
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,1.0,insert_p99_loss_cluster,0.051885791127356536,4.403123767674976,1.000000000000015
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,1.0,worstA_cluster,0.051885791127356105,4.039681367762888,1.0000000000000069
H3-0.75-REJ,H3,0.75,REJECT,50.0,50.0,1.0,worstB_cluster,0.051885791127356105,4.039681367762888,1.0000000000000069
