event_id,entry_ts,policy_id,family,direction,base_f,A_weight,B_weight,requested_f,pre_gross_heat,pre_same_direction_heat,pre_opposite_direction_heat,pre_A_heat,pre_B_heat,episode_budget_used,remaining_heat,admitted_f,decision,reason
EUR_ORIGIN_202401180400,2024-01-18 05:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202401182200,2024-01-19 00:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202401191300,2024-01-19 15:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202401230300,2024-01-23 04:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202401231200,2024-01-23 13:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202401240500,2024-01-24 06:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202401241100,2024-01-24 13:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202401241500,2024-01-24 17:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202401251000,2024-01-25 11:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202401290000,2024-01-29 01:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202401290400,2024-01-29 05:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202401291200,2024-01-29 13:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202401301200,2024-01-30 14:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202401310600,2024-01-31 08:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202401311100,2024-01-31 12:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402011800,2024-02-01 20:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402021500,2024-02-02 16:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402071300,2024-02-07 15:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402120500,2024-02-12 06:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402130400,2024-02-13 06:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402130600,2024-02-13 07:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402131100,2024-02-13 13:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402131500,2024-02-13 16:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402141100,2024-02-14 13:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402150500,2024-02-15 06:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402160500,2024-02-16 07:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402200600,2024-02-20 08:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402201500,2024-02-20 17:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402221100,2024-02-22 12:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402221700,2024-02-22 18:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402231100,2024-02-23 12:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402271300,2024-02-27 15:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402281200,2024-02-28 14:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402282200,2024-02-28 23:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402290600,2024-02-29 08:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402291200,2024-02-29 13:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202402292200,2024-03-01 00:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403010700,2024-03-01 08:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403011000,2024-03-01 12:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403011200,2024-03-01 13:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403040700,2024-03-04 09:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403051000,2024-03-05 11:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403060500,2024-03-06 07:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403070300,2024-03-07 04:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403070700,2024-03-07 08:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403071000,2024-03-07 11:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403080400,2024-03-08 05:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403120100,2024-03-12 03:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403141900,2024-03-14 20:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403150600,2024-03-15 08:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403180800,2024-03-18 10:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403181500,2024-03-18 16:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403190500,2024-03-19 07:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403190700,2024-03-19 08:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403191000,2024-03-19 11:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403201800,2024-03-20 20:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403202100,2024-03-20 23:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403210800,2024-03-21 10:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403220500,2024-03-22 06:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403221100,2024-03-22 12:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403270800,2024-03-27 09:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403280600,2024-03-28 07:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403280800,2024-03-28 09:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403281200,2024-03-28 13:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202403290600,2024-03-29 07:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404020600,2024-04-02 08:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404031300,2024-04-03 15:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404031700,2024-04-03 19:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404040500,2024-04-04 07:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404041700,2024-04-04 18:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404050600,2024-04-05 08:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404051400,2024-04-05 16:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404080000,2024-04-08 02:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404082000,2024-04-08 22:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404101100,2024-04-10 12:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404101500,2024-04-10 16:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404111100,2024-04-11 12:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404111300,2024-04-11 14:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404120500,2024-04-12 06:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404121100,2024-04-12 12:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404121300,2024-04-12 14:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404190000,2024-04-19 01:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404221000,2024-04-22 11:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404230600,2024-04-23 08:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404231000,2024-04-23 12:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404261000,2024-04-26 11:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404290300,2024-04-29 04:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404290600,2024-04-29 07:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202404291500,2024-04-29 16:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405011900,2024-05-01 20:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405012100,2024-05-01 23:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405020500,2024-05-02 06:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405060000,2024-05-06 02:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405091500,2024-05-09 17:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405141100,2024-05-14 13:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405141300,2024-05-14 15:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405141600,2024-05-14 18:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,REJECT_HEAT_CAP,same_direction_cap
EUR_ORIGIN_202405150600,2024-05-15 07:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405151500,2024-05-15 17:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405151700,2024-05-15 19:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405152300,2024-05-16 00:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405160700,2024-05-16 09:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405161100,2024-05-16 13:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405201100,2024-05-20 13:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405230700,2024-05-23 09:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405231100,2024-05-23 13:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405231300,2024-05-23 14:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405231600,2024-05-23 17:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405270800,2024-05-27 10:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405271100,2024-05-27 12:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405281100,2024-05-28 12:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405281300,2024-05-28 15:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405290700,2024-05-29 08:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405291100,2024-05-29 12:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405291300,2024-05-29 14:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405310700,2024-05-31 09:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202405311200,2024-05-31 13:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202406030600,2024-06-03 07:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202406031300,2024-06-03 14:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202406031700,2024-06-03 19:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202406032300,2024-06-04 01:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202406040600,2024-06-04 07:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
EUR_ORIGIN_202406040800,2024-06-04 09:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202406041200,2024-06-04 13:00:00+00:00,H2-1.00-REJ,B,-1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,ACCEPT_FULL,
EUR_ORIGIN_202406051300,2024-06-05 15:00:00+00:00,H2-1.00-REJ,A,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,ACCEPT_FULL,
