composition,n_clusters,n_events,mean_R,loss_prob,tail_prob,peak_heat_p95,cluster_neg_share
A_A,46,108,0.1904183956671577,0.40217391304347827,0.16666666666666666,0.015,0.15186023638858176
A_B,123,396,0.39887106905130265,0.3779616724738676,0.10981416957026713,0.03,0.43170075870504454
A_only,128,128,0.3964402777224479,0.359375,0.0625,0.005,0.11686801995354275
B_B,59,132,0.3539581355351274,0.38305084745762713,0.1542372881355932,0.015,0.17369372338934969
B_only,126,126,0.3351169458280081,0.3412698412698413,0.10317460317460317,0.005,0.12587726156348117
