Dataset,Date_Range,Total_Weeks_Analyzed,Sunday_Asian_Sessions,Sunday_Monday_Correlation,Best_Model,Model_Accuracy_Difference,Vs_EUR_USD_25_Gap,Vs_EUR_USD_50_Gap,Vs_EUR_USD_100_Gap,Crypto_Weekend_Effect
ETH/USD Analysis,2021-10-25 to 2025-12-15,217,201,52.74%,7-Day,0.9259259259259238,-14.423703703703708,-18.662222222222212,-26.429259259259254,0.9259259259259238
