week_start,asian_open,asian_close,asian_high,asian_low,asian_range,bias,fib_neg25,fib_neg50,fib_neg100,fib_neg168,fib_132_inv
2022-05-13,1918.15,2084.7,2143.92,1864.33,279.59000000000015,BULLISH,2213.8175,2283.715,2423.51,2613.6312000000003,1774.8611999999998
2022-05-20,2010.33,1966.79,2060.54,1919.42,141.1199999999999,BEARISH,1884.14,1848.8600000000001,1778.3000000000002,1682.3384000000003,2105.6983999999998
2022-05-27,1829.18,1691.38,1844.07,1673.98,170.08999999999992,BEARISH,1631.4575,1588.935,1503.89,1388.2288,1898.4987999999998
2022-06-03,1820.64,1763.37,1849.43,1730.43,119.0,BEARISH,1700.68,1670.93,1611.43,1530.51,1887.51
2022-06-10,1791.51,1739.63,1800.96,1650.97,149.99,BEARISH,1613.4725,1575.975,1500.98,1398.9868000000001,1848.9568
2022-06-17,1101.29,1032.88,1116.4,997.12,119.28000000000009,BEARISH,967.3,937.48,877.8399999999999,796.7295999999999,1154.5696
2022-06-24,1131.53,1094.83,1240.6,1068.06,172.53999999999996,BEARISH,1024.925,981.79,895.52,778.1928,1295.8128
2022-07-01,1017.99,997.16,1113.06,960.71,152.3499999999999,BEARISH,922.6225000000001,884.5350000000001,808.3600000000001,704.7620000000002,1161.812
2022-07-08,1233.38,1199.93,1273.83,1171.88,101.94999999999982,BEARISH,1146.3925000000002,1120.9050000000002,1069.9300000000003,1000.6040000000004,1306.454
2022-07-15,1192.65,1139.31,1286.42,1127.37,159.05000000000018,BEARISH,1087.6074999999998,1047.8449999999998,968.3199999999997,860.1659999999996,1337.316
2022-07-22,1580.7,1516.39,1643.41,1500.12,143.2900000000002,BEARISH,1464.2975,1428.475,1356.8299999999997,1259.3927999999996,1689.2628000000002
2022-07-29,1761.17,1686.61,1767.39,1642.53,124.86000000000013,BEARISH,1611.315,1580.1,1517.6699999999998,1432.7651999999998,1807.3452000000002
2022-08-05,1592.27,1602.12,1723.41,1527.49,195.92000000000007,BULLISH,1772.39,1821.3700000000001,1919.3300000000002,2052.5556,1464.7956
2022-08-12,1897.63,1837.25,1933.74,1803.48,130.26,BEARISH,1770.915,1738.35,1673.22,1584.6432,1975.4232
2022-08-19,1874.49,1764.81,1875.39,1669.95,205.44000000000005,BEARISH,1618.5900000000001,1567.23,1464.51,1324.8108,1941.1308000000001
2022-09-02,1576.28,1560.7,1646.69,1534.11,112.58000000000015,BEARISH,1505.965,1477.8199999999997,1421.5299999999997,1344.9755999999998,1682.7156
2022-09-09,1638.78,1662.62,1743.7,1592.44,151.26,BULLISH,1781.515,1819.33,1894.96,1997.8168,1544.0368
2022-09-16,1498.75,1436.5,1500.04,1401.3,98.74000000000001,BEARISH,1376.615,1351.9299999999998,1302.56,1235.4168,1531.6368
2022-09-23,1324.0,1316.28,1356.44,1258.17,98.26999999999998,BEARISH,1233.6025,1209.035,1159.9,1093.0764000000001,1387.8864
2022-09-30,1304.45,1295.3,1319.8,1286.44,33.3599999999999,BEARISH,1278.1000000000001,1269.7600000000002,1253.0800000000002,1230.3952000000002,1330.4751999999999
2022-10-07,1330.51,1318.95,1330.82,1311.47,19.34999999999991,BEARISH,1306.6325000000002,1301.795,1292.1200000000001,1278.9620000000002,1337.012
2022-10-14,1260.62,1294.32,1309.95,1250.18,59.76999999999998,BULLISH,1324.8925,1339.835,1369.72,1410.3636,1231.0536
2022-10-21,1249.29,1254.98,1259.37,1244.84,14.529999999999973,BULLISH,1263.0024999999998,1266.6349999999998,1273.8999999999999,1283.7803999999999,1240.1904
2022-10-28,1493.86,1475.03,1496.12,1463.44,32.679999999999836,BEARISH,1455.27,1447.1000000000001,1430.7600000000002,1408.5376000000003,1506.5775999999998
2022-11-04,1507.45,1517.63,1518.17,1489.95,28.220000000000027,BULLISH,1525.2250000000001,1532.2800000000002,1546.39,1565.5796,1480.9196
2022-11-11,1301.67,1201.3,1311.43,1187.57,123.86000000000013,BEARISH,1156.605,1125.6399999999999,1063.7099999999998,979.4851999999997,1351.0652
2022-11-18,1168.34,1186.33,1202.31,1162.89,39.419999999999845,BULLISH,1212.165,1222.02,1241.7299999999998,1268.5355999999997,1150.2756000000002
2022-11-25,1163.34,1139.93,1173.26,1138.43,34.82999999999993,BEARISH,1129.7225,1121.015,1103.6000000000001,1079.9156000000003,1184.4056
2022-12-02,1243.18,1240.06,1251.83,1231.87,19.960000000000036,BEARISH,1226.8799999999999,1221.8899999999999,1211.9099999999999,1198.3372,1258.2172
2022-12-09,1245.5,1247.79,1256.95,1239.97,16.980000000000018,BULLISH,1261.1950000000002,1265.44,1273.93,1285.4764,1234.5364
2022-12-16,1231.2,1238.22,1240.71,1226.22,14.490000000000009,BULLISH,1244.3325,1247.955,1255.2,1265.0532,1221.5832
2022-12-23,1182.0,1188.17,1196.94,1179.93,17.00999999999999,BULLISH,1201.1925,1205.4450000000002,1213.95,1225.5168,1174.4868000000001
2022-12-30,1162.26,1161.24,1171.76,1158.56,13.200000000000045,BEARISH,1155.26,1151.96,1145.36,1136.3839999999998,1175.984
2023-01-06,1219.39,1216.45,1225.36,1213.78,11.579999999999927,BEARISH,1210.885,1207.99,1202.2,1194.3256000000001,1229.0656
2023-01-13,1393.25,1373.85,1394.65,1368.31,26.340000000000146,BEARISH,1361.725,1355.1399999999999,1341.9699999999998,1324.0587999999998,1403.0788000000002
2023-01-20,1512.33,1514.5,1531.43,1510.02,21.410000000000082,BULLISH,1536.7825,1542.1350000000002,1552.8400000000001,1567.3988000000002,1503.1688
2023-01-27,1570.37,1550.11,1577.06,1518.54,58.51999999999998,BEARISH,1503.9099999999999,1489.28,1460.02,1420.2264,1595.7864
2023-02-03,1604.67,1611.34,1629.83,1592.44,37.38999999999987,BULLISH,1639.1774999999998,1648.5249999999999,1667.2199999999998,1692.6451999999997,1580.4752
2023-02-10,1507.22,1508.54,1521.43,1494.75,26.680000000000064,BULLISH,1528.1000000000001,1534.77,1548.1100000000001,1566.2524,1486.2124
2023-02-17,1651.21,1623.27,1653.1,1598.9,54.19999999999982,BEARISH,1585.3500000000001,1571.8000000000002,1544.7000000000003,1507.8440000000005,1670.444
2023-02-24,1611.15,1611.91,1631.61,1605.44,26.169999999999845,BULLISH,1638.1525,1644.6949999999997,1657.7799999999997,1675.5755999999997,1597.0656000000001
2023-03-03,1606.86,1533.19,1625.18,1502.55,122.63000000000011,BEARISH,1471.8925,1441.235,1379.9199999999998,1296.5315999999998,1664.4216000000001
2023-03-10,1398.66,1386.86,1415.04,1376.2,38.83999999999992,BEARISH,1366.49,1356.7800000000002,1337.3600000000001,1310.9488000000001,1427.4687999999999
2023-03-17,1622.6,1669.96,1692.03,1621.13,70.89999999999986,BULLISH,1709.7549999999999,1727.48,1762.9299999999998,1811.1419999999998,1598.4420000000002
2023-03-24,1782.85,1771.35,1788.18,1769.93,18.25,BEARISH,1765.3675,1760.805,1751.68,1739.27,1794.02
2023-03-31,1761.59,1771.15,1784.64,1748.59,36.05000000000018,BULLISH,1793.6525000000001,1802.6650000000002,1820.6900000000003,1845.2040000000004,1737.0539999999999
2023-04-07,1829.63,1842.57,1849.37,1826.02,23.34999999999991,BULLISH,1855.2075,1861.0449999999998,1872.7199999999998,1888.5979999999997,1818.548
2023-04-14,1973.94,2081.69,2102.36,1970.87,131.49000000000024,BULLISH,2135.2325,2168.1050000000005,2233.8500000000004,2323.2632000000003,1928.7931999999998
2023-04-21,1904.81,1905.35,1924.16,1900.66,23.5,BULLISH,1930.035,1935.91,1947.66,1963.64,1893.14
2023-04-28,1885.74,1880.42,1891.94,1859.43,32.50999999999999,BEARISH,1851.3025,1843.1750000000002,1826.92,1804.8132,1902.3432
2023-05-05,1844.15,1864.31,1876.33,1836.12,40.210000000000036,BULLISH,1886.3825,1896.435,1916.54,1943.8828,1823.2528
2023-05-12,1762.01,1735.92,1767.47,1720.47,47.0,BEARISH,1708.72,1696.97,1673.47,1641.51,1782.51
2023-05-19,1763.14,1771.29,1788.06,1763.14,24.919999999999845,BULLISH,1794.29,1800.52,1812.9799999999998,1829.9255999999996,1755.1656
2023-05-26,1776.42,1774.99,1779.17,1763.44,15.730000000000018,BEARISH,1759.5075000000002,1755.575,1747.71,1737.0136,1784.2036
2023-06-02,1835.74,1852.93,1855.81,1813.59,42.22000000000003,BULLISH,1866.365,1876.92,1898.03,1926.7395999999999,1800.0795999999998
2023-06-09,1819.5,1804.54,1820.95,1792.44,28.50999999999999,BEARISH,1785.3125,1778.185,1763.93,1744.5432,1830.0732
2023-06-16,1636.88,1634.45,1647.43,1626.06,21.37000000000012,BEARISH,1620.7175,1615.375,1604.6899999999998,1590.1583999999998,1654.2684000000002
2023-06-23,1854.51,1847.57,1855.41,1829.32,26.090000000000146,BEARISH,1822.7975,1816.2749999999999,1803.2299999999998,1785.4887999999996,1863.7588
2023-06-30,1815.83,1854.83,1875.87,1807.71,68.15999999999985,BULLISH,1892.9099999999999,1909.9499999999998,1944.0299999999997,1990.3787999999997,1785.8988000000002
2023-07-07,1850.21,1821.18,1853.92,1791.22,62.700000000000045,BEARISH,1775.545,1759.87,1728.52,1685.884,1873.9840000000002
2023-07-14,1952.05,1976.5,1997.93,1938.84,59.090000000000146,BULLISH,2012.7025,2027.4750000000001,2057.0200000000004,2097.2012000000004,1919.9311999999998
2023-07-21,1854.88,1861.76,1868.36,1852.85,15.509999999999991,BULLISH,1872.2375,1876.1149999999998,1883.87,1894.4168,1847.8868
2023-07-28,1825.42,1830.41,1831.77,1821.48,10.289999999999964,BULLISH,1834.3425,1836.915,1842.06,1849.0572,1818.1872
2023-08-04,1810.91,1802.17,1813.93,1794.18,19.75,BEARISH,1789.2425,1784.305,1774.43,1761.0,1820.25
2023-08-11,1817.12,1814.65,1821.5,1809.4,12.099999999999909,BEARISH,1806.375,1803.3500000000001,1797.3000000000002,1789.0720000000003,1825.372
2023-08-18,1685.32,1635.54,1689.37,1460.37,229.0,BEARISH,1403.12,1345.87,1231.37,1075.6499999999999,1762.6499999999999
2023-08-25,1616.61,1615.27,1631.85,1612.09,19.75999999999999,BEARISH,1607.1499999999999,1602.21,1592.33,1578.8932,1638.1732
2023-09-01,1615.74,1616.91,1621.32,1596.12,25.200000000000045,BULLISH,1627.62,1633.92,1646.52,1663.656,1588.0559999999998
2023-09-08,1605.34,1618.31,1627.12,1605.34,21.779999999999973,BULLISH,1632.5649999999998,1638.0099999999998,1648.8999999999999,1663.7104,1598.3704
2023-09-15,1594.03,1599.89,1602.62,1588.58,14.039999999999964,BULLISH,1606.1299999999999,1609.6399999999999,1616.6599999999999,1626.2071999999998,1584.0872
2023-09-22,1554.64,1560.77,1563.2,1543.18,20.019999999999982,BULLISH,1568.205,1573.21,1583.22,1596.8336,1536.7736
2023-09-29,1622.83,1621.13,1625.64,1609.54,16.100000000000136,BEARISH,1605.5149999999999,1601.4899999999998,1593.4399999999998,1582.4919999999997,1630.7920000000001
2023-10-06,1583.49,1589.68,1592.2,1576.61,15.590000000000146,BULLISH,1596.0975,1599.9950000000001,1607.7900000000002,1618.3912000000003,1571.6211999999998
2023-10-13,1503.31,1508.78,1514.39,1500.44,13.950000000000045,BULLISH,1517.8775,1521.3650000000002,1528.3400000000001,1537.8260000000002,1495.976
2023-10-20,1533.09,1549.58,1561.99,1527.81,34.180000000000064,BULLISH,1570.535,1579.08,1596.17,1619.4124000000002,1516.8724
2023-10-27,1765.47,1763.42,1778.93,1739.73,39.200000000000045,BEARISH,1729.93,1720.13,1700.53,1673.874,1791.4740000000002
2023-11-03,1771.88,1759.17,1773.48,1743.4,30.079999999999927,BEARISH,1735.88,1728.3600000000001,1713.3200000000002,1692.8656000000003,1783.1056
2023-11-10,2027.33,2092.13,2106.58,2025.45,81.12999999999988,BULLISH,2126.8624999999997,2147.145,2187.71,2242.8783999999996,1999.4884000000002
2023-11-17,1923.75,1945.8,1959.35,1920.15,39.19999999999982,BULLISH,1969.1499999999999,1978.9499999999998,1998.5499999999997,2025.2059999999997,1907.6060000000002
2023-11-24,2036.81,2040.93,2045.06,2027.07,17.99000000000001,BULLISH,2049.5575,2054.055,2063.05,2075.2832,2021.3131999999998
2023-12-01,2013.08,2058.7,2067.74,2007.33,60.409999999999854,BULLISH,2082.8424999999997,2097.9449999999997,2128.1499999999996,2169.2287999999994,1987.9988
2023-12-08,2338.0,2345.12,2363.47,2316.03,47.4399999999996,BULLISH,2375.33,2387.1899999999996,2410.9099999999994,2443.169199999999,2300.8492
2023-12-15,2266.94,2233.96,2300.72,2230.97,69.75,BEARISH,2213.5325,2196.095,2161.22,2113.79,2323.04
2023-12-22,2218.36,2228.22,2244.06,2199.82,44.23999999999978,BULLISH,2255.12,2266.18,2288.2999999999997,2318.3831999999998,2185.6632000000004
2023-12-29,2314.49,2327.64,2334.04,2279.84,54.19999999999982,BULLISH,2347.59,2361.14,2388.24,2425.0959999999995,2262.496
2024-01-05,2240.71,2213.97,2255.06,2177.66,77.40000000000009,BEARISH,2158.31,2138.96,2100.2599999999998,2047.6279999999997,2279.828
2024-01-12,2571.83,2577.19,2593.1,2548.53,44.56999999999971,BULLISH,2604.2425,2615.3849999999998,2637.6699999999996,2667.9775999999993,2534.2676
2024-01-19,2425.31,2432.63,2442.39,2410.64,31.75,BULLISH,2450.3275,2458.265,2474.14,2495.73,2400.48
2024-01-26,2186.46,2188.01,2205.41,2177.74,27.670000000000073,BULLISH,2212.3275,2219.245,2233.08,2251.8956,2168.8855999999996
2024-02-02,2271.02,2271.44,2287.43,2253.43,34.0,BULLISH,2295.93,2304.43,2321.43,2344.5499999999997,2242.5499999999997
2024-02-09,2392.27,2420.31,2433.14,2384.45,48.690000000000055,BULLISH,2445.3125,2457.4849999999997,2481.83,2514.9392,2368.8691999999996
2024-02-16,2793.38,2841.69,2857.61,2790.67,66.94000000000005,BULLISH,2874.3450000000003,2891.08,2924.55,2970.0692000000004,2769.2492
2024-02-23,2984.97,2958.7,2993.61,2932.58,61.0300000000002,BEARISH,2917.3224999999998,2902.0649999999996,2871.5499999999997,2830.0495999999994,3013.1396
2024-03-01,3348.34,3370.52,3390.72,3298.8,91.91999999999962,BULLISH,3413.7,3436.6799999999994,3482.6399999999994,3545.145599999999,3269.3856000000005
2024-03-08,3871.05,3890.05,3944.09,3839.64,104.45000000000027,BULLISH,3970.2025000000003,3996.3150000000005,4048.5400000000004,4119.566000000001,3806.216
2024-03-15,3845.86,3672.47,3935.93,3620.8,315.12999999999965,BEARISH,3542.0175000000004,3463.2350000000006,3305.6700000000005,3091.3816000000006,4036.7715999999996
2024-03-22,3485.51,3511.65,3527.8,3453.72,74.08000000000038,BULLISH,3546.32,3564.84,3601.8800000000006,3652.2544000000007,3430.0143999999996
2024-03-29,3561.84,3565.03,3586.21,3543.2,43.01000000000022,BULLISH,3596.9625,3607.715,3629.2200000000003,3658.4668000000006,3529.4368
2024-04-05,3324.99,3296.26,3337.78,3250.54,87.24000000000024,BEARISH,3228.73,3206.92,3163.2999999999997,3103.9767999999995,3365.6968
2024-04-12,3524.15,3547.32,3552.79,3489.46,63.32999999999993,BULLISH,3568.6225,3584.455,3616.12,3659.1843999999996,3469.1944
2024-04-19,3064.86,3001.8,3076.61,2860.71,215.9000000000001,BEARISH,2806.735,2752.76,2644.81,2497.998,3145.6980000000003
2024-04-26,3170.01,3130.0,3187.76,3120.5,67.26000000000022,BEARISH,3103.685,3086.87,3053.24,3007.5031999999997,3209.2832000000003
2024-05-03,2982.41,3000.05,3032.7,2973.8,58.899999999999636,BULLISH,3047.4249999999997,3062.1499999999996,3091.5999999999995,3131.651999999999,2954.952
2024-05-10,3018.45,3028.34,3056.02,3012.06,43.960000000000036,BULLISH,3067.01,3078.0,3099.98,3129.8728,2997.9928
2024-05-17,2934.22,2942.09,2953.74,2919.16,34.57999999999993,BULLISH,2962.3849999999998,2971.0299999999997,2988.3199999999997,3011.8343999999997,2908.0944
2024-05-24,3754.8,3803.73,3903.61,3736.05,167.55999999999995,BULLISH,3945.5,3987.3900000000003,4071.17,4185.1108,3682.4308
2024-05-31,3738.09,3762.86,3770.71,3734.05,36.659999999999854,BULLISH,3779.875,3789.04,3807.37,3832.2987999999996,3722.3188
2024-06-07,3800.89,3815.87,3820.14,3791.81,28.329999999999927,BULLISH,3827.2225,3834.305,3848.47,3867.7344,3782.7444
2024-06-14,3475.91,3494.13,3506.55,3455.21,51.340000000000146,BULLISH,3519.385,3532.2200000000003,3557.8900000000003,3592.8012000000003,3438.7812
2024-06-21,3522.27,3513.72,3532.68,3487.83,44.84999999999991,BEARISH,3476.6175,3465.4049999999997,3442.98,3412.482,3547.0319999999997
2024-06-28,3441.39,3456.2,3485.75,3433.44,52.309999999999945,BULLISH,3498.8275,3511.9049999999997,3538.06,3573.6308,3416.7008
2024-07-05,3141.28,2863.03,3166.77,2802.25,364.52,BEARISH,2711.12,2619.99,2437.73,2189.8564,3283.4164
2024-07-12,3112.54,3080.01,3118.01,3051.64,66.37000000000035,BEARISH,3035.0474999999997,3018.455,2985.2699999999995,2940.1383999999994,3139.2484000000004
2024-07-19,3410.86,3417.47,3433.69,3379.59,54.09999999999991,BULLISH,3447.215,3460.74,3487.79,3524.578,3362.2780000000002
2024-07-26,3151.41,3250.83,3256.07,3147.03,109.03999999999996,BULLISH,3283.33,3310.59,3365.11,3439.2572,3112.1372
2024-08-02,3168.4,3164.66,3214.88,3132.8,82.07999999999993,BEARISH,3112.28,3091.76,3050.7200000000003,2994.9056000000005,3241.1456000000003
2024-08-09,2566.31,2656.01,2721.33,2565.66,155.67000000000007,BULLISH,2760.2475,2799.165,2877.0,2982.8556,2515.8455999999996
2024-08-16,2546.46,2593.41,2606.71,2529.8,76.90999999999985,BULLISH,2625.9375,2645.165,2683.62,2735.9188,2505.1888000000004
2024-08-23,2621.46,2635.88,2650.7,2612.52,38.179999999999836,BULLISH,2660.245,2669.79,2688.8799999999997,2714.8423999999995,2600.3024
2024-08-30,2537.0,2516.21,2537.22,2501.84,35.379999999999654,BEARISH,2492.9950000000003,2484.1500000000005,2466.4600000000005,2442.4016000000006,2548.5415999999996
2024-09-06,2364.53,2383.66,2406.15,2347.19,58.960000000000036,BULLISH,2420.8900000000003,2435.63,2465.11,2505.2028,2328.3228
2024-09-13,2348.27,2345.53,2371.37,2338.3,33.06999999999971,BEARISH,2330.0325000000003,2321.7650000000003,2305.2300000000005,2282.7424000000005,2381.9523999999997
2024-09-20,2461.75,2536.19,2545.06,2434.83,110.23000000000002,BULLISH,2572.6175,2600.175,2655.29,2730.2464,2399.5564
2024-09-27,2627.71,2643.05,2647.34,2612.72,34.620000000000346,BULLISH,2655.9950000000003,2664.6500000000005,2681.9600000000005,2705.5016000000005,2601.6415999999995
2024-10-04,2338.99,2371.49,2378.49,2329.63,48.85999999999967,BULLISH,2390.705,2402.9199999999996,2427.3499999999995,2460.5747999999994,2313.9948000000004
2024-10-11,2366.45,2406.46,2414.79,2358.91,55.88000000000011,BULLISH,2428.76,2442.73,2470.67,2508.6684,2341.0283999999997
2024-10-18,2595.19,2613.22,2649.54,2594.11,55.429999999999836,BULLISH,2663.3975,2677.255,2704.97,2742.6623999999997,2576.3724
2024-10-25,2535.99,2490.5,2558.47,2486.5,71.9699999999998,BEARISH,2468.5075,2450.5150000000003,2414.53,2365.5904000000005,2581.5004
2024-11-01,2519.74,2512.08,2531.49,2465.81,65.67999999999984,BEARISH,2449.39,2432.9700000000003,2400.13,2355.4676000000004,2552.5076
2024-11-08,2889.5,2922.96,2954.68,2863.16,91.51999999999998,BULLISH,2977.56,3000.4399999999996,3046.2,3108.4336,2833.8736
2024-11-15,3119.49,3057.0,3122.81,3014.64,108.17000000000007,BEARISH,2987.5975,2960.555,2906.47,2832.9143999999997,3157.4244
2024-11-22,3346.72,3377.11,3428.48,3305.73,122.75,BULLISH,3459.1675,3489.855,3551.23,3634.7,3266.45
2024-11-29,3572.35,3579.15,3603.49,3550.86,52.629999999999654,BULLISH,3616.6474999999996,3629.8049999999994,3656.1199999999994,3691.9083999999993,3534.0184000000004
2024-12-06,3856.43,3890.52,3915.97,3645.09,270.87999999999965,BULLISH,3983.6899999999996,4051.41,4186.849999999999,4371.0484,3558.4084000000003
2024-12-13,3862.78,3906.89,3938.49,3833.5,104.98999999999978,BULLISH,3964.7374999999997,3990.9849999999997,4043.4799999999996,4114.873199999999,3799.9032
2024-12-20,3417.18,3355.03,3463.24,3350.0,113.23999999999978,BEARISH,3321.69,3293.38,3236.76,3159.7568000000006,3499.4768
2024-12-27,3334.48,3381.21,3389.48,3307.19,82.28999999999996,BULLISH,3410.0525,3430.625,3471.77,3527.7272,3280.8572
2025-01-03,3452.24,3453.63,3474.82,3419.7,55.120000000000346,BULLISH,3488.6000000000004,3502.38,3529.9400000000005,3567.4216000000006,3402.0615999999995
2025-01-10,3204.25,3260.82,3279.12,3184.78,94.33999999999969,BULLISH,3302.705,3326.29,3373.4599999999996,3437.6111999999994,3154.5912000000003
2025-01-17,3317.58,3364.0,3395.14,3265.2,129.94000000000005,BULLISH,3427.625,3460.1099999999997,3525.08,3613.4392,3223.6191999999996
2025-01-24,3246.41,3407.72,3407.97,3243.7,164.26999999999998,BULLISH,3449.0375,3490.1049999999996,3572.24,3683.9435999999996,3191.1335999999997
2025-01-31,3241.74,3242.34,3277.22,3210.81,66.40999999999985,BULLISH,3293.8224999999998,3310.4249999999997,3343.6299999999997,3388.7887999999994,3189.5588
2025-02-07,2706.81,2711.42,2737.09,2648.65,88.44000000000005,BULLISH,2759.2000000000003,2781.3100000000004,2825.53,2885.6692000000003,2620.3492
2025-02-14,2664.04,2696.08,2718.99,2659.93,59.059999999999945,BULLISH,2733.7549999999997,2748.5199999999995,2778.0499999999997,2818.2108,2641.0308
2025-02-21,2723.31,2753.49,2756.42,2722.26,34.159999999999854,BULLISH,2764.96,2773.5,2790.58,2813.8088,2711.3288000000002
2025-02-28,2280.11,2129.33,2311.73,2089.52,222.21000000000004,BEARISH,2033.9675,1978.415,1867.31,1716.2071999999998,2382.8372
2025-03-07,2210.44,2172.11,2226.73,2099.34,127.38999999999987,BEARISH,2067.4925000000003,2035.6450000000002,1971.9500000000003,1885.3248000000003,2267.4948
2025-03-14,1840.09,1888.44,1894.79,1837.62,57.17000000000007,BULLISH,1909.0825,1923.375,1951.96,1990.8356,1819.3256
2025-03-21,1977.0,1981.01,1994.29,1970.15,24.139999999999873,BULLISH,2000.3249999999998,2006.36,2018.4299999999998,2034.8451999999997,1962.4252000000001
2025-03-28,2005.04,1934.8,2018.2,1896.91,121.28999999999996,BEARISH,1866.5875,1836.265,1775.6200000000001,1693.1428,2057.0128
2025-04-04,1796.65,1785.5,1820.87,1768.66,52.20999999999981,BEARISH,1755.6075,1742.5550000000003,1716.4500000000003,1680.9472000000005,1837.5771999999997
2025-04-11,1528.93,1545.21,1556.06,1502.37,53.690000000000055,BULLISH,1569.4825,1582.905,1609.75,1646.2592,1485.1891999999998
2025-04-18,1582.19,1578.73,1589.47,1574.71,14.759999999999991,BEARISH,1571.02,1567.33,1559.95,1549.9132,1594.1932
2025-04-25,1759.81,1763.84,1788.31,1736.12,52.190000000000055,BULLISH,1801.3575,1814.405,1840.5,1875.9892,1719.4191999999998
2025-05-02,1837.1,1839.0,1848.99,1830.3,18.690000000000055,BULLISH,1853.6625,1858.335,1867.68,1880.3892,1824.3192
2025-05-09,2182.95,2211.56,2243.39,2155.62,87.76999999999998,BULLISH,2265.3325,2287.2749999999996,2331.16,2390.8435999999997,2127.5335999999998
