Date,Direction,Range_Size,Range_Low,Range_High,Target_25,Target_50,Target_100,Target_168,Rekey_132
2020-01-06,bullish,0.0048399999999999554,1.11566,1.1205,1.12171,1.1229200000000001,1.12534,1.1286312,1.1141112000000002
2020-01-13,bullish,0.003469999999999862,1.11118,1.11465,1.1155175,1.1163849999999997,1.1181199999999998,1.1204795999999997,1.1100696
2020-01-20,bullish,0.0025800000000000267,1.10761,1.11019,1.110835,1.11148,1.11277,1.1145244,1.1067844
