date,ny_range_high,ny_range_low,ny_range_size_pips,ny_close_price,day_high_after_ny,day_low_after_ny,ny_fib_-25%,hit_ny_-25%,ny_fib_-50%,hit_ny_-50%,ny_fib_-100%,hit_ny_-100%,ny_fib_-168%,hit_ny_-168%,ny_fib_25%,hit_ny_25%,ny_fib_50%,hit_ny_50%,ny_fib_100%,hit_ny_100%,ny_fib_132%,hit_ny_132%,ny_fib_168%,hit_ny_168%,ny_close_in_range,close_distance_from_high_pips,close_distance_from_low_pips
2021-10-21,1.1644,1.16349,9.100000000001884,1.16234,1.16504,1.16183,1.1632624999999999,True,1.1630349999999998,True,1.1625799999999997,True,1.1619611999999997,True,1.1646275000000001,True,1.1648550000000002,True,1.1653100000000003,True,1.1656012000000004,False,1.1659288000000003,False,False,-20.600000000001728,-11.499999999999844
2021-10-22,1.16426,1.16297,12.900000000000134,1.1643,1.16541,1.16205,1.1626475,True,1.162325,True,1.16168,True,1.1608028000000001,False,1.1645825,True,1.164905,True,1.16555,True,1.1659628000000002,False,1.1664272,False,False,0.3999999999981796,13.299999999998313
2021-10-25,1.16274,1.16035,23.900000000001143,1.16081,1.16168,1.15907,1.1597525,True,1.159155,True,1.1579599999999999,False,1.1563347999999998,False,1.1633375000000001,False,1.1639350000000002,False,1.1651300000000002,False,1.1658948000000002,False,1.1667552000000003,False,True,-19.300000000002093,4.599999999999049
2021-10-26,1.16257,1.16156,10.100000000001774,1.15957,1.16225,1.15849,1.1613075,True,1.1610549999999997,True,1.1605499999999997,True,1.1598631999999995,True,1.1628225,False,1.163075,False,1.1635800000000003,False,1.1639032000000002,False,1.1642668000000005,False,False,-30.000000000001137,-19.899999999999363
2021-10-27,1.16076,1.1587,20.599999999999508,1.16026,1.16257,1.15881,1.158185,False,1.15767,False,1.1566400000000001,False,1.1552392000000002,False,1.161275,True,1.1617899999999999,True,1.16282,True,1.1634792,False,1.1642207999999998,False,True,-4.999999999999449,15.600000000000058
2021-10-28,1.16179,1.15907,27.200000000000557,1.16801,1.1692,1.15829,1.15839,True,1.15771,False,1.15635,False,1.1545003999999999,False,1.1624700000000001,True,1.1631500000000001,True,1.1645100000000002,True,1.1653804,True,1.1663596000000003,True,False,62.19999999999892,89.39999999999948
2021-10-29,1.16568,1.16458,11.000000000001009,1.1562,1.16482,1.15353,1.164305,True,1.16403,True,1.1634799999999998,True,1.1627319999999999,True,1.165955,False,1.16623,False,1.1667800000000002,False,1.1671320000000003,False,1.1675280000000001,False,False,-94.80000000000155,-83.80000000000054
2021-11-01,1.15772,1.15647,12.499999999999734,1.16057,1.1609,1.15655,1.1561575000000002,True,1.1558450000000002,False,1.1552200000000001,False,1.1543700000000001,False,1.1580325,True,1.1583450000000002,True,1.15897,True,1.15937,True,1.15982,True,False,28.500000000000192,40.99999999999993
2021-11-02,1.16063,1.15904,15.899999999999803,1.15787,1.16077,1.15747,1.1586425,True,1.158245,True,1.15745,True,1.1563688,False,1.1610275,True,1.161425,False,1.16222,False,1.1627288,False,1.1633012,False,False,-27.600000000000957,-11.700000000001154
2021-11-03,1.15928,1.15791,13.700000000000934,1.16116,1.16161,1.15621,1.1575674999999999,True,1.157225,True,1.15654,True,1.1556083999999998,False,1.1596225000000002,True,1.1599650000000001,True,1.1606500000000002,True,1.1610884000000001,True,1.1615816000000003,True,False,18.799999999998818,32.49999999999975
2021-11-04,1.1554,1.15427,11.300000000000754,1.1554,1.15731,1.15284,1.1539875,True,1.153705,True,1.1531399999999998,True,1.1523715999999997,True,1.1556825,True,1.1559650000000001,True,1.15653,True,1.1568916,True,1.1572984000000002,True,True,0.0,11.300000000000754
2021-11-05,1.15425,1.15302,12.300000000000644,1.15665,1.1573,1.15134,1.1527124999999998,True,1.152405,True,1.1517899999999999,True,1.1509535999999998,True,1.1545575000000001,True,1.154865,True,1.15548,True,1.1558736,True,1.1563164000000001,True,False,23.999999999999577,36.300000000000225
2021-11-08,1.15802,1.15617,18.500000000001293,1.15864,1.1595,1.15642,1.1557074999999999,False,1.1552449999999999,False,1.1543199999999998,False,1.1530619999999998,False,1.1584825,True,1.1589450000000001,True,1.1598700000000002,True,1.1604620000000003,False,1.1611280000000002,False,False,6.199999999998429,24.699999999999722
2021-11-09,1.1596,1.15714,24.599999999999067,1.15925,1.16087,1.15696,1.156525,True,1.15591,False,1.1546800000000002,False,1.1530072000000002,False,1.160215,True,1.1608299999999998,True,1.1620599999999999,False,1.1628471999999999,False,1.1637327999999998,False,True,-3.5000000000007248,21.099999999998342
2021-11-10,1.15719,1.1545,26.89999999999859,1.14786,1.15744,1.14708,1.1538275000000002,True,1.1531550000000002,True,1.1518100000000002,True,1.1499808000000002,True,1.1578624999999998,True,1.1585349999999999,False,1.1598799999999998,False,1.1607407999999997,False,1.1617091999999998,False,False,-93.29999999999839,-66.39999999999979
2021-11-11,1.14748,1.14541,20.700000000000163,1.14499,1.14771,1.14429,1.1448925,True,1.1443750000000001,True,1.14334,False,1.1419324,False,1.1479975,True,1.1485150000000002,False,1.14955,False,1.1502124,False,1.1509576000000001,False,False,-24.900000000001032,-4.20000000000087
2021-11-12,1.14552,1.14393,15.900000000002024,1.14434,1.14621,1.14329,1.1435324999999998,True,1.1431349999999998,True,1.1423399999999997,False,1.1412587999999995,False,1.1459175000000001,True,1.1463150000000002,True,1.1471100000000003,False,1.1476188000000003,False,1.1481912000000005,False,True,-11.800000000001809,4.100000000000215
2021-11-15,1.14552,1.14402,15.000000000000568,1.13676,1.1448,1.13563,1.143645,True,1.14327,True,1.14252,True,1.1415,True,1.145895,False,1.1462700000000001,False,1.1470200000000002,False,1.1475000000000002,False,1.1480400000000002,False,False,-87.60000000000102,-72.60000000000045
2021-11-16,1.13723,1.13585,13.799999999999368,1.132,1.13747,1.1309,1.135505,True,1.13516,True,1.13447,True,1.1335316000000002,True,1.137575,True,1.1379199999999998,True,1.13861,False,1.1390516,False,1.1395483999999998,False,False,-52.30000000000068,-38.50000000000131
2021-11-17,1.13322,1.1307,25.199999999998557,1.13192,1.13266,1.12932,1.1300700000000001,True,1.1294400000000002,True,1.1281800000000002,False,1.1264664000000002,False,1.1338499999999998,False,1.13448,False,1.1357399999999997,False,1.1365463999999996,False,1.1374535999999997,False,True,-12.999999999998568,12.199999999999989
2021-11-18,1.13484,1.13372,11.200000000000099,1.13684,1.13741,1.13269,1.13344,True,1.1331600000000002,True,1.1326,True,1.1318384000000001,False,1.1351200000000001,True,1.1354000000000002,True,1.13596,True,1.1363184000000002,True,1.1367216,True,False,20.000000000000018,31.200000000000117
2021-11-19,1.13029,1.12524,50.499999999999986,1.12812,1.13222,1.12498,1.1239775,False,1.122715,False,1.12019,False,1.116756,False,1.1315525,True,1.132815,False,1.13534,False,1.136956,False,1.138774,False,True,-21.700000000000053,28.799999999999937
2021-11-22,1.12882,1.12654,22.799999999998377,1.12359,1.12805,1.12308,1.1259700000000001,True,1.1254000000000002,True,1.1242600000000003,True,1.1227096000000003,True,1.12939,False,1.1299599999999999,False,1.1310999999999998,False,1.1318295999999997,False,1.1326503999999997,False,False,-52.29999999999846,-29.50000000000008
2021-11-23,1.12614,1.12343,27.099999999999902,1.12479,1.12715,1.124,1.1227524999999998,False,1.122075,False,1.12072,False,1.1188772,False,1.1268175,True,1.127495,True,1.12885,False,1.1297172,False,1.1306927999999998,False,True,-13.499999999999623,13.600000000000279
2021-11-24,1.12201,1.12059,14.199999999999768,1.11968,1.12161,1.11861,1.120235,True,1.11988,True,1.11917,True,1.1182044,True,1.1223649999999998,False,1.12272,False,1.12343,False,1.1238844,False,1.1243956,False,False,-23.299999999999432,-9.099999999999664
2021-11-25,1.12297,1.12151,14.600000000000168,1.12058,1.12267,1.12033,1.121145,True,1.1207799999999999,True,1.12005,True,1.1190572,False,1.123335,False,1.1237,False,1.12443,False,1.1248972000000002,False,1.1254228,False,False,-23.900000000001143,-9.300000000000974
2021-11-26,1.12954,1.12738,21.599999999999397,1.13073,1.13308,1.12782,1.12684,False,1.1263,False,1.12522,False,1.1237512,False,1.13008,True,1.13062,True,1.1317,True,1.1323911999999998,True,1.1331688,True,False,11.900000000000244,33.499999999999645
2021-11-29,1.12948,1.12784,16.40000000000086,1.12905,1.1293,1.12584,1.12743,True,1.12702,True,1.1261999999999999,True,1.1250847999999998,False,1.12989,False,1.1303,False,1.1311200000000001,False,1.1316448000000001,False,1.1322352000000002,False,True,-4.299999999999304,12.100000000001554
2021-11-30,1.13638,1.13412,22.599999999999287,1.13347,1.13829,1.12351,1.133555,True,1.13299,True,1.13186,True,1.1303232,True,1.1369449999999999,True,1.1375099999999998,True,1.1386399999999999,True,1.1393631999999998,False,1.1401767999999999,False,False,-29.09999999999968,-6.500000000000394
2021-12-01,1.13342,1.13129,21.300000000001873,1.13191,1.13578,1.13091,1.1307574999999999,True,1.1302249999999998,False,1.1291599999999997,False,1.1277115999999996,False,1.1339525000000001,True,1.1344850000000002,True,1.1355500000000003,True,1.1362316000000003,True,1.1369984000000004,False,True,-15.100000000001224,6.200000000000649
2021-12-02,1.13478,1.13319,15.899999999999803,1.13008,1.13474,1.12954,1.1327924999999999,True,1.1323949999999998,True,1.1316,True,1.1305188,True,1.1351775,True,1.1355749999999998,False,1.1363699999999999,False,1.1368787999999999,False,1.1374511999999999,False,False,-46.99999999999926,-31.09999999999946
2021-12-03,1.13162,1.12946,21.600000000001618,1.13083,1.13333,1.12666,1.12892,True,1.12838,True,1.1272999999999997,True,1.1258311999999997,False,1.13216,True,1.1327000000000003,True,1.1337800000000002,True,1.1344712000000003,False,1.1352488000000003,False,True,-7.900000000000684,13.700000000000934
2021-12-06,1.13031,1.12903,12.799999999999478,1.12849,1.13079,1.12665,1.1287099999999999,True,1.12839,True,1.12775,True,1.1268796,True,1.13063,True,1.13095,True,1.1315899999999999,False,1.1319995999999999,False,1.1324603999999998,False,False,-18.199999999999328,-5.399999999999849
2021-12-07,1.12667,1.12509,15.800000000001369,1.12665,1.12738,1.12273,1.124695,True,1.1242999999999999,True,1.1235099999999998,True,1.1224355999999998,True,1.127065,True,1.1274600000000001,True,1.1282500000000002,False,1.1287556000000003,False,1.1293244000000002,False,True,-0.20000000000131024,15.600000000000058
2021-12-08,1.13025,1.12665,36.000000000000476,1.13403,1.13548,1.12878,1.12575,False,1.12485,False,1.1230499999999999,False,1.1206019999999999,False,1.1311499999999999,True,1.13205,True,1.13385,True,1.135002,True,1.136298,False,False,37.80000000000116,73.80000000000165
2021-12-09,1.13226,1.13067,15.899999999999803,1.12929,1.13207,1.12784,1.1302725,True,1.1298750000000002,True,1.12908,True,1.1279988,True,1.1326575,False,1.1330550000000001,False,1.13385,False,1.1343588,False,1.1349312,False,False,-29.700000000001392,-13.800000000001589
2021-12-10,1.12794,1.12666,12.799999999999478,1.13169,1.1324,1.12665,1.12634,True,1.12602,False,1.12538,False,1.1245096,False,1.12826,True,1.12858,True,1.12922,True,1.1296296,True,1.1300903999999998,True,False,37.50000000000142,50.3000000000009
2021-12-13,1.12796,1.12624,17.20000000000166,1.12847,1.13072,1.12726,1.12581,False,1.1253799999999998,False,1.1245199999999997,False,1.1233503999999996,False,1.12839,True,1.1288200000000002,True,1.1296800000000002,True,1.1302304000000003,True,1.1308496000000003,True,False,5.1000000000001044,22.300000000001763
2021-12-14,1.13238,1.13005,23.299999999999432,1.12541,1.13202,1.12537,1.1294675,True,1.128885,True,1.12772,True,1.1261356,True,1.1329624999999999,False,1.1335449999999998,False,1.1347099999999999,False,1.1354555999999998,False,1.1362944,False,False,-69.6999999999992,-46.39999999999978
2021-12-15,1.12769,1.12625,14.400000000001079,1.12875,1.12991,1.12216,1.12589,True,1.12553,True,1.1248099999999999,True,1.1238307999999997,True,1.12805,True,1.1284100000000001,True,1.1291300000000002,True,1.1295908000000001,True,1.1301092000000004,True,False,10.599999999998388,24.999999999999467
2021-12-16,1.13148,1.12905,24.299999999999322,1.13329,1.13604,1.12913,1.1284425000000002,False,1.1278350000000001,False,1.1266200000000002,False,1.1249676000000002,False,1.1320875,True,1.132695,True,1.13391,True,1.1346876,True,1.1355624,True,False,18.099999999998673,42.399999999997995
2021-12-17,1.13338,1.13116,22.200000000001108,1.12369,1.13329,1.1235,1.1306049999999999,True,1.1300499999999998,True,1.1289399999999998,True,1.1274303999999997,True,1.1339350000000001,False,1.13449,False,1.1356000000000002,False,1.1363104000000002,False,1.1371096000000003,False,False,-96.89999999999976,-74.69999999999865
2021-12-20,1.12767,1.12571,19.599999999999618,1.12777,1.13038,1.1268,1.12522,False,1.12473,False,1.12375,False,1.1224172000000001,False,1.1281599999999998,True,1.12865,True,1.12963,True,1.1302572,True,1.1309627999999998,False,False,0.9999999999998899,20.599999999999508
2021-12-21,1.12977,1.12759,21.799999999998487,1.12825,1.13013,1.12607,1.127045,True,1.1265,True,1.1254100000000002,False,1.1239276000000002,False,1.130315,True,1.1308599999999998,False,1.1319499999999998,False,1.1326475999999996,False,1.1334323999999998,False,True,-15.199999999999658,6.599999999998829
2021-12-22,1.13107,1.12811,29.600000000000737,1.13382,1.13424,1.12978,1.12737,False,1.12663,False,1.1251499999999999,False,1.1231371999999997,False,1.13181,True,1.1325500000000002,True,1.13403,True,1.1349772,False,1.1360428000000002,False,False,27.500000000000302,57.10000000000104
2021-12-23,1.13305,1.13181,12.399999999999078,1.1334,1.13379,1.12901,1.1315,True,1.1311900000000001,True,1.13057,True,1.1297268,True,1.13336,True,1.13367,True,1.1342899999999998,True,1.1346867999999997,False,1.1351331999999998,False,False,3.5000000000007248,15.899999999999803
2021-12-24,1.13434,1.13258,17.599999999999838,1.13148,1.1333,1.13035,1.13214,True,1.1317,True,1.13082,True,1.1296232,False,1.13478,False,1.13522,False,1.1360999999999999,False,1.1366631999999999,False,1.1372967999999999,False,False,-28.599999999998627,-10.999999999998789
2021-12-27,1.13231,1.13071,15.999999999998238,1.13269,1.13318,1.13034,1.1303100000000001,True,1.1299100000000002,True,1.1291100000000003,False,1.1280220000000003,False,1.1327099999999999,True,1.1331099999999998,True,1.1339099999999998,False,1.1344219999999996,False,1.1349979999999997,False,False,3.8000000000004697,19.799999999998708
2021-12-28,1.13334,1.13262,7.200000000000539,1.13116,1.13332,1.12894,1.13244,True,1.13226,True,1.1319,True,1.1314103999999998,True,1.13352,True,1.1337000000000002,True,1.13406,False,1.1342904,False,1.1345496000000002,False,False,-21.800000000000708,-14.600000000000168
2021-12-29,1.13031,1.12784,24.699999999999722,1.13482,1.13688,1.12918,1.1272225,False,1.126605,False,1.12537,False,1.1236904,False,1.1309274999999999,True,1.131545,True,1.13278,True,1.1335704,True,1.1344595999999998,True,False,45.100000000000136,69.79999999999987
2021-12-30,1.13258,1.13001,25.699999999999612,1.13193,1.13445,1.12985,1.1293674999999999,True,1.128725,False,1.12744,False,1.1256924,False,1.1332225,True,1.133865,True,1.1351499999999999,False,1.1359723999999998,False,1.1368976,False,True,-6.499999999998174,19.200000000001438
