Date,Monday_Open,Monday_High,Monday_Low,Monday_Close,Directional_Bias,Range_Size,Fib_0,Fib_100,Fib_25,Fib_50,Fib_100_Ext,Fib_168,Fib_132,Hit_25_5Day,Hit_50_5Day,Hit_100_5Day,Hit_168_5Day,Hit_132_5Day,Friday_Close,Hit_25_7Day,Hit_50_7Day,Hit_100_7Day,Hit_168_7Day,Hit_132_7Day,Sunday_Close
2021-10-25,4124.17,4176.35,4105.69,4125.37,Bullish,70.66000000000076,4105.69,4176.35,4194.015,4211.68,4247.010000000001,4295.058800000002,4198.961200000001,True,True,True,True,True,4307.72,True,True,True,True,True,4236.24
2021-11-01,4224.24,4353.19,4197.71,4313.83,Bullish,155.47999999999956,4197.71,4353.19,4392.0599999999995,4430.929999999999,4508.669999999999,4614.396399999999,4402.9436,True,True,True,True,True,4483.24,True,True,True,True,True,4718.17
2021-11-08,4734.92,4744.75,4707.88,4735.08,Bullish,36.86999999999989,4707.88,4744.75,4753.9675,4763.1849999999995,4781.62,4806.6916,4756.5484,True,True,True,True,True,4652.94,True,True,True,True,True,4699.04
2021-11-15,4691.74,4744.34,4656.34,4735.74,Bullish,88.0,4656.34,4744.34,4766.34,4788.34,4832.34,4892.18,4772.5,False,False,False,False,False,4428.8,False,False,False,False,False,4162.34
2021-11-22,4177.24,4235.24,4164.44,4175.34,Bearish,70.80000000000018,4235.24,4164.44,4146.74,4129.039999999999,4093.6399999999994,4045.495999999999,4141.784,True,True,True,True,True,4080.3,True,True,True,True,True,4305.44
2021-11-29,4334.14,4364.34,4276.64,4307.04,Bearish,87.69999999999982,4364.34,4276.64,4254.715,4232.790000000001,4188.9400000000005,4129.304000000001,4248.576,True,True,True,True,True,4063.78,True,True,True,True,True,4169.14
2021-12-06,4073.24,4149.34,3919.74,4050.94,Bearish,229.60000000000036,4149.34,3919.74,3862.3399999999997,3804.9399999999996,3690.1399999999994,3534.0119999999993,3846.2679999999996,True,False,False,False,True,4026.3,True,True,True,False,True,3978.94
2021-12-13,4036.44,4036.44,3947.34,4008.54,Bearish,89.09999999999991,4036.44,3947.34,3925.065,3902.79,3858.2400000000002,3797.652,3918.828,True,True,True,True,True,3974.78,True,True,True,True,True,3923.24
2021-12-20,3842.14,3857.24,3755.14,3809.64,Bearish,102.09999999999991,3857.24,3755.14,3729.615,3704.09,3653.04,3583.612,3722.468,False,False,False,False,False,4115.94,False,False,False,False,False,4067.84
2021-12-27,4059.44,4068.34,4030.14,4057.24,Bearish,38.20000000000027,4068.34,4030.14,4020.5899999999997,4011.04,3991.9399999999996,3965.9639999999995,4017.9159999999997,True,True,True,True,True,3745.66,True,True,True,True,True,3792.84
2022-01-03,3807.14,3839.34,3786.34,3830.24,Bullish,53.0,3786.34,3839.34,3852.59,3865.84,3892.34,3928.38,3856.3,True,True,False,False,True,3073.96,True,True,False,False,True,3148.48
2022-01-10,3168.08,3168.78,3088.78,3097.98,Bearish,80.0,3168.78,3088.78,3068.78,3048.78,3008.78,2954.38,3063.1800000000003,True,True,True,True,True,3331.34,True,True,True,True,True,3323.34
2022-01-17,3262.64,3296.22,3248.44,3252.7,Bearish,47.779999999999745,3296.22,3248.44,3236.495,3224.55,3200.6600000000003,3168.1696000000006,3233.1504,True,True,True,True,True,2441.66,True,True,True,True,True,2432.88
2022-01-24,2436.38,2452.92,2196.16,2233.08,Bearish,256.7600000000002,2452.92,2196.16,2131.97,2067.7799999999997,1939.3999999999996,1764.8031999999994,2113.9968,False,False,False,False,False,2525.56,False,False,False,False,False,2508.96
2022-01-31,2505.5,2566.02,2499.04,2555.36,Bullish,66.98000000000002,2499.04,2566.02,2582.765,2599.51,2633.0,2678.5464,2587.4536,True,True,True,True,True,2989.86,True,True,True,True,True,3030.58
2022-02-07,3089.52,3101.93,3044.38,3063.55,Bearish,57.54999999999973,3101.93,3044.38,3029.9925000000003,3015.6050000000005,2986.8300000000004,2947.6960000000004,3025.9640000000004,True,True,True,True,True,2951.76,True,True,True,True,True,2840.83
2022-02-14,2844.31,2885.14,2840.44,2870.33,Bullish,44.69999999999982,2840.44,2885.14,2896.3149999999996,2907.49,2929.8399999999997,2960.2359999999994,2899.444,True,True,True,True,True,2812.92,True,True,True,True,True,2717.72
2022-02-21,2732.93,2755.2,2600.21,2621.85,Bearish,154.98999999999978,2755.2,2600.21,2561.4625,2522.715,2445.2200000000003,2339.8268000000003,2550.6132000000002,True,True,True,True,True,2799.4,True,True,True,True,True,2607.69
2022-02-28,2605.97,2653.71,2562.42,2636.17,Bullish,91.28999999999996,2562.42,2653.71,2676.5325000000003,2699.355,2745.0,2807.0772,2682.9228,True,True,True,True,True,2605.96,True,True,True,True,True,2517.41
2022-03-07,2526.48,2543.39,2479.61,2534.27,Bullish,63.779999999999745,2479.61,2543.39,2559.335,2575.2799999999997,2607.1699999999996,2650.5403999999994,2563.7996,True,True,True,True,True,2576.82,True,True,True,True,True,2520.77
2022-03-14,2563.25,2606.43,2562.13,2576.81,Bullish,44.29999999999973,2562.13,2606.43,2617.5049999999997,2628.58,2650.7299999999996,2680.8539999999994,2620.6059999999998,True,True,True,True,True,2948.96,True,True,True,True,True,2840.51
2022-03-21,2865.67,2921.11,2851.68,2902.65,Bullish,69.43000000000029,2851.68,2921.11,2938.4675,2955.8250000000003,2990.5400000000004,3037.7524000000008,2943.3276,True,True,True,True,True,3097.61,True,True,True,True,True,3289.01
2022-03-28,3314.73,3353.37,3300.66,3347.19,Bullish,52.710000000000036,3300.66,3353.37,3366.5474999999997,3379.725,3406.08,3441.9228,3370.2372,True,True,True,True,True,3478.85,True,True,True,True,True,3482.33
2022-04-04,3492.55,3507.64,3445.01,3454.1,Bearish,62.629999999999654,3507.64,3445.01,3429.3525000000004,3413.6950000000006,3382.3800000000006,3339.791600000001,3424.9684,True,True,True,True,True,3214.41,True,True,True,True,True,3183.16
2022-04-11,3175.92,3186.09,3049.49,3074.35,Bearish,136.60000000000036,3186.09,3049.49,3015.3399999999997,2981.1899999999996,2912.8899999999994,2820.001999999999,3005.778,True,True,False,False,True,3035.7,True,True,True,False,True,2985.05
2022-04-18,2908.13,2921.59,2873.53,2903.6,Bearish,48.059999999999945,2921.59,2873.53,2861.5150000000003,2849.5,2825.4700000000003,2792.7892,2858.1508000000003,False,False,False,False,False,2958.34,True,True,True,True,True,2860.39
2022-04-25,2861.12,2868.93,2788.74,2819.51,Bearish,80.19000000000005,2868.93,2788.74,2768.6924999999997,2748.6449999999995,2708.5499999999997,2654.0208,2763.0791999999997,True,False,False,False,True,2821.64,True,True,False,False,True,2829.96
2022-05-02,2852.32,2869.63,2798.63,2802.66,Bearish,71.0,2869.63,2798.63,2780.88,2763.13,2727.63,2679.35,2775.9100000000003,True,True,True,True,True,2684.61,True,True,True,True,True,2502.11
2022-05-09,2458.16,2466.59,2347.42,2373.32,Bearish,119.17000000000007,2466.59,2347.42,2317.6275,2287.835,2228.25,2147.2144,2309.2856,True,True,True,True,True,2055.97,True,True,True,True,True,2089.91
2022-05-16,2068.62,2079.89,1973.42,2046.12,Bearish,106.4699999999998,2079.89,1973.42,1946.8025000000002,1920.1850000000002,1866.9500000000003,1794.5504000000003,1939.3496,True,True,True,False,True,1897.9,True,True,True,False,True,1981.06
2022-05-23,1974.58,2027.25,1972.74,2020.08,Bullish,54.50999999999999,1972.74,2027.25,2040.8775,2054.505,2081.76,2118.8268,2044.6932,False,False,False,False,False,1676.51,False,False,False,False,False,1791.58
2022-05-30,1820.55,1863.33,1819.4,1840.06,Bullish,43.929999999999836,1819.4,1863.33,1874.3125,1885.2949999999998,1907.2599999999998,1937.1323999999997,1877.3875999999998,True,True,True,True,True,1706.84,True,True,True,True,True,1810.11
2022-06-06,1826.51,1861.59,1813.83,1854.56,Bullish,47.75999999999999,1813.83,1861.59,1873.53,1885.4699999999998,1909.35,1941.8267999999998,1876.8732,False,False,False,False,False,1621.79,False,False,False,False,False,1310.52
2022-06-13,1295.95,1315.27,1124.14,1168.11,Bearish,191.12999999999988,1315.27,1124.14,1076.3575,1028.5750000000003,933.0100000000002,803.0416000000002,1062.9784000000002,True,True,True,False,True,1022.8,True,True,True,False,True,1022.35
2022-06-20,1015.67,1116.68,1006.82,1107.81,Bullish,109.86000000000001,1006.82,1116.68,1144.145,1171.6100000000001,1226.54,1301.2448000000002,1151.8352,True,True,True,False,True,1170.13,True,True,True,False,True,1162.26
2022-06-27,1169.84,1185.51,1158.91,1179.62,Bullish,26.59999999999991,1158.91,1185.51,1192.1599999999999,1198.81,1212.11,1230.1979999999999,1194.022,True,True,True,True,True,1005.57,True,True,True,True,True,1021.03
2022-07-04,1001.71,1026.63,991.66,1021.58,Bullish,34.97000000000014,991.66,1026.63,1035.3725000000002,1044.1150000000002,1061.6000000000004,1085.3796000000004,1037.8204,True,True,True,True,True,1159.06,True,True,True,True,True,1099.12
2022-07-11,1095.88,1099.31,1083.9,1091.46,Bearish,15.409999999999854,1099.31,1083.9,1080.0475000000001,1076.1950000000002,1068.4900000000002,1058.0112000000004,1078.9688,True,True,True,True,True,1166.9,True,True,True,True,True,1305.81
2022-07-18,1359.12,1457.42,1354.89,1431.53,Bullish,102.52999999999997,1354.89,1457.42,1483.0525,1508.685,1559.95,1629.6704,1490.2296000000001,True,True,True,True,True,1498.34,True,True,True,True,True,1491.52
2022-07-25,1468.6,1495.99,1457.64,1492.81,Bullish,38.34999999999991,1457.64,1495.99,1505.5774999999999,1515.165,1534.34,1560.418,1508.262,True,True,True,True,True,1669.78,True,True,True,True,True,1643.1
2022-08-01,1641.11,1643.7,1598.12,1603.64,Bearish,45.580000000000155,1643.7,1598.12,1586.725,1575.33,1552.5399999999997,1521.5455999999997,1583.5343999999998,True,True,True,True,True,1681.01,True,True,True,True,True,1647.45
2022-08-08,1658.59,1725.33,1658.53,1719.46,Bullish,66.79999999999995,1658.53,1725.33,1742.03,1758.73,1792.1299999999999,1837.5539999999999,1746.706,True,True,True,True,True,1910.01,True,True,True,True,True,1919.4
2022-08-15,1929.36,1939.27,1820.34,1852.9,Bearish,118.93000000000006,1939.27,1820.34,1790.6074999999998,1760.875,1701.4099999999999,1620.5375999999997,1782.2823999999998,True,True,True,True,True,1563.97,True,True,True,True,True,1552.22
2022-08-22,1553.73,1556.88,1475.34,1519.32,Bearish,81.54000000000019,1556.88,1475.34,1454.955,1434.5699999999997,1393.7999999999997,1338.3527999999997,1449.2471999999998,True,False,False,False,True,1477.47,True,True,False,False,True,1542.38
2022-08-29,1416.43,1426.17,1405.88,1416.94,Bullish,20.289999999999964,1405.88,1426.17,1431.2425,1436.315,1446.46,1460.2572,1432.6628,True,True,True,True,True,1540.11,True,True,True,True,True,1539.63
2022-09-05,1543.36,1543.97,1523.16,1528.5,Bearish,20.809999999999945,1543.97,1523.16,1517.9575,1512.755,1502.3500000000001,1488.1992000000002,1516.5008,True,True,True,True,True,1691.08,True,True,True,True,True,1727.77
2022-09-12,1693.14,1732.43,1683.44,1710.55,Bullish,48.99000000000001,1683.44,1732.43,1744.6775,1756.9250000000002,1781.42,1814.7332000000001,1748.1068,True,True,False,False,True,1412.19,True,True,False,False,True,1307.21
2022-09-19,1272.43,1286.75,1245.65,1283.59,Bullish,41.09999999999991,1245.65,1286.75,1297.025,1307.3,1327.85,1355.7979999999998,1299.902,True,True,True,True,True,1285.41,True,True,True,True,True,1268.36
2022-09-26,1261.12,1292.04,1245.04,1278.44,Bullish,47.0,1245.04,1292.04,1303.79,1315.54,1339.04,1371.0,1307.08,True,True,True,False,True,1298.33,True,True,True,False,True,1264.89
2022-10-03,1254.63,1268.86,1250.91,1264.31,Bullish,17.949999999999818,1250.91,1268.86,1273.3474999999999,1277.8349999999998,1286.8099999999997,1299.0159999999996,1274.6039999999998,True,True,True,True,True,1302.27,True,True,True,True,True,1297.78
2022-10-10,1291.54,1291.92,1262.83,1276.69,Bearish,29.090000000000146,1291.92,1262.83,1255.5575,1248.2849999999999,1233.7399999999998,1213.9587999999997,1253.5212,True,True,True,True,True,1264.73,True,True,True,True,True,1263.72
2022-10-17,1271.7,1290.07,1271.36,1286.16,Bullish,18.710000000000036,1271.36,1290.07,1294.7475,1299.425,1308.78,1321.5028,1296.0572,True,True,True,False,True,1265.57,True,True,True,True,True,1321.69
2022-10-24,1314.58,1319.81,1299.23,1316.93,Bullish,20.579999999999927,1299.23,1319.81,1324.955,1330.1,1340.3899999999999,1354.3844,1326.3955999999998,True,True,True,True,True,1520.25,True,True,True,True,True,1540.65
2022-10-31,1555.93,1597.18,1545.2,1589.71,Bullish,51.98000000000002,1545.2,1597.18,1610.1750000000002,1623.17,1649.16,1684.5064000000002,1613.8136000000002,True,True,False,False,True,1620.55,True,True,False,False,True,1548.82
2022-11-07,1554.34,1561.72,1512.44,1545.35,Bearish,49.27999999999997,1561.72,1512.44,1500.1200000000001,1487.8000000000002,1463.16,1429.6496000000002,1496.6704,True,True,True,True,True,1240.12,True,True,True,True,True,1156.62
2022-11-14,1151.97,1243.19,1142.04,1227.35,Bullish,101.15000000000009,1142.04,1243.19,1268.4775,1293.765,1344.3400000000001,1413.1220000000003,1275.558,False,False,False,False,False,1177.11,False,False,False,False,False,1089.66
2022-11-21,1102.78,1105.37,1072.35,1091.77,Bearish,33.01999999999998,1105.37,1072.35,1064.0949999999998,1055.84,1039.33,1016.8763999999999,1061.7836,True,True,False,False,True,1184.86,True,True,False,False,True,1130.8
2022-11-28,1134.51,1143.43,1130.22,1136.98,Bullish,13.210000000000036,1130.22,1143.43,1146.7325,1150.035,1156.64,1165.6228,1147.6572,True,True,True,True,True,1253.84,True,True,True,True,True,1258.82
2022-12-05,1264.06,1272.38,1258.48,1261.92,Bearish,13.900000000000091,1272.38,1258.48,1255.005,1251.53,1244.58,1235.128,1254.032,True,True,True,True,True,1230.5,True,True,True,True,True,1211.6
2022-12-12,1214.1,1224.2,1208.71,1221.17,Bullish,15.490000000000009,1208.71,1224.2,1228.0725,1231.9450000000002,1239.69,1250.2232000000001,1229.1568,True,True,True,True,True,1140.65,True,True,True,True,True,1150.38
2022-12-19,1145.65,1155.35,1144.18,1150.09,Bullish,11.169999999999845,1144.18,1155.35,1158.1425,1160.935,1166.5199999999998,1174.1155999999996,1158.9243999999999,True,True,True,True,True,1183.92,True,True,True,True,True,1188.94
2022-12-26,1186.75,1190.26,1184.81,1186.98,Bullish,5.4500000000000455,1184.81,1190.26,1191.6225,1192.9850000000001,1195.71,1199.4160000000002,1192.004,True,True,True,True,True,1163.58,True,True,True,True,True,1163.8
2023-01-02,1169.35,1192.2,1167.19,1184.15,Bullish,25.00999999999999,1167.19,1192.2,1198.4525,1204.705,1217.21,1234.2168000000001,1200.2032000000002,True,True,True,True,True,1233.45,True,True,True,True,True,1273.43
2023-01-09,1274.82,1295.43,1274.21,1285.59,Bullish,21.220000000000027,1274.21,1295.43,1300.7350000000001,1306.04,1316.65,1331.0796,1302.2204000000002,True,True,True,True,True,1527.74,True,True,True,True,True,1540.57
2023-01-16,1543.83,1546.56,1487.44,1510.51,Bearish,59.11999999999989,1546.56,1487.44,1472.66,1457.88,1428.3200000000002,1388.1184000000003,1468.5216,True,False,False,False,False,1616.96,True,False,False,False,False,1609.38
2023-01-23,1600.48,1607.96,1595.59,1604.54,Bullish,12.370000000000118,1595.59,1607.96,1611.0525,1614.145,1620.3300000000002,1628.7416000000003,1611.9184,True,True,False,False,True,1562.7,True,True,True,True,True,1604.26
2023-01-30,1604.61,1605.29,1544.12,1549.25,Bearish,61.17000000000007,1605.29,1544.12,1528.8274999999999,1513.5349999999999,1482.9499999999998,1441.3543999999997,1524.5456,True,True,False,False,True,1624.92,True,True,False,False,True,1589.9
2023-02-06,1588.91,1605.27,1586.8,1602.37,Bullish,18.470000000000027,1586.8,1605.27,1609.8875,1614.505,1623.74,1636.2996,1611.1804,True,True,True,True,True,1483.77,True,True,True,True,True,1478.89
2023-02-13,1485.5,1493.16,1430.45,1453.08,Bearish,62.710000000000036,1493.16,1430.45,1414.7725,1399.095,1367.74,1325.0972,1410.3828,False,False,False,False,False,1663.03,False,False,False,False,False,1646.47
2023-02-20,1657.59,1687.77,1655.54,1681.19,Bullish,32.23000000000002,1655.54,1687.77,1695.8274999999999,1703.885,1720.0,1741.9164,1698.0836,False,False,False,False,False,1565.16,False,False,False,False,False,1607.42
