Date,Monday_Open,Monday_High,Monday_Low,Monday_Close,Directional_Bias,Range_Size,Fib_0,Fib_100,Fib_25,Fib_50,Fib_100_Ext,Fib_168,Fib_132,Hit_25_5Day,Hit_50_5Day,Hit_100_5Day,Hit_168_5Day,Hit_132_5Day,Friday_Close,Hit_25_7Day,Hit_50_7Day,Hit_100_7Day,Hit_168_7Day,Hit_132_7Day,Sunday_Close
2023-02-27,1600.44,1610.37,1598.71,1607.92,Bullish,11.659999999999854,1598.71,1610.37,1613.2849999999999,1616.1999999999998,1622.0299999999997,1629.9587999999997,1614.1011999999998,True,True,True,True,True,1538.46,True,True,True,True,True,1529.5
2023-03-06,1527.04,1535.23,1524.25,1530.18,Bullish,10.980000000000018,1524.25,1535.23,1537.975,1540.72,1546.21,1553.6764,1538.7436,True,True,True,False,True,1431.32,True,True,True,True,True,1566.26
2023-03-13,1561.23,1583.37,1531.93,1550.28,Bearish,51.43999999999983,1583.37,1531.93,1519.0700000000002,1506.21,1480.4900000000002,1445.5108000000005,1515.4692,False,False,False,False,False,1782.08,False,False,False,False,False,1741.61
2023-03-20,1718.69,1770.43,1717.75,1741.49,Bullish,52.680000000000064,1717.75,1770.43,1783.6000000000001,1796.77,1823.1100000000001,1858.9324000000001,1787.2876,True,True,True,False,True,1720.27,True,True,True,False,True,1729.77
2023-03-27,1731.31,1733.46,1712.69,1731.44,Bullish,20.769999999999982,1712.69,1733.46,1738.6525000000001,1743.845,1754.23,1768.3536,1740.1064000000001,True,True,True,True,True,1800.51,True,True,True,True,True,1738.45
2023-04-03,1744.05,1785.43,1743.0,1770.69,Bullish,42.430000000000064,1743.0,1785.43,1796.0375000000001,1806.645,1827.8600000000001,1856.7124000000001,1799.0076000000001,True,True,True,True,True,1825.52,True,True,True,True,True,1817.59
2023-04-10,1823.28,1832.79,1819.82,1827.61,Bullish,12.970000000000027,1819.82,1832.79,1836.0325,1839.275,1845.76,1854.5796,1836.9404,True,True,True,True,True,2048.54,True,True,True,True,True,2059.6
2023-04-17,2065.63,2070.19,2050.44,2060.29,Bearish,19.75,2070.19,2050.44,2045.5025,2040.565,2030.69,2017.26,2044.1200000000001,True,True,True,True,True,1822.79,True,True,True,True,True,1838.37
2023-04-24,1828.15,1832.29,1793.61,1811.41,Bearish,38.680000000000064,1832.29,1793.61,1783.9399999999998,1774.27,1754.9299999999998,1728.6275999999998,1781.2323999999999,True,True,True,False,True,1857.63,True,True,True,False,True,1802.33
2023-05-01,1814.23,1821.04,1799.23,1812.32,Bearish,21.809999999999945,1821.04,1799.23,1793.7775000000001,1788.325,1777.42,1762.5892000000001,1792.2508,True,True,True,False,True,1950.18,True,True,True,False,True,1819.8
2023-05-08,1825.23,1836.44,1800.94,1823.68,Bearish,35.5,1836.44,1800.94,1792.065,1783.19,1765.44,1741.3,1789.5800000000002,True,True,True,True,True,1775.84,True,True,True,True,True,1790.35
2023-05-15,1794.4,1802.43,1784.18,1795.24,Bullish,18.25,1784.18,1802.43,1806.9925,1811.555,1820.68,1833.0900000000001,1808.27,True,True,False,False,True,1776.43,True,True,False,False,True,1760.8
2023-05-22,1769.32,1786.94,1769.32,1783.75,Bullish,17.62000000000012,1769.32,1786.94,1791.345,1795.75,1804.5600000000002,1816.5416000000002,1792.5784,True,True,True,True,True,1796.57,True,True,True,True,True,1884.28
2023-05-29,1867.7,1873.31,1859.55,1868.6,Bullish,13.759999999999991,1859.55,1873.31,1876.75,1880.19,1887.07,1896.4268,1877.7132,True,True,False,False,True,1866.82,True,True,False,False,True,1850.55
2023-06-05,1837.09,1840.42,1827.75,1831.0,Bearish,12.670000000000073,1840.42,1827.75,1824.5825,1821.415,1815.08,1806.4643999999998,1823.6956,True,True,True,True,True,1802.23,True,True,True,True,True,1712.51
2023-06-12,1707.44,1726.27,1699.14,1714.65,Bullish,27.12999999999988,1699.14,1726.27,1733.0525,1739.835,1753.3999999999999,1771.8483999999999,1734.9515999999999,True,False,False,False,False,1682.28,True,True,False,False,True,1691.69
2023-06-19,1691.24,1694.43,1686.43,1687.99,Bearish,8.0,1694.43,1686.43,1684.43,1682.43,1678.43,1672.99,1683.8700000000001,True,True,True,True,True,1856.3,True,True,True,True,True,1842.7
2023-06-26,1844.39,1871.93,1837.13,1843.99,Bearish,34.799999999999955,1871.93,1837.13,1828.43,1819.73,1802.3300000000002,1778.6660000000002,1825.9940000000001,True,True,True,False,True,1895.92,True,True,True,False,True,1911.83
2023-07-03,1916.04,1944.92,1909.23,1929.18,Bullish,35.690000000000055,1909.23,1944.92,1953.8425000000002,1962.765,1980.6100000000001,2004.8792,1956.3408000000002,False,False,False,False,False,1835.27,False,False,False,False,False,1819.25
2023-07-10,1827.15,1832.18,1815.44,1829.52,Bullish,16.74000000000001,1815.44,1832.18,1836.365,1840.5500000000002,1848.92,1860.3032,1837.5368,True,True,True,True,True,1897.53,True,True,True,True,True,1890.8
2023-07-17,1899.23,1902.83,1855.64,1876.14,Bearish,47.18999999999983,1902.83,1855.64,1843.8425000000002,1832.045,1808.4500000000003,1776.3608000000004,1840.5392000000002,True,False,False,False,True,1858.03,True,True,True,False,True,1846.32
2023-07-24,1837.84,1844.3,1796.44,1818.8,Bearish,47.8599999999999,1844.3,1796.44,1784.4750000000001,1772.5100000000002,1748.5800000000002,1716.0352000000003,1781.1248,False,False,False,False,False,1842.44,False,False,False,False,False,1839.7
2023-07-31,1830.07,1836.61,1829.1,1835.04,Bullish,7.509999999999991,1829.1,1836.61,1838.4875,1840.3649999999998,1844.12,1849.2268,1839.0131999999999,True,True,True,False,True,1794.57,True,True,True,False,True,1807.87
2023-08-07,1808.24,1809.2,1798.61,1804.27,Bearish,10.590000000000146,1809.2,1798.61,1795.9624999999999,1793.3149999999998,1788.0199999999998,1780.8187999999996,1795.2212,True,True,True,True,True,1815.72,True,True,True,True,True,1808.3
2023-08-14,1814.45,1819.09,1814.45,1816.4,Bullish,4.639999999999873,1814.45,1819.09,1820.25,1821.4099999999999,1823.7299999999998,1826.8851999999997,1820.5747999999999,True,True,False,False,True,1627.83,True,True,False,False,True,1649.97
2023-08-21,1642.93,1655.18,1625.69,1633.73,Bearish,29.49000000000001,1655.18,1625.69,1618.3175,1610.9450000000002,1596.2,1576.1468,1616.2532,True,True,True,True,True,1618.32,True,True,True,True,True,1615.68
2023-08-28,1616.68,1618.37,1587.45,1604.59,Bearish,30.919999999999845,1618.37,1587.45,1579.72,1571.9900000000002,1556.5300000000002,1535.5044000000003,1577.5556000000001,True,True,False,False,True,1596.08,True,True,False,False,True,1599.82
2023-09-04,1604.76,1607.38,1600.27,1601.91,Bearish,7.110000000000127,1607.38,1600.27,1598.4924999999998,1596.715,1593.1599999999999,1588.3251999999998,1597.9948,True,True,True,True,True,1602.62,True,True,True,True,True,1575.28
2023-09-11,1578.57,1584.91,1541.22,1556.18,Bearish,43.690000000000055,1584.91,1541.22,1530.2975000000001,1519.375,1497.53,1467.8208,1527.2392,True,True,True,False,True,1610.43,True,True,True,False,True,1582.95
2023-09-18,1597.12,1619.12,1594.99,1615.09,Bullish,24.12999999999988,1594.99,1619.12,1625.1525,1631.185,1643.2499999999998,1659.6583999999998,1626.8415999999997,True,True,False,False,True,1562.44,True,True,False,False,True,1541.96
2023-09-25,1545.53,1549.81,1539.03,1540.82,Bearish,10.779999999999973,1549.81,1539.03,1536.335,1533.6399999999999,1528.25,1520.9196,1535.5804,True,True,False,False,True,1633.72,True,True,False,False,True,1692.72
2023-10-02,1693.07,1710.99,1678.82,1698.06,Bullish,32.17000000000007,1678.82,1710.99,1719.0325,1727.075,1743.16,1765.0356000000002,1721.2844,False,False,False,False,False,1609.74,False,False,False,False,False,1598.08
2023-10-09,1599.45,1600.26,1553.37,1562.26,Bearish,46.8900000000001,1600.26,1553.37,1541.6474999999998,1529.9249999999997,1506.4799999999998,1474.5947999999996,1538.3652,True,True,True,False,True,1522.03,True,True,True,False,True,1529.73
2023-10-16,1529.09,1555.94,1528.94,1552.04,Bullish,27.0,1528.94,1555.94,1562.69,1569.44,1582.94,1601.3,1564.5800000000002,True,True,True,True,True,1566.18,True,True,True,True,True,1642.85
2023-10-23,1661.45,1671.62,1629.08,1639.36,Bearish,42.539999999999964,1671.62,1629.08,1618.445,1607.81,1586.54,1557.6127999999999,1615.4672,False,False,False,False,False,1751.3,False,False,False,False,False,1760.37
2023-10-30,1753.67,1795.69,1746.23,1782.15,Bullish,49.460000000000036,1746.23,1795.69,1808.055,1820.42,1845.15,1878.7828000000002,1811.5172,True,True,False,False,True,1802.31,True,True,True,True,True,1853.79
2023-11-06,1842.39,1867.08,1840.44,1866.83,Bullish,26.639999999999873,1840.44,1867.08,1873.7399999999998,1880.3999999999999,1893.7199999999998,1911.8351999999998,1875.6047999999998,True,True,True,True,True,2015.35,True,True,True,True,True,2032.46
2023-11-13,2009.93,2030.15,1997.44,2015.81,Bullish,32.710000000000036,1997.44,2030.15,2038.3275,2046.505,2062.86,2085.1028,2040.6172000000001,True,True,True,True,True,1918.03,True,True,True,True,True,1977.76
2023-11-20,1967.79,2011.71,1965.3,1992.58,Bullish,46.41000000000008,1965.3,2011.71,2023.3125,2034.915,2058.12,2089.6788,2026.5612,True,True,True,True,True,2054.14,True,True,True,True,True,2017.42
2023-11-27,2014.54,2022.09,1983.92,1992.35,Bearish,38.169999999999845,2022.09,1983.92,1974.3775,1964.835,1945.7500000000002,1919.7944000000002,1971.7056000000002,True,True,False,False,True,2058.58,True,True,False,False,True,2180.09
2023-12-04,2213.77,2244.17,2181.04,2205.89,Bearish,63.13000000000011,2244.17,2181.04,2165.2574999999997,2149.475,2117.91,2074.9815999999996,2160.8384,True,False,False,False,True,2321.29,True,True,True,False,True,2197.57
2023-12-11,2218.16,2221.23,2194.03,2217.4,Bearish,27.199999999999818,2221.23,2194.03,2187.2300000000005,2180.4300000000003,2166.8300000000004,2148.3340000000003,2185.3260000000005,True,True,True,True,True,2213.4,True,True,True,True,True,2134.75
2023-12-18,2134.91,2153.1,2084.46,2110.48,Bearish,68.63999999999987,2153.1,2084.46,2067.3,2050.1400000000003,2015.8200000000002,1969.1448000000003,2062.4952000000003,False,False,False,False,False,2244.08,False,False,False,False,False,2240.26
2023-12-25,2254.41,2259.31,2233.95,2247.91,Bearish,25.360000000000127,2259.31,2233.95,2227.6099999999997,2221.2699999999995,2208.5899999999997,2191.3451999999997,2225.8347999999996,True,True,True,True,True,2263.07,True,True,True,True,True,2262.63
2024-01-01,2245.39,2274.88,2243.44,2274.15,Bullish,31.440000000000055,2243.44,2274.88,2282.7400000000002,2290.6000000000004,2306.32,2327.6992,2284.9408000000003,True,True,True,True,True,2222.65,True,True,True,True,True,2150.83
2024-01-08,2163.48,2209.82,2161.62,2207.67,Bullish,48.20000000000027,2161.62,2209.82,2221.8700000000003,2233.92,2258.0200000000004,2290.7960000000007,2225.244,True,True,True,True,True,2513.86,True,True,True,True,True,2474.83
2024-01-15,2486.76,2511.03,2472.01,2507.33,Bullish,39.01999999999998,2472.01,2511.03,2520.7850000000003,2530.54,2550.05,2576.5836000000004,2523.5164,True,True,True,True,True,2453.98,True,True,True,True,True,2403.92
2024-01-22,2394.63,2403.73,2328.27,2348.43,Bearish,75.46000000000004,2403.73,2328.27,2309.4049999999997,2290.54,2252.81,2201.4972,2304.1228,True,True,True,True,True,2241.15,True,True,True,True,True,2235.49
