momentum_state,n_events,pct_isolated,median_z1,median_peer_n_RANK_50,median_residual_RANK_50,median_peer_n_BEHAVIORAL_10,median_residual_BEHAVIORAL_10,median_peer_n_CORR_60_10,median_residual_CORR_60_10,median_peer_n_STATE,median_residual_STATE,median_peer_n_HYBRID_10,median_residual_HYBRID_10,pct_reversal_7d,pct_recovery_7d
SHORT_HOT_MEDIUM_HOT,1212,1.0,2.666386127471924,100.0,-0.13931622976087965,10.0,-0.14155854284763336,10.0,,17.0,-0.15575275756418705,10.0,-0.1388857662677765,0.5676567656765676,0.1377887788778878
SHORT_HOT_MEDIUM_COLD,358,1.0,2.4127979278564453,100.0,-0.12442254670895636,10.0,-0.12725037336349487,10.0,,11.0,-0.13842141598752278,10.0,-0.1276475191116333,0.5586592178770949,0.12011173184357542
SHORT_COLD_MEDIUM_HOT,426,1.0,2.3848016262054443,100.0,-0.12142569723073393,10.0,-0.1228720024228096,10.0,,7.0,-0.11388366110622883,10.0,-0.11905012279748917,0.49295774647887325,0.1807511737089202
SHORT_COLD_MEDIUM_COLD,1651,1.0,2.5773978233337402,100.0,-0.11590264737606049,10.0,-0.10453426837921143,10.0,,13.0,-0.1046072840836132,10.0,-0.11269361525774002,0.5317989097516657,0.1901877649909146
