event_index,asset_id,rank_band,z1,horizon,asset_signed_return,reversal,recover_1s,rank_vel,peer_median_return,peer_dispersion,peer_same_sign,asset_peer_residual,peer_median_return_BEHAVIORAL_10,peer_dispersion_BEHAVIORAL_10,peer_same_sign_BEHAVIORAL_10,asset_peer_residual_BEHAVIORAL_10,peer_median_return_CORR_60_10,peer_dispersion_CORR_60_10,peer_same_sign_CORR_60_10,asset_peer_residual_CORR_60_10,peer_median_return_STATE,peer_dispersion_STATE,peer_same_sign_STATE,asset_peer_residual_STATE,peer_median_return_HYBRID_10,peer_dispersion_HYBRID_10,peer_same_sign_HYBRID_10,asset_peer_residual_HYBRID_10
315,3,501-750,2.688528537750244,1,0.05317258834838867,False,True,15.0,0.04223588481545448,0.07941795970472378,0.82,-0.18249008432030678,0.04781562,0.13087533,0.7,-0.18806982,,,0.0,,0.01491433521732688,0.05324914240834091,0.5,-0.15516853472217917,0.053538598,0.037997816,1.0,-0.19379279
315,3,501-750,2.688528537750244,2,-0.022839942947030067,True,False,,0.04223588481545448,0.07941795970472378,0.82,-0.18249008432030678,0.04781562,0.13087533,0.7,-0.18806982,,,0.0,,0.01491433521732688,0.05324914240834091,0.5,-0.15516853472217917,0.053538598,0.037997816,1.0,-0.19379279
315,3,501-750,2.688528537750244,3,-0.05255323648452759,True,False,0.0,0.04223588481545448,0.07941795970472378,0.82,-0.18249008432030678,0.04781562,0.13087533,0.7,-0.18806982,,,0.0,,0.01491433521732688,0.05324914240834091,0.5,-0.15516853472217917,0.053538598,0.037997816,1.0,-0.19379279
315,3,501-750,2.688528537750244,5,-0.10416973382234573,True,False,,0.04223588481545448,0.07941795970472378,0.82,-0.18249008432030678,0.04781562,0.13087533,0.7,-0.18806982,,,0.0,,0.01491433521732688,0.05324914240834091,0.5,-0.15516853472217917,0.053538598,0.037997816,1.0,-0.19379279
315,3,501-750,2.688528537750244,7,-0.03428257256746292,True,False,-12.0,0.04223588481545448,0.07941795970472378,0.82,-0.18249008432030678,0.04781562,0.13087533,0.7,-0.18806982,,,0.0,,0.01491433521732688,0.05324914240834091,0.5,-0.15516853472217917,0.053538598,0.037997816,1.0,-0.19379279
315,3,501-750,2.688528537750244,10,-0.11892711371183395,True,False,,0.04223588481545448,0.07941795970472378,0.82,-0.18249008432030678,0.04781562,0.13087533,0.7,-0.18806982,,,0.0,,0.01491433521732688,0.05324914240834091,0.5,-0.15516853472217917,0.053538598,0.037997816,1.0,-0.19379279
315,3,501-750,2.688528537750244,14,-0.062478337436914444,True,False,-5.0,0.04223588481545448,0.07941795970472378,0.82,-0.18249008432030678,0.04781562,0.13087533,0.7,-0.18806982,,,0.0,,0.01491433521732688,0.05324914240834091,0.5,-0.15516853472217917,0.053538598,0.037997816,1.0,-0.19379279
315,3,501-750,2.688528537750244,21,-0.1653192937374115,True,False,,0.04223588481545448,0.07941795970472378,0.82,-0.18249008432030678,0.04781562,0.13087533,0.7,-0.18806982,,,0.0,,0.01491433521732688,0.05324914240834091,0.5,-0.15516853472217917,0.053538598,0.037997816,1.0,-0.19379279
315,3,501-750,2.688528537750244,30,0.010277546010911465,False,False,-74.0,0.04223588481545448,0.07941795970472378,0.82,-0.18249008432030678,0.04781562,0.13087533,0.7,-0.18806982,,,0.0,,0.01491433521732688,0.05324914240834091,0.5,-0.15516853472217917,0.053538598,0.037997816,1.0,-0.19379279
378,3,751-1000,5.167153358459473,1,-0.02564677968621254,True,False,-5.0,-0.003360995091497898,0.0464436835131752,0.52,-0.10041221883147955,-0.011363797,0.024301324,0.7,-0.09240942,,,0.0,,-0.01105881528928876,0.030336631238715973,0.75,-0.09271439863368869,-0.005148343,0.020839266,0.6,-0.09862487
