entry_time,direction,weight_GA,weight_GN,weight_AN,mid_GA,mid_GN,mid_AN,raw_GA,raw_GN,raw_AN,round_GA,round_GN,round_AN,max_currency_residual_pct,max_weight_error_pct,passed_gate_k,reject_reason
2022-09-19 13:05:00,SHORT,1.043645,0.977567,0.978789,1.91056,2.29787,1.20273,0.064493,0.060247,0.11525,0.06,0.06,0.12,1.538,5.8245,True,
2022-09-21 10:55:00,SHORT,1.03813,0.980565,0.981305,1.91056,2.29787,1.20273,0.064152,0.060432,0.115546,0.06,0.06,0.12,1.538,5.3242,True,
2022-09-26 15:00:00,SHORT,1.034451,0.981763,0.983786,1.91056,2.29787,1.20273,0.063925,0.060506,0.115838,0.06,0.06,0.12,1.538,4.9876,True,
2022-10-07 15:25:00,SHORT,1.038442,0.979717,0.98184,1.91056,2.29787,1.20273,0.064171,0.06038,0.115609,0.06,0.06,0.12,1.538,5.3527,True,
2022-10-11 09:10:00,SHORT,1.043096,0.979329,0.977575,1.91056,2.29787,1.20273,0.064459,0.060356,0.115107,0.06,0.06,0.12,1.538,5.7749,True,
2022-10-11 14:00:00,SHORT,1.044873,0.977131,0.977996,1.91056,2.29787,1.20273,0.064569,0.06022,0.115156,0.06,0.06,0.12,1.538,5.9352,True,
2022-10-19 08:15:00,SHORT,1.053995,0.973413,0.972593,1.91056,2.29787,1.20273,0.065132,0.059991,0.11452,0.07,0.06,0.11,6.613,6.0411,True,
2022-10-19 12:15:00,SHORT,1.053858,0.972575,0.973567,1.91056,2.29787,1.20273,0.065124,0.05994,0.114635,0.07,0.06,0.11,6.613,6.0549,True,
2022-10-21 15:10:00,SHORT,1.05371,0.97352,0.972771,1.91056,2.29787,1.20273,0.065115,0.059998,0.114541,0.07,0.06,0.11,6.613,6.0698,True,
2022-10-24 09:35:00,SHORT,1.055178,0.971723,0.973099,1.91056,2.29787,1.20273,0.065205,0.059887,0.11458,0.07,0.06,0.11,6.613,5.9222,True,
2022-10-25 08:05:00,SHORT,1.052952,0.972904,0.974145,1.91056,2.29787,1.20273,0.065068,0.05996,0.114703,0.07,0.06,0.11,6.613,6.1462,True,
2022-10-26 09:05:00,SHORT,1.049449,0.97465,0.975902,1.91056,2.29787,1.20273,0.064851,0.060068,0.11491,0.06,0.06,0.11,1.3669,4.0965,True,
2022-10-26 12:05:00,SHORT,1.048928,0.975904,0.975168,1.91056,2.29787,1.20273,0.064819,0.060145,0.114823,0.06,0.06,0.11,1.3669,3.9627,True,
2022-11-03 14:40:00,SHORT,1.064153,0.968465,0.967383,1.91056,2.29787,1.20273,0.06576,0.059686,0.113907,0.07,0.06,0.11,6.613,5.0289,True,
2022-11-04 11:25:00,SHORT,1.064277,0.968213,0.967511,1.91056,2.29787,1.20273,0.065768,0.059671,0.113922,0.07,0.06,0.11,6.613,5.0167,True,
2022-11-04 11:55:00,SHORT,1.062885,0.967906,0.969208,1.91056,2.29787,1.20273,0.065682,0.059652,0.114121,0.07,0.06,0.11,6.613,5.1541,True,
2022-11-09 12:55:00,SHORT,1.061202,0.969737,0.969062,1.91056,2.29787,1.20273,0.065578,0.059765,0.114104,0.07,0.06,0.11,6.613,5.3209,True,
2022-11-10 11:30:00,SHORT,1.062366,0.968391,0.969242,1.91056,2.29787,1.20273,0.06565,0.059682,0.114125,0.07,0.06,0.11,6.613,5.2055,True,
2022-11-11 10:55:00,SHORT,1.057777,0.97139,0.970833,1.91056,2.29787,1.20273,0.065366,0.059867,0.114313,0.07,0.06,0.11,6.613,5.6619,True,
2022-12-01 08:00:00,SHORT,1.074609,0.963679,0.961712,1.91056,2.29787,1.20273,0.066406,0.059391,0.113239,0.07,0.06,0.11,6.613,4.1548,True,
2022-12-05 12:30:00,SHORT,1.081594,0.958713,0.959693,1.91056,2.29787,1.20273,0.066838,0.059085,0.113001,0.07,0.06,0.11,6.613,3.9532,True,
2022-12-13 11:15:00,SHORT,1.084892,0.956962,0.958146,1.91056,2.29787,1.20273,0.067042,0.058977,0.112819,0.07,0.06,0.11,6.613,3.7981,True,
2022-12-15 12:15:00,SHORT,1.08473,0.958744,0.956525,1.91056,2.29787,1.20273,0.067032,0.059087,0.112628,0.07,0.06,0.11,6.613,3.6352,True,
2022-12-22 14:20:00,SHORT,1.078431,0.961624,0.959945,1.91056,2.29787,1.20273,0.066642,0.059265,0.113031,0.07,0.06,0.11,6.613,3.9785,True,
2022-12-27 08:05:00,SHORT,1.077172,0.962198,0.96063,1.91056,2.29787,1.20273,0.066565,0.0593,0.113111,0.07,0.06,0.11,6.613,4.0469,True,
2022-12-30 11:25:00,SHORT,1.077138,0.962181,0.960681,1.91056,2.29787,1.20273,0.066562,0.059299,0.113117,0.07,0.06,0.11,6.613,4.052,True,
2023-01-06 11:40:00,SHORT,1.068357,0.966439,0.965205,1.91056,2.29787,1.20273,0.06602,0.059561,0.11365,0.07,0.06,0.11,6.613,4.6156,True,
2023-01-09 12:10:00,SHORT,1.068199,0.965449,0.966352,1.91056,2.29787,1.20273,0.06601,0.0595,0.113785,0.07,0.06,0.11,6.613,4.6311,True,
2023-01-12 15:25:00,SHORT,1.067303,0.965371,0.967325,1.91056,2.29787,1.20273,0.065955,0.059496,0.1139,0.07,0.06,0.11,6.613,4.7188,True,
2023-01-23 13:20:00,SHORT,1.070149,0.964001,0.96585,1.91056,2.29787,1.20273,0.066131,0.059411,0.113726,0.07,0.06,0.11,6.613,4.5655,True,
2023-01-26 13:05:00,SHORT,1.060409,0.970151,0.96944,1.91056,2.29787,1.20273,0.065529,0.05979,0.114149,0.07,0.06,0.11,6.613,5.3996,True,
2023-01-27 08:50:00,SHORT,1.061268,0.969078,0.969654,1.91056,2.29787,1.20273,0.065582,0.059724,0.114174,0.07,0.06,0.11,6.613,5.3144,True,
2023-01-31 14:35:00,SHORT,1.064667,0.967139,0.968195,1.91056,2.29787,1.20273,0.065792,0.059605,0.114002,0.07,0.06,0.11,6.613,4.9782,True,
2023-02-03 12:20:00,SHORT,1.063994,0.967542,0.968464,1.91056,2.29787,1.20273,0.06575,0.059629,0.114034,0.07,0.06,0.11,6.613,5.0445,True,
2023-02-21 08:40:00,SHORT,1.055587,0.972944,0.971469,1.91056,2.29787,1.20273,0.065231,0.059962,0.114388,0.07,0.06,0.11,6.613,5.8811,True,
2023-02-24 09:20:00,SHORT,1.062992,0.968282,0.968726,1.91056,2.29787,1.20273,0.065688,0.059675,0.114065,0.07,0.06,0.11,6.613,5.1436,True,
2023-02-27 15:25:00,SHORT,1.06371,0.967832,0.968459,1.91056,2.29787,1.20273,0.065733,0.059647,0.114033,0.07,0.06,0.11,6.613,5.0726,True,
2023-02-28 12:40:00,SHORT,1.064117,0.968686,0.967197,1.91056,2.29787,1.20273,0.065758,0.0597,0.113885,0.07,0.06,0.11,6.613,5.0324,True,
2023-03-03 11:50:00,SHORT,1.067694,0.965687,0.966619,1.91056,2.29787,1.20273,0.065979,0.059515,0.113817,0.07,0.06,0.11,6.613,4.6805,True,
2023-03-15 09:15:00,SHORT,1.075458,0.963062,0.961479,1.91056,2.29787,1.20273,0.066459,0.059353,0.113211,0.07,0.06,0.11,6.613,4.1317,True,
2023-03-28 09:10:00,SHORT,1.075779,0.96254,0.961681,1.91056,2.29787,1.20273,0.066478,0.059321,0.113235,0.07,0.06,0.11,6.613,4.1518,True,
2023-03-29 13:00:00,SHORT,1.076531,0.960856,0.962613,1.91056,2.29787,1.20273,0.066525,0.059217,0.113345,0.07,0.06,0.11,6.613,4.2445,True,
2023-03-30 09:00:00,SHORT,1.074274,0.963234,0.962493,1.91056,2.29787,1.20273,0.066385,0.059364,0.113331,0.07,0.06,0.11,6.613,4.2326,True,
2023-04-07 11:35:00,SHORT,1.079044,0.959972,0.960985,1.91056,2.29787,1.20273,0.06668,0.059163,0.113153,0.07,0.06,0.11,6.613,4.0823,True,
2023-04-21 10:55:00,SHORT,1.064039,0.967416,0.968545,1.91056,2.29787,1.20273,0.065753,0.059622,0.114043,0.07,0.06,0.11,6.613,5.0401,True,
2023-05-10 11:50:00,SHORT,1.07927,0.96007,0.96066,1.91056,2.29787,1.20273,0.066694,0.059169,0.113115,0.07,0.06,0.11,6.613,4.0499,True,
2023-05-10 13:40:00,SHORT,1.08054,0.960179,0.959281,1.91056,2.29787,1.20273,0.066773,0.059176,0.112953,0.07,0.06,0.11,6.613,3.912,True,
2023-05-11 13:15:00,SHORT,1.08206,0.958751,0.959189,1.91056,2.29787,1.20273,0.066867,0.059088,0.112942,0.07,0.06,0.11,6.613,3.9028,True,
2023-05-17 13:20:00,SHORT,1.080982,0.959307,0.959711,1.91056,2.29787,1.20273,0.0668,0.059122,0.113003,0.07,0.06,0.11,6.613,3.955,True,
2023-05-23 11:50:00,SHORT,1.084677,0.957193,0.95813,1.91056,2.29787,1.20273,0.067028,0.058992,0.112817,0.07,0.06,0.11,6.613,3.7965,True,
2023-06-09 08:25:00,SHORT,1.058142,0.970539,0.97132,1.91056,2.29787,1.20273,0.065389,0.059814,0.11437,0.07,0.06,0.11,6.613,5.6255,True,
2023-06-09 12:15:00,SHORT,1.05847,0.971359,0.970171,1.91056,2.29787,1.20273,0.065409,0.059865,0.114235,0.07,0.06,0.11,6.613,5.5928,True,
2023-06-29 13:15:00,SHORT,1.06498,0.966995,0.968024,1.91056,2.29787,1.20273,0.065811,0.059596,0.113982,0.07,0.06,0.11,6.613,4.9473,True,
2023-07-07 15:25:00,SHORT,1.073971,0.962517,0.963512,1.91056,2.29787,1.20273,0.066367,0.05932,0.113451,0.07,0.06,0.11,6.613,4.3339,True,
2023-07-18 08:05:00,SHORT,1.071547,0.963406,0.965047,1.91056,2.29787,1.20273,0.066217,0.059375,0.113632,0.07,0.06,0.11,6.613,4.4861,True,
2023-07-27 11:00:00,SHORT,1.066068,0.967503,0.966428,1.91056,2.29787,1.20273,0.065878,0.059627,0.113794,0.07,0.06,0.11,6.613,4.8401,True,
2023-07-31 08:00:00,SHORT,1.071346,0.963777,0.964877,1.91056,2.29787,1.20273,0.066205,0.059397,0.113611,0.07,0.06,0.11,6.613,4.4693,True,
2023-08-03 12:25:00,SHORT,1.074321,0.962402,0.963278,1.91056,2.29787,1.20273,0.066388,0.059313,0.113423,0.07,0.06,0.11,6.613,4.3107,True,
2023-08-08 08:35:00,SHORT,1.073052,0.96376,0.963188,1.91056,2.29787,1.20273,0.06631,0.059396,0.113413,0.07,0.06,0.11,6.613,4.3018,True,
2023-08-08 12:05:00,SHORT,1.073407,0.963036,0.963557,1.91056,2.29787,1.20273,0.066332,0.059352,0.113456,0.07,0.06,0.11,6.613,4.3384,True,
2023-08-10 15:25:00,SHORT,1.071348,0.963537,0.965115,1.91056,2.29787,1.20273,0.066205,0.059383,0.11364,0.07,0.06,0.11,6.613,4.4928,True,
2023-08-14 11:10:00,SHORT,1.067892,0.965681,0.966427,1.91056,2.29787,1.20273,0.065991,0.059515,0.113794,0.07,0.06,0.11,6.613,4.6611,True,
2023-08-22 09:55:00,SHORT,1.07067,0.964445,0.964885,1.91056,2.29787,1.20273,0.066163,0.059439,0.113612,0.07,0.06,0.11,6.613,4.47,True,
2023-08-29 13:05:00,SHORT,1.066821,0.967027,0.966152,1.91056,2.29787,1.20273,0.065925,0.059598,0.113762,0.07,0.06,0.11,6.613,4.7662,True,
2023-09-13 14:40:00,SHORT,1.067647,0.966035,0.966317,1.91056,2.29787,1.20273,0.065976,0.059537,0.113781,0.07,0.06,0.11,6.613,4.6851,True,
2023-09-15 14:25:00,SHORT,1.064266,0.968046,0.967688,1.91056,2.29787,1.20273,0.065767,0.059661,0.113942,0.07,0.06,0.11,6.613,5.0177,True,
2023-09-19 11:15:00,SHORT,1.066252,0.966621,0.967127,1.91056,2.29787,1.20273,0.06589,0.059573,0.113876,0.07,0.06,0.11,6.613,4.8221,True,
2023-09-26 08:55:00,SHORT,1.073827,0.963348,0.962824,1.91056,2.29787,1.20273,0.066358,0.059371,0.11337,0.07,0.06,0.11,6.613,4.2656,True,
2023-09-26 13:50:00,SHORT,1.074157,0.962694,0.963149,1.91056,2.29787,1.20273,0.066378,0.059331,0.113408,0.07,0.06,0.11,6.613,4.2978,True,
2023-09-28 11:10:00,SHORT,1.075616,0.961902,0.962483,1.91056,2.29787,1.20273,0.066468,0.059282,0.11333,0.07,0.06,0.11,6.613,4.2316,True,
2023-10-10 11:20:00,SHORT,1.08043,0.960066,0.959504,1.91056,2.29787,1.20273,0.066766,0.059169,0.112979,0.07,0.06,0.11,6.613,3.9343,True,
2023-10-11 15:15:00,SHORT,1.08073,0.960059,0.959211,1.91056,2.29787,1.20273,0.066784,0.059168,0.112944,0.07,0.06,0.11,6.613,3.905,True,
2023-10-12 09:40:00,SHORT,1.078707,0.960835,0.960457,1.91056,2.29787,1.20273,0.066659,0.059216,0.113091,0.07,0.06,0.11,6.613,4.0297,True,
2023-10-30 09:55:00,SHORT,1.063985,0.967628,0.968387,1.91056,2.29787,1.20273,0.06575,0.059635,0.114025,0.07,0.06,0.11,6.613,5.0455,True,
2023-11-14 10:30:00,SHORT,1.067654,0.965796,0.96655,1.91056,2.29787,1.20273,0.065976,0.059522,0.113808,0.07,0.06,0.11,6.613,4.6845,True,
2023-11-14 15:30:00,SHORT,1.067718,0.96658,0.965702,1.91056,2.29787,1.20273,0.06598,0.05957,0.113709,0.07,0.06,0.11,6.613,4.6782,True,
2023-11-15 08:45:00,SHORT,1.071259,0.964282,0.964459,1.91056,2.29787,1.20273,0.066199,0.059429,0.113562,0.07,0.06,0.11,6.613,4.4279,True,
2023-11-16 12:35:00,SHORT,1.070097,0.965391,0.964512,1.91056,2.29787,1.20273,0.066127,0.059497,0.113568,0.07,0.06,0.11,6.613,4.4454,True,
2023-11-21 10:25:00,SHORT,1.06964,0.965106,0.965254,1.91056,2.29787,1.20273,0.066099,0.059479,0.113656,0.07,0.06,0.11,6.613,4.5066,True,
2023-11-24 14:35:00,SHORT,1.069557,0.96509,0.965353,1.91056,2.29787,1.20273,0.066094,0.059478,0.113667,0.07,0.06,0.11,6.613,4.5164,True,
2023-11-28 11:50:00,SHORT,1.067973,0.966273,0.965754,1.91056,2.29787,1.20273,0.065996,0.059551,0.113715,0.07,0.06,0.11,6.613,4.6532,True,
2023-12-29 14:15:00,SHORT,1.073286,0.962949,0.963765,1.91056,2.29787,1.20273,0.066324,0.059346,0.113481,0.07,0.06,0.11,6.613,4.359,True,
2024-01-05 11:25:00,SHORT,1.074366,0.962587,0.963046,1.91056,2.29787,1.20273,0.066391,0.059324,0.113396,0.07,0.06,0.11,6.613,4.2877,True,
2024-01-17 10:55:00,SHORT,1.076821,0.961229,0.961951,1.91056,2.29787,1.20273,0.066543,0.05924,0.113267,0.07,0.06,0.11,6.613,4.1787,True,
2024-01-24 10:30:00,SHORT,1.072866,0.963383,0.96375,1.91056,2.29787,1.20273,0.066298,0.059373,0.113479,0.07,0.06,0.11,6.613,4.3576,True,
2024-01-25 11:00:00,SHORT,1.073287,0.962972,0.963741,1.91056,2.29787,1.20273,0.066324,0.059348,0.113478,0.07,0.06,0.11,6.613,4.3567,True,
2024-02-19 09:10:00,SHORT,1.081015,0.959364,0.959621,1.91056,2.29787,1.20273,0.066802,0.059125,0.112993,0.07,0.06,0.11,6.613,3.946,True,
2024-02-20 09:25:00,SHORT,1.081691,0.959503,0.958806,1.91056,2.29787,1.20273,0.066844,0.059134,0.112897,0.07,0.06,0.11,6.613,3.8644,True,
2024-02-27 11:05:00,SHORT,1.082812,0.958724,0.958464,1.91056,2.29787,1.20273,0.066913,0.059086,0.112856,0.07,0.06,0.11,6.613,3.8301,True,
2024-03-08 11:55:00,SHORT,1.075729,0.96263,0.961641,1.91056,2.29787,1.20273,0.066475,0.059327,0.11323,0.07,0.06,0.11,6.613,4.1478,True,
2024-03-29 14:05:00,SHORT,1.064736,0.967391,0.967873,1.91056,2.29787,1.20273,0.065796,0.05962,0.113964,0.07,0.06,0.11,6.613,4.9714,True,
2024-04-04 09:20:00,SHORT,1.063231,0.968062,0.968707,1.91056,2.29787,1.20273,0.065703,0.059662,0.114062,0.07,0.06,0.11,6.613,5.12,True,
2024-04-11 13:50:00,SHORT,1.064872,0.967294,0.967834,1.91056,2.29787,1.20273,0.065804,0.059614,0.11396,0.07,0.06,0.11,6.613,4.9579,True,
2024-05-03 11:25:00,SHORT,1.058833,0.971002,0.970165,1.91056,2.29787,1.20273,0.065431,0.059843,0.114234,0.07,0.06,0.11,6.613,5.5565,True,
2024-05-08 14:30:00,SHORT,1.060814,0.969476,0.96971,1.91056,2.29787,1.20273,0.065554,0.059749,0.114181,0.07,0.06,0.11,6.613,5.3595,True,
