cycle_id,wall_clock_utc,leg,bid,ask,spread_points,quote_age_ms
40,2026-08-16 22:20:33.907814+00:00,AUDNZD,1.20288,1.20298,10.0,6000
1,2026-08-16 22:21:00.979591+00:00,GBPAUD,1.91058,1.9107,12.0,0
1,2026-08-16 22:21:00.979591+00:00,GBPNZD,2.29828,2.29843,15.0,0
1,2026-08-16 22:21:00.979591+00:00,AUDNZD,1.20288,1.20298,10.0,0
2,2026-08-16 22:21:12.986966+00:00,GBPAUD,1.91058,1.91068,10.0,0
2,2026-08-16 22:21:12.986966+00:00,GBPNZD,2.29828,2.29841,13.0,0
2,2026-08-16 22:21:12.986966+00:00,AUDNZD,1.20288,1.20298,10.0,5000
3,2026-08-16 22:21:24.990435+00:00,GBPAUD,1.9106,1.9107,10.0,0
3,2026-08-16 22:21:24.990435+00:00,GBPNZD,2.29829,2.29843,14.0,0
3,2026-08-16 22:21:24.990435+00:00,AUDNZD,1.20288,1.20298,10.0,15000
4,2026-08-16 22:21:36.992843+00:00,GBPAUD,1.9106,1.91069,9.0,0
4,2026-08-16 22:21:36.992843+00:00,GBPNZD,2.29833,2.29847,14.0,0
4,2026-08-16 22:21:36.992843+00:00,AUDNZD,1.2029,1.203,10.0,0
5,2026-08-16 22:21:48.997057+00:00,GBPAUD,1.91054,1.91064,10.0,0
5,2026-08-16 22:21:48.997057+00:00,GBPNZD,2.29825,2.29839,14.0,0
5,2026-08-16 22:21:48.997057+00:00,AUDNZD,1.20289,1.20299,10.0,10000
6,2026-08-16 22:22:00.999434+00:00,GBPAUD,1.91057,1.91074,17.0,0
6,2026-08-16 22:22:00.999434+00:00,GBPNZD,2.29827,2.29846,19.0,0
6,2026-08-16 22:22:00.999434+00:00,AUDNZD,1.20286,1.20298,12.0,0
7,2026-08-16 22:22:13.003595+00:00,GBPAUD,1.91062,1.91073,11.0,0
7,2026-08-16 22:22:13.003595+00:00,GBPNZD,2.29832,2.29848,16.0,4000
7,2026-08-16 22:22:13.003595+00:00,AUDNZD,1.20288,1.20298,10.0,2000
8,2026-08-16 22:22:25.006139+00:00,GBPAUD,1.91064,1.91074,10.0,0
8,2026-08-16 22:22:25.006139+00:00,GBPNZD,2.29832,2.29846,14.0,0
8,2026-08-16 22:22:25.006139+00:00,AUDNZD,1.20286,1.20296,10.0,3000
9,2026-08-16 22:22:37.007974+00:00,GBPAUD,1.91063,1.91073,10.0,0
9,2026-08-16 22:22:37.007974+00:00,GBPNZD,2.2983,2.29844,14.0,2000
9,2026-08-16 22:22:37.007974+00:00,AUDNZD,1.20286,1.20296,10.0,0
10,2026-08-16 22:22:49.010874+00:00,GBPAUD,1.91062,1.91071,9.0,0
10,2026-08-16 22:22:49.010874+00:00,GBPNZD,2.29832,2.29846,14.0,0
10,2026-08-16 22:22:49.010874+00:00,AUDNZD,1.20288,1.20298,10.0,0
11,2026-08-16 22:23:01.013275+00:00,GBPAUD,1.91065,1.91076,11.0,0
11,2026-08-16 22:23:01.013275+00:00,GBPNZD,2.29836,2.29851,15.0,0
11,2026-08-16 22:23:01.013275+00:00,AUDNZD,1.20288,1.20298,10.0,21000
12,2026-08-16 22:23:13.015944+00:00,GBPAUD,1.91068,1.91081,13.0,0
12,2026-08-16 22:23:13.015944+00:00,GBPNZD,2.29829,2.29846,17.0,0
12,2026-08-16 22:23:13.015944+00:00,AUDNZD,1.20283,1.20293,10.0,0
13,2026-08-16 22:23:25.018946+00:00,GBPAUD,1.91067,1.91082,15.0,0
13,2026-08-16 22:23:25.018946+00:00,GBPNZD,2.29831,2.29848,17.0,0
13,2026-08-16 22:23:25.018946+00:00,AUDNZD,1.20283,1.20295,12.0,6000
14,2026-08-16 22:23:37.023643+00:00,GBPAUD,1.91068,1.91082,14.0,0
14,2026-08-16 22:23:37.023643+00:00,GBPNZD,2.29837,2.29852,15.0,0
14,2026-08-16 22:23:37.023643+00:00,AUDNZD,1.20285,1.20296,11.0,0
15,2026-08-16 22:23:49.026885+00:00,GBPAUD,1.91067,1.91079,12.0,0
15,2026-08-16 22:23:49.026885+00:00,GBPNZD,2.29831,2.29845,14.0,0
15,2026-08-16 22:23:49.026885+00:00,AUDNZD,1.20283,1.20294,11.0,0
16,2026-08-16 22:24:01.029557+00:00,GBPAUD,1.91068,1.9108,12.0,0
16,2026-08-16 22:24:01.029557+00:00,GBPNZD,2.29832,2.29846,14.0,0
16,2026-08-16 22:24:01.029557+00:00,AUDNZD,1.20283,1.20294,11.0,6000
17,2026-08-16 22:24:13.032219+00:00,GBPAUD,1.9107,1.91082,12.0,0
17,2026-08-16 22:24:13.032219+00:00,GBPNZD,2.29834,2.29848,14.0,0
17,2026-08-16 22:24:13.032219+00:00,AUDNZD,1.20283,1.20294,11.0,7000
18,2026-08-16 22:24:25.044809+00:00,GBPAUD,1.91074,1.91082,8.0,0
18,2026-08-16 22:24:25.044809+00:00,GBPNZD,2.29839,2.29851,12.0,0
18,2026-08-16 22:24:25.044809+00:00,AUDNZD,1.20284,1.20294,10.0,3000
19,2026-08-16 22:24:37.047960+00:00,GBPAUD,1.91074,1.91083,9.0,0
19,2026-08-16 22:24:37.047960+00:00,GBPNZD,2.29839,2.29853,14.0,0
19,2026-08-16 22:24:37.047960+00:00,AUDNZD,1.20284,1.20294,10.0,13000
20,2026-08-16 22:24:49.054584+00:00,GBPAUD,1.91075,1.91085,10.0,0
20,2026-08-16 22:24:49.054584+00:00,GBPNZD,2.29838,2.29851,13.0,4000
20,2026-08-16 22:24:49.054584+00:00,AUDNZD,1.20283,1.20293,10.0,0
21,2026-08-16 22:25:01.060502+00:00,GBPAUD,1.91074,1.91083,9.0,0
21,2026-08-16 22:25:01.060502+00:00,GBPNZD,2.2984,2.29853,13.0,0
21,2026-08-16 22:25:01.060502+00:00,AUDNZD,1.20285,1.20295,10.0,0
22,2026-08-16 22:25:13.064712+00:00,GBPAUD,1.91083,1.91093,10.0,0
22,2026-08-16 22:25:13.064712+00:00,GBPNZD,2.29838,2.29852,14.0,1000
22,2026-08-16 22:25:13.064712+00:00,AUDNZD,1.20278,1.2029,12.0,0
23,2026-08-16 22:25:25.168757+00:00,GBPAUD,1.91073,1.91089,16.0,0
23,2026-08-16 22:25:25.168757+00:00,GBPNZD,2.29836,2.29853,17.0,0
23,2026-08-16 22:25:25.168757+00:00,AUDNZD,1.20281,1.20293,12.0,5000
24,2026-08-16 22:25:37.175317+00:00,GBPAUD,1.91075,1.91087,12.0,0
24,2026-08-16 22:25:37.175317+00:00,GBPNZD,2.29838,2.29851,13.0,0
24,2026-08-16 22:25:37.175317+00:00,AUDNZD,1.20281,1.20293,12.0,16000
25,2026-08-16 22:25:49.180711+00:00,GBPAUD,1.91075,1.91087,12.0,0
25,2026-08-16 22:25:49.180711+00:00,GBPNZD,2.29838,2.29851,13.0,0
25,2026-08-16 22:25:49.180711+00:00,AUDNZD,1.20281,1.20293,12.0,24000
26,2026-08-16 22:26:01.184777+00:00,GBPAUD,1.91075,1.91085,10.0,0
26,2026-08-16 22:26:01.184777+00:00,GBPNZD,2.29838,2.29851,13.0,9000
26,2026-08-16 22:26:01.184777+00:00,AUDNZD,1.20283,1.20293,10.0,0
27,2026-08-16 22:26:13.188834+00:00,GBPAUD,1.91069,1.91082,13.0,0
27,2026-08-16 22:26:13.188834+00:00,GBPNZD,2.29834,2.29851,17.0,0
27,2026-08-16 22:26:13.188834+00:00,AUDNZD,1.20284,1.20294,10.0,5000
28,2026-08-16 22:26:25.194098+00:00,GBPAUD,1.91072,1.91083,11.0,0
28,2026-08-16 22:26:25.194098+00:00,GBPNZD,2.29838,2.29853,15.0,0
28,2026-08-16 22:26:25.194098+00:00,AUDNZD,1.20284,1.20294,10.0,16000
29,2026-08-16 22:26:37.196474+00:00,GBPAUD,1.91065,1.91082,17.0,0
29,2026-08-16 22:26:37.196474+00:00,GBPNZD,2.29835,2.29854,19.0,0
29,2026-08-16 22:26:37.196474+00:00,AUDNZD,1.20286,1.20297,11.0,0
30,2026-08-16 22:26:49.201036+00:00,GBPAUD,1.91066,1.91079,13.0,0
30,2026-08-16 22:26:49.201036+00:00,GBPNZD,2.29835,2.29851,16.0,0
30,2026-08-16 22:26:49.201036+00:00,AUDNZD,1.20286,1.20297,11.0,12000
31,2026-08-16 22:27:01.204777+00:00,GBPAUD,1.91063,1.91075,12.0,0
31,2026-08-16 22:27:01.204777+00:00,GBPNZD,2.29828,2.29841,13.0,0
31,2026-08-16 22:27:01.204777+00:00,AUDNZD,1.20283,1.20295,12.0,0
32,2026-08-16 22:27:13.206708+00:00,GBPAUD,1.91064,1.91077,13.0,0
32,2026-08-16 22:27:13.206708+00:00,GBPNZD,2.29833,2.29847,14.0,0
32,2026-08-16 22:27:13.206708+00:00,AUDNZD,1.20285,1.20297,12.0,0
33,2026-08-16 22:27:25.212825+00:00,GBPAUD,1.91063,1.91075,12.0,0
33,2026-08-16 22:27:25.212825+00:00,GBPNZD,2.29831,2.29845,14.0,0
33,2026-08-16 22:27:25.212825+00:00,AUDNZD,1.20285,1.20297,12.0,0
34,2026-08-16 22:27:37.215001+00:00,GBPAUD,1.91063,1.91074,11.0,0
34,2026-08-16 22:27:37.215001+00:00,GBPNZD,2.29831,2.29844,13.0,0
34,2026-08-16 22:27:37.215001+00:00,AUDNZD,1.20285,1.20297,12.0,18000
35,2026-08-16 22:27:49.218234+00:00,GBPAUD,1.91062,1.91073,11.0,0
35,2026-08-16 22:27:49.218234+00:00,GBPNZD,2.2983,2.29845,15.0,0
35,2026-08-16 22:27:49.218234+00:00,AUDNZD,1.20287,1.20297,10.0,8000
36,2026-08-16 22:28:01.220119+00:00,GBPAUD,1.9106,1.91073,13.0,0
36,2026-08-16 22:28:01.220119+00:00,GBPNZD,2.29828,2.29845,17.0,0
36,2026-08-16 22:28:01.220119+00:00,AUDNZD,1.20287,1.20297,10.0,3000
37,2026-08-16 22:28:13.223503+00:00,GBPAUD,1.91063,1.91072,9.0,0
37,2026-08-16 22:28:13.223503+00:00,GBPNZD,2.29828,2.29842,14.0,0
37,2026-08-16 22:28:13.223503+00:00,AUDNZD,1.20285,1.20295,10.0,8000
38,2026-08-16 22:28:25.227229+00:00,GBPAUD,1.91063,1.91072,9.0,0
38,2026-08-16 22:28:25.227229+00:00,GBPNZD,2.29828,2.29842,14.0,0
38,2026-08-16 22:28:25.227229+00:00,AUDNZD,1.20285,1.20295,10.0,8000
39,2026-08-16 22:28:37.232557+00:00,GBPAUD,1.91062,1.91071,9.0,0
39,2026-08-16 22:28:37.232557+00:00,GBPNZD,2.2983,2.29844,14.0,0
39,2026-08-16 22:28:37.232557+00:00,AUDNZD,1.20287,1.20297,10.0,3000
40,2026-08-16 22:28:49.235017+00:00,GBPAUD,1.91062,1.91074,12.0,0
40,2026-08-16 22:28:49.235017+00:00,GBPNZD,2.2983,2.29847,17.0,0
40,2026-08-16 22:28:49.235017+00:00,AUDNZD,1.20287,1.20297,10.0,15000
1,2026-08-16 22:29:05.623054+00:00,GBPAUD,1.91064,1.91071,7.0,0
1,2026-08-16 22:29:05.623054+00:00,GBPNZD,2.29833,2.29847,14.0,0
1,2026-08-16 22:29:05.623054+00:00,AUDNZD,1.20289,1.20297,8.0,0
2,2026-08-16 22:29:17.629898+00:00,GBPAUD,1.91064,1.91078,14.0,0
2,2026-08-16 22:29:17.629898+00:00,GBPNZD,2.2983,2.29848,18.0,0
2,2026-08-16 22:29:17.629898+00:00,AUDNZD,1.20285,1.20295,10.0,2000
3,2026-08-16 22:29:29.631732+00:00,GBPAUD,1.91066,1.91077,11.0,0
3,2026-08-16 22:29:29.631732+00:00,GBPNZD,2.29831,2.29847,16.0,0
3,2026-08-16 22:29:29.631732+00:00,AUDNZD,1.20285,1.20295,10.0,17000
4,2026-08-16 22:29:41.633971+00:00,GBPAUD,1.91069,1.91078,9.0,0
4,2026-08-16 22:29:41.633971+00:00,GBPNZD,2.29835,2.29852,17.0,0
4,2026-08-16 22:29:41.633971+00:00,AUDNZD,1.20287,1.20295,8.0,6000
5,2026-08-16 22:29:53.638388+00:00,GBPAUD,1.91071,1.91081,10.0,0
5,2026-08-16 22:29:53.638388+00:00,GBPNZD,2.29838,2.29852,14.0,0
5,2026-08-16 22:29:53.638388+00:00,AUDNZD,1.20285,1.20295,10.0,3000
6,2026-08-16 22:30:05.641437+00:00,GBPAUD,1.91073,1.91084,11.0,0
6,2026-08-16 22:30:05.641437+00:00,GBPNZD,2.29836,2.29854,18.0,0
6,2026-08-16 22:30:05.641437+00:00,AUDNZD,1.20285,1.20293,8.0,0
7,2026-08-16 22:30:17.657060+00:00,GBPAUD,1.91076,1.91085,9.0,0
7,2026-08-16 22:30:17.657060+00:00,GBPNZD,2.29843,2.2986,17.0,0
7,2026-08-16 22:30:17.657060+00:00,AUDNZD,1.20287,1.20295,8.0,4000
8,2026-08-16 22:30:29.659848+00:00,GBPAUD,1.91074,1.91081,7.0,0
8,2026-08-16 22:30:29.659848+00:00,GBPNZD,2.29841,2.29854,13.0,0
8,2026-08-16 22:30:29.659848+00:00,AUDNZD,1.20286,1.20295,9.0,2000
9,2026-08-16 22:30:41.663010+00:00,GBPAUD,1.91077,1.91094,17.0,0
9,2026-08-16 22:30:41.663010+00:00,GBPNZD,2.29847,2.29866,19.0,5000
9,2026-08-16 22:30:41.663010+00:00,AUDNZD,1.20285,1.20296,11.0,0
10,2026-08-16 22:30:53.665906+00:00,GBPAUD,1.91084,1.91098,14.0,0
10,2026-08-16 22:30:53.665906+00:00,GBPNZD,2.29849,2.29864,15.0,0
10,2026-08-16 22:30:53.665906+00:00,AUDNZD,1.20281,1.20293,12.0,0
11,2026-08-16 22:31:05.668674+00:00,GBPAUD,1.91069,1.91084,15.0,0
11,2026-08-16 22:31:05.668674+00:00,GBPNZD,2.29845,2.29862,17.0,0
11,2026-08-16 22:31:05.668674+00:00,AUDNZD,1.20288,1.203,12.0,0
12,2026-08-16 22:31:17.671780+00:00,GBPAUD,1.91067,1.91083,16.0,0
12,2026-08-16 22:31:17.671780+00:00,GBPNZD,2.29844,2.29862,18.0,0
12,2026-08-16 22:31:17.671780+00:00,AUDNZD,1.20289,1.20301,12.0,1000
13,2026-08-16 22:31:29.681693+00:00,GBPAUD,1.91065,1.91079,14.0,0
13,2026-08-16 22:31:29.681693+00:00,GBPNZD,2.29846,2.29861,15.0,0
13,2026-08-16 22:31:29.681693+00:00,AUDNZD,1.20291,1.20303,12.0,9000
14,2026-08-16 22:31:41.684676+00:00,GBPAUD,1.91068,1.91082,14.0,0
14,2026-08-16 22:31:41.684676+00:00,GBPNZD,2.29853,2.29868,15.0,0
14,2026-08-16 22:31:41.684676+00:00,AUDNZD,1.20293,1.20305,12.0,1000
15,2026-08-16 22:31:53.689197+00:00,GBPAUD,1.91071,1.91083,12.0,0
15,2026-08-16 22:31:53.689197+00:00,GBPNZD,2.29853,2.29866,13.0,0
15,2026-08-16 22:31:53.689197+00:00,AUDNZD,1.20291,1.20303,12.0,6000
16,2026-08-16 22:32:05.693144+00:00,GBPAUD,1.91068,1.91082,14.0,0
16,2026-08-16 22:32:05.693144+00:00,GBPNZD,2.29849,2.29864,15.0,0
16,2026-08-16 22:32:05.693144+00:00,AUDNZD,1.20291,1.20303,12.0,2000
17,2026-08-16 22:32:17.694833+00:00,GBPAUD,1.91072,1.91084,12.0,0
17,2026-08-16 22:32:17.694833+00:00,GBPNZD,2.29847,2.29861,14.0,0
17,2026-08-16 22:32:17.694833+00:00,AUDNZD,1.20288,1.20299,11.0,0
18,2026-08-16 22:32:29.696364+00:00,GBPAUD,1.91073,1.91086,13.0,0
18,2026-08-16 22:32:29.696364+00:00,GBPNZD,2.29845,2.29859,14.0,0
18,2026-08-16 22:32:29.696364+00:00,AUDNZD,1.20286,1.20298,12.0,2000
19,2026-08-16 22:32:41.700702+00:00,GBPAUD,1.91067,1.91082,15.0,0
19,2026-08-16 22:32:41.700702+00:00,GBPNZD,2.29845,2.29861,16.0,0
19,2026-08-16 22:32:41.700702+00:00,AUDNZD,1.20289,1.20301,12.0,9000
20,2026-08-16 22:32:53.704223+00:00,GBPAUD,1.91067,1.91079,12.0,0
20,2026-08-16 22:32:53.704223+00:00,GBPNZD,2.29847,2.29861,14.0,0
20,2026-08-16 22:32:53.704223+00:00,AUDNZD,1.20291,1.20303,12.0,6000
21,2026-08-16 22:33:05.707913+00:00,GBPAUD,1.91064,1.91079,15.0,0
21,2026-08-16 22:33:05.707913+00:00,GBPNZD,2.29844,2.29861,17.0,0
21,2026-08-16 22:33:05.707913+00:00,AUDNZD,1.20291,1.20303,12.0,1000
22,2026-08-16 22:33:17.713070+00:00,GBPAUD,1.91067,1.91076,9.0,0
22,2026-08-16 22:33:17.713070+00:00,GBPNZD,2.29847,2.29861,14.0,0
22,2026-08-16 22:33:17.713070+00:00,AUDNZD,1.20293,1.20303,10.0,4000
23,2026-08-16 22:33:29.716560+00:00,GBPAUD,1.91065,1.91075,10.0,0
23,2026-08-16 22:33:29.716560+00:00,GBPNZD,2.29845,2.29859,14.0,0
23,2026-08-16 22:33:29.716560+00:00,AUDNZD,1.20293,1.20303,10.0,0
24,2026-08-16 22:33:41.720289+00:00,GBPAUD,1.91066,1.91079,13.0,0
24,2026-08-16 22:33:41.720289+00:00,GBPNZD,2.29835,2.29852,17.0,0
24,2026-08-16 22:33:41.720289+00:00,AUDNZD,1.20287,1.20297,10.0,2000
25,2026-08-16 22:33:53.724663+00:00,GBPAUD,1.91068,1.91078,10.0,0
25,2026-08-16 22:33:53.724663+00:00,GBPNZD,2.29833,2.29847,14.0,0
25,2026-08-16 22:33:53.724663+00:00,AUDNZD,1.20285,1.20295,10.0,5000
26,2026-08-16 22:34:05.726761+00:00,GBPAUD,1.91065,1.91076,11.0,0
26,2026-08-16 22:34:05.726761+00:00,GBPNZD,2.2983,2.29849,19.0,0
26,2026-08-16 22:34:05.726761+00:00,AUDNZD,1.20286,1.20295,9.0,0
27,2026-08-16 22:34:17.729298+00:00,GBPAUD,1.91068,1.9108,12.0,0
27,2026-08-16 22:34:17.729298+00:00,GBPNZD,2.29836,2.29855,19.0,6000
27,2026-08-16 22:34:17.729298+00:00,AUDNZD,1.20288,1.20296,8.0,0
28,2026-08-16 22:34:29.736836+00:00,GBPAUD,1.91071,1.91082,11.0,0
28,2026-08-16 22:34:29.736836+00:00,GBPNZD,2.29837,2.29852,15.0,0
28,2026-08-16 22:34:29.736836+00:00,AUDNZD,1.20285,1.20295,10.0,1000
29,2026-08-16 22:34:41.744159+00:00,GBPAUD,1.91072,1.91079,7.0,0
29,2026-08-16 22:34:41.744159+00:00,GBPNZD,2.29838,2.29852,14.0,0
29,2026-08-16 22:34:41.744159+00:00,AUDNZD,1.20286,1.20295,9.0,2000
30,2026-08-16 22:34:53.751106+00:00,GBPAUD,1.9107,1.91078,8.0,0
30,2026-08-16 22:34:53.751106+00:00,GBPNZD,2.29842,2.29854,12.0,0
30,2026-08-16 22:34:53.751106+00:00,AUDNZD,1.20288,1.20298,10.0,0
31,2026-08-16 22:35:05.753833+00:00,GBPAUD,1.91069,1.9108,11.0,0
31,2026-08-16 22:35:05.753833+00:00,GBPNZD,2.29835,2.29851,16.0,0
31,2026-08-16 22:35:05.753833+00:00,AUDNZD,1.20285,1.20295,10.0,0
32,2026-08-16 22:35:17.781818+00:00,GBPAUD,1.91071,1.9108,9.0,0
32,2026-08-16 22:35:17.781818+00:00,GBPNZD,2.29833,2.29847,14.0,0
32,2026-08-16 22:35:17.781818+00:00,AUDNZD,1.20283,1.20293,10.0,0
33,2026-08-16 22:35:29.784329+00:00,GBPAUD,1.91069,1.91082,13.0,0
33,2026-08-16 22:35:29.784329+00:00,GBPNZD,2.29831,2.29849,18.0,0
33,2026-08-16 22:35:29.784329+00:00,AUDNZD,1.20283,1.20293,10.0,1000
34,2026-08-16 22:35:41.787211+00:00,GBPAUD,1.9107,1.91079,9.0,0
34,2026-08-16 22:35:41.787211+00:00,GBPNZD,2.29835,2.29849,14.0,0
34,2026-08-16 22:35:41.787211+00:00,AUDNZD,1.20285,1.20295,10.0,8000
35,2026-08-16 22:35:53.790421+00:00,GBPAUD,1.91068,1.91078,10.0,0
35,2026-08-16 22:35:53.790421+00:00,GBPNZD,2.2983,2.29847,17.0,0
35,2026-08-16 22:35:53.790421+00:00,AUDNZD,1.20285,1.20293,8.0,0
36,2026-08-16 22:36:05.792538+00:00,GBPAUD,1.91071,1.91079,8.0,0
36,2026-08-16 22:36:05.792538+00:00,GBPNZD,2.29833,2.29845,12.0,0
36,2026-08-16 22:36:05.792538+00:00,AUDNZD,1.20283,1.20293,10.0,3000
37,2026-08-16 22:36:17.795015+00:00,GBPAUD,1.91064,1.91076,12.0,0
37,2026-08-16 22:36:17.795015+00:00,GBPNZD,2.29832,2.29848,16.0,0
37,2026-08-16 22:36:17.795015+00:00,AUDNZD,1.20286,1.20296,10.0,1000
38,2026-08-16 22:36:29.797192+00:00,GBPAUD,1.9107,1.91083,13.0,0
38,2026-08-16 22:36:29.797192+00:00,GBPNZD,2.29831,2.2985,19.0,2000
38,2026-08-16 22:36:29.797192+00:00,AUDNZD,1.20283,1.20293,10.0,4000
39,2026-08-16 22:36:41.798696+00:00,GBPAUD,1.91072,1.91082,10.0,0
39,2026-08-16 22:36:41.798696+00:00,GBPNZD,2.29834,2.29848,14.0,0
39,2026-08-16 22:36:41.798696+00:00,AUDNZD,1.20283,1.20293,10.0,4000
40,2026-08-16 22:36:53.801108+00:00,GBPAUD,1.91072,1.91081,9.0,0
40,2026-08-16 22:36:53.801108+00:00,GBPNZD,2.29834,2.29846,12.0,1000
40,2026-08-16 22:36:53.801108+00:00,AUDNZD,1.20283,1.20293,10.0,0
1,2026-08-16 22:37:01.787813+00:00,GBPAUD,1.91075,1.91089,14.0,0
1,2026-08-16 22:37:01.787813+00:00,GBPNZD,2.29826,2.29844,18.0,0
1,2026-08-16 22:37:01.787813+00:00,AUDNZD,1.20276,1.20286,10.0,3000
2,2026-08-16 22:37:13.790845+00:00,GBPAUD,1.91071,1.91087,16.0,0
2,2026-08-16 22:37:13.790845+00:00,GBPNZD,2.29831,2.29847,16.0,0
2,2026-08-16 22:37:13.790845+00:00,AUDNZD,1.2028,1.20291,11.0,1000
3,2026-08-16 22:37:25.792668+00:00,GBPAUD,1.91074,1.91088,14.0,0
3,2026-08-16 22:37:25.792668+00:00,GBPNZD,2.29827,2.29842,15.0,0
3,2026-08-16 22:37:25.792668+00:00,AUDNZD,1.20276,1.20287,11.0,0
4,2026-08-16 22:37:37.794778+00:00,GBPAUD,1.91076,1.91087,11.0,0
4,2026-08-16 22:37:37.794778+00:00,GBPNZD,2.29836,2.29847,11.0,1000
4,2026-08-16 22:37:37.794778+00:00,AUDNZD,1.20279,1.20291,12.0,0
5,2026-08-16 22:37:49.796753+00:00,GBPAUD,1.9107,1.91082,12.0,0
5,2026-08-16 22:37:49.796753+00:00,GBPNZD,2.29824,2.29838,14.0,0
5,2026-08-16 22:37:49.796753+00:00,AUDNZD,1.20277,1.20289,12.0,1000
6,2026-08-16 22:38:01.799219+00:00,GBPAUD,1.9107,1.91082,12.0,0
6,2026-08-16 22:38:01.799219+00:00,GBPNZD,2.29832,2.29846,14.0,0
6,2026-08-16 22:38:01.799219+00:00,AUDNZD,1.20281,1.20293,12.0,2000
7,2026-08-16 22:38:13.801317+00:00,GBPAUD,1.91069,1.9108,11.0,0
7,2026-08-16 22:38:13.801317+00:00,GBPNZD,2.2983,2.29845,15.0,0
7,2026-08-16 22:38:13.801317+00:00,AUDNZD,1.20283,1.20292,9.0,0
8,2026-08-16 22:38:25.803535+00:00,GBPAUD,1.91061,1.91072,11.0,0
8,2026-08-16 22:38:25.803535+00:00,GBPNZD,2.29834,2.29845,11.0,0
8,2026-08-16 22:38:25.803535+00:00,AUDNZD,1.20288,1.20299,11.0,0
9,2026-08-16 22:38:37.805812+00:00,GBPAUD,1.91062,1.91075,13.0,0
9,2026-08-16 22:38:37.805812+00:00,GBPNZD,2.29832,2.29845,13.0,0
9,2026-08-16 22:38:37.805812+00:00,AUDNZD,1.20286,1.20298,12.0,0
10,2026-08-16 22:38:49.808181+00:00,GBPAUD,1.91061,1.91073,12.0,0
10,2026-08-16 22:38:49.808181+00:00,GBPNZD,2.2983,2.29844,14.0,0
10,2026-08-16 22:38:49.808181+00:00,AUDNZD,1.20286,1.20298,12.0,1000
11,2026-08-16 22:39:01.810980+00:00,GBPAUD,1.91059,1.91072,13.0,0
11,2026-08-16 22:39:01.810980+00:00,GBPNZD,2.29828,2.29842,14.0,0
11,2026-08-16 22:39:01.810980+00:00,AUDNZD,1.20286,1.20298,12.0,10000
12,2026-08-16 22:39:13.813029+00:00,GBPAUD,1.91054,1.91069,15.0,0
12,2026-08-16 22:39:13.813029+00:00,GBPNZD,2.29825,2.29842,17.0,0
12,2026-08-16 22:39:13.813029+00:00,AUDNZD,1.20288,1.20299,11.0,5000
13,2026-08-16 22:39:25.816237+00:00,GBPAUD,1.91059,1.9107,11.0,0
13,2026-08-16 22:39:25.816237+00:00,GBPNZD,2.29825,2.2984,15.0,0
13,2026-08-16 22:39:25.816237+00:00,AUDNZD,1.20286,1.20296,10.0,4000
14,2026-08-16 22:39:37.817973+00:00,GBPAUD,1.91062,1.91073,11.0,0
14,2026-08-16 22:39:37.817973+00:00,GBPNZD,2.29809,2.29825,16.0,0
14,2026-08-16 22:39:37.817973+00:00,AUDNZD,1.20276,1.20286,10.0,0
15,2026-08-16 22:39:49.820071+00:00,GBPAUD,1.91061,1.91072,11.0,0
15,2026-08-16 22:39:49.820071+00:00,GBPNZD,2.29807,2.29822,15.0,0
15,2026-08-16 22:39:49.820071+00:00,AUDNZD,1.20276,1.20286,10.0,0
16,2026-08-16 22:40:01.821619+00:00,GBPAUD,1.91055,1.91072,17.0,0
16,2026-08-16 22:40:01.821619+00:00,GBPNZD,2.29803,2.29822,19.0,0
16,2026-08-16 22:40:01.821619+00:00,AUDNZD,1.20276,1.20287,11.0,0
17,2026-08-16 22:40:13.823494+00:00,GBPAUD,1.91055,1.91069,14.0,0
17,2026-08-16 22:40:13.823494+00:00,GBPNZD,2.29807,2.29822,15.0,0
17,2026-08-16 22:40:13.823494+00:00,AUDNZD,1.20277,1.20289,12.0,2000
18,2026-08-16 22:40:25.829903+00:00,GBPAUD,1.91055,1.91069,14.0,0
18,2026-08-16 22:40:25.829903+00:00,GBPNZD,2.29804,2.29822,18.0,0
18,2026-08-16 22:40:25.829903+00:00,AUDNZD,1.20277,1.20287,10.0,0
19,2026-08-16 22:40:37.831820+00:00,GBPAUD,1.91059,1.91072,13.0,0
19,2026-08-16 22:40:37.831820+00:00,GBPNZD,2.29806,2.29822,16.0,0
19,2026-08-16 22:40:37.831820+00:00,AUDNZD,1.20276,1.20286,10.0,3000
20,2026-08-16 22:40:49.833807+00:00,GBPAUD,1.91058,1.91066,8.0,0
20,2026-08-16 22:40:49.833807+00:00,GBPNZD,2.29807,2.29819,12.0,0
20,2026-08-16 22:40:49.833807+00:00,AUDNZD,1.20277,1.20287,10.0,0
21,2026-08-16 22:41:01.835759+00:00,GBPAUD,1.91057,1.91066,9.0,0
21,2026-08-16 22:41:01.835759+00:00,GBPNZD,2.29805,2.29819,14.0,0
21,2026-08-16 22:41:01.835759+00:00,AUDNZD,1.20277,1.20287,10.0,0
22,2026-08-16 22:41:13.837649+00:00,GBPAUD,1.91057,1.91069,12.0,0
22,2026-08-16 22:41:13.837649+00:00,GBPNZD,2.29797,2.29814,17.0,0
22,2026-08-16 22:41:13.837649+00:00,AUDNZD,1.20273,1.20283,10.0,0
23,2026-08-16 22:41:25.839272+00:00,GBPAUD,1.91059,1.91072,13.0,0
