cycle_id,wall_clock_utc,canonical_bar_open_time,bar_close_time,three_leg_sync,signal_bar_age_sec,bar_gap_status,gbpaud_close,gbpnzd_close,audnzd_close,basis,z,primary_state,primary_decision,control_state,control_decision,bid_ga,ask_ga,bid_gn,ask_gn,bid_an,ask_an,spread_ga,spread_gn,spread_an,quote_age_ms_ga,quote_age_ms_gn,quote_age_ms_an,cross_leg_skew_ms,metadata_hash,ledger_seq,engine_health,reconciliation_state,order_send_guard,shadow_order_would_send,server_offset_s,clock_calibration,note
28,2026-08-16 21:56:24.755208+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.9088,1.91167,2.29566,2.2994,1.20132,1.20416,287.0,374.0,284.0,0,0,11000,11,29c8e8cea821de51,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10789.2,OK,NO_NEW_SIGNAL_BAR
29,2026-08-16 21:56:36.757830+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90874,1.91161,2.29551,2.2994,1.20132,1.20416,287.0,389.0,284.0,0,0,30000,30,29c8e8cea821de51,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10796.2,OK,NO_NEW_SIGNAL_BAR
30,2026-08-16 21:56:48.760848+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90883,1.9117,2.29573,2.29937,1.20132,1.20414,287.0,364.0,282.0,0,0,0,0,29c8e8cea821de51,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10792.2,OK,NO_NEW_SIGNAL_BAR
31,2026-08-16 21:57:00.766078+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90883,1.9117,2.29601,2.29937,1.20147,1.20414,287.0,336.0,267.0,0,0,0,16,29c8e8cea821de51,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10780.2,OK,NO_NEW_SIGNAL_BAR
32,2026-08-16 21:57:12.770071+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90872,1.91159,2.29576,2.29937,1.20147,1.20416,287.0,361.0,269.0,0,0,10000,10,29c8e8cea821de51,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10797.2,OK,NO_NEW_SIGNAL_BAR
33,2026-08-16 21:57:24.775417+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90872,1.91159,2.29576,2.29937,1.20146,1.20416,287.0,361.0,270.0,0,0,0,1,29c8e8cea821de51,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10795.2,OK,NO_NEW_SIGNAL_BAR
34,2026-08-16 21:57:36.777755+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90893,1.9118,2.29599,2.29938,1.20143,1.20406,287.0,339.0,263.0,0,0,8000,8,29c8e8cea821de51,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10794.2,OK,NO_NEW_SIGNAL_BAR
35,2026-08-16 21:57:48.780548+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.9089,1.91177,2.29569,2.2993,1.20127,1.20406,287.0,361.0,279.0,0,0,0,1,29c8e8cea821de51,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10793.2,OK,NO_NEW_SIGNAL_BAR
36,2026-08-16 21:58:00.784661+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90883,1.9117,2.29569,2.29933,1.20137,1.20406,287.0,364.0,269.0,0,3000,0,3,29c8e8cea821de51,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10791.2,OK,NO_NEW_SIGNAL_BAR
37,2026-08-16 21:58:12.801232+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90891,1.91178,2.29554,2.29944,1.20119,1.20412,287.0,390.0,293.0,0,0,7000,7,29c8e8cea821de51,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10797.2,OK,NO_NEW_SIGNAL_BAR
38,2026-08-16 21:58:24.824863+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90892,1.91179,2.29551,2.29945,1.20117,1.20411,287.0,394.0,294.0,0,0,0,5,29c8e8cea821de51,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10788.2,OK,NO_NEW_SIGNAL_BAR
39,2026-08-16 21:58:36.832149+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90884,1.91171,2.29551,2.29945,1.20127,1.20411,287.0,394.0,284.0,0,14000,0,14,29c8e8cea821de51,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10795.1,OK,NO_NEW_SIGNAL_BAR
40,2026-08-16 21:58:48.875542+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90888,1.91175,2.29551,2.29945,1.20117,1.20416,287.0,394.0,299.0,0,24000,0,27,29c8e8cea821de51,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10793.1,OK,NO_NEW_SIGNAL_BAR
1,2026-08-16 21:59:21.672017+00:00,2026-08-17 00:50:00+00:00,2026-08-17 00:55:00+00:00,True,552,OK,1.90876,2.29529,1.20123,-0.00105935,0.0,,no_action,,no_action,1.90889,1.91176,2.29547,2.29936,1.20116,1.20412,287.0,389.0,296.0,0,0,0,4,9fb91994ff5f9372,4,HEALTHY,FLAT_OK,ACTIVE,,10790.3,OK,
2,2026-08-16 21:59:33.677753+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.9088,1.91167,2.29534,2.29935,1.20119,1.20414,287.0,401.0,295.0,0,0,5000,5,9fb91994ff5f9372,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10795.3,OK,NO_NEW_SIGNAL_BAR
3,2026-08-16 21:59:45.683579+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90981,1.91268,2.29607,2.30207,1.20094,1.20489,287.0,600.0,395.0,0,0,0,0,9fb91994ff5f9372,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10797.3,OK,NO_NEW_SIGNAL_BAR
4,2026-08-16 21:59:57.686976+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90998,1.91285,2.29761,2.30361,1.20165,1.2056,287.0,600.0,395.0,0,0,0,1,9fb91994ff5f9372,4,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10796.3,OK,NO_NEW_SIGNAL_BAR
5,2026-08-16 22:00:09.691708+00:00,2026-08-17 00:55:00+00:00,2026-08-17 01:00:00+00:00,True,306,OK,1.90998,2.29748,1.2017,-0.00098288,0.0,,no_action,,no_action,1.9104,1.91233,2.2975,2.30271,1.20208,1.20468,193.0,521.0,260.0,0,0,0,1,9fb91994ff5f9372,4,HEALTHY,FLAT_OK,ACTIVE,,10796.3,OK,
6,2026-08-16 22:00:21.914256+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91025,1.91159,2.29798,2.30117,1.20292,1.20386,134.0,319.0,94.0,0,0,1000,1,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10797.1,OK,NO_NEW_SIGNAL_BAR
7,2026-08-16 22:00:33.921088+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90952,1.91145,2.29751,2.30068,1.20267,1.20417,193.0,317.0,150.0,0,0,0,0,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10797.1,OK,NO_NEW_SIGNAL_BAR
8,2026-08-16 22:00:45.925465+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91043,1.91056,2.29768,2.29902,1.20267,1.20337,13.0,134.0,70.0,0,4000,0,4,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10796.1,OK,NO_NEW_SIGNAL_BAR
9,2026-08-16 22:00:58.000456+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91024,1.9104,2.29748,2.29768,1.20267,1.20279,16.0,20.0,12.0,0,0,2000,2,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10797.0,OK,NO_NEW_SIGNAL_BAR
10,2026-08-16 22:01:10.009269+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91019,1.91035,2.29754,2.29774,1.20272,1.20285,16.0,20.0,13.0,0,0,1000,1,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10796.0,OK,NO_NEW_SIGNAL_BAR
11,2026-08-16 22:01:22.021011+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91018,1.91031,2.29752,2.29771,1.20274,1.20284,13.0,19.0,10.0,0,8000,0,8,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10796.0,OK,NO_NEW_SIGNAL_BAR
12,2026-08-16 22:01:34.026078+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91026,1.91041,2.2977,2.29791,1.20278,1.20288,15.0,21.0,10.0,0,0,0,0,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10797.0,OK,NO_NEW_SIGNAL_BAR
13,2026-08-16 22:01:46.033598+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91022,1.91036,2.29774,2.29795,1.20283,1.20294,14.0,21.0,11.0,0,0,3000,3,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10797.0,OK,NO_NEW_SIGNAL_BAR
14,2026-08-16 22:01:58.053454+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91019,1.91032,2.29771,2.29789,1.20283,1.20293,13.0,18.0,10.0,0,0,6000,6,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10796.9,OK,NO_NEW_SIGNAL_BAR
15,2026-08-16 22:02:10.061752+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91012,1.91023,2.29764,2.29782,1.20284,1.20295,11.0,18.0,11.0,0,0,0,4,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10789.9,OK,NO_NEW_SIGNAL_BAR
16,2026-08-16 22:02:22.066181+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91012,1.91024,2.29765,2.29782,1.20284,1.20295,12.0,17.0,11.0,0,2000,7000,7,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10788.9,OK,NO_NEW_SIGNAL_BAR
17,2026-08-16 22:02:34.070074+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91012,1.91024,2.29773,2.2979,1.20288,1.20299,12.0,17.0,11.0,0,0,0,11,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10776.9,OK,NO_NEW_SIGNAL_BAR
18,2026-08-16 22:02:46.076423+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91015,1.91026,2.29768,2.29785,1.20284,1.20295,11.0,17.0,11.0,0,0,0,4,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10792.9,OK,NO_NEW_SIGNAL_BAR
19,2026-08-16 22:02:58.083418+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91011,1.91024,2.29769,2.29788,1.20288,1.20298,13.0,19.0,10.0,0,0,5000,5,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10796.9,OK,NO_NEW_SIGNAL_BAR
20,2026-08-16 22:03:10.086773+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91007,1.9102,2.29764,2.29785,1.20288,1.20298,13.0,21.0,10.0,0,0,4000,4,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10794.9,OK,NO_NEW_SIGNAL_BAR
21,2026-08-16 22:03:22.096714+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91009,1.91022,2.29764,2.29785,1.20286,1.20297,13.0,21.0,11.0,0,7000,0,7,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10789.9,OK,NO_NEW_SIGNAL_BAR
22,2026-08-16 22:03:34.103891+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91008,1.91021,2.29766,2.29786,1.20288,1.20298,13.0,20.0,10.0,0,0,1000,1,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10791.9,OK,NO_NEW_SIGNAL_BAR
1,2026-08-16 22:03:39.307172+00:00,2026-08-17 00:55:00+00:00,2026-08-17 01:00:00+00:00,True,516,OK,1.90998,2.29748,1.2017,-0.00098288,0.0,,no_action,,no_action,1.91003,1.91016,2.29756,2.29778,1.20286,1.20297,13.0,22.0,11.0,0,0,1000,1,1c116fc381429d6c,5,HEALTHY,FLAT_OK,ACTIVE,,10796.7,OK,
23,2026-08-16 22:03:46.113222+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91,1.91013,2.29753,2.29775,1.20286,1.20297,13.0,22.0,11.0,0,0,4000,4,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10792.9,OK,NO_NEW_SIGNAL_BAR
2,2026-08-16 22:03:51.314116+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91001,1.91013,2.29754,2.29775,1.20286,1.20297,12.0,21.0,11.0,0,0,12000,12,1c116fc381429d6c,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10795.7,OK,NO_NEW_SIGNAL_BAR
24,2026-08-16 22:03:58.117867+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91002,1.91015,2.29757,2.29776,1.20286,1.20297,13.0,19.0,11.0,0,0,15000,16,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10791.9,OK,NO_NEW_SIGNAL_BAR
3,2026-08-16 22:04:03.321346+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.91002,1.91015,2.29757,2.29776,1.20286,1.20297,13.0,19.0,11.0,0,0,0,0,1c116fc381429d6c,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10796.7,OK,NO_NEW_SIGNAL_BAR
25,2026-08-16 22:04:10.128280+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90989,1.91001,2.29753,2.29772,1.20293,1.20303,12.0,19.0,10.0,0,0,0,0,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10795.9,OK,NO_NEW_SIGNAL_BAR
4,2026-08-16 22:04:15.324924+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90992,1.91004,2.29753,2.29772,1.20291,1.20301,12.0,19.0,10.0,0,5000,0,5,1c116fc381429d6c,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10795.7,OK,NO_NEW_SIGNAL_BAR
26,2026-08-16 22:04:22.136113+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90992,1.91004,2.29749,2.29768,1.20289,1.20299,12.0,19.0,10.0,0,0,0,4,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10788.9,OK,NO_NEW_SIGNAL_BAR
5,2026-08-16 22:04:27.327837+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.9099,1.91002,2.29744,2.29763,1.20287,1.20297,12.0,19.0,10.0,0,0,0,0,1c116fc381429d6c,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10794.7,OK,NO_NEW_SIGNAL_BAR
27,2026-08-16 22:04:34.141085+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.9099,1.91002,2.29744,2.29763,1.20287,1.20297,12.0,19.0,10.0,0,0,0,0,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10787.9,OK,NO_NEW_SIGNAL_BAR
6,2026-08-16 22:04:39.330723+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.9099,1.91002,2.29744,2.29763,1.20287,1.20297,12.0,19.0,10.0,0,0,0,0,1c116fc381429d6c,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10782.7,OK,NO_NEW_SIGNAL_BAR
28,2026-08-16 22:04:46.148055+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90987,1.91,2.29748,2.29767,1.20291,1.20301,13.0,19.0,10.0,0,0,1000,1,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10792.9,OK,NO_NEW_SIGNAL_BAR
7,2026-08-16 22:04:51.333870+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90987,1.91,2.29748,2.29766,1.20291,1.20301,13.0,18.0,10.0,0,0,1000,8,1c116fc381429d6c,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10787.7,OK,NO_NEW_SIGNAL_BAR
29,2026-08-16 22:04:58.151701+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90985,1.90997,2.29748,2.29766,1.20292,1.20303,12.0,18.0,11.0,0,9000,0,9,9fb91994ff5f9372,5,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10796.8,OK,NO_NEW_SIGNAL_BAR
8,2026-08-16 22:05:03.336906+00:00,2026-08-17 01:00:00+00:00,2026-08-17 01:05:00+00:00,True,300,OK,1.90985,2.29748,1.20292,-3.623e-05,0.0,,no_action,,no_action,1.9099,1.91003,2.29748,2.29766,1.20289,1.20299,13.0,18.0,10.0,0,0,0,0,1c116fc381429d6c,5,HEALTHY,FLAT_OK,ACTIVE,,10796.7,OK,
30,2026-08-16 22:05:10.155022+00:00,2026-08-17 01:00:00+00:00,2026-08-17 01:05:00+00:00,True,307,OK,1.90985,2.29748,1.20292,-3.623e-05,0.0,,no_action,,no_action,1.9098,1.90996,2.29733,2.29755,1.20288,1.20298,16.0,22.0,10.0,0,0,1000,1,9fb91994ff5f9372,6,HEALTHY,FLAT_OK,ACTIVE,,10796.8,OK,
9,2026-08-16 22:05:15.567624+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.9098,1.90996,2.29728,2.29751,1.20285,1.20296,16.0,23.0,11.0,0,0,0,3,1c116fc381429d6c,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10791.4,OK,NO_NEW_SIGNAL_BAR
31,2026-08-16 22:05:22.198250+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.9098,1.90994,2.29728,2.29749,1.20285,1.20296,14.0,21.0,11.0,0,0,8000,8,9fb91994ff5f9372,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10794.8,OK,NO_NEW_SIGNAL_BAR
10,2026-08-16 22:05:27.572821+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90985,1.90998,2.29728,2.29747,1.20282,1.20292,13.0,19.0,10.0,0,1000,0,3,1c116fc381429d6c,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10795.4,OK,NO_NEW_SIGNAL_BAR
32,2026-08-16 22:05:34.204465+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90987,1.91,2.29729,2.29748,1.20282,1.20292,13.0,19.0,10.0,0,0,5000,5,9fb91994ff5f9372,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10797.8,OK,NO_NEW_SIGNAL_BAR
11,2026-08-16 22:05:39.578995+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90987,1.90998,2.29729,2.29746,1.20282,1.20292,11.0,17.0,10.0,0,0,6000,6,1c116fc381429d6c,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10793.4,OK,NO_NEW_SIGNAL_BAR
33,2026-08-16 22:05:46.209978+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90987,1.90998,2.29729,2.29746,1.20282,1.20292,11.0,17.0,10.0,0,0,6000,6,9fb91994ff5f9372,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10786.8,OK,NO_NEW_SIGNAL_BAR
12,2026-08-16 22:05:51.585206+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90988,1.90999,2.29735,2.29753,1.20284,1.20295,11.0,18.0,11.0,0,0,2000,2,1c116fc381429d6c,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10797.4,OK,NO_NEW_SIGNAL_BAR
34,2026-08-16 22:05:58.215644+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90987,1.90998,2.2973,2.29748,1.20282,1.20293,11.0,18.0,11.0,0,0,5000,5,9fb91994ff5f9372,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10795.8,OK,NO_NEW_SIGNAL_BAR
13,2026-08-16 22:06:03.589053+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90987,1.90998,2.29731,2.29748,1.20282,1.20293,11.0,17.0,11.0,0,0,0,0,1c116fc381429d6c,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10796.4,OK,NO_NEW_SIGNAL_BAR
35,2026-08-16 22:06:10.224265+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90987,1.90998,2.29731,2.29748,1.20282,1.20293,11.0,17.0,11.0,0,0,0,0,9fb91994ff5f9372,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10789.8,OK,NO_NEW_SIGNAL_BAR
14,2026-08-16 22:06:15.592098+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90987,1.90998,2.29731,2.29748,1.20282,1.20293,11.0,17.0,11.0,0,0,0,0,1c116fc381429d6c,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10784.4,OK,NO_NEW_SIGNAL_BAR
36,2026-08-16 22:06:22.232463+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90987,1.90998,2.29731,2.29748,1.20282,1.20293,11.0,17.0,11.0,0,0,0,0,9fb91994ff5f9372,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10777.8,OK,NO_NEW_SIGNAL_BAR
15,2026-08-16 22:06:27.597125+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90989,1.91001,2.29731,2.29748,1.2028,1.20291,12.0,17.0,11.0,0,22000,0,22,1c116fc381429d6c,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10794.4,OK,NO_NEW_SIGNAL_BAR
37,2026-08-16 22:06:34.235723+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90989,1.91001,2.29734,2.29752,1.20282,1.20293,12.0,18.0,11.0,0,0,0,7,9fb91994ff5f9372,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10787.8,OK,NO_NEW_SIGNAL_BAR
16,2026-08-16 22:06:39.600265+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90991,1.91004,2.29736,2.29755,1.20282,1.20293,13.0,19.0,11.0,0,0,9000,9,1c116fc381429d6c,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10797.4,OK,NO_NEW_SIGNAL_BAR
38,2026-08-16 22:06:46.241972+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90991,1.91003,2.29727,2.29746,1.20278,1.20289,12.0,19.0,11.0,0,0,0,6,9fb91994ff5f9372,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10790.8,OK,NO_NEW_SIGNAL_BAR
17,2026-08-16 22:06:51.606630+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90989,1.91002,2.29725,2.29744,1.20278,1.20289,13.0,19.0,11.0,0,0,3000,6,1c116fc381429d6c,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10794.4,OK,NO_NEW_SIGNAL_BAR
39,2026-08-16 22:06:58.247522+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90983,1.90995,2.29732,2.2975,1.20286,1.20296,12.0,18.0,10.0,0,1000,0,1,9fb91994ff5f9372,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10796.8,OK,NO_NEW_SIGNAL_BAR
18,2026-08-16 22:07:03.613982+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90983,1.90995,2.29732,2.2975,1.20286,1.20296,12.0,18.0,10.0,0,0,0,0,1c116fc381429d6c,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10796.4,OK,NO_NEW_SIGNAL_BAR
40,2026-08-16 22:07:10.250340+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90983,1.90995,2.29733,2.2975,1.20286,1.20296,12.0,17.0,10.0,0,0,0,1,9fb91994ff5f9372,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10789.7,OK,NO_NEW_SIGNAL_BAR
19,2026-08-16 22:07:15.618294+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90988,1.91001,2.29733,2.2975,1.20282,1.20293,13.0,17.0,11.0,0,10000,0,10,1c116fc381429d6c,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10795.4,OK,NO_NEW_SIGNAL_BAR
20,2026-08-16 22:07:27.621286+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90984,1.90998,2.29723,2.29742,1.2028,1.2029,14.0,19.0,10.0,0,0,7000,7,1c116fc381429d6c,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10795.4,OK,NO_NEW_SIGNAL_BAR
21,2026-08-16 22:07:39.625063+00:00,,,False,,,,,,,,,NO_SNAPSHOT,,NO_SNAPSHOT,1.90984,1.90997,2.29727,2.29741,1.20282,1.2029,13.0,14.0,8.0,0,0,0,4,1c116fc381429d6c,6,NO_NEW_SIGNAL_BAR,FLAT_OK,ACTIVE,,10786.4,OK,NO_NEW_SIGNAL_BAR
