entry_time,direction,raw_residual_pct,tb_b_residual_pct,tb_b_q0,tb_b_q1,tb_b_q2,raw_q0,raw_q1,raw_q2
2023-07-27 10:55:00,LONG,55.4993,0.032,0.35536,0.32248,0.32216,0.174465,0.164769,0.660766
2023-07-31 08:00:00,SHORT,29.2143,0.0367,0.357115,0.321259,0.321626,0.296001,0.205928,0.498071
2023-08-03 12:00:00,SHORT,38.8361,0.0211,0.358202,0.320794,0.321005,0.233435,0.209044,0.557521
2023-08-04 13:05:00,LONG,10.2911,0.0237,0.357438,0.321399,0.321163,0.32804,0.284976,0.386984
2023-08-08 08:05:00,LONG,30.1626,0.0138,0.357857,0.32114,0.321003,0.231569,0.290314,0.478118
2023-08-08 12:05:00,SHORT,38.5707,0.0174,0.357802,0.321012,0.321186,0.233883,0.209692,0.556425
2023-08-08 14:20:00,SHORT,34.5615,0.0161,0.357677,0.321081,0.321242,0.237155,0.239228,0.523617
2023-08-10 09:35:00,SHORT,34.6459,0.0215,0.357007,0.321389,0.321604,0.243317,0.225105,0.531578
2023-08-10 15:25:00,SHORT,51.4681,0.0526,0.357116,0.321179,0.321705,0.213253,0.136033,0.650714
2023-08-11 13:50:00,LONG,21.328,0.0208,0.355867,0.32217,0.321962,0.300888,0.242916,0.456196
2023-08-14 11:10:00,SHORT,49.0959,0.0248,0.355964,0.321894,0.322142,0.198505,0.177147,0.624348
2023-08-14 13:50:00,LONG,24.2389,0.0156,0.355967,0.322095,0.321939,0.274859,0.257524,0.467617
2023-08-15 08:50:00,LONG,32.5367,0.03,0.35583,0.322235,0.321935,0.233975,0.260348,0.505677
2023-08-22 09:50:00,SHORT,42.9315,0.0105,0.356862,0.321517,0.321622,0.215342,0.203506,0.581152
2023-08-29 13:00:00,LONG,38.045,0.0243,0.355589,0.322327,0.322084,0.22971,0.217964,0.552326
2023-09-01 09:55:00,SHORT,57.4147,0.0184,0.355901,0.321958,0.322141,0.170009,0.156109,0.673882
2023-09-01 13:45:00,LONG,21.462,0.0315,0.35601,0.322152,0.321837,0.273657,0.285288,0.441055
2023-09-13 14:20:00,SHORT,34.766,0.0075,0.35585,0.322037,0.322113,0.246307,0.215936,0.537757
2023-09-14 09:50:00,SHORT,36.9659,0.0245,0.355807,0.321974,0.322219,0.2457,0.196683,0.557617
2023-09-15 14:20:00,LONG,32.2812,0.0093,0.354757,0.322668,0.322575,0.24509,0.238649,0.516261
2023-09-19 10:05:00,SHORT,48.8852,0.0104,0.355601,0.322147,0.322252,0.193992,0.187039,0.618969
2023-09-21 08:45:00,LONG,25.4717,0.0403,0.35629,0.322056,0.321653,0.260544,0.27476,0.464695
2023-09-21 13:00:00,SHORT,31.4642,0.0173,0.356523,0.321652,0.321825,0.265686,0.210236,0.524078
2023-09-26 08:00:00,LONG,20.2307,0.015,0.357992,0.321079,0.320929,0.276673,0.294095,0.429232
2023-09-26 13:40:00,SHORT,31.4722,0.0104,0.35804,0.320928,0.321032,0.260887,0.222867,0.516246
2023-09-27 08:00:00,LONG,34.4769,0.0307,0.358052,0.321127,0.32082,0.257536,0.203205,0.53926
2023-09-28 11:10:00,SHORT,49.2083,0.0194,0.358539,0.320634,0.320828,0.195255,0.189403,0.615341
2023-10-10 10:55:00,LONG,51.0252,0.0099,0.36019,0.319954,0.319855,0.196188,0.176635,0.627177
2023-10-11 12:10:00,LONG,40.692,0.013,0.360056,0.320037,0.319907,0.233474,0.197723,0.568803
2023-10-12 09:40:00,LONG,56.014,0.0126,0.359569,0.320278,0.320152,0.17134,0.17757,0.65109
2023-10-23 13:00:00,SHORT,50.7098,0.0161,0.356251,0.321794,0.321955,0.192191,0.175583,0.632226
2023-10-26 12:40:00,LONG,31.9382,0.0202,0.355666,0.322268,0.322066,0.247773,0.238914,0.513313
2023-10-27 10:40:00,LONG,60.8906,0.0086,0.355018,0.322534,0.322448,0.156328,0.148796,0.694877
2023-10-30 08:30:00,SHORT,24.9871,0.0181,0.354737,0.322541,0.322722,0.275046,0.247186,0.477767
2023-10-31 12:05:00,SHORT,47.6599,0.0062,0.355254,0.322342,0.322404,0.20495,0.176425,0.618625
2023-11-03 11:45:00,LONG,7.3731,0.0342,0.355304,0.322519,0.322177,0.332136,0.300159,0.367705
2023-11-08 13:00:00,LONG,45.5827,0.0158,0.356168,0.321995,0.321837,0.202902,0.202103,0.594995
2023-11-10 13:50:00,SHORT,37.561,0.0163,0.357303,0.321267,0.32143,0.236529,0.212564,0.550907
2023-11-14 10:20:00,SHORT,56.9165,0.0188,0.355958,0.321927,0.322115,0.179908,0.141914,0.678178
2023-11-14 10:30:00,SHORT,13.2107,0.0251,0.355885,0.321932,0.322183,0.340209,0.263842,0.395949
2023-11-14 13:05:00,LONG,28.6971,0.0178,0.356039,0.322069,0.321891,0.267031,0.232328,0.500642
2023-11-15 08:35:00,SHORT,29.6768,0.0033,0.357151,0.321408,0.321441,0.252849,0.252448,0.494704
2023-11-16 11:20:00,LONG,34.1279,0.02,0.356559,0.321821,0.32162,0.246662,0.223276,0.530062
2023-11-21 10:10:00,SHORT,54.2586,0.0016,0.356507,0.321738,0.321755,0.187154,0.154214,0.658631
2023-11-22 08:30:00,SHORT,38.9366,0.0371,0.355872,0.321879,0.322249,0.222189,0.223514,0.554297
2023-11-24 12:10:00,LONG,39.9452,0.0187,0.356363,0.321912,0.321725,0.229884,0.20222,0.567896
2023-11-24 14:15:00,SHORT,52.3899,0.0041,0.356482,0.321739,0.32178,0.204083,0.138734,0.657183
2023-11-27 11:50:00,LONG,51.083,0.0218,0.356106,0.322056,0.321838,0.184043,0.188298,0.62766
2023-11-28 11:45:00,LONG,44.1242,0.0139,0.355983,0.322078,0.321939,0.207027,0.206907,0.586066
2023-12-19 08:15:00,SHORT,46.8288,0.0175,0.357231,0.321297,0.321472,0.200372,0.197637,0.601992
2023-12-27 13:55:00,LONG,34.2191,0.0157,0.357101,0.321528,0.321371,0.256653,0.204635,0.538712
2023-12-29 14:00:00,SHORT,31.9577,0.0166,0.357757,0.321039,0.321205,0.254019,0.230775,0.515206
2024-01-02 08:00:00,LONG,36.0692,0.0216,0.356786,0.321715,0.321499,0.231167,0.235801,0.533032
2024-01-05 11:15:00,SHORT,23.8183,0.0111,0.358117,0.320886,0.320997,0.291739,0.235039,0.473222
2024-01-17 10:15:00,SHORT,77.43,0.0192,0.358983,0.320412,0.320605,0.108749,0.10223,0.789021
2024-01-24 10:30:00,SHORT,56.307,0.0122,0.357622,0.321128,0.32125,0.180949,0.150498,0.668553
2024-01-25 10:35:00,SHORT,47.8578,0.0183,0.357815,0.321001,0.321184,0.202533,0.185804,0.611663
2024-01-26 14:30:00,LONG,49.9756,0.0123,0.357112,0.321505,0.321383,0.191512,0.186574,0.621914
2024-02-08 12:30:00,LONG,43.3877,0.0188,0.360082,0.320053,0.319865,0.218474,0.202304,0.579222
2024-02-16 08:20:00,LONG,46.5412,0.0244,0.359528,0.320358,0.320114,0.218313,0.173286,0.608401
2024-02-19 09:05:00,SHORT,47.6269,0.0056,0.360341,0.319801,0.319858,0.216508,0.168462,0.61503
2024-02-20 09:20:00,LONG,24.506,0.0197,0.360598,0.3198,0.319602,0.290817,0.234459,0.474724
2024-02-27 11:05:00,LONG,38.8451,0.0087,0.360937,0.319575,0.319488,0.234126,0.214909,0.550965
2024-03-01 12:55:00,SHORT,26.3676,0.0279,0.359592,0.320064,0.320343,0.272816,0.248918,0.478266
2024-03-05 08:35:00,SHORT,49.1445,0.0114,0.359785,0.32005,0.320164,0.188362,0.206524,0.605114
2024-03-06 12:10:00,SHORT,34.5973,0.0227,0.359202,0.320285,0.320512,0.24528,0.226852,0.527867
2024-03-08 10:25:00,LONG,44.4209,0.0179,0.358543,0.320818,0.320639,0.213145,0.199255,0.5876
2024-03-12 08:40:00,SHORT,36.889,0.0234,0.358632,0.320567,0.320801,0.234614,0.225229,0.540157
2024-03-22 14:55:00,SHORT,39.1231,0.024,0.355737,0.322011,0.322252,0.219594,0.22674,0.553666
2024-03-29 10:10:00,LONG,30.1762,0.0164,0.354964,0.3226,0.322436,0.21262,0.320329,0.467051
2024-03-29 14:05:00,SHORT,18.1385,0.016,0.354912,0.322464,0.322624,0.346222,0.236197,0.417581
2024-04-02 12:15:00,LONG,48.4239,0.0189,0.354587,0.322801,0.322612,0.192598,0.191898,0.615504
2024-04-04 08:55:00,SHORT,33.1415,0.0159,0.354399,0.322721,0.32288,0.234814,0.249105,0.516081
2024-04-08 10:10:00,LONG,48.9508,0.0114,0.354066,0.323024,0.32291,0.189732,0.190981,0.619287
2024-04-11 13:45:00,SHORT,24.6334,0.0154,0.354993,0.322427,0.32258,0.267722,0.264976,0.467302
2024-04-17 08:15:00,SHORT,20.1431,0.0147,0.355572,0.32214,0.322288,0.287008,0.270108,0.442884
2024-04-25 11:00:00,SHORT,62.3963,0.0124,0.353851,0.323012,0.323137,0.151911,0.139332,0.708757
2024-05-03 10:00:00,LONG,53.5438,0.0195,0.352642,0.323776,0.323582,0.172814,0.177628,0.649558
2024-05-08 14:25:00,SHORT,35.9037,0.0033,0.353612,0.323177,0.32321,0.235886,0.220293,0.543821
2024-05-09 12:55:00,SHORT,26.2492,0.0177,0.353482,0.323171,0.323348,0.268834,0.244913,0.486253
2024-05-14 08:55:00,SHORT,27.0353,0.0068,0.353452,0.32324,0.323308,0.272054,0.23171,0.496236
2024-05-17 12:15:00,SHORT,52.6581,0.0109,0.354924,0.322483,0.322592,0.172016,0.192848,0.635136
2024-05-21 08:45:00,SHORT,25.7723,0.0175,0.35445,0.322688,0.322862,0.259235,0.269664,0.4711
2024-05-23 12:55:00,SHORT,27.1908,0.0181,0.356179,0.32182,0.322001,0.274397,0.231494,0.494109
2024-06-05 08:05:00,LONG,22.7042,0.0159,0.357921,0.321119,0.32096,0.290966,0.244703,0.464331
2024-06-07 15:25:00,SHORT,41.9969,0.0314,0.357768,0.320959,0.321273,0.219765,0.205304,0.574931
2024-06-12 11:25:00,LONG,48.1778,0.0215,0.357918,0.321148,0.320934,0.195429,0.197667,0.606904
2024-06-13 08:25:00,LONG,36.6961,0.0189,0.357619,0.321285,0.321096,0.23147,0.23147,0.53706
2024-06-21 08:00:00,LONG,5.4788,0.0316,0.355548,0.322384,0.322068,0.337929,0.306619,0.355451
2024-06-25 08:05:00,LONG,37.7871,0.008,0.355404,0.322338,0.322258,0.20349,0.269478,0.527032
2024-06-27 09:25:00,LONG,29.1984,0.0332,0.354305,0.323014,0.322681,0.252255,0.252504,0.49524
2024-06-28 08:05:00,SHORT,31.6339,0.0164,0.354162,0.322837,0.323001,0.218024,0.294423,0.487553
2024-07-01 08:00:00,SHORT,30.2506,0.0242,0.354087,0.322836,0.323078,0.231963,0.280071,0.487966
2024-07-02 13:40:00,LONG,12.3008,0.0233,0.353326,0.323454,0.323221,0.297122,0.318778,0.384101
2024-07-04 09:30:00,SHORT,35.5133,0.011,0.353067,0.323411,0.323521,0.22805,0.237418,0.534533
2024-07-05 11:25:00,LONG,52.9236,0.0162,0.352951,0.323605,0.323443,0.174672,0.180541,0.644788
2024-07-09 10:35:00,LONG,50.55,0.0048,0.352596,0.323726,0.323678,0.179932,0.190929,0.629138
2024-07-11 08:05:00,SHORT,19.229,0.0143,0.350948,0.324454,0.324598,0.268429,0.305282,0.426288
2024-07-11 11:45:00,LONG,12.2945,0.0151,0.35103,0.32456,0.32441,0.308538,0.292859,0.398604
2024-07-16 08:50:00,LONG,38.3423,0.0199,0.350214,0.324992,0.324793,0.212138,0.235823,0.55204
2024-07-16 15:20:00,SHORT,38.2001,0.0294,0.350418,0.324644,0.324938,0.222434,0.216645,0.560921
2024-07-25 11:00:00,SHORT,57.2514,0.0225,0.351786,0.323994,0.324219,0.159095,0.166229,0.674676
2024-07-29 10:50:00,SHORT,50.8029,0.0164,0.350125,0.324855,0.32502,0.186997,0.167533,0.64547
2024-08-01 13:45:00,LONG,28.8075,0.0483,0.35358,0.323452,0.322968,0.253229,0.252947,0.493824
2024-08-02 11:25:00,LONG,40.0148,0.0293,0.35408,0.323106,0.322814,0.219972,0.215092,0.564936
2024-08-05 13:00:00,SHORT,27.9566,0.0484,0.355049,0.322233,0.322718,0.256777,0.255115,0.488109
2024-08-06 08:40:00,LONG,52.8402,0.0548,0.353391,0.323579,0.32303,0.173693,0.185439,0.640867
2024-08-13 10:50:00,LONG,53.1856,0.0214,0.354458,0.322878,0.322664,0.178827,0.174593,0.64658
2024-08-20 11:30:00,SHORT,48.7149,0.0066,0.353498,0.323218,0.323284,0.196645,0.177897,0.625457
2024-08-22 11:50:00,LONG,48.0031,0.0175,0.354061,0.323057,0.322882,0.197681,0.184567,0.617752
2024-08-23 13:45:00,LONG,6.618,0.0197,0.354466,0.322865,0.322668,0.325848,0.317471,0.356681
2024-08-27 10:15:00,LONG,41.4842,0.0203,0.355068,0.322568,0.322365,0.223558,0.197142,0.5793
2024-08-28 09:50:00,LONG,44.3303,0.0334,0.35524,0.322547,0.322213,0.219487,0.179854,0.600658
2024-09-03 13:00:00,LONG,28.8498,0.0362,0.355539,0.322411,0.32205,0.257914,0.247597,0.494489
2024-09-04 11:45:00,SHORT,52.6073,0.0183,0.355902,0.321958,0.32214,0.18164,0.177485,0.640875
