entry_time,direction,raw_residual_pct,tb_b_residual_pct,tb_b_q0,tb_b_q1,tb_b_q2,raw_q0,raw_q1,raw_q2
2022-09-14 15:20:00,SHORT,40.7559,0.0215,0.348393,0.325696,0.325911,0.218656,0.195199,0.586145
2022-09-19 12:50:00,SHORT,29.4852,0.0327,0.347907,0.325883,0.32621,0.264706,0.220221,0.515073
2022-09-20 10:45:00,SHORT,34.7906,0.0561,0.346107,0.326666,0.327227,0.264559,0.193768,0.541673
2022-09-21 09:55:00,SHORT,51.4627,0.0144,0.346146,0.326855,0.326999,0.185833,0.152192,0.661975
2022-09-22 15:55:00,SHORT,57.3678,0.0343,0.345772,0.326942,0.327285,0.16118,0.142597,0.696223
2022-09-23 13:00:00,LONG,67.3523,0.0322,0.345691,0.327316,0.326994,0.126771,0.116885,0.756344
2022-09-26 15:00:00,SHORT,64.8654,0.0674,0.344817,0.327254,0.327929,0.134408,0.119496,0.746096
2022-10-06 08:55:00,SHORT,10.6875,0.0629,0.346791,0.32629,0.326919,0.336115,0.278505,0.38538
2022-10-07 15:25:00,SHORT,39.611,0.0708,0.346147,0.326572,0.32728,0.278824,0.162533,0.558643
2022-10-11 09:05:00,LONG,28.0592,0.0543,0.347682,0.32643,0.325888,0.268468,0.22547,0.506062
2022-10-11 13:55:00,SHORT,40.8879,0.0257,0.348253,0.325745,0.326002,0.23846,0.17633,0.585209
2022-10-13 15:55:00,LONG,78.5884,0.0345,0.349125,0.32561,0.325265,0.093869,0.087256,0.818875
2022-10-17 14:55:00,SHORT,57.2409,0.0236,0.349513,0.325126,0.325361,0.167561,0.143168,0.689271
2022-10-18 09:15:00,SHORT,34.6218,0.033,0.350859,0.324405,0.324735,0.272828,0.190477,0.536695
2022-10-19 08:15:00,LONG,17.4209,0.0273,0.351332,0.324471,0.324198,0.326551,0.24962,0.423829
2022-10-19 12:10:00,SHORT,54.411,0.0209,0.35115,0.32432,0.324529,0.180247,0.149942,0.669811
2022-10-19 14:30:00,LONG,32.3467,0.0319,0.351353,0.324483,0.324164,0.250527,0.220338,0.529135
2022-10-20 11:20:00,LONG,42.0734,0.0293,0.351423,0.324435,0.324142,0.216499,0.196186,0.587315
2022-10-21 15:10:00,LONG,18.5561,0.025,0.351237,0.324507,0.324257,0.3149,0.24977,0.43533
2022-10-24 09:10:00,SHORT,41.2998,0.0371,0.351815,0.323907,0.324278,0.220559,0.194907,0.584534
2022-10-25 08:00:00,SHORT,35.0462,0.0381,0.351055,0.324282,0.324663,0.241735,0.21004,0.548225
2022-10-26 09:05:00,SHORT,33.5217,0.0417,0.349816,0.324883,0.325301,0.248605,0.208089,0.543306
2022-10-26 11:20:00,LONG,53.4917,0.0133,0.349562,0.325286,0.325153,0.177743,0.159596,0.662661
2022-10-27 09:10:00,SHORT,31.0408,0.0193,0.350704,0.324551,0.324744,0.253342,0.224372,0.522286
2022-11-02 08:40:00,LONG,20.9449,0.0343,0.354278,0.323032,0.322689,0.282016,0.270735,0.447249
2022-11-03 14:40:00,LONG,36.5446,0.0361,0.354718,0.322822,0.322461,0.244329,0.201857,0.553813
2022-11-04 10:20:00,SHORT,33.7588,0.0294,0.35442,0.322643,0.322937,0.232822,0.247045,0.520133
2022-11-04 11:40:00,SHORT,14.6879,0.0325,0.354337,0.322669,0.322994,0.315489,0.268816,0.415695
2022-11-04 15:55:00,LONG,61.1315,0.0336,0.354142,0.323097,0.322761,0.171659,0.115364,0.712977
2022-11-09 08:05:00,SHORT,17.9395,0.0407,0.353876,0.322858,0.323266,0.288792,0.283069,0.428139
2022-11-09 12:45:00,LONG,48.3152,0.0158,0.353653,0.323252,0.323094,0.202863,0.170655,0.626482
2022-11-10 09:50:00,SHORT,31.945,0.0246,0.354321,0.322716,0.322963,0.250153,0.230326,0.519521
2022-11-10 11:30:00,SHORT,24.2615,0.0284,0.354122,0.322797,0.323081,0.28993,0.233727,0.476343
2022-11-11 10:55:00,LONG,42.5753,0.0186,0.352592,0.323797,0.323611,0.225907,0.176285,0.597808
2022-11-15 08:10:00,SHORT,15.4008,0.0332,0.353344,0.323162,0.323494,0.318932,0.26353,0.417538
2022-11-16 14:45:00,LONG,32.8054,0.0318,0.353406,0.323456,0.323138,0.253569,0.215059,0.531372
2022-11-18 15:55:00,SHORT,56.8411,0.0057,0.355969,0.322044,0.321987,0.173918,0.154715,0.671367
2022-11-24 08:00:00,LONG,32.9182,0.0329,0.357395,0.321467,0.321138,0.248628,0.232608,0.518764
2022-11-28 11:40:00,SHORT,48.2203,0.0265,0.357791,0.320972,0.321237,0.199976,0.187134,0.61289
2022-11-29 11:45:00,SHORT,50.6995,0.0306,0.357154,0.32127,0.321576,0.18686,0.187921,0.625219
2022-11-30 08:00:00,SHORT,15.9769,0.0289,0.357637,0.321037,0.321326,0.307496,0.272376,0.420128
2022-12-01 08:00:00,LONG,20.1241,0.0656,0.358203,0.321226,0.320571,0.283599,0.283207,0.433193
2022-12-05 12:20:00,SHORT,27.5228,0.0238,0.360428,0.319667,0.319905,0.273167,0.239807,0.487025
2022-12-07 14:55:00,SHORT,51.0915,0.0464,0.362353,0.318592,0.319056,0.191862,0.188637,0.619501
2022-12-13 11:10:00,SHORT,5.6853,0.0272,0.361692,0.319018,0.31929,0.329703,0.338173,0.332123
2022-12-15 12:05:00,LONG,36.217,0.0628,0.361549,0.319539,0.318912,0.245436,0.219432,0.535132
2022-12-16 11:05:00,LONG,55.9154,0.0495,0.363158,0.318668,0.318174,0.178218,0.176518,0.645264
2022-12-21 13:15:00,SHORT,43.2373,0.0723,0.36056,0.319359,0.320081,0.231627,0.177866,0.590507
2022-12-22 13:15:00,LONG,49.2589,0.0324,0.359385,0.320469,0.320146,0.198624,0.186128,0.615249
2022-12-27 08:00:00,LONG,17.5028,0.0471,0.359073,0.320699,0.320228,0.298714,0.279287,0.421998
2022-12-30 11:10:00,LONG,53.8577,0.0365,0.358975,0.320695,0.32033,0.184569,0.170721,0.64471
2023-01-06 11:40:00,LONG,17.6329,0.0411,0.356119,0.322146,0.321735,0.305961,0.258855,0.435184
2023-01-09 12:05:00,SHORT,31.6547,0.0262,0.356055,0.321842,0.322104,0.262207,0.213877,0.523916
2023-01-10 12:10:00,SHORT,29.1073,0.015,0.356861,0.321495,0.321644,0.269756,0.22457,0.505674
2023-01-12 10:30:00,SHORT,9.7692,0.0369,0.355385,0.322123,0.322492,0.34283,0.279739,0.377431
2023-01-12 15:25:00,SHORT,50.676,0.0651,0.355768,0.32179,0.322442,0.214436,0.139402,0.646162
2023-01-20 08:55:00,LONG,29.6195,0.0256,0.357166,0.321545,0.321289,0.256062,0.247475,0.496463
2023-01-20 12:50:00,LONG,35.2654,0.0312,0.357359,0.321477,0.321165,0.260603,0.193372,0.546025
2023-01-23 13:15:00,SHORT,24.365,0.0518,0.35666,0.321411,0.321929,0.273797,0.258532,0.467671
2023-01-26 08:45:00,SHORT,31.8092,0.025,0.353418,0.323166,0.323416,0.253779,0.222557,0.523664
2023-01-26 10:30:00,SHORT,34.7087,0.0255,0.35356,0.323093,0.323348,0.24808,0.207252,0.544669
2023-01-26 13:05:00,LONG,30.7749,0.0237,0.35347,0.323384,0.323147,0.283817,0.204217,0.511966
2023-01-27 08:50:00,SHORT,26.1666,0.0192,0.353756,0.323026,0.323218,0.282868,0.227733,0.489399
2023-01-30 12:00:00,SHORT,44.0559,0.0113,0.354794,0.322547,0.32266,0.220886,0.177403,0.601711
2023-01-31 13:25:00,SHORT,16.2332,0.0251,0.355104,0.322323,0.322573,0.303434,0.273196,0.42337
2023-02-03 12:10:00,SHORT,14.3983,0.0284,0.354727,0.322494,0.322779,0.337418,0.2593,0.403282
2023-02-08 08:50:00,LONG,28.2063,0.0246,0.352483,0.323882,0.323635,0.27128,0.223329,0.505392
2023-02-09 09:25:00,SHORT,38.9452,0.0181,0.353627,0.323096,0.323277,0.226708,0.209751,0.563541
2023-02-20 09:50:00,LONG,26.2532,0.0205,0.351659,0.324273,0.324068,0.310612,0.213428,0.47596
2023-02-21 08:40:00,LONG,21.1847,0.0492,0.351862,0.324315,0.323823,0.29233,0.247912,0.459758
2023-02-23 15:25:00,LONG,51.3583,0.0358,0.353952,0.323203,0.322845,0.196219,0.156955,0.646826
2023-02-24 09:20:00,SHORT,21.0671,0.0148,0.354331,0.322761,0.322909,0.268017,0.295579,0.436404
2023-02-24 11:30:00,SHORT,33.3905,0.0128,0.354527,0.322672,0.3228,0.252995,0.212451,0.534554
2023-02-27 15:25:00,SHORT,43.6646,0.0209,0.35457,0.322611,0.32282,0.219009,0.183726,0.597265
2023-02-28 11:40:00,LONG,42.4608,0.0324,0.354439,0.322943,0.322619,0.22494,0.184318,0.590742
2023-03-03 11:45:00,SHORT,42.5845,0.0267,0.355943,0.321895,0.322162,0.219499,0.196007,0.584493
2023-03-10 12:20:00,LONG,29.9659,0.0585,0.357807,0.321389,0.320804,0.264233,0.230931,0.504836
2023-03-14 13:15:00,SHORT,38.5904,0.0351,0.358985,0.320332,0.320683,0.220451,0.237416,0.542133
2023-03-15 08:40:00,LONG,17.3238,0.0348,0.358482,0.320933,0.320585,0.286213,0.303264,0.410524
2023-03-17 13:50:00,LONG,34.8415,0.0517,0.358914,0.320801,0.320285,0.247889,0.22067,0.531441
2023-03-21 13:25:00,LONG,33.4903,0.0207,0.357411,0.321398,0.321191,0.24803,0.228382,0.523588
2023-03-24 09:20:00,LONG,12.323,0.032,0.358988,0.320666,0.320346,0.315615,0.293089,0.391296
2023-03-27 11:00:00,SHORT,46.1672,0.0268,0.358682,0.320525,0.320793,0.200683,0.206535,0.592782
2023-03-27 13:50:00,LONG,28.0537,0.0134,0.358426,0.320854,0.32072,0.27953,0.219966,0.500503
2023-03-28 09:10:00,LONG,22.4945,0.0286,0.358593,0.320847,0.32056,0.290746,0.248586,0.460668
2023-03-28 13:25:00,SHORT,39.1329,0.0203,0.35877,0.320514,0.320716,0.228643,0.216863,0.554494
2023-03-29 12:05:00,SHORT,46.5609,0.0359,0.358986,0.320327,0.320687,0.207669,0.190346,0.601985
2023-03-30 08:05:00,LONG,17.5457,0.0156,0.358091,0.321032,0.320877,0.281917,0.308401,0.409682
2023-03-31 10:45:00,SHORT,55.2813,0.0174,0.359493,0.320167,0.320341,0.183039,0.160967,0.655994
2023-04-07 08:00:00,LONG,29.2607,0.0248,0.359745,0.320251,0.320004,0.288564,0.209415,0.502022
2023-04-07 11:35:00,SHORT,12.2493,0.0338,0.359681,0.319991,0.320328,0.312306,0.300142,0.387552
2023-04-12 10:00:00,SHORT,30.7184,0.0274,0.357921,0.320903,0.321176,0.263275,0.224479,0.512246
2023-04-14 10:00:00,SHORT,41.6649,0.0435,0.357999,0.320783,0.321218,0.217519,0.212848,0.569633
2023-04-19 12:25:00,LONG,38.2192,0.027,0.356358,0.321956,0.321686,0.240098,0.19854,0.561361
2023-04-21 10:45:00,SHORT,45.785,0.0279,0.354692,0.322515,0.322793,0.205498,0.190378,0.604123
2023-05-10 11:45:00,SHORT,30.7399,0.0136,0.359795,0.320035,0.32017,0.251114,0.251716,0.49717
2023-05-10 13:30:00,LONG,7.0786,0.0271,0.360148,0.320062,0.319791,0.338149,0.298982,0.362869
2023-05-11 13:15:00,SHORT,15.4571,0.0146,0.360687,0.319584,0.31973,0.297743,0.301161,0.401096
2023-05-17 13:10:00,SHORT,33.9938,0.0078,0.360327,0.319797,0.319876,0.258497,0.210147,0.531355
2023-05-19 08:35:00,LONG,16.0074,0.0458,0.360994,0.319732,0.319274,0.305842,0.282549,0.411609
2023-05-22 14:00:00,SHORT,21.7857,0.022,0.361844,0.318968,0.319188,0.291095,0.25971,0.449195
2023-05-23 11:30:00,SHORT,58.2654,0.0243,0.36151,0.319124,0.319366,0.169698,0.165263,0.66504
2023-05-23 15:30:00,LONG,52.357,0.0298,0.361543,0.319377,0.319079,0.189142,0.182314,0.628545
2023-05-26 12:45:00,SHORT,29.863,0.0357,0.35818,0.320731,0.321088,0.280443,0.210463,0.509093
2023-05-30 13:45:00,LONG,37.6225,0.042,0.357158,0.321631,0.321211,0.239295,0.207719,0.552986
2023-06-07 09:40:00,SHORT,34.5056,0.0334,0.352779,0.323444,0.323777,0.23912,0.224263,0.536617
2023-06-07 13:55:00,LONG,14.0512,0.0181,0.352503,0.323839,0.323658,0.307204,0.281911,0.410885
2023-06-08 10:55:00,SHORT,52.6656,0.017,0.352641,0.323594,0.323765,0.191175,0.149483,0.659342
2023-06-09 08:05:00,SHORT,22.0491,0.0199,0.352683,0.323559,0.323758,0.263089,0.292761,0.44415
2023-06-09 11:55:00,LONG,29.3253,0.0297,0.352744,0.323777,0.323479,0.254069,0.244404,0.501527
2023-06-12 12:40:00,SHORT,33.6906,0.0343,0.352445,0.323606,0.323949,0.253421,0.204836,0.541742
2023-06-14 11:40:00,LONG,31.5877,0.0373,0.353112,0.32363,0.323258,0.243984,0.243984,0.512032
2023-06-19 09:55:00,SHORT,35.76,0.0346,0.352169,0.323742,0.324089,0.233904,0.221264,0.544832
2023-06-26 09:40:00,LONG,45.206,0.0512,0.35608,0.322216,0.321704,0.19984,0.211958,0.588202
2023-06-28 13:55:00,LONG,16.6695,0.047,0.355431,0.322519,0.32205,0.307095,0.264125,0.42878
2023-06-29 13:00:00,SHORT,27.3476,0.027,0.355032,0.322349,0.322619,0.266316,0.242834,0.490851
2023-06-30 10:50:00,SHORT,58.1525,0.0175,0.355283,0.322271,0.322446,0.163534,0.159965,0.676501
2023-07-03 12:45:00,SHORT,41.2915,0.0232,0.356285,0.321742,0.321974,0.218668,0.210234,0.571098
2023-07-05 12:40:00,SHORT,50.8993,0.0065,0.357703,0.321116,0.321181,0.186286,0.189322,0.624392
2023-07-07 10:30:00,SHORT,47.8449,0.0109,0.358145,0.320873,0.320982,0.210235,0.172375,0.61739
2023-07-07 13:55:00,SHORT,37.1707,0.0185,0.357827,0.320994,0.321179,0.237391,0.215642,0.546967
2023-07-10 08:00:00,LONG,36.9805,0.0507,0.357887,0.32131,0.320803,0.226567,0.239535,0.533898
2023-07-11 13:55:00,LONG,35.9058,0.0205,0.357656,0.321274,0.32107,0.2437,0.215479,0.540821
2023-07-13 09:00:00,SHORT,44.095,0.0301,0.357696,0.321002,0.321303,0.211665,0.201674,0.586661
2023-07-18 08:00:00,SHORT,30.3892,0.0521,0.357201,0.321139,0.32166,0.246222,0.257746,0.496032
2023-07-26 15:50:00,SHORT,42.2036,0.0325,0.3556,0.322038,0.322362,0.215499,0.206076,0.578425
