datetime,open,high,low,close,volume,source_bar_count
2023-08-07 05:00:00+00:00,1.10006,1.10038,1.0997,1.10003,1099,12
2023-08-07 06:00:00+00:00,1.10004,1.10021,1.0995,1.09955,831,12
2023-08-07 07:00:00+00:00,1.09954,1.09969,1.09917,1.09965,633,12
2023-08-07 08:00:00+00:00,1.09964,1.09974,1.09819,1.09828,1429,12
2023-08-07 09:00:00+00:00,1.09828,1.09863,1.09708,1.09802,2154,12
2023-08-07 10:00:00+00:00,1.09802,1.09947,1.09762,1.09928,2513,12
2023-08-07 11:00:00+00:00,1.09926,1.09926,1.09735,1.09746,1847,12
2023-08-07 12:00:00+00:00,1.09746,1.09774,1.09658,1.09662,1778,12
2023-08-07 13:00:00+00:00,1.09661,1.09736,1.09654,1.0973,1521,12
2023-08-07 14:00:00+00:00,1.09731,1.09848,1.09714,1.09839,1967,12
2023-08-07 15:00:00+00:00,1.09843,1.09962,1.09796,1.09955,1958,12
2023-08-07 16:00:00+00:00,1.09956,1.10116,1.09916,1.09928,3018,12
2023-08-07 17:00:00+00:00,1.09927,1.1008,1.09857,1.10017,3260,12
2023-08-07 18:00:00+00:00,1.10012,1.10062,1.09942,1.09989,2083,12
2023-08-07 19:00:00+00:00,1.09988,1.10029,1.09922,1.10006,1658,12
2023-08-07 20:00:00+00:00,1.10005,1.10067,1.09954,1.10057,1157,12
2023-08-07 21:00:00+00:00,1.10057,1.10099,1.10044,1.10066,902,12
2023-08-07 22:00:00+00:00,1.10066,1.10079,1.10028,1.10043,933,12
2023-08-07 23:00:00+00:00,1.10043,1.10043,1.0999,1.1002,540,12
2023-08-08 00:00:00+00:00,1.10022,1.10053,1.09998,1.10032,233,12
2023-08-08 01:00:00+00:00,1.10032,1.10033,1.1001,1.10018,258,12
2023-08-08 02:00:00+00:00,1.10018,1.10049,1.10018,1.10026,514,12
2023-08-08 03:00:00+00:00,1.10026,1.10055,1.09896,1.09918,1687,12
2023-08-08 04:00:00+00:00,1.09914,1.09918,1.09786,1.09792,2521,12
2023-08-08 05:00:00+00:00,1.09792,1.09893,1.09767,1.09883,1207,12
2023-08-08 06:00:00+00:00,1.09884,1.09904,1.09812,1.09817,956,12
2023-08-08 07:00:00+00:00,1.09817,1.09924,1.098,1.0992,875,12
2023-08-08 08:00:00+00:00,1.0992,1.0999,1.09897,1.09989,1389,12
2023-08-08 09:00:00+00:00,1.09991,1.1011,1.09933,1.09976,2939,12
2023-08-08 10:00:00+00:00,1.09975,1.09982,1.09737,1.09787,3453,12
2023-08-08 11:00:00+00:00,1.09788,1.09871,1.09749,1.09852,2378,12
2023-08-08 12:00:00+00:00,1.09852,1.09863,1.09668,1.09706,2425,12
2023-08-08 13:00:00+00:00,1.09706,1.09717,1.09519,1.09536,2297,12
2023-08-08 14:00:00+00:00,1.09537,1.09569,1.09366,1.09412,2810,12
2023-08-08 15:00:00+00:00,1.09411,1.09509,1.09345,1.09429,3610,12
2023-08-08 16:00:00+00:00,1.0943,1.09559,1.09333,1.09372,3961,12
2023-08-08 17:00:00+00:00,1.09376,1.09525,1.09291,1.09455,3749,12
2023-08-08 18:00:00+00:00,1.09455,1.09554,1.09414,1.09501,2402,12
2023-08-08 19:00:00+00:00,1.09502,1.09576,1.09477,1.09482,1248,12
2023-08-08 20:00:00+00:00,1.09482,1.09609,1.09479,1.09595,1490,12
2023-08-08 21:00:00+00:00,1.09595,1.09604,1.09521,1.09594,1220,12
2023-08-08 22:00:00+00:00,1.09595,1.09619,1.09564,1.09571,1179,12
2023-08-08 23:00:00+00:00,1.09571,1.09578,1.09531,1.09561,450,12
2023-08-09 00:00:00+00:00,1.09496,1.09566,1.09496,1.09541,298,12
2023-08-09 01:00:00+00:00,1.09536,1.09568,1.09517,1.09517,594,12
2023-08-09 02:00:00+00:00,1.09518,1.09594,1.09518,1.0959,585,12
2023-08-09 03:00:00+00:00,1.0959,1.09651,1.09577,1.09577,961,12
2023-08-09 04:00:00+00:00,1.09576,1.09696,1.09551,1.09633,1686,12
2023-08-09 05:00:00+00:00,1.09635,1.09697,1.09615,1.09683,1067,12
2023-08-09 06:00:00+00:00,1.09683,1.09707,1.09662,1.09666,830,12
2023-08-09 07:00:00+00:00,1.09666,1.09685,1.09633,1.09667,575,12
2023-08-09 08:00:00+00:00,1.09668,1.09789,1.09668,1.09765,1419,12
2023-08-09 09:00:00+00:00,1.09763,1.09795,1.09698,1.09727,2327,12
2023-08-09 10:00:00+00:00,1.09726,1.09847,1.09707,1.09842,2744,12
2023-08-09 11:00:00+00:00,1.09841,1.09885,1.09735,1.09837,1996,12
2023-08-09 12:00:00+00:00,1.09836,1.09871,1.09777,1.09785,1849,12
2023-08-09 13:00:00+00:00,1.09783,1.09809,1.09745,1.09762,1603,12
2023-08-09 14:00:00+00:00,1.09759,1.09808,1.09693,1.09698,1600,12
2023-08-09 15:00:00+00:00,1.09699,1.09817,1.0962,1.09815,2970,12
2023-08-09 16:00:00+00:00,1.09815,1.09878,1.09716,1.09801,3128,12
2023-08-09 17:00:00+00:00,1.09801,1.09953,1.09766,1.09833,3937,12
2023-08-09 18:00:00+00:00,1.09833,1.09879,1.09739,1.09741,2613,12
2023-08-09 19:00:00+00:00,1.09741,1.09817,1.09733,1.09783,1475,12
2023-08-09 20:00:00+00:00,1.09782,1.09916,1.09748,1.09796,1636,12
2023-08-09 21:00:00+00:00,1.09795,1.09798,1.09748,1.09751,953,12
2023-08-09 22:00:00+00:00,1.09751,1.0982,1.09732,1.09733,1098,12
2023-08-09 23:00:00+00:00,1.09735,1.09749,1.09713,1.09738,414,12
2023-08-10 00:00:00+00:00,1.09733,1.09783,1.09712,1.09761,667,12
2023-08-10 01:00:00+00:00,1.09767,1.09786,1.09758,1.09769,279,12
2023-08-10 02:00:00+00:00,1.09768,1.09775,1.09752,1.09772,210,12
2023-08-10 03:00:00+00:00,1.09772,1.09777,1.09672,1.09708,1135,12
2023-08-10 04:00:00+00:00,1.09708,1.09759,1.09676,1.09727,1333,12
2023-08-10 05:00:00+00:00,1.09726,1.09807,1.09713,1.09789,1033,12
2023-08-10 06:00:00+00:00,1.09789,1.09819,1.09778,1.09791,969,12
2023-08-10 07:00:00+00:00,1.09791,1.0988,1.0979,1.09792,861,12
2023-08-10 08:00:00+00:00,1.09792,1.0986,1.09785,1.0985,1216,12
2023-08-10 09:00:00+00:00,1.0985,1.09992,1.09829,1.09943,1867,12
2023-08-10 10:00:00+00:00,1.09941,1.10186,1.0993,1.10085,3651,12
2023-08-10 11:00:00+00:00,1.10085,1.10261,1.10081,1.10185,2805,12
2023-08-10 12:00:00+00:00,1.10184,1.10246,1.1016,1.10204,1434,12
2023-08-10 13:00:00+00:00,1.10204,1.10278,1.1019,1.10277,1500,12
2023-08-10 14:00:00+00:00,1.10278,1.10296,1.10145,1.10165,1750,12
2023-08-10 15:00:00+00:00,1.10165,1.1065,1.10106,1.10421,8313,12
2023-08-10 16:00:00+00:00,1.10416,1.10457,1.10075,1.10395,7927,12
2023-08-10 17:00:00+00:00,1.10395,1.10438,1.10123,1.10187,5846,12
2023-08-10 18:00:00+00:00,1.10188,1.1022,1.10086,1.10151,3717,12
2023-08-10 19:00:00+00:00,1.10151,1.10191,1.101,1.10133,2385,12
2023-08-10 20:00:00+00:00,1.10129,1.1014,1.09761,1.09799,3597,12
2023-08-10 21:00:00+00:00,1.09798,1.09928,1.09783,1.09906,3116,12
2023-08-10 22:00:00+00:00,1.09907,1.09912,1.09786,1.0979,1994,12
2023-08-10 23:00:00+00:00,1.09791,1.0982,1.09776,1.09807,757,12
2023-08-11 00:00:00+00:00,1.09806,1.09834,1.09782,1.09829,538,12
2023-08-11 01:00:00+00:00,1.09835,1.09843,1.09809,1.09826,538,12
2023-08-11 02:00:00+00:00,1.09828,1.09845,1.09812,1.09816,418,12
2023-08-11 03:00:00+00:00,1.09816,1.0989,1.09796,1.09878,787,12
2023-08-11 04:00:00+00:00,1.09879,1.09977,1.09872,1.09944,1287,12
2023-08-11 05:00:00+00:00,1.09943,1.09943,1.09856,1.09886,906,12
2023-08-11 06:00:00+00:00,1.09886,1.09915,1.09857,1.09871,789,12
2023-08-11 07:00:00+00:00,1.09871,1.09905,1.09837,1.0985,681,12
2023-08-11 08:00:00+00:00,1.09851,1.09935,1.09839,1.0993,1025,12
2023-08-11 09:00:00+00:00,1.09926,1.10021,1.09896,1.09909,2346,12
2023-08-11 10:00:00+00:00,1.09909,1.0999,1.09875,1.09923,2272,12
2023-08-11 11:00:00+00:00,1.09923,1.1003,1.09901,1.09993,2115,12
2023-08-11 12:00:00+00:00,1.09992,1.10004,1.0976,1.09772,2093,12
2023-08-11 13:00:00+00:00,1.09772,1.09958,1.09764,1.0993,1538,12
2023-08-11 14:00:00+00:00,1.09929,1.10024,1.09896,1.09973,1994,12
2023-08-11 15:00:00+00:00,1.0997,1.10047,1.09658,1.09681,5663,12
2023-08-11 16:00:00+00:00,1.09678,1.09811,1.09548,1.09622,5001,12
2023-08-11 17:00:00+00:00,1.0971,1.09836,1.09576,1.09721,6906,12
2023-08-11 18:00:00+00:00,1.09721,1.09756,1.0951,1.09561,2808,12
2023-08-11 19:00:00+00:00,1.09562,1.09646,1.09457,1.09464,1633,12
2023-08-11 20:00:00+00:00,1.09464,1.09554,1.09429,1.09448,1521,12
2023-08-11 21:00:00+00:00,1.0945,1.09512,1.09435,1.09508,1025,12
2023-08-11 22:00:00+00:00,1.09506,1.09509,1.09432,1.09466,1206,12
2023-08-11 23:00:00+00:00,1.09466,1.0949,1.09449,1.09476,636,11
2023-08-14 00:00:00+00:00,1.09483,1.09522,1.09453,1.09476,371,12
2023-08-14 01:00:00+00:00,1.09471,1.09506,1.09398,1.09424,794,12
2023-08-14 02:00:00+00:00,1.09423,1.0945,1.09407,1.09431,555,12
2023-08-14 03:00:00+00:00,1.09431,1.09466,1.0936,1.09371,1855,12
2023-08-14 04:00:00+00:00,1.09369,1.09406,1.09311,1.09357,1995,12
2023-08-14 05:00:00+00:00,1.09358,1.0938,1.093,1.09305,1341,12
2023-08-14 06:00:00+00:00,1.09304,1.09338,1.09291,1.09319,1318,12
2023-08-14 07:00:00+00:00,1.0932,1.09357,1.09318,1.09355,779,12
2023-08-14 08:00:00+00:00,1.09358,1.09404,1.09323,1.09371,1597,12
2023-08-14 09:00:00+00:00,1.09371,1.09376,1.0926,1.0932,2362,12
2023-08-14 10:00:00+00:00,1.0932,1.09561,1.09296,1.0952,3319,12
2023-08-14 11:00:00+00:00,1.09519,1.09602,1.09453,1.09461,2658,12
2023-08-14 12:00:00+00:00,1.09463,1.09518,1.09418,1.09496,1990,12
2023-08-14 13:00:00+00:00,1.09496,1.09529,1.0945,1.09451,1779,12
2023-08-14 14:00:00+00:00,1.09448,1.09459,1.09366,1.0939,1742,12
2023-08-14 15:00:00+00:00,1.0939,1.09411,1.09021,1.09056,4217,12
2023-08-14 16:00:00+00:00,1.09056,1.09075,1.08746,1.08814,4633,12
2023-08-14 17:00:00+00:00,1.08815,1.09091,1.08801,1.09032,5057,12
2023-08-14 18:00:00+00:00,1.09034,1.09255,1.09022,1.09204,2912,12
2023-08-14 19:00:00+00:00,1.09204,1.09358,1.09198,1.09282,2421,12
2023-08-14 20:00:00+00:00,1.09283,1.0931,1.0915,1.09172,1323,12
2023-08-14 21:00:00+00:00,1.09171,1.09197,1.09036,1.09045,1400,12
2023-08-14 22:00:00+00:00,1.09045,1.09129,1.09027,1.09029,1603,12
2023-08-14 23:00:00+00:00,1.09028,1.09074,1.09027,1.09055,625,12
2023-08-15 00:00:00+00:00,1.09028,1.09091,1.09026,1.09048,1094,12
2023-08-15 01:00:00+00:00,1.09048,1.09081,1.09037,1.09074,261,12
2023-08-15 02:00:00+00:00,1.0907,1.09078,1.0904,1.09076,503,12
2023-08-15 03:00:00+00:00,1.09075,1.09092,1.09022,1.09072,985,11
2023-08-15 04:00:00+00:00,1.09073,1.09153,1.09004,1.091,2687,12
2023-08-15 05:00:00+00:00,1.091,1.09174,1.09074,1.09095,1729,12
2023-08-15 06:00:00+00:00,1.09095,1.09175,1.09095,1.09144,965,12
2023-08-15 07:00:00+00:00,1.09144,1.09144,1.09097,1.09101,1002,12
2023-08-15 08:00:00+00:00,1.09101,1.09142,1.09062,1.09115,1081,12
2023-08-15 09:00:00+00:00,1.09128,1.09263,1.091,1.09234,3363,12
2023-08-15 10:00:00+00:00,1.09233,1.09304,1.09154,1.09234,4066,12
2023-08-15 11:00:00+00:00,1.09233,1.09343,1.09177,1.09278,3832,12
2023-08-15 12:00:00+00:00,1.09279,1.09447,1.09212,1.09402,2708,12
2023-08-15 13:00:00+00:00,1.09402,1.09428,1.09326,1.09348,2898,12
2023-08-15 14:00:00+00:00,1.09347,1.0936,1.09266,1.09291,2122,12
2023-08-15 15:00:00+00:00,1.09293,1.09323,1.08968,1.09219,6782,12
2023-08-15 16:00:00+00:00,1.09218,1.09522,1.09168,1.09402,7306,12
2023-08-15 17:00:00+00:00,1.09401,1.09473,1.09239,1.0941,5942,12
2023-08-15 18:00:00+00:00,1.09408,1.09444,1.09231,1.09268,3493,12
2023-08-15 19:00:00+00:00,1.09268,1.09284,1.0915,1.09177,2025,12
2023-08-15 20:00:00+00:00,1.09177,1.0921,1.09156,1.09175,1492,12
2023-08-15 21:00:00+00:00,1.09178,1.09191,1.09034,1.09042,1461,12
2023-08-15 22:00:00+00:00,1.09043,1.09063,1.08989,1.09058,1576,12
2023-08-15 23:00:00+00:00,1.09055,1.09056,1.09023,1.09028,691,12
2023-08-16 00:00:00+00:00,1.0903,1.09061,1.09016,1.09027,405,12
2023-08-16 01:00:00+00:00,1.09028,1.09058,1.09021,1.09029,449,12
2023-08-16 02:00:00+00:00,1.09029,1.09049,1.09017,1.09037,293,12
2023-08-16 03:00:00+00:00,1.09038,1.09051,1.08992,1.0903,974,12
2023-08-16 04:00:00+00:00,1.09028,1.09117,1.08989,1.09058,1882,12
2023-08-16 05:00:00+00:00,1.09056,1.09108,1.09043,1.09044,1568,12
2023-08-16 06:00:00+00:00,1.09044,1.09104,1.09039,1.09064,1058,12
2023-08-16 07:00:00+00:00,1.09062,1.09133,1.09059,1.09132,645,12
2023-08-16 08:00:00+00:00,1.09132,1.0918,1.09116,1.09158,1386,12
2023-08-16 09:00:00+00:00,1.09161,1.09272,1.09104,1.09191,3267,12
2023-08-16 10:00:00+00:00,1.09191,1.09267,1.09166,1.09233,2821,12
2023-08-16 11:00:00+00:00,1.0923,1.09344,1.09224,1.09281,2355,12
2023-08-16 12:00:00+00:00,1.09279,1.09324,1.09208,1.09263,1908,12
2023-08-16 13:00:00+00:00,1.09262,1.09267,1.09159,1.09181,1805,12
2023-08-16 14:00:00+00:00,1.09181,1.09194,1.09064,1.09131,1979,12
2023-08-16 15:00:00+00:00,1.0913,1.0918,1.09022,1.09023,3702,12
2023-08-16 16:00:00+00:00,1.09019,1.09231,1.0896,1.09088,5480,12
2023-08-16 17:00:00+00:00,1.09086,1.09232,1.08961,1.09066,5259,12
2023-08-16 18:00:00+00:00,1.09065,1.09123,1.08965,1.09029,3053,12
2023-08-16 19:00:00+00:00,1.09028,1.09047,1.08861,1.08866,2029,12
2023-08-16 20:00:00+00:00,1.08867,1.08919,1.08837,1.08906,1736,12
2023-08-16 21:00:00+00:00,1.08905,1.09002,1.08773,1.08806,4176,12
2023-08-16 22:00:00+00:00,1.08807,1.08808,1.08714,1.08741,2865,12
2023-08-16 23:00:00+00:00,1.08743,1.08798,1.08742,1.08789,735,12
2023-08-17 00:00:00+00:00,1.08741,1.08847,1.08713,1.08813,337,12
2023-08-17 01:00:00+00:00,1.08828,1.08831,1.08791,1.08792,478,12
2023-08-17 02:00:00+00:00,1.08792,1.08797,1.08733,1.08744,494,12
2023-08-17 03:00:00+00:00,1.08744,1.08748,1.08663,1.08694,1637,12
2023-08-17 04:00:00+00:00,1.08695,1.08706,1.08616,1.08655,2606,12
2023-08-17 05:00:00+00:00,1.08655,1.08698,1.08641,1.08659,1397,12
2023-08-17 06:00:00+00:00,1.08657,1.08681,1.08626,1.08641,1281,12
2023-08-17 07:00:00+00:00,1.0864,1.0869,1.08629,1.08684,972,12
2023-08-17 08:00:00+00:00,1.08684,1.08737,1.08626,1.08734,1309,12
2023-08-17 09:00:00+00:00,1.08734,1.08866,1.08699,1.08834,2280,12
2023-08-17 10:00:00+00:00,1.08831,1.08854,1.0875,1.08803,2986,12
2023-08-17 11:00:00+00:00,1.08803,1.08839,1.08695,1.08729,2509,12
2023-08-17 12:00:00+00:00,1.08729,1.08741,1.08637,1.08736,2375,12
2023-08-17 13:00:00+00:00,1.08736,1.08876,1.0873,1.08835,3118,12
2023-08-17 14:00:00+00:00,1.08834,1.08955,1.08811,1.08945,2500,12
2023-08-17 15:00:00+00:00,1.08947,1.09182,1.08851,1.09062,5696,12
2023-08-17 16:00:00+00:00,1.09062,1.09177,1.08975,1.08994,5647,12
2023-08-17 17:00:00+00:00,1.08993,1.08996,1.08843,1.08894,4643,12
2023-08-17 18:00:00+00:00,1.08895,1.08902,1.08667,1.08735,3477,12
2023-08-17 19:00:00+00:00,1.08737,1.08896,1.08683,1.08779,2711,12
2023-08-17 20:00:00+00:00,1.08779,1.08784,1.08571,1.08611,2339,12
2023-08-17 21:00:00+00:00,1.08612,1.08628,1.08564,1.08568,1813,12
2023-08-17 22:00:00+00:00,1.08568,1.08738,1.08568,1.08717,3039,12
2023-08-17 23:00:00+00:00,1.08719,1.08733,1.08698,1.08721,703,12
2023-08-18 00:00:00+00:00,1.08595,1.08741,1.08595,1.08674,399,12
2023-08-18 01:00:00+00:00,1.08675,1.08742,1.08666,1.08734,958,12
2023-08-18 02:00:00+00:00,1.08735,1.08754,1.08726,1.08742,466,12
2023-08-18 03:00:00+00:00,1.08741,1.08919,1.08715,1.08896,1547,12
2023-08-18 04:00:00+00:00,1.08897,1.08924,1.08838,1.08909,2277,12
2023-08-18 05:00:00+00:00,1.0891,1.08937,1.08866,1.08883,1514,12
2023-08-18 06:00:00+00:00,1.08882,1.08889,1.08823,1.08859,1465,12
2023-08-18 07:00:00+00:00,1.08861,1.08878,1.08803,1.08824,843,12
2023-08-18 08:00:00+00:00,1.08824,1.08848,1.08758,1.08828,1386,12
2023-08-18 09:00:00+00:00,1.08841,1.08871,1.08709,1.08718,2655,12
2023-08-18 10:00:00+00:00,1.08715,1.08781,1.08643,1.0873,3149,12
2023-08-18 11:00:00+00:00,1.08729,1.08768,1.08635,1.08673,2464,12
2023-08-18 12:00:00+00:00,1.08673,1.08731,1.08623,1.08684,2055,12
2023-08-18 13:00:00+00:00,1.08684,1.08762,1.0862,1.08629,1810,12
2023-08-18 14:00:00+00:00,1.08632,1.08705,1.08601,1.0863,1877,12
2023-08-18 15:00:00+00:00,1.08634,1.0867,1.08449,1.08553,3780,12
2023-08-18 16:00:00+00:00,1.08554,1.08762,1.0853,1.08706,5554,12
2023-08-18 17:00:00+00:00,1.08704,1.08813,1.08671,1.0872,4081,12
2023-08-18 18:00:00+00:00,1.08719,1.08796,1.08688,1.08742,2597,12
2023-08-18 19:00:00+00:00,1.08741,1.08754,1.0868,1.0873,1455,12
2023-08-18 20:00:00+00:00,1.0873,1.08812,1.08684,1.08792,1540,12
2023-08-18 21:00:00+00:00,1.08793,1.08802,1.08736,1.0878,1052,12
