date,destination_state,time_to_destination_d,concentration_duration_d,first_changed_observable,first_changed_z,subperiod,pre_btc_dom_chg30,pre_btc_ret30,pre_btc_ret7,pre_top3_share,pre_top3_share_chg7,pre_breadth30,pre_disp30,pre_sc_chg30,pre_eth_rel30,pre_alt_share,pre_eth_share,pre_vol_med,pre_chain_tvl_med_chg7
2021-10-28 23:59:59,BTC_CONCENTRATION,1,22,breadth30,2.7716,2020-2021,0.034520654156925346,0.41915634581717115,-0.052708059623847836,0.643343865450934,-0.01658330987441392,0.7205714285714285,0.5322474933436622,0.030571732548843118,-0.04517353091263776,0.5678886602763884,0.18188519144841225,0.05128132129401802,0.08876933955664178
2021-11-04 23:59:59,MIXED_NO_CLEAR_ROUTE,2,6,btc_dom_chg30,4.0914,2020-2021,0.08253062683833456,0.29083722923800287,0.03062334815241759,0.6385966082434437,-0.0034281574651586397,0.678,0.6169878018852953,0.039455216819201645,0.035606432971802215,0.5829971015019658,0.1886086874268469,0.05136299844714928,0.03203384685825994
2022-03-06 23:59:59,MIXED_NO_CLEAR_ROUTE,8,6,btc_ret7,0.9212,2022,0.014731843763802266,0.07176294607549161,0.03768666890532665,0.6279157361213176,0.002079142937885988,0.2693333333333334,0.598162749511949,0.056405374515964786,-0.06579886945865021,0.5890336965212616,0.17411560638788004,0.055033789105425175,0.014582601756369051
2022-03-21 23:59:59,BROAD_RISK_EXPANSION,9,2,chain_tvl_med_chg7,1.0969,2022,0.005158021817047886,0.007338600044910344,0.08391671984737921,0.6278362978081392,0.0032216346015752073,0.2740000000000001,0.24406890484522825,0.028934071925778976,-0.010350810082008962,0.5932076715462785,0.17815821481094554,0.04960260042670716,0.04453185141682936
2022-03-23 23:59:59,BROAD_RISK_EXPANSION,7,1,breadth30,1.3403,2022,0.0023231991682173456,0.05213810292570812,0.06737584333371831,0.6250725937380712,-0.0015706478951097076,0.4046666666666668,0.27012237994995586,0.030101583500578677,0.016682332519406762,0.5952096897896952,0.17905471960255662,0.04900705953720407,0.08013232369584444
2022-03-26 23:59:59,BROAD_RISK_EXPANSION,4,1,eth_rel30,0.2558,2022,0.0023496765793473073,0.1647408441634978,0.06094512076163583,0.6247359732100263,-0.0036518957597361235,0.6980000000000001,0.30093738522470237,0.023259682768075846,0.013160082494265988,0.595313417393435,0.1801729567911968,0.04684622096445243,0.08059835502957242
2022-03-29 23:59:59,BROAD_RISK_EXPANSION,1,2,btc_ret7,0.709,2022,0.0021810098777436115,0.18668048340944998,0.11237957790719004,0.6255083993722628,5.20361223343239e-05,0.756,0.3008599437268319,0.016476997750720496,0.013388427363609493,0.5936249217690638,0.1813923832448927,0.04707928658076323,0.0650325124052944
2022-06-11 23:59:59,CAPITAL_EXIT,2,1,vol_med,1.359,2022,0.04299021568456015,-0.008997671604582166,-0.006208013693596655,0.6671513082301012,0.0016211482455247654,0.23466666666666677,0.22825972785543117,-0.1195396551501104,-0.201545984846081,0.5553198302448428,0.1656385876122309,0.07356099141173843,-0.015231496943590939
2022-10-09 23:59:59,MIXED_NO_CLEAR_ROUTE,1,5,btc_ret30,0.9525,2022,0.019977309350318755,0.00790797401204443,0.010289230460738411,0.6155448625681711,0.001641819823658112,0.24542857142857147,0.1936986615890981,-0.02531819306451481,-0.19655121810479914,0.6190583642411812,0.16493461164641895,0.03659644853932146,0.017741704912992873
2022-10-22 23:59:59,BTC_CONCENTRATION,1,2,eth_rel30,0.3017,2022,0.009532303995576918,0.007208513496318829,-0.0013585729968760127,0.6260056633124146,0.0061060134664432065,0.2680000000000002,0.215771715874053,-0.03568232669358592,-0.027190336673563926,0.6129198142298574,0.1665649645231165,0.026336200112163036,-0.013506011254402761
2022-10-29 23:59:59,MIXED_NO_CLEAR_ROUTE,15,6,chain_tvl_med_chg7,0.6946,2022,0.005501119152524547,0.06015583303880834,0.07421489132178682,0.6308936421736794,0.006656153028102814,0.4080000000000002,0.21921303112656085,-0.038777772570594705,0.09085781798432484,0.6174763667982903,0.1834275418196939,0.026019714092545318,0.019229986311462666
2022-12-16 23:59:59,BTC_CONCENTRATION,4,5,breadth30,1.3981,2022,0.011588274295679157,0.03842572685257038,0.019040789266622466,0.6351859155612994,0.010778189575214925,0.5008571428571429,0.20037357578323164,-0.032801652166161155,-0.013596217497893045,0.6177341283171683,0.17744780055691775,0.03178762620504509,-0.0035228445019575747
2022-12-19 23:59:59,BTC_CONCENTRATION,1,2,chain_tvl_med_chg7,0.7991,2022,0.01282386288600984,0.003605254343284514,-0.02024155167113284,0.6380349041947849,0.012636651115589188,0.2733333333333336,0.2200686416379517,-0.033294697171837674,-0.026359530579413426,0.6144708122108535,0.17339738862594203,0.03619059327294671,-0.014089410362749688
2022-12-30 23:59:59,MIXED_NO_CLEAR_ROUTE,1,10,breadth30,0.3972,2022,0.020075552958772502,0.01641570525661029,-0.011170228060418008,0.6467697168689303,0.004147117605358115,0.19266666666666687,0.15495738164032388,-0.03311845563412922,-0.010012336809541314,0.6117883107269361,0.17843914732608981,0.03395504719556963,-0.01308525276702538
2023-01-07 23:59:59,BTC_CONCENTRATION,2,1,chain_tvl_med_chg7,0.3269,2023,0.011873650793093807,-0.005067023285086347,0.017164377886101995,0.6441752779291193,-0.004134177054240018,0.17000000000000023,0.15356075927994745,-0.028035945141192342,0.008663835912721648,0.6160896698661092,0.1819200106124144,0.0325042775578362,-0.002741502108821977
2023-01-15 23:59:59,LARGE_ALT_ROTATION,7,6,breadth30,2.0996,2023,0.011891100188246073,0.12890317399331294,0.17745931869772757,0.6476336080381299,0.0033552197489084743,0.5773333333333336,0.20929690836734105,-0.02706808236450427,0.016570917126834006,0.6058430281289223,0.18527955306546484,0.03487121744489019,0.06582296861364849
2023-01-22 23:59:59,LARGE_ALT_ROTATION,1,4,chain_tvl_med_chg7,0.7849,2023,0.019768796766877112,0.31634271696684474,0.11411769128261118,0.6581144946282564,0.010480886590126507,0.8522857142857143,0.33109832516243504,-0.02172871333131659,0.00976048492496151,0.593190388434409,0.18794930360162299,0.0321578349908691,0.06949870711897033
2023-04-18 23:59:59,BTC_CONCENTRATION,7,37,btc_dom_chg30,1.0314,2023,0.007737489455054443,0.13585198286078315,0.049259410966029926,0.6929378245613725,0.0016997874114476434,0.6120000000000002,0.2176482516144824,-0.011498141172993859,0.06710624256297093,0.5594747431563494,0.1908464018472098,0.035017200171110756,0.04267023710256912
2023-04-21 23:59:59,BTC_CONCENTRATION,4,1,btc_ret7,1.4048,2023,0.00022736467758621703,0.04154343195015079,-0.03375248405652228,0.6939515040938851,-0.0021915482926135135,0.4420000000000002,0.20459852817868673,-0.014441586682688135,0.07296886756586152,0.5578358774352963,0.18900822997185004,0.0360718040885016,0.04044211886086709
2023-05-01 23:59:59,BTC_CONCENTRATION,1,6,chain_tvl_med_chg7,0.9074,2023,0.009209478674321703,0.03521934730511637,0.06079515158909521,0.7018299201141502,0.0070922507096308944,0.33133333333333365,0.18383973569765652,-0.013677240543195968,0.014787150430329188,0.5460947296729654,0.1823832308160975,0.03301728077423661,-0.005107519265143301
2023-05-08 23:59:59,MIXED_NO_CLEAR_ROUTE,1,6,top3_share_chg7,0.7442,2023,0.00952391480601848,0.02423883580251859,-0.01098192241433297,0.702133742278914,0.00148273850504869,0.2026666666666669,0.17592090228803994,-0.010398770153330794,-0.011394778858054918,0.5489083625155841,0.18439292274224775,0.03218325643562749,0.004898614813469585
2023-06-30 23:59:59,BTC_CONCENTRATION,6,9,chain_tvl_med_chg7,1.9516,2023,0.040587056222089246,0.09901696327667375,0.0343731500662936,0.7373902976885638,0.005213198824736105,0.1473333333333336,0.22171015224908633,-0.005482043530488312,-0.11573075349776225,0.5145110847388142,0.183538235139911,0.04398953487845474,0.04968733288478533
2023-07-05 23:59:59,BTC_CONCENTRATION,1,4,breadth30,0.826,2023,0.031821994301871714,0.13490561057965889,0.008240784404820364,0.725210796776213,-0.010955031916104363,0.2413333333333336,1.488740375014278,-0.013208569672624404,-0.11195402697260337,0.5257159937465626,0.18477378389314544,0.044649923277945196,0.005933786285327702
2023-07-12 23:59:59,LARGE_ALT_ROTATION,3,6,breadth30,1.3672,2023,0.03056078871133962,0.16544835763294508,-0.008731786918252684,0.7302504743189588,0.005279621164436994,0.6226666666666669,2.653579392942268,-0.010717097757368399,-0.11319266765600948,0.52023469699945,0.18299561227707814,0.036993240332005066,-0.00803708204039529
2023-07-15 23:59:59,MIXED_NO_CLEAR_ROUTE,5,2,breadth30,2.9188,2023,0.012378252884867491,0.2073416662921681,-0.00027010984436925956,0.7205872653499025,-0.006977590596894771,0.5531428571428572,1.1248689797613023,-0.010954722522702761,-0.046478571007546154,0.5290389268659986,0.1838037112554586,0.03612477410400462,-0.006541375295246492
2023-09-28 23:59:59,BTC_CONCENTRATION,3,10,eth_share,0.6387,2023,0.0077336318918682645,0.009444808006343619,-0.025233167823718466,0.7228428255178673,-0.0013596691779963106,0.434,0.45100118451998705,-0.00023910760375052872,-0.04596842437187717,0.5293141428902596,0.1757105523605532,0.029489670355235354,-0.004990861616774034
2023-10-13 23:59:59,BTC_CONCENTRATION,4,11,breadth30,1.3708,2023,0.02098360812801656,0.053758087112094254,-0.007846779616597854,0.7268440998966027,0.00243916184697809,0.4511428571428572,0.6173967711776468,-0.003249228878878574,-0.0808975492969463,0.5200790148942506,0.17020552344147535,0.028416470458339636,-0.018586883896936062
2023-10-16 23:59:59,BTC_CONCENTRATION,1,2,btc_ret7,1.0341,2023,0.01142577049181089,0.020705998085444266,-0.027758517102334568,0.7253984879695671,0.00021192537211189855,0.36514285714285716,0.6548712594010663,-0.005157727712312303,-0.07161273355694164,0.5201454096207772,0.170286176269018,0.02721189246842137,-0.0562058856965677
2023-10-25 23:59:59,BTC_CONCENTRATION,1,7,breadth30,2.2337,2023,0.027257513749900302,0.22147189856124525,0.12178502707064838,0.7334509815348159,0.007292631981089204,0.6893333333333335,0.3585388680670733,0.0019163591593727158,-0.1279940282104426,0.4993979090012086,0.16563768580471705,0.030764542939973927,0.0418891238592027
2023-11-08 23:59:59,BROAD_RISK_EXPANSION,12,13,eth_share,0.5557,2023,0.018648917941450793,0.2665139955007313,0.022287867151205676,0.7218265496142591,-0.010971023577339034,0.8613333333333335,0.4224901866477495,0.005925463896617966,-0.11294070663363742,0.5028525044014747,0.16347393197667606,0.03361610483788968,0.0349247924508953
2023-11-11 23:59:59,BROAD_RISK_EXPANSION,10,1,chain_tvl_med_chg7,1.0519,2023,0.01570331134890555,0.30033639748162905,0.02625268826787012,0.7243895653637331,-0.009499545204606243,0.874666666666667,0.41235388453315264,0.006934740508402741,-0.06553363355462498,0.50506900076625,0.16657819028358736,0.03390508653160785,0.038586313574775676
2023-11-22 23:59:59,BROAD_RISK_EXPANSION,1,1,chain_tvl_med_chg7,1.1066,2023,0.004426781585826452,0.2354015353090014,0.015767751615388726,0.721392959354231,0.0029235245567248436,0.812,0.4621406265108119,0.01775973774789848,-0.024311220996261484,0.5038060078328153,0.164722078808012,0.041943964519487266,0.0024079814670565636
2023-12-09 23:59:59,BROAD_RISK_EXPANSION,16,3,top3_share_chg7,1.6265,2023,0.0010809124337349818,0.23871150338478575,0.14158773568609484,0.7252309678850903,0.004559631038270998,0.7737142857142858,0.7122252193916281,0.03027448563263646,0.009742442446994293,0.49613854508772826,0.16633264519598054,0.04796901102206061,0.06426732872726597
2023-12-14 23:59:59,BROAD_RISK_EXPANSION,12,1,top3_share_chg7,2.2472,2023,0.0020828019971319742,0.17501289950188403,0.058669756467742064,0.7137741573019222,-0.010295378264515579,0.636,0.5337544165440224,0.027305167679658515,-0.05850887678061989,0.5021322075882998,0.16246979056181846,0.04777583136732925,0.048904557468867016
2023-12-17 23:59:59,BROAD_RISK_EXPANSION,9,2,breadth30,2.4544,2023,0.0030176880407941273,0.15210298809570183,-0.030277765466147393,0.7103266364848247,-0.013219934964447733,0.48685714285714293,0.5387744474958527,0.02502568303215602,-0.03263768464306516,0.5053290721728735,0.1615287269682869,0.04704157059496334,0.01577885519980704
2023-12-21 23:59:59,BROAD_RISK_EXPANSION,5,3,chain_tvl_med_chg7,1.1144,2023,0.00791205771426634,0.15348100746953688,0.01775459974356708,0.7107300941975504,-0.0032159491432852683,0.654666666666667,0.5318172111700195,0.021100644618088877,-0.0534772309608608,0.4997041671460227,0.15694538028583405,0.04752105776444553,-0.001412527262913632
2024-01-10 23:59:59,MIXED_NO_CLEAR_ROUTE,12,1,breadth30,1.5808,2024,0.001958838540087493,0.04640990162581482,0.033533128459619144,0.7144745113273497,0.023093010156538196,0.3753333333333336,0.4341772969600872,0.028371887748455265,-0.057152810267708354,0.4963500839035655,0.157048292320393,0.050781195328564184,-0.009768940017792735
2024-01-31 23:59:59,MIXED_NO_CLEAR_ROUTE,1,2,top3_share,3.2304,2024,-0.007356683769427848,0.013861787077924403,0.06182257309388861,0.7032937472148332,0.0010172022301212873,0.23133333333333359,0.24115742957093242,0.033445532487269856,0.011359065593051332,0.5173025618233417,0.16091987540048472,0.0479445496686883,-0.010060194419375593
2024-02-13 23:59:59,BTC_CONCENTRATION,1,3,chain_tvl_med_chg7,1.5085,2024,0.017007338477256512,0.1077690152541196,0.1387909233092536,0.7157918278374683,0.005775698086270209,0.3700000000000003,0.2343184394086804,0.022447467390369846,-0.11451780551488248,0.496761383317809,0.1627839472361147,0.03556574106002639,0.05811272061150907
2024-02-25 23:59:59,BTC_CONCENTRATION,1,11,eth_rel30,1.4201,2024,0.008418616501452888,0.2816234340763906,-0.0017786862076523136,0.7148150310041003,-0.0018083258219657727,0.814666666666667,0.37806082088195486,0.03185351687436477,0.04615033267483337,0.5074558252410363,0.17433566576927872,0.03486633595274997,0.019095480655527092
2024-03-02 23:59:59,MID_CAP_ROTATION,7,5,chain_tvl_med_chg7,2.169,2024,0.017447649197905115,0.4450167911808611,0.20979149745045933,0.7193975332928652,0.0042365523668780325,0.8220000000000002,0.4687441789655556,0.03702266182107805,0.03858180909186282,0.49255097973855433,0.17091395713175025,0.03768518199076918,0.059357975697055476
2024-03-07 23:59:59,MID_CAP_ROTATION,2,4,btc_ret7,2.352,2024,0.014595378494590694,0.5457642554745862,0.14284235048042362,0.7179653122211793,-0.002208197058510312,0.8386666666666668,0.7064312993994343,0.04885680552044103,0.05263670331430218,0.4933839566634341,0.17235923717586243,0.04541563158236234,0.11624230813480582
2024-03-09 23:59:59,MID_CAP_ROTATION,1,1,top3_share_chg7,1.1479,2024,0.008507139583761517,0.5411288818040534,0.09384054758874294,0.7139552769937548,-0.0069065865584287955,0.8413333333333336,0.8445130479077148,0.052756011035613413,0.06467579350408426,0.4997885331305477,0.1742424319383725,0.04822799261889815,0.08138732949225336
2024-03-29 23:59:59,BTC_CONCENTRATION,6,11,btc_dom_chg30,1.7159,2024,0.008282644802613894,0.28867663761595747,0.07778149911708783,0.6986300615153908,-0.004018426339700699,0.7206666666666669,0.5882630953804034,0.07347730630680778,-0.1496929071721702,0.4955478958482364,0.15604162387757567,0.0633235425815365,0.06591147827348687
2024-04-03 23:59:59,BTC_CONCENTRATION,1,2,chain_tvl_med_chg7,1.7145,2024,-0.00013506799937027894,0.10073302617632358,-0.002525502958093062,0.6978664353977063,-0.0007863940929500787,0.5086666666666669,0.4048648010285971,0.0657691659735451,-0.09731985973115898,0.4961724181993111,0.15507290838034274,0.06326422411915311,0.05588528343865703
2024-04-10 23:59:59,MIXED_NO_CLEAR_ROUTE,22,6,chain_tvl_med_chg7,1.5635,2024,0.006637843640614038,0.021004494362579413,0.018819522719924747,0.7036330163544853,0.005622244863562442,0.3013333333333335,0.31540117247829413,0.07291623884611573,-0.10960041257178572,0.49250359183776193,0.1569201692083603,0.05830864395578283,-0.032752077303692055
2024-04-19 23:59:59,MIXED_NO_CLEAR_ROUTE,13,1,top3_share_chg7,1.8795,2024,0.01958874186174636,-0.04465259231675459,-0.09345984627457271,0.7220476085915024,0.016927995016576564,0.14333333333333356,0.30440472975736066,0.06210915433796468,-0.0665615740956819,0.4776958382434003,0.15393404193429902,0.06599570996164668,-0.12375354359273986
2024-04-23 23:59:59,MIXED_NO_CLEAR_ROUTE,9,2,chain_tvl_med_chg7,2.8657,2024,0.01919253848812726,0.01791150082196365,0.019937361973561846,0.7139706335187292,-0.008928481590184445,0.16333333333333355,0.5207924039657629,0.06045882955772375,-0.08203401118884028,0.48182407515990566,0.1524874962797452,0.06353028965097252,-0.029112230081615453
2024-05-17 23:59:59,MIXED_NO_CLEAR_ROUTE,3,2,breadth30,1.4125,2024,0.000878405202176001,0.0011232680313425503,0.03460146654781271,0.7158013569612701,0.005246839391511789,0.32200000000000023,0.21260379671454077,0.030841711648161407,-0.052283751928345966,0.4761196374862393,0.14670827159831382,0.0420967403766009,-0.03656268427181623
2024-05-20 23:59:59,MIXED_NO_CLEAR_ROUTE,1,2,eth_rel30,1.5898,2024,0.0018040445392972781,0.03813699072157806,0.07860214145621236,0.7167074768584006,0.0068361066890014754,0.3908571428571429,0.2163550048995204,0.03134669042020412,-0.0411364813200478,0.475891793704103,0.14822426263947894,0.04198915660544884,0.022320343319151337
2024-06-06 23:59:59,MIXED_NO_CLEAR_ROUTE,6,1,breadth30,1.5658,2024,-0.006721684669541224,0.11612827931756654,0.02554109806008627,0.710471447887886,0.0010118184423836274,0.5425714285714286,0.2902655419964512,0.003801905730998145,0.12688986532282254,0.49771784741888014,0.16671500877642886,0.0404333526164947,-0.01699213221543296
2024-06-12 23:59:59,MIXED_NO_CLEAR_ROUTE,1,2,btc_ret7,0.9894,2024,-0.00022281944630471914,0.12378695638655646,-0.002526621127645049,0.7199882655161268,0.008792861694717121,0.33057142857142857,0.31923993294802805,0.011301226452961352,0.11420655458230566,0.4871064707267078,0.16456886262022605,0.042309693559459266,0.006413061341017841
2024-07-20 23:59:59,BTC_CONCENTRATION,4,1,breadth30,0.9745,2024,0.020471718953578213,-0.008879876722786229,0.12606667506090652,0.7546346456865877,-0.000627265291473611,0.39533333333333354,0.22258554798613797,0.01300473862936887,-0.01327627197386009,0.4653901706707251,0.17262696307394113,0.047394753372449076,0.08755009701555172
2024-07-23 23:59:59,BTC_CONCENTRATION,1,2,btc_ret7,1.6828,2024,0.005670432638145373,0.05040076523236888,0.0989836667897898,0.7544745664440706,-0.0003120341019691164,0.48,0.23947455411617127,0.01651674832101498,-0.05286321327616661,0.4615313437985091,0.16974353665718223,0.04707169737174308,0.1127117497558479
2024-08-05 23:59:59,BTC_CONCENTRATION,3,11,btc_dom_chg30,9.6648,2024,0.053215635480813546,0.03709233459209319,-0.11646653228049635,0.7624981789629143,0.007212291459898583,0.2420000000000002,0.16742358674597205,0.017406360645976893,-0.11765496701457212,0.4500172928168223,0.15938631867549022,0.04702629379199994,-0.02987493861545441
2024-08-07 23:59:59,BTC_CONCENTRATION,1,1,chain_tvl_med_chg7,2.3152,2024,0.020505379513655164,0.0033161844608133872,-0.15357316570747237,0.7597508779996885,0.004329165595321561,0.206,0.16843861897599197,0.015446065977916682,-0.142394028728006,0.44768555327448906,0.1513016930903864,0.046765724107166194,-0.09722941861388534
2024-08-13 23:59:59,MIXED_NO_CLEAR_ROUTE,6,5,chain_tvl_med_chg7,1.234,2024,0.02462568993147101,0.024413324865768322,0.03802589926419545,0.7587799046974117,-0.0028117521651918054,0.19971428571428573,0.17705500870526847,0.019239282188835066,-0.18834148954446792,0.4444433543570248,0.14914706493014396,0.05285818654516591,-0.05706585067608966
2024-09-06 23:59:59,BROAD_RISK_EXPANSION,20,2,chain_tvl_med_chg7,1.1089,2024,0.0064948473464929235,0.002251667918427458,-0.054349090031421965,0.7589749048956793,0.003460301958831513,0.414,0.18798919247948526,0.037216667068032346,-0.062322855999821535,0.44329400999396273,0.1431751451590402,0.050655664734987664,-0.03944794870120739
2024-09-20 23:59:59,BROAD_RISK_EXPANSION,6,3,eth_rel30,0.8024,2024,0.016292763363235263,0.04466569531734654,0.07641070147578348,0.7250033641085384,0.004938148298991567,0.5086666666666669,0.24122148338355712,0.019847544381276228,-0.12114969610143622,0.45758378017099877,0.12847569157658278,0.04061683834302599,0.024535318683294022
2024-10-03 23:59:59,BTC_CONCENTRATION,4,1,top3_share_chg7,2.0398,2024,0.00997981471401832,0.05363465976189671,-0.03121572219793615,0.7498376300022196,0.010128263017539663,0.670666666666667,0.2698371094868194,0.015413161829061309,-0.06157056956736684,0.4415314004266387,0.13646827349802526,0.04209240820977178,0.05138955956244414
2024-10-24 23:59:59,BTC_CONCENTRATION,4,17,top3_share_chg7,1.448,2024,0.022836220930598988,0.057866428145005123,0.0035701530488265,0.7422656116733521,-0.0009666693683741163,0.3726666666666669,0.27248294918573185,0.0035631906917989267,-0.06241290246194975,0.44051193799843996,0.13213854003682599,0.041840145486303194,0.025884237072767973
2024-10-27 23:59:59,BTC_CONCENTRATION,1,2,top3_share_chg7,1.4587,2024,0.014829303526121456,0.04785503035618133,-0.011462694533064735,0.746056913435604,-0.008953726300610865,0.2146666666666669,0.2471099629011129,-0.0010882321518873583,-0.08610513731507252,0.43268594408271505,0.1297139911995423,0.04300078328845549,-0.0048101828728590035
2024-11-03 23:59:59,BTC_CONCENTRATION,13,6,top3_share_chg7,1.2249,2024,0.031476938910305195,0.14038774498204898,0.03556477923632584,0.7639879551405683,0.016079789173173986,0.344,0.2864591818302941,-0.00010042506572744652,-0.09701969311105178,0.41524350818743666,0.12810913331848034,0.039729330437724523,-0.015760165685890115
2024-11-06 23:59:59,BTC_CONCENTRATION,10,2,top3_share_chg7,1.4593,2024,0.02436961850117127,0.10411844234886547,-0.021417344431793734,0.7601412169620991,0.007322761138570814,0.214,0.21172391769973498,0.002874321850548626,-0.10197331337949131,0.4177783527345468,0.12512537533837534,0.03957321297253538,-0.0047788944910504005
2024-11-09 23:59:59,BTC_CONCENTRATION,7,2,chain_tvl_med_chg7,2.3222,2024,0.01626240935839096,0.23350582735284178,0.07609845507424799,0.7287322744580012,-0.03445392534894365,0.5533333333333336,0.24824553767130716,0.015408754260740029,-0.04601667771130239,0.4437249113215073,0.12738457283305335,0.044806670762451685,-0.010722256202905336
2024-11-11 23:59:59,BTC_CONCENTRATION,5,1,btc_ret7,2.8633,2024,0.011411992768204926,0.27534639818190804,0.12680938853336032,0.7426282954757356,-0.015577438180280203,0.7000000000000003,0.28082133418001737,0.02717759502421087,0.016017680219463964,0.43389012911302843,0.1345171110555295,0.04638047462147558,0.08268435718968685
2024-11-15 23:59:59,BTC_CONCENTRATION,1,2,top3_share_chg7,1.276,2024,0.01673224073183784,0.32887137864993604,0.18623663746497673,0.7385230987283022,-0.0027690387693700322,0.5513333333333336,0.3673697227597939,0.04127577438193675,-0.1228888556496494,0.4272941520946418,0.126202752377722,0.05073640567898127,0.25445263130044604
2024-11-21 23:59:59,BROAD_RISK_EXPANSION,6,5,top3_share_chg7,2.079,2024,0.02711685140669684,0.3543636317595613,0.04145678534716346,0.7487013614012606,0.02217005623363059,0.6231428571428571,0.40813799445146776,0.07036330012165704,-0.1888573026782098,0.4134252165821936,0.12097129432231375,0.05860067389807604,0.04936396218251449
2024-11-24 23:59:59,BROAD_RISK_EXPANSION,3,2,chain_tvl_med_chg7,1.2536,2024,0.022616528268959674,0.43450364944835673,0.07971428967241079,0.7360556747047148,-0.010898438820671355,0.6980000000000003,0.40976108818675516,0.08396756271891388,-0.1463461046411126,0.4248465573872491,0.1204822397132826,0.061354360567079574,0.05392597385843147
2024-12-25 23:59:59,MIXED_NO_CLEAR_ROUTE,1,1,btc_ret7,1.1499,2024,-0.013867528997728326,0.006756970423308362,-0.07032653824724111,0.7209756011296591,-0.0021674503454536254,0.3740000000000003,0.488545800797531,0.08720103957325194,0.0314127230001191,0.4399477980434253,0.12020076437298674,0.07145866269302491,-0.11376060605538933
2025-01-03 23:59:59,MIXED_NO_CLEAR_ROUTE,4,1,top3_share,1.5975,2025-2026,0.022790881377546035,-0.01514865129488474,-0.026576234133364313,0.7201157826704567,0.006196985295204034,0.158,0.4853779629985207,0.059155234566656466,-0.055979594462759796,0.4411665537587225,0.12109813885114731,0.06667543727990738,-0.027481325272233497
