plateau,chain,start,end,duration_d,release_trigger,release_z,fwd14_mkt_ret
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9628,9631,4,imp_share,1.3038,0.00475
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9652,9656,5,imp_share,0.6567,-0.02108
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9658,9660,3,vel7,0.8765,-0.00092
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9690,9702,13,imp_share,1.4028,0.01206
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9722,9724,3,imp_share,1.7148,-0.00418
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9732,9739,8,tvl_chg7,1.296,0.06561
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9760,9767,8,tvl_chg7,0.5841,0.00962
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9772,9774,3,imp_share,3.058,0.00703
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9803,9805,3,imp_share,2.0501,-0.01428
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9826,9829,4,vel7,0.2294,-0.0316
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9831,9834,4,imp_share,1.0447,0.01235
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9852,9854,3,imp_share,2.0971,0.01193
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9855,9858,4,tvl_chg7,2.0288,-0.02751
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9860,9867,8,tvl_chg7,0.4699,0.01654
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9874,9878,5,imp_share,0.8873,0.00181
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9896,9900,5,imp_share,0.873,-0.0004
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9919,9922,4,tvl_chg7,0.3016,0.00221
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9925,9927,3,imp_share,1.1502,0.02375
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9951,9953,3,vel7,1.2447,-0.00282
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9969,9974,6,tvl_chg7,1.2659,-0.00063
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9983,9987,5,imp_share,1.1654,0.02349
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10002,10005,4,imp_share,1.1583,0.01209
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10006,10010,5,tvl_chg7,1.6849,0.02887
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10012,10014,3,vel7,1.8742,0.0387
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10021,10026,6,vel7,1.4978,-0.01084
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10039,10042,4,tvl_chg7,2.1036,0.00508
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10073,10100,28,tvl_chg7,2.3625,0.02811
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10110,10117,8,tvl_chg7,1.056,-0.0326
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10124,10127,4,imp_share,1.1643,0.00532
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10137,10141,5,vel7,1.7028,0.00603
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10149,10151,3,tvl_chg7,0.6483,-0.01296
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10152,10155,4,tvl_chg7,1.3017,-0.00451
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10162,10173,12,vel7,2.1277,-0.02559
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10183,10186,4,tvl_chg7,0.3509,-0.01247
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10222,10231,10,vel7,0.9681,-0.03512
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10250,10253,4,vel7,2.2,0.00989
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10260,10262,3,vel7,4.1345,0.03332
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10278,10281,4,tvl_chg7,0.8647,-0.01201
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10294,10296,3,vel7,3.2374,-0.0057
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10304,10308,5,imp_share,2.8299,0.0334
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10316,10318,3,vel7,1.3636,0.01169
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10330,10332,3,vel7,3.6103,0.01602
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10347,10351,5,vel7,1.5744,-0.00209
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10356,10364,9,vel7,2.1563,0.00146
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10390,10394,5,imp_share,2.6883,0.00123
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10431,10433,3,tvl_chg7,0.2314,0.01259
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10435,10438,4,tvl_chg7,0.3209,-0.06505
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10463,10471,9,imp_share,2.7324,0.03995
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10491,10498,8,imp_share,2.6557,0.03322
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10514,10517,4,tvl_chg7,0.3093,-0.03557
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10519,10521,3,imp_share,2.619,0.04201
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10522,10525,4,vel7,0.4158,-0.00496
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10558,10561,4,vel7,1.9153,0.00342
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10568,10573,6,tvl_chg7,0.4715,-0.01995
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10574,10581,8,imp_share,2.6201,0.00093
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10582,10584,3,vel7,1.1778,-0.00895
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10595,10599,5,vel7,2.0087,0.02537
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10602,10606,5,tvl_chg7,0.6367,0.01793
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10628,10630,3,vel7,0.0715,0.01681
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10631,10633,3,imp_share,2.491,0.01542
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10634,10637,4,imp_share,1.233,0.01203
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10651,10660,10,tvl_chg7,1.4193,0.02799
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10674,10683,10,tvl_chg7,0.8522,0.01661
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10754,10760,7,imp_share,1.676,-0.03311
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10789,10792,4,imp_share,0.6378,-0.00947
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10838,10841,4,imp_share,1.4221,0.00056
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10871,10874,4,imp_share,1.4658,-0.00848
P1_CHAIN_LIQ_NO_NATIVE,Polygon,10906,10908,3,tvl_chg7,0.9154,0.01961
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,7875,7882,8,,0.0,-0.01763
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,7927,7936,10,vel7,0.3948,0.02035
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,7937,7939,3,vel7,0.4022,0.03447
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,7959,7962,4,imp_share,2.2724,0.00515
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8046,8048,3,vel7,0.7117,-0.00709
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8049,8051,3,vel7,0.4783,0.07277
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8059,8065,7,vel7,1.3045,0.02503
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8071,8073,3,tvl_chg7,0.1323,-0.04994
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8098,8104,7,vel7,0.7198,0.00962
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8115,8118,4,vel7,0.122,-0.00783
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8139,8142,4,tvl_chg7,0.3903,-0.01428
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8159,8164,6,tvl_chg7,0.5329,0.00193
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8192,8194,3,vel7,3.2919,0.07442
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8197,8199,3,imp_share,1.0317,-0.00777
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8210,8216,7,vel7,1.2273,-0.00194
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8272,8274,3,tvl_chg7,0.4447,-0.00138
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8299,8302,4,tvl_chg7,0.6437,0.0026
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8303,8306,4,tvl_chg7,0.4513,0.00121
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8308,8313,6,vel7,2.7005,-0.00156
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8316,8318,3,vel7,4.339,-0.00729
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8340,8347,8,imp_share,1.1817,0.02887
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8376,8379,4,tvl_chg7,2.2378,0.00508
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8404,8415,12,tvl_chg7,0.8591,0.00832
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8416,8422,7,tvl_chg7,0.8174,-0.05455
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8432,8437,6,tvl_chg7,1.8715,0.02811
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8449,8455,7,tvl_chg7,1.5598,0.03332
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8461,8464,4,tvl_chg7,1.2037,0.00532
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8473,8475,3,tvl_chg7,1.9402,0.02902
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8486,8490,5,imp_share,1.1896,0.00191
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8502,8509,8,vel7,2.5772,0.01924
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8557,8567,11,tvl_chg7,1.8981,0.003
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8594,8596,3,tvl_chg7,0.5284,0.01019
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8616,8619,4,tvl_chg7,1.0867,-0.00172
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8642,8646,5,vel7,3.6052,-0.00524
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8648,8652,5,vel7,2.331,0.02371
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8669,8681,13,tvl_chg7,0.9792,0.02284
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8694,8698,5,vel7,2.3592,-0.01673
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8699,8702,4,tvl_chg7,1.2088,0.00146
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8722,8724,3,tvl_chg7,1.275,-0.00664
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8725,8727,3,imp_share,1.3526,-0.03923
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8728,8732,5,imp_share,2.6981,0.00123
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8767,8769,3,imp_share,1.3558,0.11594
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8771,8774,4,tvl_chg7,0.5346,-0.03263
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8777,8779,3,imp_share,1.3773,0.01265
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8839,8844,6,tvl_chg7,1.2814,-0.00338
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8871,8873,3,imp_share,2.5285,-0.00836
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8874,8876,3,vel7,0.1382,-0.01855
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8907,8909,3,imp_share,2.4323,0.00872
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8919,8923,5,tvl_chg7,1.2786,0.02102
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8925,8927,3,vel7,0.0761,0.03332
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8949,8952,4,tvl_chg7,2.5072,-0.00063
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8963,8965,3,tvl_chg7,1.8914,-0.0094
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,8997,9001,5,imp_share,2.1698,0.01337
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,9039,9041,3,tvl_chg7,0.1117,-0.0036
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,9061,9063,3,tvl_chg7,0.4653,0.00277
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,9080,9082,3,tvl_chg7,0.7074,-0.00535
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,9085,9087,3,vel7,0.3132,0.01102
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,9094,9098,5,tvl_chg7,1.1101,-0.03007
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,9107,9109,3,tvl_chg7,2.3151,-0.12178
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,9184,9186,3,imp_share,2.1822,-0.00118
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,9187,9193,7,imp_share,2.1993,0.00425
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,9270,9272,3,vel7,2.179,0.00991
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,9278,9280,3,imp_share,2.1051,0.0172
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,9284,9288,5,imp_share,2.1235,-0.00197
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,9305,9307,3,vel7,0.8951,-0.01305
P1_CHAIN_LIQ_NO_NATIVE,OP Mainnet,9315,9318,4,imp_share,2.111,
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3528,3531,4,,0.0,0.0078
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3555,3557,3,imp_share,2.3479,-0.02751
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3560,3565,6,vel7,0.9709,0.00931
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3596,3599,4,tvl_chg7,0.1456,-0.0004
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3600,3603,4,tvl_chg7,0.7932,0.00257
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3624,3630,7,vel7,6.2159,-0.02082
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3645,3654,10,tvl_chg7,3.5989,0.0049
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3670,3674,5,imp_share,2.5896,0.02215
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3691,3697,7,tvl_chg7,0.3981,-0.02932
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3717,3719,3,imp_share,2.2535,0.03973
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3750,3752,3,imp_share,1.1112,-0.00477
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3761,3769,9,imp_share,1.1298,0.02954
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3771,3776,6,tvl_chg7,1.4288,0.01578
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3783,3800,18,tvl_chg7,2.5898,-0.0295
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3809,3812,4,imp_share,2.3601,-0.06199
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3814,3817,4,tvl_chg7,1.0112,0.03332
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3835,3842,8,tvl_chg7,1.1016,-0.02245
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3851,3854,4,vel7,2.338,-0.00451
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3860,3862,3,imp_share,0.5966,0.00984
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3864,3871,8,vel7,1.0223,0.01924
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3884,3886,3,vel7,1.3165,0.01808
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3917,3919,3,tvl_chg7,1.4892,-0.00891
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3924,3933,10,vel7,1.7745,-0.02198
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3949,3952,4,tvl_chg7,4.422,0.00989
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3959,3963,5,tvl_chg7,0.7464,-0.01912
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3972,3975,4,imp_share,1.5174,0.01427
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,3976,3980,5,tvl_chg7,1.0974,-0.01201
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4012,4014,3,imp_share,1.0107,0.02371
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4015,4020,6,imp_share,1.271,0.08277
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4031,4033,3,vel7,2.4436,0.00291
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4034,4036,3,vel7,1.206,0.05144
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4043,4046,4,tvl_chg7,0.2616,0.00429
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4047,4053,7,tvl_chg7,0.1467,-0.00922
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4058,4060,3,imp_share,0.5191,-0.01673
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4065,4070,6,imp_share,1.5986,0.00267
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4071,4078,8,tvl_chg7,1.1628,-0.01542
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4090,4094,5,imp_share,2.1478,0.00123
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4109,4113,5,vel7,1.5744,0.02748
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4161,4163,3,imp_share,1.0834,0.00657
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4168,4174,7,vel7,0.2524,0.0077
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4205,4211,7,tvl_chg7,0.4354,0.02379
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4247,4254,8,imp_share,2.0409,0.00673
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4281,4284,4,imp_share,1.0038,-0.01432
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4310,4316,7,imp_share,1.9814,0.00829
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4321,4324,4,vel7,1.1423,0.01517
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4344,4351,8,vel7,0.3842,0.01522
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4359,4369,11,tvl_chg7,1.2215,0.02799
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4383,4389,7,vel7,0.4361,0.01276
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4417,4421,5,tvl_chg7,0.6696,-0.02491
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4422,4424,3,imp_share,1.4095,0.00278
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4441,4443,3,imp_share,1.3916,-0.0065
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4469,4471,3,tvl_chg7,2.5204,-0.12178
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4512,4519,8,tvl_chg7,0.5876,0.00958
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4533,4536,4,tvl_chg7,5.3592,0.00326
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4537,4541,5,tvl_chg7,3.7674,0.0099
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4545,4554,10,vel7,1.5957,-0.00749
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4562,4564,3,imp_share,1.448,0.00482
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4566,4568,3,vel7,0.3518,-0.01138
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4578,4583,6,tvl_chg7,0.2516,-0.00848
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4617,4620,4,tvl_chg7,0.6254,0.0103
P1_CHAIN_LIQ_NO_NATIVE,Bitcoin,4636,4638,3,tvl_chg7,0.9449,-0.00437
P1_CHAIN_LIQ_NO_NATIVE,Sui,13314,13317,4,,0.0,-0.00524
P1_CHAIN_LIQ_NO_NATIVE,Sui,13318,13322,5,,0.0,-0.01514
P1_CHAIN_LIQ_NO_NATIVE,Sui,13332,13334,3,,0.0,0.01071
P1_CHAIN_LIQ_NO_NATIVE,Sui,13337,13339,3,imp_share,2.7924,0.04972
P1_CHAIN_LIQ_NO_NATIVE,Sui,13340,13342,3,vel7,3.5399,0.00291
P1_CHAIN_LIQ_NO_NATIVE,Sui,13354,13357,4,tvl_chg7,1.2419,-0.06423
P1_CHAIN_LIQ_NO_NATIVE,Sui,13366,13370,5,vel7,1.4887,-0.01721
P1_CHAIN_LIQ_NO_NATIVE,Sui,13371,13374,4,tvl_chg7,1.2604,-0.03684
P1_CHAIN_LIQ_NO_NATIVE,Sui,13389,13391,3,vel7,1.7355,-0.00543
P1_CHAIN_LIQ_NO_NATIVE,Sui,13404,13406,3,vel7,2.812,-0.008
P1_CHAIN_LIQ_NO_NATIVE,Sui,13438,13443,6,tvl_chg7,1.0722,0.03369
P1_CHAIN_LIQ_NO_NATIVE,Sui,13448,13450,3,imp_share,2.7587,0.01265
P1_CHAIN_LIQ_NO_NATIVE,Sui,13481,13487,7,tvl_chg7,0.928,-0.0021
P1_CHAIN_LIQ_NO_NATIVE,Sui,13502,13504,3,imp_share,0.9267,0.00382
P1_CHAIN_LIQ_NO_NATIVE,Sui,13523,13529,7,imp_share,0.6833,-0.0253
P1_CHAIN_LIQ_NO_NATIVE,Sui,13546,13549,4,imp_share,0.9348,-0.00158
P1_CHAIN_LIQ_NO_NATIVE,Sui,13557,13560,4,tvl_chg7,1.5385,-0.00931
P1_CHAIN_LIQ_NO_NATIVE,Sui,13585,13588,4,imp_share,0.9699,-0.01912
P1_CHAIN_LIQ_NO_NATIVE,Sui,13596,13599,4,imp_share,1.9341,0.00093
P1_CHAIN_LIQ_NO_NATIVE,Sui,13619,13622,4,tvl_chg7,1.0316,-0.00482
P1_CHAIN_LIQ_NO_NATIVE,Sui,13633,13635,3,imp_share,1.5077,6e-05
P1_CHAIN_LIQ_NO_NATIVE,Sui,13650,13657,8,imp_share,0.7782,0.00639
P1_CHAIN_LIQ_NO_NATIVE,Sui,13672,13678,7,tvl_chg7,3.039,0.02799
P1_CHAIN_LIQ_NO_NATIVE,Sui,13709,13711,3,vel7,1.0038,-0.00364
P1_CHAIN_LIQ_NO_NATIVE,Sui,13736,13738,3,imp_share,1.6351,-0.00723
P1_CHAIN_LIQ_NO_NATIVE,Sui,13748,13754,7,imp_share,1.4167,-0.00042
P1_CHAIN_LIQ_NO_NATIVE,Sui,13770,13772,3,vel7,2.0017,-0.00029
P1_CHAIN_LIQ_NO_NATIVE,Sui,13773,13778,6,vel7,1.7782,-0.03311
P1_CHAIN_LIQ_NO_NATIVE,Sui,13805,13807,3,imp_share,1.1603,0.05278
P1_CHAIN_LIQ_NO_NATIVE,Sui,13816,13818,3,imp_share,2.3345,0.02121
P1_CHAIN_LIQ_NO_NATIVE,Sui,13860,13864,5,imp_share,1.0611,0.00425
P1_CHAIN_LIQ_NO_NATIVE,Sui,13865,13867,3,tvl_chg7,0.3738,-0.00036
P1_CHAIN_LIQ_NO_NATIVE,Sui,13923,13927,5,vel7,1.2416,0.03864
P1_CHAIN_LIQ_NO_NATIVE,Sui,13947,13951,5,vel7,3.0473,0.0172
P1_CHAIN_LIQ_NO_NATIVE,Sui,13955,13959,5,vel7,0.4885,-0.00197
P1_CHAIN_LIQ_NO_NATIVE,Hyperliquid L1,7241,7244,4,,0.0,-0.00921
P1_CHAIN_LIQ_NO_NATIVE,Hyperliquid L1,7265,7267,3,,0.0,-0.03923
P1_CHAIN_LIQ_NO_NATIVE,Hyperliquid L1,7303,7306,4,imp_share,2.0196,0.00453
P1_CHAIN_LIQ_NO_NATIVE,Hyperliquid L1,7323,7330,8,,0.0,0.02032
P1_CHAIN_LIQ_NO_NATIVE,Hyperliquid L1,7378,7382,5,imp_share,2.1042,-0.01262
P1_CHAIN_LIQ_NO_NATIVE,Hyperliquid L1,7486,7488,3,imp_share,2.0994,0.01244
P1_CHAIN_LIQ_NO_NATIVE,Hyperliquid L1,7491,7493,3,imp_share,2.0885,0.01793
P1_CHAIN_LIQ_NO_NATIVE,Hyperliquid L1,7496,7498,3,tvl_chg7,0.3809,0.01143
P1_CHAIN_LIQ_NO_NATIVE,Hyperliquid L1,7544,7546,3,tvl_chg7,0.8956,0.00622
P1_CHAIN_LIQ_NO_NATIVE,Hyperliquid L1,7733,7737,5,tvl_chg7,0.8563,0.0125
P1_CHAIN_LIQ_NO_NATIVE,Hyperliquid L1,7750,7759,10,imp_share,0.742,-0.01466
P1_CHAIN_LIQ_NO_NATIVE,Hyperliquid L1,7800,7802,3,tvl_chg7,1.1158,-0.01464
P1_CHAIN_LIQ_NO_NATIVE,PulseChain,11041,11043,3,tvl_chg7,0.7853,-0.01974
P1_CHAIN_LIQ_NO_NATIVE,PulseChain,11145,11147,3,tvl_chg7,0.8574,-0.00364
P1_CHAIN_LIQ_NO_NATIVE,PulseChain,11164,11166,3,vel7,5.8426,-0.02491
P1_CHAIN_LIQ_NO_NATIVE,PulseChain,11175,11177,3,imp_share,2.5288,0.00091
P1_CHAIN_LIQ_NO_NATIVE,PulseChain,11208,11213,6,tvl_chg7,1.6127,0.02172
P1_CHAIN_LIQ_NO_NATIVE,PulseChain,11239,11241,3,vel7,1.4271,0.03605
P1_CHAIN_LIQ_NO_NATIVE,PulseChain,11252,11254,3,imp_share,2.5,0.02121
P1_CHAIN_LIQ_NO_NATIVE,PulseChain,11268,11271,4,tvl_chg7,0.9764,0.00088
P1_CHAIN_LIQ_NO_NATIVE,PulseChain,11295,11308,14,tvl_chg7,1.7356,0.00693
P1_CHAIN_LIQ_NO_NATIVE,PulseChain,11322,11327,6,imp_share,2.2578,
P1_CHAIN_LIQ_NO_NATIVE,Cronos,4725,4727,3,imp_share,2.4371,0.00291
P1_CHAIN_LIQ_NO_NATIVE,Cronos,4730,4735,6,tvl_chg7,0.6426,-0.00209
P1_CHAIN_LIQ_NO_NATIVE,Cronos,4845,4847,3,imp_share,2.5743,0.03771
P1_CHAIN_LIQ_NO_NATIVE,Cronos,4884,4889,6,tvl_chg7,0.9041,0.01354
P1_CHAIN_LIQ_NO_NATIVE,Cronos,4927,4929,3,imp_share,2.3932,-0.01462
P1_CHAIN_LIQ_NO_NATIVE,Cronos,4950,4954,5,vel7,0.2867,-0.01882
P1_CHAIN_LIQ_NO_NATIVE,Cronos,4978,4980,3,vel7,0.5972,-0.00972
P1_CHAIN_LIQ_NO_NATIVE,Cronos,4983,4988,6,tvl_chg7,0.5186,0.0073
P1_CHAIN_LIQ_NO_NATIVE,Cronos,5003,5008,6,vel7,3.1408,-0.01466
P2_VELOCITY_NO_BREADTH,MARKET,17,27,11,,0.0,0.00628
