n_cells,n_groups,propagation,reentry,directional_entropy,rank_recruitment,tail_activation,next_state_distribution,verdict
16,16,1.0,1.0,1.0,1.0,1.0,1.0,INFORMATION_RETENTION_CURVE_BUILT
12,12,0.9937149179849124,0.9953453309895985,0.9203719638589289,0.9932495418997421,0.9919861213881995,1.0,INFORMATION_RETENTION_CURVE_BUILT
8,8,0.9882937166650283,0.9855370566942786,0.9146275609298854,0.9624715287673992,0.9906544815155258,0.9623456174319931,INFORMATION_RETENTION_CURVE_BUILT
6,6,0.9761475388152441,0.9548374843992088,0.8887620722527023,0.7428335638581637,0.9290566837596683,1.0,INFORMATION_RETENTION_CURVE_BUILT
4,4,0.948641996453684,0.7762266734761785,0.8434035894524334,0.5966741837657454,0.8836990968376831,1.0,INFORMATION_RETENTION_CURVE_BUILT
