from,to,horizon,n,prob,transition_entropy,self_transition_share,dominant_exit,verdict
HH_LA_LE,LL_LA_HE,1,0,0.0,1.4636432706199425,0.4461538461538462,HH_HA_LE,TRANSITION_MATRIX_BUILT
HH_LA_LE,LL_LA_LE,1,1,0.0038461538461538464,1.4636432706199425,0.4461538461538462,HH_HA_LE,TRANSITION_MATRIX_BUILT
HL_HA_HE,HH_HA_HE,1,3,0.04054054054054054,2.264316894214609,0.32432432432432434,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_HA_HE,HH_HA_LE,1,0,0.0,2.264316894214609,0.32432432432432434,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_HA_HE,HH_LA_HE,1,1,0.013513513513513514,2.264316894214609,0.32432432432432434,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_HA_HE,HH_LA_LE,1,0,0.0,2.264316894214609,0.32432432432432434,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_HA_HE,HL_HA_HE,1,24,0.32432432432432434,2.264316894214609,0.32432432432432434,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_HA_HE,HL_HA_LE,1,4,0.05405405405405406,2.264316894214609,0.32432432432432434,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_HA_HE,HL_LA_HE,1,29,0.3918918918918919,2.264316894214609,0.32432432432432434,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_HA_HE,HL_LA_LE,1,4,0.05405405405405406,2.264316894214609,0.32432432432432434,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_HA_HE,LH_HA_HE,1,0,0.0,2.264316894214609,0.32432432432432434,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_HA_HE,LH_HA_LE,1,0,0.0,2.264316894214609,0.32432432432432434,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_HA_HE,LH_LA_HE,1,0,0.0,2.264316894214609,0.32432432432432434,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_HA_HE,LH_LA_LE,1,0,0.0,2.264316894214609,0.32432432432432434,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_HA_HE,LL_HA_HE,1,3,0.04054054054054054,2.264316894214609,0.32432432432432434,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_HA_HE,LL_HA_LE,1,0,0.0,2.264316894214609,0.32432432432432434,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_HA_HE,LL_LA_HE,1,6,0.08108108108108109,2.264316894214609,0.32432432432432434,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_HA_HE,LL_LA_LE,1,0,0.0,2.264316894214609,0.32432432432432434,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_HA_LE,HH_HA_HE,1,0,0.0,2.5810182568473956,0.20588235294117646,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_HA_LE,HH_HA_LE,1,3,0.04411764705882353,2.5810182568473956,0.20588235294117646,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_HA_LE,HH_LA_HE,1,4,0.058823529411764705,2.5810182568473956,0.20588235294117646,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_HA_LE,HH_LA_LE,1,1,0.014705882352941176,2.5810182568473956,0.20588235294117646,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_HA_LE,HL_HA_HE,1,6,0.08823529411764706,2.5810182568473956,0.20588235294117646,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_HA_LE,HL_HA_LE,1,14,0.20588235294117646,2.5810182568473956,0.20588235294117646,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_HA_LE,HL_LA_HE,1,2,0.029411764705882353,2.5810182568473956,0.20588235294117646,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_HA_LE,HL_LA_LE,1,28,0.4117647058823529,2.5810182568473956,0.20588235294117646,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_HA_LE,LH_HA_HE,1,0,0.0,2.5810182568473956,0.20588235294117646,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_HA_LE,LH_HA_LE,1,0,0.0,2.5810182568473956,0.20588235294117646,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_HA_LE,LH_LA_HE,1,0,0.0,2.5810182568473956,0.20588235294117646,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_HA_LE,LH_LA_LE,1,0,0.0,2.5810182568473956,0.20588235294117646,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_HA_LE,LL_HA_HE,1,0,0.0,2.5810182568473956,0.20588235294117646,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_HA_LE,LL_HA_LE,1,1,0.014705882352941176,2.5810182568473956,0.20588235294117646,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_HA_LE,LL_LA_HE,1,3,0.04411764705882353,2.5810182568473956,0.20588235294117646,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_HA_LE,LL_LA_LE,1,6,0.08823529411764706,2.5810182568473956,0.20588235294117646,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_LA_HE,HH_HA_HE,1,4,0.0392156862745098,2.4886163445735594,0.39215686274509803,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_LA_HE,HH_HA_LE,1,0,0.0,2.4886163445735594,0.39215686274509803,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_LA_HE,HH_LA_HE,1,6,0.058823529411764705,2.4886163445735594,0.39215686274509803,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_LA_HE,HH_LA_LE,1,0,0.0,2.4886163445735594,0.39215686274509803,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_LA_HE,HL_HA_HE,1,24,0.23529411764705882,2.4886163445735594,0.39215686274509803,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_LA_HE,HL_HA_LE,1,3,0.029411764705882353,2.4886163445735594,0.39215686274509803,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_LA_HE,HL_LA_HE,1,40,0.39215686274509803,2.4886163445735594,0.39215686274509803,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_LA_HE,HL_LA_LE,1,6,0.058823529411764705,2.4886163445735594,0.39215686274509803,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_LA_HE,LH_HA_HE,1,0,0.0,2.4886163445735594,0.39215686274509803,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_LA_HE,LH_HA_LE,1,0,0.0,2.4886163445735594,0.39215686274509803,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_LA_HE,LH_LA_HE,1,2,0.0196078431372549,2.4886163445735594,0.39215686274509803,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_LA_HE,LH_LA_LE,1,0,0.0,2.4886163445735594,0.39215686274509803,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_LA_HE,LL_HA_HE,1,3,0.029411764705882353,2.4886163445735594,0.39215686274509803,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_LA_HE,LL_HA_LE,1,0,0.0,2.4886163445735594,0.39215686274509803,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_LA_HE,LL_LA_HE,1,14,0.13725490196078433,2.4886163445735594,0.39215686274509803,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_LA_HE,LL_LA_LE,1,0,0.0,2.4886163445735594,0.39215686274509803,HL_LA_HE,TRANSITION_MATRIX_BUILT
HL_LA_LE,HH_HA_HE,1,1,0.012048192771084338,2.5462370516336583,0.3493975903614458,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_LA_LE,HH_HA_LE,1,1,0.012048192771084338,2.5462370516336583,0.3493975903614458,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_LA_LE,HH_LA_HE,1,2,0.024096385542168676,2.5462370516336583,0.3493975903614458,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_LA_LE,HH_LA_LE,1,7,0.08433734939759036,2.5462370516336583,0.3493975903614458,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_LA_LE,HL_HA_HE,1,0,0.0,2.5462370516336583,0.3493975903614458,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_LA_LE,HL_HA_LE,1,25,0.30120481927710846,2.5462370516336583,0.3493975903614458,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_LA_LE,HL_LA_HE,1,6,0.07228915662650602,2.5462370516336583,0.3493975903614458,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_LA_LE,HL_LA_LE,1,29,0.3493975903614458,2.5462370516336583,0.3493975903614458,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_LA_LE,LH_HA_HE,1,0,0.0,2.5462370516336583,0.3493975903614458,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_LA_LE,LH_HA_LE,1,0,0.0,2.5462370516336583,0.3493975903614458,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_LA_LE,LH_LA_HE,1,0,0.0,2.5462370516336583,0.3493975903614458,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_LA_LE,LH_LA_LE,1,2,0.024096385542168676,2.5462370516336583,0.3493975903614458,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_LA_LE,LL_HA_HE,1,0,0.0,2.5462370516336583,0.3493975903614458,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_LA_LE,LL_HA_LE,1,1,0.012048192771084338,2.5462370516336583,0.3493975903614458,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_LA_LE,LL_LA_HE,1,2,0.024096385542168676,2.5462370516336583,0.3493975903614458,HL_LA_LE,TRANSITION_MATRIX_BUILT
HL_LA_LE,LL_LA_LE,1,7,0.08433734939759036,2.5462370516336583,0.3493975903614458,HL_LA_LE,TRANSITION_MATRIX_BUILT
LH_HA_HE,HH_HA_HE,1,3,0.05660377358490566,2.451318047889514,0.20754716981132076,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_HA_HE,HH_HA_LE,1,0,0.0,2.451318047889514,0.20754716981132076,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_HA_HE,HH_LA_HE,1,0,0.0,2.451318047889514,0.20754716981132076,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_HA_HE,HH_LA_LE,1,0,0.0,2.451318047889514,0.20754716981132076,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_HA_HE,HL_HA_HE,1,1,0.018867924528301886,2.451318047889514,0.20754716981132076,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_HA_HE,HL_HA_LE,1,1,0.018867924528301886,2.451318047889514,0.20754716981132076,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_HA_HE,HL_LA_HE,1,1,0.018867924528301886,2.451318047889514,0.20754716981132076,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_HA_HE,HL_LA_LE,1,0,0.0,2.451318047889514,0.20754716981132076,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_HA_HE,LH_HA_HE,1,11,0.20754716981132076,2.451318047889514,0.20754716981132076,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_HA_HE,LH_HA_LE,1,4,0.07547169811320754,2.451318047889514,0.20754716981132076,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_HA_HE,LH_LA_HE,1,25,0.4716981132075472,2.451318047889514,0.20754716981132076,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_HA_HE,LH_LA_LE,1,3,0.05660377358490566,2.451318047889514,0.20754716981132076,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_HA_HE,LL_HA_HE,1,1,0.018867924528301886,2.451318047889514,0.20754716981132076,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_HA_HE,LL_HA_LE,1,1,0.018867924528301886,2.451318047889514,0.20754716981132076,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_HA_HE,LL_LA_HE,1,2,0.03773584905660377,2.451318047889514,0.20754716981132076,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_HA_HE,LL_LA_LE,1,0,0.0,2.451318047889514,0.20754716981132076,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_HA_LE,HH_HA_HE,1,0,0.0,,,,TRANSITION_MATRIX_BUILT
LH_HA_LE,HH_HA_LE,1,1,0.023255813953488372,,,,TRANSITION_MATRIX_BUILT
LH_HA_LE,HH_LA_HE,1,0,0.0,,,,TRANSITION_MATRIX_BUILT
LH_HA_LE,HH_LA_LE,1,0,0.0,,,,TRANSITION_MATRIX_BUILT
LH_HA_LE,HL_HA_HE,1,0,0.0,,,,TRANSITION_MATRIX_BUILT
LH_HA_LE,HL_HA_LE,1,0,0.0,,,,TRANSITION_MATRIX_BUILT
LH_HA_LE,HL_LA_HE,1,0,0.0,,,,TRANSITION_MATRIX_BUILT
LH_HA_LE,HL_LA_LE,1,0,0.0,,,,TRANSITION_MATRIX_BUILT
LH_HA_LE,LH_HA_HE,1,2,0.046511627906976744,,,,TRANSITION_MATRIX_BUILT
LH_HA_LE,LH_HA_LE,1,12,0.27906976744186046,,,,TRANSITION_MATRIX_BUILT
LH_HA_LE,LH_LA_HE,1,1,0.023255813953488372,,,,TRANSITION_MATRIX_BUILT
LH_HA_LE,LH_LA_LE,1,18,0.4186046511627907,,,,TRANSITION_MATRIX_BUILT
LH_HA_LE,LL_HA_HE,1,0,0.0,,,,TRANSITION_MATRIX_BUILT
LH_HA_LE,LL_HA_LE,1,1,0.023255813953488372,,,,TRANSITION_MATRIX_BUILT
LH_HA_LE,LL_LA_HE,1,3,0.06976744186046512,,,,TRANSITION_MATRIX_BUILT
LH_HA_LE,LL_LA_LE,1,5,0.11627906976744186,,,,TRANSITION_MATRIX_BUILT
LH_LA_HE,HH_HA_HE,1,6,0.07692307692307693,2.332284809572354,0.358974358974359,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_LA_HE,HH_HA_LE,1,0,0.0,2.332284809572354,0.358974358974359,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_LA_HE,HH_LA_HE,1,1,0.01282051282051282,2.332284809572354,0.358974358974359,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_LA_HE,HH_LA_LE,1,0,0.0,2.332284809572354,0.358974358974359,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_LA_HE,HL_HA_HE,1,0,0.0,2.332284809572354,0.358974358974359,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_LA_HE,HL_HA_LE,1,0,0.0,2.332284809572354,0.358974358974359,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_LA_HE,HL_LA_HE,1,1,0.01282051282051282,2.332284809572354,0.358974358974359,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_LA_HE,HL_LA_LE,1,1,0.01282051282051282,2.332284809572354,0.358974358974359,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_LA_HE,LH_HA_HE,1,26,0.3333333333333333,2.332284809572354,0.358974358974359,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_LA_HE,LH_HA_LE,1,0,0.0,2.332284809572354,0.358974358974359,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_LA_HE,LH_LA_HE,1,28,0.358974358974359,2.332284809572354,0.358974358974359,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_LA_HE,LH_LA_LE,1,3,0.038461538461538464,2.332284809572354,0.358974358974359,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_LA_HE,LL_HA_HE,1,5,0.0641025641025641,2.332284809572354,0.358974358974359,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_LA_HE,LL_HA_LE,1,0,0.0,2.332284809572354,0.358974358974359,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_LA_HE,LL_LA_HE,1,7,0.08974358974358974,2.332284809572354,0.358974358974359,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_LA_HE,LL_LA_LE,1,0,0.0,2.332284809572354,0.358974358974359,LH_LA_HE,TRANSITION_MATRIX_BUILT
LH_LA_LE,HH_HA_HE,1,4,0.04,2.6716833988012043,0.43,LH_LA_LE,TRANSITION_MATRIX_BUILT
LH_LA_LE,HH_HA_LE,1,5,0.05,2.6716833988012043,0.43,LH_LA_LE,TRANSITION_MATRIX_BUILT
LH_LA_LE,HH_LA_HE,1,1,0.01,2.6716833988012043,0.43,LH_LA_LE,TRANSITION_MATRIX_BUILT
LH_LA_LE,HH_LA_LE,1,2,0.02,2.6716833988012043,0.43,LH_LA_LE,TRANSITION_MATRIX_BUILT
LH_LA_LE,HL_HA_HE,1,1,0.01,2.6716833988012043,0.43,LH_LA_LE,TRANSITION_MATRIX_BUILT
LH_LA_LE,HL_HA_LE,1,0,0.0,2.6716833988012043,0.43,LH_LA_LE,TRANSITION_MATRIX_BUILT
LH_LA_LE,HL_LA_HE,1,0,0.0,2.6716833988012043,0.43,LH_LA_LE,TRANSITION_MATRIX_BUILT
LH_LA_LE,HL_LA_LE,1,0,0.0,2.6716833988012043,0.43,LH_LA_LE,TRANSITION_MATRIX_BUILT
LH_LA_LE,LH_HA_HE,1,7,0.07,2.6716833988012043,0.43,LH_LA_LE,TRANSITION_MATRIX_BUILT
LH_LA_LE,LH_HA_LE,1,19,0.19,2.6716833988012043,0.43,LH_LA_LE,TRANSITION_MATRIX_BUILT
LH_LA_LE,LH_LA_HE,1,6,0.06,2.6716833988012043,0.43,LH_LA_LE,TRANSITION_MATRIX_BUILT
LH_LA_LE,LH_LA_LE,1,43,0.43,2.6716833988012043,0.43,LH_LA_LE,TRANSITION_MATRIX_BUILT
LH_LA_LE,LL_HA_HE,1,0,0.0,2.6716833988012043,0.43,LH_LA_LE,TRANSITION_MATRIX_BUILT
LH_LA_LE,LL_HA_LE,1,3,0.03,2.6716833988012043,0.43,LH_LA_LE,TRANSITION_MATRIX_BUILT
LH_LA_LE,LL_LA_HE,1,2,0.02,2.6716833988012043,0.43,LH_LA_LE,TRANSITION_MATRIX_BUILT
LH_LA_LE,LL_LA_LE,1,7,0.07,2.6716833988012043,0.43,LH_LA_LE,TRANSITION_MATRIX_BUILT
LL_HA_HE,HH_HA_HE,1,2,0.01639344262295082,2.5596847827287093,0.27049180327868855,LL_LA_HE,TRANSITION_MATRIX_BUILT
LL_HA_HE,HH_HA_LE,1,0,0.0,2.5596847827287093,0.27049180327868855,LL_LA_HE,TRANSITION_MATRIX_BUILT
LL_HA_HE,HH_LA_HE,1,2,0.01639344262295082,2.5596847827287093,0.27049180327868855,LL_LA_HE,TRANSITION_MATRIX_BUILT
LL_HA_HE,HH_LA_LE,1,0,0.0,2.5596847827287093,0.27049180327868855,LL_LA_HE,TRANSITION_MATRIX_BUILT
LL_HA_HE,HL_HA_HE,1,5,0.040983606557377046,2.5596847827287093,0.27049180327868855,LL_LA_HE,TRANSITION_MATRIX_BUILT
LL_HA_HE,HL_HA_LE,1,3,0.02459016393442623,2.5596847827287093,0.27049180327868855,LL_LA_HE,TRANSITION_MATRIX_BUILT
LL_HA_HE,HL_LA_HE,1,2,0.01639344262295082,2.5596847827287093,0.27049180327868855,LL_LA_HE,TRANSITION_MATRIX_BUILT
