from,to,horizon,n,prob,transition_entropy,self_transition_share,dominant_exit,verdict
HH_HA_HE,HH_HA_HE,1,38,0.296875,2.218826479518254,0.296875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_HA_HE,HH_HA_LE,1,0,0.0,2.218826479518254,0.296875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_HA_HE,HH_LA_HE,1,61,0.4765625,2.218826479518254,0.296875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_HA_HE,HH_LA_LE,1,2,0.015625,2.218826479518254,0.296875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_HA_HE,HL_HA_HE,1,1,0.0078125,2.218826479518254,0.296875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_HA_HE,HL_HA_LE,1,2,0.015625,2.218826479518254,0.296875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_HA_HE,HL_LA_HE,1,9,0.0703125,2.218826479518254,0.296875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_HA_HE,HL_LA_LE,1,2,0.015625,2.218826479518254,0.296875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_HA_HE,LH_HA_HE,1,1,0.0078125,2.218826479518254,0.296875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_HA_HE,LH_HA_LE,1,0,0.0,2.218826479518254,0.296875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_HA_HE,LH_LA_HE,1,2,0.015625,2.218826479518254,0.296875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_HA_HE,LH_LA_LE,1,3,0.0234375,2.218826479518254,0.296875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_HA_HE,LL_HA_HE,1,0,0.0,2.218826479518254,0.296875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_HA_HE,LL_HA_LE,1,3,0.0234375,2.218826479518254,0.296875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_HA_HE,LL_LA_HE,1,1,0.0078125,2.218826479518254,0.296875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_HA_HE,LL_LA_LE,1,3,0.0234375,2.218826479518254,0.296875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_HA_LE,HH_HA_HE,1,3,0.013574660633484163,1.4644836971796265,0.35294117647058826,HH_LA_LE,TRANSITION_MATRIX_BUILT
HH_HA_LE,HH_HA_LE,1,78,0.35294117647058826,1.4644836971796265,0.35294117647058826,HH_LA_LE,TRANSITION_MATRIX_BUILT
HH_HA_LE,HH_LA_HE,1,9,0.04072398190045249,1.4644836971796265,0.35294117647058826,HH_LA_LE,TRANSITION_MATRIX_BUILT
HH_HA_LE,HH_LA_LE,1,124,0.5610859728506787,1.4644836971796265,0.35294117647058826,HH_LA_LE,TRANSITION_MATRIX_BUILT
HH_HA_LE,HL_HA_HE,1,0,0.0,1.4644836971796265,0.35294117647058826,HH_LA_LE,TRANSITION_MATRIX_BUILT
HH_HA_LE,HL_HA_LE,1,1,0.004524886877828055,1.4644836971796265,0.35294117647058826,HH_LA_LE,TRANSITION_MATRIX_BUILT
HH_HA_LE,HL_LA_HE,1,0,0.0,1.4644836971796265,0.35294117647058826,HH_LA_LE,TRANSITION_MATRIX_BUILT
HH_HA_LE,HL_LA_LE,1,1,0.004524886877828055,1.4644836971796265,0.35294117647058826,HH_LA_LE,TRANSITION_MATRIX_BUILT
HH_HA_LE,LH_HA_HE,1,0,0.0,1.4644836971796265,0.35294117647058826,HH_LA_LE,TRANSITION_MATRIX_BUILT
HH_HA_LE,LH_HA_LE,1,0,0.0,1.4644836971796265,0.35294117647058826,HH_LA_LE,TRANSITION_MATRIX_BUILT
HH_HA_LE,LH_LA_HE,1,0,0.0,1.4644836971796265,0.35294117647058826,HH_LA_LE,TRANSITION_MATRIX_BUILT
HH_HA_LE,LH_LA_LE,1,5,0.02262443438914027,1.4644836971796265,0.35294117647058826,HH_LA_LE,TRANSITION_MATRIX_BUILT
HH_HA_LE,LL_HA_HE,1,0,0.0,1.4644836971796265,0.35294117647058826,HH_LA_LE,TRANSITION_MATRIX_BUILT
HH_HA_LE,LL_HA_LE,1,0,0.0,1.4644836971796265,0.35294117647058826,HH_LA_LE,TRANSITION_MATRIX_BUILT
HH_HA_LE,LL_LA_HE,1,0,0.0,1.4644836971796265,0.35294117647058826,HH_LA_LE,TRANSITION_MATRIX_BUILT
HH_HA_LE,LL_LA_LE,1,0,0.0,1.4644836971796265,0.35294117647058826,HH_LA_LE,TRANSITION_MATRIX_BUILT
HH_LA_HE,HH_HA_HE,1,55,0.34375,2.5145902479801725,0.3875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_LA_HE,HH_HA_LE,1,3,0.01875,2.5145902479801725,0.3875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_LA_HE,HH_LA_HE,1,62,0.3875,2.5145902479801725,0.3875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_LA_HE,HH_LA_LE,1,3,0.01875,2.5145902479801725,0.3875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_LA_HE,HL_HA_HE,1,3,0.01875,2.5145902479801725,0.3875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_LA_HE,HL_HA_LE,1,1,0.00625,2.5145902479801725,0.3875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_LA_HE,HL_LA_HE,1,6,0.0375,2.5145902479801725,0.3875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_LA_HE,HL_LA_LE,1,3,0.01875,2.5145902479801725,0.3875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_LA_HE,LH_HA_HE,1,0,0.0,2.5145902479801725,0.3875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_LA_HE,LH_HA_LE,1,2,0.0125,2.5145902479801725,0.3875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_LA_HE,LH_LA_HE,1,3,0.01875,2.5145902479801725,0.3875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_LA_HE,LH_LA_LE,1,8,0.05,2.5145902479801725,0.3875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_LA_HE,LL_HA_HE,1,3,0.01875,2.5145902479801725,0.3875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_LA_HE,LL_HA_LE,1,4,0.025,2.5145902479801725,0.3875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_LA_HE,LL_LA_HE,1,2,0.0125,2.5145902479801725,0.3875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_LA_HE,LL_LA_LE,1,2,0.0125,2.5145902479801725,0.3875,HH_LA_HE,TRANSITION_MATRIX_BUILT
HH_LA_LE,HH_HA_HE,1,6,0.023076923076923078,1.4636432706199425,0.4461538461538462,HH_HA_LE,TRANSITION_MATRIX_BUILT
HH_LA_LE,HH_HA_LE,1,125,0.4807692307692308,1.4636432706199425,0.4461538461538462,HH_HA_LE,TRANSITION_MATRIX_BUILT
HH_LA_LE,HH_LA_HE,1,6,0.023076923076923078,1.4636432706199425,0.4461538461538462,HH_HA_LE,TRANSITION_MATRIX_BUILT
HH_LA_LE,HH_LA_LE,1,116,0.4461538461538462,1.4636432706199425,0.4461538461538462,HH_HA_LE,TRANSITION_MATRIX_BUILT
HH_LA_LE,HL_HA_HE,1,0,0.0,1.4636432706199425,0.4461538461538462,HH_HA_LE,TRANSITION_MATRIX_BUILT
HH_LA_LE,HL_HA_LE,1,1,0.0038461538461538464,1.4636432706199425,0.4461538461538462,HH_HA_LE,TRANSITION_MATRIX_BUILT
HH_LA_LE,HL_LA_HE,1,0,0.0,1.4636432706199425,0.4461538461538462,HH_HA_LE,TRANSITION_MATRIX_BUILT
HH_LA_LE,HL_LA_LE,1,1,0.0038461538461538464,1.4636432706199425,0.4461538461538462,HH_HA_LE,TRANSITION_MATRIX_BUILT
HH_LA_LE,LH_HA_HE,1,0,0.0,1.4636432706199425,0.4461538461538462,HH_HA_LE,TRANSITION_MATRIX_BUILT
HH_LA_LE,LH_HA_LE,1,0,0.0,1.4636432706199425,0.4461538461538462,HH_HA_LE,TRANSITION_MATRIX_BUILT
HH_LA_LE,LH_LA_HE,1,0,0.0,1.4636432706199425,0.4461538461538462,HH_HA_LE,TRANSITION_MATRIX_BUILT
HH_LA_LE,LH_LA_LE,1,4,0.015384615384615385,1.4636432706199425,0.4461538461538462,HH_HA_LE,TRANSITION_MATRIX_BUILT
HH_LA_LE,LL_HA_HE,1,0,0.0,1.4636432706199425,0.4461538461538462,HH_HA_LE,TRANSITION_MATRIX_BUILT
HH_LA_LE,LL_HA_LE,1,0,0.0,1.4636432706199425,0.4461538461538462,HH_HA_LE,TRANSITION_MATRIX_BUILT
