mcell,age_band,n,p_prop7,p_ren7,dir_entropy,next_cell_entropy,rank_recruit,n_subperiods,mean_within_cell_age_spread,global_prop_spread,verdict
HH_HA_HE,AGE_1,26,0.4230769230769231,0.6153846153846154,0.8904916402194913,0.9912642605354288,0.8461538461538461,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HH_HA_HE,AGE_2_3,24,0.5,0.7083333333333334,-0.0,1.0408520829727552,0.9583333333333334,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HH_HA_HE,AGE_4_7,22,0.5,0.45454545454545453,0.6998578570269279,1.1191194231256714,0.7727272727272727,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HH_HA_HE,AGE_15_PLUS,41,0.8048780487804879,0.4146341463414634,0.8014698931335287,0.8141424169293692,0.926829268292683,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HH_HA_LE,AGE_4_7,33,0.48484848484848486,0.5757575757575758,0.8658566174572235,0.32984607020714635,0.7878787878787878,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HH_HA_LE,AGE_8_14,38,0.7894736842105263,0.5526315789473685,0.6567431466322969,-0.0,0.868421052631579,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HH_HA_LE,AGE_15_PLUS,116,0.9310344827586207,0.22413793103448276,0.531340014180167,-0.0,0.9224137931034483,4,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HH_LA_HE,AGE_1,22,0.36363636363636365,0.7727272727272727,0.9023932827949788,1.5289659680720937,0.9545454545454546,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HH_LA_HE,AGE_2_3,33,0.6060606060606061,0.5454545454545454,0.5328350630342233,1.510964002541658,0.8787878787878788,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HH_LA_HE,AGE_4_7,41,0.6097560975609756,0.5121951219512195,0.818125409661201,0.8325543072260393,0.8536585365853658,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HH_LA_HE,AGE_8_14,24,0.375,0.6666666666666666,0.9949848281859701,1.0553532192449844,0.9583333333333334,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HH_LA_HE,AGE_15_PLUS,40,0.8,0.375,0.969409849698032,0.71493326750643,0.9,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HH_LA_LE,AGE_2_3,25,0.4,0.72,1.0971245697587872,0.24229218908241482,0.72,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
