mcell,age_band,n,p_prop7,p_ren7,dir_entropy,next_cell_entropy,rank_recruit,n_subperiods,mean_within_cell_age_spread,global_prop_spread,verdict
HH_LA_LE,AGE_4_7,29,0.5517241379310345,0.5862068965517241,1.0351401981557098,-0.0,0.7931034482758621,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HH_LA_LE,AGE_8_14,47,0.7021276595744681,0.425531914893617,0.668213698712926,0.1485494904303482,0.851063829787234,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HH_LA_LE,AGE_15_PLUS,144,0.9236111111111112,0.16666666666666666,0.5993142373098092,0.1460942501201363,0.9097222222222222,4,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HL_HA_HE,AGE_1,20,0.45,0.65,0.747584679824574,0.6098403047164004,0.95,4,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HL_HA_HE,AGE_2_3,25,0.4,0.8,0.7219280948873623,0.7641140545540274,0.92,4,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HL_HA_HE,AGE_4_7,24,0.5,0.6666666666666666,0.41381685030363374,0.9405662399881731,0.7916666666666666,4,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HL_HA_LE,AGE_1,22,0.3181818181818182,0.6363636363636364,0.7732266742876346,1.181899057917561,0.8181818181818182,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HL_LA_HE,AGE_1,25,0.36,0.6,0.9895875212220556,1.4936606896881859,1.0,4,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HL_LA_HE,AGE_2_3,31,0.45161290322580644,0.6129032258064516,1.1400457981819085,1.156869339920509,0.967741935483871,4,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HL_LA_HE,AGE_4_7,31,0.3870967741935484,0.7741935483870968,0.9811522341999133,0.7706290693639405,0.9032258064516129,4,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HL_LA_LE,AGE_2_3,21,0.3333333333333333,0.5714285714285714,0.863120568566631,1.4012343792962179,0.9047619047619048,4,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
HL_LA_LE,AGE_4_7,26,0.34615384615384615,0.5769230769230769,0.9305861291319928,1.1056124005414156,0.9230769230769231,4,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LH_LA_LE,AGE_1,33,0.2727272727272727,0.3939393939393939,1.064794829694994,1.5802792792200835,0.7575757575757576,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LH_LA_LE,AGE_4_7,22,0.13636363636363635,0.2727272727272727,0.9456603046006401,0.26676498780302604,0.7727272727272727,3,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LH_LA_LE,AGE_8_14,21,0.2857142857142857,0.19047619047619047,0.9852281360342515,0.5916727785823275,0.9523809523809523,3,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LL_HA_HE,AGE_4_7,20,0.15,0.55,0.7219280948873623,1.1567796494470395,1.0,4,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LL_HA_HE,AGE_8_14,23,0.2608695652173913,0.5652173913043478,0.8865408928220899,0.9123163027543337,0.9130434782608695,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LL_HA_HE,AGE_15_PLUS,51,0.21568627450980393,0.6274509803921569,1.1200518545806424,0.8304836767435146,0.8431372549019608,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LL_HA_LE,AGE_2_3,21,0.047619047619047616,0.23809523809523808,1.322305788853309,0.8569957178540346,0.5714285714285714,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LL_HA_LE,AGE_4_7,37,0.10810810810810811,0.2972972972972973,1.152889910971706,-0.0,0.7567567567567568,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LL_HA_LE,AGE_8_14,41,0.024390243902439025,0.14634146341463414,1.1835212038718952,-0.0,0.8536585365853658,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LL_HA_LE,AGE_15_PLUS,73,0.0821917808219178,0.3013698630136986,1.0749443001314287,0.30642472987051494,0.821917808219178,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LL_LA_HE,AGE_1,42,0.21428571428571427,0.6190476190476191,0.8926230133850986,1.6411537317874583,0.9285714285714286,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LL_LA_HE,AGE_2_3,39,0.15384615384615385,0.5641025641025641,0.999525689293649,1.2798745703481529,0.9487179487179487,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LL_LA_HE,AGE_4_7,32,0.125,0.59375,1.0,0.7769734356069651,1.0,4,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LL_LA_HE,AGE_8_14,30,0.36666666666666664,0.5666666666666667,0.9815912601277264,0.5608251769947302,0.9666666666666667,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LL_LA_HE,AGE_15_PLUS,61,0.22950819672131148,0.6721311475409836,1.2681489963097885,0.5819881552488825,0.819672131147541,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LL_LA_LE,AGE_1,32,0.25,0.3125,1.1511135511938806,0.946686086912346,0.78125,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LL_LA_LE,AGE_2_3,37,0.13513513513513514,0.3783783783783784,1.1435462873114566,0.4804334574529622,0.918918918918919,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LL_LA_LE,AGE_4_7,54,0.12962962962962962,0.3333333333333333,1.222044261017101,-0.0,0.7777777777777778,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LL_LA_LE,AGE_8_14,77,0.07792207792207792,0.16883116883116883,1.3140224956948092,-0.0,0.8311688311688312,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
LL_LA_LE,AGE_15_PLUS,113,0.09734513274336283,0.1504424778761062,1.2671472614734363,0.14601824414207482,0.8053097345132744,5,0.2291731628877555,0.9066442388561816,AGE_PARTIAL_OVERLAY
