lane,fit_population_n,excluded_n,centroid_1_pips,centroid_2_pips,centroid_3_pips,operational_boundary_1_pips,operational_boundary_2_pips,notes
RAW_ALL_DAYS_K3_CONTROL,442,0,16.9003058104,33.4578947368,218.4,25.1791002736,125.9289473684,Prior ASE-1 control; heavy-tail singleton
GENERATION_A_GATED_K3,432,10,13.7136842105,22.55,34.6272727273,18.1318421053,28.5886363636,Generation-A AR-gated calibration; NO-GO sessions retained outside fit
