event_id,exit_date,first_destination,outcome_family,subperiod,days_to_destination_d,axis,lattice,seq
EXIT_026,2023-01-22,LARGE_ALT_ROTATION,SUCCESS,2023,1,canonical,0-3-7,LARGE_ALT_ROTATION->LARGE_ALT_ROTATION->LARGE_ALT_ROTATION
EXIT_026,2023-01-22,LARGE_ALT_ROTATION,SUCCESS,2023,1,canonical,0-7-14,LARGE_ALT_ROTATION->LARGE_ALT_ROTATION->BROAD_RISK_EXPANSION
EXIT_026,2023-01-22,LARGE_ALT_ROTATION,SUCCESS,2023,1,canonical,0-14-30,LARGE_ALT_ROTATION->BROAD_RISK_EXPANSION->BROAD_RISK_EXPANSION
EXIT_026,2023-01-22,LARGE_ALT_ROTATION,SUCCESS,2023,1,micro,0-1-3,CONCENTRATION_REBUILD->BREADTH_EXPANSION->ETH_WEAKENING
EXIT_026,2023-01-22,LARGE_ALT_ROTATION,SUCCESS,2023,1,micro,0-3-7,CONCENTRATION_REBUILD->ETH_WEAKENING->RANK_RECRUITMENT
EXIT_026,2023-01-22,LARGE_ALT_ROTATION,SUCCESS,2023,1,micro,0-7-14,CONCENTRATION_REBUILD->RANK_RECRUITMENT->RANK_RECRUITMENT
EXIT_026,2023-01-22,LARGE_ALT_ROTATION,SUCCESS,2023,1,micro,0-14-30,CONCENTRATION_REBUILD->RANK_RECRUITMENT->RANK_RECRUITMENT
EXIT_026,2023-01-22,LARGE_ALT_ROTATION,SUCCESS,2023,1,breadth,0-1-3,BREADTH_STABLE->BREADTH_EXPANDING->BREADTH_STABLE
EXIT_026,2023-01-22,LARGE_ALT_ROTATION,SUCCESS,2023,1,breadth,0-3-7,BREADTH_STABLE->BREADTH_STABLE->BREADTH_EXPANDING
EXIT_026,2023-01-22,LARGE_ALT_ROTATION,SUCCESS,2023,1,breadth,0-7-14,BREADTH_STABLE->BREADTH_EXPANDING->BREADTH_STABLE
EXIT_026,2023-01-22,LARGE_ALT_ROTATION,SUCCESS,2023,1,breadth,0-14-30,BREADTH_STABLE->BREADTH_STABLE->BREADTH_STABLE
EXIT_026,2023-01-22,LARGE_ALT_ROTATION,SUCCESS,2023,1,rank,0-1-3,RANK_DETERIORATING->RANK_DETERIORATING->RANK_STALL
EXIT_026,2023-01-22,LARGE_ALT_ROTATION,SUCCESS,2023,1,rank,0-3-7,RANK_DETERIORATING->RANK_STALL->RANK_RECRUITING
EXIT_026,2023-01-22,LARGE_ALT_ROTATION,SUCCESS,2023,1,rank,0-7-14,RANK_DETERIORATING->RANK_RECRUITING->RANK_RECRUITING
EXIT_026,2023-01-22,LARGE_ALT_ROTATION,SUCCESS,2023,1,rank,0-14-30,RANK_DETERIORATING->RANK_RECRUITING->RANK_RECRUITING
EXIT_027,2023-04-18,BTC_CONCENTRATION,REENTRY,2023,7,canonical,0-1-3,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE
EXIT_027,2023-04-18,BTC_CONCENTRATION,REENTRY,2023,7,canonical,0-3-7,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION
EXIT_027,2023-04-18,BTC_CONCENTRATION,REENTRY,2023,7,canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->BTC_CONCENTRATION
EXIT_027,2023-04-18,BTC_CONCENTRATION,REENTRY,2023,7,canonical,0-14-30,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->MIXED_NO_CLEAR_ROUTE
EXIT_027,2023-04-18,BTC_CONCENTRATION,REENTRY,2023,7,micro,0-1-3,BREADTH_EXPANSION->BREADTH_FADE->BREADTH_FADE
EXIT_027,2023-04-18,BTC_CONCENTRATION,REENTRY,2023,7,micro,0-3-7,BREADTH_EXPANSION->BREADTH_FADE->BREADTH_EXPANSION
EXIT_027,2023-04-18,BTC_CONCENTRATION,REENTRY,2023,7,micro,0-7-14,BREADTH_EXPANSION->BREADTH_EXPANSION->BREADTH_FADE
EXIT_027,2023-04-18,BTC_CONCENTRATION,REENTRY,2023,7,micro,0-14-30,BREADTH_EXPANSION->BREADTH_FADE->CONCENTRATION_RELEASE
EXIT_027,2023-04-18,BTC_CONCENTRATION,REENTRY,2023,7,breadth,0-1-3,BREADTH_EXPANDING->BREADTH_FADING->BREADTH_FADING
EXIT_027,2023-04-18,BTC_CONCENTRATION,REENTRY,2023,7,breadth,0-3-7,BREADTH_EXPANDING->BREADTH_FADING->BREADTH_EXPANDING
EXIT_027,2023-04-18,BTC_CONCENTRATION,REENTRY,2023,7,breadth,0-7-14,BREADTH_EXPANDING->BREADTH_EXPANDING->BREADTH_FADING
EXIT_027,2023-04-18,BTC_CONCENTRATION,REENTRY,2023,7,breadth,0-14-30,BREADTH_EXPANDING->BREADTH_FADING->BREADTH_STABLE
EXIT_027,2023-04-18,BTC_CONCENTRATION,REENTRY,2023,7,rank,0-1-3,RANK_DETERIORATING->RANK_STALL->RANK_STALL
EXIT_027,2023-04-18,BTC_CONCENTRATION,REENTRY,2023,7,rank,0-3-7,RANK_DETERIORATING->RANK_STALL->RANK_STALL
EXIT_027,2023-04-18,BTC_CONCENTRATION,REENTRY,2023,7,rank,0-7-14,RANK_DETERIORATING->RANK_STALL->RANK_STALL
EXIT_027,2023-04-18,BTC_CONCENTRATION,REENTRY,2023,7,rank,0-14-30,RANK_DETERIORATING->RANK_STALL->RANK_STALL
EXIT_028,2023-04-21,BTC_CONCENTRATION,REENTRY,2023,4,canonical,0-1-3,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE
EXIT_028,2023-04-21,BTC_CONCENTRATION,REENTRY,2023,4,canonical,0-3-7,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION
EXIT_028,2023-04-21,BTC_CONCENTRATION,REENTRY,2023,4,canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->BTC_CONCENTRATION
EXIT_028,2023-04-21,BTC_CONCENTRATION,REENTRY,2023,4,canonical,0-14-30,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->MIXED_NO_CLEAR_ROUTE
EXIT_028,2023-04-21,BTC_CONCENTRATION,REENTRY,2023,4,micro,0-1-3,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE
EXIT_028,2023-04-21,BTC_CONCENTRATION,REENTRY,2023,4,micro,0-3-7,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE
EXIT_028,2023-04-21,BTC_CONCENTRATION,REENTRY,2023,4,micro,0-7-14,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE
EXIT_028,2023-04-21,BTC_CONCENTRATION,REENTRY,2023,4,micro,0-14-30,BREADTH_FADE->BREADTH_FADE->BREADTH_EXPANSION
EXIT_028,2023-04-21,BTC_CONCENTRATION,REENTRY,2023,4,breadth,0-1-3,BREADTH_FADING->BREADTH_FADING->BREADTH_FADING
EXIT_028,2023-04-21,BTC_CONCENTRATION,REENTRY,2023,4,breadth,0-3-7,BREADTH_FADING->BREADTH_FADING->BREADTH_FADING
EXIT_028,2023-04-21,BTC_CONCENTRATION,REENTRY,2023,4,breadth,0-7-14,BREADTH_FADING->BREADTH_FADING->BREADTH_FADING
EXIT_028,2023-04-21,BTC_CONCENTRATION,REENTRY,2023,4,breadth,0-14-30,BREADTH_FADING->BREADTH_FADING->BREADTH_EXPANDING
EXIT_028,2023-04-21,BTC_CONCENTRATION,REENTRY,2023,4,rank,0-1-3,RANK_STALL->RANK_STALL->RANK_STALL
EXIT_028,2023-04-21,BTC_CONCENTRATION,REENTRY,2023,4,rank,0-3-7,RANK_STALL->RANK_STALL->RANK_STALL
EXIT_028,2023-04-21,BTC_CONCENTRATION,REENTRY,2023,4,rank,0-7-14,RANK_STALL->RANK_STALL->RANK_STALL
EXIT_028,2023-04-21,BTC_CONCENTRATION,REENTRY,2023,4,rank,0-14-30,RANK_STALL->RANK_STALL->RANK_STALL
EXIT_029,2023-05-01,BTC_CONCENTRATION,REENTRY,2023,1,canonical,0-1-3,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->BTC_CONCENTRATION
EXIT_029,2023-05-01,BTC_CONCENTRATION,REENTRY,2023,1,canonical,0-3-7,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->MIXED_NO_CLEAR_ROUTE
EXIT_029,2023-05-01,BTC_CONCENTRATION,REENTRY,2023,1,canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE
EXIT_029,2023-05-01,BTC_CONCENTRATION,REENTRY,2023,1,canonical,0-14-30,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->NARROW_LEADERSHIP
EXIT_029,2023-05-01,BTC_CONCENTRATION,REENTRY,2023,1,micro,0-1-3,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE
EXIT_029,2023-05-01,BTC_CONCENTRATION,REENTRY,2023,1,micro,0-3-7,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE
EXIT_029,2023-05-01,BTC_CONCENTRATION,REENTRY,2023,1,micro,0-7-14,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE
EXIT_029,2023-05-01,BTC_CONCENTRATION,REENTRY,2023,1,micro,0-14-30,BREADTH_FADE->BREADTH_FADE->BREADTH_EXPANSION
EXIT_029,2023-05-01,BTC_CONCENTRATION,REENTRY,2023,1,breadth,0-1-3,BREADTH_FADING->BREADTH_FADING->BREADTH_FADING
EXIT_029,2023-05-01,BTC_CONCENTRATION,REENTRY,2023,1,breadth,0-3-7,BREADTH_FADING->BREADTH_FADING->BREADTH_FADING
EXIT_029,2023-05-01,BTC_CONCENTRATION,REENTRY,2023,1,breadth,0-7-14,BREADTH_FADING->BREADTH_FADING->BREADTH_FADING
EXIT_029,2023-05-01,BTC_CONCENTRATION,REENTRY,2023,1,breadth,0-14-30,BREADTH_FADING->BREADTH_FADING->BREADTH_EXPANDING
EXIT_029,2023-05-01,BTC_CONCENTRATION,REENTRY,2023,1,rank,0-1-3,RANK_STALL->RANK_STALL->RANK_STALL
EXIT_029,2023-05-01,BTC_CONCENTRATION,REENTRY,2023,1,rank,0-3-7,RANK_STALL->RANK_STALL->RANK_DETERIORATING
EXIT_029,2023-05-01,BTC_CONCENTRATION,REENTRY,2023,1,rank,0-7-14,RANK_STALL->RANK_DETERIORATING->RANK_STALL
EXIT_029,2023-05-01,BTC_CONCENTRATION,REENTRY,2023,1,rank,0-14-30,RANK_STALL->RANK_STALL->RANK_STALL
EXIT_030,2023-05-08,MIXED_NO_CLEAR_ROUTE,MIXED,2023,1,canonical,0-1-3,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE
EXIT_030,2023-05-08,MIXED_NO_CLEAR_ROUTE,MIXED,2023,1,canonical,0-3-7,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE
EXIT_030,2023-05-08,MIXED_NO_CLEAR_ROUTE,MIXED,2023,1,canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE
EXIT_030,2023-05-08,MIXED_NO_CLEAR_ROUTE,MIXED,2023,1,canonical,0-14-30,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE
EXIT_030,2023-05-08,MIXED_NO_CLEAR_ROUTE,MIXED,2023,1,micro,0-1-3,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE
EXIT_030,2023-05-08,MIXED_NO_CLEAR_ROUTE,MIXED,2023,1,micro,0-3-7,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE
EXIT_030,2023-05-08,MIXED_NO_CLEAR_ROUTE,MIXED,2023,1,micro,0-7-14,BREADTH_FADE->BREADTH_FADE->BREADTH_EXPANSION
EXIT_030,2023-05-08,MIXED_NO_CLEAR_ROUTE,MIXED,2023,1,micro,0-14-30,BREADTH_FADE->BREADTH_EXPANSION->CONCENTRATION_REBUILD
EXIT_030,2023-05-08,MIXED_NO_CLEAR_ROUTE,MIXED,2023,1,breadth,0-1-3,BREADTH_FADING->BREADTH_FADING->BREADTH_FADING
EXIT_030,2023-05-08,MIXED_NO_CLEAR_ROUTE,MIXED,2023,1,breadth,0-3-7,BREADTH_FADING->BREADTH_FADING->BREADTH_FADING
EXIT_030,2023-05-08,MIXED_NO_CLEAR_ROUTE,MIXED,2023,1,breadth,0-7-14,BREADTH_FADING->BREADTH_FADING->BREADTH_EXPANDING
EXIT_030,2023-05-08,MIXED_NO_CLEAR_ROUTE,MIXED,2023,1,breadth,0-14-30,BREADTH_FADING->BREADTH_EXPANDING->BREADTH_STABLE
EXIT_030,2023-05-08,MIXED_NO_CLEAR_ROUTE,MIXED,2023,1,rank,0-1-3,RANK_DETERIORATING->RANK_DETERIORATING->RANK_DETERIORATING
EXIT_030,2023-05-08,MIXED_NO_CLEAR_ROUTE,MIXED,2023,1,rank,0-3-7,RANK_DETERIORATING->RANK_DETERIORATING->RANK_STALL
EXIT_030,2023-05-08,MIXED_NO_CLEAR_ROUTE,MIXED,2023,1,rank,0-7-14,RANK_DETERIORATING->RANK_STALL->RANK_DETERIORATING
EXIT_030,2023-05-08,MIXED_NO_CLEAR_ROUTE,MIXED,2023,1,rank,0-14-30,RANK_DETERIORATING->RANK_DETERIORATING->RANK_STALL
EXIT_031,2023-06-30,BTC_CONCENTRATION,REENTRY,2023,6,canonical,0-1-3,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->BTC_CONCENTRATION
EXIT_031,2023-06-30,BTC_CONCENTRATION,REENTRY,2023,6,canonical,0-3-7,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->BTC_CONCENTRATION
EXIT_031,2023-06-30,BTC_CONCENTRATION,REENTRY,2023,6,canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->BTC_CONCENTRATION
EXIT_031,2023-06-30,BTC_CONCENTRATION,REENTRY,2023,6,canonical,0-14-30,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->MIXED_NO_CLEAR_ROUTE
EXIT_031,2023-06-30,BTC_CONCENTRATION,REENTRY,2023,6,micro,0-1-3,BREADTH_FADE->BREADTH_EXPANSION->BREADTH_EXPANSION
EXIT_031,2023-06-30,BTC_CONCENTRATION,REENTRY,2023,6,micro,0-3-7,BREADTH_FADE->BREADTH_EXPANSION->BREADTH_EXPANSION
EXIT_031,2023-06-30,BTC_CONCENTRATION,REENTRY,2023,6,micro,0-7-14,BREADTH_FADE->BREADTH_EXPANSION->BREADTH_EXPANSION
EXIT_031,2023-06-30,BTC_CONCENTRATION,REENTRY,2023,6,micro,0-14-30,BREADTH_FADE->BREADTH_EXPANSION->BREADTH_FADE
EXIT_031,2023-06-30,BTC_CONCENTRATION,REENTRY,2023,6,breadth,0-1-3,BREADTH_FADING->BREADTH_EXPANDING->BREADTH_EXPANDING
EXIT_031,2023-06-30,BTC_CONCENTRATION,REENTRY,2023,6,breadth,0-3-7,BREADTH_FADING->BREADTH_EXPANDING->BREADTH_EXPANDING
EXIT_031,2023-06-30,BTC_CONCENTRATION,REENTRY,2023,6,breadth,0-7-14,BREADTH_FADING->BREADTH_EXPANDING->BREADTH_EXPANDING
EXIT_031,2023-06-30,BTC_CONCENTRATION,REENTRY,2023,6,breadth,0-14-30,BREADTH_FADING->BREADTH_EXPANDING->BREADTH_FADING
EXIT_031,2023-06-30,BTC_CONCENTRATION,REENTRY,2023,6,rank,0-1-3,RANK_STALL->RANK_DETERIORATING->RANK_DETERIORATING
EXIT_031,2023-06-30,BTC_CONCENTRATION,REENTRY,2023,6,rank,0-3-7,RANK_STALL->RANK_DETERIORATING->RANK_STALL
EXIT_031,2023-06-30,BTC_CONCENTRATION,REENTRY,2023,6,rank,0-7-14,RANK_STALL->RANK_STALL->RANK_DETERIORATING
EXIT_031,2023-06-30,BTC_CONCENTRATION,REENTRY,2023,6,rank,0-14-30,RANK_STALL->RANK_DETERIORATING->RANK_STALL
EXIT_032,2023-07-05,BTC_CONCENTRATION,REENTRY,2023,1,canonical,0-1-3,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->BTC_CONCENTRATION
EXIT_032,2023-07-05,BTC_CONCENTRATION,REENTRY,2023,1,canonical,0-3-7,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->MIXED_NO_CLEAR_ROUTE
EXIT_032,2023-07-05,BTC_CONCENTRATION,REENTRY,2023,1,canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->LARGE_ALT_ROTATION
EXIT_032,2023-07-05,BTC_CONCENTRATION,REENTRY,2023,1,canonical,0-14-30,MIXED_NO_CLEAR_ROUTE->LARGE_ALT_ROTATION->MIXED_NO_CLEAR_ROUTE
EXIT_032,2023-07-05,BTC_CONCENTRATION,REENTRY,2023,1,micro,0-1-3,CONCENTRATION_RELEASE->BREADTH_FADE->BREADTH_EXPANSION
EXIT_032,2023-07-05,BTC_CONCENTRATION,REENTRY,2023,1,micro,0-3-7,CONCENTRATION_RELEASE->BREADTH_EXPANSION->BREADTH_FADE
EXIT_032,2023-07-05,BTC_CONCENTRATION,REENTRY,2023,1,micro,0-7-14,CONCENTRATION_RELEASE->BREADTH_FADE->BREADTH_FADE
EXIT_032,2023-07-05,BTC_CONCENTRATION,REENTRY,2023,1,micro,0-14-30,CONCENTRATION_RELEASE->BREADTH_FADE->CONCENTRATION_REBUILD
EXIT_032,2023-07-05,BTC_CONCENTRATION,REENTRY,2023,1,breadth,0-1-3,BREADTH_STABLE->BREADTH_FADING->BREADTH_EXPANDING
EXIT_032,2023-07-05,BTC_CONCENTRATION,REENTRY,2023,1,breadth,0-3-7,BREADTH_STABLE->BREADTH_EXPANDING->BREADTH_FADING
EXIT_032,2023-07-05,BTC_CONCENTRATION,REENTRY,2023,1,breadth,0-7-14,BREADTH_STABLE->BREADTH_FADING->BREADTH_FADING
EXIT_032,2023-07-05,BTC_CONCENTRATION,REENTRY,2023,1,breadth,0-14-30,BREADTH_STABLE->BREADTH_FADING->BREADTH_STABLE
EXIT_032,2023-07-05,BTC_CONCENTRATION,REENTRY,2023,1,rank,0-1-3,RANK_STALL->RANK_STALL->RANK_STALL
EXIT_032,2023-07-05,BTC_CONCENTRATION,REENTRY,2023,1,rank,0-3-7,RANK_STALL->RANK_STALL->RANK_STALL
EXIT_032,2023-07-05,BTC_CONCENTRATION,REENTRY,2023,1,rank,0-7-14,RANK_STALL->RANK_STALL->RANK_STALL
EXIT_032,2023-07-05,BTC_CONCENTRATION,REENTRY,2023,1,rank,0-14-30,RANK_STALL->RANK_STALL->RANK_STALL
EXIT_033,2023-07-12,LARGE_ALT_ROTATION,SUCCESS,2023,3,canonical,0-1-3,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->LARGE_ALT_ROTATION
EXIT_033,2023-07-12,LARGE_ALT_ROTATION,SUCCESS,2023,3,canonical,0-3-7,MIXED_NO_CLEAR_ROUTE->LARGE_ALT_ROTATION->LARGE_ALT_ROTATION
EXIT_033,2023-07-12,LARGE_ALT_ROTATION,SUCCESS,2023,3,canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->LARGE_ALT_ROTATION->MIXED_NO_CLEAR_ROUTE
EXIT_033,2023-07-12,LARGE_ALT_ROTATION,SUCCESS,2023,3,canonical,0-14-30,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE
EXIT_033,2023-07-12,LARGE_ALT_ROTATION,SUCCESS,2023,3,micro,0-1-3,BREADTH_FADE->BREADTH_EXPANSION->BREADTH_EXPANSION
EXIT_033,2023-07-12,LARGE_ALT_ROTATION,SUCCESS,2023,3,micro,0-3-7,BREADTH_FADE->BREADTH_EXPANSION->BREADTH_FADE
EXIT_033,2023-07-12,LARGE_ALT_ROTATION,SUCCESS,2023,3,micro,0-7-14,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE
EXIT_033,2023-07-12,LARGE_ALT_ROTATION,SUCCESS,2023,3,micro,0-14-30,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE
EXIT_033,2023-07-12,LARGE_ALT_ROTATION,SUCCESS,2023,3,breadth,0-1-3,BREADTH_FADING->BREADTH_EXPANDING->BREADTH_EXPANDING
EXIT_033,2023-07-12,LARGE_ALT_ROTATION,SUCCESS,2023,3,breadth,0-3-7,BREADTH_FADING->BREADTH_EXPANDING->BREADTH_FADING
EXIT_033,2023-07-12,LARGE_ALT_ROTATION,SUCCESS,2023,3,breadth,0-7-14,BREADTH_FADING->BREADTH_FADING->BREADTH_FADING
EXIT_033,2023-07-12,LARGE_ALT_ROTATION,SUCCESS,2023,3,breadth,0-14-30,BREADTH_FADING->BREADTH_FADING->BREADTH_FADING
EXIT_033,2023-07-12,LARGE_ALT_ROTATION,SUCCESS,2023,3,rank,0-1-3,RANK_STALL->RANK_DETERIORATING->RANK_DETERIORATING
EXIT_033,2023-07-12,LARGE_ALT_ROTATION,SUCCESS,2023,3,rank,0-3-7,RANK_STALL->RANK_DETERIORATING->RANK_STALL
EXIT_033,2023-07-12,LARGE_ALT_ROTATION,SUCCESS,2023,3,rank,0-7-14,RANK_STALL->RANK_STALL->RANK_STALL
EXIT_033,2023-07-12,LARGE_ALT_ROTATION,SUCCESS,2023,3,rank,0-14-30,RANK_STALL->RANK_STALL->RANK_STALL
EXIT_034,2023-07-15,MIXED_NO_CLEAR_ROUTE,MIXED,2023,5,canonical,0-1-3,LARGE_ALT_ROTATION->LARGE_ALT_ROTATION->LARGE_ALT_ROTATION
EXIT_034,2023-07-15,MIXED_NO_CLEAR_ROUTE,MIXED,2023,5,canonical,0-3-7,LARGE_ALT_ROTATION->LARGE_ALT_ROTATION->MIXED_NO_CLEAR_ROUTE
EXIT_034,2023-07-15,MIXED_NO_CLEAR_ROUTE,MIXED,2023,5,canonical,0-7-14,LARGE_ALT_ROTATION->MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE
EXIT_034,2023-07-15,MIXED_NO_CLEAR_ROUTE,MIXED,2023,5,canonical,0-14-30,LARGE_ALT_ROTATION->MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE
EXIT_034,2023-07-15,MIXED_NO_CLEAR_ROUTE,MIXED,2023,5,micro,0-1-3,BREADTH_EXPANSION->BREADTH_EXPANSION->BREADTH_FADE
EXIT_034,2023-07-15,MIXED_NO_CLEAR_ROUTE,MIXED,2023,5,micro,0-3-7,BREADTH_EXPANSION->BREADTH_FADE->BREADTH_FADE
EXIT_034,2023-07-15,MIXED_NO_CLEAR_ROUTE,MIXED,2023,5,micro,0-7-14,BREADTH_EXPANSION->BREADTH_FADE->CONCENTRATION_REBUILD
EXIT_034,2023-07-15,MIXED_NO_CLEAR_ROUTE,MIXED,2023,5,micro,0-14-30,BREADTH_EXPANSION->CONCENTRATION_REBUILD->BREADTH_FADE
EXIT_034,2023-07-15,MIXED_NO_CLEAR_ROUTE,MIXED,2023,5,breadth,0-1-3,BREADTH_EXPANDING->BREADTH_EXPANDING->BREADTH_FADING
EXIT_034,2023-07-15,MIXED_NO_CLEAR_ROUTE,MIXED,2023,5,breadth,0-3-7,BREADTH_EXPANDING->BREADTH_FADING->BREADTH_FADING
EXIT_034,2023-07-15,MIXED_NO_CLEAR_ROUTE,MIXED,2023,5,breadth,0-7-14,BREADTH_EXPANDING->BREADTH_FADING->BREADTH_STABLE
EXIT_034,2023-07-15,MIXED_NO_CLEAR_ROUTE,MIXED,2023,5,breadth,0-14-30,BREADTH_EXPANDING->BREADTH_STABLE->BREADTH_FADING
EXIT_034,2023-07-15,MIXED_NO_CLEAR_ROUTE,MIXED,2023,5,rank,0-1-3,RANK_DETERIORATING->RANK_DETERIORATING->RANK_STALL
EXIT_034,2023-07-15,MIXED_NO_CLEAR_ROUTE,MIXED,2023,5,rank,0-3-7,RANK_DETERIORATING->RANK_STALL->RANK_STALL
EXIT_034,2023-07-15,MIXED_NO_CLEAR_ROUTE,MIXED,2023,5,rank,0-7-14,RANK_DETERIORATING->RANK_STALL->RANK_STALL
EXIT_034,2023-07-15,MIXED_NO_CLEAR_ROUTE,MIXED,2023,5,rank,0-14-30,RANK_DETERIORATING->RANK_STALL->RANK_STALL
EXIT_035,2023-09-28,BTC_CONCENTRATION,REENTRY,2023,3,canonical,0-1-3,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION
EXIT_035,2023-09-28,BTC_CONCENTRATION,REENTRY,2023,3,canonical,0-3-7,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->BTC_CONCENTRATION
EXIT_035,2023-09-28,BTC_CONCENTRATION,REENTRY,2023,3,canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->MIXED_NO_CLEAR_ROUTE
EXIT_035,2023-09-28,BTC_CONCENTRATION,REENTRY,2023,3,canonical,0-14-30,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION
EXIT_035,2023-09-28,BTC_CONCENTRATION,REENTRY,2023,3,micro,0-1-3,BREADTH_FADE->BREADTH_FADE->BREADTH_EXPANSION
EXIT_035,2023-09-28,BTC_CONCENTRATION,REENTRY,2023,3,micro,0-3-7,BREADTH_FADE->BREADTH_EXPANSION->BREADTH_EXPANSION
EXIT_035,2023-09-28,BTC_CONCENTRATION,REENTRY,2023,3,micro,0-7-14,BREADTH_FADE->BREADTH_EXPANSION->BREADTH_FADE
EXIT_035,2023-09-28,BTC_CONCENTRATION,REENTRY,2023,3,micro,0-14-30,BREADTH_FADE->BREADTH_FADE->BREADTH_EXPANSION
EXIT_035,2023-09-28,BTC_CONCENTRATION,REENTRY,2023,3,breadth,0-1-3,BREADTH_FADING->BREADTH_FADING->BREADTH_EXPANDING
EXIT_035,2023-09-28,BTC_CONCENTRATION,REENTRY,2023,3,breadth,0-3-7,BREADTH_FADING->BREADTH_EXPANDING->BREADTH_EXPANDING
EXIT_035,2023-09-28,BTC_CONCENTRATION,REENTRY,2023,3,breadth,0-7-14,BREADTH_FADING->BREADTH_EXPANDING->BREADTH_FADING
EXIT_035,2023-09-28,BTC_CONCENTRATION,REENTRY,2023,3,breadth,0-14-30,BREADTH_FADING->BREADTH_FADING->BREADTH_EXPANDING
EXIT_035,2023-09-28,BTC_CONCENTRATION,REENTRY,2023,3,rank,0-1-3,RANK_STALL->RANK_STALL->RANK_DETERIORATING
EXIT_035,2023-09-28,BTC_CONCENTRATION,REENTRY,2023,3,rank,0-3-7,RANK_STALL->RANK_DETERIORATING->RANK_STALL
EXIT_035,2023-09-28,BTC_CONCENTRATION,REENTRY,2023,3,rank,0-7-14,RANK_STALL->RANK_STALL->RANK_STALL
EXIT_035,2023-09-28,BTC_CONCENTRATION,REENTRY,2023,3,rank,0-14-30,RANK_STALL->RANK_STALL->RANK_STALL
EXIT_036,2023-10-13,BTC_CONCENTRATION,REENTRY,2023,4,canonical,0-1-3,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->MIXED_NO_CLEAR_ROUTE
EXIT_036,2023-10-13,BTC_CONCENTRATION,REENTRY,2023,4,canonical,0-3-7,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION
