event_id,is_success,first_destination,axis_tp0,breadth_tp0,vel_tp0,rank_axis_tp0,axis_tp1,breadth_tp1,vel_tp1,rank_axis_tp1,axis_tp2,breadth_tp2,vel_tp2,rank_axis_tp2,axis_tp3,breadth_tp3,vel_tp3,rank_axis_tp3,axis_tp5,breadth_tp5,vel_tp5,rank_axis_tp5,axis_tp7,breadth_tp7,vel_tp7,rank_axis_tp7,axis_tp10,breadth_tp10,vel_tp10,rank_axis_tp10,axis_tp14,breadth_tp14,vel_tp14,rank_axis_tp14,axis_tp21,breadth_tp21,vel_tp21,rank_axis_tp21,axis_tp30,breadth_tp30,vel_tp30,rank_axis_tp30
EXIT_039,1,BROAD_RISK_EXPANSION,BREADTH_EXPANDING,0.882,0.03,RANK_STALL,BREADTH_STABLE,0.878,0.012,RANK_DETERIORATING,BREADTH_STABLE,0.874,0.018,RANK_DETERIORATING,BREADTH_STABLE,0.878,0.014,RANK_DETERIORATING,BREADTH_STABLE,0.876,-0.006,RANK_DETERIORATING,BREADTH_STABLE,0.868,-0.006,RANK_DETERIORATING,BREADTH_FADING,0.848,-0.028,RANK_RECRUITING,BREADTH_FADING,0.818,-0.048,RANK_STALL,BREADTH_STABLE,0.786,0.018,RANK_RECRUITING,BREADTH_FADING,0.716,-0.072,RANK_DETERIORATING
EXIT_040,1,BROAD_RISK_EXPANSION,BREADTH_STABLE,0.874,0.018,RANK_DETERIORATING,BREADTH_STABLE,0.878,0.014,RANK_DETERIORATING,BREADTH_STABLE,0.87,0.006,RANK_DETERIORATING,BREADTH_STABLE,0.876,-0.006,RANK_DETERIORATING,BREADTH_STABLE,0.868,-0.006,RANK_DETERIORATING,BREADTH_STABLE,0.866,-0.004,RANK_STALL,BREADTH_FADING,0.806,-0.062,RANK_RECRUITING,BREADTH_FADING,0.768,-0.044,RANK_DETERIORATING,BREADTH_EXPANDING,0.77,0.036,RANK_DETERIORATING,BREADTH_FADING,0.598,-0.164,RANK_STALL
EXIT_041,1,BROAD_RISK_EXPANSION,BREADTH_FADING,0.806,-0.062,RANK_RECRUITING,BREADTH_FADING,0.804,-0.068,RANK_RECRUITING,BREADTH_FADING,0.818,-0.048,RANK_STALL,BREADTH_FADING,0.796,-0.052,RANK_DETERIORATING,BREADTH_FADING,0.766,-0.04,RANK_DETERIORATING,BREADTH_FADING,0.752,-0.066,RANK_RECRUITING,BREADTH_STABLE,0.77,0.004,RANK_RECRUITING,BREADTH_FADING,0.764,-0.022,RANK_DETERIORATING,BREADTH_EXPANDING,0.706,0.706,RANK_STALL,BREADTH_EXPANDING,0.726,0.05,RANK_DETERIORATING
EXIT_042,1,BROAD_RISK_EXPANSION,BREADTH_STABLE,0.762,-0.008,RANK_RECRUITING,BREADTH_FADING,0.0,-0.77,RANK_STALL,BREADTH_FADING,0.626,-0.17,RANK_STALL,BREADTH_FADING,0.716,-0.072,RANK_DETERIORATING,BREADTH_FADING,0.598,-0.164,RANK_STALL,BREADTH_EXPANDING,0.668,0.042,RANK_RECRUITING,BREADTH_EXPANDING,0.676,0.078,RANK_STALL,BREADTH_EXPANDING,0.726,0.102,RANK_DETERIORATING,BREADTH_FADING,0.716,-0.02,RANK_DETERIORATING,BREADTH_EXPANDING,0.396,0.066,RANK_STALL
EXIT_043,1,BROAD_RISK_EXPANSION,BREADTH_FADING,0.0,-0.764,RANK_STALL,BREADTH_FADING,0.598,-0.164,RANK_STALL,BREADTH_EXPANDING,0.706,0.706,RANK_STALL,BREADTH_EXPANDING,0.668,0.042,RANK_RECRUITING,BREADTH_EXPANDING,0.624,0.624,RANK_STALL,BREADTH_EXPANDING,0.8,0.094,RANK_STALL,BREADTH_EXPANDING,0.726,0.102,RANK_DETERIORATING,BREADTH_EXPANDING,0.746,0.746,RANK_STALL,BREADTH_FADING,0.33,-0.382,RANK_STALL,BREADTH_STABLE,0.394,-0.02,RANK_STALL
EXIT_044,1,BROAD_RISK_EXPANSION,BREADTH_EXPANDING,0.668,0.042,RANK_RECRUITING,BREADTH_FADING,0.664,-0.052,RANK_RECRUITING,BREADTH_EXPANDING,0.624,0.624,RANK_STALL,BREADTH_EXPANDING,0.676,0.078,RANK_STALL,BREADTH_EXPANDING,0.77,0.102,RANK_DETERIORATING,BREADTH_EXPANDING,0.726,0.102,RANK_DETERIORATING,BREADTH_EXPANDING,0.796,0.026,RANK_DETERIORATING,BREADTH_FADING,0.716,-0.02,RANK_DETERIORATING,BREADTH_EXPANDING,0.564,0.564,RANK_STALL,BREADTH_FADING,0.238,-0.288,RANK_STALL
EXIT_045,1,BROAD_RISK_EXPANSION,BREADTH_EXPANDING,0.8,0.094,RANK_STALL,BREADTH_EXPANDING,0.77,0.102,RANK_DETERIORATING,BREADTH_FADING,0.0,-0.664,RANK_STALL,BREADTH_EXPANDING,0.726,0.102,RANK_DETERIORATING,BREADTH_FADING,0.736,-0.064,RANK_DETERIORATING,BREADTH_EXPANDING,0.746,0.746,RANK_STALL,BREADTH_FADING,0.716,-0.02,RANK_DETERIORATING,BREADTH_FADING,0.33,-0.382,RANK_STALL,BREADTH_EXPANDING,0.526,0.526,RANK_STALL,BREADTH_FADING,0.178,-0.162,RANK_STALL
EXIT_046,0,MIXED_NO_CLEAR_ROUTE,BREADTH_FADING,0.0,-0.55,RANK_STALL,BREADTH_EXPANDING,0.564,0.564,RANK_STALL,BREADTH_FADING,0.414,-0.03,RANK_DETERIORATING,BREADTH_EXPANDING,0.396,0.066,RANK_STALL,BREADTH_EXPANDING,0.526,0.526,RANK_STALL,BREADTH_STABLE,0.394,-0.02,RANK_STALL,BREADTH_FADING,0.238,-0.288,RANK_STALL,BREADTH_FADING,0.178,-0.162,RANK_STALL,BREADTH_STABLE,0.0,0.0,RANK_STALL,BREADTH_EXPANDING,0.284,0.044,RANK_STALL
EXIT_047,0,MIXED_NO_CLEAR_ROUTE,BREADTH_STABLE,0.158,-0.006,RANK_STALL,BREADTH_STABLE,0.0,0.0,RANK_STALL,BREADTH_FADING,0.0,-0.184,RANK_STALL,BREADTH_FADING,0.198,-0.054,RANK_STALL,BREADTH_EXPANDING,0.24,0.082,RANK_STALL,BREADTH_STABLE,0.0,0.0,RANK_STALL,BREADTH_EXPANDING,0.284,0.044,RANK_STALL,BREADTH_EXPANDING,0.584,0.26,RANK_DETERIORATING,BREADTH_EXPANDING,0.812,0.206,RANK_RECRUITING,BREADTH_EXPANDING,0.838,0.048,RANK_RECRUITING
EXIT_048,0,BTC_CONCENTRATION,BREADTH_FADING,0.0,-0.426,RANK_STALL,BREADTH_EXPANDING,0.584,0.26,RANK_DETERIORATING,BREADTH_EXPANDING,0.57,0.286,RANK_DETERIORATING,BREADTH_EXPANDING,0.606,0.214,RANK_STALL,BREADTH_EXPANDING,0.752,0.752,RANK_STALL,BREADTH_EXPANDING,0.694,0.124,RANK_STALL,BREADTH_EXPANDING,0.806,0.054,RANK_RECRUITING,BREADTH_FADING,0.734,-0.088,RANK_STALL,BREADTH_STABLE,0.832,0.018,RANK_DETERIORATING,BREADTH_FADING,0.808,-0.028,RANK_STALL
EXIT_049,0,BTC_CONCENTRATION,BREADTH_EXPANDING,0.79,0.096,RANK_RECRUITING,BREADTH_STABLE,0.81,-0.002,RANK_STALL,BREADTH_FADING,0.734,-0.088,RANK_STALL,BREADTH_STABLE,0.814,0.008,RANK_DETERIORATING,BREADTH_EXPANDING,0.838,0.048,RANK_RECRUITING,BREADTH_EXPANDING,0.85,0.116,RANK_RECRUITING,BREADTH_STABLE,0.84,0.002,RANK_DETERIORATING,BREADTH_STABLE,0.82,-0.012,RANK_RECRUITING,BREADTH_FADING,0.742,-0.084,RANK_DETERIORATING,BREADTH_EXPANDING,0.75,0.038,RANK_DETERIORATING
EXIT_050,1,MID_CAP_ROTATION,BREADTH_EXPANDING,0.852,0.042,RANK_RECRUITING,BREADTH_EXPANDING,0.85,0.116,RANK_RECRUITING,BREADTH_EXPANDING,0.844,0.03,RANK_RECRUITING,BREADTH_STABLE,0.832,0.018,RANK_DETERIORATING,BREADTH_STABLE,0.844,-0.008,RANK_DETERIORATING,BREADTH_STABLE,0.836,-0.008,RANK_RECRUITING,BREADTH_STABLE,0.826,-0.018,RANK_RECRUITING,BREADTH_FADING,0.73,-0.096,RANK_STALL,BREADTH_FADING,0.692,-0.022,RANK_RECRUITING,BREADTH_FADING,0.494,-0.206,RANK_RECRUITING
EXIT_051,1,MID_CAP_ROTATION,BREADTH_STABLE,0.844,-0.008,RANK_DETERIORATING,BREADTH_STABLE,0.84,-0.01,RANK_DETERIORATING,BREADTH_STABLE,0.836,-0.008,RANK_RECRUITING,BREADTH_STABLE,0.82,-0.012,RANK_RECRUITING,BREADTH_STABLE,0.826,-0.018,RANK_RECRUITING,BREADTH_FADING,0.808,-0.028,RANK_STALL,BREADTH_FADING,0.742,-0.084,RANK_DETERIORATING,BREADTH_STABLE,0.712,-0.018,RANK_DETERIORATING,BREADTH_EXPANDING,0.712,0.02,RANK_DETERIORATING,BREADTH_FADING,0.318,-0.176,RANK_STALL
EXIT_052,1,MID_CAP_ROTATION,BREADTH_STABLE,0.836,-0.008,RANK_RECRUITING,BREADTH_STABLE,0.82,-0.012,RANK_RECRUITING,BREADTH_STABLE,0.826,-0.014,RANK_RECRUITING,BREADTH_STABLE,0.826,-0.018,RANK_RECRUITING,BREADTH_FADING,0.808,-0.028,RANK_STALL,BREADTH_FADING,0.73,-0.096,RANK_STALL,BREADTH_FADING,0.59,-0.218,RANK_DETERIORATING,BREADTH_FADING,0.692,-0.022,RANK_RECRUITING,BREADTH_FADING,0.684,-0.076,RANK_DETERIORATING,BREADTH_FADING,0.32,-0.022,RANK_STALL
EXIT_053,0,BTC_CONCENTRATION,BREADTH_FADING,0.682,-0.064,RANK_DETERIORATING,BREADTH_FADING,0.684,-0.076,RANK_DETERIORATING,BREADTH_FADING,0.644,-0.106,RANK_DETERIORATING,BREADTH_FADING,0.494,-0.206,RANK_RECRUITING,BREADTH_FADING,0.342,-0.34,RANK_STALL,BREADTH_FADING,0.342,-0.302,RANK_STALL,BREADTH_FADING,0.32,-0.022,RANK_STALL,BREADTH_FADING,0.11,-0.204,RANK_DETERIORATING,BREADTH_STABLE,0.118,-0.002,RANK_STALL,BREADTH_FADING,0.082,-0.064,RANK_STALL
EXIT_054,0,BTC_CONCENTRATION,BREADTH_FADING,0.342,-0.34,RANK_STALL,BREADTH_FADING,0.476,-0.208,RANK_RECRUITING,BREADTH_FADING,0.342,-0.302,RANK_STALL,BREADTH_FADING,0.318,-0.176,RANK_STALL,BREADTH_FADING,0.32,-0.022,RANK_STALL,BREADTH_FADING,0.232,-0.11,RANK_DETERIORATING,BREADTH_FADING,0.086,-0.234,RANK_DETERIORATING,BREADTH_STABLE,0.116,0.006,RANK_STALL,BREADTH_STABLE,0.102,-0.016,RANK_DETERIORATING,BREADTH_EXPANDING,0.122,0.04,RANK_STALL
EXIT_055,0,MIXED_NO_CLEAR_ROUTE,BREADTH_FADING,0.232,-0.11,RANK_DETERIORATING,BREADTH_FADING,0.198,-0.12,RANK_DETERIORATING,BREADTH_FADING,0.11,-0.204,RANK_DETERIORATING,BREADTH_FADING,0.086,-0.234,RANK_DETERIORATING,BREADTH_FADING,0.144,-0.088,RANK_DETERIORATING,BREADTH_STABLE,0.116,0.006,RANK_STALL,BREADTH_STABLE,0.148,0.004,RANK_STALL,BREADTH_STABLE,0.102,-0.016,RANK_DETERIORATING,BREADTH_FADING,0.054,-0.032,RANK_STALL,BREADTH_FADING,0.092,-0.032,RANK_STALL
EXIT_056,0,MIXED_NO_CLEAR_ROUTE,BREADTH_STABLE,0.118,-0.002,RANK_STALL,BREADTH_STABLE,0.148,0.004,RANK_STALL,BREADTH_EXPANDING,0.174,0.066,RANK_STALL,BREADTH_EXPANDING,0.168,0.052,RANK_DETERIORATING,BREADTH_STABLE,0.102,-0.016,RANK_DETERIORATING,BREADTH_FADING,0.086,-0.088,RANK_DETERIORATING,BREADTH_FADING,0.072,-0.03,RANK_STALL,BREADTH_EXPANDING,0.122,0.04,RANK_STALL,BREADTH_FADING,0.092,-0.032,RANK_STALL,BREADTH_FADING,0.358,-0.072,RANK_DETERIORATING
EXIT_057,0,MIXED_NO_CLEAR_ROUTE,BREADTH_FADING,0.146,-0.06,RANK_DETERIORATING,BREADTH_STABLE,0.102,-0.016,RANK_DETERIORATING,BREADTH_FADING,0.092,-0.056,RANK_DETERIORATING,BREADTH_FADING,0.086,-0.088,RANK_DETERIORATING,BREADTH_FADING,0.082,-0.064,RANK_STALL,BREADTH_FADING,0.048,-0.044,RANK_STALL,BREADTH_EXPANDING,0.122,0.04,RANK_STALL,BREADTH_FADING,0.048,-0.038,RANK_STALL,BREADTH_EXPANDING,0.43,0.332,RANK_STALL,BREADTH_EXPANDING,0.446,0.094,RANK_STALL
EXIT_058,0,MIXED_NO_CLEAR_ROUTE,BREADTH_EXPANDING,0.58,0.396,RANK_STALL,BREADTH_EXPANDING,0.47,0.102,RANK_STALL,BREADTH_EXPANDING,0.352,0.192,RANK_DETERIORATING,BREADTH_FADING,0.358,-0.072,RANK_DETERIORATING,BREADTH_FADING,0.328,-0.252,RANK_STALL,BREADTH_EXPANDING,0.446,0.094,RANK_STALL,BREADTH_EXPANDING,0.532,0.204,RANK_RECRUITING,BREADTH_EXPANDING,0.64,0.158,RANK_RECRUITING,BREADTH_STABLE,0.444,0.018,RANK_STALL,BREADTH_FADING,0.182,-0.092,RANK_STALL
EXIT_059,0,MIXED_NO_CLEAR_ROUTE,BREADTH_FADING,0.358,-0.072,RANK_DETERIORATING,BREADTH_EXPANDING,0.422,0.046,RANK_STALL,BREADTH_FADING,0.328,-0.252,RANK_STALL,BREADTH_FADING,0.298,-0.172,RANK_DETERIORATING,BREADTH_EXPANDING,0.456,0.098,RANK_STALL,BREADTH_EXPANDING,0.532,0.204,RANK_RECRUITING,BREADTH_EXPANDING,0.676,0.22,RANK_STALL,BREADTH_FADING,0.442,-0.066,RANK_STALL,BREADTH_FADING,0.336,-0.234,RANK_STALL,BREADTH_FADING,0.09,-0.102,RANK_STALL
EXIT_060,0,MIXED_NO_CLEAR_ROUTE,BREADTH_FADING,0.0,-0.566,RANK_STALL,BREADTH_STABLE,0.444,0.018,RANK_STALL,BREADTH_FADING,0.292,-0.15,RANK_STALL,BREADTH_FADING,0.398,-0.08,RANK_STALL,BREADTH_EXPANDING,0.274,0.274,RANK_STALL,BREADTH_EXPANDING,0.324,0.032,RANK_STALL,BREADTH_FADING,0.182,-0.092,RANK_STALL,BREADTH_FADING,0.068,-0.152,RANK_DETERIORATING,BREADTH_STABLE,0.068,-0.014,RANK_STALL,BREADTH_STABLE,0.054,-0.016,RANK_STALL
EXIT_061,0,MIXED_NO_CLEAR_ROUTE,BREADTH_FADING,0.35,-0.094,RANK_DETERIORATING,BREADTH_EXPANDING,0.324,0.032,RANK_STALL,BREADTH_FADING,0.192,-0.206,RANK_DETERIORATING,BREADTH_FADING,0.22,-0.116,RANK_STALL,BREADTH_FADING,0.15,-0.2,RANK_STALL,BREADTH_FADING,0.09,-0.102,RANK_STALL,BREADTH_FADING,0.082,-0.068,RANK_DETERIORATING,BREADTH_FADING,0.054,-0.032,RANK_STALL,BREADTH_STABLE,0.05,0.0,RANK_STALL,BREADTH_EXPANDING,0.07,0.026,RANK_STALL
EXIT_062,0,BTC_CONCENTRATION,BREADTH_EXPANDING,0.562,0.384,RANK_RECRUITING,BREADTH_EXPANDING,0.602,0.432,RANK_STALL,BREADTH_EXPANDING,0.48,0.212,RANK_STALL,BREADTH_EXPANDING,0.498,0.048,RANK_DETERIORATING,BREADTH_FADING,0.278,-0.284,RANK_STALL,BREADTH_FADING,0.384,-0.096,RANK_STALL,BREADTH_STABLE,0.298,0.02,RANK_STALL,BREADTH_FADING,0.218,-0.234,RANK_STALL,BREADTH_FADING,0.172,-0.034,RANK_STALL,BREADTH_EXPANDING,0.156,0.074,RANK_STALL
EXIT_063,0,BTC_CONCENTRATION,BREADTH_EXPANDING,0.498,0.048,RANK_DETERIORATING,BREADTH_FADING,0.402,-0.066,RANK_STALL,BREADTH_FADING,0.278,-0.284,RANK_STALL,BREADTH_FADING,0.45,-0.152,RANK_STALL,BREADTH_FADING,0.4,-0.098,RANK_STALL,BREADTH_STABLE,0.298,0.02,RANK_STALL,BREADTH_FADING,0.302,-0.098,RANK_STALL,BREADTH_FADING,0.138,-0.068,RANK_STALL,BREADTH_FADING,0.094,-0.12,RANK_STALL,BREADTH_EXPANDING,0.212,0.132,RANK_STALL
EXIT_064,0,BTC_CONCENTRATION,BREADTH_FADING,0.104,-0.194,RANK_STALL,BREADTH_FADING,0.206,-0.056,RANK_STALL,BREADTH_FADING,0.138,-0.068,RANK_STALL,BREADTH_FADING,0.23,-0.072,RANK_DETERIORATING,BREADTH_EXPANDING,0.246,0.142,RANK_STALL,BREADTH_EXPANDING,0.192,0.054,RANK_STALL,BREADTH_FADING,0.082,-0.164,RANK_STALL,BREADTH_STABLE,0.098,0.004,RANK_DETERIORATING,BREADTH_FADING,0.108,-0.16,RANK_DETERIORATING,BREADTH_EXPANDING,0.432,0.252,RANK_STALL
EXIT_065,0,BTC_CONCENTRATION,BREADTH_FADING,0.138,-0.068,RANK_STALL,BREADTH_FADING,0.23,-0.072,RANK_DETERIORATING,BREADTH_STABLE,0.214,-0.004,RANK_STALL,BREADTH_EXPANDING,0.246,0.142,RANK_STALL,BREADTH_EXPANDING,0.192,0.054,RANK_STALL,BREADTH_FADING,0.094,-0.12,RANK_STALL,BREADTH_FADING,0.1,-0.092,RANK_STALL,BREADTH_EXPANDING,0.268,0.186,RANK_DETERIORATING,BREADTH_FADING,0.15,-0.062,RANK_STALL,BREADTH_FADING,0.254,-0.14,RANK_STALL
EXIT_066,0,MIXED_NO_CLEAR_ROUTE,BREADTH_FADING,0.166,-0.064,RANK_STALL,BREADTH_FADING,0.094,-0.12,RANK_STALL,BREADTH_FADING,0.082,-0.164,RANK_STALL,BREADTH_FADING,0.082,-0.09,RANK_STALL,BREADTH_FADING,0.08,-0.086,RANK_STALL,BREADTH_EXPANDING,0.156,0.074,RANK_STALL,BREADTH_EXPANDING,0.212,0.132,RANK_STALL,BREADTH_FADING,0.132,-0.25,RANK_STALL,BREADTH_EXPANDING,0.414,0.414,RANK_STALL,BREADTH_FADING,0.0,-0.312,RANK_STALL
EXIT_067,1,BROAD_RISK_EXPANSION,BREADTH_EXPANDING,0.432,0.252,RANK_STALL,BREADTH_FADING,0.186,-0.152,RANK_STALL,BREADTH_FADING,0.254,-0.14,RANK_STALL,BREADTH_FADING,0.312,-0.376,RANK_STALL,BREADTH_FADING,0.326,-0.106,RANK_STALL,BREADTH_EXPANDING,0.524,0.27,RANK_DETERIORATING,BREADTH_FADING,0.0,-0.326,RANK_STALL,BREADTH_EXPANDING,0.522,0.046,RANK_STALL,BREADTH_EXPANDING,0.844,0.592,RANK_STALL,BREADTH_EXPANDING,0.792,0.064,RANK_RECRUITING
EXIT_068,1,BROAD_RISK_EXPANSION,BREADTH_EXPANDING,0.522,0.046,RANK_STALL,BREADTH_EXPANDING,0.582,0.582,RANK_STALL,BREADTH_FADING,0.252,-0.22,RANK_STALL,BREADTH_FADING,0.302,-0.172,RANK_STALL,BREADTH_EXPANDING,0.578,0.056,RANK_STALL,BREADTH_EXPANDING,0.844,0.592,RANK_STALL,BREADTH_EXPANDING,0.774,0.196,RANK_DETERIORATING,BREADTH_FADING,0.694,-0.122,RANK_STALL,BREADTH_FADING,0.602,-0.19,RANK_STALL,BREADTH_FADING,0.622,-0.114,RANK_STALL
EXIT_069,0,BTC_CONCENTRATION,BREADTH_FADING,0.622,-0.2,RANK_STALL,BREADTH_FADING,0.694,-0.122,RANK_STALL,BREADTH_FADING,0.742,-0.032,RANK_STALL,BREADTH_EXPANDING,0.792,0.064,RANK_RECRUITING,BREADTH_EXPANDING,0.73,0.108,RANK_STALL,BREADTH_FADING,0.458,-0.284,RANK_STALL,BREADTH_FADING,0.488,-0.242,RANK_STALL,BREADTH_STABLE,0.558,-0.018,RANK_DETERIORATING,BREADTH_FADING,0.268,-0.234,RANK_STALL,BREADTH_EXPANDING,0.344,0.136,RANK_STALL
EXIT_070,0,BTC_CONCENTRATION,BREADTH_FADING,0.268,-0.234,RANK_STALL,BREADTH_FADING,0.206,-0.416,RANK_DETERIORATING,BREADTH_FADING,0.17,-0.212,RANK_STALL,BREADTH_FADING,0.172,-0.254,RANK_STALL,BREADTH_FADING,0.22,-0.048,RANK_STALL,BREADTH_EXPANDING,0.352,0.182,RANK_STALL,BREADTH_FADING,0.198,-0.022,RANK_STALL,BREADTH_EXPANDING,0.558,0.214,RANK_STALL,BREADTH_FADING,0.452,-0.232,RANK_DETERIORATING,BREADTH_STABLE,0.73,0.01,RANK_DETERIORATING
EXIT_071,0,BTC_CONCENTRATION,BREADTH_FADING,0.172,-0.254,RANK_STALL,BREADTH_FADING,0.208,-0.102,RANK_STALL,BREADTH_FADING,0.22,-0.048,RANK_STALL,BREADTH_EXPANDING,0.314,0.108,RANK_STALL,BREADTH_EXPANDING,0.384,0.212,RANK_STALL,BREADTH_FADING,0.198,-0.022,RANK_STALL,BREADTH_EXPANDING,0.416,0.032,RANK_STALL,BREADTH_EXPANDING,0.73,0.516,RANK_DETERIORATING,BREADTH_STABLE,0.668,-0.008,RANK_DETERIORATING,BREADTH_EXPANDING,0.74,0.09,RANK_DETERIORATING
EXIT_072,0,BTC_CONCENTRATION,BREADTH_FADING,0.198,-0.022,RANK_STALL,BREADTH_FADING,0.188,-0.126,RANK_STALL,BREADTH_FADING,0.214,-0.138,RANK_STALL,BREADTH_EXPANDING,0.416,0.032,RANK_STALL,BREADTH_EXPANDING,0.686,0.488,RANK_DETERIORATING,BREADTH_EXPANDING,0.73,0.516,RANK_DETERIORATING,BREADTH_FADING,0.526,-0.16,RANK_STALL,BREADTH_STABLE,0.668,-0.008,RANK_DETERIORATING,BREADTH_EXPANDING,0.746,0.152,RANK_STALL,BREADTH_STABLE,0.796,-0.01,RANK_DETERIORATING
EXIT_073,0,BTC_CONCENTRATION,BREADTH_EXPANDING,0.416,0.032,RANK_STALL,BREADTH_EXPANDING,0.558,0.214,RANK_STALL,BREADTH_EXPANDING,0.686,0.488,RANK_DETERIORATING,BREADTH_EXPANDING,0.684,0.496,RANK_DETERIORATING,BREADTH_EXPANDING,0.714,0.298,RANK_DETERIORATING,BREADTH_FADING,0.526,-0.16,RANK_STALL,BREADTH_EXPANDING,0.744,0.03,RANK_STALL,BREADTH_STABLE,0.59,-0.004,RANK_DETERIORATING,BREADTH_EXPANDING,0.814,0.1,RANK_RECRUITING,BREADTH_EXPANDING,0.844,0.07,RANK_DETERIORATING
EXIT_074,0,BTC_CONCENTRATION,BREADTH_EXPANDING,0.684,0.496,RANK_DETERIORATING,BREADTH_EXPANDING,0.73,0.516,RANK_DETERIORATING,BREADTH_EXPANDING,0.714,0.298,RANK_DETERIORATING,BREADTH_EXPANDING,0.676,0.118,RANK_DETERIORATING,BREADTH_FADING,0.452,-0.232,RANK_DETERIORATING,BREADTH_EXPANDING,0.744,0.03,RANK_STALL,BREADTH_EXPANDING,0.594,0.142,RANK_DETERIORATING,BREADTH_STABLE,0.73,0.01,RANK_DETERIORATING,BREADTH_EXPANDING,0.856,0.05,RANK_STALL,BREADTH_FADING,0.786,-0.068,RANK_DETERIORATING
EXIT_075,0,BTC_CONCENTRATION,BREADTH_EXPANDING,0.714,0.298,RANK_DETERIORATING,BREADTH_EXPANDING,0.676,0.118,RANK_DETERIORATING,BREADTH_FADING,0.526,-0.16,RANK_STALL,BREADTH_FADING,0.452,-0.232,RANK_DETERIORATING,BREADTH_EXPANDING,0.744,0.03,RANK_STALL,BREADTH_EXPANDING,0.72,0.194,RANK_DETERIORATING,BREADTH_FADING,0.65,-0.094,RANK_DETERIORATING,BREADTH_EXPANDING,0.806,0.216,RANK_STALL,BREADTH_EXPANDING,0.846,0.032,RANK_DETERIORATING,BREADTH_FADING,0.76,-0.084,RANK_RECRUITING
EXIT_076,0,BTC_CONCENTRATION,BREADTH_FADING,0.594,-0.136,RANK_DETERIORATING,BREADTH_EXPANDING,0.744,0.03,RANK_STALL,BREADTH_STABLE,0.668,-0.008,RANK_DETERIORATING,BREADTH_EXPANDING,0.72,0.194,RANK_DETERIORATING,BREADTH_STABLE,0.59,-0.004,RANK_DETERIORATING,BREADTH_EXPANDING,0.714,0.046,RANK_DETERIORATING,BREADTH_EXPANDING,0.806,0.216,RANK_STALL,BREADTH_EXPANDING,0.828,0.082,RANK_RECRUITING,BREADTH_EXPANDING,0.844,0.07,RANK_DETERIORATING,BREADTH_STABLE,0.698,-0.002,RANK_DETERIORATING
EXIT_077,1,BROAD_RISK_EXPANSION,BREADTH_FADING,0.65,-0.094,RANK_DETERIORATING,BREADTH_EXPANDING,0.714,0.046,RANK_DETERIORATING,BREADTH_STABLE,0.73,0.01,RANK_DETERIORATING,BREADTH_EXPANDING,0.746,0.152,RANK_STALL,BREADTH_EXPANDING,0.74,0.09,RANK_DETERIORATING,BREADTH_EXPANDING,0.806,0.076,RANK_RECRUITING,BREADTH_EXPANDING,0.774,0.034,RANK_RECRUITING,BREADTH_FADING,0.782,-0.074,RANK_STALL,BREADTH_STABLE,0.792,0.012,RANK_DETERIORATING,BREADTH_FADING,0.412,-0.358,RANK_STALL
EXIT_078,1,BROAD_RISK_EXPANSION,BREADTH_EXPANDING,0.746,0.152,RANK_STALL,BREADTH_EXPANDING,0.806,0.216,RANK_STALL,BREADTH_EXPANDING,0.74,0.09,RANK_DETERIORATING,BREADTH_EXPANDING,0.814,0.1,RANK_RECRUITING,BREADTH_EXPANDING,0.828,0.082,RANK_RECRUITING,BREADTH_EXPANDING,0.774,0.034,RANK_RECRUITING,BREADTH_EXPANDING,0.854,0.026,RANK_STALL,BREADTH_EXPANDING,0.848,0.052,RANK_DETERIORATING,BREADTH_STABLE,0.698,-0.002,RANK_DETERIORATING,BREADTH_FADING,0.35,-0.126,RANK_STALL
EXIT_079,0,MIXED_NO_CLEAR_ROUTE,BREADTH_FADING,0.406,-0.228,RANK_STALL,BREADTH_FADING,0.314,-0.098,RANK_STALL,BREADTH_FADING,0.278,-0.118,RANK_DETERIORATING,BREADTH_FADING,0.3,-0.076,RANK_DETERIORATING,BREADTH_FADING,0.184,-0.222,RANK_DETERIORATING,BREADTH_FADING,0.17,-0.108,RANK_STALL,BREADTH_FADING,0.148,-0.036,RANK_DETERIORATING,BREADTH_STABLE,0.152,-0.002,RANK_STALL,BREADTH_EXPANDING,0.13,0.038,RANK_STALL,BREADTH_FADING,0.15,-0.034,RANK_DETERIORATING
EXIT_080,0,MIXED_NO_CLEAR_ROUTE,BREADTH_FADING,0.154,-0.082,RANK_DETERIORATING,BREADTH_FADING,0.148,-0.036,RANK_DETERIORATING,BREADTH_FADING,0.106,-0.026,RANK_STALL,BREADTH_FADING,0.14,-0.03,RANK_STALL,BREADTH_STABLE,0.152,-0.002,RANK_STALL,BREADTH_STABLE,0.092,-0.014,RANK_STALL,BREADTH_FADING,0.092,-0.06,RANK_STALL,BREADTH_EXPANDING,0.4,0.314,RANK_DETERIORATING,BREADTH_FADING,0.15,-0.034,RANK_DETERIORATING,BREADTH_FADING,0.07,-0.098,RANK_STALL
