datetime,timestamp,anchor_type,anchor_up,anchor_lo,volatility_estimate,volatility_quality,coordinate,abs_coordinate,sigma_band,sigma_state,previous_sigma_state,state_age,transition_type,distance_to_nearest_sigma_boundary,coordinate_velocity,coordinate_acceleration,anchor_age,data_quality,causal_known_time
2023-07-04 11:00:00+00:00,2023-07-04 11:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0006318267902932914,1.0,-3.3231215642181557,3.3231215642181557,3.0,-3.0,-2.0,0.0,DOWN,0.32312156421815574,-1.1501905856140464,0.5081626679790427,15.0,1.0,2023-07-04 11:00:00+00:00
2023-07-04 12:00:00+00:00,2023-07-04 12:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0006310108833520557,1.0,-2.876572787203567,2.876572787203567,2.0,-2.0,-3.0,0.0,UP,0.8765727872035671,0.4465487770145886,1.596739362628635,16.0,1.0,2023-07-04 12:00:00+00:00
2023-07-04 13:00:00+00:00,2023-07-04 13:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0006237219361944502,1.0,-3.263298436390902,3.263298436390902,3.0,-3.0,-2.0,0.0,DOWN,0.2632984363909019,-0.38672564918733476,-0.8332744262019234,17.0,1.0,2023-07-04 13:00:00+00:00
2023-07-04 14:00:00+00:00,2023-07-04 14:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0005713231470903177,1.0,-3.2092177591960658,3.2092177591960658,3.0,-3.0,-3.0,1.0,STAY,0.20921775919606578,0.05408067719483611,0.4408063263821709,18.0,1.0,2023-07-04 14:00:00+00:00
2023-07-04 15:00:00+00:00,2023-07-04 15:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0005748233638564446,1.0,-2.774687404888869,2.774687404888869,2.0,-2.0,-3.0,0.0,UP,0.7746874048888688,0.434530354307197,0.3804496771123609,19.0,1.0,2023-07-04 15:00:00+00:00
2023-07-04 16:00:00+00:00,2023-07-04 16:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0005582727992928029,1.0,-2.988409296156226,2.988409296156226,2.0,-2.0,-2.0,1.0,STAY,0.9884092961562261,-0.2137218912673573,-0.6482522455745543,20.0,1.0,2023-07-04 16:00:00+00:00
2023-07-04 17:00:00+00:00,2023-07-04 17:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0005551702616582958,1.0,-2.691155112956278,2.691155112956278,2.0,-2.0,-2.0,2.0,STAY,0.6911551129562779,0.29725418319994823,0.5109760744673055,21.0,1.0,2023-07-04 17:00:00+00:00
2023-07-04 18:00:00+00:00,2023-07-04 18:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0005537033390354741,1.0,-2.8308197685674252,2.8308197685674252,2.0,-2.0,-2.0,3.0,STAY,0.8308197685674252,-0.13966465561114738,-0.4369188388110956,22.0,1.0,2023-07-04 18:00:00+00:00
2023-07-04 19:00:00+00:00,2023-07-04 19:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0005673962666674484,1.0,-3.862247798380565,3.862247798380565,3.0,-3.0,-2.0,0.0,DOWN,0.8622477983805652,-1.03142802981314,-0.8917633742019926,23.0,1.0,2023-07-04 19:00:00+00:00
2023-07-04 20:00:00+00:00,2023-07-04 20:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0005671707778027862,1.0,-3.944706081321351,3.944706081321351,3.0,-3.0,-3.0,1.0,STAY,0.944706081321351,-0.08245828294078583,0.9489697468723541,24.0,1.0,2023-07-04 20:00:00+00:00
2023-07-04 21:00:00+00:00,2023-07-04 21:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0005740463989742974,1.0,-4.905187486380232,4.905187486380232,4.0,-4.0,-3.0,0.0,DOWN,0.9051874863802318,-0.9604814050588808,-0.878023122118095,25.0,1.0,2023-07-04 21:00:00+00:00
2023-07-04 22:00:00+00:00,2023-07-04 22:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0005762286995572259,1.0,-5.5402624760520025,5.5402624760520025,5.0,-5.0,-4.0,0.0,DOWN,0.5402624760520025,-0.6350749896717707,0.3254064153871101,26.0,1.0,2023-07-04 22:00:00+00:00
2023-07-04 23:00:00+00:00,2023-07-04 23:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0005791333329701227,1.0,-6.226582155934929,6.226582155934929,6.0,-6.0,-5.0,0.0,DOWN,0.2265821559349286,-0.6863196798829261,-0.05124469021115541,27.0,1.0,2023-07-04 23:00:00+00:00
2023-07-05 00:00:00+00:00,2023-07-05 00:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0005789604248096534,1.0,-6.117305886684081,6.117305886684081,6.0,-6.0,-6.0,1.0,STAY,0.11730588668408082,0.10927626925084777,0.7955959491337738,28.0,1.0,2023-07-05 00:00:00+00:00
2023-07-05 01:00:00+00:00,2023-07-05 01:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0005758012563113541,1.0,-6.00720649442455,6.00720649442455,6.0,-6.0,-6.0,2.0,STAY,0.007206494424550236,0.11009939225953058,0.0008231230086828134,29.0,1.0,2023-07-05 01:00:00+00:00
2023-07-05 02:00:00+00:00,2023-07-05 02:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0005792165333404573,1.0,-5.686190647899856,5.686190647899856,5.0,-5.0,-6.0,0.0,UP,0.6861906478998563,0.32101584652469395,0.21091645426516337,30.0,1.0,2023-07-05 02:00:00+00:00
2023-07-05 03:00:00+00:00,2023-07-05 03:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0005869547783528531,1.0,-4.922504175956582,4.922504175956582,4.0,-4.0,-5.0,0.0,UP,0.9225041759565817,0.7636864719432745,0.4426706254185806,31.0,1.0,2023-07-05 03:00:00+00:00
2023-07-05 04:00:00+00:00,2023-07-05 04:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0006091875424118647,1.0,-6.221207297871525,6.221207297871525,6.0,-6.0,-4.0,0.0,DOWN,0.22120729787152538,-1.2987031219149436,-2.062389593858218,32.0,1.0,2023-07-05 04:00:00+00:00
2023-07-05 05:00:00+00:00,2023-07-05 05:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0004255835433132703,1.0,-8.645920551508146,8.645920551508146,8.0,-8.0,-6.0,0.0,DOWN,0.6459205515081461,-2.4247132536366207,-1.126010131721677,33.0,1.0,2023-07-05 05:00:00+00:00
2023-07-05 06:00:00+00:00,2023-07-05 06:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0003661765491234384,1.0,-10.249447015653747,10.249447015653747,10.0,-10.0,-8.0,0.0,DOWN,0.24944701565374672,-1.6035264641456006,0.8211867894910201,34.0,1.0,2023-07-05 06:00:00+00:00
2023-07-05 07:00:00+00:00,2023-07-05 07:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0003400636005253739,1.0,-11.46907411337197,11.46907411337197,11.0,-11.0,-10.0,0.0,DOWN,0.46907411337197047,-1.2196270977182238,0.3838993664273769,35.0,1.0,2023-07-05 07:00:00+00:00
2023-07-05 08:00:00+00:00,2023-07-05 08:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0003577037622487284,1.0,-9.438656442819822,9.438656442819822,9.0,-9.0,-11.0,0.0,UP,0.43865644281982163,2.030417670552149,3.2500447682703726,36.0,1.0,2023-07-05 08:00:00+00:00
2023-07-05 09:00:00+00:00,2023-07-05 09:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0003584231807723157,1.0,-9.112044742564112,9.112044742564112,9.0,-9.0,-9.0,1.0,STAY,0.11204474256411245,0.3266117002557092,-1.7038059702964397,37.0,1.0,2023-07-05 09:00:00+00:00
2023-07-05 10:00:00+00:00,2023-07-05 10:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.00036664746561116275,1.0,-7.905340322527535,7.905340322527535,7.0,-7.0,-9.0,0.0,UP,0.9053403225275352,1.2067044200365773,0.8800927197808681,38.0,1.0,2023-07-05 10:00:00+00:00
2023-07-05 11:00:00+00:00,2023-07-05 11:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0003626026867589131,1.0,-7.66421836282034,7.66421836282034,7.0,-7.0,-7.0,1.0,STAY,0.66421836282034,0.2411219597071952,-0.9655824603293821,39.0,1.0,2023-07-05 11:00:00+00:00
2023-07-05 12:00:00+00:00,2023-07-05 12:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0003888091141624373,1.0,-5.683466416579586,5.683466416579586,5.0,-5.0,-7.0,0.0,UP,0.6834664165795861,1.980751946240754,1.7396299865335587,40.0,1.0,2023-07-05 12:00:00+00:00
2023-07-05 13:00:00+00:00,2023-07-05 13:00:00+00:00,trailing_extreme_50,1.09181,1.08756,0.0005014704599935292,1.0,-7.337543877586209,7.337543877586209,7.0,-7.0,-5.0,0.0,DOWN,0.3375438775862092,-1.6540774610066231,-3.634829407247377,41.0,1.0,2023-07-05 13:00:00+00:00
2023-07-05 14:00:00+00:00,2023-07-05 14:00:00+00:00,trailing_extreme_50,1.09181,1.08756,0.0005034516016967985,1.0,-7.126081341776915,7.126081341776915,7.0,-7.0,-7.0,1.0,STAY,0.12608134177691532,0.21146253580929386,1.865539996815917,42.0,1.0,2023-07-05 14:00:00+00:00
2023-07-05 15:00:00+00:00,2023-07-05 15:00:00+00:00,trailing_extreme_50,1.09181,1.08756,0.0005884820626262502,1.0,-3.7238602855045673,3.7238602855045673,3.0,-3.0,-7.0,0.0,UP,0.7238602855045673,3.402221056272348,3.190758520463054,43.0,1.0,2023-07-05 15:00:00+00:00
2023-07-05 16:00:00+00:00,2023-07-05 16:00:00+00:00,trailing_extreme_50,1.09181,1.08756,0.0005906638808461075,1.0,-4.098661356370602,4.098661356370602,4.0,-4.0,-3.0,0.0,DOWN,0.09866135637060225,-0.374801070866035,-3.777022127138383,44.0,1.0,2023-07-05 16:00:00+00:00
2023-07-05 17:00:00+00:00,2023-07-05 17:00:00+00:00,trailing_extreme_50,1.09181,1.08756,0.0006875445023311363,1.0,-5.940167414642102,5.940167414642102,5.0,-5.0,-4.0,0.0,DOWN,0.9401674146421017,-1.8415060582714995,-1.4667049874054645,45.0,1.0,2023-07-05 17:00:00+00:00
2023-07-05 18:00:00+00:00,2023-07-05 18:00:00+00:00,trailing_extreme_50,1.09181,1.08736,0.0006949635980654181,1.0,-6.750408851096132,6.750408851096132,6.0,-6.0,-5.0,0.0,DOWN,0.7504088510961324,-0.8102414364540307,1.0312646218174688,46.0,1.0,2023-07-05 18:00:00+00:00
2023-07-05 19:00:00+00:00,2023-07-05 19:00:00+00:00,trailing_extreme_50,1.09181,1.0867,0.0007005516631237414,1.0,-7.537489643968048,7.537489643968048,7.0,-7.0,-6.0,0.0,DOWN,0.5374896439680477,-0.7870807928719152,0.023160643582115448,47.0,1.0,2023-07-05 19:00:00+00:00
2023-07-05 20:00:00+00:00,2023-07-05 20:00:00+00:00,trailing_extreme_50,1.09181,1.08606,0.0006997312698170072,1.0,-7.625281631176542,7.625281631176542,7.0,-7.0,-7.0,1.0,STAY,0.6252816311765423,-0.08779198720849468,0.6992888056634206,48.0,1.0,2023-07-05 20:00:00+00:00
2023-07-05 21:00:00+00:00,2023-07-05 21:00:00+00:00,trailing_extreme_50,1.09155,1.086,0.0007081043018276662,1.0,-8.070302990564771,8.070302990564771,8.0,-8.0,-7.0,0.0,DOWN,0.0703029905647714,-0.44502135938822907,-0.3572293721797344,0.0,1.0,2023-07-05 21:00:00+00:00
2023-07-05 22:00:00+00:00,2023-07-05 22:00:00+00:00,trailing_extreme_50,1.09147,1.08533,0.00070772726359321,1.0,-7.76275530319526,7.76275530319526,7.0,-7.0,-8.0,0.0,UP,0.7627553031952603,0.3075476873695111,0.7525690467577402,0.0,1.0,2023-07-05 22:00:00+00:00
2023-07-05 23:00:00+00:00,2023-07-05 23:00:00+00:00,trailing_extreme_50,1.09147,1.08533,0.0006967187819441472,1.0,-8.044090353012113,8.044090353012113,8.0,-8.0,-7.0,0.0,DOWN,0.044090353012112615,-0.2813350498168523,-0.5888827371863634,1.0,1.0,2023-07-05 23:00:00+00:00
2023-07-06 00:00:00+00:00,2023-07-06 00:00:00+00:00,trailing_extreme_50,1.09147,1.08533,0.0006751818475623422,1.0,-8.20516250046941,8.20516250046941,8.0,-8.0,-8.0,1.0,STAY,0.20516250046940954,-0.16107214745729692,0.12026290235955539,2.0,1.0,2023-07-06 00:00:00+00:00
2023-07-06 01:00:00+00:00,2023-07-06 01:00:00+00:00,trailing_extreme_50,1.09147,1.08533,0.0006733321236571273,1.0,-8.432954456242472,8.432954456242472,8.0,-8.0,-8.0,2.0,STAY,0.43295445624247186,-0.22779195577306233,-0.0667198083157654,3.0,1.0,2023-07-06 01:00:00+00:00
2023-07-06 02:00:00+00:00,2023-07-06 02:00:00+00:00,trailing_extreme_50,1.09147,1.08529,0.0006770609266808521,1.0,-8.08714351075125,8.08714351075125,8.0,-8.0,-8.0,3.0,STAY,0.08714351075125037,0.3458109454912215,0.5736029012642838,4.0,1.0,2023-07-06 02:00:00+00:00
2023-07-06 03:00:00+00:00,2023-07-06 03:00:00+00:00,trailing_extreme_50,1.09147,1.08529,0.0006851550533828913,1.0,-8.825465306956112,8.825465306956112,8.0,-8.0,-8.0,4.0,STAY,0.8254653069561115,-0.7383217962048612,-1.0841327416960826,5.0,1.0,2023-07-06 03:00:00+00:00
2023-07-06 04:00:00+00:00,2023-07-06 04:00:00+00:00,trailing_extreme_50,1.09147,1.08489,0.0006705159916532219,1.0,-8.86693919234675,8.86693919234675,8.0,-8.0,-8.0,5.0,STAY,0.8669391923467504,-0.0414738853906389,0.6968479108142223,6.0,1.0,2023-07-06 04:00:00+00:00
2023-07-06 05:00:00+00:00,2023-07-06 05:00:00+00:00,trailing_extreme_50,1.09147,1.08489,0.0006684551591456152,1.0,-9.3217616021793,9.3217616021793,9.0,-9.0,-8.0,0.0,DOWN,0.3217616021793006,-0.4548224098325502,-0.4133485244419113,7.0,1.0,2023-07-06 05:00:00+00:00
2023-07-06 06:00:00+00:00,2023-07-06 06:00:00+00:00,trailing_extreme_50,1.09147,1.08469,0.0006638270911699908,1.0,-10.331430491433958,10.331430491433958,10.0,-10.0,-9.0,0.0,DOWN,0.33143049143395764,-1.009668889254657,-0.5548464794221069,8.0,1.0,2023-07-06 06:00:00+00:00
2023-07-06 07:00:00+00:00,2023-07-06 07:00:00+00:00,trailing_extreme_50,1.09147,1.08401,0.0006692456078980039,1.0,-9.820533799071104,9.820533799071104,9.0,-9.0,-10.0,0.0,UP,0.8205337990711037,0.510896692362854,1.520565581617511,9.0,1.0,2023-07-06 07:00:00+00:00
2023-07-06 08:00:00+00:00,2023-07-06 08:00:00+00:00,trailing_extreme_50,1.09147,1.08401,0.0007113792642562285,1.0,-7.684053973744543,7.684053973744543,7.0,-7.0,-9.0,0.0,UP,0.6840539737445432,2.1364798253265604,1.6255831329637065,10.0,1.0,2023-07-06 08:00:00+00:00
2023-07-06 09:00:00+00:00,2023-07-06 09:00:00+00:00,trailing_extreme_50,1.09147,1.08401,0.000699025757526426,1.0,-6.226128651618276,6.226128651618276,6.0,-6.0,-7.0,0.0,UP,0.2261286516182759,1.4579253221262674,-0.6785545032002931,11.0,1.0,2023-07-06 09:00:00+00:00
2023-07-06 10:00:00+00:00,2023-07-06 10:00:00+00:00,trailing_extreme_50,1.09147,1.08401,0.0007358729373412843,1.0,-7.403251575111029,7.403251575111029,7.0,-7.0,-6.0,0.0,DOWN,0.40325157511102905,-1.1771229234927532,-2.6350482456190205,12.0,1.0,2023-07-06 10:00:00+00:00
2023-07-06 11:00:00+00:00,2023-07-06 11:00:00+00:00,trailing_extreme_50,1.09147,1.08401,0.0006805513615214768,1.0,-6.85493956012425,6.85493956012425,6.0,-6.0,-7.0,0.0,UP,0.85493956012425,0.5483120149867791,1.7254349384795322,13.0,1.0,2023-07-06 11:00:00+00:00
2023-07-06 12:00:00+00:00,2023-07-06 12:00:00+00:00,trailing_extreme_50,1.09028,1.08401,0.0006804389074483653,1.0,-5.564061130924218,5.564061130924218,5.0,-5.0,-6.0,0.0,UP,0.5640611309242178,1.2908784292000322,0.7425664142132531,0.0,1.0,2023-07-06 12:00:00+00:00
2023-07-06 13:00:00+00:00,2023-07-06 13:00:00+00:00,trailing_extreme_50,1.09018,1.08401,0.0007822993210659109,1.0,-1.7835092294538448,1.7835092294538448,1.0,-1.0,-5.0,0.0,UP,0.7835092294538448,3.780551901470373,2.489673472270341,0.0,1.0,2023-07-06 13:00:00+00:00
2023-07-06 14:00:00+00:00,2023-07-06 14:00:00+00:00,trailing_extreme_50,1.09018,1.08401,0.0007815729924300226,1.0,-0.7865757201150886,0.7865757201150886,0.0,0.0,-1.0,0.0,UP,0.7865757201150886,0.9969335093387562,-2.7836183921316167,1.0,1.0,2023-07-06 14:00:00+00:00
2023-07-06 15:00:00+00:00,2023-07-06 15:00:00+00:00,trailing_extreme_50,1.09018,1.08401,0.0008987840873585189,1.0,-2.8612958256712253,2.8612958256712253,2.0,-2.0,0.0,0.0,DOWN,0.8612958256712253,-2.074720105556137,-3.071653614894893,2.0,1.0,2023-07-06 15:00:00+00:00
2023-07-06 16:00:00+00:00,2023-07-06 16:00:00+00:00,trailing_extreme_50,1.09018,1.08401,0.0009117568293209992,1.0,-1.9837259773220246,1.9837259773220246,1.0,-1.0,-2.0,0.0,UP,0.9837259773220246,0.8775698483492007,2.9522899539053373,3.0,1.0,2023-07-06 16:00:00+00:00
2023-07-06 17:00:00+00:00,2023-07-06 17:00:00+00:00,trailing_extreme_50,1.09018,1.08401,0.0009517277077135671,1.0,-3.2627206571726486,3.2627206571726486,3.0,-3.0,-1.0,0.0,DOWN,0.2627206571726486,-1.278994679850624,-2.1565645281998247,4.0,1.0,2023-07-06 17:00:00+00:00
2023-07-06 18:00:00+00:00,2023-07-06 18:00:00+00:00,trailing_extreme_50,1.09018,1.08401,0.0009544359187572908,1.0,-2.8389993248214185,2.8389993248214185,2.0,-2.0,-3.0,0.0,UP,0.8389993248214185,0.4237213323512301,1.702716012201854,5.0,1.0,2023-07-06 18:00:00+00:00
2023-07-06 19:00:00+00:00,2023-07-06 19:00:00+00:00,trailing_extreme_50,1.09018,1.08401,0.0009535934679248123,1.0,-2.8415074348547296,2.8415074348547296,2.0,-2.0,-2.0,1.0,STAY,0.8415074348547296,-0.002508110033311084,-0.4262294423845412,6.0,1.0,2023-07-06 19:00:00+00:00
2023-07-06 20:00:00+00:00,2023-07-06 20:00:00+00:00,trailing_extreme_50,1.0901,1.08401,0.000969669374213371,1.0,-1.8180003130105062,1.8180003130105062,1.0,-1.0,-2.0,0.0,UP,0.8180003130105062,1.0235071218442233,1.0260152318775344,0.0,1.0,2023-07-06 20:00:00+00:00
2023-07-06 21:00:00+00:00,2023-07-06 21:00:00+00:00,trailing_extreme_50,1.08951,1.08401,0.0009691724549098557,1.0,-1.364637713900404,1.364637713900404,1.0,-1.0,-1.0,1.0,STAY,0.364637713900404,0.45336259911010224,-0.5701445227341211,0.0,1.0,2023-07-06 21:00:00+00:00
