datetime,timestamp,anchor_type,anchor_up,anchor_lo,volatility_estimate,volatility_quality,coordinate,abs_coordinate,sigma_band,sigma_state,previous_sigma_state,state_age,transition_type,distance_to_nearest_sigma_boundary,coordinate_velocity,coordinate_acceleration,anchor_age,data_quality,causal_known_time
2023-07-03 00:00:00+00:00,2023-07-03 00:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 00:00:00+00:00
2023-07-03 01:00:00+00:00,2023-07-03 01:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 01:00:00+00:00
2023-07-03 02:00:00+00:00,2023-07-03 02:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 02:00:00+00:00
2023-07-03 03:00:00+00:00,2023-07-03 03:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 03:00:00+00:00
2023-07-03 04:00:00+00:00,2023-07-03 04:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 04:00:00+00:00
2023-07-03 05:00:00+00:00,2023-07-03 05:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 05:00:00+00:00
2023-07-03 06:00:00+00:00,2023-07-03 06:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 06:00:00+00:00
2023-07-03 07:00:00+00:00,2023-07-03 07:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 07:00:00+00:00
2023-07-03 08:00:00+00:00,2023-07-03 08:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 08:00:00+00:00
2023-07-03 09:00:00+00:00,2023-07-03 09:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 09:00:00+00:00
2023-07-03 10:00:00+00:00,2023-07-03 10:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 10:00:00+00:00
2023-07-03 11:00:00+00:00,2023-07-03 11:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 11:00:00+00:00
2023-07-03 12:00:00+00:00,2023-07-03 12:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 12:00:00+00:00
2023-07-03 13:00:00+00:00,2023-07-03 13:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 13:00:00+00:00
2023-07-03 14:00:00+00:00,2023-07-03 14:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 14:00:00+00:00
2023-07-03 15:00:00+00:00,2023-07-03 15:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 15:00:00+00:00
2023-07-03 16:00:00+00:00,2023-07-03 16:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 16:00:00+00:00
2023-07-03 17:00:00+00:00,2023-07-03 17:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 17:00:00+00:00
2023-07-03 18:00:00+00:00,2023-07-03 18:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 18:00:00+00:00
2023-07-03 19:00:00+00:00,2023-07-03 19:00:00+00:00,trailing_extreme_50,,,,0.0,,,,,,0.0,NA,,,,,0.0,2023-07-03 19:00:00+00:00
2023-07-03 20:00:00+00:00,2023-07-03 20:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0007488891318564425,1.0,-1.1868617419772955,1.1868617419772955,1.0,-1.0,,0.0,NA,0.18686174197729555,,,0.0,1.0,2023-07-03 20:00:00+00:00
2023-07-03 21:00:00+00:00,2023-07-03 21:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0007501771312442367,1.0,-0.7938378041022129,0.7938378041022129,0.0,0.0,-1.0,0.0,UP,0.7938378041022129,0.3930239378750826,,1.0,1.0,2023-07-03 21:00:00+00:00
2023-07-03 22:00:00+00:00,2023-07-03 22:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0007498704557968504,1.0,-1.087511268519963,1.087511268519963,1.0,-1.0,0.0,0.0,DOWN,0.08751126851996305,-0.2936734644177501,-0.6866974022928327,2.0,1.0,2023-07-03 22:00:00+00:00
2023-07-03 23:00:00+00:00,2023-07-03 23:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0007392014969880645,1.0,-0.9420086378012226,0.9420086378012226,0.0,0.0,-1.0,0.0,UP,0.9420086378012226,0.14550263071874048,0.4391760951364906,3.0,1.0,2023-07-03 23:00:00+00:00
2023-07-04 00:00:00+00:00,2023-07-04 00:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0007233946493739194,1.0,-0.9625924049079042,0.9625924049079042,0.0,0.0,0.0,1.0,STAY,0.9625924049079042,-0.02058376710668164,-0.16608639782542212,4.0,1.0,2023-07-04 00:00:00+00:00
2023-07-04 01:00:00+00:00,2023-07-04 01:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0007236800458568555,1.0,-0.6962712050143577,0.6962712050143577,0.0,0.0,0.0,2.0,STAY,0.6962712050143577,0.2663211998935465,0.28690496700022816,5.0,1.0,2023-07-04 01:00:00+00:00
2023-07-04 02:00:00+00:00,2023-07-04 02:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0007157891770451948,1.0,-0.7039469074590153,0.7039469074590153,0.0,0.0,0.0,3.0,STAY,0.7039469074590153,-0.0076757024446576505,-0.2739969023382042,6.0,1.0,2023-07-04 02:00:00+00:00
2023-07-04 03:00:00+00:00,2023-07-04 03:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.000709713937318745,1.0,-1.0586358314909876,1.0586358314909876,1.0,-1.0,0.0,0.0,DOWN,0.05863583149098761,-0.3546889240319723,-0.3470132215873146,7.0,1.0,2023-07-04 03:00:00+00:00
2023-07-04 04:00:00+00:00,2023-07-04 04:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0006441175624120473,1.0,-1.0526081529683038,1.0526081529683038,1.0,-1.0,-1.0,1.0,STAY,0.05260815296830379,0.006027678522683821,0.3607166025546561,8.0,1.0,2023-07-04 04:00:00+00:00
2023-07-04 05:00:00+00:00,2023-07-04 05:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0005874069745104676,1.0,-1.9501704631434305,1.9501704631434305,1.0,-1.0,-1.0,2.0,STAY,0.9501704631434305,-0.8975623101751267,-0.9035899886978105,9.0,1.0,2023-07-04 05:00:00+00:00
2023-07-04 06:00:00+00:00,2023-07-04 06:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.000483388801535631,1.0,-2.616435559081514,2.616435559081514,2.0,-2.0,-1.0,0.0,DOWN,0.616435559081514,-0.6662650959380836,0.23129721423704308,10.0,1.0,2023-07-04 06:00:00+00:00
2023-07-04 07:00:00+00:00,2023-07-04 07:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.00044735638486380846,1.0,-3.585796396052363,3.585796396052363,3.0,-3.0,-2.0,0.0,DOWN,0.5857963960523631,-0.9693608369708491,-0.3030957410327655,11.0,1.0,2023-07-04 07:00:00+00:00
2023-07-04 08:00:00+00:00,2023-07-04 08:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.00045895345801291986,1.0,-4.574836936113188,4.574836936113188,4.0,-4.0,-3.0,0.0,DOWN,0.5748369361131882,-0.9890405400608251,-0.01967970308997602,12.0,1.0,2023-07-04 08:00:00+00:00
2023-07-04 09:00:00+00:00,2023-07-04 09:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0006052690919036885,1.0,-0.5145777250110203,0.5145777250110203,0.0,0.0,-4.0,0.0,UP,0.5145777250110203,4.060259211102168,5.049299751162993,13.0,1.0,2023-07-04 09:00:00+00:00
2023-07-04 10:00:00+00:00,2023-07-04 10:00:00+00:00,trailing_extreme_50,1.09181,1.08752,0.0006453612826438956,1.0,-2.1729309786041093,2.1729309786041093,2.0,-2.0,0.0,0.0,DOWN,0.17293097860410933,-1.6583532535930892,-5.718612464695257,14.0,1.0,2023-07-04 10:00:00+00:00
