,event_id,origin,orig_date,gbp_bridge_candidate
942,GBP_ORIGIN_202308291700,GBP,2023-08-29,True
943,GBP_ORIGIN_202308301500,GBP,2023-08-30,True
944,GBP_ORIGIN_202308311700,GBP,2023-08-31,True
945,GBP_ORIGIN_202309011000,GBP,2023-09-01,True
946,GBP_ORIGIN_202309011700,GBP,2023-09-01,True
947,GBP_ORIGIN_202309051100,GBP,2023-09-05,True
948,GBP_ORIGIN_202309051800,GBP,2023-09-05,True
949,GBP_ORIGIN_202309061600,GBP,2023-09-06,True
950,GBP_ORIGIN_202309080900,GBP,2023-09-08,True
951,GBP_ORIGIN_202309110000,GBP,2023-09-11,True
952,GBP_ORIGIN_202309111200,GBP,2023-09-11,True
953,GBP_ORIGIN_202309121000,GBP,2023-09-12,True
954,GBP_ORIGIN_202309130900,GBP,2023-09-13,True
955,GBP_ORIGIN_202309141500,GBP,2023-09-14,True
956,GBP_ORIGIN_202309200900,GBP,2023-09-20,True
957,GBP_ORIGIN_202309201900,GBP,2023-09-20,True
958,GBP_ORIGIN_202309202100,GBP,2023-09-20,True
959,GBP_ORIGIN_202309211200,GBP,2023-09-21,True
960,GBP_ORIGIN_202309211400,GBP,2023-09-21,True
961,GBP_ORIGIN_202309251100,GBP,2023-09-25,True
962,GBP_ORIGIN_202309281000,GBP,2023-09-28,True
963,GBP_ORIGIN_202309281500,GBP,2023-09-28,True
964,GBP_ORIGIN_202309291200,GBP,2023-09-29,True
965,GBP_ORIGIN_202309291600,GBP,2023-09-29,True
966,GBP_ORIGIN_202310020900,GBP,2023-10-02,True
967,GBP_ORIGIN_202310021200,GBP,2023-10-02,True
968,GBP_ORIGIN_202310031300,GBP,2023-10-03,True
969,GBP_ORIGIN_202310031700,GBP,2023-10-03,True
970,GBP_ORIGIN_202310040700,GBP,2023-10-04,True
971,GBP_ORIGIN_202310040900,GBP,2023-10-04,True
972,GBP_ORIGIN_202310041100,GBP,2023-10-04,True
973,GBP_ORIGIN_202310041500,GBP,2023-10-04,True
974,GBP_ORIGIN_202310061500,GBP,2023-10-06,True
975,GBP_ORIGIN_202310061700,GBP,2023-10-06,True
976,GBP_ORIGIN_202310090000,GBP,2023-10-09,True
977,GBP_ORIGIN_202310121500,GBP,2023-10-12,True
978,GBP_ORIGIN_202310131300,GBP,2023-10-13,True
979,GBP_ORIGIN_202310131700,GBP,2023-10-13,True
980,GBP_ORIGIN_202310161100,GBP,2023-10-16,True
981,GBP_ORIGIN_202310161400,GBP,2023-10-16,True
982,GBP_ORIGIN_202310170900,GBP,2023-10-17,True
983,GBP_ORIGIN_202310171500,GBP,2023-10-17,True
984,GBP_ORIGIN_202310171700,GBP,2023-10-17,True
985,GBP_ORIGIN_202310201100,GBP,2023-10-20,True
986,GBP_ORIGIN_202310231700,GBP,2023-10-23,True
987,GBP_ORIGIN_202310241300,GBP,2023-10-24,True
988,GBP_ORIGIN_202310261500,GBP,2023-10-26,True
989,GBP_ORIGIN_202310262000,GBP,2023-10-26,True
990,GBP_ORIGIN_202310300000,GBP,2023-10-30,True
991,GBP_ORIGIN_202310301000,GBP,2023-10-30,True
992,GBP_ORIGIN_202310301200,GBP,2023-10-30,True
993,GBP_ORIGIN_202310311100,GBP,2023-10-31,True
994,GBP_ORIGIN_202311011700,GBP,2023-11-01,True
995,GBP_ORIGIN_202311031500,GBP,2023-11-03,True
996,GBP_ORIGIN_202311031800,GBP,2023-11-03,True
997,GBP_ORIGIN_202311061400,GBP,2023-11-06,True
998,GBP_ORIGIN_202311091200,GBP,2023-11-09,True
999,GBP_ORIGIN_202311092100,GBP,2023-11-09,True
1000,GBP_ORIGIN_202311101600,GBP,2023-11-10,True
1001,GBP_ORIGIN_202311140900,GBP,2023-11-14,True
1002,GBP_ORIGIN_202311141100,GBP,2023-11-14,True
1003,GBP_ORIGIN_202311141500,GBP,2023-11-14,True
1004,GBP_ORIGIN_202311150900,GBP,2023-11-15,True
1005,GBP_ORIGIN_202311160400,GBP,2023-11-16,True
1006,GBP_ORIGIN_202311161500,GBP,2023-11-16,True
1007,GBP_ORIGIN_202311170900,GBP,2023-11-17,True
1008,GBP_ORIGIN_202311201200,GBP,2023-11-20,True
1009,GBP_ORIGIN_202311221600,GBP,2023-11-22,True
1010,GBP_ORIGIN_202311231100,GBP,2023-11-23,True
1011,GBP_ORIGIN_202311241000,GBP,2023-11-24,True
1012,GBP_ORIGIN_202311241600,GBP,2023-11-24,True
1013,GBP_ORIGIN_202311281000,GBP,2023-11-28,True
1014,GBP_ORIGIN_202311281200,GBP,2023-11-28,True
1015,GBP_ORIGIN_202311281700,GBP,2023-11-28,True
1016,GBP_ORIGIN_202311301000,GBP,2023-11-30,True
1017,GBP_ORIGIN_202312011100,GBP,2023-12-01,True
1018,GBP_ORIGIN_202312011800,GBP,2023-12-01,True
1019,GBP_ORIGIN_202312040200,GBP,2023-12-04,True
1020,GBP_ORIGIN_202312041600,GBP,2023-12-04,True
1021,GBP_ORIGIN_202312041800,GBP,2023-12-04,True
1022,GBP_ORIGIN_202312051000,GBP,2023-12-05,True
1023,GBP_ORIGIN_202312071000,GBP,2023-12-07,True
1024,GBP_ORIGIN_202312071600,GBP,2023-12-07,True
1025,GBP_ORIGIN_202312080200,GBP,2023-12-08,True
1026,GBP_ORIGIN_202312081200,GBP,2023-12-08,True
1027,GBP_ORIGIN_202312081600,GBP,2023-12-08,True
1028,GBP_ORIGIN_202312110900,GBP,2023-12-11,True
1029,GBP_ORIGIN_202312111200,GBP,2023-12-11,True
1030,GBP_ORIGIN_202312121700,GBP,2023-12-12,True
1031,GBP_ORIGIN_202312130900,GBP,2023-12-13,True
1032,GBP_ORIGIN_202312132100,GBP,2023-12-13,True
1033,GBP_ORIGIN_202312141400,GBP,2023-12-14,True
1034,GBP_ORIGIN_202312151000,GBP,2023-12-15,True
1035,GBP_ORIGIN_202312190400,GBP,2023-12-19,True
1036,GBP_ORIGIN_202312191000,GBP,2023-12-19,True
1037,GBP_ORIGIN_202312200900,GBP,2023-12-20,True
1038,GBP_ORIGIN_202312221200,GBP,2023-12-22,True
1039,GBP_ORIGIN_202312250100,GBP,2023-12-25,True
1040,GBP_ORIGIN_202312271000,GBP,2023-12-27,True
1041,GBP_ORIGIN_202312281100,GBP,2023-12-28,True
1042,GBP_ORIGIN_202312281400,GBP,2023-12-28,True
1043,GBP_ORIGIN_202312290900,GBP,2023-12-29,True
1044,GBP_ORIGIN_202312291100,GBP,2023-12-29,True
1045,GBP_ORIGIN_202312291500,GBP,2023-12-29,True
1046,GBP_ORIGIN_202401012000,GBP,2024-01-01,True
1047,GBP_ORIGIN_202401021100,GBP,2024-01-02,True
1048,GBP_ORIGIN_202401021600,GBP,2024-01-02,True
1049,GBP_ORIGIN_202401041100,GBP,2024-01-04,True
1050,GBP_ORIGIN_202401101000,GBP,2024-01-10,True
1051,GBP_ORIGIN_202401111100,GBP,2024-01-11,True
1052,GBP_ORIGIN_202401112000,GBP,2024-01-11,True
1053,GBP_ORIGIN_202401121300,GBP,2024-01-12,True
1054,GBP_ORIGIN_202401161100,GBP,2024-01-16,True
1055,GBP_ORIGIN_202401161900,GBP,2024-01-16,True
1056,GBP_ORIGIN_202401170900,GBP,2024-01-17,True
1057,GBP_ORIGIN_202401171100,GBP,2024-01-17,True
1058,GBP_ORIGIN_202401171700,GBP,2024-01-17,True
1059,GBP_ORIGIN_202401181100,GBP,2024-01-18,True
1060,GBP_ORIGIN_202401190900,GBP,2024-01-19,True
1061,GBP_ORIGIN_202401230800,GBP,2024-01-23,True
1062,GBP_ORIGIN_202401241100,GBP,2024-01-24,True
1063,GBP_ORIGIN_202401260900,GBP,2024-01-26,True
1064,GBP_ORIGIN_202401301600,GBP,2024-01-30,True
1065,GBP_ORIGIN_202401311600,GBP,2024-01-31,True
1066,GBP_ORIGIN_202402011000,GBP,2024-02-01,True
1067,GBP_ORIGIN_202402011400,GBP,2024-02-01,True
1068,GBP_ORIGIN_202402011800,GBP,2024-02-01,True
1069,GBP_ORIGIN_202402021700,GBP,2024-02-02,True
1070,GBP_ORIGIN_202402051300,GBP,2024-02-05,True
1071,GBP_ORIGIN_202402081600,GBP,2024-02-08,True
1072,GBP_ORIGIN_202402090900,GBP,2024-02-09,True
1073,GBP_ORIGIN_202402121600,GBP,2024-02-12,True
1074,GBP_ORIGIN_202402130900,GBP,2024-02-13,True
1075,GBP_ORIGIN_202402131200,GBP,2024-02-13,True
1076,GBP_ORIGIN_202402131500,GBP,2024-02-13,True
1077,GBP_ORIGIN_202402131700,GBP,2024-02-13,True
1078,GBP_ORIGIN_202402140900,GBP,2024-02-14,True
1079,GBP_ORIGIN_202402141100,GBP,2024-02-14,True
1080,GBP_ORIGIN_202402150900,GBP,2024-02-15,True
1081,GBP_ORIGIN_202402201300,GBP,2024-02-20,True
1082,GBP_ORIGIN_202402201500,GBP,2024-02-20,True
1083,GBP_ORIGIN_202402211000,GBP,2024-02-21,True
1084,GBP_ORIGIN_202402220900,GBP,2024-02-22,True
1085,GBP_ORIGIN_202402221500,GBP,2024-02-22,True
1086,GBP_ORIGIN_202402221800,GBP,2024-02-22,True
1087,GBP_ORIGIN_202402281000,GBP,2024-02-28,True
1088,GBP_ORIGIN_202403010300,GBP,2024-03-01,True
1089,GBP_ORIGIN_202403011300,GBP,2024-03-01,True
1090,GBP_ORIGIN_202403011600,GBP,2024-03-01,True
1091,GBP_ORIGIN_202403051700,GBP,2024-03-05,True
1092,GBP_ORIGIN_202403061000,GBP,2024-03-06,True
1093,GBP_ORIGIN_202403061400,GBP,2024-03-06,True
1094,GBP_ORIGIN_202403070300,GBP,2024-03-07,True
1095,GBP_ORIGIN_202403071600,GBP,2024-03-07,True
1096,GBP_ORIGIN_202403081800,GBP,2024-03-08,True
1097,GBP_ORIGIN_202403111000,GBP,2024-03-11,True
1098,GBP_ORIGIN_202403121000,GBP,2024-03-12,True
1099,GBP_ORIGIN_202403191000,GBP,2024-03-19,True
1100,GBP_ORIGIN_202403191300,GBP,2024-03-19,True
1101,GBP_ORIGIN_202403191700,GBP,2024-03-19,True
1102,GBP_ORIGIN_202403191900,GBP,2024-03-19,True
1103,GBP_ORIGIN_202403202100,GBP,2024-03-20,True
1104,GBP_ORIGIN_202403211100,GBP,2024-03-21,True
1105,GBP_ORIGIN_202403211300,GBP,2024-03-21,True
1106,GBP_ORIGIN_202403211800,GBP,2024-03-21,True
1107,GBP_ORIGIN_202403220500,GBP,2024-03-22,True
1108,GBP_ORIGIN_202403220900,GBP,2024-03-22,True
1109,GBP_ORIGIN_202403221500,GBP,2024-03-22,True
1110,GBP_ORIGIN_202403281300,GBP,2024-03-28,True
1111,GBP_ORIGIN_202403281500,GBP,2024-03-28,True
1112,GBP_ORIGIN_202403291500,GBP,2024-03-29,True
1113,GBP_ORIGIN_202404010200,GBP,2024-04-01,True
1114,GBP_ORIGIN_202404011700,GBP,2024-04-01,True
1115,GBP_ORIGIN_202404021500,GBP,2024-04-02,True
1116,GBP_ORIGIN_202404031000,GBP,2024-04-03,True
1117,GBP_ORIGIN_202404031700,GBP,2024-04-03,True
1118,GBP_ORIGIN_202404040900,GBP,2024-04-04,True
1119,GBP_ORIGIN_202404042100,GBP,2024-04-04,True
1120,GBP_ORIGIN_202404051000,GBP,2024-04-05,True
1121,GBP_ORIGIN_202404051500,GBP,2024-04-05,True
1122,GBP_ORIGIN_202404091700,GBP,2024-04-09,True
1123,GBP_ORIGIN_202404101500,GBP,2024-04-10,True
1124,GBP_ORIGIN_202404111000,GBP,2024-04-11,True
1125,GBP_ORIGIN_202404111200,GBP,2024-04-11,True
1126,GBP_ORIGIN_202404111700,GBP,2024-04-11,True
1127,GBP_ORIGIN_202404120900,GBP,2024-04-12,True
1128,GBP_ORIGIN_202404121300,GBP,2024-04-12,True
1129,GBP_ORIGIN_202404121500,GBP,2024-04-12,True
1130,GBP_ORIGIN_202404121700,GBP,2024-04-12,True
1131,GBP_ORIGIN_202404150100,GBP,2024-04-15,True
1132,GBP_ORIGIN_202404170900,GBP,2024-04-17,True
1133,GBP_ORIGIN_202404171900,GBP,2024-04-17,True
1134,GBP_ORIGIN_202404190400,GBP,2024-04-19,True
1135,GBP_ORIGIN_202404191800,GBP,2024-04-19,True
1136,GBP_ORIGIN_202404220000,GBP,2024-04-22,True
1137,GBP_ORIGIN_202404231400,GBP,2024-04-23,True
1138,GBP_ORIGIN_202404231600,GBP,2024-04-23,True
1139,GBP_ORIGIN_202404261700,GBP,2024-04-26,True
1140,GBP_ORIGIN_202404290100,GBP,2024-04-29,True
1141,GBP_ORIGIN_202404290400,GBP,2024-04-29,True
1142,GBP_ORIGIN_202404290700,GBP,2024-04-29,True
1143,GBP_ORIGIN_202404291000,GBP,2024-04-29,True
1144,GBP_ORIGIN_202405012100,GBP,2024-05-01,True
1145,GBP_ORIGIN_202405012300,GBP,2024-05-01,True
1146,GBP_ORIGIN_202405020900,GBP,2024-05-02,True
1147,GBP_ORIGIN_202405091500,GBP,2024-05-09,True
1148,GBP_ORIGIN_202405100900,GBP,2024-05-10,True
1149,GBP_ORIGIN_202405130000,GBP,2024-05-13,True
1150,GBP_ORIGIN_202405141100,GBP,2024-05-14,True
1151,GBP_ORIGIN_202405141600,GBP,2024-05-14,True
1152,GBP_ORIGIN_202405151200,GBP,2024-05-15,True
1153,GBP_ORIGIN_202405201500,GBP,2024-05-20,True
1154,GBP_ORIGIN_202405220500,GBP,2024-05-22,True
1155,GBP_ORIGIN_202405220900,GBP,2024-05-22,True
1156,GBP_ORIGIN_202405232000,GBP,2024-05-23,True
1157,GBP_ORIGIN_202405291700,GBP,2024-05-29,True
1158,GBP_ORIGIN_202405292100,GBP,2024-05-29,True
1159,GBP_ORIGIN_202405300800,GBP,2024-05-30,True
1160,GBP_ORIGIN_202405311100,GBP,2024-05-31,True
1161,GBP_ORIGIN_202405311500,GBP,2024-05-31,True
1162,GBP_ORIGIN_202406031000,GBP,2024-06-03,True
1163,GBP_ORIGIN_202406031400,GBP,2024-06-03,True
1164,GBP_ORIGIN_202406041000,GBP,2024-06-04,True
1165,GBP_ORIGIN_202406071400,GBP,2024-06-07,True
1166,GBP_ORIGIN_202406101400,GBP,2024-06-10,True
1167,GBP_ORIGIN_202406111600,GBP,2024-06-11,True
1168,GBP_ORIGIN_202406121500,GBP,2024-06-12,True
1169,GBP_ORIGIN_202406131200,GBP,2024-06-13,True
1170,GBP_ORIGIN_202406131700,GBP,2024-06-13,True
1171,GBP_ORIGIN_202406140900,GBP,2024-06-14,True
1172,GBP_ORIGIN_202406141100,GBP,2024-06-14,True
1173,GBP_ORIGIN_202406141600,GBP,2024-06-14,True
1174,GBP_ORIGIN_202406181000,GBP,2024-06-18,True
1175,GBP_ORIGIN_202406201000,GBP,2024-06-20,True
1176,GBP_ORIGIN_202406211000,GBP,2024-06-21,True
1177,GBP_ORIGIN_202406211300,GBP,2024-06-21,True
1178,GBP_ORIGIN_202406241600,GBP,2024-06-24,True
1179,GBP_ORIGIN_202406261500,GBP,2024-06-26,True
1180,GBP_ORIGIN_202406281600,GBP,2024-06-28,True
1181,GBP_ORIGIN_202407010900,GBP,2024-07-01,True
1182,GBP_ORIGIN_202407021400,GBP,2024-07-02,True
1183,GBP_ORIGIN_202407031700,GBP,2024-07-03,True
1184,GBP_ORIGIN_202407032000,GBP,2024-07-03,True
1185,GBP_ORIGIN_202407040900,GBP,2024-07-04,True
1186,GBP_ORIGIN_202407051500,GBP,2024-07-05,True
1187,GBP_ORIGIN_202407081000,GBP,2024-07-08,True
1188,GBP_ORIGIN_202407081400,GBP,2024-07-08,True
1189,GBP_ORIGIN_202407091400,GBP,2024-07-09,True
1190,GBP_ORIGIN_202407101200,GBP,2024-07-10,True
1191,GBP_ORIGIN_202407101600,GBP,2024-07-10,True
1192,GBP_ORIGIN_202407111500,GBP,2024-07-11,True
1193,GBP_ORIGIN_202407120100,GBP,2024-07-12,True
1194,GBP_ORIGIN_202407121000,GBP,2024-07-12,True
1195,GBP_ORIGIN_202407151600,GBP,2024-07-15,True
1196,GBP_ORIGIN_202407170700,GBP,2024-07-17,True
1197,GBP_ORIGIN_202407170900,GBP,2024-07-17,True
1198,GBP_ORIGIN_202407171100,GBP,2024-07-17,True
1199,GBP_ORIGIN_202407190900,GBP,2024-07-19,True
1200,GBP_ORIGIN_202407240400,GBP,2024-07-24,True
1201,GBP_ORIGIN_202407241600,GBP,2024-07-24,True
1202,GBP_ORIGIN_202407250300,GBP,2024-07-25,True
1203,GBP_ORIGIN_202407251000,GBP,2024-07-25,True
1204,GBP_ORIGIN_202407251200,GBP,2024-07-25,True
1205,GBP_ORIGIN_202407251500,GBP,2024-07-25,True
1206,GBP_ORIGIN_202407252100,GBP,2024-07-25,True
1207,GBP_ORIGIN_202407261500,GBP,2024-07-26,True
1208,GBP_ORIGIN_202407290000,GBP,2024-07-29,True
1209,GBP_ORIGIN_202407291000,GBP,2024-07-29,True
1210,GBP_ORIGIN_202407291200,GBP,2024-07-29,True
1211,GBP_ORIGIN_202407301800,GBP,2024-07-30,True
1212,GBP_ORIGIN_202407302300,GBP,2024-07-30,True
1213,GBP_ORIGIN_202407310500,GBP,2024-07-31,True
1214,GBP_ORIGIN_202407310700,GBP,2024-07-31,True
1215,GBP_ORIGIN_202407310900,GBP,2024-07-31,True
1216,GBP_ORIGIN_202407311600,GBP,2024-07-31,True
1217,GBP_ORIGIN_202407312200,GBP,2024-07-31,True
1218,GBP_ORIGIN_202408010900,GBP,2024-08-01,True
1219,GBP_ORIGIN_202408011700,GBP,2024-08-01,True
1220,GBP_ORIGIN_202408012100,GBP,2024-08-01,True
1221,GBP_ORIGIN_202408021700,GBP,2024-08-02,True
1222,GBP_ORIGIN_202408050200,GBP,2024-08-05,True
1223,GBP_ORIGIN_202408050700,GBP,2024-08-05,True
1224,GBP_ORIGIN_202408051000,GBP,2024-08-05,True
1225,GBP_ORIGIN_202408051600,GBP,2024-08-05,True
1226,GBP_ORIGIN_202408051800,GBP,2024-08-05,True
1227,GBP_ORIGIN_202408070400,GBP,2024-08-07,True
1228,GBP_ORIGIN_202408140500,GBP,2024-08-14,True
1229,GBP_ORIGIN_202408151500,GBP,2024-08-15,True
1230,GBP_ORIGIN_202408161500,GBP,2024-08-16,True
1231,GBP_ORIGIN_202408190600,GBP,2024-08-19,True
1232,GBP_ORIGIN_202408190800,GBP,2024-08-19,True
1233,GBP_ORIGIN_202408211200,GBP,2024-08-21,True
1234,GBP_ORIGIN_202408221100,GBP,2024-08-22,True
1235,GBP_ORIGIN_202408231100,GBP,2024-08-23,True
1236,GBP_ORIGIN_202408260000,GBP,2024-08-26,True
1237,GBP_ORIGIN_202408271100,GBP,2024-08-27,True
1238,GBP_ORIGIN_202408271500,GBP,2024-08-27,True
1239,GBP_ORIGIN_202408282000,GBP,2024-08-28,True
1240,GBP_ORIGIN_202408291100,GBP,2024-08-29,True
1241,GBP_ORIGIN_202408292100,GBP,2024-08-29,True
1242,GBP_ORIGIN_202409020100,GBP,2024-09-02,True
1243,GBP_ORIGIN_202409031600,GBP,2024-09-03,True
1244,GBP_ORIGIN_202409040300,GBP,2024-09-04,True
1245,GBP_ORIGIN_202409042000,GBP,2024-09-04,True
1246,GBP_ORIGIN_202409051100,GBP,2024-09-05,True
1247,GBP_ORIGIN_202409051700,GBP,2024-09-05,True
1248,GBP_ORIGIN_202409061500,GBP,2024-09-06,True
1249,GBP_ORIGIN_202409061700,GBP,2024-09-06,True
1250,GBP_ORIGIN_202409091700,GBP,2024-09-09,True
1251,GBP_ORIGIN_202409101500,GBP,2024-09-10,True
1252,GBP_ORIGIN_202409111600,GBP,2024-09-11,True
1253,GBP_ORIGIN_202409121700,GBP,2024-09-12,True
1254,GBP_ORIGIN_202409180900,GBP,2024-09-18,True
1255,GBP_ORIGIN_202409182100,GBP,2024-09-18,True
1256,GBP_ORIGIN_202409191100,GBP,2024-09-19,True
1257,GBP_ORIGIN_202409191400,GBP,2024-09-19,True
1258,GBP_ORIGIN_202409191600,GBP,2024-09-19,True
1259,GBP_ORIGIN_202409191800,GBP,2024-09-19,True
1260,GBP_ORIGIN_202409200300,GBP,2024-09-20,True
1261,GBP_ORIGIN_202409200900,GBP,2024-09-20,True
1262,GBP_ORIGIN_202409231000,GBP,2024-09-23,True
1263,GBP_ORIGIN_202409241100,GBP,2024-09-24,True
1264,GBP_ORIGIN_202409251800,GBP,2024-09-25,True
1265,GBP_ORIGIN_202409261700,GBP,2024-09-26,True
1266,GBP_ORIGIN_202409270900,GBP,2024-09-27,True
1267,GBP_ORIGIN_202409271600,GBP,2024-09-27,True
1268,GBP_ORIGIN_202409300000,GBP,2024-09-30,True
1269,GBP_ORIGIN_202409301100,GBP,2024-09-30,True
1270,GBP_ORIGIN_202409301300,GBP,2024-09-30,True
1271,GBP_ORIGIN_202410011000,GBP,2024-10-01,True
1272,GBP_ORIGIN_202410011600,GBP,2024-10-01,True
1273,GBP_ORIGIN_202410020700,GBP,2024-10-02,True
1274,GBP_ORIGIN_202410030400,GBP,2024-10-03,True
1275,GBP_ORIGIN_202410030800,GBP,2024-10-03,True
1276,GBP_ORIGIN_202410031000,GBP,2024-10-03,True
1277,GBP_ORIGIN_202410101600,GBP,2024-10-10,True
1278,GBP_ORIGIN_202410111000,GBP,2024-10-11,True
1279,GBP_ORIGIN_202410151000,GBP,2024-10-15,True
1280,GBP_ORIGIN_202410160500,GBP,2024-10-16,True
1281,GBP_ORIGIN_202410160900,GBP,2024-10-16,True
1282,GBP_ORIGIN_202410180900,GBP,2024-10-18,True
1283,GBP_ORIGIN_202410181100,GBP,2024-10-18,True
1284,GBP_ORIGIN_202410181700,GBP,2024-10-18,True
1285,GBP_ORIGIN_202410221100,GBP,2024-10-22,True
1286,GBP_ORIGIN_202410221500,GBP,2024-10-22,True
1287,GBP_ORIGIN_202410232000,GBP,2024-10-23,True
1288,GBP_ORIGIN_202410241000,GBP,2024-10-24,True
1289,GBP_ORIGIN_202410241700,GBP,2024-10-24,True
1290,GBP_ORIGIN_202410290900,GBP,2024-10-29,True
1291,GBP_ORIGIN_202410291400,GBP,2024-10-29,True
1292,GBP_ORIGIN_202410301300,GBP,2024-10-30,True
1293,GBP_ORIGIN_202410301900,GBP,2024-10-30,True
1294,GBP_ORIGIN_202410311000,GBP,2024-10-31,True
1295,GBP_ORIGIN_202410311600,GBP,2024-10-31,True
1296,GBP_ORIGIN_202411011000,GBP,2024-11-01,True
1297,GBP_ORIGIN_202411011600,GBP,2024-11-01,True
1298,GBP_ORIGIN_202411041800,GBP,2024-11-04,True
1299,GBP_ORIGIN_202411061000,GBP,2024-11-06,True
1300,GBP_ORIGIN_202411061700,GBP,2024-11-06,True
1301,GBP_ORIGIN_202411081400,GBP,2024-11-08,True
1302,GBP_ORIGIN_202411081800,GBP,2024-11-08,True
1303,GBP_ORIGIN_202411121700,GBP,2024-11-12,True
1304,GBP_ORIGIN_202411131600,GBP,2024-11-13,True
1305,GBP_ORIGIN_202411150900,GBP,2024-11-15,True
1306,GBP_ORIGIN_202411151500,GBP,2024-11-15,True
1307,GBP_ORIGIN_202411151700,GBP,2024-11-15,True
1308,GBP_ORIGIN_202411191000,GBP,2024-11-19,True
1309,GBP_ORIGIN_202411191500,GBP,2024-11-19,True
1310,GBP_ORIGIN_202411201600,GBP,2024-11-20,True
1311,GBP_ORIGIN_202411211000,GBP,2024-11-21,True
1312,GBP_ORIGIN_202411221000,GBP,2024-11-22,True
1313,GBP_ORIGIN_202411221600,GBP,2024-11-22,True
1314,GBP_ORIGIN_202411250000,GBP,2024-11-25,True
1315,GBP_ORIGIN_202411251600,GBP,2024-11-25,True
1316,GBP_ORIGIN_202411260200,GBP,2024-11-26,True
1317,GBP_ORIGIN_202411271500,GBP,2024-11-27,True
1318,GBP_ORIGIN_202411291500,GBP,2024-11-29,True
1319,GBP_ORIGIN_202411291700,GBP,2024-11-29,True
1320,GBP_ORIGIN_202412020900,GBP,2024-12-02,True
1321,GBP_ORIGIN_202412021400,GBP,2024-12-02,True
1322,GBP_ORIGIN_202412021600,GBP,2024-12-02,True
1323,GBP_ORIGIN_202412051500,GBP,2024-12-05,True
1324,GBP_ORIGIN_202412060900,GBP,2024-12-06,True
1325,GBP_ORIGIN_202412061600,GBP,2024-12-06,True
1326,GBP_ORIGIN_202412090900,GBP,2024-12-09,True
1327,GBP_ORIGIN_202412110900,GBP,2024-12-11,True
1328,GBP_ORIGIN_202412121000,GBP,2024-12-12,True
1329,GBP_ORIGIN_202412121700,GBP,2024-12-12,True
1330,GBP_ORIGIN_202412130900,GBP,2024-12-13,True
1331,GBP_ORIGIN_202412160000,GBP,2024-12-16,True
1332,GBP_ORIGIN_202412161700,GBP,2024-12-16,True
1333,GBP_ORIGIN_202412170900,GBP,2024-12-17,True
1334,GBP_ORIGIN_202412181200,GBP,2024-12-18,True
1335,GBP_ORIGIN_202412182100,GBP,2024-12-18,True
1336,GBP_ORIGIN_202412190800,GBP,2024-12-19,True
1337,GBP_ORIGIN_202412201500,GBP,2024-12-20,True
1338,GBP_ORIGIN_202412271200,GBP,2024-12-27,True
1339,GBP_ORIGIN_202412301500,GBP,2024-12-30,True
1340,GBP_ORIGIN_202412311100,GBP,2024-12-31,True
1341,GBP_ORIGIN_202501020100,GBP,2025-01-02,True
1342,GBP_ORIGIN_202501020800,GBP,2025-01-02,True
1343,GBP_ORIGIN_202501021400,GBP,2025-01-02,True
1344,GBP_ORIGIN_202501021800,GBP,2025-01-02,True
1345,GBP_ORIGIN_202501061300,GBP,2025-01-06,True
1346,GBP_ORIGIN_202501071700,GBP,2025-01-07,True
1347,GBP_ORIGIN_202501081300,GBP,2025-01-08,True
1348,GBP_ORIGIN_202501090800,GBP,2025-01-09,True
1349,GBP_ORIGIN_202501100900,GBP,2025-01-10,True
1350,GBP_ORIGIN_202501101100,GBP,2025-01-10,True
1351,GBP_ORIGIN_202501101500,GBP,2025-01-10,True
1352,GBP_ORIGIN_202501130500,GBP,2025-01-13,True
1353,GBP_ORIGIN_202501131100,GBP,2025-01-13,True
1354,GBP_ORIGIN_202501140000,GBP,2025-01-14,True
1355,GBP_ORIGIN_202501141700,GBP,2025-01-14,True
1356,GBP_ORIGIN_202501151500,GBP,2025-01-15,True
1357,GBP_ORIGIN_202501170900,GBP,2025-01-17,True
1358,GBP_ORIGIN_202501201500,GBP,2025-01-20,True
1359,GBP_ORIGIN_202501210200,GBP,2025-01-21,True
1360,GBP_ORIGIN_202501211800,GBP,2025-01-21,True
1361,GBP_ORIGIN_202501240400,GBP,2025-01-24,True
1362,GBP_ORIGIN_202501241100,GBP,2025-01-24,True
1363,GBP_ORIGIN_202501241700,GBP,2025-01-24,True
1364,GBP_ORIGIN_202501270900,GBP,2025-01-27,True
1365,GBP_ORIGIN_202501271200,GBP,2025-01-27,True
1366,GBP_ORIGIN_202501271700,GBP,2025-01-27,True
1367,GBP_ORIGIN_202501311600,GBP,2025-01-31,True
1368,GBP_ORIGIN_202501311800,GBP,2025-01-31,True
1369,GBP_ORIGIN_202502031500,GBP,2025-02-03,True
1370,GBP_ORIGIN_202502031700,GBP,2025-02-03,True
1371,GBP_ORIGIN_202502032300,GBP,2025-02-03,True
1372,GBP_ORIGIN_202502060900,GBP,2025-02-06,True
1373,GBP_ORIGIN_202502061400,GBP,2025-02-06,True
1374,GBP_ORIGIN_202502061800,GBP,2025-02-06,True
1375,GBP_ORIGIN_202502071700,GBP,2025-02-07,True
1376,GBP_ORIGIN_202502121000,GBP,2025-02-12,True
1377,GBP_ORIGIN_202502121500,GBP,2025-02-12,True
1378,GBP_ORIGIN_202502121700,GBP,2025-02-12,True
1379,GBP_ORIGIN_202502131000,GBP,2025-02-13,True
