coordinate,column,auc_2020-2021,auc_2022,auc_2023,auc_2024,auc_2025-2026,auc_range,topQ_success_2020-2021,topQ_success_2022,topQ_success_2023,topQ_success_2024,topQ_success_2025-2026,post_drift_range,verdict,n_birth_days
breadth30,top500_breadth_30d,0.6322222222222222,0.8052536231884058,0.5212355212355212,0.5336700336700337,0.6930194805194805,0.28401810195288457,,0.8666666666666667,0.6,0.3333333333333333,0.5,0.5333333333333334,BOTH,331
btc7,btc_return_7d,0.6275862068965518,0.6105072463768115,0.5604395604395604,0.5980392156862745,0.5058441558441558,0.121742051052396,0.14285714285714285,,0.3,0.17647058823529413,0.125,0.175,BOTH,331
dispersion30,top500_dispersion_30d,,0.34782608695652173,0.3515625,0.6802721088435374,0.4938311688311688,0.33244602188701566,0.5714285714285714,,0.26666666666666666,,0.25,0.3214285714285714,BOTH,331
eth_btc_rel7,eth_btc_relative_return_7d,0.5517241379310345,0.6431159420289856,0.5318681318681319,0.7137254901960784,0.6493506493506493,0.18185735832794658,0.35714285714285715,0.6363636363636364,,,0.5769230769230769,0.2792207792207792,BOTH,331
concentration,top3_share,0.44666666666666666,0.48007246376811596,0.6544401544401544,0.5033670033670035,0.740909090909091,0.2942424242424243,0.3333333333333333,,,0.14285714285714285,0.5263157894736842,0.38345864661654133,BOTH,331
vol,vol_med,0.7142857142857143,0.5398550724637681,0.6718146718146718,0.5572390572390573,0.538961038961039,0.17532467532467533,0.38235294117647056,,,0.0,0.0,0.38235294117647056,BOTH,331
rank_depth,rank_depth_rel,,0.5706521739130435,0.8984375,0.5442176870748299,0.6568181818181817,0.35421981292517013,,0.4,0.07692307692307693,,0.14814814814814814,0.3230769230769231,BOTH,331
leadership_width,leadership_width,0.5,0.5,0.5,0.5,0.5,0.0,0.3333333333333333,0.48936170212765956,0.27450980392156865,0.16923076923076924,0.2845528455284553,0.3201309328968903,BOTH,331
breadth_vel,breadth_vel,0.6160919540229886,0.6005434782608695,0.6853281853281854,0.4983164983164984,0.5193181818181818,0.18701168701168702,,0.46153846153846156,0.15384615384615385,0.23076923076923078,0.38095238095238093,0.3076923076923077,BOTH,331
