surface,comparison,edge_jaccard,dominant_exit_agreement,mean_abs_dp,mean_row_js,n_pairs,verdict,transition_verdict
6_cell,early80_vs_late20,0.7666666666666667,1.0,0.02963235805315283,5.861112044743876,,TRANSITION_TOPOLOGY_VS_RATES_DONE,FULL_STABILITY
8_cell,early80_vs_late20,0.7872340425531915,1.0,0.029828429790257523,5.560548807144605,,TRANSITION_TOPOLOGY_VS_RATES_DONE,FULL_STABILITY
6_cell,adjacent_subperiods,0.6864214489214489,0.9583333333333334,0.056396099037303,,4.0,TRANSITION_TOPOLOGY_VS_RATES_DONE,FULL_STABILITY
8_cell,adjacent_subperiods,0.5627020202020202,0.9017857142857143,0.05434869376866213,,4.0,TRANSITION_TOPOLOGY_VS_RATES_DONE,FULL_STABILITY
