subperiod,base_dir_entropy,cond_state,cond_state_age,cond_state_age_entropy,cond_state_age_entropy_activation,cond_full_chain,red_state,red_plus_age,red_plus_entropy,red_plus_activation,red_plus_forcing,total_reduction,verdict
2020-2021,0.895735034422594,0.7951915537349861,0.7309961593306014,0.7110230702271845,0.6485250943006423,0.5430716660587062,0.10054348068760788,0.06419539440438471,0.019973089103416886,0.06249797592654216,0.10545342824193615,0.3526633683638878,DIRECTION_CONSTRAINT_TRANSPORTS
2022,0.9555657301530965,0.9299407657613833,0.8634359841650562,0.9472255404616222,0.9523061842669481,0.953096552198656,0.025624964391713245,0.06650478159632711,-0.08378955629656604,-0.005080643805325913,-0.000790367931707836,0.002469177954440571,DIRECTION_CONSTRAINT_TRANSPORTS
2023,0.9262491181506676,0.8833014674316864,0.8503386104910367,0.8035708372156458,0.902291918695167,0.8908340123062758,0.04294765071898121,0.03296285694064971,0.046767773275390834,-0.09872108147952119,0.011457906388891215,0.03541510584439178,DIRECTION_CONSTRAINT_TRANSPORTS
2024,0.9379711224511099,0.9096578267547465,0.8410534536464369,0.8180923128495055,0.7775812928721375,0.8131316805438656,0.028313295696363427,0.06860437310830958,0.022961140796931456,0.040511019977367946,-0.035550387671728134,0.12483944190724428,DIRECTION_CONSTRAINT_TRANSPORTS
2025-2026,1.0493660012789203,1.0462891565538095,1.011009073050352,0.949945333798562,1.0072518311224292,1.0016746694311645,0.0030768447251108277,0.03528008350345746,0.061063739251789984,-0.05730649732386717,0.005577161691264765,0.04769133184775587,DIRECTION_CONSTRAINT_TRANSPORTS
