surface,n_groups,n_days,chrono_stability,loso_stability,half_stability,rank_between_var,prop_between_var,dir_entropy_between_var,branch_entropy_between_var,mean_self_transition,forcing_range,rank_retention,verdict,freeze_recommendation,rank_gap_8_minus_6,chrono_stability_gap_8_minus_6
6_cell,6,2196.0,0.39971988795518215,0.9466106442577031,0.4949579831932774,0.0017835374985817173,0.06369401066368631,0.03446914015028024,0.1522083817550574,0.7764116575591985,17.938472170877688,,SURFACE_6_VS_8_AUDIT_DONE,DUAL_RESOLUTION,0.21963796490923548,0.030847154948520805
8_cell,8,2196.0,0.43056704290370296,0.9586919104991394,0.583189902467011,0.0023108865113177575,0.06448655354345033,0.035472289566872144,0.16621569314895693,0.7377049180327869,17.938472170877688,,SURFACE_6_VS_8_AUDIT_DONE,DUAL_RESOLUTION,0.21963796490923548,0.030847154948520805
retention_6,6,,,,,,,,,,,0.7428335638581637,SURFACE_6_VS_8_AUDIT_DONE,DUAL_RESOLUTION,0.21963796490923548,0.030847154948520805
retention_8,8,,,,,,,,,,,0.9624715287673992,SURFACE_6_VS_8_AUDIT_DONE,DUAL_RESOLUTION,0.21963796490923548,0.030847154948520805
