entry_time,exit_time,pnl,result,reason,direction,ar_pips,deep_state,activation,entry_price,exit_price,est_hour
2022-03-03 13:00:00+00:00,2022-03-03 13:05:00+00:00,-0.21,W,tp,LONG,13.4,1935.66,1935.46,1935.25,1935.46,8
2022-03-04 13:00:00+00:00,2022-03-04 13:05:00+00:00,-0.15,W,tp,LONG,13.9,1948.97,1947.89,1947.74,1947.89,8
2022-03-07 13:00:00+00:00,2022-03-07 13:05:00+00:00,-1.1,W,tp,LONG,26.5,2002.42,2002.59,2001.49,2002.59,8
2022-03-08 13:00:00+00:00,2022-03-08 13:05:00+00:00,-18.12,W,tp,SHORT,31.8,2005.48,1989.11,2007.23,1989.11,8
2022-03-09 13:00:00+00:00,2022-03-09 13:05:00+00:00,-7.15,W,tp,SHORT,53.1,2010.33,2004.12,2011.27,2004.12,8
2022-03-10 13:00:00+00:00,2022-03-10 13:05:00+00:00,0.01,W,tp,LONG,25.9,2001.97,2000.13,2000.14,2000.13,8
2022-03-11 13:00:00+00:00,2022-03-11 13:05:00+00:00,-3.92,W,tp,LONG,13.8,1991.98,1994.82,1990.9,1994.82,8
2022-03-14 13:00:00+00:00,2022-03-14 13:05:00+00:00,-3.03,W,tp,SHORT,19.1,1960.92,1959.49,1962.52,1959.49,8
2022-03-15 13:00:00+00:00,2022-03-15 13:05:00+00:00,-2.03,W,tp,SHORT,14.7,1920.37,1921.71,1923.74,1921.71,8
2022-03-16 13:00:00+00:00,2022-03-16 13:05:00+00:00,-1.89,W,tp,LONG,12.3,1922.35,1923.87,1921.98,1923.87,8
2022-03-17 13:00:00+00:00,2022-03-17 13:05:00+00:00,-2.59,W,tp,LONG,16.8,1944.65,1946.78,1944.19,1946.78,8
2022-03-18 13:00:00+00:00,2022-03-18 13:05:00+00:00,-0.75,W,tp,LONG,8.3,1936.74,1937.15,1936.4,1937.15,8
2022-03-21 13:20:00+00:00,2022-03-21 13:25:00+00:00,-2.27,W,tp,LONG,6.8,1928.03,1928.82,1926.55,1928.82,8
2022-03-22 13:00:00+00:00,2022-03-22 13:05:00+00:00,-5.88,W,tp,SHORT,15.7,1927.24,1922.72,1928.6,1922.72,8
2022-03-23 13:00:00+00:00,2022-03-23 13:05:00+00:00,-0.11,W,tp,LONG,16.8,1934.18,1933.78,1933.67,1933.78,8
2022-03-24 13:00:00+00:00,2022-03-24 13:05:00+00:00,-2.1,W,tp,LONG,9.9,1945.35,1947.22,1945.12,1947.22,8
2022-03-25 13:00:00+00:00,2022-03-25 13:05:00+00:00,-0.52,W,tp,SHORT,10.7,1950.11,1949.9,1950.42,1949.9,8
2022-03-28 13:00:00+00:00,2022-03-28 13:05:00+00:00,-7.03,W,tp,SHORT,19.6,1932.02,1925.29,1932.32,1925.29,8
2022-03-29 13:00:00+00:00,2022-03-29 13:05:00+00:00,-4.29,W,tp,SHORT,15.5,1912.83,1909.64,1913.93,1909.64,8
2022-03-30 13:00:00+00:00,2022-03-30 13:05:00+00:00,-4.57,W,tp,SHORT,11.1,1919.33,1917.19,1921.76,1917.19,8
2022-03-31 13:00:00+00:00,2022-03-31 13:05:00+00:00,-5.84,W,tp,SHORT,14.7,1924.74,1919.12,1924.96,1919.12,8
2022-04-01 13:00:00+00:00,2022-04-01 13:05:00+00:00,-4.14,W,tp,SHORT,10.1,1933.22,1929.41,1933.55,1929.41,8
2022-04-04 13:00:00+00:00,2022-04-04 13:05:00+00:00,-11.3,W,tp,SHORT,17.7,1925.58,1915.32,1926.62,1915.32,8
2022-04-05 13:20:00+00:00,2022-04-05 13:25:00+00:00,-2.39,W,tp,SHORT,8.2,1927.34,1925.39,1927.78,1925.39,8
2022-04-06 13:00:00+00:00,2022-04-06 13:05:00+00:00,-4.36,W,tp,LONG,18.4,1929.8,1933.44,1929.08,1933.44,8
2022-04-07 13:00:00+00:00,2022-04-07 13:05:00+00:00,-1.22,W,tp,LONG,8.2,1927.89,1928.69,1927.47,1928.69,8
2022-04-08 13:10:00+00:00,2022-04-08 13:15:00+00:00,0.19,W,tp,LONG,5.8,1933.79,1933.43,1933.62,1933.43,8
2022-04-11 13:00:00+00:00,2022-04-11 13:05:00+00:00,-1.37,W,tp,LONG,19.3,1958.1,1959.29,1957.92,1959.29,8
2022-04-12 13:00:00+00:00,2022-04-12 13:05:00+00:00,-4.93,W,tp,SHORT,10.7,1953.17,1949.74,1954.67,1949.74,8
2022-04-13 13:00:00+00:00,2022-04-13 13:05:00+00:00,-0.81,W,tp,LONG,13.9,1978.35,1979.15,1978.34,1979.15,8
2022-04-14 13:00:00+00:00,2022-04-14 13:05:00+00:00,-2.44,W,tp,SHORT,10.8,1968.82,1967.56,1970.0,1967.56,8
2022-04-18 13:00:00+00:00,2022-04-18 13:05:00+00:00,-0.75,W,tp,LONG,10.5,1993.14,1993.82,1993.07,1993.82,8
2022-04-19 13:00:00+00:00,2022-04-19 13:05:00+00:00,-3.59,W,tp,LONG,8.5,1978.82,1981.18,1977.59,1981.18,8
2022-04-20 13:00:00+00:00,2022-04-20 13:35:00+00:00,0.89,W,tp,LONG,10.3,1950.45,1949.54,1950.43,1949.54,8
2022-04-21 13:00:00+00:00,2022-04-21 13:05:00+00:00,-0.47,W,tp,SHORT,11.3,1942.0,1942.67,1943.14,1942.67,8
2022-04-22 13:00:00+00:00,2022-04-22 13:05:00+00:00,-1.81,W,tp,SHORT,14.2,1942.47,1941.38,1943.19,1941.38,8
2022-04-25 13:00:00+00:00,2022-04-25 13:05:00+00:00,-5.06,W,tp,SHORT,12.2,1916.96,1912.25,1917.31,1912.25,8
2022-04-26 13:00:00+00:00,2022-04-26 13:05:00+00:00,-2.34,W,tp,LONG,11.8,1905.19,1907.46,1905.12,1907.46,8
2022-04-27 13:00:00+00:00,2022-04-27 13:05:00+00:00,-9.13,W,tp,SHORT,17.7,1894.77,1885.76,1894.89,1885.76,8
2022-04-28 13:00:00+00:00,2022-04-28 13:05:00+00:00,-2.81,W,tp,LONG,19.7,1890.28,1891.75,1888.94,1891.75,8
2022-04-29 13:00:00+00:00,2022-04-29 13:05:00+00:00,-2.26,W,tp,LONG,14.4,1916.07,1917.88,1915.62,1917.88,8
2022-05-02 13:00:00+00:00,2022-05-02 13:05:00+00:00,-3.59,W,tp,SHORT,11.8,1879.89,1876.77,1880.36,1876.77,8
2022-05-03 13:00:00+00:00,2022-05-03 13:05:00+00:00,-9.28,W,tp,SHORT,14.2,1857.66,1850.37,1859.65,1850.37,8
2022-05-04 13:00:00+00:00,2022-05-04 13:05:00+00:00,-0.62,W,tp,LONG,10.7,1871.79,1872.08,1871.46,1872.08,8
2022-05-05 13:00:00+00:00,2022-05-05 13:05:00+00:00,-4.03,W,tp,LONG,12.7,1899.32,1902.18,1898.15,1902.18,8
2022-05-06 13:00:00+00:00,2022-05-06 13:05:00+00:00,-1.75,W,tp,LONG,11.8,1883.94,1884.85,1883.1,1884.85,8
2022-05-09 13:00:00+00:00,2022-05-09 13:05:00+00:00,-0.69,W,tp,SHORT,13.8,1862.71,1862.39,1863.08,1862.39,8
2022-05-10 13:00:00+00:00,2022-05-10 13:05:00+00:00,-0.45,W,tp,SHORT,8.0,1857.15,1857.48,1857.93,1857.48,8
2022-05-11 13:00:00+00:00,2022-05-11 13:05:00+00:00,-1.9,W,tp,LONG,18.4,1852.7,1854.34,1852.44,1854.34,8
2022-05-12 13:00:00+00:00,2022-05-12 13:05:00+00:00,-6.08,W,tp,SHORT,10.2,1848.05,1843.89,1849.97,1843.89,8
2022-05-13 13:00:00+00:00,2022-05-13 13:05:00+00:00,-1.08,W,tp,SHORT,8.5,1821.02,1820.27,1821.35,1820.27,8
2022-05-16 13:00:00+00:00,2022-05-16 13:05:00+00:00,-15.06,W,tp,SHORT,24.6,1799.31,1786.64,1801.7,1786.64,8
2022-05-17 13:00:00+00:00,2022-05-17 13:05:00+00:00,-2.37,W,tp,LONG,7.6,1829.13,1830.19,1827.82,1830.19,8
2022-05-18 13:00:00+00:00,2022-05-18 13:05:00+00:00,0.13,W,tp,LONG,12.2,1820.3,1819.98,1820.11,1819.98,8
2022-05-19 13:00:00+00:00,2022-05-19 13:05:00+00:00,-2.04,W,tp,LONG,19.3,1830.3,1830.14,1828.1,1830.14,8
2022-05-20 13:00:00+00:00,2022-05-20 13:05:00+00:00,-2.48,W,tp,LONG,8.4,1847.0,1849.28,1846.8,1849.28,8
2022-05-23 13:00:00+00:00,2022-05-23 13:05:00+00:00,-0.6,W,tp,LONG,13.2,1864.62,1865.08,1864.48,1865.08,8
2022-05-24 13:00:00+00:00,2022-05-24 13:05:00+00:00,-4.69,W,tp,LONG,10.2,1857.08,1860.54,1855.85,1860.54,8
2022-05-25 13:00:00+00:00,2022-05-25 13:05:00+00:00,-1.16,W,tp,SHORT,8.3,1856.15,1855.01,1856.17,1855.01,8
2022-05-26 13:15:00+00:00,2022-05-26 13:20:00+00:00,-2.74,W,tp,SHORT,8.7,1845.31,1842.74,1845.48,1842.74,8
2022-05-27 13:00:00+00:00,2022-05-27 13:05:00+00:00,-0.95,W,tp,LONG,8.5,1859.62,1860.36,1859.41,1860.36,8
2022-05-30 13:00:00+00:00,2022-05-30 13:05:00+00:00,-2.33,W,tp,SHORT,7.8,1857.81,1856.1,1858.43,1856.1,8
2022-05-31 13:00:00+00:00,2022-05-31 13:05:00+00:00,-1.11,W,tp,SHORT,8.0,1849.74,1848.96,1850.07,1848.96,8
2022-06-01 13:05:00+00:00,2022-06-01 13:10:00+00:00,-2.47,W,tp,SHORT,8.7,1830.51,1828.36,1830.83,1828.36,8
2022-06-02 13:00:00+00:00,2022-06-02 13:05:00+00:00,-1.12,W,tp,LONG,10.9,1854.09,1854.87,1853.75,1854.87,8
2022-06-03 15:25:00+00:00,2022-06-03 15:30:00+00:00,-0.13,W,tp,SHORT,5.9,1862.35,1863.2,1863.33,1863.2,10
2022-06-06 15:10:00+00:00,2022-06-06 15:15:00+00:00,-0.06,W,tp,LONG,5.8,1857.8,1856.57,1856.51,1856.57,10
2022-06-07 13:00:00+00:00,2022-06-07 13:05:00+00:00,-2.57,W,tp,LONG,10.5,1847.38,1848.8,1846.23,1848.8,8
2022-06-08 14:35:00+00:00,2022-06-08 14:40:00+00:00,0.06,W,tp,LONG,5.5,1851.58,1851.18,1851.24,1851.18,9
2022-06-09 13:00:00+00:00,2022-06-09 13:05:00+00:00,-2.96,W,tp,SHORT,9.7,1848.26,1845.39,1848.35,1845.39,8
2022-06-10 14:15:00+00:00,2022-06-10 15:30:00+00:00,-11.57,L,sl,SHORT,5.3,1840.85,1842.19,1840.87,1829.3,9
2022-06-13 13:00:00+00:00,2022-06-13 13:05:00+00:00,-1.27,W,tp,SHORT,14.5,1853.49,1852.49,1853.76,1852.49,8
2022-06-14 13:00:00+00:00,2022-06-14 13:05:00+00:00,-2.84,W,tp,SHORT,10.0,1822.56,1821.53,1824.37,1821.53,8
2022-06-15 13:00:00+00:00,2022-06-15 13:05:00+00:00,-1.8,W,tp,LONG,13.0,1826.15,1826.07,1824.27,1826.07,8
2022-06-16 13:00:00+00:00,2022-06-16 13:05:00+00:00,-4.1,W,tp,SHORT,9.6,1829.99,1826.37,1830.47,1826.37,8
2022-06-17 13:00:00+00:00,2022-06-17 13:05:00+00:00,-4.71,W,tp,LONG,10.5,1848.53,1852.29,1847.58,1852.29,8
2022-06-20 13:00:00+00:00,2022-06-20 13:10:00+00:00,0.47,W,tp,SHORT,6.1,1838.35,1838.84,1838.37,1838.84,8
2022-06-21 13:15:00+00:00,2022-06-21 13:20:00+00:00,-2.18,W,tp,SHORT,8.2,1834.66,1832.48,1834.66,1832.48,8
2022-06-22 13:00:00+00:00,2022-06-22 13:05:00+00:00,-1.16,W,tp,LONG,7.0,1829.48,1830.2,1829.04,1830.2,8
2022-06-23 13:00:00+00:00,2022-06-23 15:05:00+00:00,2.76,W,tp,SHORT,7.6,1827.57,1830.35,1827.59,1830.35,8
2022-06-24 13:00:00+00:00,2022-06-24 13:05:00+00:00,-3.63,W,tp,LONG,10.6,1829.04,1831.69,1828.06,1831.69,8
2022-06-27 13:35:00+00:00,2022-06-27 13:40:00+00:00,-1.51,W,tp,LONG,7.2,1839.67,1840.89,1839.38,1840.89,8
2022-06-28 13:40:00+00:00,2022-06-28 13:45:00+00:00,0.66,W,tp,SHORT,5.2,1823.13,1824.22,1823.56,1824.22,8
2022-06-29 13:00:00+00:00,2022-06-29 13:05:00+00:00,-3.48,W,tp,SHORT,10.4,1814.61,1811.88,1815.36,1811.88,8
2022-06-30 13:00:00+00:00,2022-06-30 13:05:00+00:00,-0.94,W,tp,SHORT,6.8,1811.74,1810.9,1811.84,1810.9,8
2022-07-01 13:00:00+00:00,2022-07-01 13:05:00+00:00,-1.64,W,tp,SHORT,10.7,1793.89,1792.28,1793.92,1792.28,8
2022-07-04 13:00:00+00:00,2022-07-04 13:05:00+00:00,-0.18,W,tp,SHORT,8.2,1805.09,1805.08,1805.26,1805.08,8
2022-07-05 13:00:00+00:00,2022-07-05 13:05:00+00:00,-2.42,W,tp,SHORT,11.7,1802.55,1800.16,1802.58,1800.16,8
2022-07-06 13:00:00+00:00,2022-07-06 13:05:00+00:00,-0.38,W,tp,SHORT,8.7,1763.21,1762.92,1763.3,1762.92,8
2022-07-07 13:20:00+00:00,2022-07-07 13:25:00+00:00,-2.51,W,tp,SHORT,7.6,1741.46,1739.93,1742.44,1739.93,8
2022-07-08 13:00:00+00:00,2022-07-08 13:05:00+00:00,-3.2,W,tp,SHORT,10.6,1736.25,1733.09,1736.29,1733.09,8
2022-07-11 13:00:00+00:00,2022-07-11 13:05:00+00:00,-0.23,W,tp,SHORT,8.0,1734.4,1734.66,1734.89,1734.66,8
2022-07-12 13:00:00+00:00,2022-07-12 13:05:00+00:00,-4.68,W,tp,LONG,13.6,1735.6,1739.07,1734.39,1739.07,8
2022-07-13 13:00:00+00:00,2022-07-13 13:05:00+00:00,-1.47,W,tp,LONG,7.8,1729.11,1730.14,1728.67,1730.14,8
2022-07-14 13:00:00+00:00,2022-07-14 13:05:00+00:00,-2.91,W,tp,SHORT,20.0,1714.95,1712.12,1715.03,1712.12,8
2022-07-15 13:00:00+00:00,2022-07-15 13:05:00+00:00,-1.71,W,tp,SHORT,11.7,1701.57,1700.51,1702.22,1700.51,8
2022-07-18 13:00:00+00:00,2022-07-18 13:05:00+00:00,-2.48,W,tp,LONG,12.0,1722.01,1723.78,1721.3,1723.78,8
2022-07-19 13:00:00+00:00,2022-07-19 13:05:00+00:00,-0.99,W,tp,LONG,7.6,1714.12,1714.96,1713.97,1714.96,8
2022-07-20 13:00:00+00:00,2022-07-20 13:05:00+00:00,-0.81,W,tp,LONG,8.0,1713.38,1713.81,1713.0,1713.81,8
2022-07-21 13:00:00+00:00,2022-07-21 13:05:00+00:00,-1.2,W,tp,SHORT,11.6,1683.14,1682.1,1683.3,1682.1,8
2022-07-22 13:00:00+00:00,2022-07-22 13:05:00+00:00,-0.63,W,tp,LONG,12.6,1725.08,1725.58,1724.95,1725.58,8
2022-07-25 13:00:00+00:00,2022-07-25 13:05:00+00:00,-2.19,W,tp,LONG,12.4,1735.18,1736.12,1733.93,1736.12,8
2022-07-26 13:00:00+00:00,2022-07-26 13:05:00+00:00,-1.52,W,tp,SHORT,9.0,1719.82,1718.85,1720.37,1718.85,8
2022-07-27 14:00:00+00:00,2022-07-27 14:05:00+00:00,-3.79,W,tp,LONG,11.6,1721.55,1725.06,1721.27,1725.06,9
2022-07-28 13:00:00+00:00,2022-07-28 13:05:00+00:00,-6.55,W,tp,SHORT,13.2,1740.28,1735.24,1741.79,1735.24,8
2022-07-29 13:00:00+00:00,2022-07-29 13:05:00+00:00,-3.78,W,tp,SHORT,11.7,1759.6,1756.11,1759.89,1756.11,8
2022-08-01 13:00:00+00:00,2022-08-01 13:05:00+00:00,-0.04,W,tp,LONG,15.2,1773.86,1773.43,1773.39,1773.43,8
2022-08-02 13:00:00+00:00,2022-08-02 13:05:00+00:00,-1.56,W,tp,LONG,7.4,1775.99,1775.99,1774.43,1775.99,8
2022-08-03 13:05:00+00:00,2022-08-03 13:10:00+00:00,-0.85,W,tp,SHORT,6.6,1764.53,1763.93,1764.78,1763.93,8
2022-08-04 13:00:00+00:00,2022-08-04 13:05:00+00:00,0.31,W,tp,LONG,11.1,1780.76,1780.03,1780.34,1780.03,8
2022-08-05 13:00:00+00:00,2022-08-05 13:05:00+00:00,-1.4,W,tp,SHORT,7.5,1786.36,1785.21,1786.61,1785.21,8
2022-08-08 13:00:00+00:00,2022-08-08 13:05:00+00:00,-0.95,W,tp,LONG,7.8,1778.15,1779.04,1778.09,1779.04,8
2022-08-09 13:00:00+00:00,2022-08-09 13:05:00+00:00,-1.4,W,tp,LONG,9.8,1791.92,1793.25,1791.85,1793.25,8
2022-08-10 13:00:00+00:00,2022-08-10 13:05:00+00:00,-0.77,W,tp,LONG,7.6,1794.4,1795.02,1794.25,1795.02,8
2022-08-11 13:00:00+00:00,2022-08-11 13:05:00+00:00,-0.82,W,tp,LONG,6.9,1790.22,1790.21,1789.39,1790.21,8
2022-08-12 13:00:00+00:00,2022-08-12 13:05:00+00:00,-1.42,W,tp,SHORT,8.1,1787.09,1785.92,1787.34,1785.92,8
2022-08-15 13:00:00+00:00,2022-08-15 13:05:00+00:00,-3.04,W,tp,SHORT,17.7,1779.19,1777.62,1780.66,1777.62,8
2022-08-16 13:00:00+00:00,2022-08-16 13:05:00+00:00,-2.1,W,tp,SHORT,8.1,1775.39,1773.88,1775.98,1773.88,8
2022-08-17 13:00:00+00:00,2022-08-17 13:05:00+00:00,-2.15,W,tp,SHORT,10.3,1773.5,1771.86,1774.01,1771.86,8
2022-08-18 13:00:00+00:00,2022-08-18 13:05:00+00:00,0.23,W,tp,LONG,8.4,1769.69,1768.95,1769.18,1768.95,8
2022-08-19 13:00:00+00:00,2022-08-19 13:50:00+00:00,1.12,W,tp,SHORT,5.9,1750.1,1751.42,1750.3,1751.42,8
2022-08-22 13:00:00+00:00,2022-08-22 13:05:00+00:00,-3.76,W,tp,SHORT,14.8,1735.34,1731.58,1735.34,1731.58,8
2022-08-23 13:05:00+00:00,2022-08-23 13:10:00+00:00,-2.14,W,tp,SHORT,9.2,1736.6,1734.57,1736.71,1734.57,8
2022-08-24 13:20:00+00:00,2022-08-24 13:25:00+00:00,-2.44,W,tp,SHORT,9.5,1746.47,1744.04,1746.48,1744.04,8
2022-08-25 13:00:00+00:00,2022-08-25 13:05:00+00:00,-2.46,W,tp,LONG,9.9,1763.78,1765.24,1762.78,1765.24,8
2022-08-26 13:00:00+00:00,2022-08-26 15:30:00+00:00,0.71,W,tp,SHORT,9.5,1748.59,1749.31,1748.6,1749.31,8
2022-08-29 13:25:00+00:00,2022-08-29 13:35:00+00:00,0.65,W,tp,LONG,5.5,1726.8,1725.81,1726.46,1725.81,8
2022-08-30 13:30:00+00:00,2022-08-30 13:35:00+00:00,-3.37,W,tp,LONG,8.9,1735.25,1737.9,1734.53,1737.9,8
2022-08-31 13:00:00+00:00,2022-08-31 13:05:00+00:00,-0.42,W,tp,SHORT,15.9,1710.25,1710.67,1711.09,1710.67,8
2022-09-01 13:15:00+00:00,2022-09-01 13:20:00+00:00,-2.2,W,tp,SHORT,8.2,1702.45,1700.54,1702.74,1700.54,8
2022-09-02 13:00:00+00:00,2022-09-02 13:05:00+00:00,-0.22,W,tp,LONG,8.6,1707.32,1707.19,1706.97,1707.19,8
2022-09-05 13:00:00+00:00,2022-09-05 13:05:00+00:00,-0.39,W,tp,LONG,6.3,1714.37,1714.56,1714.17,1714.56,8
2022-09-06 13:00:00+00:00,2022-09-06 13:05:00+00:00,-0.23,W,tp,SHORT,9.8,1710.68,1711.01,1711.24,1711.01,8
2022-09-07 13:00:00+00:00,2022-09-07 13:05:00+00:00,-1.22,W,tp,LONG,15.8,1707.05,1707.16,1705.94,1707.16,8
2022-09-08 13:00:00+00:00,2022-09-08 13:05:00+00:00,-3.38,W,tp,LONG,9.0,1720.68,1722.87,1719.49,1722.87,8
2022-09-09 13:00:00+00:00,2022-09-09 13:05:00+00:00,-0.86,W,tp,LONG,11.3,1729.31,1729.43,1728.57,1729.43,8
2022-09-12 13:00:00+00:00,2022-09-12 13:05:00+00:00,-2.61,W,tp,LONG,15.6,1725.65,1727.47,1724.86,1727.47,8
2022-09-13 13:00:00+00:00,2022-09-13 13:05:00+00:00,-1.18,W,tp,LONG,8.2,1727.26,1728.13,1726.95,1728.13,8
2022-09-14 13:00:00+00:00,2022-09-14 13:05:00+00:00,-1.39,W,tp,LONG,7.3,1705.1,1706.1,1704.71,1706.1,8
2022-09-15 13:30:00+00:00,2022-09-15 13:35:00+00:00,-2.19,W,tp,SHORT,7.7,1687.28,1685.58,1687.77,1685.58,8
2022-09-16 13:00:00+00:00,2022-09-16 13:05:00+00:00,-5.16,W,tp,SHORT,12.1,1659.16,1654.1,1659.26,1654.1,8
2022-09-19 13:00:00+00:00,2022-09-19 13:05:00+00:00,-4.33,W,tp,SHORT,10.1,1663.64,1659.62,1663.95,1659.62,8
2022-09-20 13:00:00+00:00,2022-09-20 13:05:00+00:00,-0.42,W,tp,SHORT,10.7,1666.94,1666.6,1667.02,1666.6,8
2022-09-21 13:00:00+00:00,2022-09-21 13:05:00+00:00,-1.83,W,tp,LONG,14.6,1674.52,1676.24,1674.41,1676.24,8
2022-09-22 13:00:00+00:00,2022-09-22 13:05:00+00:00,-12.12,W,tp,SHORT,22.6,1666.03,1655.6,1667.72,1655.6,8
2022-09-23 13:00:00+00:00,2022-09-23 13:05:00+00:00,-2.52,W,tp,SHORT,21.4,1655.13,1652.72,1655.24,1652.72,8
2022-09-26 13:00:00+00:00,2022-09-26 13:05:00+00:00,-7.7,W,tp,SHORT,15.3,1641.62,1634.46,1642.16,1634.46,8
2022-09-27 13:00:00+00:00,2022-09-27 13:05:00+00:00,-3.6,W,tp,SHORT,9.8,1633.03,1630.8,1634.4,1630.8,8
2022-09-28 13:00:00+00:00,2022-09-28 13:05:00+00:00,-4.61,W,tp,SHORT,10.8,1615.9,1614.76,1619.37,1614.76,8
2022-09-29 13:00:00+00:00,2022-09-29 13:05:00+00:00,-4.88,W,tp,SHORT,13.1,1646.24,1641.48,1646.36,1641.48,8
2022-09-30 13:00:00+00:00,2022-09-30 13:05:00+00:00,-7.49,W,tp,SHORT,13.0,1667.34,1661.19,1668.68,1661.19,8
2022-10-03 13:00:00+00:00,2022-10-03 13:05:00+00:00,-0.01,W,tp,SHORT,8.6,1659.67,1659.67,1659.68,1659.67,8
2022-10-04 13:00:00+00:00,2022-10-04 13:05:00+00:00,-2.15,W,tp,LONG,13.3,1709.23,1710.71,1708.56,1710.71,8
2022-10-05 13:00:00+00:00,2022-10-05 13:05:00+00:00,-1.89,W,tp,SHORT,21.7,1706.23,1706.04,1707.93,1706.04,8
2022-10-06 13:00:00+00:00,2022-10-06 13:05:00+00:00,-2.41,W,tp,SHORT,12.1,1714.69,1713.46,1715.87,1713.46,8
