sector,episode_start,leader_symbol,leader_global_rank,leader_vel7_at_start,leader_fwd_ret7,follower_median_vel7_at_start,follower_confirm_rate_30d,median_time_to_confirm_days,n_followers_tracked,episode_duration_days
avalanche-ecosystem,2024-07-30,BFC,469,28.0,-0.1918789166956908,5.5,0.7,14.0,10,2
avalanche-ecosystem,2024-08-04,TUSD,103,21.0,0.0003180721241835549,1.5,0.6,5.0,10,1
avalanche-ecosystem,2024-08-12,STG,401,30.0,-0.07233036588621,9.5,0.8,14.0,10,4
avalanche-ecosystem,2024-08-23,FRONT,421,44.0,,11.5,0.8,3.0,10,1
avalanche-ecosystem,2024-08-25,SURE,288,117.0,-0.11148435519042543,43.0,0.9,30.0,10,3
avalanche-ecosystem,2024-09-03,PNG,450,43.0,,1.0,0.4,3.0,10,1
avalanche-ecosystem,2024-09-09,COQ,352,39.0,-0.09868421052631582,1.0,0.4,10.5,10,1
avalanche-ecosystem,2024-09-18,TRU,330,33.0,-0.011681457153531305,2.0,0.6,7.0,10,1
avalanche-ecosystem,2024-09-24,HFT,445,50.0,-0.10623593236682949,27.0,0.8,3.0,10,7
avalanche-ecosystem,2024-10-10,SUSHI,199,77.0,-0.11670473422448435,27.0,0.6,7.0,10,1
avalanche-ecosystem,2024-10-16,COQ,354,70.0,-0.16107382550335558,30.5,0.8,5.0,10,1
avalanche-ecosystem,2024-10-22,DIA,332,141.0,-0.048160415177092575,33.5,0.7,3.0,10,1
avalanche-ecosystem,2024-10-25,GMX,200,27.0,0.03561139661185875,4.0,0.4,3.0,10,2
avalanche-ecosystem,2024-10-30,GMX,193,78.0,-0.03202204794566499,28.5,0.5,30.0,10,2
avalanche-ecosystem,2024-11-10,COQ,388,97.0,0.2993197278911566,23.5,0.5,30.0,10,1
avalanche-ecosystem,2024-11-14,COQ,361,72.0,0.04878048780487809,10.0,0.9,14.0,10,1
avalanche-ecosystem,2024-11-16,COQ,342,96.0,0.06666666666666665,8.0,0.8,3.0,10,1
avalanche-ecosystem,2024-11-19,COQ,376,69.0,0.40462427745664753,19.0,0.9,3.0,10,2
avalanche-ecosystem,2024-11-22,JOE,311,82.0,0.2746601972867282,14.5,0.9,3.0,10,1
avalanche-ecosystem,2024-11-25,COQ,322,43.0,0.08298755186722007,10.5,0.8,3.0,10,4
avalanche-ecosystem,2024-11-30,TRU,360,41.0,0.13266344824232523,1.0,0.9,3.0,10,1
avalanche-ecosystem,2024-12-04,FXS,225,33.0,-0.19809127412217575,2.5,0.8,3.0,10,1
avalanche-ecosystem,2024-12-07,SUSHI,185,47.0,0.0797886254146738,5.0,0.7,7.0,10,2
avalanche-ecosystem,2024-12-12,SUSHI,156,119.0,-0.3222659684389805,1.0,0.7,3.0,10,7
avalanche-ecosystem,2024-12-20,FRAX,208,31.0,-0.0010240586488164949,1.5,0.6,7.0,10,1
avalanche-ecosystem,2024-12-30,FXS,229,74.0,0.08904464792654587,13.5,0.6,3.0,10,1
avalanche-ecosystem,2025-01-10,JOE,396,45.0,0.1274374694764686,7.5,0.9,7.0,10,1
avalanche-ecosystem,2025-01-18,JOE,385,75.0,-0.09098587952650838,4.0,0.667,3.0,9,3
avalanche-ecosystem,2025-01-24,JOE,387,58.0,-0.06956715581014139,1.0,0.667,14.0,9,1
avalanche-ecosystem,2025-02-03,GMX,263,62.0,0.28914426371157753,2.0,0.778,3.0,9,9
avalanche-ecosystem,2025-02-18,WOO,192,35.0,-0.06691839308949366,6.5,1.0,3.0,10,2
avalanche-ecosystem,2025-03-03,EURC,311,92.0,0.03584884102535013,61.0,0.9,7.0,10,3
avalanche-ecosystem,2025-03-08,EURC,288,36.0,0.004398317563291565,8.5,0.9,3.0,10,5
avalanche-ecosystem,2025-03-21,FXS,193,68.0,-0.0146050714252699,6.5,0.5,3.0,10,1
avalanche-ecosystem,2025-03-23,FXS,195,36.0,-0.05837424241251998,4.0,0.7,3.0,10,1
avalanche-ecosystem,2025-03-25,FXS,196,42.0,-0.13793879663320363,7.5,0.9,7.0,10,1
avalanche-ecosystem,2025-04-07,USTC,387,111.0,0.012871980240303893,59.0,0.9,3.0,10,7
avalanche-ecosystem,2025-04-16,GMX,197,102.0,-0.058629380824299804,52.5,0.9,3.0,10,1
avalanche-ecosystem,2025-04-18,OSAK,437,29.0,0.4999999999999998,1.5,0.8,3.0,10,2
avalanche-ecosystem,2025-04-21,OSAK,393,58.0,0.22222222222222232,5.5,0.7,3.0,10,9
avalanche-ecosystem,2025-05-08,SUSHI,198,93.0,-0.025671161791636532,65.0,1.0,3.0,10,1
avalanche-ecosystem,2025-05-10,SUSHI,200,41.0,-0.20333942716035025,4.0,0.9,3.0,10,2
avalanche-ecosystem,2025-05-13,WOO,260,84.0,-0.09501283532491778,57.0,1.0,3.0,10,2
avalanche-ecosystem,2025-05-16,SPELL,372,62.0,-0.055243952962172105,49.0,0.4,5.0,10,1
avalanche-ecosystem,2025-05-26,ORBS,415,72.0,-0.04578963842974704,51.0,1.0,10.5,10,1
avalanche-ecosystem,2025-06-02,GMX,260,19.0,0.08156293931301306,2.5,1.0,3.0,10,2
avalanche-ecosystem,2025-06-06,UMA,333,30.0,0.061543223757832166,3.5,1.0,3.0,10,9
avalanche-ecosystem,2025-06-16,ORBS,365,52.0,-0.003412559873076204,11.0,0.9,3.0,10,1
avalanche-ecosystem,2025-06-19,ZRO,99,80.0,-0.07945526240137035,5.5,0.8,3.0,10,3
avalanche-ecosystem,2025-06-24,YFI,196,92.0,-0.05517568699791775,66.0,0.7,3.0,10,2
avalanche-ecosystem,2025-06-29,SUSHI,198,101.0,-0.04412497517912717,61.0,0.8,7.0,10,2
avalanche-ecosystem,2025-07-09,OSAK,378,109.0,0.909090909090909,68.5,0.5,3.0,10,3
avalanche-ecosystem,2025-07-14,OSAK,361,51.0,0.6923076923076925,5.5,0.8,3.0,10,2
avalanche-ecosystem,2025-07-25,UMA,322,92.0,-0.13617493934197522,56.0,0.9,14.0,10,1
avalanche-ecosystem,2025-07-30,VCNT,327,79.0,-0.016127384501893882,59.0,0.7,14.0,10,1
avalanche-ecosystem,2025-08-04,WOO,278,15.0,0.003749136615559756,5.0,0.9,3.0,10,1
avalanche-ecosystem,2025-08-07,ZRO,157,29.0,0.14429533922018156,3.0,0.7,3.0,10,1
avalanche-ecosystem,2025-08-09,GMX,244,48.0,-0.22358749457501614,6.0,0.9,3.0,10,1
avalanche-ecosystem,2025-08-12,OSAK,283,113.0,-0.09999999999999998,64.0,0.8,3.0,10,1
avalanche-ecosystem,2025-08-20,UMA,315,99.0,0.06078904428029808,61.5,0.9,14.0,10,1
avalanche-ecosystem,2025-08-22,UMA,305,38.0,-0.0844290516904892,4.5,0.7,7.0,10,1
avalanche-ecosystem,2025-08-28,STG,342,70.0,-0.0999650380784679,60.0,0.9,3.0,10,3
avalanche-ecosystem,2025-09-01,VCNT,325,77.0,-0.00471102101064147,67.5,0.7,14.0,10,3
avalanche-ecosystem,2025-10-13,BAT,155,141.0,-0.12566474969819175,67.5,0.9,3.0,10,3
avalanche-ecosystem,2025-10-17,UMA,412,57.0,0.16224356781323257,8.5,0.8,3.0,10,1
avalanche-ecosystem,2025-10-20,WILD,334,33.0,-0.04379821480312518,7.5,1.0,3.0,10,2
avalanche-ecosystem,2025-10-23,UMA,320,100.0,-0.07394780701109571,71.5,0.8,14.0,10,3
avalanche-ecosystem,2025-11-04,YFI,199,109.0,0.09970295818208119,72.0,0.6,14.0,10,1
avalanche-ecosystem,2025-11-19,FOLKS,410,61.0,0.5006010517008785,5.0,0.9,3.0,10,3
avalanche-ecosystem,2025-11-25,AXL,197,104.0,-0.08831056226159928,12.0,0.9,3.0,10,2
avalanche-ecosystem,2025-12-02,SUPER,182,119.0,-0.0007482442573235604,6.0,0.8,3.0,10,3
avalanche-ecosystem,2025-12-07,LUNC,139,51.0,-0.14331273669523625,6.5,0.9,3.0,10,1
avalanche-ecosystem,2026-01-07,SUSHI,358,24.0,0.024569366794168213,2.5,0.9,3.0,10,1
avalanche-ecosystem,2026-01-17,STG,358,34.0,0.1355890521280556,9.0,0.9,3.0,10,1
avalanche-ecosystem,2026-01-20,FRAX,335,108.0,-0.19736363009481017,5.0,0.9,3.0,10,1
avalanche-ecosystem,2026-01-23,STG,194,175.0,-0.16940049971405802,2.5,0.8,3.0,10,1
avalanche-ecosystem,2026-01-26,AXL,355,46.0,-0.25545149181238436,7.0,0.9,3.0,10,1
avalanche-ecosystem,2026-02-12,STG,179,137.0,-0.23433298105148892,7.0,1.0,10.5,10,3
avalanche-ecosystem,2026-02-17,GMX,380,12.0,-0.012552137557985343,5.0,0.7,7.0,10,1
avalanche-ecosystem,2026-02-25,SUSHI,390,21.0,-0.05012019522640643,9.0,0.8,3.0,10,2
avalanche-ecosystem,2026-02-28,STG,180,17.0,0.08690285589415336,5.0,1.0,3.0,10,2
avalanche-ecosystem,2026-03-03,ORBS,457,24.0,-0.12450474171594339,7.0,1.0,3.0,10,1
avalanche-ecosystem,2026-03-08,FRAX,413,15.0,0.03567498082016196,3.5,1.0,3.0,10,2
avalanche-ecosystem,2026-03-13,SUSHI,411,10.0,-0.03399388276465576,4.5,1.0,3.0,10,5
avalanche-ecosystem,2026-03-19,NXPC,344,24.0,-0.07886891093827975,5.0,0.9,3.0,10,2
avalanche-ecosystem,2026-03-23,ANKR,445,47.0,-0.026487283099595915,3.5,0.8,10.5,10,3
avalanche-ecosystem,2026-03-28,STG,148,24.0,-0.029188566919448156,4.0,0.8,5.0,10,3
avalanche-ecosystem,2026-04-07,SUPER,336,27.0,-0.0548161277917274,3.0,0.8,3.0,10,1
avalanche-ecosystem,2026-04-09,SUPER,338,50.0,0.01972733541135585,3.5,0.7,3.0,10,1
avalanche-ecosystem,2026-04-11,SUPER,352,37.0,0.0351076430354631,3.5,1.0,5.0,10,1
avalanche-ecosystem,2026-04-21,AXL,408,35.0,0.06814827669736179,4.0,0.9,3.0,10,1
avalanche-ecosystem,2026-04-26,GMX,372,29.0,-0.04207127404952349,4.0,0.9,3.0,10,1
avalanche-ecosystem,2026-05-01,AXL,358,30.0,0.09360592375902721,1.5,0.9,3.0,10,1
avalanche-ecosystem,2026-05-10,NXPC,347,21.0,-0.056286251569723,2.5,0.8,8.5,10,2
avalanche-ecosystem,2026-05-27,NXPC,195,138.0,0.1841943678517275,4.5,0.8,14.0,10,1
avalanche-ecosystem,2026-06-12,STG,88,62.0,-0.6558770829232479,5.0,0.9,3.0,10,8
avalanche-ecosystem,2026-07-02,SYN,158,191.0,-0.26892132156860415,6.5,0.9,3.0,10,2
avalanche-ecosystem,2026-07-05,GMX,399,27.0,-0.03947032031606601,5.0,0.9,3.0,10,7
avalanche-ecosystem,2026-07-16,SNX,193,160.0,-0.01788672982671291,5.0,0.9,3.0,10,13
avalanche-ecosystem,2026-07-30,SUPER,390,34.0,0.010299928462716545,10.0,1.0,3.0,10,7
avalanche-ecosystem,2026-08-07,SUSHI,416,21.0,-0.051837005362625144,3.0,1.0,10.5,10,2
avalanche-ecosystem,2026-08-18,YFI,198,134.0,,3.5,0.7,3.0,10,6
base-ecosystem,2024-06-21,NPC,265,33.0,-0.08147989175760662,3.0,0.889,3.0,9,6
base-ecosystem,2024-07-11,MAVIA,460,40.0,0.6969380351018106,6.0,0.889,7.0,9,2
base-ecosystem,2024-07-15,MAVIA,389,99.0,0.02234103288277356,3.0,0.778,3.0,9,3
base-ecosystem,2024-07-20,NPC,258,95.0,-0.030236664429857285,3.0,0.333,14.0,9,2
base-ecosystem,2024-08-10,TOSHI,442,56.0,,6.0,0.556,3.0,9,1
base-ecosystem,2024-10-30,CYBER,383,92.0,-0.047441741027657636,5.0,0.556,14.0,9,2
base-ecosystem,2024-11-10,CYBER,383,87.0,-0.031479409693239035,7.0,0.7,7.0,10,1
base-ecosystem,2024-11-14,DEGEN,218,181.0,-0.18340920156734242,25.5,1.0,14.0,10,1
base-ecosystem,2024-11-16,DEGEN,226,162.0,-0.13553825769976213,21.5,0.9,3.0,10,1
base-ecosystem,2024-11-18,DEGEN,227,106.0,-0.23133279207731838,14.5,0.6,14.0,10,3
base-ecosystem,2024-11-22,WMTX,283,77.0,0.02700530547761315,15.5,0.6,7.0,10,1
base-ecosystem,2024-11-28,SPEC,332,72.0,0.16944562796539042,19.5,0.8,3.0,10,1
base-ecosystem,2024-12-01,SPEC,361,74.0,-0.0657747794250716,3.5,0.9,14.0,10,1
base-ecosystem,2024-12-13,MORPHO,253,58.0,-0.055470630585551794,16.0,0.9,3.0,10,6
base-ecosystem,2024-12-20,AIXBT,244,136.0,0.047554188839181055,14.0,0.7,30.0,10,1
base-ecosystem,2024-12-30,AIXBT,215,81.0,0.028606465622704524,27.5,0.9,3.0,10,1
base-ecosystem,2025-01-02,AIXBT,216,65.0,-0.22528941713948292,28.0,0.9,3.0,10,1
base-ecosystem,2025-01-04,FAI,212,75.0,-0.003589887686477611,7.5,0.9,3.0,10,3
base-ecosystem,2025-01-18,TRUMP,209,260.0,-0.6957400543960839,68.0,0.7,3.0,10,3
base-ecosystem,2025-01-22,TOSHI,316,169.0,1.6528814284186892,50.5,1.0,14.0,10,1
base-ecosystem,2025-01-24,XCN,113,180.0,0.377782421545914,61.5,0.9,14.0,10,1
base-ecosystem,2025-02-03,SKI,321,101.0,-0.25899716644392223,56.0,0.9,3.0,10,4
base-ecosystem,2025-02-08,VVV,249,236.0,-0.20977113465507358,55.0,1.0,3.0,10,2
base-ecosystem,2025-03-03,PRO,357,128.0,-0.21181507583466253,74.5,0.6,3.0,10,3
base-ecosystem,2025-03-25,NPC,317,107.0,-0.1873016574864823,34.5,1.0,3.0,10,4
base-ecosystem,2025-04-07,BTRST,362,130.0,0.011261272046583004,56.5,1.0,3.0,10,2
base-ecosystem,2025-04-10,STPT,319,128.0,-0.043168120622958384,68.0,0.9,3.0,10,4
base-ecosystem,2025-04-16,TOSHI,267,90.0,0.2228685337080487,61.0,0.9,7.0,10,1
base-ecosystem,2025-04-22,AIXBT,433,39.0,0.5346244384950507,14.0,1.0,3.0,10,6
base-ecosystem,2025-04-29,VVV,308,141.0,0.0067915486217426935,77.0,1.0,3.0,10,1
base-ecosystem,2025-05-08,SYRUP,179,122.0,0.4359997215626057,83.0,1.0,3.0,10,1
base-ecosystem,2025-05-10,PONKE,400,82.0,-0.11028629011061586,58.5,1.0,3.0,10,2
base-ecosystem,2025-05-13,NEIRO,195,232.0,-0.13610681429618177,77.5,1.0,3.0,10,2
base-ecosystem,2025-05-16,TOSHI,173,127.0,-0.018073251877787744,76.5,0.8,3.0,10,1
base-ecosystem,2025-05-26,COOKIE,302,197.0,-0.06136931122879985,73.0,0.9,3.0,10,1
base-ecosystem,2025-06-03,COW,199,109.0,0.0047817758453807535,69.5,0.8,5.0,10,1
base-ecosystem,2025-06-07,AITECH,384,93.0,-0.027664771012942513,66.0,0.8,3.0,10,1
base-ecosystem,2025-06-10,POKT,296,57.0,-0.05159058957017404,35.5,1.0,3.0,10,5
base-ecosystem,2025-06-24,NPC,288,122.0,-0.11286464911049776,81.5,0.9,3.0,10,2
base-ecosystem,2025-06-29,NPC,300,136.0,0.031130289775869402,93.0,0.8,7.0,10,2
base-ecosystem,2025-07-03,NEIRO,192,114.0,0.1357340108251408,11.0,1.0,3.0,10,1
base-ecosystem,2025-07-05,CARV,366,50.0,0.007023867372816239,18.5,0.8,3.0,10,7
base-ecosystem,2025-07-19,BITCOIN,339,83.0,0.007038133778290767,44.0,0.6,3.0,10,1
base-ecosystem,2025-07-21,OSAK,273,88.0,-0.18181818181818188,28.5,1.0,5.0,10,1
base-ecosystem,2025-07-25,PAAL,293,154.0,-0.3194782575972368,81.5,1.0,3.0,10,1
base-ecosystem,2025-07-30,SQD,285,140.0,-0.07150159622915253,80.0,0.7,3.0,10,1
base-ecosystem,2025-08-08,TIBBIR,234,116.0,-0.09153639398108826,17.0,0.9,3.0,10,3
base-ecosystem,2025-08-12,BITCOIN,364,120.0,-0.26635854792124847,86.5,1.0,3.0,10,2
base-ecosystem,2025-08-20,VVV,285,208.0,-0.28063017806170987,74.5,0.8,14.0,10,1
base-ecosystem,2025-08-28,YGG,381,90.0,-0.11042498081745111,72.5,0.9,7.0,10,1
base-ecosystem,2025-08-30,VCNT,334,88.0,0.004953268688703272,74.0,0.9,3.0,10,1
base-ecosystem,2025-09-01,XVS,350,92.0,0.023435324864459428,79.5,1.0,3.0,10,1
base-ecosystem,2025-09-03,WMTX,290,105.0,0.21415562783523212,88.5,0.9,3.0,10,1
base-ecosystem,2025-09-12,SOSO,251,220.0,0.06836965795890171,29.5,0.8,3.0,10,3
base-ecosystem,2025-10-12,ZEN,174,97.0,-0.20380832736109733,39.0,0.8,3.0,10,4
base-ecosystem,2025-10-23,AVNT,197,136.0,-0.1321618170100961,71.0,0.8,3.0,10,4
base-ecosystem,2025-10-31,DOOD,421,73.0,,33.5,0.4,8.5,10,2
base-ecosystem,2025-11-04,NPC,295,102.0,0.3287257124031562,79.0,0.7,14.0,10,1
base-ecosystem,2025-11-20,FOLKS,320,109.0,-0.044902300909809845,15.0,0.7,3.0,10,1
base-ecosystem,2025-11-26,FOLKS,328,82.0,0.23008358747814506,22.5,0.9,3.0,10,1
base-ecosystem,2025-11-28,SUPER,195,106.0,0.06074155345056709,30.5,1.0,3.0,10,1
base-ecosystem,2025-12-03,SUPER,179,120.0,0.02679430960941165,23.5,1.0,3.0,10,6
base-ecosystem,2025-12-22,YU,405,70.0,,21.5,1.0,3.0,10,4
base-ecosystem,2026-01-02,RIVER,262,126.0,-0.2977619147883991,22.5,0.9,3.0,10,2
base-ecosystem,2026-01-05,MOG,200,151.0,-0.11428571428571421,16.0,0.9,3.0,10,3
base-ecosystem,2026-01-17,COW,194,121.0,-0.17349138040969314,30.0,0.8,3.0,10,2
base-ecosystem,2026-01-26,RIVER,45,200.0,-0.7931184067948476,18.5,1.0,3.0,10,4
base-ecosystem,2026-02-12,TOSHI,191,156.0,-0.14488892532174769,26.0,0.9,3.0,10,1
base-ecosystem,2026-02-14,TOSHI,193,139.0,-0.15257199602780547,17.5,1.0,3.0,10,6
base-ecosystem,2026-02-25,SUSHI,390,21.0,-0.05012019522640643,13.5,0.9,3.0,10,1
base-ecosystem,2026-02-27,TOSHI,200,122.0,-0.013967425450679194,11.5,0.9,3.0,10,2
base-ecosystem,2026-03-02,RAVE,200,152.0,-0.33224958061271326,15.5,1.0,3.0,10,4
base-ecosystem,2026-03-12,VVV,119,142.0,-0.06345340397379062,14.5,0.8,3.0,10,8
base-ecosystem,2026-03-28,RAVE,354,44.0,-0.14182707724413435,7.0,0.7,3.0,10,1
base-ecosystem,2026-04-07,DRV,385,71.0,-0.08694294417165194,11.0,1.0,3.0,10,1
base-ecosystem,2026-04-09,RAVE,122,269.0,16.28559460772617,12.0,0.8,3.0,10,3
base-ecosystem,2026-04-24,BSB,327,150.0,0.14360048433858186,10.5,0.9,7.0,10,1
base-ecosystem,2026-04-28,BSB,277,95.0,,12.5,1.0,3.0,10,4
base-ecosystem,2026-06-12,VELVET,271,117.0,-0.01140736380693197,19.5,0.9,3.0,10,7
base-ecosystem,2026-07-02,RAVE,364,60.0,-0.011849464983963776,21.0,1.0,3.0,10,10
base-ecosystem,2026-07-14,BEAM,193,152.0,-0.03289531816058877,24.5,0.8,3.0,10,3
base-ecosystem,2026-07-19,ALLO,182,168.0,-0.26842474002080974,20.0,1.0,3.0,10,4
base-ecosystem,2026-07-24,GPS,429,32.0,-0.02392297075448724,12.5,1.0,3.0,10,1
base-ecosystem,2026-07-26,RAVE,194,173.0,-0.05257613637869585,11.5,1.0,5.0,10,1
base-ecosystem,2026-07-30,ZEN,199,147.0,0.032096716866847785,40.5,1.0,3.0,10,7
base-ecosystem,2026-08-07,RAVE,188,145.0,-0.10698303905502593,22.5,1.0,3.0,10,2
base-ecosystem,2026-08-16,RIF,195,155.0,0.1060939500254574,27.0,0.7,3.0,10,8
binance-alpha,2025-03-03,DRIFT,198,104.0,-0.196217091998513,64.0,0.7,3.0,10,2
binance-alpha,2025-04-07,TST,358,137.0,-0.05303555078354005,43.0,1.0,3.0,10,1
binance-alpha,2025-04-10,TST,383,90.0,0.007740646013651986,57.5,1.0,3.0,10,4
binance-alpha,2025-04-16,ALCH,274,161.0,0.3977189821652358,52.0,0.9,7.0,10,1
binance-alpha,2025-04-23,AIXBT,344,58.0,0.4708591225220018,31.5,1.0,3.0,10,2
binance-alpha,2025-04-28,AIXBT,294,100.0,0.09036688314827801,40.5,0.8,3.0,10,2
binance-alpha,2025-05-02,VVV,292,87.0,-0.10428961057336417,22.0,0.9,3.0,10,1
binance-alpha,2025-05-08,SYRUP,179,122.0,,49.5,0.9,3.0,10,1
binance-alpha,2025-05-10,APU,378,92.0,-0.21005655997646067,59.0,0.8,7.0,10,2
binance-alpha,2025-05-13,GOAT,242,257.0,-0.23561820967000568,62.5,0.4,3.0,10,2
binance-alpha,2025-05-16,MOODENG,229,144.0,0.2608754650665408,60.5,0.8,3.0,10,1
binance-alpha,2025-05-26,KOGE,233,91.0,0.05786998424224743,47.5,0.7,14.0,10,1
binance-alpha,2025-06-03,ALCH,313,103.0,-0.06685397122327286,55.5,0.9,3.0,10,1
binance-alpha,2025-06-07,PLUME,172,98.0,-0.2084403260731117,60.0,0.9,3.0,10,1
binance-alpha,2025-06-10,POKT,296,57.0,-0.05159058957017404,32.5,0.9,3.0,10,2
binance-alpha,2025-06-24,KOGE,258,130.0,0.13949038805634695,75.0,0.9,3.0,10,1
binance-alpha,2025-06-29,SQD,304,117.0,-0.04671097191532292,85.5,0.9,7.0,10,2
binance-alpha,2025-07-03,B,127,127.0,-0.018102586706578938,30.0,1.0,3.0,10,1
binance-alpha,2025-07-08,REKT,336,68.0,0.18918918918918926,19.0,1.0,3.0,10,4
binance-alpha,2025-07-25,PAAL,293,154.0,-0.3194782575972368,92.5,0.8,3.0,10,1
binance-alpha,2025-07-30,VELO,169,219.0,-0.07349226164362332,82.5,0.8,3.0,10,1
binance-alpha,2025-08-09,TROLL,233,177.0,-0.2449778934776633,21.5,0.8,3.0,10,1
binance-alpha,2025-08-12,CPOOL,277,140.0,-0.16132128160109283,84.0,1.0,3.0,10,1
binance-alpha,2025-08-20,VVV,285,208.0,-0.28063017806170987,82.5,0.8,14.0,10,1
binance-alpha,2025-08-28,DRIFT,190,124.0,-0.19373565993384312,78.0,0.9,7.0,10,1
binance-alpha,2025-08-30,DRIFT,190,121.0,-0.13652480316556126,78.0,1.0,5.0,10,1
binance-alpha,2025-09-01,DRIFT,197,115.0,-0.0043205697186990966,76.5,1.0,3.0,10,1
binance-alpha,2025-09-03,MERL,268,153.0,-0.15692556433012095,76.5,1.0,3.0,10,1
binance-alpha,2025-09-12,MYX,44,137.0,-0.19897308041585682,40.5,0.9,3.0,10,2
binance-alpha,2025-10-12,COAI,201,257.0,-0.5662075159839073,59.5,0.9,3.0,10,4
binance-alpha,2025-10-23,AIA,233,184.0,-0.07518305438536732,107.5,0.9,3.0,10,3
binance-alpha,2025-11-04,JELLYJELLY,216,237.0,-0.7367454986198142,86.5,0.5,14.0,10,1
binance-alpha,2025-11-19,B,174,130.0,-0.08236000580517022,51.0,0.8,3.0,10,8
binance-alpha,2025-12-02,PIPPIN,275,181.0,0.36086022307115373,31.0,0.9,3.0,10,1
binance-alpha,2025-12-04,PIPPIN,282,185.0,0.7235980955785783,38.0,1.0,3.0,10,5
binance-alpha,2025-12-15,PIPPIN,99,188.0,-0.16994612544620424,35.5,0.8,3.0,10,2
binance-alpha,2025-12-18,NIGHT,57,180.0,0.20017457502565472,128.5,0.8,3.0,10,1
binance-alpha,2026-01-02,RIVER,262,126.0,-0.2977619147883991,33.5,0.9,3.0,10,6
binance-alpha,2026-01-21,SAFE,182,151.0,-0.2887570483032045,21.5,0.9,3.0,10,1
binance-alpha,2026-01-25,TOSHI,196,115.0,-0.26639869095048374,26.0,0.9,3.0,10,5
binance-alpha,2026-02-04,ICNT,254,176.0,0.1583607213171332,57.5,0.8,3.0,10,1
binance-alpha,2026-02-06,SKR,163,150.0,-0.11464204066221217,44.0,0.7,3.0,10,4
binance-alpha,2026-02-12,POWER,323,164.0,-0.08606737323889668,41.5,1.0,3.0,10,3
binance-alpha,2026-02-16,TOSHI,200,125.0,-0.11962788259958068,51.5,1.0,3.0,10,3
binance-alpha,2026-02-27,TOSHI,200,122.0,-0.013967425450679194,40.5,1.0,3.0,10,3
binance-alpha,2026-03-03,ATH,175,146.0,-0.04558160762165553,61.5,0.7,3.0,10,1
binance-alpha,2026-03-11,BEAT,199,200.0,0.4144374012503178,44.0,1.0,3.0,10,1
binance-alpha,2026-03-14,VVV,110,152.0,-0.09578621596315129,66.5,1.0,3.0,10,11
binance-alpha,2026-04-06,SAFE,195,162.0,0.3044516019450736,28.0,1.0,3.0,10,1
binance-alpha,2026-04-10,RAVE,94,300.0,12.723247705785077,47.5,1.0,3.0,10,8
binance-alpha,2026-04-22,BEAT,164,165.0,0.014206638265675364,47.5,1.0,3.0,10,2
binance-alpha,2026-04-25,BSB,290,200.0,-0.06343626606229891,34.0,1.0,3.0,10,1
binance-alpha,2026-04-27,B,166,160.0,1.6994578623532401,31.0,1.0,3.0,10,1
binance-alpha,2026-04-30,ICNT,199,140.0,-0.047072756604187305,30.0,0.9,3.0,10,2
binance-alpha,2026-05-15,IRYS,163,177.0,-0.43893512220696074,35.0,1.0,3.0,10,1
binance-alpha,2026-05-17,IRYS,188,154.0,-0.22344738698957534,32.5,1.0,3.0,10,1
binance-alpha,2026-05-28,Q,318,124.0,0.11833676044979602,38.0,0.8,3.0,10,1
binance-alpha,2026-06-06,MAGMA,326,173.0,-0.2969857751685785,54.0,0.9,3.0,10,2
binance-alpha,2026-06-09,SOON,192,165.0,0.050920383777249834,58.0,0.8,3.0,10,2
binance-alpha,2026-06-21,MAGMA,328,91.0,-0.12755223399246374,21.5,0.8,3.0,10,1
binance-alpha,2026-06-25,VELVET,118,152.0,-0.09141457527123442,31.5,1.0,3.0,10,3
binance-alpha,2026-06-30,VELVET,68,201.0,-0.7454761358996282,42.5,0.8,3.0,10,1
binance-alpha,2026-07-03,O,193,162.0,0.024454760403361364,20.5,1.0,3.0,10,2
binance-alpha,2026-07-13,SAFE,186,176.0,-0.2941488327770404,30.5,0.8,3.0,10,1
binance-alpha,2026-07-19,US,321,130.0,-0.03496196513088046,14.5,1.0,3.0,10,9
binance-alpha,2026-07-29,LAB,358,102.0,-0.16998300836876323,21.0,1.0,3.0,10,10
binance-alpha,2026-08-11,CAP,181,295.0,0.2570857022876769,27.5,0.8,3.0,10,2
binance-alpha,2026-08-15,CAP,167,215.0,0.13036752297018572,41.0,0.7,3.0,10,4
binance-alpha-airdrops,2025-07-09,REKT,349,137.0,0.29729729729729715,60.5,0.7,7.0,10,3
binance-alpha-airdrops,2025-07-24,NEWT,331,134.0,-0.3803986460651374,31.5,1.0,3.0,10,7
binance-alpha-airdrops,2025-08-02,VELO,172,157.0,0.21453363920292756,24.5,0.6,7.0,10,2
binance-alpha-airdrops,2025-08-07,MERL,347,98.0,-0.08207590527522379,17.0,1.0,3.0,10,1
binance-alpha-airdrops,2025-08-12,PROVE,168,123.0,-0.2531278648216604,66.0,0.9,14.0,10,1
binance-alpha-airdrops,2025-08-20,CARV,382,110.0,-0.10361305413298383,61.5,0.8,14.0,10,1
binance-alpha-airdrops,2025-08-28,SIGN,380,88.0,-0.030295408101526755,66.5,0.8,7.0,10,1
binance-alpha-airdrops,2025-08-30,MPLX,261,87.0,0.27601783271277425,68.0,0.9,7.0,10,1
binance-alpha-airdrops,2025-09-01,SAHARA,200,102.0,0.08285182591890061,70.0,0.9,3.0,10,1
