timestamp,GBPAUD_close,GBPNZD_close,AUDNZD_close,basis,rolling_mean,rolling_std,z,strategy,primary_entry_eligible,control_entry_eligible,session_eligible,time_eligible,active_basket_state,expected_decision
2026-08-24 02:30:00,,,,-2.33903525439505e-05,,,0.3233460919539522,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 02:35:00,,,,-1.9814785032823412e-05,,,0.3439282084010028,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 02:40:00,,,,-4.5205269465387055e-05,,,0.1987296895646172,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 02:45:00,,,,-3.4531871518889146e-05,,,0.25942357817931216,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 02:50:00,,,,-4.509778430658584e-05,,,0.19918991052161322,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 02:55:00,,,,-3.2173638853244535e-05,,,0.27334697082531456,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 03:00:00,,,,-2.6792909253392505e-05,,,0.30416080094870734,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 03:05:00,,,,-5.331055170271215e-05,,,0.15229086310080442,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 03:10:00,,,,-5.086737336537639e-05,,,0.16684485343675484,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 03:15:00,,,,-4.9116341138022435e-05,,,0.17733369375750838,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 03:20:00,,,,-2.8172116745134312e-05,,,0.29753815513473386,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 03:25:00,,,,-3.0624582216753904e-05,,,0.2834550896749244,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 03:30:00,,,,-3.60591472259586e-05,,,0.25250610775869287,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 03:35:00,,,,-4.410563918330612e-05,,,0.20670890975571515,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 03:40:00,,,,-4.8295736127884625e-05,,,0.18299388694565732,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 03:45:00,,,,-4.6774162187401824e-05,,,0.191616735107832,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 03:50:00,,,,-2.7365147821506453e-05,,,0.30241203496624186,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 03:55:00,,,,-4.5702161927646534e-05,,,0.19765189249000678,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 04:00:00,,,,-4.519607053268815e-05,,,0.20082510165076048,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 04:05:00,,,,-5.1198263056106974e-05,,,0.16692798648590712,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 04:10:00,,,,-2.8992481997752728e-05,,,0.29426893818997274,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 04:15:00,,,,-4.50923013694815e-05,,,0.20259129208381532,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 04:20:00,,,,-3.2005590982570054e-05,,,0.2777282139075049,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 04:25:00,,,,-3.104734998563008e-05,,,0.28323533220689395,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 04:30:00,,,,-5.0001250041703527e-05,,,0.174611107108799,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 04:35:00,,,,-3.522861999497029e-05,,,0.259377743928794,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 04:40:00,,,,-3.582738378934969e-05,,,0.25600333430022254,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 04:45:00,,,,-4.929623590796406e-05,,,0.179164092519936,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 04:50:00,,,,-2.9951226280244825e-05,,,0.29012073424432855,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 04:55:00,,,,-1.675382496058031e-05,,,0.3657977032006145,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 05:00:00,,,,-4.751666038396718e-05,,,0.18823903788119797,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 05:05:00,,,,-2.7669181744405247e-05,,,0.3027259605483624,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 05:10:00,,,,-4.53561992540541e-05,,,0.20116745193799349,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 05:15:00,,,,-4.630911758340961e-05,,,0.1957059122507757,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 05:20:00,,,,-3.6972854369016206e-05,,,0.24994468132751152,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 05:25:00,,,,-4.688470045222104e-05,,,0.19348950653965416,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 05:30:00,,,,-4.625560185322897e-05,,,0.19721169575657477,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 05:35:00,,,,-5.2409045930762455e-05,,,0.16262948733832183,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 05:40:00,,,,-5.1147367153170364e-05,,,0.1700831754890868,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 05:45:00,,,,-4.834330281891508e-05,,,0.18702401254750237,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 05:50:00,,,,-5.242060167423568e-05,,,0.16423283685828421,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 05:55:00,,,,-2.9652985468670012e-05,,,0.2949477931148375,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 06:00:00,,,,-2.0714906711155612e-05,,,0.34565325893134763,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 06:05:00,,,,-3.1929195863505955e-05,,,0.2814663904475784,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 06:10:00,,,,-4.981153749103462e-05,,,0.1792218939048224,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 06:15:00,,,,-3.5499396090155066e-05,,,0.2615383302584094,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 06:20:00,,,,-3.069729272620059e-05,,,0.2887048302691503,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 06:25:00,,,,-2.6706960223776832e-05,,,0.31223282966064697,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 06:30:00,,,,-3.50212918466819e-05,,,0.2650336863240058,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 06:35:00,,,,-4.523643002637967e-05,,,0.20614931330375502,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 06:40:00,,,,-3.7662164717233715e-05,,,0.24952725468024683,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 06:45:00,,,,-3.817812603273962e-05,,,0.24631612680412332,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 06:50:00,,,,-4.687012041862393e-05,,,0.1966868793847914,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 06:55:00,,,,-4.184963210310255e-05,,,0.22565165331097783,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 07:00:00,,,,-4.991389968270199e-05,,,0.17984479247842583,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 07:05:00,,,,-4.9386523165217966e-05,,,0.18333283415447374,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 07:10:00,,,,-4.867326270219241e-05,,,0.18756372130029306,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 07:15:00,,,,-4.761328617788885e-05,,,0.19400896237839688,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 07:20:00,,,,-4.748618675420868e-05,,,0.1952452788583137,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 07:25:00,,,,-4.8267327608458865e-05,,,0.19118668636920805,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 07:30:00,,,,-4.481655522958761e-05,,,0.21171837386582598,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 07:35:00,,,,-3.7258891399355454e-05,,,0.25546189097530414,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 07:40:00,,,,-2.5205221326679572e-05,,,0.32447379774667284,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 07:45:00,,,,-3.244771638005739e-05,,,0.2828715216057542,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 07:50:00,,,,-3.250992060044311e-05,,,0.28233222119569934,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 07:55:00,,,,-3.074046241288708e-05,,,0.29290559521425474,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 08:00:00,,,,-1.408873943084532e-05,,,0.3877009311587073,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 08:05:00,,,,-3.8639866873163564e-05,,,0.24668592294666017,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 08:10:00,,,,-3.504413798965933e-05,,,0.2673764376636223,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 08:15:00,,,,-4.299614331890189e-05,,,0.22239399493750472,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 08:20:00,,,,-4.182643172281897e-05,,,0.22920470432105422,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 08:25:00,,,,-3.2616902630372424e-05,,,0.2817366799353007,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 08:30:00,,,,-4.5433321099463964e-05,,,0.20836597304685953,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 08:35:00,,,,-5.548431022373013e-05,,,0.15140122496161176,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 08:40:00,,,,-3.4120629385431256e-05,,,0.2748582354655832,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 08:45:00,,,,-3.291008544081819e-05,,,0.2818290397576005,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 08:50:00,,,,-4.785247288735528e-05,,,0.19630889789189376,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 08:55:00,,,,-3.4826089026523954e-05,,,0.2709940341224853,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 09:00:00,,,,-3.0564157677742676e-05,,,0.29584624462202225,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 09:05:00,,,,-2.9797710462076132e-05,,,0.2991080407693603,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 09:10:00,,,,-4.8310229329912024e-05,,,0.19300492086355356,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 09:15:00,,,,-3.701357590304988e-05,,,0.2581885332550708,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 09:20:00,,,,-2.104578883160846e-05,,,0.34922196650343146,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 09:25:00,,,,-4.095462900913227e-05,,,0.23474343998726058,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 09:30:00,,,,-1.6573531454011636e-05,,,0.36900864171124664,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 09:35:00,,,,-3.528318934745145e-05,,,0.26114140062492913,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 09:40:00,,,,-3.8501610270497144e-05,,,0.24211568240558484,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 09:45:00,,,,-3.311291756835644e-05,,,0.2737875609302135,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 09:50:00,,,,-4.597030584763129e-05,,,0.19994078446319524,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 09:55:00,,,,-1.875819391145006e-05,,,0.3566754732289816,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 10:00:00,,,,-2.8168812627876738e-05,,,0.30275061281112553,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 10:05:00,,,,-3.4827450084984335e-05,,,0.26427158410242774,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 10:10:00,,,,-1.0663417079420645e-05,,,0.40291560944938315,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 10:15:00,,,,-5.6792191036936224e-05,,,0.13800204020938286,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 10:20:00,,,,-2.9977735582331633e-05,,,0.29256586466860646,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 10:25:00,,,,-1.7891324252256036e-05,,,0.3619935691579174,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 10:30:00,,,,-3.313859070541714e-05,,,0.2740950039622552,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 10:35:00,,,,-5.141050629625665e-05,,,0.16918120197975212,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 10:40:00,,,,-3.315903189754499e-05,,,0.2745636171409874,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 10:45:00,,,,-2.736542767323158e-05,,,0.3080833528358272,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 10:50:00,,,,-4.694460515086707e-05,,,0.19511396724075628,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 10:55:00,,,,-3.647941280449096e-05,,,0.2555402108197204,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 11:00:00,,,,-2.0355758452161865e-05,,,0.3486086796056217,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 11:05:00,,,,-3.1354151727280843e-05,,,0.28513523167737254,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 11:10:00,,,,-2.872157682903831e-05,,,0.30026161454728695,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 11:15:00,,,,-5.155697698763784e-05,,,0.1690594062248821,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 11:20:00,,,,-4.324413567238783e-05,,,0.2178296736380054,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 11:25:00,,,,-2.321142308775448e-05,,,0.333074045425543,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 11:30:00,,,,-3.892679263586829e-05,,,0.24219543302953273,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 11:35:00,,,,-3.243203351116497e-05,,,0.27973120506866256,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 11:40:00,,,,-4.2415743141371864e-05,,,0.22239866131271735,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 11:45:00,,,,-2.2703458506134755e-05,,,0.3358076675836755,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 11:50:00,,,,-3.288273824306187e-05,,,0.27704219307217015,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 11:55:00,,,,-3.098854868047174e-05,,,0.28759136014345926,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 12:00:00,,,,-5.232693209003547e-05,,,0.1651056805753397,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 12:05:00,,,,-2.0019734466414363e-05,,,0.3511191793848784,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 12:10:00,,,,-3.0508651983396362e-05,,,0.2901571539739212,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 12:15:00,,,,-1.844672702011607e-05,,,0.35929959393349586,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 12:20:00,,,,-3.7556458323151354e-05,,,0.24966379382416512,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 12:25:00,,,,-3.4021192756944485e-05,,,0.270038965219938,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 12:30:00,,,,-4.997536708528649e-05,,,0.17834185779182163,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 12:35:00,,,,-4.886673005888298e-05,,,0.18516731524957963,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 12:40:00,,,,-3.535517808472832e-05,,,0.2631282411433879,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 12:45:00,,,,-3.0937870461933414e-05,,,0.28906944717051947,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 12:50:00,,,,-2.877520929076005e-05,,,0.3012232799725224,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 12:55:00,,,,-3.502718985989861e-05,,,0.26488051187525025,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 13:00:00,,,,-3.261065712897859e-05,,,0.27841799243752363,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 13:05:00,,,,-3.2764748022384715e-05,,,0.277077184677789,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 13:10:00,,,,-3.3141664649738445e-05,,,0.2753936484262334,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 13:15:00,,,,-4.684788619546687e-05,,,0.19740480276315975,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 13:20:00,,,,-3.3308283741040334e-05,,,0.2756654494221026,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 13:25:00,,,,-3.710788295419043e-05,,,0.25341862198762133,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 13:30:00,,,,-3.096276563654965e-05,,,0.2891758110826548,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 13:35:00,,,,-2.6938995373398944e-05,,,0.3125020941659234,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 13:40:00,,,,-2.556520342628099e-05,,,0.31980276602094565,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 13:45:00,,,,-3.083781731111346e-05,,,0.28963138865769494,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 13:50:00,,,,-3.516341788070698e-05,,,0.2647170995037671,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 13:55:00,,,,-3.695048487992181e-05,,,0.2544255269816766,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 14:00:00,,,,-4.7323258481501984e-05,,,0.19500619303572378,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 14:05:00,,,,-4.623724710400845e-05,,,0.20151933645486567,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 14:10:00,,,,-3.388252558866878e-05,,,0.27297194530670443,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 14:15:00,,,,-3.4077455236258825e-05,,,0.2716032026243862,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 14:20:00,,,,-6.23255700499814e-05,,,0.10934859317409269,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 14:25:00,,,,-3.947591595623856e-05,,,0.24145319898643042,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 14:30:00,,,,-5.4379674394783306e-05,,,0.15608015144104567,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 14:35:00,,,,-3.656148946110105e-05,,,0.2590611059018076,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 14:40:00,,,,-1.9727732546520604e-05,,,0.3560075466780452,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 14:45:00,,,,-3.346940521203878e-05,,,0.27633397378488084,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 14:50:00,,,,-3.085742151992532e-05,,,0.2909517228051129,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 14:55:00,,,,-3.5795908888996975e-05,,,0.2620662396803758,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 15:00:00,,,,-4.7141863688121566e-05,,,0.1968823353907397,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 15:05:00,,,,-2.3477551800515917e-05,,,0.33262722542783923,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 15:10:00,,,,-3.044735230087192e-05,,,0.2928418362671561,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 15:15:00,,,,-1.2831033313703832e-05,,,0.3940275521978148,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 15:20:00,,,,-1.6807704332599815e-05,,,0.3704081383929077,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 15:25:00,,,,-3.5439457757441284e-05,,,0.2629220837148555,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 15:30:00,,,,-3.573319213814874e-05,,,0.2612603947396078,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 15:35:00,,,,-3.245746891056278e-05,,,0.2799382024669644,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 15:40:00,,,,-3.1786233521180485e-05,,,0.28338722264616223,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 15:45:00,,,,-2.144463987666101e-05,,,0.34226734000102266,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 15:50:00,,,,-3.3799096723657884e-05,,,0.27058490799719065,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 15:55:00,,,,-2.8213512608177282e-05,,,0.3027290695748759,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 16:00:00,,,,-2.7875011924305415e-05,,,0.30474504840195427,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 16:05:00,,,,-1.7100954223331355e-05,,,0.366237191486223,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 16:10:00,,,,-2.793828574804147e-05,,,0.3040182716170662,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 16:15:00,,,,-3.863956528896151e-05,,,0.2425558338839309,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 16:20:00,,,,-3.0003773704351255e-05,,,0.2922709931495842,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 16:25:00,,,,-3.821274157367327e-05,,,0.24458221674895622,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 16:30:00,,,,-5.09405309756239e-05,,,0.16818425114942046,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 16:35:00,,,,-4.5769537983519903e-05,,,0.19552960562020238,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 16:40:00,,,,-5.1569791671202125e-05,,,0.1586052847930109,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 16:45:00,,,,-3.510128923903122e-05,,,0.24498009647385155,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 16:50:00,,,,-3.5718272907075965e-05,,,0.22933775385019442,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 16:55:00,,,,-3.306835426106214e-05,,,0.23511750368867326,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 17:00:00,,,,-4.012933222788395e-05,,,0.17187687489564854,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 17:05:00,,,,-2.9799325992896364e-05,,,0.2420912949981646,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 17:10:00,,,,-5.042670280697159e-05,,,0.033460974524385755,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 17:15:00,,,,-1.2130330543008716e-05,,,0.4596502443845871,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 17:20:00,,,,-1.8574000347354458e-05,,,0.3885952344445295,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 17:25:00,,,,-3.6200087483229115e-05,,,0.13093891146555608,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 17:30:00,,,,-4.955187054941912e-05,,,-0.12821481099987514,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 17:35:00,,,,-3.2536633510965585e-05,,,0.16888261873908916,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 17:40:00,,,,-3.102970354393331e-05,,,0.5679180125502528,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 17:45:00,,,,-3.4463217004343516e-05,,,0.22789632625202938,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 17:50:00,,,,-4.294016485634211e-05,,,-0.6050002531231187,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 17:55:00,,,,-5.012759745740003e-05,,,-1.3034351845126242,TB-FWD-V1,False,False,True,True,FLAT,
2026-08-24 18:00:00,,,,-4.358212527316718e-05,,,-0.6540233828613878,TB-FWD-V1,False,False,True,True,FLAT,
