entry_time,exit_time,direction,entry,exit,pnl_pips,result,exit_reason
2024-07-04 05:10:00-04:00,2024-07-04 05:15:00-04:00,LONG,1.0776299999999996,1.07855,9.2,WIN,TP
2024-07-08 09:45:00-04:00,2024-07-08 09:50:00-04:00,LONG,1.08065,1.08253,18.8,WIN,TP
2024-07-16 10:55:00-04:00,2024-07-16 11:00:00-04:00,SHORT,1.0914000000000004,1.09014,12.6,WIN,TP
2024-07-17 06:55:00-04:00,2024-07-17 07:00:00-04:00,LONG,1.0897400000000002,1.09074,10.0,WIN,TP
2024-07-18 05:30:00-04:00,2024-07-18 05:35:00-04:00,LONG,1.09204,1.093,9.6,WIN,TP
2024-07-23 06:35:00-04:00,2024-07-23 06:40:00-04:00,LONG,1.0865199999999997,1.08764,11.2,WIN,TP
2024-07-24 06:40:00-04:00,2024-07-24 07:35:00-04:00,LONG,1.0812100000000002,1.08349,22.8,WIN,TP
2024-07-25 07:00:00-04:00,2024-07-25 07:20:00-04:00,SHORT,1.08639,1.08491,14.8,WIN,TP
2024-07-29 06:20:00-04:00,2024-07-29 06:30:00-04:00,LONG,1.0842499999999997,1.08523,9.8,WIN,TP
2024-07-31 05:10:00-04:00,2024-07-31 05:15:00-04:00,LONG,1.08055,1.08185,13.0,WIN,TP
2024-08-01 05:35:00-04:00,2024-08-01 06:00:00-04:00,LONG,1.08048,1.08176,12.8,WIN,TP
2024-08-02 06:10:00-04:00,2024-08-02 06:15:00-04:00,LONG,1.0766199999999997,1.07862,20.0,WIN,TP
2024-08-05 03:05:00-04:00,2024-08-05 03:10:00-04:00,SHORT,1.0940300000000003,1.09305,9.8,WIN,TP
2024-08-06 03:40:00-04:00,2024-08-06 03:45:00-04:00,LONG,1.09404,1.095,9.6,WIN,TP
2024-08-08 05:55:00-04:00,2024-08-08 06:00:00-04:00,SHORT,1.0952400000000002,1.0942,10.4,WIN,TP
2024-08-13 07:25:00-04:00,2024-08-13 07:30:00-04:00,LONG,1.0908799999999998,1.09218,13.0,WIN,TP
2024-08-14 07:55:00-04:00,2024-08-14 08:00:00-04:00,SHORT,1.10312,1.10168,14.4,WIN,TP
2024-08-20 06:45:00-04:00,2024-08-20 06:50:00-04:00,SHORT,1.10872,1.10772,10.0,WIN,TP
2024-08-21 06:50:00-04:00,2024-08-21 07:00:00-04:00,LONG,1.1106500000000001,1.11159,9.4,WIN,TP
2024-08-22 06:40:00-04:00,2024-08-22 06:45:00-04:00,LONG,1.1092899999999999,1.11283,35.4,WIN,TP
2024-08-26 09:00:00-04:00,2024-08-26 09:05:00-04:00,LONG,1.1156699999999997,1.11719,15.2,WIN,TP
2024-08-27 08:30:00-04:00,2024-08-27 08:35:00-04:00,LONG,1.1154799999999996,1.11702,15.4,WIN,TP
2024-08-28 04:15:00-04:00,2024-08-28 04:55:00-04:00,LONG,1.1141999999999999,1.1140759999999998,-1.2,LOSS,SL
2024-08-29 06:10:00-04:00,2024-08-29 06:15:00-04:00,LONG,1.1109699999999998,1.11221,12.4,WIN,TP
2024-08-30 06:05:00-04:00,2024-08-30 06:10:00-04:00,SHORT,1.1095300000000001,1.10849,10.4,WIN,TP
2024-09-02 07:30:00-04:00,2024-09-02 07:35:00-04:00,LONG,1.10589,1.10711,12.2,WIN,TP
2024-09-03 05:40:00-04:00,2024-09-03 05:45:00-04:00,LONG,1.10418,1.10514,9.6,WIN,TP
2024-09-04 06:20:00-04:00,2024-09-04 06:25:00-04:00,SHORT,1.1068500000000003,1.10573,11.2,WIN,TP
2024-09-09 05:55:00-04:00,2024-09-09 06:00:00-04:00,LONG,1.1053299999999995,1.10641,10.8,WIN,TP
2024-09-12 06:05:00-04:00,2024-09-12 06:10:00-04:00,LONG,1.0997400000000002,1.1008,10.6,WIN,TP
2024-09-16 06:40:00-04:00,2024-09-16 06:50:00-04:00,SHORT,1.1126500000000004,1.11159,10.6,WIN,TP
2024-09-17 06:05:00-04:00,2024-09-17 06:20:00-04:00,LONG,1.1110200000000001,1.1121,10.8,WIN,TP
2024-09-18 06:25:00-04:00,2024-09-18 06:30:00-04:00,SHORT,1.11362,1.11254,10.8,WIN,TP
2024-09-19 02:30:00-04:00,2024-09-19 02:50:00-04:00,SHORT,1.11183,1.11192,-0.9,LOSS,SL
2024-09-20 02:10:00-04:00,2024-09-20 02:15:00-04:00,SHORT,1.11754,1.1166,9.4,WIN,TP
2024-09-23 06:10:00-04:00,2024-09-23 06:15:00-04:00,LONG,1.11345,1.113288,-1.6,LOSS,SL
2024-09-24 05:55:00-04:00,2024-09-24 06:00:00-04:00,SHORT,1.1129,1.11162,12.8,WIN,TP
2024-09-26 07:05:00-04:00,2024-09-26 07:10:00-04:00,LONG,1.11056,1.11348,29.2,WIN,TP
2024-09-27 05:50:00-04:00,2024-09-27 05:55:00-04:00,LONG,1.1149700000000002,1.1148440000000002,-1.3,LOSS,SL
2024-09-30 05:30:00-04:00,2024-09-30 06:10:00-04:00,SHORT,1.1170900000000001,1.11613,9.6,WIN,TP
2024-10-01 05:10:00-04:00,2024-10-01 05:15:00-04:00,LONG,1.11234,1.11328,9.4,WIN,TP
2024-10-02 02:20:00-04:00,2024-10-02 02:25:00-04:00,SHORT,1.1076999999999997,1.10686,8.4,WIN,TP
2024-10-03 09:00:00-04:00,2024-10-03 09:05:00-04:00,LONG,1.1022399999999999,1.10348,12.4,WIN,TP
2024-10-04 06:55:00-04:00,2024-10-04 07:00:00-04:00,LONG,1.10162,1.1027,10.8,WIN,TP
2024-10-07 05:10:00-04:00,2024-10-07 05:15:00-04:00,LONG,1.0951699999999998,1.09635,11.8,WIN,TP
2024-10-08 06:50:00-04:00,2024-10-08 06:55:00-04:00,SHORT,1.1004700000000003,1.09929,11.8,WIN,TP
2024-10-09 04:10:00-04:00,2024-10-09 04:15:00-04:00,SHORT,1.0990200000000003,1.09722,18.0,WIN,TP
2024-10-15 05:10:00-04:00,2024-10-15 05:15:00-04:00,LONG,1.0877000000000003,1.08868,9.8,WIN,TP
2024-10-16 05:10:00-04:00,2024-10-16 05:15:00-04:00,LONG,1.0866300000000004,1.08807,14.4,WIN,TP
2024-10-22 06:50:00-04:00,2024-10-22 06:55:00-04:00,SHORT,1.0850000000000004,1.08366,13.4,WIN,TP
2024-10-23 06:10:00-04:00,2024-10-23 06:15:00-04:00,LONG,1.0775400000000002,1.07868,11.4,WIN,TP
2024-10-24 06:25:00-04:00,2024-10-24 06:30:00-04:00,LONG,1.0753400000000002,1.0777,23.6,WIN,TP
2024-10-25 07:25:00-04:00,2024-10-25 07:30:00-04:00,SHORT,1.08516,1.08348,16.8,WIN,TP
2024-10-28 07:00:00-04:00,2024-10-28 07:05:00-04:00,SHORT,1.0812600000000003,1.08034,9.2,WIN,TP
2024-10-30 07:10:00-04:00,2024-10-30 07:15:00-04:00,SHORT,1.0838400000000001,1.08397,-1.3,LOSS,SL
2024-10-31 05:55:00-04:00,2024-10-31 06:00:00-04:00,SHORT,1.08635,1.08541,9.4,WIN,TP
2024-11-04 05:15:00-05:00,2024-11-04 05:20:00-05:00,SHORT,1.09065,1.08971,9.4,WIN,TP
2024-11-06 02:10:00-05:00,2024-11-06 02:15:00-05:00,SHORT,1.0795499999999998,1.07835,12.0,WIN,TP
2024-11-07 04:15:00-05:00,2024-11-07 04:20:00-05:00,SHORT,1.07687,1.076986,-1.2,LOSS,SL
2024-11-08 03:20:00-05:00,2024-11-08 03:25:00-05:00,LONG,1.0766699999999996,1.07767,10.0,WIN,TP
2024-11-11 04:25:00-05:00,2024-11-11 04:35:00-05:00,LONG,1.07007,1.0699560000000001,-1.1,LOSS,SL
2024-11-12 03:10:00-05:00,2024-11-12 03:15:00-05:00,LONG,1.0622900000000002,1.06343,11.4,WIN,TP
2024-11-13 04:20:00-05:00,2024-11-13 04:25:00-05:00,LONG,1.05974,1.0607,9.6,WIN,TP
2024-11-14 03:55:00-05:00,2024-11-14 04:15:00-05:00,LONG,1.0538600000000002,1.05472,8.6,WIN,TP
2024-11-15 03:25:00-05:00,2024-11-15 03:30:00-05:00,LONG,1.05272,1.0536,8.8,WIN,TP
2024-11-18 02:50:00-05:00,2024-11-18 02:55:00-05:00,SHORT,1.0551600000000003,1.05424,9.2,WIN,TP
2024-11-19 04:15:00-05:00,2024-11-19 04:25:00-05:00,LONG,1.0566400000000002,1.0581,14.6,WIN,TP
2024-11-20 03:15:00-05:00,2024-11-20 03:20:00-05:00,LONG,1.0575200000000002,1.05838,8.6,WIN,TP
2024-11-21 03:20:00-05:00,2024-11-21 03:25:00-05:00,SHORT,1.05622,1.05528,9.4,WIN,TP
2024-11-22 04:10:00-05:00,2024-11-22 04:15:00-05:00,LONG,1.0454700000000003,1.04645,9.8,WIN,TP
2024-11-25 02:30:00-05:00,2024-11-25 02:35:00-05:00,LONG,1.0469199999999999,1.04774,8.2,WIN,TP
2024-11-26 04:20:00-05:00,2024-11-26 04:25:00-05:00,SHORT,1.04906,1.0481,9.6,WIN,TP
2024-11-27 04:10:00-05:00,2024-11-27 04:15:00-05:00,SHORT,1.0500600000000002,1.04868,13.8,WIN,TP
2024-11-28 03:10:00-05:00,2024-11-28 03:15:00-05:00,LONG,1.0530999999999997,1.05436,12.6,WIN,TP
2024-11-29 04:20:00-05:00,2024-11-29 04:25:00-05:00,SHORT,1.0594599999999998,1.0595539999999999,-0.9,LOSS,SL
2024-12-02 02:25:00-05:00,2024-12-02 02:30:00-05:00,LONG,1.0508099999999998,1.05179,9.8,WIN,TP
2024-12-03 03:20:00-05:00,2024-12-03 03:25:00-05:00,LONG,1.0476899999999996,1.04883,11.4,WIN,TP
2024-12-04 02:40:00-05:00,2024-12-04 02:45:00-05:00,SHORT,1.0528000000000002,1.05196,8.4,WIN,TP
2024-12-05 04:15:00-05:00,2024-12-05 04:20:00-05:00,SHORT,1.0548000000000002,1.05342,13.8,WIN,TP
2024-12-06 02:15:00-05:00,2024-12-06 02:20:00-05:00,LONG,1.0560800000000001,1.05702,9.4,WIN,TP
2024-12-09 04:15:00-05:00,2024-12-09 04:20:00-05:00,LONG,1.0530500000000003,1.05417,11.2,WIN,TP
2024-12-10 05:20:00-05:00,2024-12-10 05:25:00-05:00,LONG,1.0529199999999999,1.05422,13.0,WIN,TP
2024-12-11 04:15:00-05:00,2024-12-11 04:20:00-05:00,LONG,1.0489399999999998,1.05134,24.0,WIN,TP
2024-12-12 04:15:00-05:00,2024-12-12 04:25:00-05:00,SHORT,1.0533999999999997,1.05236,10.4,WIN,TP
2024-12-13 05:30:00-05:00,2024-12-13 05:35:00-05:00,LONG,1.04516,1.0463,11.4,WIN,TP
2024-12-16 04:25:00-05:00,2024-12-16 04:30:00-05:00,SHORT,1.0529300000000001,1.05183,11.0,WIN,TP
2024-12-17 04:05:00-05:00,2024-12-17 04:10:00-05:00,SHORT,1.05124,1.0503,9.4,WIN,TP
2024-12-18 05:00:00-05:00,2024-12-18 05:05:00-05:00,LONG,1.04845,1.04945,10.0,WIN,TP
2024-12-19 03:05:00-05:00,2024-12-19 03:10:00-05:00,SHORT,1.0391199999999998,1.0382,9.2,WIN,TP
2024-12-20 03:15:00-05:00,2024-12-20 03:20:00-05:00,LONG,1.0332200000000002,1.03556,23.4,WIN,TP
2024-12-23 03:55:00-05:00,2024-12-23 04:00:00-05:00,LONG,1.0425500000000003,1.04339,8.4,WIN,TP
2024-12-24 06:00:00-05:00,2024-12-24 06:05:00-05:00,LONG,1.0382099999999999,1.03925,10.4,WIN,TP
2024-12-27 05:00:00-05:00,2024-12-27 05:25:00-05:00,SHORT,1.04377,1.04167,21.0,WIN,TP
2024-12-30 05:20:00-05:00,2024-12-30 05:55:00-05:00,LONG,1.0413400000000004,1.0412360000000005,-1.0,LOSS,SL
2024-12-31 06:05:00-05:00,2024-12-31 06:10:00-05:00,SHORT,1.04305,1.04183,12.2,WIN,TP
2025-01-02 05:05:00-05:00,2025-01-02 05:30:00-05:00,LONG,1.0348200000000003,1.0346740000000003,-1.5,LOSS,SL
2025-01-03 02:30:00-05:00,2025-01-03 02:50:00-05:00,SHORT,1.0279500000000001,1.02699,9.6,WIN,TP
2025-01-06 04:40:00-05:00,2025-01-06 04:45:00-05:00,SHORT,1.0336000000000003,1.03248,11.2,WIN,TP
2025-01-07 03:05:00-05:00,2025-01-07 03:10:00-05:00,LONG,1.0388100000000002,1.03967,8.6,WIN,TP
2025-01-08 04:10:00-05:00,2025-01-08 04:15:00-05:00,LONG,1.0328,1.03436,15.6,WIN,TP
2025-01-09 04:05:00-05:00,2025-01-09 04:10:00-05:00,LONG,1.0290900000000003,1.03001,9.2,WIN,TP
2025-01-10 03:05:00-05:00,2025-01-10 03:10:00-05:00,LONG,1.02761,1.02857,9.6,WIN,TP
2025-01-13 03:40:00-05:00,2025-01-13 03:45:00-05:00,SHORT,1.0231000000000003,1.02218,9.2,WIN,TP
2025-01-14 02:15:00-05:00,2025-01-14 02:20:00-05:00,LONG,1.0237099999999997,1.02463,9.2,WIN,TP
2025-01-15 03:05:00-05:00,2025-01-15 03:10:00-05:00,LONG,1.0277999999999998,1.02932,15.2,WIN,TP
2025-01-16 05:20:00-05:00,2025-01-16 05:25:00-05:00,LONG,1.0282899999999997,1.02927,9.8,WIN,TP
2025-01-17 04:20:00-05:00,2025-01-17 04:30:00-05:00,LONG,1.02737,1.02839,10.2,WIN,TP
2025-01-20 04:00:00-05:00,2025-01-20 04:05:00-05:00,SHORT,1.0326699999999998,1.03121,14.6,WIN,TP
2025-01-21 03:40:00-05:00,2025-01-21 04:10:00-05:00,LONG,1.03641,1.03743,10.2,WIN,TP
2025-01-22 03:20:00-05:00,2025-01-22 03:25:00-05:00,LONG,1.0395800000000002,1.04106,14.8,WIN,TP
2025-01-23 04:20:00-05:00,2025-01-23 04:25:00-05:00,LONG,1.0386500000000003,1.03963,9.8,WIN,TP
2025-01-24 02:10:00-05:00,2025-01-24 02:15:00-05:00,SHORT,1.0460200000000004,1.04516,8.6,WIN,TP
2025-01-27 03:50:00-05:00,2025-01-27 03:55:00-05:00,LONG,1.04498,1.04586,8.8,WIN,TP
2025-01-28 03:10:00-05:00,2025-01-28 03:35:00-05:00,SHORT,1.04487,1.04405,8.2,WIN,TP
2025-01-29 04:30:00-05:00,2025-01-29 05:15:00-05:00,LONG,1.0413600000000003,1.04268,13.2,WIN,TP
2025-01-30 04:50:00-05:00,2025-01-30 05:00:00-05:00,SHORT,1.0432000000000001,1.04204,11.6,WIN,TP
2025-01-31 04:30:00-05:00,2025-01-31 04:45:00-05:00,SHORT,1.0415,1.04034,11.6,WIN,TP
2025-02-03 04:25:00-05:00,2025-02-03 04:45:00-05:00,LONG,1.0219799999999999,1.02356,15.8,WIN,TP
2025-02-04 02:10:00-05:00,2025-02-04 02:15:00-05:00,LONG,1.0282000000000002,1.0280400000000003,-1.6,LOSS,SL
2025-02-05 03:25:00-05:00,2025-02-05 03:40:00-05:00,SHORT,1.0399800000000003,1.03872,12.6,WIN,TP
2025-02-06 03:55:00-05:00,2025-02-06 04:00:00-05:00,LONG,1.0378900000000002,1.03875,8.6,WIN,TP
2025-02-07 10:45:00-05:00,2025-02-07 10:50:00-05:00,SHORT,1.0389,1.03756,13.4,WIN,TP
2025-02-10 06:10:00-05:00,2025-02-10 06:15:00-05:00,SHORT,1.03405,1.03283,12.2,WIN,TP
2025-02-12 05:00:00-05:00,2025-02-12 05:15:00-05:00,SHORT,1.0390099999999998,1.03741,16.0,WIN,TP
2025-02-13 02:40:00-05:00,2025-02-13 02:45:00-05:00,LONG,1.04245,1.04331,8.6,WIN,TP
2025-02-14 04:10:00-05:00,2025-02-14 05:15:00-05:00,SHORT,1.04727,1.047364,-0.9,LOSS,SL
2025-02-17 04:30:00-05:00,2025-02-17 05:00:00-05:00,LONG,1.0478699999999999,1.0477659999999998,-1.0,LOSS,SL
2025-02-18 04:55:00-05:00,2025-02-18 05:00:00-05:00,LONG,1.0454999999999997,1.04642,9.2,WIN,TP
2025-02-19 04:50:00-05:00,2025-02-19 04:55:00-05:00,SHORT,1.0463899999999997,1.04541,9.8,WIN,TP
2025-02-20 05:45:00-05:00,2025-02-20 05:50:00-05:00,LONG,1.0419700000000003,1.04309,11.2,WIN,TP
2025-02-21 04:10:00-05:00,2025-02-21 04:55:00-05:00,SHORT,1.05035,1.04935,10.0,WIN,TP
2025-02-24 03:00:00-05:00,2025-02-24 03:05:00-05:00,SHORT,1.0528400000000002,1.05194,9.0,WIN,TP
2025-02-25 04:10:00-05:00,2025-02-25 04:15:00-05:00,LONG,1.04535,1.04691,15.6,WIN,TP
2025-02-26 03:40:00-05:00,2025-02-26 03:45:00-05:00,SHORT,1.05006,1.04924,8.2,WIN,TP
2025-02-27 10:45:00-05:00,2025-02-27 10:50:00-05:00,LONG,1.0448600000000001,1.0446840000000002,-1.8,LOSS,SL
2025-02-28 05:10:00-05:00,2025-02-28 05:15:00-05:00,SHORT,1.0412799999999998,1.04016,11.2,WIN,TP
2025-03-03 05:30:00-05:00,2025-03-03 05:45:00-05:00,LONG,1.0377499999999997,1.03955,18.0,WIN,TP
2025-03-04 03:25:00-05:00,2025-03-04 03:40:00-05:00,SHORT,1.0497199999999998,1.04852,12.0,WIN,TP
2025-03-05 03:20:00-05:00,2025-03-05 03:25:00-05:00,SHORT,1.06465,1.06383,8.2,WIN,TP
2025-03-06 03:05:00-05:00,2025-03-06 03:25:00-05:00,SHORT,1.0819600000000005,1.08102,9.4,WIN,TP
2025-03-07 02:10:00-05:00,2025-03-07 02:15:00-05:00,LONG,1.0800499999999997,1.08089,8.4,WIN,TP
2025-03-10 03:05:00-04:00,2025-03-10 03:10:00-04:00,LONG,1.0821500000000002,1.08315,10.0,WIN,TP
2025-03-11 02:35:00-04:00,2025-03-11 02:40:00-04:00,LONG,1.084,1.08502,10.2,WIN,TP
2025-03-12 06:20:00-04:00,2025-03-12 06:25:00-04:00,SHORT,1.0908800000000003,1.08956,13.2,WIN,TP
2025-03-13 04:25:00-04:00,2025-03-13 04:30:00-04:00,LONG,1.08706,1.08828,12.2,WIN,TP
2025-03-14 05:35:00-04:00,2025-03-14 05:40:00-04:00,LONG,1.0826000000000002,1.08372,11.2,WIN,TP
2025-03-17 03:10:00-04:00,2025-03-17 03:15:00-04:00,SHORT,1.0897599999999998,1.08882,9.4,WIN,TP
2025-03-18 05:55:00-04:00,2025-03-18 06:30:00-04:00,SHORT,1.0921900000000002,1.0922880000000001,-1.0,LOSS,SL
2025-03-19 06:05:00-04:00,2025-03-19 06:15:00-04:00,LONG,1.0907700000000005,1.0906400000000005,-1.3,LOSS,SL
2025-03-20 02:55:00-04:00,2025-03-20 03:00:00-04:00,LONG,1.0899699999999999,1.09079,8.2,WIN,TP
2025-03-21 06:05:00-04:00,2025-03-21 06:10:00-04:00,SHORT,1.08443,1.08341,10.2,WIN,TP
2025-03-24 02:10:00-04:00,2025-03-24 02:15:00-04:00,SHORT,1.08373,1.08291,8.2,WIN,TP
2025-03-25 06:15:00-04:00,2025-03-25 06:20:00-04:00,SHORT,1.08122,1.08,12.2,WIN,TP
2025-03-26 06:40:00-04:00,2025-03-26 06:45:00-04:00,LONG,1.0775,1.07852,10.2,WIN,TP
2025-03-27 05:00:00-04:00,2025-03-27 05:05:00-04:00,LONG,1.0744799999999999,1.0766,21.2,WIN,TP
2025-03-28 07:10:00-04:00,2025-03-28 07:15:00-04:00,SHORT,1.0808399999999998,1.07944,14.0,WIN,TP
2025-03-31 05:10:00-04:00,2025-03-31 05:15:00-04:00,LONG,1.08092,1.0826,16.8,WIN,TP
2025-04-01 04:10:00-04:00,2025-04-01 04:55:00-04:00,LONG,1.0810099999999996,1.0809099999999996,-1.0,LOSS,SL
2025-04-02 02:10:00-04:00,2025-04-02 02:15:00-04:00,SHORT,1.08076,1.07988,8.8,WIN,TP
2025-04-03 03:15:00-04:00,2025-04-03 03:20:00-04:00,LONG,1.0900999999999998,1.09092,8.2,WIN,TP
2025-04-04 02:20:00-04:00,2025-04-04 02:35:00-04:00,SHORT,1.1086100000000003,1.1087760000000004,-1.7,LOSS,SL
2025-04-07 02:40:00-04:00,2025-04-07 03:10:00-04:00,SHORT,1.0956799999999995,1.0958099999999995,-1.3,LOSS,SL
2025-04-08 02:35:00-04:00,2025-04-08 03:00:00-04:00,LONG,1.09574,1.09656,8.2,WIN,TP
2025-04-09 02:15:00-04:00,2025-04-09 02:20:00-04:00,SHORT,1.1037800000000002,1.1026,11.8,WIN,TP
2025-04-10 02:10:00-04:00,2025-04-10 02:40:00-04:00,SHORT,1.09921,1.09785,13.6,WIN,TP
2025-04-11 02:10:00-04:00,2025-04-11 02:15:00-04:00,SHORT,1.1322100000000002,1.1323400000000001,-1.3,LOSS,SL
2025-04-14 02:10:00-04:00,2025-04-14 02:15:00-04:00,SHORT,1.1385500000000002,1.13765,9.0,WIN,TP
2025-04-15 03:30:00-04:00,2025-04-15 03:35:00-04:00,SHORT,1.13675,1.13533,14.2,WIN,TP
2025-04-16 03:45:00-04:00,2025-04-16 04:00:00-04:00,SHORT,1.1349999999999998,1.13414,8.6,WIN,TP
2025-04-17 02:15:00-04:00,2025-04-17 02:20:00-04:00,LONG,1.1359599999999999,1.1372,12.4,WIN,TP
2025-04-18 04:20:00-04:00,2025-04-18 04:25:00-04:00,LONG,1.1358000000000001,1.1368,10.0,WIN,TP
2025-04-21 02:15:00-04:00,2025-04-21 02:20:00-04:00,SHORT,1.1521300000000003,1.15121,9.2,WIN,TP
2025-04-22 02:10:00-04:00,2025-04-22 02:15:00-04:00,SHORT,1.1569700000000003,1.15369,32.8,WIN,TP
2025-04-23 02:10:00-04:00,2025-04-23 02:15:00-04:00,LONG,1.13902,1.1389239999999998,-1.0,LOSS,SL
2025-04-24 02:15:00-04:00,2025-04-24 03:00:00-04:00,LONG,1.13352,1.1333980000000001,-1.2,LOSS,SL
2025-04-25 02:40:00-04:00,2025-04-25 03:00:00-04:00,LONG,1.13219,1.132028,-1.6,LOSS,SL
2025-04-28 02:55:00-04:00,2025-04-28 03:00:00-04:00,SHORT,1.13682,1.13594,8.8,WIN,TP
2025-04-29 02:20:00-04:00,2025-04-29 02:25:00-04:00,LONG,1.13822,1.13924,10.2,WIN,TP
2025-04-30 02:45:00-04:00,2025-04-30 02:50:00-04:00,LONG,1.13622,1.1371,8.8,WIN,TP
2025-05-01 02:15:00-04:00,2025-05-01 02:20:00-04:00,LONG,1.12879,1.13049,17.0,WIN,TP
2025-05-02 02:25:00-04:00,2025-05-02 02:30:00-04:00,SHORT,1.1308000000000002,1.1308840000000002,-0.8,LOSS,SL
2025-05-05 03:15:00-04:00,2025-05-05 03:20:00-04:00,SHORT,1.1347600000000002,1.13372,10.4,WIN,TP
2025-05-06 02:15:00-04:00,2025-05-06 02:20:00-04:00,SHORT,1.13227,1.13103,12.4,WIN,TP
2025-05-07 02:15:00-04:00,2025-05-07 02:20:00-04:00,LONG,1.13301,1.13389,8.8,WIN,TP
2025-05-08 02:10:00-04:00,2025-05-08 02:25:00-04:00,SHORT,1.1339199999999996,1.13282,11.0,WIN,TP
2025-05-09 02:10:00-04:00,2025-05-09 02:15:00-04:00,SHORT,1.12354,1.1224,11.4,WIN,TP
2025-05-12 02:25:00-04:00,2025-05-12 02:30:00-04:00,LONG,1.1216099999999998,1.12259,9.8,WIN,TP
2025-05-13 02:55:00-04:00,2025-05-13 03:00:00-04:00,SHORT,1.11308,1.11164,14.4,WIN,TP
2025-05-14 02:45:00-04:00,2025-05-14 02:50:00-04:00,SHORT,1.1198100000000002,1.11897,8.4,WIN,TP
2025-05-15 02:40:00-04:00,2025-05-15 02:45:00-04:00,LONG,1.11874,1.11962,8.8,WIN,TP
2025-05-16 04:10:00-04:00,2025-05-16 04:20:00-04:00,SHORT,1.1219700000000001,1.12087,11.0,WIN,TP
2025-05-19 03:30:00-04:00,2025-05-19 03:35:00-04:00,SHORT,1.1192100000000003,1.11837,8.4,WIN,TP
2025-05-20 02:15:00-04:00,2025-05-20 03:55:00-04:00,SHORT,1.1254199999999996,1.12404,13.8,WIN,TP
2025-05-21 03:10:00-04:00,2025-05-21 03:15:00-04:00,LONG,1.1319100000000002,1.13291,10.0,WIN,TP
2025-05-22 05:35:00-04:00,2025-05-22 05:45:00-04:00,LONG,1.13229,1.132174,-1.2,LOSS,SL
2025-05-23 03:40:00-04:00,2025-05-23 03:55:00-04:00,SHORT,1.1325099999999997,1.13167,8.4,WIN,TP
2025-05-26 03:40:00-04:00,2025-05-26 03:45:00-04:00,LONG,1.13953,1.14041,8.8,WIN,TP
2025-05-27 03:10:00-04:00,2025-05-27 03:15:00-04:00,SHORT,1.1406200000000002,1.13978,8.4,WIN,TP
2025-05-28 03:00:00-04:00,2025-05-28 03:05:00-04:00,LONG,1.1299599999999996,1.13082,8.6,WIN,TP
2025-05-29 02:25:00-04:00,2025-05-29 02:30:00-04:00,SHORT,1.12614,1.12514,10.0,WIN,TP
2025-05-30 02:10:00-04:00,2025-05-30 02:15:00-04:00,SHORT,1.1362899999999996,1.13539,9.0,WIN,TP
2025-06-02 02:15:00-04:00,2025-06-02 02:20:00-04:00,LONG,1.1350699999999998,1.13591,8.4,WIN,TP
2025-06-03 04:35:00-04:00,2025-06-03 04:45:00-04:00,LONG,1.14048,1.14164,11.6,WIN,TP
2025-06-04 02:40:00-04:00,2025-06-04 02:50:00-04:00,LONG,1.1355800000000003,1.13698,14.0,WIN,TP
2025-06-05 02:30:00-04:00,2025-06-05 02:35:00-04:00,SHORT,1.1431099999999996,1.14207,10.4,WIN,TP
2025-06-06 04:30:00-04:00,2025-06-06 04:35:00-04:00,LONG,1.14223,1.14317,9.4,WIN,TP
2025-06-09 06:10:00-04:00,2025-06-09 06:15:00-04:00,LONG,1.14121,1.14223,10.2,WIN,TP
2025-06-10 02:10:00-04:00,2025-06-10 02:15:00-04:00,LONG,1.1380400000000004,1.13928,12.4,WIN,TP
2025-06-11 05:20:00-04:00,2025-06-11 05:25:00-04:00,LONG,1.1404999999999996,1.14156,10.6,WIN,TP
2025-06-12 02:45:00-04:00,2025-06-12 02:50:00-04:00,SHORT,1.15306,1.15218,8.8,WIN,TP
2025-06-13 02:10:00-04:00,2025-06-13 02:20:00-04:00,LONG,1.1516399999999998,1.15356,19.2,WIN,TP
2025-06-16 04:30:00-04:00,2025-06-16 05:05:00-04:00,SHORT,1.1567699999999999,1.15543,13.4,WIN,TP
2025-06-17 03:45:00-04:00,2025-06-17 03:50:00-04:00,SHORT,1.1574600000000002,1.15662,8.4,WIN,TP
2025-06-18 05:30:00-04:00,2025-06-18 05:35:00-04:00,SHORT,1.15264,1.15142,12.2,WIN,TP
2025-06-19 02:35:00-04:00,2025-06-19 04:30:00-04:00,SHORT,1.1470999999999998,1.14604,10.6,WIN,TP
2025-06-20 02:55:00-04:00,2025-06-20 03:00:00-04:00,SHORT,1.1538100000000002,1.15291,9.0,WIN,TP
2025-06-23 03:20:00-04:00,2025-06-23 03:25:00-04:00,LONG,1.1481,1.14892,8.2,WIN,TP
2025-06-24 03:55:00-04:00,2025-06-24 04:00:00-04:00,SHORT,1.16217,1.16129,8.8,WIN,TP
2025-06-25 02:55:00-04:00,2025-06-25 03:15:00-04:00,LONG,1.1607099999999997,1.16163,9.2,WIN,TP
2025-06-26 02:10:00-04:00,2025-06-26 02:15:00-04:00,SHORT,1.1714399999999996,1.16986,15.8,WIN,TP
2025-06-27 03:00:00-04:00,2025-06-27 04:10:00-04:00,LONG,1.1685800000000004,1.1684560000000004,-1.2,LOSS,SL
2025-06-30 05:50:00-04:00,2025-06-30 06:00:00-04:00,SHORT,1.1753900000000002,1.17389,15.0,WIN,TP
2025-07-01 02:35:00-04:00,2025-07-01 02:40:00-04:00,LONG,1.17805,1.17893,8.8,WIN,TP
